地域階層,地域コード,地域,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月,令和6年1月
4,13215,国立市,39581,39550,39537,39586,39622,39566,39559,39512,39480,39474,39439,39454,39464
4,13218,福生市,27924,27917,27871,27857,28014,28034,28039,28044,28072,28085,28058,28045,28035
4,13219,狛江市,43614,43568,43544,43612,43619,43631,43574,43539,43461,43407,43366,43339,43261
4,13220,東大和市,42712,42707,42696,42720,42832,42851,42880,42892,42877,42854,42833,42830,42814
4,13221,清瀬市,39679,39616,39618,39611,39644,39632,39651,39641,39620,39631,39633,39627,39626
4,13222,東久留米市,59717,59681,59649,59703,59679,59710,59719,59723,59695,59662,59688,59650,59610
4,13223,武蔵村山市,35258,35252,35279,35268,35259,35272,35275,35237,35216,35176,35178,35200,35214
4,13224,多摩市,75086,75058,75015,75055,75089,75100,75097,75044,75003,74953,74966,74895,74827
4,13225,稲城市,47163,47156,47150,47201,47294,47323,47375,47420,47406,47368,47380,47384,47373
4,13227,羽村市,26727,26707,26712,26692,26715,26685,26690,26696,26670,26672,26698,26693,26675
4,13228,あきる野市,39868,39829,39833,39816,39820,39781,39799,39780,39763,39758,39752,39741,39720
4,13229,西東京市,106600,106481,106419,106673,106790,106740,106828,106901,106859,106785,106720,106611,106569
1,13550,町村部,38614,38527,38522,38215,38379,38354,38311,38271,38219,38231,38211,38164,38133
2,13300,郡部,27421,27364,27385,27349,27323,27298,27267,27247,27197,27216,27213,27189,27188
4,13303,瑞穂町,15585,15567,15572,15565,15546,15536,15520,15508,15480,15493,15508,15501,15509
4,13305,日の出町,8596,8572,8587,8578,8573,8565,8551,8547,8538,8543,8535,8527,8535
4,13307,檜原村,982,978,973,965,964,960,961,961,960,959,958,961,953
4,13308,奥多摩町,2258,2247,2253,2241,2240,2237,2235,2231,2219,2221,2212,2200,2191
2,13350,島部,11193,11163,11137,10866,11056,11056,11044,11024,11022,11015,10998,10975,10945
3,13360,大島支庁,5471,5458,5441,5317,5397,5395,5383,5373,5360,5358,5344,5334,5319
4,13361,大島町,3314,3304,3294,3227,3262,3258,3247,3244,3230,3229,3220,3215,3203
4,13362,利島村,142,142,140,133,141,142,142,141,142,144,143,142,143
4,13363,新島村,1164,1159,1155,1117,1145,1142,1144,1139,1140,1140,1139,1137,1134
4,13364,神津島村,851,853,852,840,849,853,850,849,848,845,842,840,839
3,13380,三宅支庁,1099,1098,1097,1064,1095,1097,1099,1096,1095,1089,1086,1080,1075
4,13381,三宅村,965,965,963,936,961,962,964,962,961,955,952,948,944
4,13382,御蔵島村,134,133,134,128,134,135,135,134,134,134,134,132,131
3,13400,八丈支庁,3498,3489,3480,3386,3447,3447,3442,3440,3447,3443,3444,3437,3433
4,13401,八丈町,3428,3419,3409,3324,3378,3380,3374,3372,3379,3375,3377,3370,3366
4,13402,青ヶ島村,70,70,71,62,69,67,68,68,68,68,67,67,67
3,13420,小笠原支庁,1125,1118,1119,1099,1117,1117,1120,1115,1120,1125,1124,1124,1118
4,13421,小笠原村,1125,1118,1119,1099,1117,1117,1120,1115,1120,1125,1124,1124,1118
,,,,,,,,,,,,,,,
人口の動き（令和5年中）,,,,,,,,,,,,,,,
第４表  区市町村、月別人口（総数　女）,,,,,,,,,,,,,,,
地域階層（0:総数　1:区部・市部・町村部　2:郡部・島部　3:支庁　4:区市町村）,,,,,,,,,,,,,,,
