"選挙名称","届出番号","党派名","候補者名","6:08 確定[人]","22:30[人]"
"平成28年7月10日執行　参議院比例代表選出議員選挙","7- 14","自由民主党","自見　はなこ","741","0"
"平成28年7月10日執行　参議院比例代表選出議員選挙","7- 15","自由民主党","そのだ　修光","41","0"
"平成28年7月10日執行　参議院比例代表選出議員選挙","7- 16","自由民主党","たかがい　恵美子","89","0"
"平成28年7月10日執行　参議院比例代表選出議員選挙","7- 17","自由民主党","とくしげ　雅之","234","0"
"平成28年7月10日執行　参議院比例代表選出議員選挙","7- 18","自由民主党","藤井　もとゆき","183","0"
"平成28年7月10日執行　参議院比例代表選出議員選挙","7- 19","自由民主党","藤木　しんや","34","0"
"平成28年7月10日執行　参議院比例代表選出議員選挙","7- 20","自由民主党","堀内　恒夫","209","0"
"平成28年7月10日執行　参議院比例代表選出議員選挙","7- 21","自由民主党","増山　としかず","159","0"
"平成28年7月10日執行　参議院比例代表選出議員選挙","7- 22","自由民主党","水おち　敏栄","52","0"
"平成28年7月10日執行　参議院比例代表選出議員選挙","7- 23","自由民主党","宮島　よしふみ","70","0"
"平成28年7月10日執行　参議院比例代表選出議員選挙","7- 24","自由民主党","山谷　えり子","713","0"
"平成28年7月10日執行　参議院比例代表選出議員選挙","7- 25","自由民主党","山田　宏","476.393","0"
"平成28年7月10日執行　参議院比例代表選出議員選挙","8","新党改革","新党改革","577","0"
"平成28年7月10日執行　参議院比例代表選出議員選挙","8- 1","新党改革","あらい　広幸","107","0"
"平成28年7月10日執行　参議院比例代表選出議員選挙","8- 2","新党改革","平山　まこと","11","0"
"平成28年7月10日執行　参議院比例代表選出議員選挙","8- 3","新党改革","朝倉　秀雄","2.011","0"
"平成28年7月10日執行　参議院比例代表選出議員選挙","8- 4","新党改革","伊藤　じゅんこ","4","0"
"平成28年7月10日執行　参議院比例代表選出議員選挙","8- 5","新党改革","おおさか　佳巨","4","0"
"平成28年7月10日執行　参議院比例代表選出議員選挙","8- 6","新党改革","たなか　だいすけ","3","0"
"平成28年7月10日執行　参議院比例代表選出議員選挙","8- 7","新党改革","福田　こうぞう","1","0"
"平成28年7月10日執行　参議院比例代表選出議員選挙","8- 8","新党改革","藤岡　かよこ","5","0"
"平成28年7月10日執行　参議院比例代表選出議員選挙","8- 9","新党改革","山田　太郎","734.606","0"
"平成28年7月10日執行　参議院比例代表選出議員選挙","9","日本のこころを大切にする党","日本のこころを大切にする党","1,655","500"
"平成28年7月10日執行　参議院比例代表選出議員選挙","9- 1","日本のこころを大切にする党","中山　なりあき","231","0"
"平成28年7月10日執行　参議院比例代表選出議員選挙","9- 2","日本のこころを大切にする党","西村　真悟","124","0"
"平成28年7月10日執行　参議院比例代表選出議員選挙","9- 3","日本のこころを大切にする党","ボギー　てどこん","16","0"
"平成28年7月10日執行　参議院比例代表選出議員選挙","9- 4","日本のこころを大切にする党","やすえ　くにお","31","0"
"平成28年7月10日執行　参議院比例代表選出議員選挙","9- 5","日本のこころを大切にする党","矢作　直樹","38","0"
"平成28年7月10日執行　参議院比例代表選出議員選挙","10","生活の党と山本太郎となかまたち","生活の党と山本太郎となかまたち","3,544","500"
"平成28年7月10日執行　参議院比例代表選出議員選挙","10- 1","生活の党と山本太郎となかまたち","青木　愛","330","0"
"平成28年7月10日執行　参議院比例代表選出議員選挙","10- 2","生活の党と山本太郎となかまたち","北出　みか","31","0"
"平成28年7月10日執行　参議院比例代表選出議員選挙","10- 3","生活の党と山本太郎となかまたち","すえつぐ　精一","29","0"
"平成28年7月10日執行　参議院比例代表選出議員選挙","10- 4","生活の党と山本太郎となかまたち","姫井　由美子","45","0"
"平成28年7月10日執行　参議院比例代表選出議員選挙","10- 5","生活の党と山本太郎となかまたち","日吉　雄太","37","0"
"平成28年7月10日執行　参議院比例代表選出議員選挙","11","民進党","民進党","16,118","14,000"
"平成28年7月10日執行　参議院比例代表選出議員選挙","11- 1","民進党","有田　芳生","506","0"
"平成28年7月10日執行　参議院比例代表選出議員選挙","11- 2","民進党","石橋　みちひろ","166","0"
"平成28年7月10日執行　参議院比例代表選出議員選挙","11- 3","民進党","えさき　たかし","87","0"
"平成28年7月10日執行　参議院比例代表選出議員選挙","11- 4","民進党","大河原　まさこ","252","0"
"平成28年7月10日執行　参議院比例代表選出議員選挙","11- 5","民進党","小野　次郎","154","0"
"平成28年7月10日執行　参議院比例代表選出議員選挙","11- 6","民進党","かまたに　一也","4","0"
"平成28年7月10日執行　参議院比例代表選出議員選挙","11- 7","民進党","かわい　たかのり","78","0"
"平成28年7月10日執行　参議院比例代表選出議員選挙","11- 8","民進党","小林　正夫","223.233","0"
"平成28年7月10日執行　参議院比例代表選出議員選挙","11- 9","民進党","しばた　巧","29","0"
"平成28年7月10日執行　参議院比例代表選出議員選挙","11- 10","民進党","たしろ　かおる","57","0"
"平成28年7月10日執行　参議院比例代表選出議員選挙","11- 11","民進党","田中　なおき","91","0"
"平成28年7月10日執行　参議院比例代表選出議員選挙","11- 12","民進党","とどろき　利治","23","0"
"平成28年7月10日執行　参議院比例代表選出議員選挙","11- 13","民進党","なたにや　正義","18","0"
"平成28年7月10日執行　参議院比例代表選出議員選挙","11- 14","民進党","なんば　奨二","139","0"
"平成28年7月10日執行　参議院比例代表選出議員選挙","11- 15","民進党","西村　まさみ","130","0"
"平成28年7月10日執行　参議院比例代表選出議員選挙","11- 16","民進党","白　しんくん","313","0"
"平成28年7月10日執行　参議院比例代表選出議員選挙","11- 17","民進党","はまぐち　誠","49","0"
"平成28年7月10日執行　参議院比例代表選出議員選挙","11- 18","民進党","藤川　しんいち","18","0"
"平成28年7月10日執行　参議院比例代表選出議員選挙","11- 19","民進党","ふじすえ　健三","120","0"
"平成28年7月10日執行　参議院比例代表選出議員選挙","11- 20","民進党","前田　たけし","59","0"
"平成28年7月10日執行　参議院比例代表選出議員選挙","11- 21","民進党","もりや　たかし","52","0"
"平成28年7月10日執行　参議院比例代表選出議員選挙","11- 22","民進党","矢田　わか子","173","0"
"平成28年7月10日執行　参議院比例代表選出議員選挙","12","支持政党なし","支持政党なし","1,531","1,000"
"平成28年7月10日執行　参議院比例代表選出議員選挙","12- 1","支持政党なし","佐野　秀光","42","0"
"平成28年7月10日執行　参議院比例代表選出議員選挙","12- 2","支持政党なし","本藤　昭子","32","0"

"平成28年7月10日執行　参議院比例代表選出議員選挙候補者別開票推移","Ver201607",,,,
