年,月,団地種別,団地名,世帯数（世帯）,男（人）,女（人）
2014,4,東京都住宅供給公社,木曽住宅（木曽東4丁目）,889,662,694
2014,4,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2277,1912,1910
2014,4,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,140,126,155
2014,4,都市再生機構,藤の台団地(本町田・金井町),3067,2760,2952
2014,4,都市再生機構,山崎団地(山崎町）,3752,3362,3766
2014,4,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2629,2334,2673
2014,4,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1481,1791,1886
2014,5,東京都住宅供給公社,森野住宅（森野1丁目）,426,322,390
2014,5,東京都住宅供給公社,本町田住宅（本町田・南大谷）,892,744,765
2014,5,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂）,809,636,612
2014,5,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4575,3950,3995
2014,5,東京都住宅供給公社,木曽住宅（木曽東4丁目）,886,663,692
2014,5,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2269,1905,1900
2014,5,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,139,125,154
2014,5,都市再生機構,藤の台団地(本町田・金井町),3060,2757,2942
2014,5,都市再生機構,山崎団地(山崎町）,3768,3375,3771
2014,5,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2629,2326,2673
2014,5,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1486,1781,1888
2014,6,東京都住宅供給公社,森野住宅（森野1丁目）,425,323,390
2014,6,東京都住宅供給公社,本町田住宅（本町田・南大谷）,890,743,762
2014,6,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂）,809,636,611
2014,6,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4571,3939,3988
2014,6,東京都住宅供給公社,木曽住宅（木曽東4丁目）,888,664,696
2014,6,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2271,1903,1909
2014,6,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,137,123,152
2014,6,都市再生機構,藤の台団地(本町田・金井町),3035,2736,2918
2014,6,都市再生機構,山崎団地(山崎町）,3774,3374,3765
2014,6,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2622,2320,2666
2014,6,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1482,1775,1876
2014,7,東京都住宅供給公社,森野住宅（森野1丁目）,424,321,390
2014,7,東京都住宅供給公社,本町田住宅（本町田・南大谷）,887,740,756
2014,7,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂）,807,635,609
2014,7,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4567,3940,3976
2014,7,東京都住宅供給公社,木曽住宅（木曽東4丁目）,890,665,694
2014,7,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2267,1906,1907
2014,7,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,137,123,152
2014,7,都市再生機構,藤の台団地(本町田・金井町),3025,2726,2901
2014,7,都市再生機構,山崎団地(山崎町）,3764,3360,3759
2014,7,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2622,2316,2666
2014,7,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1477,1771,1875
2014,8,東京都住宅供給公社,森野住宅（森野1丁目）,424,316,394
2014,8,東京都住宅供給公社,本町田住宅（本町田・南大谷）,884,734,753
2014,8,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂3丁目）,802,632,603
2014,8,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4578,3945,3989
2014,8,東京都住宅供給公社,木曽住宅（木曽東4丁目）,901,675,696
2014,8,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2269,1907,1907
2014,8,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,138,124,152
2014,8,都市再生機構,藤の台団地(本町田・金井町),3026,2719,2898
2014,8,都市再生機構,山崎団地(山崎町）,3766,3361,3750
2014,8,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2624,2317,2668
2014,8,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1475,1764,1873
2014,9,東京都住宅供給公社,森野住宅（森野1丁目）,428,320,396
2014,9,東京都住宅供給公社,本町田住宅（本町田・南大谷）,883,729,747
2014,9,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂3丁目）,800,632,602
2014,9,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4568,3944,3986
2014,9,東京都住宅供給公社,木曽住宅（木曽東4丁目）,900,673,698
2014,9,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2260,1905,1905
2014,9,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,139,125,152
2014,9,都市再生機構,藤の台団地(本町田・金井町),3022,2712,2893
2014,9,都市再生機構,山崎団地(山崎町）,3755,3348,3727
2014,9,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2616,2307,2659
2014,9,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1473,1764,1868
2014,10,東京都住宅供給公社,森野住宅（森野1丁目）,432,319,397
2014,10,東京都住宅供給公社,本町田住宅（本町田・南大谷）,876,725,740
2014,10,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂3丁目）,802,633,604
2014,10,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4546,3923,3975
2014,10,東京都住宅供給公社,木曽住宅（木曽東4丁目）,894,669,693
2014,10,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2271,1914,1909
2014,10,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,140,128,153
2014,10,都市再生機構,藤の台団地(本町田・金井町),3023,2712,2889
2014,10,都市再生機構,山崎団地(山崎町）,3752,3332,3725
2014,10,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2609,2303,2649
2014,10,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1475,1761,1870
2014,11,東京都住宅供給公社,森野住宅（森野1丁目）,433,319,395
2014,11,東京都住宅供給公社,本町田住宅（本町田・南大谷）,874,721,737
2014,11,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂3丁目）,802,635,604
2014,11,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4551,3922,3978
2014,11,東京都住宅供給公社,木曽住宅（木曽東4丁目）,893,666,689
2014,11,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2273,1918,1919
2014,11,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,140,127,153
2014,11,都市再生機構,藤の台団地(本町田・金井町),3000,2685,2869
2014,11,都市再生機構,山崎団地(山崎町）,3752,3325,3728
2014,11,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2606,2295,2642
2014,11,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1473,1762,1870
2014,12,東京都住宅供給公社,森野住宅（森野1丁目）,434,318,398
2014,12,東京都住宅供給公社,本町田住宅（本町田・南大谷）,876,716,738
2014,12,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂3丁目）,802,640,602
2014,12,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4544,3916,3971
2014,12,東京都住宅供給公社,木曽住宅（木曽東4丁目）,889,663,685
2014,12,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2273,1920,1919
2014,12,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,141,128,154
2014,12,都市再生機構,藤の台団地(本町田・金井町),3017,2699,2875
2014,12,都市再生機構,山崎団地(山崎町）,3739,3308,3714
2014,12,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2602,2285,2629
2014,12,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1479,1763,1872
2015,1,東京都住宅供給公社,森野住宅（森野1丁目）,433,315,396
2015,1,東京都住宅供給公社,本町田住宅（本町田・南大谷）,878,716,742
2015,1,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂3丁目）,800,636,600
2015,1,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4539,3904,3976
2015,1,東京都住宅供給公社,木曽住宅（木曽東4丁目）,889,665,684
2015,1,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2272,1907,1915
2015,1,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,139,126,152
2015,1,都市再生機構,藤の台団地(本町田・金井町),3026,2702,2883
2015,1,都市再生機構,山崎団地(山崎町）,3726,3289,3698
2015,1,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2600,2278,2625
2015,1,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1474,1758,1864
2015,2,東京都住宅供給公社,森野住宅（森野1丁目）,431,315,394
2015,2,東京都住宅供給公社,本町田住宅（本町田・南大谷）,878,714,740
2015,2,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂3丁目）,804,636,603
2015,2,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4531,3893,3961
2015,2,東京都住宅供給公社,木曽住宅（木曽東4丁目）,893,664,684
2015,2,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2269,1903,1907
2015,2,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,139,125,153
2015,2,都市再生機構,藤の台団地(本町田・金井町),3029,2698,2886
2015,2,都市再生機構,山崎団地(山崎町）,3729,3283,3699
2015,2,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2598,2268,2623
2015,2,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1471,1754,1860
2015,3,東京都住宅供給公社,森野住宅（森野1丁目）,431,316,395
2015,3,東京都住宅供給公社,本町田住宅（本町田・南大谷）,874,710,732
2015,3,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂3丁目）,800,630,596
2015,3,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4527,3879,3953
2015,3,東京都住宅供給公社,木曽住宅（木曽東4丁目）,896,661,685
2015,3,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2269,1908,1906
2015,3,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,139,123,153
2015,3,都市再生機構,藤の台団地(本町田・金井町),3029,2691,2885
2015,3,都市再生機構,山崎団地(山崎町）,3725,3279,3690
2015,3,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2595,2263,2618
2015,3,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1469,1744,1858
2015,4,東京都住宅供給公社,森野住宅（森野1丁目）,429,316,392
2015,4,東京都住宅供給公社,本町田住宅（本町田・南大谷）,873,712,725
2015,4,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂3丁目）,795,623,589
2015,4,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4533,3866,3947
2015,4,東京都住宅供給公社,木曽住宅（木曽東4丁目）,899,661,690
2015,4,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2267,1895,1905
2015,4,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,139,123,153
2015,4,都市再生機構,藤の台団地(本町田・金井町),3039,2696,2883
2015,4,都市再生機構,山崎団地(山崎町）,3723,3270,3679
2015,4,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2594,2257,2606
2015,4,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1470,1734,1849
2015,5,東京都住宅供給公社,森野住宅（森野1丁目）,425,315,391
2015,5,東京都住宅供給公社,本町田住宅（本町田・南大谷）,871,706,721
2015,5,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂3丁目）,795,621,586
2015,5,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4543,3876,3940
2015,5,東京都住宅供給公社,木曽住宅（木曽東4丁目）,894,660,688
2015,5,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2268,1890,1896
2015,5,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,139,123,152
2015,5,都市再生機構,藤の台団地(本町田・金井町),3044,2693,2870
2015,5,都市再生機構,山崎団地(山崎町）,3726,3260,3678
2015,5,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2588,2254,2604
2015,5,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1467,1726,1840
2015,6,東京都住宅供給公社,森野住宅（森野1丁目）,426,312,394
2015,6,東京都住宅供給公社,本町田住宅（本町田・南大谷）,872,706,720
2015,6,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂3丁目）,795,619,586
2015,6,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4538,3866,3919
2015,6,東京都住宅供給公社,木曽住宅（木曽東4丁目）,893,657,686
2015,6,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2256,1878,1875
2015,6,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,140,125,152
2015,6,都市再生機構,藤の台団地(本町田・金井町),3035,2684,2860
2015,6,都市再生機構,山崎団地(山崎町）,3729,3258,3675
2015,6,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2580,2242,2597
2015,6,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1464,1716,1840
2015,7,東京都住宅供給公社,森野住宅（森野1丁目）,427,316,395
2015,7,東京都住宅供給公社,本町田住宅（本町田・南大谷）,871,707,717
2015,7,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂3丁目）,792,616,581
2015,7,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4546,3867,3920
2015,7,東京都住宅供給公社,木曽住宅（木曽東4丁目）,893,657,692
2015,7,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2255,1870,1871
2015,7,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,139,124,151
2015,7,都市再生機構,藤の台団地(本町田・金井町),3025,2666,2855
2015,7,都市再生機構,山崎団地(山崎町）,3726,3254,3665
2015,7,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2583,2241,2597
2015,7,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1461,1713,1828
2015,8,東京都住宅供給公社,森野住宅（森野1丁目）,433,317,399
2015,8,東京都住宅供給公社,本町田住宅（本町田・南大谷）,873,706,716
2015,8,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂3丁目）,790,614,579
2015,8,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4536,3852,3905
2015,8,東京都住宅供給公社,木曽住宅（木曽東4丁目）,889,653,689
2015,8,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2252,1869,1863
2015,8,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,139,124,151
2015,8,都市再生機構,藤の台団地(本町田・金井町),3021,2660,2861
2015,8,都市再生機構,山崎団地(山崎町）,3717,3243,3654
2015,8,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2586,2240,2590
2015,8,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1462,1711,1823
2015,9,東京都住宅供給公社,森野住宅（森野1丁目）,430,314,395
2015,9,東京都住宅供給公社,本町田住宅（本町田・南大谷）,875,709,719
2015,9,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂3丁目）,791,616,572
2015,9,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4535,3844,3908
2015,9,東京都住宅供給公社,木曽住宅（木曽東4丁目）,887,656,684
2015,9,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2258,1871,1868
2015,9,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,140,123,153
2015,9,都市再生機構,藤の台団地(本町田・金井町),3023,2655,2852
2015,9,都市再生機構,山崎団地(山崎町）,3718,3235,3659
2015,9,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2583,2226,2582
2015,9,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1461,1705,1814
2015,10,東京都住宅供給公社,森野住宅（森野1丁目）,427,313,389
2015,10,東京都住宅供給公社,本町田住宅（本町田・南大谷）,878,713,723
2015,10,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂3丁目）,792,614,573
2015,10,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4531,3835,3908
2015,10,東京都住宅供給公社,木曽住宅（木曽東4丁目）,890,653,684
2015,10,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2254,1865,1868
2015,10,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,139,123,152
2015,10,都市再生機構,藤の台団地(本町田・金井町),3017,2643,2836
2015,10,都市再生機構,山崎団地(山崎町）,3714,3232,3652
2015,10,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2580,2215,2579
2015,10,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1463,1702,1813
2015,11,東京都住宅供給公社,森野住宅（森野1丁目）,426,310,388
2015,11,東京都住宅供給公社,本町田住宅（本町田・南大谷）,875,711,720
2015,11,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂3丁目）,793,614,572
2015,11,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4525,3820,3897
2015,11,東京都住宅供給公社,木曽住宅（木曽東4丁目）,890,654,681
2015,11,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2247,1851,1868
2015,11,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,140,121,153
2015,11,都市再生機構,藤の台団地(本町田・金井町),3006,2629,2823
2015,11,都市再生機構,山崎団地(山崎町）,3708,3221,3641
2015,11,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2573,2202,2570
2015,11,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1460,1700,1804
2015,12,東京都住宅供給公社,森野住宅（森野1丁目）,424,308,388
2015,12,東京都住宅供給公社,本町田住宅（本町田・南大谷）,873,710,719
2015,12,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂3丁目）,792,614,572
2015,12,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4526,3816,3906
2015,12,東京都住宅供給公社,木曽住宅（木曽東4丁目）,888,651,677
2015,12,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2234,1837,1853
2015,12,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,140,119,150
2015,12,都市再生機構,藤の台団地(本町田・金井町),3005,2623,2817
2015,12,都市再生機構,山崎団地(山崎町）,3698,3213,3625
2015,12,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2564,2190,2557
2015,12,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1462,1702,1805
2016,1,東京都住宅供給公社,森野住宅（森野1丁目）,424,309,387
2016,1,東京都住宅供給公社,本町田住宅（本町田・南大谷）,875,709,718
2016,1,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂3丁目）,791,615,571
2016,1,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4526,3813,3905
2016,1,東京都住宅供給公社,木曽住宅（木曽東4丁目）,887,647,673
2016,1,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2239,1841,1855
2016,1,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,140,119,150
2016,1,都市再生機構,藤の台団地(本町田・金井町),3001,2614,2810
2016,1,都市再生機構,山崎団地(山崎町）,3699,3203,3620
2016,1,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2563,2181,2552
2016,1,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1460,1694,1805
2016,2,東京都住宅供給公社,森野住宅（森野1丁目）,426,311,387
2016,2,東京都住宅供給公社,本町田住宅（本町田・南大谷）,874,710,715
2016,2,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂3丁目）,783,604,567
2016,2,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4530,3814,3906
2016,2,東京都住宅供給公社,木曽住宅（木曽東4丁目）,879,643,668
2016,2,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2234,1829,1846
2016,2,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,141,121,150
2016,2,都市再生機構,藤の台団地(本町田・金井町),3004,2611,2812
2016,2,都市再生機構,山崎団地(山崎町）,3699,3198,3617
2016,2,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2562,2179,2550
2016,2,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1455,1682,1797
2016,3,東京都住宅供給公社,森野住宅（森野1丁目）,428,314,388
2016,3,東京都住宅供給公社,本町田住宅（本町田・南大谷）,880,714,722
2016,3,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂3丁目）,787,602,563
2016,3,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4524,3806,3903
2016,3,東京都住宅供給公社,木曽住宅（木曽東4丁目）,877,641,665
2016,3,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2241,1832,1843
2016,3,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,141,121,150
2016,3,都市再生機構,藤の台団地(本町田・金井町),3000,2601,2808
2016,3,都市再生機構,山崎団地(山崎町）,3693,3188,3618
2016,3,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2555,2173,2544
2016,3,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1453,1675,1794
2016,4,東京都住宅供給公社,森野住宅（森野1丁目）,427,315,385
2016,4,東京都住宅供給公社,本町田住宅（本町田・南大谷）,880,714,719
2016,4,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂3丁目）,786,600,557
2016,4,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4531,3805,3908
2016,4,東京都住宅供給公社,木曽住宅（木曽東4丁目）,882,646,666
2016,4,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2247,1833,1843
2016,4,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,141,120,150
2016,4,都市再生機構,藤の台団地(本町田・金井町),3005,2601,2804
2016,4,都市再生機構,山崎団地(山崎町）,3691,3184,3614
2016,4,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2556,2168,2550
2016,4,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1454,1668,1793
2016,5,東京都住宅供給公社,森野住宅（森野1丁目）,424,312,382
2016,5,東京都住宅供給公社,本町田住宅（本町田・南大谷）,873,704,713
2016,5,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂3丁目）,785,597,562
2016,5,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4531,3801,3899
2016,5,東京都住宅供給公社,木曽住宅（木曽東4丁目）,882,647,666
2016,5,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2246,1828,1842
2016,5,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,140,119,149
2016,5,都市再生機構,藤の台団地(本町田・金井町),2997,2592,2793
2016,5,都市再生機構,山崎団地(山崎町）,3690,3176,3603
2016,5,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2553,2158,2544
2016,5,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1452,1664,1786
2016,6,東京都住宅供給公社,森野住宅（森野1丁目）,424,312,382
2016,6,東京都住宅供給公社,本町田住宅（本町田・南大谷）,875,704,711
2016,6,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂3丁目）,786,594,566
2016,6,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4535,3799,3884
2016,6,東京都住宅供給公社,木曽住宅（木曽東4丁目）,885,648,666
2016,6,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2241,1824,1836
2016,6,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,137,118,146
2016,6,都市再生機構,藤の台団地(本町田・金井町),2985,2582,2778
2016,6,都市再生機構,山崎団地(山崎町）,3697,3183,3613
2016,6,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2552,2157,2534
2016,6,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1450,1660,1780
2016,7,東京都住宅供給公社,森野住宅（森野1丁目）,425,312,383
2016,7,東京都住宅供給公社,本町田住宅（本町田・南大谷）,868,696,708
2016,7,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂3丁目）,783,591,564
2016,7,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4534,3786,3877
2016,7,東京都住宅供給公社,木曽住宅（木曽東4丁目）,883,646,664
2016,7,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2242,1819,1844
2016,7,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,136,118,145
2016,7,都市再生機構,藤の台団地(本町田・金井町),2980,2573,2775
2016,7,都市再生機構,山崎団地(山崎町）,3693,3179,3604
2016,7,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2549,2151,2529
2016,7,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1447,1654,1777
2016,8,東京都住宅供給公社,森野住宅（森野1丁目）,427,310,383
2016,8,東京都住宅供給公社,本町田住宅（本町田・南大谷）,868,695,708
2016,8,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂3丁目）,781,589,560
2016,8,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4532,3785,3868
2016,8,東京都住宅供給公社,木曽住宅（木曽東4丁目）,881,640,663
2016,8,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2248,1814,1842
2016,8,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,135,117,143
2016,8,都市再生機構,藤の台団地(本町田・金井町),2980,2572,2778
2016,8,都市再生機構,山崎団地(山崎町）,3692,3166,3593
2016,8,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2550,2151,2531
2016,8,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1445,1652,1774
2016,9,東京都住宅供給公社,森野住宅（森野1丁目）,427,312,381
2016,9,東京都住宅供給公社,本町田住宅（本町田・南大谷）,871,695,707
2016,9,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂3丁目）,787,592,564
2016,9,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4533,3776,3865
2016,9,東京都住宅供給公社,木曽住宅（木曽東4丁目）,883,645,661
2016,9,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2253,1814,1843
2016,9,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,135,117,143
2016,9,都市再生機構,藤の台団地(本町田・金井町),2976,2572,2770
2016,9,都市再生機構,山崎団地(山崎町）,3687,3155,3583
2016,9,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2545,2148,2523
2016,9,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1444,1645,1771
2016,10,東京都住宅供給公社,森野住宅（森野1丁目）,427,313,381
2016,10,東京都住宅供給公社,本町田住宅（本町田・南大谷）,869,694,707
2016,10,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂3丁目）,788,592,565
2016,10,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4535,3772,3858
2016,10,東京都住宅供給公社,木曽住宅（木曽東4丁目）,883,644,660
2016,10,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2251,1812,1845
2016,10,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,134,116,141
2016,10,都市再生機構,藤の台団地(本町田・金井町),2968,2561,2763
2016,10,都市再生機構,山崎団地(山崎町）,3690,3157,3585
2016,10,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2543,2143,2523
2016,10,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1437,1633,1760
2016,11,東京都住宅供給公社,森野住宅（森野1丁目）,425,308,380
2016,11,東京都住宅供給公社,本町田住宅（本町田・南大谷）,870,693,705
2016,11,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂3丁目）,786,591,562
2016,11,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4527,3759,3849
2016,11,東京都住宅供給公社,木曽住宅（木曽東4丁目）,877,637,654
2016,11,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2247,1799,1839
