年,月,団地種別,団地名,世帯数（世帯）,男（人）,女（人）
2016,11,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,136,117,142
2016,11,都市再生機構,藤の台団地(本町田・金井町),2958,2557,2751
2016,11,都市再生機構,山崎団地(山崎町）,3683,3145,3570
2016,11,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2539,2134,2514
2016,11,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1434,1629,1751
2016,12,東京都住宅供給公社,森野住宅（森野1丁目）,425,307,380
2016,12,東京都住宅供給公社,本町田住宅（本町田・南大谷）,868,685,691
2016,12,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂3丁目）,784,591,562
2016,12,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4530,3759,3854
2016,12,東京都住宅供給公社,木曽住宅（木曽東4丁目）,878,628,656
2016,12,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2241,1790,1835
2016,12,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,136,116,141
2016,12,都市再生機構,藤の台団地(本町田・金井町),2951,2555,2752
2016,12,都市再生機構,山崎団地(山崎町）,3691,3149,3584
2016,12,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2545,2132,2512
2016,12,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1429,1622,1743
2017,1,東京都住宅供給公社,森野住宅（森野1丁目）,425,308,381
2017,1,東京都住宅供給公社,本町田住宅（本町田・南大谷）,865,678,684
2017,1,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂3丁目）,785,586,559
2017,1,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4528,3746,3844
2017,1,東京都住宅供給公社,木曽住宅（木曽東4丁目）,876,627,653
2017,1,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2234,1787,1827
2017,1,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,137,116,143
2017,1,都市再生機構,藤の台団地(本町田・金井町),2952,2550,2747
2017,1,都市再生機構,山崎団地(山崎町）,3673,3128,3566
2017,1,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2546,2130,2514
2017,1,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1431,1622,1746
2017,2,東京都住宅供給公社,森野住宅（森野1丁目）,427,311,385
2017,2,東京都住宅供給公社,本町田住宅（本町田・南大谷）,873,682,685
2017,2,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂3丁目）,782,589,551
2017,2,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4513,3743,3828
2017,2,東京都住宅供給公社,木曽住宅（木曽東4丁目）,873,623,648
2017,2,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2226,1779,1822
2017,2,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,138,116,144
2017,2,都市再生機構,藤の台団地(本町田・金井町),2945,2541,2739
2017,2,都市再生機構,山崎団地(山崎町）,3669,3114,3560
2017,2,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2546,2121,2510
2017,2,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1431,1621,1748
2017,3,東京都住宅供給公社,森野住宅（森野1丁目）,431,313,389
2017,3,東京都住宅供給公社,本町田住宅（本町田・南大谷）,868,679,682
2017,3,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂3丁目）,783,590,550
2017,3,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4512,3739,3823
2017,3,東京都住宅供給公社,木曽住宅（木曽東4丁目）,880,622,653
2017,3,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2231,1781,1821
2017,3,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,138,116,144
2017,3,都市再生機構,藤の台団地(本町田・金井町),2947,2537,2734
2017,3,都市再生機構,山崎団地(山崎町）,3666,3112,3554
2017,3,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2556,2121,2515
2017,3,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1427,1617,1740
2017,4,東京都住宅供給公社,森野住宅（森野1丁目）,431,311,391
2017,4,東京都住宅供給公社,本町田住宅（本町田・南大谷）,862,677,676
2017,4,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂3丁目）,786,590,554
2017,4,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4509,3733,3814
2017,4,東京都住宅供給公社,木曽住宅（木曽東4丁目）,882,622,654
2017,4,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2239,1779,1824
2017,4,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,138,115,142
2017,4,都市再生機構,藤の台団地(本町田・金井町),2951,2529,2729
2017,4,都市再生機構,山崎団地(山崎町）,3645,3100,3533
2017,4,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2551,2112,2507
2017,4,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1426,1617,1729
2017,5,東京都住宅供給公社,森野住宅（森野1丁目）,435,313,391
2017,5,東京都住宅供給公社,本町田住宅（本町田・南大谷）,859,676,672
2017,5,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂3丁目）,790,592,554
2017,5,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4508,3732,3802
2017,5,東京都住宅供給公社,木曽住宅（木曽東4丁目）,879,622,645
2017,5,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2244,1781,1832
2017,5,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,139,115,144
2017,5,都市再生機構,藤の台団地(本町田・金井町),2943,2521,2717
2017,5,都市再生機構,山崎団地(山崎町）,3629,3081,3518
2017,5,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2549,2109,2497
2017,5,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1428,1614,1726
2017,6,東京都住宅供給公社,森野住宅（森野1丁目）,433,311,387
2017,6,東京都住宅供給公社,本町田住宅（本町田・南大谷）,863,677,674
2017,6,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂3丁目）,785,581,553
2017,6,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4500,3726,3789
2017,6,東京都住宅供給公社,木曽住宅（木曽東4丁目）,878,619,646
2017,6,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2245,1783,1828
2017,6,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,140,116,146
2017,6,都市再生機構,藤の台団地(本町田・金井町),2936,2512,2704
2017,6,都市再生機構,山崎団地(山崎町）,3629,3076,3506
2017,6,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2543,2097,2491
2017,6,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1510,1609,1722
2017,7,東京都住宅供給公社,森野住宅（森野1丁目）,433,310,387
2017,7,東京都住宅供給公社,本町田住宅（本町田・南大谷）,862,672,665
2017,7,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂3丁目）,787,580,554
2017,7,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4492,3709,3780
2017,7,東京都住宅供給公社,木曽住宅（木曽東4丁目）,875,620,639
2017,7,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2237,1770,1812
2017,7,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,140,117,145
2017,7,都市再生機構,藤の台団地(本町田・金井町),2934,2504,2703
2017,7,都市再生機構,山崎団地(山崎町）,3617,3062,3481
2017,7,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2549,2101,2495
2017,7,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1425,1608,1720
2017,8,東京都住宅供給公社,森野住宅（森野1丁目）,434,312,388
2017,8,東京都住宅供給公社,本町田住宅（本町田・南大谷）,855,669,660
2017,8,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂3丁目）,783,577,555
2017,8,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4497,3712,3775
2017,8,東京都住宅供給公社,木曽住宅（木曽東4丁目）,867,615,635
2017,8,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2239,1766,1807
2017,8,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,139,117,143
2017,8,都市再生機構,藤の台団地(本町田・金井町),2920,2492,2688
2017,8,都市再生機構,山崎団地(山崎町）,3619,3054,3481
2017,8,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2555,2100,2490
2017,8,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1424,1602,1720
2017,9,東京都住宅供給公社,森野住宅（森野1丁目）,431,309,388
2017,9,東京都住宅供給公社,本町田住宅（本町田・南大谷）,848,663,656
2017,9,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂3丁目）,778,577,547
2017,9,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4489,3700,3759
2017,9,東京都住宅供給公社,木曽住宅（木曽東4丁目）,868,615,633
2017,9,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2232,1759,1796
2017,9,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,138,116,142
2017,9,都市再生機構,藤の台団地(本町田・金井町),2913,2488,2670
2017,9,都市再生機構,山崎団地(山崎町）,3619,3048,3475
2017,9,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2552,2091,2494
2017,9,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1424,1599,1709
2017,10,東京都住宅供給公社,森野住宅（森野1丁目）,436,309,396
2017,10,東京都住宅供給公社,本町田住宅（本町田・南大谷）,841,654,652
2017,10,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂3丁目）,781,580,547
2017,10,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4475,3682,3745
2017,10,東京都住宅供給公社,木曽住宅（木曽東4丁目）,867,616,630
2017,10,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2226,1755,1785
2017,10,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,139,117,142
2017,10,都市再生機構,藤の台団地(本町田・金井町),2913,2487,2667
2017,10,都市再生機構,山崎団地(山崎町）,3609,3038,3467
2017,10,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2554,2090,2495
2017,10,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1426,1600,1713
2017,11,東京都住宅供給公社,森野住宅（森野1丁目）,431,305,390
2017,11,東京都住宅供給公社,本町田住宅（本町田・南大谷）,840,653,655
2017,11,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂3丁目）,785,580,553
2017,11,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4466,3671,3733
2017,11,東京都住宅供給公社,木曽住宅（木曽東4丁目）,864,610,628
2017,11,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2216,1742,1780
2017,11,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,140,118,142
2017,11,都市再生機構,藤の台団地(本町田・金井町),2913,2483,2669
2017,11,都市再生機構,山崎団地(山崎町）,3602,3029,3452
2017,11,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2558,2091,2493
2017,11,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1425,1592,1712
2017,12,東京都住宅供給公社,森野住宅（森野1丁目）,432,308,390
2017,12,東京都住宅供給公社,本町田住宅（本町田・南大谷）,842,654,656
2017,12,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂3丁目）,782,578,550
2017,12,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4467,3666,3727
2017,12,東京都住宅供給公社,木曽住宅（木曽東4丁目）,886,627,639
2017,12,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2222,1744,1783
2017,12,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,139,116,138
2017,12,都市再生機構,藤の台団地(本町田・金井町),2910,2474,2658
2017,12,都市再生機構,山崎団地(山崎町）,3605,3037,3455
2017,12,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2557,2091,2492
2017,12,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1426,1584,1707
2018,1,東京都住宅供給公社,森野住宅（森野1丁目）,431,305,388
2018,1,東京都住宅供給公社,本町田住宅（本町田・南大谷）,845,657,659
2018,1,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂3丁目）,782,580,549
2018,1,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4481,3680,3726
2018,1,東京都住宅供給公社,木曽住宅（木曽東4丁目）,888,624,638
2018,1,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2223,1739,1780
2018,1,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,139,116,138
2018,1,都市再生機構,藤の台団地(本町田・金井町),2908,2466,2657
2018,1,都市再生機構,山崎団地(山崎町）,3612,3033,3463
2018,1,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2553,2081,2482
2018,1,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1428,1579,1704
2018,2,東京都住宅供給公社,森野住宅（森野1丁目）,430,305,386
2018,2,東京都住宅供給公社,本町田住宅（本町田・南大谷）,842,655,657
2018,2,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂3丁目）,782,580,543
2018,2,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4474,3667,3711
2018,2,東京都住宅供給公社,木曽住宅（木曽東4丁目）,882,617,636
2018,2,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2218,1736,1774
2018,2,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,139,116,138
2018,2,都市再生機構,藤の台団地(本町田・金井町),2903,2460,2649
2018,2,都市再生機構,山崎団地(山崎町）,3600,3011,3447
2018,2,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2553,2077,2481
2018,2,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1429,1589,1708
2018,3,東京都住宅供給公社,森野住宅（森野1丁目）,432,306,388
2018,3,東京都住宅供給公社,本町田住宅（本町田・南大谷）,841,654,658
2018,3,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂3丁目）,784,579,541
2018,3,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4482,3671,3721
2018,3,東京都住宅供給公社,木曽住宅（木曽東4丁目）,888,620,634
2018,3,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2217,1732,1761
2018,3,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,140,117,138
2018,3,都市再生機構,藤の台団地(本町田・金井町),2898,2455,2643
2018,3,都市再生機構,山崎団地(山崎町）,3588,2993,3440
2018,3,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2553,2076,2478
2018,3,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1432,1590,1703
2018,4,東京都住宅供給公社,森野住宅（森野1丁目）,438,310,393
2018,4,東京都住宅供給公社,本町田住宅（本町田・南大谷）,848,659,660
2018,4,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂3丁目）,787,581,546
2018,4,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4476,3658,3719
2018,4,東京都住宅供給公社,木曽住宅（木曽東4丁目）,887,622,633
