事業所規模,和暦年,西暦年,年平均・月・前年比・前年同月比,調査産業計,鉱業，採石業，砂利採取業,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業，郵便業,卸売業，小売業,金融業，保険業,不動産業，物品賃貸業,学術研究，専門・技術サービス業,宿泊業，飲食サービス業,生活関連サービス業，娯楽業,教育，学習支援業,医療，福祉,複合サービス事業,サービス業（他に分類されないもの）
30人以上,平成23,2011,年平均,99,91.3,108.7,102.6,111.6,100.7,102.2,93,96.2,101.4,97.8,94.1,105.6,87.8,75.4,97.1,102.3
30人以上,平成24,2012,年平均,101.4,119,134.4,106.5,92.2,100,97.7,96.3,98.2,90.8,100.6,117.6,76.9,83.3,80.5,78.7,104.2
30人以上,平成24,2012,1月,99.3,103.5,121.3,97.7,89.5,101,97.1,94.3,92.2,100,95.3,123.6,108.2,81.8,83.3,97.1,100
30人以上,平成24,2012,2月,102.2,105.6,128.2,110.6,99,102.4,87.1,98.9,94.6,88.8,112.7,113.9,93.3,97.7,80.8,75.7,106.2
30人以上,平成24,2012,3月,107.4,109.8,139.9,113.6,104.2,108.1,93.3,103.4,107.8,97.8,107.1,126.4,70.9,95.5,87.2,85,109.2
30人以上,平成24,2012,4月,107.4,111.9,144.7,112.1,98.4,101.9,96.2,102.3,104.2,102.2,114.2,125,75.4,97.7,88.5,72.9,112.3
30人以上,平成24,2012,5月,100,109.8,135.1,105.3,95.3,95.7,94.8,93.1,101.2,99.3,101.9,116.7,81.3,88.6,80.8,67.9,103.1
30人以上,平成24,2012,6月,100,107,129.3,106.8,89,100,97.6,92,97.6,96.3,99.1,109.7,73.1,84.1,79.5,62.9,103.8
30人以上,平成24,2012,7月,100,117.5,137.2,103.8,91.6,97.1,101.4,94.3,97,89.6,95.8,109.7,80.6,72.7,78.2,77.1,102.3
30人以上,平成24,2012,8月,97,211.2,130.3,102.3,81.2,98.1,96.2,90.8,94,86.6,98.1,108.3,76.9,61.4,75.6,50,96.9
30人以上,平成24,2012,9月,94.8,107,136.2,99.2,85.3,94.3,89.5,93.1,91.6,82.1,91,113.9,64.2,59.1,73.1,67.1,97.7
30人以上,平成24,2012,10月,100.7,116.1,139.9,106.8,97.9,102.4,93.8,95.4,99.4,85.1,97.2,109.7,62.7,88.6,75.6,82.9,101.5
30人以上,平成24,2012,11月,103.7,130.1,134,110.6,95.3,101,102.4,98.9,101.2,82.8,103.3,122.2,68.7,90.9,83.3,102.9,108.5
30人以上,平成24,2012,12月,103.7,97.9,137.2,109.1,80.1,97.6,123.3,98.9,97,78.4,91.5,131.9,67.2,81.8,79.5,102.9,109.2
30人以上,平成19,2007,年平均（前年比（％））,4.1,2.6,21.8,0.1,21.5,2.4,3.7,8.8,22.5,－,－,－,－,-20.3,9.1,-11.7,－
30人以上,平成20,2008,年平均（前年比（％））,-0.9,-18.8,10.3,-1.9,23.8,1.4,-8.4,3.3,11.2,－,－,－,－,-23.1,3.7,-40.8,－
30人以上,平成21,2009,年平均（前年比（％））,-7.8,12.7,0.8,-17.4,5.2,-3.2,-3.6,-12.5,-7.4,－,－,－,－,-30.4,-0.1,21.1,－
30人以上,平成22,2010,年平均（前年比（％））,5,11,0.4,14.7,-8.8,0.3,0.8,-5.9,2.1,－,－,－,－,7.6,14.8,22.1,－
30人以上,平成23,2011,年平均（前年比（％））,-1,-8.8,8.7,2.6,11.6,0.6,2.2,-7,-3.8,1.5,-2.4,-5.6,5.2,-12.4,-24.6,-2.9,2.3
30人以上,平成24,2012,年平均（前年比（％））,2.4,30.3,23.6,3.8,-17.4,-0.7,-4.4,3.5,2.1,-10.5,2.9,25,-27.2,-5.1,6.8,-18.9,1.9
30人以上,平成24,2012,1月（前年同月比（％））,2.2,13.1,18.6,2.8,-5.9,3.8,-0.5,-0.7,-1.5,2.2,6.2,1.4,-0.1,-0.7,-10.2,1.9,-3.7
30人以上,平成24,2012,2月（前年同月比（％））,3.4,9.3,13.2,7,-0.3,-1.4,-10.7,0.7,2.3,-11.8,9.4,17.4,-16.2,1.6,41.3,-24,7.1
30人以上,平成24,2012,3月（前年同月比（％））,6.9,15.1,10.5,10.3,-45.9,10.8,-12.4,20.4,4.2,-7,11.7,57.2,-32.2,1.7,-1,-26.5,7.6
30人以上,平成24,2012,4月（前年同月比（％））,6,8.6,33.1,11.2,-33.4,-0.9,-7.9,1.3,-0.1,-4.9,30.7,43.2,-16.6,-9.2,7.7,-29.2,13.2
30人以上,平成24,2012,5月（前年同月比（％））,4.9,25.3,31.7,14.6,-28,-0.6,3.6,7.4,3.6,0,5.8,59,-13.6,-3.3,-8.8,-25.5,1.6
30人以上,平成24,2012,6月（前年同月比（％））,1.5,21.6,35.7,1.2,-25.1,-0.4,-7.6,2.4,2.4,-5.8,-6.3,46.7,-28.6,-12.6,-0.3,-26.3,6.2
30人以上,平成24,2012,7月（前年同月比（％））,2.2,26.1,33.5,2,-4.1,-2.2,3.9,-2,1.7,-12.3,-3.8,29.8,-28.5,-11.8,-4.8,-8.2,2.3
30人以上,平成24,2012,8月（前年同月比（％））,3.9,149.4,26.4,6.5,-8.1,0.1,0.5,2.6,5.3,-11.5,0.8,26.1,-31.8,34.1,4.6,-32.8,0.7
30人以上,平成24,2012,9月（前年同月比（％））,-1.9,31.9,21.7,0.1,-6.9,-4.9,-4,0.4,-0.3,-15.4,-4.6,24.5,-40.3,-33.8,2.1,-34.9,-1.5
30人以上,平成24,2012,10月（前年同月比（％））,0.2,26.1,15.3,-2.4,3.8,1.8,-16.4,8.2,2.7,-18.6,-6.9,13.1,-41.3,-5.6,50.6,-29.7,-3
30人以上,平成24,2012,11月（前年同月比（％））,1.6,39.4,25.7,-2.3,0,-5.8,-1.8,5.9,3.1,-21.3,3.2,22.4,-39.1,-3.2,52.3,1.2,-2.1
30人以上,平成24,2012,12月（前年同月比（％））,-2.2,10.4,25.4,-2.4,-9,-7.2,2.8,-2,1.3,-19.8,-7.3,-2.9,-34.8,2,-6.6,9.5,-4
,,,,,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成24年年報,,,,,,,,,,,,,,,,,,,,
第２０表　労働時間指数 （所定外労働時間）,,,,,,,,,,,,,,,,,,,,
（平成22年平均=100）,,,,,,,,,,,,,,,,,,,,
注　調査産業は、日本標準産業分類（平成19年11月改定）で表章しています。平成21年以前と接続しない産業（旧産業分類）の指数は算出できないため「－」と表記しています。,,,,,,,,,,,,,,,,,,,,
