年齢,0歳,0歳,1歳,1歳,2歳,2歳,3歳,3歳,4歳,4歳,5歳,5歳,6歳,6歳,7歳,7歳,8歳,8歳,9歳,9歳,10歳,10歳,11歳,11歳,12歳,12歳,13歳,13歳,14歳,14歳,15歳,15歳,16歳,16歳,17歳,17歳,18歳,18歳,19歳,19歳,20歳,20歳,21歳,21歳,22歳,22歳,23歳,23歳,24歳,24歳,25歳,25歳,26歳,26歳,27歳,27歳,28歳,28歳,29歳,29歳,30歳,30歳,31歳,31歳,32歳,32歳,33歳,33歳,34歳,34歳,35歳,35歳,36歳,36歳,37歳,37歳,38歳,38歳,39歳,39歳,40歳,40歳,41歳,41歳,42歳,42歳,43歳,43歳,44歳,44歳,45歳,45歳,46歳,46歳,47歳,47歳,48歳,48歳,49歳,49歳,50歳,50歳,51歳,51歳,52歳,52歳,53歳,53歳,54歳,54歳,55歳,55歳,56歳,56歳,57歳,57歳,58歳,58歳,59歳,59歳,60歳,60歳,61歳,61歳,62歳,62歳,63歳,63歳,64歳,64歳,65歳,65歳,66歳,66歳,67歳,67歳,68歳,68歳,69歳,69歳,70歳,70歳,71歳,71歳,72歳,72歳,73歳,73歳,74歳,74歳,75歳,75歳,76歳,76歳,77歳,77歳,78歳,78歳,79歳,79歳,80歳,80歳,81歳,81歳,82歳,82歳,83歳,83歳,84歳,84歳,85歳,85歳,86歳,86歳,87歳,87歳,88歳,88歳,89歳,89歳,90歳,90歳,91歳,91歳,92歳,92歳,93歳,93歳,94歳,94歳,95歳,95歳,96歳,96歳,97歳,97歳,98歳,98歳,99歳,99歳,100歳,100歳,101歳,101歳,102歳,102歳,103歳,103歳,104歳以上,104歳以上
緑三丁目,18,18,10,15,15,11,15,12,8,12,10,6,15,11,9,9,11,5,12,10,11,7,13,7,8,16,10,17,6,5,6,3,9,11,8,8,15,6,12,9,13,3,7,13,22,16,20,13,21,25,25,18,33,21,14,25,28,31,29,30,34,33,38,38,30,23,36,30,31,27,29,20,30,23,22,31,27,23,24,24,33,30,31,22,23,35,25,25,24,25,25,31,30,33,23,22,16,27,29,18,26,22,22,19,19,12,21,8,16,19,13,16,12,14,15,9,16,15,15,13,19,13,8,15,7,7,10,15,12,11,21,11,19,8,10,13,9,17,12,14,10,10,13,15,5,4,8,8,6,8,10,10,11,10,4,11,12,5,4,10,6,2,3,4,5,1,6,3,4,5,6,0,3,5,1,3,1,5,0,1,0,5,2,1,0,3,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
緑四丁目,23,24,33,22,27,19,29,28,16,15,18,20,19,14,20,13,17,16,9,17,9,17,19,16,7,9,14,7,11,7,11,13,11,10,9,10,11,13,21,13,26,21,39,22,32,36,41,27,32,33,45,50,46,44,63,45,60,40,51,52,58,57,60,52,60,50,45,48,55,57,55,51,46,38,43,36,52,49,38,52,51,44,46,44,49,27,36,50,43,41,53,44,34,36,33,33,38,32,39,38,34,33,28,40,22,18,34,21,23,16,13,17,12,14,20,16,19,16,20,11,14,12,14,12,11,10,9,11,18,14,13,16,18,18,22,7,14,13,18,13,10,17,15,18,16,11,11,6,7,17,14,10,9,11,11,12,4,9,7,20,5,12,6,9,6,11,4,8,1,6,5,4,4,4,5,6,0,2,2,5,2,3,1,3,1,3,3,1,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
立川一丁目,9,4,7,3,3,2,7,2,1,1,1,3,6,3,2,1,1,2,3,1,1,4,3,3,4,0,1,2,1,1,0,5,4,1,2,2,4,2,4,1,3,5,2,4,1,4,10,21,10,17,13,18,20,23,23,17,14,25,29,32,21,24,19,22,18,19,23,13,16,22,10,21,21,17,11,18,10,10,14,16,13,10,9,13,11,16,16,2,8,12,11,9,8,11,7,11,7,8,11,5,10,7,9,7,4,5,8,9,7,4,9,5,9,6,1,5,5,2,3,4,7,5,2,4,6,6,7,6,5,9,5,1,6,7,3,2,5,7,7,7,3,5,7,4,6,3,4,2,1,7,4,3,6,5,2,6,2,4,5,6,2,2,3,5,4,3,2,5,4,5,2,1,2,3,0,4,2,2,0,6,1,2,2,0,0,2,1,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
立川二丁目,5,6,7,8,4,4,7,4,7,5,1,3,2,5,1,2,1,2,3,2,4,1,4,2,3,0,2,1,2,3,1,5,2,3,1,4,4,4,8,3,4,8,9,8,6,10,17,9,11,9,14,14,15,18,20,25,14,19,20,15,16,19,25,14,16,15,21,15,20,10,15,17,12,13,12,16,7,14,19,10,12,18,11,8,11,9,8,6,14,10,18,11,7,5,10,12,7,7,18,8,13,7,7,10,4,7,6,5,9,6,4,5,5,4,8,7,3,5,4,3,4,3,6,8,6,9,4,11,4,5,15,7,9,9,12,4,5,10,11,10,6,6,8,4,6,8,6,2,6,6,4,8,9,11,8,11,4,4,2,7,2,5,4,3,4,4,2,5,2,4,2,4,3,4,2,2,0,1,0,0,0,2,0,0,0,2,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
立川三丁目,11,9,6,4,7,2,2,7,3,9,1,5,9,6,4,5,2,8,7,3,6,6,5,2,7,5,5,3,3,4,4,5,2,5,0,3,3,5,5,3,5,6,3,11,5,5,14,4,12,14,11,23,16,14,25,22,28,20,22,18,24,18,12,22,27,24,20,19,20,14,16,28,10,12,17,16,17,7,17,18,14,20,14,14,11,13,11,12,10,12,12,11,22,16,10,16,16,8,13,8,13,13,14,10,8,4,14,14,11,8,6,18,7,5,12,11,7,11,4,5,7,10,4,4,8,10,7,8,11,10,10,9,12,6,8,9,9,9,8,9,15,8,6,6,3,6,4,9,7,4,4,11,7,7,7,7,4,7,4,5,5,2,3,7,8,6,2,2,3,6,0,6,1,3,2,2,1,0,2,4,2,1,0,1,0,1,1,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
立川四丁目,12,5,9,4,6,8,5,6,6,4,6,4,2,2,0,3,3,6,2,2,2,4,6,6,2,1,2,5,2,4,2,4,4,0,2,2,2,5,3,2,5,5,3,9,14,10,11,18,18,8,28,23,13,16,17,15,22,22,26,19,19,25,12,29,21,22,25,22,17,19,15,18,21,14,13,9,13,12,14,13,16,13,17,9,8,14,13,8,14,8,16,8,11,7,9,9,7,9,9,9,10,5,11,7,6,6,6,8,8,10,9,7,6,4,9,8,3,3,6,6,8,8,6,5,7,4,5,2,8,5,6,3,4,7,11,6,9,5,3,10,9,6,7,6,5,9,6,2,4,5,5,8,5,6,7,3,2,7,1,3,7,5,2,6,1,6,3,3,5,7,3,2,1,7,1,1,2,3,1,4,1,1,2,1,0,3,1,1,0,1,0,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
菊川一丁目,7,10,6,9,7,8,9,4,8,7,3,9,9,5,4,10,7,3,4,6,4,2,3,8,3,4,2,5,4,2,2,3,2,8,2,6,5,5,5,1,9,8,5,7,6,5,7,21,9,19,12,17,21,16,17,25,20,19,18,22,23,23,28,24,21,19,14,16,16,14,14,18,22,23,14,11,15,13,22,26,8,22,14,13,17,11,17,13,13,9,15,12,8,7,14,13,14,10,8,7,11,9,8,9,7,5,10,18,11,11,14,11,9,5,9,6,10,9,10,10,5,9,6,9,12,7,6,13,7,12,7,12,11,9,6,5,10,11,10,8,12,7,10,9,4,6,3,3,5,10,6,9,3,8,9,5,2,5,6,3,2,5,7,6,2,4,4,4,4,1,4,4,1,5,2,5,2,6,1,4,2,3,0,1,1,2,1,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
菊川二丁目,7,7,6,2,6,4,7,6,2,6,6,9,2,5,3,7,7,5,8,4,5,5,10,5,3,4,8,4,5,11,9,11,5,8,8,3,10,8,8,7,5,7,9,8,7,21,17,24,16,19,22,31,31,23,28,23,21,30,25,30,35,20,22,19,22,25,23,20,19,31,17,23,19,23,16,25,16,20,22,16,9,16,14,21,15,26,28,24,18,20,22,23,15,18,23,15,17,33,18,13,18,24,16,18,16,18,23,18,15,22,20,15,10,8,13,15,10,15,18,13,9,11,9,5,12,7,10,11,10,12,8,14,9,11,10,8,12,12,11,22,10,10,13,8,10,4,5,5,10,12,8,7,3,11,7,14,7,10,4,5,9,8,8,3,3,14,8,6,5,7,6,3,3,4,1,3,1,4,1,3,2,3,1,2,0,0,0,3,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
菊川三丁目,20,19,18,23,23,12,11,15,8,12,8,12,8,8,11,5,9,7,7,9,8,10,8,9,9,12,12,8,7,14,10,11,9,11,18,12,20,20,12,18,18,16,18,14,12,18,24,16,26,27,20,37,33,22,35,41,29,44,30,51,44,44,40,37,39,26,27,37,42,37,42,33,34,40,35,34,34,37,32,40,39,31,45,31,34,27,37,24,38,30,29,34,28,31,21,34,31,23,30,30,36,40,32,32,25,20,32,30,22,38,36,30,23,31,20,20,26,21,29,19,17,37,25,21,24,22,23,16,26,26,17,27,25,21,18,23,21,22,27,29,28,24,27,22,15,14,11,12,9,10,13,14,10,14,7,9,10,18,8,13,6,17,8,11,5,6,4,13,5,11,7,9,5,9,6,8,2,9,3,4,0,4,2,7,0,2,1,4,0,1,1,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
江東橋一丁目,7,6,7,4,4,3,4,5,4,2,7,3,4,4,1,3,5,6,7,1,7,3,3,5,6,2,2,4,4,6,3,3,5,7,3,4,6,6,6,4,7,9,5,9,5,14,11,12,12,18,16,20,15,19,19,19,16,9,14,14,18,13,23,18,21,10,24,14,15,11,9,9,14,18,9,10,11,13,10,14,11,18,13,4,14,17,11,11,13,9,13,13,9,19,10,15,20,15,13,10,8,17,11,11,9,4,16,16,14,10,5,13,8,7,14,7,8,12,9,12,6,7,8,9,8,6,6,4,1,8,2,9,8,7,5,7,6,3,9,12,8,6,17,12,5,6,4,3,8,7,6,4,4,3,6,6,2,4,0,4,1,4,4,5,3,3,2,1,1,3,2,1,1,5,1,1,1,0,0,0,3,2,1,0,0,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
江東橋二丁目,12,9,17,13,6,17,12,7,21,12,15,15,13,13,9,7,13,8,10,8,9,6,7,9,3,4,1,3,4,5,2,3,5,4,3,6,6,6,10,4,6,5,12,9,9,9,21,16,23,22,29,25,25,33,25,19,27,29,29,20,26,15,27,23,19,21,14,24,34,34,34,24,23,28,30,20,24,20,16,19,39,30,29,22,28,18,35,17,33,18,24,25,27,30,24,20,32,29,21,31,20,23,26,20,18,16,14,19,13,17,12,16,12,13,11,4,13,9,7,5,6,11,10,10,3,9,11,8,6,7,8,9,4,4,6,7,10,3,4,11,6,4,10,11,6,3,0,3,7,3,3,6,2,4,1,4,1,5,2,4,5,2,1,2,4,1,1,2,1,6,1,3,0,1,1,5,1,5,2,2,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江東橋三丁目,3,1,3,1,1,2,1,0,1,4,0,0,1,1,2,2,2,0,2,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,3,1,2,6,2,5,4,3,3,13,9,14,6,20,11,15,8,18,19,22,18,15,12,12,10,17,8,12,12,16,11,12,13,9,2,11,9,12,7,7,4,9,2,12,3,7,9,3,13,5,7,7,9,8,4,10,2,2,2,7,2,11,4,6,3,6,11,9,3,6,5,3,1,6,2,7,1,1,3,8,3,4,3,1,3,4,0,1,2,2,2,1,0,5,2,2,2,2,2,2,2,1,0,4,4,3,1,1,0,0,2,0,2,1,2,2,1,0,0,1,1,2,3,0,0,0,2,0,1,2,0,0,1,2,1,1,1,1,1,1,2,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江東橋四丁目,7,8,15,7,8,5,8,5,10,6,5,7,6,5,5,7,8,4,5,5,9,4,4,6,5,3,3,4,2,5,2,9,3,3,8,9,4,2,10,6,16,10,12,9,15,20,24,30,14,31,20,34,21,26,30,38,29,24,26,31,22,27,30,24,18,17,23,19,32,29,25,23,16,16,24,19,12,21,19,31,14,20,16,12,21,26,28,19,25,19,20,29,21,21,20,25,30,24,18,26,21,26,23,14,18,20,15,17,14,12,25,17,14,16,25,15,12,15,13,10,9,11,12,8,20,11,7,10,21,20,18,10,8,16,13,14,10,6,18,14,17,20,20,23,3,19,7,13,11,13,13,15,12,17,7,18,12,12,13,12,6,13,11,11,5,13,7,4,3,13,2,5,3,8,4,7,0,7,4,4,1,4,0,1,0,1,1,2,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
江東橋五丁目,21,25,22,12,13,16,12,14,18,11,15,8,8,15,6,15,12,14,12,5,9,11,9,12,9,14,11,4,14,9,11,8,12,12,8,6,4,8,11,12,11,20,10,16,18,22,22,20,25,31,18,37,41,33,28,37,28,37,31,43,35,30,46,32,41,36,48,33,38,32,37,34,26,31,30,30,23,23,24,18,33,37,27,24,19,20,21,31,34,27,26,30,20,27,34,24,28,24,24,23,25,30,31,23,17,18,26,17,19,20,19,20,15,11,11,20,16,15,16,13,15,13,15,11,13,14,15,8,6,8,13,12,15,8,7,6,5,9,12,11,13,14,13,8,7,4,4,6,9,11,7,7,4,4,3,9,2,4,5,9,3,1,2,6,1,7,3,5,2,8,2,9,1,5,1,1,3,4,4,3,2,6,0,4,1,4,0,1,0,0,0,1,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
横網一丁目,0,3,1,0,4,4,0,4,3,1,6,1,3,1,3,2,4,4,2,2,4,1,2,0,0,0,1,0,0,3,0,2,1,0,2,1,0,0,1,1,3,1,1,0,1,0,0,2,2,1,2,1,4,1,3,2,2,1,3,1,2,2,3,4,3,0,3,4,3,5,1,3,2,5,6,0,4,4,2,5,5,3,5,4,3,2,2,6,6,4,6,6,4,4,6,1,3,2,0,3,2,1,2,4,3,1,1,1,2,0,1,1,0,2,0,0,1,1,0,3,4,1,0,2,1,1,1,0,1,2,0,1,1,0,1,0,0,1,3,2,0,1,1,1,1,1,1,1,4,1,1,1,0,0,0,0,2,2,0,1,0,1,1,0,0,1,0,0,0,0,0,2,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
横網二丁目,4,7,8,4,5,6,6,4,6,3,4,4,3,1,2,3,5,7,3,2,0,4,3,5,3,2,6,1,5,4,2,1,5,7,6,3,2,3,5,6,8,6,4,2,9,3,13,9,4,8,11,9,12,9,15,15,11,14,11,16,13,8,11,15,17,14,8,7,17,12,11,12,14,11,17,12,10,10,13,8,8,5,13,11,8,6,6,11,8,12,8,7,14,6,15,9,6,8,6,9,8,8,10,6,5,4,6,8,10,7,5,10,6,4,7,6,9,8,13,10,10,4,3,7,3,6,4,4,11,6,5,5,6,7,2,2,4,4,4,7,11,4,4,6,3,4,4,2,1,6,4,10,8,7,2,1,4,5,5,4,2,2,2,8,5,3,1,2,7,6,1,5,2,3,4,2,0,3,1,6,2,2,0,3,2,4,2,3,0,1,0,1,1,1,0,5,0,3,0,2,0,2,0,0,0,0,0,0,0,1
亀沢一丁目,11,13,17,12,7,8,8,8,11,9,10,5,8,6,4,5,7,4,6,4,6,4,8,5,7,6,3,7,8,9,5,8,1,6,11,8,2,8,7,9,13,3,14,9,11,5,13,19,24,19,21,19,28,27,26,32,26,24,25,32,33,31,35,24,26,34,21,31,32,26,19,31,25,15,18,19,24,16,11,24,15,24,22,20,18,15,24,13,22,18,17,17,18,16,15,17,9,11,20,16,15,11,11,19,15,15,10,9,12,11,9,9,10,4,10,15,16,7,10,12,8,9,8,4,6,7,8,6,4,10,5,10,9,10,10,9,9,9,14,11,7,9,13,6,8,9,8,7,5,10,6,9,6,6,5,6,6,5,4,4,0,5,0,4,2,5,4,5,2,5,3,4,2,1,2,5,4,3,1,3,3,4,1,0,0,0,0,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
