年齢,0歳,0歳,1歳,1歳,2歳,2歳,3歳,3歳,4歳,4歳,5歳,5歳,6歳,6歳,7歳,7歳,8歳,8歳,9歳,9歳,10歳,10歳,11歳,11歳,12歳,12歳,13歳,13歳,14歳,14歳,15歳,15歳,16歳,16歳,17歳,17歳,18歳,18歳,19歳,19歳,20歳,20歳,21歳,21歳,22歳,22歳,23歳,23歳,24歳,24歳,25歳,25歳,26歳,26歳,27歳,27歳,28歳,28歳,29歳,29歳,30歳,30歳,31歳,31歳,32歳,32歳,33歳,33歳,34歳,34歳,35歳,35歳,36歳,36歳,37歳,37歳,38歳,38歳,39歳,39歳,40歳,40歳,41歳,41歳,42歳,42歳,43歳,43歳,44歳,44歳,45歳,45歳,46歳,46歳,47歳,47歳,48歳,48歳,49歳,49歳,50歳,50歳,51歳,51歳,52歳,52歳,53歳,53歳,54歳,54歳,55歳,55歳,56歳,56歳,57歳,57歳,58歳,58歳,59歳,59歳,60歳,60歳,61歳,61歳,62歳,62歳,63歳,63歳,64歳,64歳,65歳,65歳,66歳,66歳,67歳,67歳,68歳,68歳,69歳,69歳,70歳,70歳,71歳,71歳,72歳,72歳,73歳,73歳,74歳,74歳,75歳,75歳,76歳,76歳,77歳,77歳,78歳,78歳,79歳,79歳,80歳,80歳,81歳,81歳,82歳,82歳,83歳,83歳,84歳,84歳,85歳,85歳,86歳,86歳,87歳,87歳,88歳,88歳,89歳,89歳,90歳,90歳,91歳,91歳,92歳,92歳,93歳,93歳,94歳,94歳,95歳,95歳,96歳,96歳,97歳,97歳,98歳,98歳,99歳,99歳,100歳,100歳,101歳,101歳,102歳,102歳,103歳,103歳,104歳以上,104歳以上
緑三丁目,18,16,11,15,10,11,11,9,14,12,13,5,13,6,14,7,10,8,13,12,10,15,7,7,7,8,12,12,6,6,8,9,12,6,7,3,8,9,9,8,13,2,12,2,8,8,24,17,13,12,18,23,19,21,20,20,26,24,37,16,22,23,32,29,22,25,34,24,25,25,18,18,35,26,24,28,29,18,33,28,26,34,25,26,22,26,29,36,33,28,22,18,23,25,21,19,27,20,18,21,19,9,13,10,18,16,13,13,12,12,13,12,20,15,16,11,15,16,8,8,7,13,16,13,12,12,25,15,10,13,10,13,12,16,9,11,16,13,12,7,9,7,8,9,8,9,9,10,9,13,7,7,13,6,2,7,7,3,2,3,5,3,4,1,5,5,3,3,4,6,3,6,1,4,1,2,3,5,0,2,0,3,0,3,0,5,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
緑四丁目,32,21,24,20,16,20,18,18,23,12,17,19,9,16,11,18,10,19,13,9,12,11,14,4,9,10,8,6,14,12,9,7,11,10,14,18,14,14,24,23,23,16,13,21,28,46,22,42,34,31,46,34,52,41,59,41,64,64,66,51,44,50,38,41,56,53,56,44,43,34,55,30,32,39,43,44,55,34,58,35,44,36,40,37,44,42,37,39,40,36,40,40,38,37,35,33,29,36,26,25,24,19,30,23,14,18,15,14,16,15,23,15,18,17,29,9,16,13,12,11,14,14,11,8,15,17,18,17,20,12,16,12,15,18,18,17,14,15,16,16,12,5,13,12,9,12,13,13,11,14,11,14,6,15,6,17,6,9,6,11,7,13,5,4,4,6,6,3,6,9,2,2,2,3,4,6,2,4,2,3,2,3,3,1,1,0,2,0,1,0,0,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
立川一丁目,5,2,4,4,3,3,2,4,7,3,1,0,1,3,2,2,3,3,4,2,1,1,1,1,1,2,2,2,3,1,3,4,4,2,3,2,2,6,1,1,2,6,4,3,7,13,10,11,14,15,12,19,19,23,27,30,19,16,20,18,20,9,21,14,15,23,13,13,11,14,12,10,10,7,12,11,10,11,11,17,13,9,13,11,10,12,13,12,6,10,11,7,8,7,10,11,10,4,7,6,6,7,8,1,8,4,4,5,4,10,4,1,4,4,6,4,4,4,6,6,6,6,6,8,5,2,4,4,9,6,3,3,10,9,5,8,9,4,5,4,4,1,4,4,2,9,5,1,8,6,2,6,5,5,3,4,4,2,4,6,5,4,2,6,2,2,3,1,1,3,0,6,2,6,1,3,3,2,2,2,1,2,0,2,0,0,2,1,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
立川二丁目,8,5,8,5,3,4,0,4,3,9,3,0,0,4,7,2,3,0,6,1,4,2,4,1,1,4,2,1,2,4,1,5,3,2,3,2,6,7,2,5,14,4,5,5,8,6,7,12,14,22,18,9,22,22,13,20,21,14,22,19,21,19,30,18,14,11,15,15,10,12,10,15,8,14,10,18,13,10,19,9,9,8,12,9,19,8,10,6,6,7,10,12,9,7,15,9,12,2,4,10,5,6,9,4,3,7,8,3,3,5,9,7,3,3,5,4,4,5,9,12,3,8,3,9,6,6,11,11,16,5,5,8,10,9,12,8,5,5,8,8,3,3,10,3,3,9,6,10,11,13,6,6,3,9,2,6,6,3,5,6,4,7,3,5,4,5,2,5,4,4,0,0,1,1,1,3,1,0,1,2,1,3,1,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
立川三丁目,5,8,7,9,4,7,4,5,8,6,2,7,4,6,7,6,0,2,7,5,8,3,4,2,3,3,3,4,2,5,1,3,1,3,6,3,5,3,4,6,7,4,8,2,12,12,13,12,17,13,16,15,29,20,29,25,18,25,20,14,16,20,23,21,20,15,22,20,12,17,13,12,16,18,20,20,15,19,15,14,11,19,11,10,15,14,20,10,13,14,14,12,14,8,10,16,11,7,16,8,7,10,10,7,10,11,10,11,6,12,15,9,4,9,8,7,5,8,6,7,10,11,5,8,16,8,10,6,11,7,8,10,7,9,13,7,10,7,4,6,3,11,7,5,4,8,8,10,8,10,6,8,3,8,5,5,8,5,5,5,6,8,2,4,2,6,2,5,1,2,2,3,3,2,0,3,2,0,0,3,0,2,1,1,1,4,0,1,0,1,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
立川四丁目,8,3,4,2,4,5,7,3,1,1,1,7,4,4,2,0,8,8,1,2,1,2,1,7,1,2,4,3,2,0,2,4,2,4,1,2,2,4,8,4,6,6,8,6,36,5,23,8,10,9,22,11,14,10,22,14,13,22,16,21,23,17,17,14,15,19,14,16,18,16,14,9,11,17,14,7,15,9,6,12,10,10,13,13,16,7,10,3,8,7,6,7,5,7,15,5,11,7,4,7,8,4,6,6,8,7,4,7,8,6,4,4,2,2,6,9,7,7,11,6,6,6,9,3,9,5,8,5,7,8,16,4,6,8,5,7,9,9,6,10,4,3,6,3,6,7,6,9,7,4,3,3,3,7,4,4,7,6,3,7,6,5,3,4,5,3,1,7,2,3,0,4,2,2,1,3,2,2,0,1,1,3,0,3,1,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
菊川一丁目,6,10,13,5,8,11,7,7,6,7,6,8,9,6,0,3,5,4,3,7,1,5,5,4,2,2,2,6,1,5,4,6,6,1,6,1,7,9,5,9,4,4,7,7,4,11,6,5,10,8,13,13,13,18,15,8,14,17,24,18,21,23,11,13,18,19,12,21,24,17,15,13,12,20,22,21,10,16,16,16,23,11,15,12,9,9,15,10,12,10,11,9,12,8,10,6,6,11,7,8,9,8,12,16,14,12,8,7,10,4,10,7,7,12,8,10,4,6,11,10,6,10,9,15,8,10,9,10,9,7,9,6,11,7,13,9,14,8,5,11,3,3,4,12,6,8,6,5,6,10,7,6,3,3,5,7,6,5,6,6,2,5,6,4,7,2,1,4,1,5,1,6,2,5,2,3,1,3,0,2,3,1,0,0,0,4,1,5,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
菊川二丁目,11,2,6,8,4,13,6,6,3,6,8,3,5,7,6,5,8,6,7,3,3,4,7,9,6,8,8,12,3,2,9,7,4,6,4,7,5,11,6,8,10,8,10,12,9,34,16,25,16,23,17,16,24,24,22,29,26,25,25,24,28,17,30,28,19,25,22,24,26,23,11,25,17,16,24,17,16,21,12,18,17,26,28,25,21,18,22,23,19,13,24,17,15,23,15,19,18,15,19,21,16,12,16,21,17,13,14,14,11,14,13,13,16,16,10,14,6,5,12,7,14,10,10,11,7,15,10,10,7,11,11,8,18,15,5,14,10,11,15,7,5,2,7,7,9,9,6,15,5,11,9,12,9,5,7,6,8,9,6,8,12,10,7,9,8,5,1,1,5,5,1,5,1,5,1,4,4,2,1,1,2,1,1,4,0,2,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
菊川三丁目,22,21,12,17,14,18,5,6,10,11,12,8,8,9,6,8,9,8,5,12,10,7,5,9,8,10,11,10,8,12,15,10,15,15,11,14,12,15,12,13,10,13,15,16,17,26,19,9,21,28,16,29,26,37,34,34,35,36,40,35,31,36,40,44,36,28,39,33,49,41,33,39,36,45,40,39,36,27,42,28,26,23,40,25,30,32,36,23,30,32,22,34,31,23,30,28,27,37,27,32,37,21,22,35,26,35,32,27,22,23,25,22,21,22,27,25,23,34,20,26,18,20,31,25,26,27,21,20,27,24,18,22,25,28,25,31,29,25,26,17,14,14,10,13,16,8,9,21,10,13,11,12,8,23,8,9,7,22,6,9,6,10,9,13,4,12,7,8,7,8,7,7,2,8,3,4,0,5,2,4,2,6,0,3,1,2,1,1,0,4,0,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江東橋一丁目,3,8,3,12,9,2,6,1,3,5,3,4,5,3,7,0,6,5,3,2,5,4,5,8,3,1,4,4,5,7,3,3,2,3,4,7,7,7,2,3,4,8,6,10,10,14,13,17,12,21,12,16,11,10,22,17,19,15,22,11,29,14,21,14,6,14,18,10,19,10,9,12,13,11,9,27,15,9,15,13,12,15,11,8,9,15,16,18,14,16,15,12,15,13,14,11,9,13,8,9,12,8,18,12,4,10,3,7,10,9,11,12,4,11,11,6,4,11,11,8,8,4,3,7,2,8,7,7,7,7,5,5,8,8,9,10,11,6,15,10,3,5,9,5,3,7,3,3,8,2,4,7,1,3,1,5,1,5,4,3,5,4,1,2,1,4,0,3,2,4,1,2,3,2,2,0,0,3,1,0,1,1,0,2,0,1,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
江東橋二丁目,13,17,20,10,26,19,17,14,4,7,13,15,12,8,10,8,8,4,8,12,3,5,3,4,3,2,4,3,2,2,4,8,4,3,2,0,8,3,6,8,6,8,8,10,19,16,13,24,16,17,22,21,24,21,24,24,30,23,25,27,21,21,30,25,39,32,35,29,31,25,26,26,20,19,34,25,34,34,26,20,35,20,24,19,30,25,27,22,22,26,34,28,29,20,20,25,29,25,21,18,13,17,13,18,14,19,19,13,14,6,11,6,11,11,6,7,6,9,6,7,9,9,9,7,6,7,7,6,11,7,5,5,8,8,6,6,10,6,7,7,4,4,3,2,6,4,3,6,1,1,0,5,0,6,4,3,4,3,3,2,3,2,1,4,0,3,1,1,2,2,0,6,1,5,1,0,2,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
江東橋三丁目,2,3,2,3,2,3,2,2,3,5,1,3,4,0,2,0,0,2,0,0,0,0,1,3,1,0,0,1,0,1,0,2,1,0,1,0,5,0,1,2,4,4,2,2,10,5,5,5,13,14,9,12,14,12,14,15,7,12,11,9,14,11,9,15,16,10,16,14,12,15,7,5,9,7,9,6,9,4,5,13,6,6,8,8,12,5,9,4,8,5,5,3,13,5,5,5,3,7,7,5,4,2,7,3,4,4,6,0,5,1,5,4,3,2,6,4,4,2,2,1,2,3,2,2,2,1,4,1,1,3,2,1,2,4,3,0,5,5,5,1,0,0,0,3,1,1,0,3,2,1,0,1,1,3,3,0,0,0,1,3,1,0,2,1,2,0,1,1,0,2,2,1,0,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
江東橋四丁目,10,12,10,7,11,6,5,9,9,4,9,5,6,5,8,3,6,5,7,4,3,4,3,1,4,9,0,4,9,8,4,4,7,3,4,5,7,4,13,7,11,10,12,19,14,21,14,42,20,31,22,26,21,28,23,31,21,19,17,26,25,24,23,28,29,25,24,28,25,21,16,22,19,30,19,27,21,19,24,12,29,32,22,17,21,22,19,26,21,18,24,26,31,25,20,20,28,22,16,20,16,22,22,15,12,16,19,24,19,14,21,14,12,16,12,9,9,12,21,11,10,7,16,23,20,13,16,14,10,14,13,11,18,11,18,14,27,22,8,29,9,16,9,8,12,13,13,23,8,15,12,16,11,12,15,14,6,13,12,16,9,12,5,8,5,13,4,8,6,9,1,10,6,8,4,4,1,4,1,2,0,3,1,1,0,4,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
江東橋五丁目,13,19,20,22,18,13,15,21,13,12,10,15,10,14,14,6,12,10,8,10,13,16,14,7,10,9,19,9,10,13,7,6,4,4,12,16,8,10,9,15,18,10,22,21,10,22,25,30,35,30,21,26,23,38,31,38,31,40,41,44,44,37,52,36,42,29,27,29,31,40,30,25,29,25,27,31,28,39,27,23,23,18,32,33,24,27,17,21,31,32,28,21,27,21,18,32,28,18,32,21,19,18,25,27,19,17,16,20,15,16,14,19,13,15,17,11,15,13,14,8,16,14,7,13,12,12,12,10,18,9,5,7,14,11,11,10,11,18,13,3,5,3,6,12,11,10,7,7,4,7,5,6,4,3,5,9,4,7,0,3,3,9,4,2,4,12,1,6,2,7,1,2,4,5,3,3,4,8,0,4,1,4,0,4,1,0,1,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
横網一丁目,3,3,3,3,4,2,3,1,4,1,2,2,2,4,4,1,3,0,0,0,1,1,0,2,0,3,1,1,0,1,2,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,4,0,1,0,2,2,0,0,4,1,2,0,3,4,1,2,6,4,1,4,4,3,3,3,3,3,3,3,2,4,6,5,2,3,1,5,4,6,5,6,7,4,3,2,5,0,1,3,0,2,4,3,3,1,2,1,3,1,0,1,1,0,1,2,1,0,1,3,1,2,3,2,0,1,1,1,0,1,1,2,0,0,1,0,1,0,2,0,1,3,0,1,1,1,0,1,2,0,3,1,1,1,0,0,2,2,0,0,0,1,0,1,2,0,0,1,1,1,0,1,1,3,0,0,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
横網二丁目,6,5,6,5,3,5,3,2,1,2,3,5,6,2,3,3,1,6,4,2,2,1,6,3,3,2,4,3,6,5,4,7,2,1,5,5,5,5,11,5,6,5,5,4,3,5,11,8,13,10,12,12,17,11,17,15,8,11,12,12,11,14,9,6,14,9,14,14,12,9,11,8,9,10,12,8,14,5,9,12,6,8,9,11,13,10,7,9,16,6,10,6,7,7,5,10,13,8,5,6,7,7,9,5,5,8,4,4,6,7,9,9,10,7,15,8,7,3,6,11,3,4,7,6,10,6,4,5,6,5,0,1,5,9,8,5,10,4,5,5,3,2,3,3,3,10,3,8,6,3,4,2,2,4,4,1,3,4,4,7,5,2,5,1,4,7,1,4,5,2,0,1,2,8,0,5,3,4,1,1,1,8,1,4,0,3,2,2,1,5,0,3,0,4,0,4,1,2,0,0,0,0,0,0,1,1,0,0,0,0
亀沢一丁目,12,11,18,18,13,5,13,9,4,5,9,3,6,2,5,5,6,5,8,5,5,4,3,10,10,11,2,3,8,7,3,10,5,9,4,5,11,5,6,4,6,4,7,10,16,13,13,15,15,18,20,31,26,27,23,32,34,21,23,29,29,27,32,29,28,25,25,27,24,19,19,23,19,19,14,22,22,24,22,23,28,11,20,18,22,16,14,10,17,19,13,14,14,14,21,14,15,14,11,19,13,8,11,8,8,9,11,9,11,11,13,7,12,11,7,11,9,4,9,3,8,7,7,10,7,14,5,10,13,8,8,12,14,9,12,14,10,8,10,10,8,8,5,8,6,12,7,7,7,8,7,3,6,8,1,3,0,4,2,5,5,5,3,6,1,5,2,2,4,5,5,6,2,4,2,3,1,4,1,2,1,3,1,2,1,0,0,1,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
