年齢,0歳,0歳,1歳,1歳,2歳,2歳,3歳,3歳,4歳,4歳,5歳,5歳,6歳,6歳,7歳,7歳,8歳,8歳,9歳,9歳,10歳,10歳,11歳,11歳,12歳,12歳,13歳,13歳,14歳,14歳,15歳,15歳,16歳,16歳,17歳,17歳,18歳,18歳,19歳,19歳,20歳,20歳,21歳,21歳,22歳,22歳,23歳,23歳,24歳,24歳,25歳,25歳,26歳,26歳,27歳,27歳,28歳,28歳,29歳,29歳,30歳,30歳,31歳,31歳,32歳,32歳,33歳,33歳,34歳,34歳,35歳,35歳,36歳,36歳,37歳,37歳,38歳,38歳,39歳,39歳,40歳,40歳,41歳,41歳,42歳,42歳,43歳,43歳,44歳,44歳,45歳,45歳,46歳,46歳,47歳,47歳,48歳,48歳,49歳,49歳,50歳,50歳,51歳,51歳,52歳,52歳,53歳,53歳,54歳,54歳,55歳,55歳,56歳,56歳,57歳,57歳,58歳,58歳,59歳,59歳,60歳,60歳,61歳,61歳,62歳,62歳,63歳,63歳,64歳,64歳,65歳,65歳,66歳,66歳,67歳,67歳,68歳,68歳,69歳,69歳,70歳,70歳,71歳,71歳,72歳,72歳,73歳,73歳,74歳,74歳,75歳,75歳,76歳,76歳,77歳,77歳,78歳,78歳,79歳,79歳,80歳,80歳,81歳,81歳,82歳,82歳,83歳,83歳,84歳,84歳,85歳,85歳,86歳,86歳,87歳,87歳,88歳,88歳,89歳,89歳,90歳,90歳,91歳,91歳,92歳,92歳,93歳,93歳,94歳,94歳,95歳,95歳,96歳,96歳,97歳,97歳,98歳,98歳,99歳,99歳,100歳,100歳,101歳,101歳,102歳,102歳,103歳,103歳,104歳以上,104歳以上
緑三丁目,13,13,7,11,10,6,7,10,10,9,15,4,9,5,10,8,15,8,8,13,10,15,6,8,9,7,8,8,7,10,14,6,7,4,6,4,4,9,13,6,11,5,8,6,11,11,18,14,15,12,14,27,15,17,24,17,25,18,26,19,23,25,31,24,23,22,30,23,18,17,26,19,30,23,26,23,24,21,29,35,28,22,24,23,21,35,31,26,20,20,22,22,22,23,24,14,17,22,11,14,20,8,16,16,13,18,12,12,14,10,17,11,15,16,16,18,6,10,8,10,14,14,16,11,18,13,14,12,11,14,13,14,9,14,16,12,14,9,6,7,10,9,6,10,12,7,8,12,5,8,15,7,1,9,7,3,3,2,7,4,3,1,4,5,5,3,4,6,4,7,1,6,1,1,3,4,0,2,0,4,0,3,0,5,0,1,1,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
緑四丁目,31,28,17,16,17,20,18,14,17,19,15,18,9,16,9,24,16,11,10,11,13,3,11,10,10,5,10,9,8,8,8,12,13,14,13,12,19,20,19,17,10,17,14,22,24,23,33,37,33,30,57,37,49,40,56,49,75,52,39,55,44,34,55,54,47,45,43,27,53,39,41,35,37,37,57,39,52,36,47,30,40,42,46,39,40,32,41,44,37,43,43,33,38,29,29,34,29,30,22,21,30,19,19,19,15,18,16,15,22,11,19,21,27,14,21,10,13,11,13,10,8,12,20,14,19,17,18,17,16,9,17,20,20,14,14,14,18,22,11,6,14,10,10,17,13,8,13,16,9,14,6,13,6,17,9,14,7,8,7,14,6,7,5,7,7,3,5,6,3,4,3,5,4,4,3,5,1,5,2,4,4,2,1,0,2,0,0,0,1,3,1,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
立川一丁目,7,6,3,3,2,2,4,3,2,1,1,2,2,1,2,2,4,4,2,1,1,1,0,2,2,3,2,1,1,3,4,1,4,3,2,4,1,3,2,1,2,2,4,5,6,6,11,9,6,14,11,20,27,25,18,13,19,21,11,10,22,10,17,18,15,17,11,9,15,17,11,10,14,10,7,6,12,12,11,11,10,11,12,11,9,10,9,9,7,6,9,9,9,9,10,3,10,10,4,6,7,3,9,3,4,7,6,8,4,4,3,4,5,4,5,6,4,6,7,5,6,7,4,4,4,5,7,4,7,4,8,9,6,7,6,6,8,3,5,3,3,3,3,8,7,3,8,4,3,8,4,5,4,6,5,4,2,6,7,2,3,6,2,5,2,2,2,3,0,5,2,4,2,6,2,2,3,1,1,2,0,1,1,1,2,1,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
立川二丁目,10,4,6,5,1,4,3,9,2,0,1,4,5,3,5,0,7,1,3,1,4,2,1,2,1,3,2,3,1,6,3,2,3,1,6,7,5,5,11,4,2,2,5,6,4,5,18,20,10,14,19,17,15,17,20,14,21,19,20,20,29,13,15,14,15,10,12,16,12,16,10,10,10,15,10,12,18,10,8,7,12,6,14,12,11,7,10,4,8,15,12,11,14,6,8,5,8,9,7,7,8,4,6,5,7,6,2,4,10,5,4,5,6,3,3,3,8,11,4,8,4,11,4,5,11,9,15,9,7,6,10,8,11,10,5,4,8,7,5,6,9,3,4,7,6,10,8,14,10,8,3,3,3,9,5,5,6,6,4,7,3,6,5,5,2,3,4,4,0,2,1,1,1,2,0,2,2,1,1,4,2,1,2,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
立川三丁目,5,5,6,7,5,7,6,6,7,5,6,8,7,4,1,5,6,3,7,3,5,1,3,4,3,4,3,5,0,3,1,3,6,3,5,4,5,1,5,4,11,2,10,8,8,7,9,9,10,5,21,11,21,20,18,26,15,14,18,15,13,24,18,12,15,19,18,19,9,13,12,14,17,18,14,18,17,14,9,16,12,11,16,11,14,11,11,13,16,17,16,11,7,12,12,7,16,11,5,4,12,12,11,8,9,15,5,9,14,7,6,10,8,6,4,11,6,5,8,11,7,7,16,9,8,9,13,4,7,11,8,7,14,9,8,7,5,7,3,8,6,8,6,6,8,12,7,8,9,9,3,6,7,5,8,4,4,7,7,8,1,6,3,5,2,6,2,2,4,3,3,1,0,5,2,1,0,3,0,1,1,2,0,3,2,3,0,1,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
立川四丁目,7,6,4,5,7,3,3,3,2,6,2,8,3,0,3,5,7,5,2,2,0,5,2,3,5,5,2,0,2,2,2,4,1,3,1,2,5,3,5,2,8,6,6,4,6,9,7,11,10,8,16,14,21,15,16,14,13,26,28,18,25,12,18,20,23,21,20,14,12,17,19,12,12,12,13,10,8,11,9,11,18,14,19,8,12,8,10,6,6,8,9,6,16,6,9,5,7,6,5,3,4,7,9,6,6,8,8,3,5,6,2,1,7,10,8,7,9,5,6,5,6,5,11,6,8,3,6,9,14,6,12,6,5,10,7,9,10,8,5,6,6,3,6,8,6,12,7,3,5,4,3,9,4,3,7,6,2,8,5,6,4,3,7,4,2,7,2,2,0,1,2,5,1,3,1,2,2,1,1,3,0,4,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
菊川一丁目,14,5,8,12,5,10,8,6,5,7,8,6,3,5,4,3,4,6,1,5,3,6,4,3,2,2,2,9,2,4,3,3,8,1,6,8,6,5,4,3,6,8,3,9,4,8,10,7,11,10,8,16,14,13,11,12,28,22,16,22,16,16,15,22,14,14,22,14,12,19,14,14,20,24,9,14,15,16,17,12,20,11,10,10,9,10,9,9,15,7,13,10,10,8,7,10,7,8,8,7,12,14,11,11,15,8,7,7,9,7,8,10,10,10,4,8,8,8,10,12,8,12,8,12,8,12,11,7,10,5,9,9,14,8,13,7,9,10,1,5,4,9,7,7,6,9,6,8,6,7,3,4,6,6,4,5,9,4,2,5,7,4,5,4,3,5,2,4,1,7,2,5,3,3,1,3,0,2,3,3,0,0,0,3,0,3,2,4,0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
菊川二丁目,11,11,5,10,6,9,4,2,3,6,9,8,6,4,6,6,10,4,2,5,7,6,5,9,7,12,3,4,8,4,5,6,5,7,3,8,5,8,11,4,9,8,8,4,7,19,14,18,11,16,20,18,18,25,25,23,23,27,23,24,34,17,17,28,25,23,22,13,8,21,17,19,25,17,17,12,15,18,13,29,22,18,23,21,22,25,18,13,27,14,20,27,14,16,17,18,21,14,14,15,17,22,15,15,13,11,9,12,12,16,14,15,11,16,9,8,10,4,13,11,11,9,10,15,9,15,9,8,10,11,14,14,9,17,9,9,15,8,6,5,6,5,11,11,6,14,6,12,8,14,11,5,5,5,11,10,5,8,12,12,7,8,7,5,4,3,4,6,1,4,1,8,2,6,4,3,2,1,1,0,2,6,0,3,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
菊川三丁目,16,18,12,17,10,14,9,10,10,7,12,6,4,8,10,8,3,11,11,8,7,9,4,12,11,8,9,14,15,8,15,13,8,17,16,13,8,11,8,15,13,13,12,20,13,14,21,16,13,29,26,23,23,37,38,32,39,37,32,31,34,30,42,36,34,28,37,38,40,38,35,38,40,36,40,36,33,28,30,29,39,25,30,29,36,26,27,31,23,33,28,24,30,26,29,38,35,34,24,23,31,33,25,32,33,27,24,27,26,18,19,24,29,20,18,40,26,22,19,27,29,19,30,25,18,24,26,22,25,25,23,26,20,31,29,22,33,22,12,18,14,12,10,9,13,20,13,12,8,11,10,22,8,9,9,23,7,10,4,9,9,16,6,9,6,10,4,10,10,8,4,7,3,6,1,6,2,6,2,3,1,6,1,2,1,2,1,4,0,2,0,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江東橋一丁目,2,10,4,4,9,4,3,6,3,5,4,3,6,0,7,3,2,4,6,4,3,5,5,3,4,3,6,5,2,3,4,5,2,4,7,7,2,2,4,1,7,8,7,12,10,16,8,15,11,16,9,7,16,19,20,15,22,12,26,14,22,17,13,14,17,9,18,10,9,9,15,17,11,20,13,13,10,11,17,13,11,9,10,12,14,12,8,17,19,15,20,17,13,9,10,16,7,11,8,6,16,10,8,9,3,12,6,7,11,9,8,12,14,9,6,9,9,10,7,4,7,5,1,12,3,5,11,6,8,8,9,4,11,13,10,7,14,11,4,4,6,5,8,7,2,4,9,3,4,6,1,4,1,4,0,3,6,5,5,4,2,1,1,6,0,2,2,5,1,3,2,0,1,3,2,3,1,0,1,1,0,2,0,0,0,2,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江東橋二丁目,17,5,30,22,16,18,12,12,11,11,11,12,10,7,7,5,9,10,2,2,2,3,4,5,4,2,2,2,3,9,2,2,4,1,3,1,7,8,2,6,6,8,8,10,7,9,20,19,24,18,29,19,27,26,38,26,23,24,18,21,35,25,37,32,35,26,31,29,26,28,26,18,25,23,38,32,29,26,35,23,26,22,37,23,30,26,24,27,31,22,28,24,21,28,24,22,25,21,13,17,15,21,16,14,18,13,13,12,10,5,15,9,7,6,6,11,6,8,10,7,12,10,4,6,8,8,10,6,7,4,6,10,5,6,8,4,8,11,5,4,1,3,8,4,4,3,0,2,1,4,0,5,4,5,4,2,3,2,4,2,1,3,0,6,1,1,1,2,1,4,0,6,2,3,2,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江東橋三丁目,3,2,3,3,2,1,2,2,0,4,5,0,2,0,1,1,0,1,0,0,1,3,0,0,0,1,0,1,1,1,1,1,0,0,2,0,2,0,1,2,1,2,3,4,1,3,8,8,5,8,10,10,13,10,10,7,10,10,18,13,11,13,12,15,16,9,9,13,8,7,9,5,14,8,8,4,7,16,9,7,7,6,12,6,9,4,11,3,8,6,11,2,8,8,5,2,6,7,3,3,6,2,5,2,8,1,2,1,2,3,5,3,7,4,2,2,2,0,1,4,4,2,2,0,5,2,1,2,3,2,3,3,2,0,5,4,4,2,1,0,0,3,0,1,1,3,2,0,0,2,1,3,3,0,0,0,1,2,0,1,3,0,1,1,1,1,1,1,1,2,1,2,0,1,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
江東橋四丁目,7,7,12,7,6,7,9,7,8,5,5,7,7,3,8,7,5,3,5,2,4,3,2,7,1,6,7,6,4,6,4,0,4,6,8,3,8,6,5,8,9,10,12,14,11,29,21,32,21,25,17,30,23,33,22,18,23,19,15,21,19,23,26,32,24,30,20,23,17,17,18,29,26,29,14,19,23,14,29,27,23,22,22,23,20,23,22,20,22,22,29,28,14,21,29,22,20,21,15,20,14,15,18,12,17,24,21,13,20,15,11,17,14,9,9,14,16,11,14,11,12,13,22,18,18,13,8,15,14,13,13,8,21,13,26,18,11,28,10,14,6,13,13,11,14,21,11,14,9,19,12,8,13,16,5,13,13,15,7,12,7,10,4,14,5,8,5,13,2,11,4,10,5,3,2,4,1,2,0,0,1,5,0,4,0,1,1,2,1,1,0,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
江東橋五丁目,18,22,20,17,18,12,11,21,10,19,12,16,14,5,13,10,10,13,8,11,16,9,12,11,14,7,14,13,8,9,5,3,11,14,9,13,7,16,15,8,18,20,8,19,20,20,39,29,18,28,15,40,28,35,30,38,37,41,46,38,45,38,47,35,30,29,38,32,27,36,29,27,27,26,28,40,32,29,23,19,27,35,32,24,19,22,31,32,33,25,30,23,16,29,26,21,27,21,16,19,28,26,18,17,17,20,15,12,14,19,18,19,16,12,11,15,16,9,13,16,15,11,11,11,10,16,19,8,11,9,14,11,10,12,11,17,19,6,4,4,4,8,16,11,6,8,5,9,5,6,2,4,6,9,5,6,1,5,2,6,5,5,5,14,1,7,2,6,2,2,4,7,5,1,2,8,2,4,1,5,0,4,1,0,2,1,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
横網一丁目,1,5,6,1,2,2,4,2,2,2,3,4,4,0,2,1,1,0,1,0,0,1,0,5,0,1,1,1,2,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,1,0,4,0,1,0,1,1,2,1,3,0,4,3,1,3,2,3,2,5,6,3,4,4,4,2,2,3,3,5,6,5,4,3,1,4,2,5,5,7,6,4,3,4,5,0,3,3,0,2,3,1,3,2,1,1,2,0,0,1,1,1,1,2,0,0,2,1,1,3,3,3,0,2,2,1,0,0,1,3,0,0,1,0,1,0,1,0,2,2,0,1,1,2,0,0,2,1,2,2,1,1,0,0,0,1,2,1,0,1,0,1,2,0,0,1,1,0,0,1,1,4,0,0,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
横網二丁目,4,8,4,5,4,2,2,2,2,5,6,3,3,2,0,5,2,3,3,2,5,2,3,2,4,2,4,7,6,5,2,4,4,4,5,3,4,0,13,5,9,3,4,3,11,5,14,11,9,7,12,13,18,14,10,14,12,11,13,15,10,7,10,8,12,15,11,7,13,10,8,7,11,12,14,7,14,12,7,9,8,11,8,11,9,9,16,6,13,5,6,10,6,8,9,8,11,6,6,8,8,5,10,7,4,8,5,4,8,11,10,6,13,8,10,2,4,11,5,5,6,5,10,7,4,5,6,5,3,2,4,7,6,3,10,6,5,4,4,4,3,3,1,9,6,9,6,6,5,2,4,3,4,2,4,4,3,8,6,1,4,3,5,6,2,5,3,3,2,0,3,5,2,9,2,7,1,4,2,4,1,6,1,4,2,0,2,5,1,3,0,3,1,5,0,2,1,1,0,0,0,0,1,0,0,1,0,1,0,0
亀沢一丁目,17,16,14,10,16,10,8,3,9,3,5,3,10,2,5,5,7,6,7,2,1,9,10,8,4,3,6,5,7,10,4,8,3,11,6,2,9,5,4,5,7,10,8,5,16,6,17,13,14,25,20,28,28,28,28,19,24,25,29,31,25,23,28,21,37,27,26,25,13,18,28,22,12,24,24,23,22,27,25,12,19,16,20,13,16,18,17,20,13,13,10,13,22,11,13,15,15,24,10,12,13,8,12,7,12,8,9,12,10,10,16,5,9,18,6,4,10,4,7,7,8,11,6,10,3,12,11,10,12,8,7,11,19,14,8,8,10,7,7,9,8,9,7,12,7,8,5,5,9,6,6,6,1,2,1,5,1,4,5,5,2,6,3,5,3,4,4,3,5,7,2,3,1,3,2,6,1,2,1,3,1,1,1,1,0,1,0,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
