 3-(2)海上出入貨物品種別表,,,,,,,,,,,,,,,(単位：トン）
品種,,合計,,輸出,,,,輸入,,,,移出,,移入,
29,鋼材,"152,970","1,160,674","19,022","180,732","19,022","180,679","10,689","113,989","9,552","88,972","30,002","43,899","93,257","822,054"
30,非鉄金属,"30,054","233,463","9,494","73,278","9,494","73,208","11,610","123,996","11,595","120,906","5,000","8,984","3,950","27,205"
31,金属製品,"161,069","1,393,923","26,281","225,117","26,279","225,109","117,662","1,107,374","115,133","1,099,827","4,367","32,900","12,759","28,532"
32,鉄道車両,249,"2,334",43,523,43,523,206,"1,811",206,"1,811",-,-,-,-
33,完成自動車,"1,085,468","10,511,068","14,339","87,233","14,328","86,784","2,202","19,357","2,107","17,835","612,559","5,913,594","456,368","4,490,884"
34,その他輸送用車両,"9,671","81,655",231,"1,938",231,"1,938","8,318","69,628","6,632","63,396","1,058","7,946",64,"2,143"
35,二輪自動車,"6,835","52,989","2,643","13,079","2,643","13,077","4,152","39,623","4,152","39,623",20,129,20,158
36,自動車部品,"232,442","1,853,551","155,832","1,182,256","155,832","1,182,256","71,498","624,395","71,488","624,276","1,805","18,492","3,307","28,408"
37,その他輸送機械,"52,671","488,540","7,401","49,034","7,401","49,034","23,340","262,592","23,340","262,592","6,050","67,622","15,880","109,292"
38,産業機械,"292,225","2,648,849","157,101","1,361,253","156,466","1,353,517","118,888","1,144,372","118,844","1,143,334","13,417","107,166","2,819","36,058"
39,電気機械,"327,733","3,004,512","65,083","515,701","65,083","515,582","254,657","2,446,271","254,606","2,445,512","7,142","33,154",851,"9,386"
40,測量・光学・医療用機械,"52,219","476,215","20,042","174,840","20,040","169,690","28,415","269,157","28,413","255,471","2,895","23,925",867,"8,293"
41,事務用機器,"24,138","176,338","2,749","21,380","2,749","21,380","12,600","125,747","12,600","125,747","8,709","28,414",80,797
42,その他機械,"5,717","49,303","1,235","8,954","1,235","8,954","1,820","18,443","1,820","18,443","1,505","12,849","1,157","9,057"
化学工業品,,"1,141,092","10,342,523","212,536","1,752,304","212,533","1,752,239","289,166","2,676,932","289,156","2,667,312","42,636","372,138","596,754","5,541,149"
43,陶磁器,"15,228","116,821",821,"8,561",821,"8,558","14,387","108,161","14,387","108,161",-,79,20,20
44,セメント,"194,844","1,844,457",95,586,95,586,"1,467","12,334","1,467","12,334","3,054","23,261","190,228","1,808,276"
45,ガラス類,"22,342","215,431","7,449","65,285","7,449","65,283","13,728","140,182","13,728","140,182","1,165","9,598",-,366
46,窯業品,"34,253","305,793","11,937","85,974","11,935","85,921","15,104","157,822","15,104","157,811","2,869","28,319","4,343","33,678"
47,重油,"43,087","362,166",-,-,-,-,-,-,-,-,"20,861","174,146","22,226","188,020"
48,揮発油,133,"2,854",-,-,-,-,38,276,38,276,95,703,-,"1,875"
49,その他の石油,"370,152","3,383,120","2,780","21,313","2,780","21,313","2,075","14,673","2,075","14,673","1,741","15,200","363,556","3,331,934"
50,LNG/液化天然ガス,15,95,-,-,-,-,15,90,15,90,-,-,-,5
51,LPG/液化石油ガス,388,"6,405",-,-,-,-,30,"1,440",30,"1,440",353,"4,940",5,25
52,その他石油製品,"8,500","70,159",195,"5,064",195,"5,064",971,"11,298",971,"11,298","1,475","3,912","5,859","49,885"
53,コークス,"3,512","53,244",-,-,-,-,"1,170","15,670","1,170","6,149",842,"14,113","1,500","23,461"
54,石炭製品,563,"4,838",533,"3,950",533,"3,950",30,868,30,868,-,-,-,20
55,化学薬品,"84,762","744,848","27,794","221,706","27,794","221,706","48,454","447,814","48,454","447,814","3,687","31,986","4,827","43,342"
56,化学肥料,"5,420","47,878",255,"1,970",255,"1,970","4,610","40,153","4,610","40,153",240,"2,780",315,"2,975"
57,その他化学工業品,"357,893","3,184,414","160,677","1,337,895","160,676","1,337,888","187,087","1,726,151","187,077","1,726,063","6,254","63,101","3,875","57,267"
軽工業品,,"634,169","5,982,861","58,620","450,678","58,594","450,512","409,101","3,600,519","409,100","3,599,247","53,784","608,392","112,664","1,323,272"
58,紙・パルプ,"182,070","1,896,858","19,769","157,020","19,769","156,960","71,108","597,135","71,108","596,292","11,178","173,194","80,015","969,509"
59,糸及び紡績半製品,"4,050","42,282",599,"4,501",599,"4,501","3,376","37,542","3,376","37,542",75,179,-,60
60,その他繊維工業品,"27,995","264,575","4,657","40,381","4,631","40,275","23,288","222,417","23,288","222,417",50,"1,568",-,209
61,砂糖,"10,808","97,335",25,566,25,566,"3,258","34,038","3,258","34,038",825,"9,919","6,700","52,812"
62,製造食品,"262,834","2,305,178","26,831","200,664","26,831","200,664","214,746","1,878,888","214,745","1,878,584","13,645","141,460","7,612","84,166"
63,飲料,"88,347","828,981","6,033","41,395","6,033","41,395","60,174","496,342","60,174","496,217","16,798","199,140","5,342","92,104"
64,水,"24,128","212,823",655,"5,466",655,"5,466","16,445","155,655","16,445","155,655","5,013","37,142","2,015","14,560"
65,たばこ,"9,158","86,879",33,169,33,169,"7,870","75,235","7,870","75,235",780,"6,340",475,"5,135"
66,その他食料工業品,"24,779","247,950",18,516,18,516,"8,836","103,267","8,836","103,267","5,420","39,450","10,505","104,717"
雑工業品,,"1,102,431","8,925,920","115,104","910,394","115,104","910,391","946,567","7,660,191","946,561","7,659,893","32,476","280,797","8,284","74,538"
67,がん具,"59,075","456,581","2,569","21,742","2,569","21,742","56,501","434,668","56,501","434,667",5,55,-,116
68,衣服・身廻品・はきもの,"487,581","3,578,452","13,163","119,645","13,163","119,645","473,756","3,445,681","473,756","3,445,672",557,"10,660",105,"2,466"
69,文房具・運動娯楽用品・楽器,"67,513","588,041","11,109","91,981","11,109","91,981","56,338","491,130","56,332","490,987",56,"3,898",10,"1,032"
70,家具装備品,"167,908","1,609,997","9,640","68,815","9,640","68,815","155,433","1,518,392","155,433","1,518,389","2,325","16,289",510,"6,501"
71,その他日用品,"69,894","605,727","9,275","96,339","9,275","96,339","38,426","316,227","38,426","316,226","20,205","171,037","1,988","22,124"
72,ゴム製品,"81,319","640,302","38,652","287,393","38,652","287,393","40,627","332,512","40,627","332,512","1,315","10,040",725,"10,357"
73,木製品,"103,069","932,136",811,"8,395",811,"8,392","100,064","902,627","100,064","902,530","2,163","20,372",31,742
74,その他製造工業品,"66,072","514,684","29,885","216,084","29,885","216,084","25,422","218,954","25,422","218,910","5,850","48,446","4,915","31,200"
特殊品,,"942,744","9,098,308","209,613","2,087,781","197,272","1,733,033","173,986","1,621,677","162,475","1,583,615","362,645","3,454,849","196,500","1,934,001"
75,金属くず,"25,529","502,315","18,242","431,677","6,242","82,227","4,464","46,623","4,464","46,623","1,576","12,290","1,247","11,725"
76,再利用資材,"173,616","1,581,116","153,377","1,354,777","153,377","1,354,777","3,707","31,229","3,707","31,229","14,599","176,587","1,933","18,523"
77,動植物性製造飼肥料,"77,345","814,057","1,923","13,869","1,923","13,819","69,824","749,974","69,824","749,974","5,143","45,904",455,"4,310"
78,廃棄物,"1,375","9,462",-,-,-,-,-,-,-,-,140,"2,515","1,235","6,947"
79,廃土砂,"103,925","845,944",-,-,-,-,-,-,-,-,"103,923","834,104",2,"11,840"
80,輸送用容器,"128,197","1,113,462","18,477","155,162","18,136","149,914","86,697","725,180","75,186","687,360","6,492","62,771","16,531","170,349"
81,取合せ品,"432,757","4,231,952","17,594","132,296","17,594","132,296","9,294","68,671","9,294","68,429","230,772","2,320,678","175,097","1,710,307"
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-
