年度,区分レベル１,区分レベル２,区分レベル３,区分レベル４,区分レベル５,金額
2022,01_資産の部,02_固定資産,17_投資その他の資産,25_公営企業会計出資金,46_公営企業会計出資金,"22,028"
2022,01_資産の部,02_固定資産,17_投資その他の資産,26_長期貸付金,47_長期貸付金,"12,865"
2022,01_資産の部,02_固定資産,17_投資その他の資産,27_貸倒引当金,48_貸倒引当金,-14
2022,01_資産の部,02_固定資産,17_投資その他の資産,28_その他債権,49_その他債権,83
2022,01_資産の部,02_固定資産,17_投資その他の資産,29_基金積立金（固定資産）,50_減債基金（固定資産）,"12,091"
2022,01_資産の部,02_固定資産,17_投資その他の資産,29_基金積立金（固定資産）,51_特定目的基金（固定資産）,"17,117"
2022,01_資産の部,02_固定資産,17_投資その他の資産,29_基金積立金（固定資産）,52_定額運用基金（固定資産）,"3,182"
2022,01_資産の部,02_固定資産,17_投資その他の資産,30_その他投資等,53_その他投資等,"1,997"
2022,01_資産の部,02_固定資産,18_端数調整,31_端数調整,54_端数調整,14
2022,02_負債の部,03_流動負債,19_還付未済金,32_還付未済金,55_還付未済金,49
2022,02_負債の部,03_流動負債,20_都債（流動負債）,33_都債（流動負債）,56_都債（流動負債）,"3,942"
2022,02_負債の部,03_流動負債,21_短期借入金,34_他会計借入金（流動負債）,57_他会計借入金（流動負債）,15
2022,02_負債の部,03_流動負債,21_短期借入金,35_基金運用金（流動負債）,58_基金運用金（流動負債）,0
2022,02_負債の部,03_流動負債,21_短期借入金,36_その他短期借入金,59_その他短期借入金,0
2022,02_負債の部,03_流動負債,22_リース債務,37_リース債務（流動負債）,60_リース債務（流動負債）,1
2022,02_負債の部,03_流動負債,23_未払金,38_支払繰延,61_支払繰延,0
2022,02_負債の部,03_流動負債,23_未払金,39_未払保証債務,62_未払保証債務,0
2022,02_負債の部,03_流動負債,23_未払金,40_その他未払金,63_その他未払金,0
2022,02_負債の部,03_流動負債,24_賞与引当金,41_賞与引当金,64_賞与引当金,"1,152"
2022,02_負債の部,03_流動負債,25_その他流動負債,42_その他流動負債,65_その他流動負債,0
2022,02_負債の部,03_流動負債,26_端数調整,43_端数調整,66_端数調整,2
2022,02_負債の部,04_固定負債,27_都債（固定負債）,44_都債（固定負債）,67_都債（固定負債）,"50,307"
2022,02_負債の部,04_固定負債,28_長期借入金,45_他会計借入金（固定負債）,68_他会計借入金（固定負債）,72
2022,02_負債の部,04_固定負債,28_長期借入金,46_基金運用金（固定負債）,69_基金運用金（固定負債）,0
2022,02_負債の部,04_固定負債,28_長期借入金,47_その他長期借入金,70_その他長期借入金,3
2022,02_負債の部,04_固定負債,29_リース債務,48_リース債務（固定負債）,71_リース債務（固定負債）,0
2022,02_負債の部,04_固定負債,30_退職給与引当金,49_退職給与引当金,72_退職給与引当金,"9,442"
2022,02_負債の部,04_固定負債,31_その他引当金,50_その他引当金,73_その他引当金,0
2022,02_負債の部,04_固定負債,32_その他固定負債,51_預り保証金,74_預り保証金,0
2022,02_負債の部,04_固定負債,32_その他固定負債,52_その他固定負債,75_その他固定負債,200
2022,02_負債の部,04_固定負債,33_端数調整,53_端数調整,76_端数調整,2
2022,03_正味財産の部,05_正味財産,34_正味財産,54_正味財産,77_正味財産,"297,846"
2021,01_資産の部,01_流動資産,01_現金預金,01_現金預金,01_現金預金,"5,730"
2021,01_資産の部,01_流動資産,02_収入未済,02_収入未済,02_収入未済,723
2021,01_資産の部,01_流動資産,03_不納欠損引当金,03_不納欠損引当金,03_不納欠損引当金,-44
2021,01_資産の部,01_流動資産,04_基金積立金(流動資産）,04_財政調整基金（流動資産）,04_財政調整基金（流動資産）,"7,272"
2021,01_資産の部,01_流動資産,04_基金積立金(流動資産）,05_減債基金（流動資産）,05_減債基金（流動資産）,"2,980"
2021,01_資産の部,01_流動資産,05_短期貸付金,06_短期貸付金,06_短期貸付金,"1,325"
2021,01_資産の部,01_流動資産,06_貸倒引当金,07_貸倒引当金,07_貸倒引当金,-8
2021,01_資産の部,01_流動資産,07_その他流動資産,08_その他流動資産,08_その他流動資産,0
2021,01_資産の部,01_流動資産,08_端数調整,09_端数調整,09_端数調整,2
2021,01_資産の部,02_固定資産,09_行政財産,10_有形固定資産(行政財産）,10_建物(行政財産）,"23,904"
2021,01_資産の部,02_固定資産,09_行政財産,10_有形固定資産(行政財産）,11_工作物（行政財産）,"2,901"
2021,01_資産の部,02_固定資産,09_行政財産,10_有形固定資産(行政財産）,12_立木（行政財産）,7
2021,01_資産の部,02_固定資産,09_行政財産,10_有形固定資産(行政財産）,13_船舶等（行政財産）,0
2021,01_資産の部,02_固定資産,09_行政財産,10_有形固定資産(行政財産）,14_船舶（行政財産）,49
2021,01_資産の部,02_固定資産,09_行政財産,10_有形固定資産(行政財産）,15_航空機（行政財産）,49
2021,01_資産の部,02_固定資産,09_行政財産,10_有形固定資産(行政財産）,16_浮標等（行政財産）,29
2021,01_資産の部,02_固定資産,09_行政財産,10_有形固定資産(行政財産）,17_土地（行政財産）,"53,797"
2021,01_資産の部,02_固定資産,09_行政財産,11_無形固定資産（行政財産）,18_地上権（行政財産）,54
2021,01_資産の部,02_固定資産,09_行政財産,11_無形固定資産（行政財産）,19_その他無形固定資産（行政財産）,0
2021,01_資産の部,02_固定資産,10_普通財産,12_有形固定資産（普通財産）,20_建物（普通財産）,"3,444"
2021,01_資産の部,02_固定資産,10_普通財産,12_有形固定資産（普通財産）,21_工作物（普通財産）,447
2021,01_資産の部,02_固定資産,10_普通財産,12_有形固定資産（普通財産）,22_立木（普通財産）,0
2021,01_資産の部,02_固定資産,10_普通財産,12_有形固定資産（普通財産）,23_船舶等（普通財産）,0
2021,01_資産の部,02_固定資産,10_普通財産,12_有形固定資産（普通財産）,24_船舶（普通財産）,0
2021,01_資産の部,02_固定資産,10_普通財産,12_有形固定資産（普通財産）,25_航空機（普通財産）,0
2021,01_資産の部,02_固定資産,10_普通財産,12_有形固定資産（普通財産）,26_浮標等（普通財産）,0
2021,01_資産の部,02_固定資産,10_普通財産,12_有形固定資産（普通財産）,27_土地（普通財産）,"11,113"
2021,01_資産の部,02_固定資産,10_普通財産,13_無形固定資産（普通財産）,28_地上権（普通財産）,3
2021,01_資産の部,02_固定資産,10_普通財産,13_無形固定資産（普通財産）,29_その他無形固定資産（普通財産）,118
2021,01_資産の部,02_固定資産,11_重要物品,14_重要物品,30_重要物品,748
2021,01_資産の部,02_固定資産,12_インフラ資産,15_有形固定資産（インフラ）,31_土地以外（インフラ）,0
2021,01_資産の部,02_固定資産,12_インフラ資産,15_有形固定資産（インフラ）,32_建物（インフラ）,520
2021,01_資産の部,02_固定資産,12_インフラ資産,15_有形固定資産（インフラ）,33_工作物（インフラ）,"20,324"
2021,01_資産の部,02_固定資産,12_インフラ資産,15_有形固定資産（インフラ）,34_浮標等（インフラ）,5
2021,01_資産の部,02_固定資産,12_インフラ資産,15_有形固定資産（インフラ）,35_土地（インフラ）,"129,245"
2021,01_資産の部,02_固定資産,12_インフラ資産,16_無形固定資産（インフラ）,36_地上権（インフラ）,148
2021,01_資産の部,02_固定資産,12_インフラ資産,16_無形固定資産（インフラ）,37_その他無形固定資産（インフラ）,0
2021,01_資産の部,02_固定資産,13_ソフトウェア,17_ソフトウェア,38_ソフトウェア,73
2021,01_資産の部,02_固定資産,14_リース資産,18_リース資産,39_リース資産,11
2021,01_資産の部,02_固定資産,15_建設仮勘定,19_建設仮勘定,40_建設仮勘定,"13,634"
2021,01_資産の部,02_固定資産,16_ソフトウェア仮勘定,20_ソフトウェア仮勘定,41_ソフトウェア仮勘定,7
2021,01_資産の部,02_固定資産,17_投資その他の資産,21_有価証券及出資金,42_有価証券及出資金,0
2021,01_資産の部,02_固定資産,17_投資その他の資産,22_有価証券,43_有価証券,"2,389"
2021,01_資産の部,02_固定資産,17_投資その他の資産,23_出資金及出捐金,44_出資金及出捐金,"6,961"
2021,01_資産の部,02_固定資産,17_投資その他の資産,24_投資損失引当金,45_投資損失引当金,-136
2021,01_資産の部,02_固定資産,17_投資その他の資産,25_公営企業会計出資金,46_公営企業会計出資金,"22,571"
2021,01_資産の部,02_固定資産,17_投資その他の資産,26_長期貸付金,47_長期貸付金,"13,043"
2021,01_資産の部,02_固定資産,17_投資その他の資産,27_貸倒引当金,48_貸倒引当金,-17
2021,01_資産の部,02_固定資産,17_投資その他の資産,28_その他債権,49_その他債権,89
2021,01_資産の部,02_固定資産,17_投資その他の資産,29_基金積立金（固定資産）,50_減債基金（固定資産）,"12,456"
2021,01_資産の部,02_固定資産,17_投資その他の資産,29_基金積立金（固定資産）,51_特定目的基金（固定資産）,"14,599"
2021,01_資産の部,02_固定資産,17_投資その他の資産,29_基金積立金（固定資産）,52_定額運用基金（固定資産）,"3,169"
2021,01_資産の部,02_固定資産,17_投資その他の資産,30_その他投資等,53_その他投資等,"1,638"
2021,01_資産の部,02_固定資産,18_端数調整,31_端数調整,54_端数調整,16
2021,02_負債の部,03_流動負債,19_還付未済金,32_還付未済金,55_還付未済金,21
2021,02_負債の部,03_流動負債,20_都債（流動負債）,33_都債（流動負債）,56_都債（流動負債）,"3,427"
2021,02_負債の部,03_流動負債,21_短期借入金,34_他会計借入金（流動負債）,57_他会計借入金（流動負債）,18
2021,02_負債の部,03_流動負債,21_短期借入金,35_基金運用金（流動負債）,58_基金運用金（流動負債）,0
2021,02_負債の部,03_流動負債,21_短期借入金,36_その他短期借入金,59_その他短期借入金,0
2021,02_負債の部,03_流動負債,22_リース債務,37_リース債務（流動負債）,60_リース債務（流動負債）,1
2021,02_負債の部,03_流動負債,23_未払金,38_支払繰延,61_支払繰延,0
2021,02_負債の部,03_流動負債,23_未払金,39_未払保証債務,62_未払保証債務,0
2021,02_負債の部,03_流動負債,23_未払金,40_その他未払金,63_その他未払金,0
2021,02_負債の部,03_流動負債,24_賞与引当金,41_賞与引当金,64_賞与引当金,"1,118"
2021,02_負債の部,03_流動負債,25_その他流動負債,42_その他流動負債,65_その他流動負債,0
2021,02_負債の部,03_流動負債,26_端数調整,43_端数調整,66_端数調整,3
2021,02_負債の部,04_固定負債,27_都債（固定負債）,44_都債（固定負債）,67_都債（固定負債）,"51,492"
2021,02_負債の部,04_固定負債,28_長期借入金,45_他会計借入金（固定負債）,68_他会計借入金（固定負債）,65
2021,02_負債の部,04_固定負債,28_長期借入金,46_基金運用金（固定負債）,69_基金運用金（固定負債）,0
2021,02_負債の部,04_固定負債,28_長期借入金,47_その他長期借入金,70_その他長期借入金,3
2021,02_負債の部,04_固定負債,29_リース債務,48_リース債務（固定負債）,71_リース債務（固定負債）,1
2021,02_負債の部,04_固定負債,30_退職給与引当金,49_退職給与引当金,72_退職給与引当金,"9,472"
2021,02_負債の部,04_固定負債,31_その他引当金,50_その他引当金,73_その他引当金,0
2021,02_負債の部,04_固定負債,32_その他固定負債,51_預り保証金,74_預り保証金,0
2021,02_負債の部,04_固定負債,32_その他固定負債,52_その他固定負債,75_その他固定負債,200
2021,02_負債の部,04_固定負債,33_端数調整,53_端数調整,76_端数調整,2
2021,03_正味財産の部,05_正味財産,34_正味財産,54_正味財産,77_正味財産,"289,565"
2020,01_資産の部,01_流動資産,01_現金預金,01_現金預金,01_現金預金,"4,679"
2020,01_資産の部,01_流動資産,02_収入未済,02_収入未済,02_収入未済,"1,119"
2020,01_資産の部,01_流動資産,03_不納欠損引当金,03_不納欠損引当金,03_不納欠損引当金,-118
2020,01_資産の部,01_流動資産,04_基金積立金(流動資産）,04_財政調整基金（流動資産）,04_財政調整基金（流動資産）,"5,327"
2020,01_資産の部,01_流動資産,04_基金積立金(流動資産）,05_減債基金（流動資産）,05_減債基金（流動資産）,"2,898"
2020,01_資産の部,01_流動資産,05_短期貸付金,06_短期貸付金,06_短期貸付金,"1,378"
2020,01_資産の部,01_流動資産,06_貸倒引当金,07_貸倒引当金,07_貸倒引当金,-8
2020,01_資産の部,01_流動資産,07_その他流動資産,08_その他流動資産,08_その他流動資産,0
2020,01_資産の部,01_流動資産,08_端数調整,09_端数調整,09_端数調整,1
2020,01_資産の部,02_固定資産,09_行政財産,10_有形固定資産(行政財産）,10_建物(行政財産）,"24,125"
2020,01_資産の部,02_固定資産,09_行政財産,10_有形固定資産(行政財産）,11_工作物（行政財産）,"2,928"
2020,01_資産の部,02_固定資産,09_行政財産,10_有形固定資産(行政財産）,12_立木（行政財産）,6
2020,01_資産の部,02_固定資産,09_行政財産,10_有形固定資産(行政財産）,13_船舶等（行政財産）,0
2020,01_資産の部,02_固定資産,09_行政財産,10_有形固定資産(行政財産）,14_船舶（行政財産）,61
2020,01_資産の部,02_固定資産,09_行政財産,10_有形固定資産(行政財産）,15_航空機（行政財産）,67
2020,01_資産の部,02_固定資産,09_行政財産,10_有形固定資産(行政財産）,16_浮標等（行政財産）,32
2020,01_資産の部,02_固定資産,09_行政財産,10_有形固定資産(行政財産）,17_土地（行政財産）,"53,564"
2020,01_資産の部,02_固定資産,09_行政財産,11_無形固定資産（行政財産）,18_地上権（行政財産）,54
2020,01_資産の部,02_固定資産,09_行政財産,11_無形固定資産（行政財産）,19_その他無形固定資産（行政財産）,0
2020,01_資産の部,02_固定資産,10_普通財産,12_有形固定資産（普通財産）,20_建物（普通財産）,"3,440"
2020,01_資産の部,02_固定資産,10_普通財産,12_有形固定資産（普通財産）,21_工作物（普通財産）,463
2020,01_資産の部,02_固定資産,10_普通財産,12_有形固定資産（普通財産）,22_立木（普通財産）,0
2020,01_資産の部,02_固定資産,10_普通財産,12_有形固定資産（普通財産）,23_船舶等（普通財産）,0
2020,01_資産の部,02_固定資産,10_普通財産,12_有形固定資産（普通財産）,24_船舶（普通財産）,0
2020,01_資産の部,02_固定資産,10_普通財産,12_有形固定資産（普通財産）,25_航空機（普通財産）,0
2020,01_資産の部,02_固定資産,10_普通財産,12_有形固定資産（普通財産）,26_浮標等（普通財産）,0
2020,01_資産の部,02_固定資産,10_普通財産,12_有形固定資産（普通財産）,27_土地（普通財産）,"11,218"
2020,01_資産の部,02_固定資産,10_普通財産,13_無形固定資産（普通財産）,28_地上権（普通財産）,3
2020,01_資産の部,02_固定資産,10_普通財産,13_無形固定資産（普通財産）,29_その他無形固定資産（普通財産）,111
2020,01_資産の部,02_固定資産,11_重要物品,14_重要物品,30_重要物品,764
2020,01_資産の部,02_固定資産,12_インフラ資産,15_有形固定資産（インフラ）,31_土地以外（インフラ）,0
2020,01_資産の部,02_固定資産,12_インフラ資産,15_有形固定資産（インフラ）,32_建物（インフラ）,540
2020,01_資産の部,02_固定資産,12_インフラ資産,15_有形固定資産（インフラ）,33_工作物（インフラ）,"20,439"
2020,01_資産の部,02_固定資産,12_インフラ資産,15_有形固定資産（インフラ）,34_浮標等（インフラ）,6
2020,01_資産の部,02_固定資産,12_インフラ資産,15_有形固定資産（インフラ）,35_土地（インフラ）,"128,585"
2020,01_資産の部,02_固定資産,12_インフラ資産,16_無形固定資産（インフラ）,36_地上権（インフラ）,148
2020,01_資産の部,02_固定資産,12_インフラ資産,16_無形固定資産（インフラ）,37_その他無形固定資産（インフラ）,0
2020,01_資産の部,02_固定資産,13_ソフトウェア,17_ソフトウェア,38_ソフトウェア,74
2020,01_資産の部,02_固定資産,14_リース資産,18_リース資産,39_リース資産,11
2020,01_資産の部,02_固定資産,15_建設仮勘定,19_建設仮勘定,40_建設仮勘定,"13,057"
2020,01_資産の部,02_固定資産,16_ソフトウェア仮勘定,20_ソフトウェア仮勘定,41_ソフトウェア仮勘定,7
2020,01_資産の部,02_固定資産,17_投資その他の資産,21_有価証券及出資金,42_有価証券及出資金,0
2020,01_資産の部,02_固定資産,17_投資その他の資産,22_有価証券,43_有価証券,"2,389"
2020,01_資産の部,02_固定資産,17_投資その他の資産,23_出資金及出捐金,44_出資金及出捐金,"6,819"
2020,01_資産の部,02_固定資産,17_投資その他の資産,24_投資損失引当金,45_投資損失引当金,0
2020,01_資産の部,02_固定資産,17_投資その他の資産,25_公営企業会計出資金,46_公営企業会計出資金,"22,306"
2020,01_資産の部,02_固定資産,17_投資その他の資産,26_長期貸付金,47_長期貸付金,"13,132"
2020,01_資産の部,02_固定資産,17_投資その他の資産,27_貸倒引当金,48_貸倒引当金,-19
2020,01_資産の部,02_固定資産,17_投資その他の資産,28_その他債権,49_その他債権,93
2020,01_資産の部,02_固定資産,17_投資その他の資産,29_基金積立金（固定資産）,50_減債基金（固定資産）,"12,725"
2020,01_資産の部,02_固定資産,17_投資その他の資産,29_基金積立金（固定資産）,51_特定目的基金（固定資産）,"17,089"
2020,01_資産の部,02_固定資産,17_投資その他の資産,29_基金積立金（固定資産）,52_定額運用基金（固定資産）,"3,156"
2020,01_資産の部,02_固定資産,17_投資その他の資産,30_その他投資等,53_その他投資等,"1,673"
2020,01_資産の部,02_固定資産,18_端数調整,31_端数調整,54_端数調整,18
2020,02_負債の部,03_流動負債,19_還付未済金,32_還付未済金,55_還付未済金,22
2020,02_負債の部,03_流動負債,20_都債（流動負債）,33_都債（流動負債）,56_都債（流動負債）,"3,379"
2020,02_負債の部,03_流動負債,21_短期借入金,34_他会計借入金（流動負債）,57_他会計借入金（流動負債）,22
2020,02_負債の部,03_流動負債,21_短期借入金,35_基金運用金（流動負債）,58_基金運用金（流動負債）,0
2020,02_負債の部,03_流動負債,21_短期借入金,36_その他短期借入金,59_その他短期借入金,0
2020,02_負債の部,03_流動負債,22_リース債務,37_リース債務（流動負債）,60_リース債務（流動負債）,1
2020,02_負債の部,03_流動負債,23_未払金,38_支払繰延,61_支払繰延,0
2020,02_負債の部,03_流動負債,23_未払金,39_未払保証債務,62_未払保証債務,0
2020,02_負債の部,03_流動負債,23_未払金,40_その他未払金,63_その他未払金,0
2020,02_負債の部,03_流動負債,24_賞与引当金,41_賞与引当金,64_賞与引当金,"1,134"
2020,02_負債の部,03_流動負債,25_その他流動負債,42_その他流動負債,65_その他流動負債,7
2020,02_負債の部,03_流動負債,26_端数調整,43_端数調整,66_端数調整,2
2020,02_負債の部,04_固定負債,27_都債（固定負債）,44_都債（固定負債）,67_都債（固定負債）,"52,421"
2020,02_負債の部,04_固定負債,28_長期借入金,45_他会計借入金（固定負債）,68_他会計借入金（固定負債）,64
2020,02_負債の部,04_固定負債,28_長期借入金,46_基金運用金（固定負債）,69_基金運用金（固定負債）,0
2020,02_負債の部,04_固定負債,28_長期借入金,47_その他長期借入金,70_その他長期借入金,3
2020,02_負債の部,04_固定負債,29_リース債務,48_リース債務（固定負債）,71_リース債務（固定負債）,3
2020,02_負債の部,04_固定負債,30_退職給与引当金,49_退職給与引当金,72_退職給与引当金,"9,521"
2020,02_負債の部,04_固定負債,31_その他引当金,50_その他引当金,73_その他引当金,0
2020,02_負債の部,04_固定負債,32_その他固定負債,51_預り保証金,74_預り保証金,0
2020,02_負債の部,04_固定負債,32_その他固定負債,52_その他固定負債,75_その他固定負債,200
2020,02_負債の部,04_固定負債,33_端数調整,53_端数調整,76_端数調整,3
2020,03_正味財産の部,05_正味財産,34_正味財産,54_正味財産,77_正味財産,"287,578"
2019,01_資産の部,01_流動資産,01_現金預金,01_現金預金,01_現金預金,"5,539"
2019,01_資産の部,01_流動資産,02_収入未済,02_収入未済,02_収入未済,671
2019,01_資産の部,01_流動資産,03_不納欠損引当金,03_不納欠損引当金,03_不納欠損引当金,-80
2019,01_資産の部,01_流動資産,04_基金積立金(流動資産）,04_財政調整基金（流動資産）,04_財政調整基金（流動資産）,"9,344"
2019,01_資産の部,01_流動資産,04_基金積立金(流動資産）,05_減債基金（流動資産）,05_減債基金（流動資産）,"2,806"
2019,01_資産の部,01_流動資産,05_短期貸付金,06_短期貸付金,06_短期貸付金,"1,054"
2019,01_資産の部,01_流動資産,06_貸倒引当金,07_貸倒引当金,07_貸倒引当金,-8
2019,01_資産の部,01_流動資産,07_その他流動資産,08_その他流動資産,08_その他流動資産,0
2019,01_資産の部,01_流動資産,08_端数調整,09_端数調整,09_端数調整,2
2019,01_資産の部,02_固定資産,09_行政財産,10_有形固定資産(行政財産）,10_建物(行政財産）,"23,894"
2019,01_資産の部,02_固定資産,09_行政財産,10_有形固定資産(行政財産）,11_工作物（行政財産）,"2,884"
2019,01_資産の部,02_固定資産,09_行政財産,10_有形固定資産(行政財産）,12_立木（行政財産）,6
2019,01_資産の部,02_固定資産,09_行政財産,10_有形固定資産(行政財産）,13_船舶等（行政財産）,0
2019,01_資産の部,02_固定資産,09_行政財産,10_有形固定資産(行政財産）,14_船舶（行政財産）,76
2019,01_資産の部,02_固定資産,09_行政財産,10_有形固定資産(行政財産）,15_航空機（行政財産）,42
2019,01_資産の部,02_固定資産,09_行政財産,10_有形固定資産(行政財産）,16_浮標等（行政財産）,24
2019,01_資産の部,02_固定資産,09_行政財産,10_有形固定資産(行政財産）,17_土地（行政財産）,"52,998"
2019,01_資産の部,02_固定資産,09_行政財産,11_無形固定資産（行政財産）,18_地上権（行政財産）,54
2019,01_資産の部,02_固定資産,09_行政財産,11_無形固定資産（行政財産）,19_その他無形固定資産（行政財産）,0
2019,01_資産の部,02_固定資産,10_普通財産,12_有形固定資産（普通財産）,20_建物（普通財産）,"3,613"
2019,01_資産の部,02_固定資産,10_普通財産,12_有形固定資産（普通財産）,21_工作物（普通財産）,483
2019,01_資産の部,02_固定資産,10_普通財産,12_有形固定資産（普通財産）,22_立木（普通財産）,0
2019,01_資産の部,02_固定資産,10_普通財産,12_有形固定資産（普通財産）,23_船舶等（普通財産）,0
2019,01_資産の部,02_固定資産,10_普通財産,12_有形固定資産（普通財産）,24_船舶（普通財産）,0
2019,01_資産の部,02_固定資産,10_普通財産,12_有形固定資産（普通財産）,25_航空機（普通財産）,0
2019,01_資産の部,02_固定資産,10_普通財産,12_有形固定資産（普通財産）,26_浮標等（普通財産）,0
2019,01_資産の部,02_固定資産,10_普通財産,12_有形固定資産（普通財産）,27_土地（普通財産）,"11,768"
2019,01_資産の部,02_固定資産,10_普通財産,13_無形固定資産（普通財産）,28_地上権（普通財産）,3
2019,01_資産の部,02_固定資産,10_普通財産,13_無形固定資産（普通財産）,29_その他無形固定資産（普通財産）,106
2019,01_資産の部,02_固定資産,11_重要物品,14_重要物品,30_重要物品,740
2019,01_資産の部,02_固定資産,12_インフラ資産,15_有形固定資産（インフラ）,31_土地以外（インフラ）,0
2019,01_資産の部,02_固定資産,12_インフラ資産,15_有形固定資産（インフラ）,32_建物（インフラ）,465
2019,01_資産の部,02_固定資産,12_インフラ資産,15_有形固定資産（インフラ）,33_工作物（インフラ）,"19,945"
2019,01_資産の部,02_固定資産,12_インフラ資産,15_有形固定資産（インフラ）,34_浮標等（インフラ）,7
2019,01_資産の部,02_固定資産,12_インフラ資産,15_有形固定資産（インフラ）,35_土地（インフラ）,"126,975"
2019,01_資産の部,02_固定資産,12_インフラ資産,16_無形固定資産（インフラ）,36_地上権（インフラ）,148
2019,01_資産の部,02_固定資産,12_インフラ資産,16_無形固定資産（インフラ）,37_その他無形固定資産（インフラ）,0
