地域階層,地域コード,地域,人口／総数,人口／男,人口／女,性比（女100に対する男の割合）,人口総数に対する割合（％）,面積（ｋm2）注１）,人口密度（1ｋm2当たり）,前月人口との増減,＜参考値＞世帯数
4,13205,青梅市,133500,66648,66852,99.7,0.95,103.31,1292,-94,56618
4,13206,府中市,262829,131437,131392,100,1.87,29.43,8931,-89,124080
4,13207,昭島市,113893,56615,57278,98.8,0.81,17.34,6568,-58,52182
4,13208,調布市,242792,117153,125639,93.2,1.73,21.58,11251,174,121040
4,13209,町田市,430991,210461,220530,95.4,3.07,71.55,6024,-146,192272
4,13210,小金井市,126254,61857,64397,96.1,0.9,11.3,11173,149,63242
4,13211,小平市,199095,97622,101473,96.2,1.42,20.51,9707,163,91639
4,13212,日野市,190391,94863,95528,99.3,1.36,27.55,6911,0,90488
4,13213,東村山市,151908,73870,78038,94.7,1.08,17.14,8863,90,68588
4,13214,国分寺市,129437,63108,66329,95.1,0.92,11.46,11295,98,64043
4,13215,国立市,77060,37478,39582,94.7,0.55,8.15,9455,-27,38267
4,13218,福生市,56395,28025,28370,98.8,0.4,10.16,5551,11,28190
4,13219,狛江市,84724,41010,43714,93.8,0.6,6.39,13259,-72,42600
4,13220,東大和市,83920,41010,42910,95.6,0.6,13.42,6253,22,36385
4,13221,清瀬市,76257,36556,39701,92.1,0.54,10.23,7454,31,35049
4,13222,東久留米市,115306,55642,59664,93.3,0.82,12.88,8952,51,51285
4,13223,武蔵村山市,70755,35218,35537,99.1,0.5,15.32,4618,-33,29990
4,13224,多摩市,146848,71570,75278,95.1,1.05,21.01,6989,-22,68451
4,13225,稲城市,93282,46939,46343,101.3,0.66,17.97,5191,48,39998
4,13227,羽村市,54245,27396,26849,102,0.39,9.9,5479,29,23825
4,13228,あきる野市,79279,39207,40072,97.8,0.56,73.47,1079,-30,31947
4,13229,西東京市,207484,101076,106408,95,1.48,15.75,13174,118,97101
1,13550,町村部　注２）,79873,40524,39349,103,0.57,782.55,102,38,34636
2,13300,郡部,55447,27621,27826,99.3,0.39,375.86,148,45,21852
4,13303,瑞穂町,31760,15993,15767,101.4,0.23,16.85,1885,50,13025
4,13305,日の出町,16964,8276,8688,95.3,0.12,28.07,604,15,6017
4,13307,檜原村,1992,972,1020,95.3,0.01,105.41,19,-6,830
4,13308,奥多摩町,4731,2380,2351,101.2,0.03,225.53,21,-14,1980
2,13350,島部,24426,12903,11523,112,0.17,406.69,60,-7,12784
3,13360,大島支庁,11705,6014,5691,105.7,0.08,141,83,5,5864
4,13361,大島町,7097,3667,3430,106.9,0.05,90.76,78,7,3706
4,13362,利島村,325,195,130,150,0,4.12,79,-1,192
4,13363,新島村,2433,1201,1232,97.5,0.02,27.54,88,-2,1159
4,13364,神津島村,1850,951,899,105.8,0.01,18.58,100,1,807
3,13380,三宅支庁,2588,1451,1137,127.6,0.02,75.8,34,2,1563
4,13381,三宅村,2271,1271,1000,127.1,0.02,55.26,41,4,1379
4,13382,御蔵島村,317,180,137,131.4,0,20.54,15,-2,184
3,13400,八丈支庁,7196,3630,3566,101.8,0.05,83.01,87,-12,3884
4,13401,八丈町,7027,3528,3499,100.8,0.05,72.23,97,-12,3766
4,13402,青ヶ島村,169,102,67,152.2,0,5.96,28,0,118
3,13420,小笠原支庁,2937,1808,1129,160.1,0.02,106.88,27,-2,1473
4,13421,小笠原村,2937,1808,1129,160.1,0.02,106.88,27,-2,1473
,,,,,,,,,,,
東京都の人口（推計）(補正)_令和２年12月,,,,,,,,,,,
東京都の人口（推計）(補正)令和２年12月1日現在,,,,,,,,,,,
この表は、５年ごとに行われる国勢調査の間の時点における各月の人口を把握するため、令和２年10月１日現在の国勢調査人口（確報値）を基準とし、これに毎月の住民基本台帳人口の増減数を加えて推計したものです。人口総数に対する割合は、四捨五入しているため個々の数を合計しても必ずしも総数に一致しません。なお、世帯数は国勢調査と住民基本台帳上との世帯の定義に若干の相違があるので、参考値として掲げました。,,,,,,,,,,,
注１）面積は、総務局行政部長通知「東京都区市町村別の面積について」による令和２年７月１日時点の数値である。なお、区部には、荒川河口部（1.12k㎡）、中央防波堤埋立地(7.48k㎡）を含み、八丈支庁には、 鳥島（4.79k㎡）、ベヨネース列岩（0.00k㎡）、須美寿島（0.02k㎡）、孀婦岩（0.00k㎡）を含む。,,,,,,,,,,,
注２）町村部は、郡部と島部を含む地域である。,,,,,,,,,,,
地域階層（0:総数　1:区部・市部・町村部　2:郡部・島部　3:支庁　4:区市町村）,,,,,,,,,,,
