年齢,関戸１丁目,,関戸２丁目,,関戸３丁目,,関戸４丁目,,関戸５丁目,,関戸６丁目,,連光寺１丁目,,連光寺２丁目,,連光寺３丁目,,連光寺４丁目,,連光寺５丁目,,連光寺６丁目,,貝取,,乞田,,和田,,百草,,落川,,東寺方,,東寺方１丁目,,一ノ宮１丁目,,一ノ宮２丁目,,一ノ宮３丁目,,一ノ宮４丁目,,桜ヶ丘１丁目,,桜ヶ丘２丁目,,桜ヶ丘３丁目,,桜ヶ丘４丁目,,和田（百草団地）,,聖ヶ丘１丁目,,聖ヶ丘２丁目,,聖ヶ丘３丁目,,聖ヶ丘４丁目,,聖ヶ丘５丁目,,馬引沢１丁目,,馬引沢２丁目,,山王下１丁目,,中沢１丁目,,中沢２丁目,,唐木田１丁目,,諏訪１丁目,,諏訪２丁目,,諏訪３丁目,,諏訪４丁目,,諏訪５丁目,,永山１丁目,,永山２丁目,,永山３丁目,,永山４丁目,,永山５丁目,,永山６丁目,,永山７丁目,,貝取１丁目,,貝取２丁目,,貝取３丁目,,貝取４丁目,,貝取５丁目,,豊ヶ丘１丁目,,豊ヶ丘２丁目,,豊ヶ丘３丁目,,豊ヶ丘４丁目,,豊ヶ丘５丁目,,豊ヶ丘６丁目,,落合１丁目,,落合２丁目,,落合３丁目,,落合４丁目,,落合５丁目,,落合６丁目,,鶴牧１丁目,,鶴牧２丁目,,鶴牧３丁目,,鶴牧４丁目,,鶴牧５丁目,,鶴牧６丁目,,南野１、２丁目,,南野３丁目,,東寺方３丁目,,和田３丁目,,愛宕１丁目,,愛宕２丁目,,愛宕３丁目,,愛宕４丁目,,合計,,
9,4,2,8,9,9,4,9,5,15,10,2,5,33,47,8,18,4,6,0,2,0,0,2,2,5,5,15,12,66,40,7,1,7,7,5,10,5,3,3,7,5,1,1,2,8,14,12,8,4,9,3,4,8,6,1,1,6,5,2,5,6,3,5,5,2,0,5,3,16,17,0,1,5,0,18,13,6,3,18,14,17,22,1,4,6,5,3,0,6,10,14,22,16,17,3,4,9,12,1,9,0,0,11,11,10,12,5,3,5,3,2,4,17,9,15,15,1,8,3,4,6,3,6,3,11,13,19,12,9,13,8,7,9,8,18,9,12,14,13,7,37,32,1,2,4,5,9,3,3,6,6,6,1,1,8,3,3,0,2,2,1,1,5,4,674,637,"1,311"
10,3,5,6,6,9,7,8,4,11,5,2,5,29,21,12,12,7,7,3,0,1,2,4,3,6,3,20,14,57,60,5,1,5,11,5,7,2,5,4,7,6,5,3,6,4,5,4,6,5,2,7,4,2,6,1,2,5,3,6,3,6,5,4,4,1,0,6,4,12,9,1,1,6,5,18,16,5,7,17,19,14,15,5,4,4,7,1,3,3,5,11,9,18,14,5,9,7,6,5,5,0,0,9,7,17,10,7,4,5,7,1,2,10,16,13,7,1,7,1,1,4,3,5,3,11,14,11,10,15,8,6,5,7,16,14,8,11,11,9,8,37,36,2,2,8,5,8,8,1,2,8,9,4,1,4,2,1,2,0,2,0,5,6,7,627,602,"1,229"
11,5,1,9,10,4,8,4,11,7,8,4,4,30,19,12,12,8,3,3,5,1,1,4,0,6,4,9,8,65,49,5,7,7,8,9,10,5,5,7,3,3,9,3,2,8,6,9,8,4,3,8,9,8,5,4,2,4,11,5,2,7,8,2,0,0,1,7,4,6,9,3,2,1,4,11,17,7,10,21,14,9,14,4,5,4,10,0,2,6,6,12,13,12,20,4,6,6,15,9,7,0,0,10,11,11,23,1,6,3,4,1,0,9,11,9,7,0,3,3,0,5,6,2,0,13,10,16,13,10,7,8,9,10,4,13,10,16,14,13,5,42,29,0,2,7,10,7,7,4,3,7,6,0,3,6,1,1,3,3,1,2,2,6,11,629,621,"1,250"
12,2,3,8,9,9,7,4,4,3,2,4,6,34,34,14,17,4,8,4,2,2,1,5,4,6,4,13,9,57,49,5,1,4,3,8,6,3,4,8,9,6,5,5,0,8,1,8,6,11,3,2,7,6,3,3,3,8,3,3,2,6,6,2,3,1,1,5,7,5,5,0,1,5,1,11,15,4,5,24,11,3,9,2,4,5,4,0,2,7,4,11,9,21,11,3,7,4,5,6,8,0,0,8,6,18,8,7,10,4,5,1,1,7,11,12,14,4,8,2,2,5,1,1,3,12,17,15,20,10,7,9,4,10,5,12,9,13,14,9,9,30,31,1,2,3,6,9,8,5,3,6,5,0,2,6,1,2,2,0,2,1,1,9,11,613,561,"1,174"
13,1,5,6,10,11,2,8,8,8,7,5,2,30,25,11,14,9,9,5,0,0,1,3,4,7,5,7,9,58,54,3,4,12,4,7,8,4,3,2,6,0,5,4,0,6,4,8,9,4,2,5,2,7,7,3,0,10,4,5,3,5,6,4,2,1,1,7,7,13,11,0,0,7,4,12,5,9,7,13,17,10,6,2,8,9,4,3,1,5,8,13,10,17,10,3,2,5,5,6,6,0,0,12,4,6,8,6,8,5,3,2,2,11,9,8,11,7,8,2,2,5,5,3,3,6,4,7,11,7,10,11,8,9,7,8,14,12,9,11,10,35,38,3,2,7,5,8,7,4,5,7,6,1,1,3,3,0,3,1,3,1,1,5,9,606,555,"1,161"
14,2,2,5,11,7,8,7,7,7,10,2,5,31,31,23,11,11,7,4,2,2,0,3,3,5,5,12,11,63,54,5,1,9,5,8,6,2,6,9,9,10,6,5,1,7,5,9,4,4,9,4,5,5,6,2,5,8,10,7,5,7,4,0,2,0,0,4,4,6,6,1,1,2,4,5,9,8,7,29,25,5,4,3,2,8,8,3,3,9,8,19,9,13,18,5,5,8,6,7,4,0,0,7,10,12,20,5,4,6,5,1,0,14,7,11,14,6,4,4,2,6,3,2,4,8,6,12,12,10,15,9,8,12,10,8,12,13,15,11,13,31,36,8,3,11,9,9,7,3,3,3,9,2,4,3,2,2,1,1,1,3,2,6,9,659,629,"1,288"
15,6,3,10,14,13,8,7,6,7,5,5,4,16,20,10,13,7,16,2,3,0,0,2,4,1,3,12,7,63,63,1,4,8,9,10,2,3,5,2,2,3,4,4,0,3,7,11,9,3,6,2,2,7,6,3,0,8,9,4,5,9,8,4,3,1,1,8,2,8,7,1,1,5,1,4,9,7,8,28,21,4,8,5,4,8,7,3,2,7,6,10,15,18,11,8,8,5,8,7,4,0,0,4,3,20,15,8,7,4,4,0,4,12,16,13,8,6,5,3,1,4,2,3,1,7,11,14,11,9,9,10,10,7,8,5,8,11,13,7,10,30,27,4,1,10,6,9,10,3,3,3,6,0,2,3,3,7,2,1,1,3,4,7,5,610,589,"1,199"
16,5,4,11,8,6,10,7,5,8,4,4,4,18,17,17,25,10,10,5,1,0,0,4,3,5,7,14,11,53,54,2,2,3,5,6,4,5,8,4,6,2,6,1,5,7,5,9,8,4,6,9,1,10,4,4,4,11,9,9,7,15,4,2,4,1,1,5,7,13,13,0,1,5,5,14,10,2,7,21,17,15,9,5,4,5,5,2,4,6,8,8,11,19,13,7,5,7,7,5,1,0,0,12,5,12,11,5,8,3,7,3,1,13,20,14,7,6,6,0,3,3,5,3,1,6,8,13,11,9,16,7,9,9,7,9,12,11,16,11,11,26,17,3,2,12,6,4,6,2,2,8,9,0,3,3,3,5,2,3,4,4,1,9,6,638,604,"1,242"
17,2,3,7,13,5,12,9,3,8,6,8,2,26,13,22,17,10,8,4,1,0,0,8,7,8,2,11,5,56,52,4,3,9,7,6,10,4,3,2,3,3,4,2,5,7,1,4,5,4,4,4,7,6,6,3,0,9,9,9,5,9,10,7,0,0,0,6,9,5,5,2,1,4,2,10,9,10,11,20,21,10,8,6,3,11,9,4,5,10,5,13,12,10,9,6,7,10,11,7,4,0,0,6,5,14,25,2,8,2,5,2,1,10,16,15,11,4,10,4,1,2,5,7,3,7,10,11,10,6,8,15,7,11,12,6,12,6,12,12,7,13,25,3,3,11,9,9,8,4,1,5,3,3,2,5,2,4,1,2,1,2,3,11,13,634,596,"1,230"
18,6,2,5,11,10,10,7,2,3,7,6,5,25,21,19,12,10,14,2,2,4,1,5,4,6,6,14,11,77,54,8,5,5,3,4,7,8,7,7,6,6,5,2,0,7,13,12,10,2,6,5,1,7,7,4,0,8,8,4,5,11,8,1,2,0,0,7,7,14,11,1,5,3,1,4,7,8,10,28,19,6,4,6,7,9,10,3,5,11,9,11,11,12,10,8,3,9,7,9,12,0,0,10,5,3,10,8,11,3,2,4,1,10,14,13,19,5,5,1,1,6,2,2,4,11,9,5,8,5,9,7,9,7,9,9,6,8,11,9,6,14,18,1,4,10,6,7,17,7,3,6,3,2,7,8,3,1,5,1,0,6,4,13,8,651,612,"1,263"
19,3,9,10,11,6,10,10,10,6,7,3,5,15,15,18,20,7,6,3,3,2,0,4,2,5,2,13,12,56,46,2,5,10,4,4,8,5,4,9,16,10,3,2,6,12,11,15,4,3,6,10,8,9,11,1,1,8,18,1,4,13,13,0,1,2,0,11,9,15,11,7,18,1,11,3,6,5,16,28,25,11,11,15,5,6,10,1,4,14,12,12,16,7,15,5,4,10,6,10,8,0,0,8,10,23,23,4,7,5,2,2,1,23,16,5,6,10,5,1,2,4,4,2,4,12,8,15,9,8,12,7,8,9,7,14,10,10,4,8,10,7,18,3,6,3,2,8,13,13,2,5,4,1,0,3,3,2,4,1,1,4,1,12,7,670,677,"1,347"
20,2,8,10,25,8,11,5,9,7,8,6,7,15,11,20,14,12,6,4,5,3,1,5,2,8,6,21,21,73,63,5,3,10,6,6,2,7,5,15,13,6,8,3,7,20,22,13,9,5,4,2,11,11,10,2,3,13,8,4,2,10,5,1,1,1,0,11,8,15,13,7,13,10,7,5,10,9,9,26,37,10,10,11,2,6,8,4,0,17,13,13,15,10,10,12,2,11,6,13,11,0,0,8,15,12,17,6,5,3,2,1,1,22,29,12,12,13,8,2,3,6,8,2,4,13,12,12,9,15,5,6,12,13,7,28,7,8,16,10,15,21,18,4,3,7,9,5,7,12,4,2,2,3,2,5,5,4,0,3,3,4,2,21,14,806,746,"1,552"
21,2,4,24,27,9,9,15,16,7,5,7,3,14,17,26,17,12,9,2,0,0,2,5,2,5,6,22,17,88,65,5,4,6,6,11,3,8,7,19,10,9,12,6,9,24,17,15,7,5,2,3,8,12,19,2,5,9,13,7,3,7,11,4,3,0,0,7,11,19,15,12,10,19,7,8,12,8,12,16,35,7,7,18,3,8,11,3,2,6,15,17,21,12,5,3,8,4,10,12,12,0,0,7,13,15,15,8,7,3,2,1,1,19,24,21,16,3,12,2,2,4,1,3,5,17,8,12,11,9,18,5,13,13,10,17,4,19,10,9,17,13,15,3,3,11,2,12,18,9,13,3,3,3,3,5,3,1,2,2,2,1,1,15,16,834,804,"1,638"
22,2,6,24,17,11,12,10,14,9,7,3,4,12,15,13,14,12,14,1,0,2,1,4,4,7,7,25,21,66,56,6,2,7,3,13,9,7,6,27,11,19,18,8,13,21,20,14,4,6,5,4,5,3,9,3,5,10,14,4,5,11,8,1,1,1,1,16,11,17,14,10,8,14,10,10,11,10,22,26,35,4,14,10,4,12,9,1,4,7,25,12,22,12,13,7,6,12,9,13,6,0,0,14,15,14,8,4,6,6,3,2,4,24,19,10,15,1,5,1,0,3,2,3,5,23,20,6,9,20,13,5,8,6,4,12,10,16,15,17,11,11,10,1,3,4,6,13,12,8,6,1,7,1,3,7,4,1,1,1,1,4,2,11,18,809,799,"1,608"
23,6,3,25,17,11,13,14,11,9,11,5,3,14,16,16,13,11,9,0,0,3,1,9,9,10,2,23,24,79,48,7,5,7,11,10,11,12,11,22,21,15,9,5,12,14,15,17,14,2,3,4,4,13,10,5,3,12,11,4,6,5,7,1,0,0,0,13,16,18,15,14,7,16,14,12,20,17,14,23,20,9,13,5,11,8,10,3,0,12,25,15,17,11,11,4,6,9,3,7,7,0,0,11,8,12,15,6,4,3,2,2,1,14,19,9,12,5,5,1,1,3,3,5,2,20,21,10,9,10,18,5,7,11,12,8,6,16,10,16,16,11,15,4,1,11,11,9,10,6,7,4,7,2,0,6,2,4,1,1,2,5,1,23,16,839,786,"1,625"
24,5,3,22,25,13,9,8,7,10,4,4,5,8,20,14,13,11,10,0,3,2,3,1,2,6,7,18,29,49,57,7,4,8,4,11,3,7,3,26,16,10,11,3,15,16,17,15,11,7,4,4,2,7,7,5,5,7,4,7,3,8,6,2,0,0,1,15,14,26,18,8,6,11,8,3,9,15,12,31,39,4,12,8,5,7,5,3,1,14,23,15,22,9,14,5,2,5,4,9,5,0,0,12,6,10,12,6,3,5,0,2,3,22,25,16,13,7,12,1,1,2,3,2,7,9,23,7,6,13,7,7,9,12,9,8,6,24,8,14,10,9,7,3,2,7,6,7,12,7,6,1,4,0,2,1,2,1,0,2,0,0,1,6,15,732,732,"1,464"
25,2,2,18,24,5,9,17,10,10,7,4,6,13,15,16,11,10,13,1,0,1,3,3,5,12,11,36,21,48,44,5,7,5,4,7,7,8,9,28,10,19,18,10,11,16,17,19,7,4,8,5,5,3,10,2,4,13,10,1,8,6,1,0,0,1,0,10,18,14,24,14,12,10,11,4,19,17,14,24,25,6,10,5,1,7,8,2,3,18,24,11,12,14,16,13,8,6,2,5,9,0,0,7,13,16,9,4,6,4,1,0,2,19,19,16,9,6,10,0,4,1,3,2,1,15,15,10,6,5,6,3,4,8,7,6,7,23,13,19,15,6,9,3,0,8,2,7,11,6,7,5,5,0,4,1,2,0,4,1,1,0,2,15,22,744,752,"1,496"
26,1,2,17,22,11,4,11,17,11,8,7,3,11,9,13,12,9,5,1,2,1,4,9,6,12,12,23,18,57,39,3,2,7,3,11,10,6,9,35,15,14,16,5,11,10,6,6,8,5,5,3,2,10,9,5,5,7,6,8,4,9,7,2,2,0,0,16,13,17,16,6,3,8,11,4,8,12,18,28,16,8,6,4,5,3,5,1,0,10,16,12,12,10,4,11,11,9,8,4,6,0,0,10,11,14,17,6,8,3,2,0,0,24,18,8,7,4,5,2,2,4,3,5,8,8,14,2,6,11,6,6,7,8,3,9,7,22,9,10,7,7,7,2,1,8,5,7,14,5,2,2,1,1,0,0,0,2,2,3,0,0,1,12,14,708,628,"1,336"
27,2,5,15,17,5,7,5,10,8,5,7,5,13,13,10,7,7,7,2,5,0,2,2,3,11,10,27,12,28,41,4,6,9,6,6,7,5,6,18,17,15,19,10,2,16,9,7,7,7,5,7,5,8,10,6,6,8,11,7,7,6,7,0,2,2,0,19,6,13,13,3,8,7,8,8,8,15,14,21,30,7,3,7,4,5,2,1,0,7,10,15,12,11,12,16,4,2,8,4,4,0,0,18,8,15,9,1,2,2,1,3,0,21,25,7,12,7,9,2,2,4,4,2,3,21,19,7,9,17,12,8,4,11,12,5,2,10,15,13,11,16,16,1,2,6,5,10,13,6,6,4,5,0,0,2,1,1,1,1,0,0,1,21,12,686,648,"1,334"
28,2,4,15,12,4,8,17,10,12,11,1,2,9,6,6,9,3,7,3,1,0,1,5,2,12,7,18,17,33,39,2,5,7,9,15,4,2,7,25,18,12,10,8,6,8,9,9,13,7,7,2,7,9,4,2,1,8,7,3,7,9,12,0,0,1,1,17,11,25,10,10,2,6,11,5,13,20,12,23,26,15,10,2,5,4,8,2,1,13,16,16,16,12,12,11,8,6,4,5,6,0,0,10,12,13,14,3,4,3,2,1,1,19,19,13,7,6,6,2,1,4,1,7,5,17,16,7,3,15,10,8,5,4,6,8,9,8,16,8,11,12,14,3,3,3,5,13,7,5,5,2,3,0,1,3,2,1,1,2,2,2,1,16,14,679,640,"1,319"
29,5,4,18,13,9,11,9,11,11,9,5,4,7,11,6,8,9,7,2,3,1,1,4,2,11,8,11,17,34,33,4,2,5,4,11,13,6,7,23,21,17,11,5,3,8,8,6,9,3,6,1,2,8,8,3,3,8,6,10,5,6,5,0,0,0,0,15,14,13,21,8,6,10,7,9,6,14,20,23,11,12,14,5,7,5,9,2,1,4,13,18,18,14,19,20,8,3,7,9,5,0,0,12,11,14,16,5,4,3,5,1,4,25,28,10,10,8,3,2,0,4,2,3,2,12,24,5,7,13,19,8,6,4,3,9,2,15,21,12,8,12,20,2,1,5,6,10,16,4,3,1,0,1,2,0,5,0,0,4,3,3,1,11,17,668,690,"1,358"
30,9,3,18,12,5,7,17,17,11,10,1,5,11,9,10,12,8,6,2,0,0,1,4,3,8,12,17,19,39,35,1,9,5,5,5,8,11,10,22,16,8,4,9,5,8,9,8,8,5,7,9,7,7,10,8,1,7,8,3,5,12,3,3,2,2,0,16,11,29,14,4,7,7,4,8,3,14,16,25,23,9,22,4,4,15,10,2,3,13,4,17,13,17,17,14,9,10,8,4,7,0,0,7,6,11,11,0,4,2,3,2,1,23,19,10,8,16,4,0,1,6,1,4,4,19,16,9,11,12,19,4,8,12,11,8,4,11,16,13,9,14,28,1,1,6,5,14,12,6,10,2,1,0,3,2,2,3,0,5,2,2,0,14,11,739,674,"1,413"
31,7,5,22,20,3,10,20,16,7,14,11,6,11,14,12,5,10,9,3,3,3,1,4,2,16,12,15,10,49,46,1,3,3,7,12,5,8,10,19,10,6,12,8,7,14,17,11,6,3,1,4,4,10,10,2,2,6,5,6,8,11,3,2,1,1,0,11,10,30,21,7,2,12,8,9,10,27,15,31,21,16,24,7,3,8,6,0,1,10,13,32,21,20,12,11,17,3,6,4,2,0,0,18,11,15,13,1,3,3,4,6,3,25,20,17,11,9,8,1,0,5,3,7,5,19,26,9,11,8,15,7,8,10,9,9,5,18,22,17,8,16,26,1,1,7,10,10,13,6,6,7,2,1,0,1,1,0,1,5,4,2,0,14,11,832,736,"1,568"
32,5,8,15,15,13,9,12,17,9,8,10,8,14,11,13,11,9,8,3,1,2,0,4,4,11,4,12,9,46,43,2,8,7,6,17,7,11,9,25,7,15,10,5,4,9,13,2,8,3,8,4,8,6,17,3,4,7,16,7,6,9,13,2,4,1,0,11,19,22,26,8,2,9,9,8,11,19,17,28,35,26,19,9,7,7,5,2,2,8,10,22,23,16,22,7,22,3,6,4,4,0,0,10,15,11,10,3,2,5,5,2,2,23,14,10,18,7,4,3,4,2,3,2,1,23,24,18,13,20,13,10,8,12,8,13,9,15,17,12,12,24,18,2,2,8,5,14,11,5,5,3,6,1,0,3,3,1,1,2,2,1,1,13,13,800,792,"1,592"
33,1,3,25,20,9,7,14,13,11,7,6,3,13,15,15,11,12,8,1,4,3,2,7,8,13,10,29,17,54,50,6,3,8,6,11,10,13,10,13,14,14,17,7,6,12,16,8,2,5,9,2,6,11,5,3,4,12,11,4,7,15,9,6,5,1,2,23,21,32,25,6,1,7,4,8,5,20,23,29,26,21,34,7,5,8,2,2,2,20,8,23,22,16,21,8,12,7,8,6,5,0,0,9,14,15,9,6,2,6,6,5,2,19,22,16,14,7,5,5,1,4,5,4,2,20,25,13,16,18,19,8,11,8,9,10,10,28,21,13,7,24,23,1,2,9,8,12,9,6,5,4,3,0,1,2,5,1,1,4,4,1,1,16,15,901,821,"1,722"
34,8,5,9,16,9,15,17,17,17,14,9,5,19,11,16,16,20,8,5,5,3,0,4,7,12,8,15,10,57,42,4,5,9,20,16,11,11,6,16,14,16,8,8,7,16,19,7,7,6,7,5,4,8,9,4,3,11,7,15,5,6,5,2,8,0,0,15,17,26,21,4,4,8,6,10,15,26,10,32,26,35,43,7,3,10,9,0,0,9,18,31,24,19,9,19,11,8,6,5,8,0,0,12,9,15,17,4,6,1,4,2,2,16,21,14,14,5,8,4,4,5,5,9,3,27,32,11,21,12,21,8,13,12,10,11,7,19,29,11,20,24,26,2,3,9,17,8,10,8,3,8,5,2,0,5,3,4,2,6,6,1,5,15,15,934,895,"1,829"
