年齢,関戸１丁目,,関戸２丁目,,関戸３丁目,,関戸４丁目,,関戸５丁目,,関戸６丁目,,連光寺１丁目,,連光寺２丁目,,連光寺３丁目,,連光寺４丁目,,連光寺５丁目,,連光寺６丁目,,貝取,,乞田,,和田,,百草,,落川,,東寺方,,東寺方１丁目,,一ノ宮１丁目,,一ノ宮２丁目,,一ノ宮３丁目,,一ノ宮４丁目,,桜ヶ丘１丁目,,桜ヶ丘２丁目,,桜ヶ丘３丁目,,桜ヶ丘４丁目,,和田（百草団地）,,聖ヶ丘１丁目,,聖ヶ丘２丁目,,聖ヶ丘３丁目,,聖ヶ丘４丁目,,聖ヶ丘５丁目,,馬引沢１丁目,,馬引沢２丁目,,山王下１丁目,,中沢１丁目,,中沢２丁目,,唐木田１丁目,,諏訪１丁目,,諏訪２丁目,,諏訪３丁目,,諏訪４丁目,,諏訪５丁目,,永山１丁目,,永山２丁目,,永山３丁目,,永山４丁目,,永山５丁目,,永山６丁目,,永山７丁目,,貝取１丁目,,貝取２丁目,,貝取３丁目,,貝取４丁目,,貝取５丁目,,豊ヶ丘１丁目,,豊ヶ丘２丁目,,豊ヶ丘３丁目,,豊ヶ丘４丁目,,豊ヶ丘５丁目,,豊ヶ丘６丁目,,落合１丁目,,落合２丁目,,落合３丁目,,落合４丁目,,落合５丁目,,落合６丁目,,鶴牧１丁目,,鶴牧２丁目,,鶴牧３丁目,,鶴牧４丁目,,鶴牧５丁目,,鶴牧６丁目,,南野１、２丁目,,南野３丁目,,東寺方３丁目,,和田３丁目,,愛宕１丁目,,愛宕２丁目,,愛宕３丁目,,愛宕４丁目,,合計,,
9,2,3,4,5,9,3,10,6,11,11,3,8,34,45,14,12,5,6,0,2,2,2,2,2,5,5,13,10,69,45,6,3,8,6,5,10,4,6,3,6,1,4,3,3,7,10,14,10,4,5,3,6,6,5,0,2,6,4,1,5,6,4,6,3,3,0,4,2,15,19,0,1,8,2,13,14,7,4,22,19,21,28,0,1,6,3,3,1,4,9,9,20,17,15,3,4,7,9,1,7,0,0,11,5,9,10,5,3,6,2,2,4,11,7,14,17,2,7,3,4,8,1,4,3,15,12,14,16,9,11,8,6,8,7,16,12,12,13,9,6,34,33,2,2,6,3,10,3,3,4,6,5,0,0,9,2,3,0,2,2,1,2,9,7,660,624,"1,284"
10,4,3,7,9,8,6,8,4,12,5,1,4,33,23,10,16,5,8,2,1,1,1,2,3,4,0,21,13,55,53,6,0,5,12,3,8,2,5,5,8,9,5,2,6,4,8,6,6,4,6,5,2,5,6,2,1,5,3,4,5,6,3,2,5,1,0,9,5,14,10,1,1,6,4,23,19,4,6,19,16,12,18,4,6,3,8,2,2,6,5,15,13,15,15,5,9,7,7,4,7,0,0,11,11,14,11,3,2,5,6,1,0,12,16,16,7,1,5,0,2,2,5,5,2,9,14,13,10,13,10,8,7,9,14,10,6,10,10,12,9,39,42,2,2,5,7,7,6,2,3,7,7,5,2,4,2,0,1,2,2,0,3,2,5,627,618,"1,245"
11,5,3,11,8,6,8,2,11,9,7,4,4,32,22,11,11,7,3,4,5,1,1,5,0,7,5,11,8,63,51,5,7,5,8,10,4,4,3,6,4,4,8,4,2,7,6,8,7,4,3,9,9,7,6,4,3,2,8,6,0,7,9,3,1,0,1,6,4,5,7,1,2,1,4,13,9,4,9,18,16,12,10,6,6,6,10,0,2,4,6,13,12,15,17,6,6,5,10,6,8,0,0,11,11,14,19,5,4,5,5,0,2,10,9,9,10,1,3,3,0,5,4,4,2,14,10,17,13,11,10,8,7,11,8,14,13,15,14,11,4,39,26,1,3,11,9,8,9,2,4,6,10,0,3,4,1,2,3,3,2,2,4,9,9,649,605,"1,254"
12,2,2,7,9,10,7,5,3,3,4,5,5,32,26,15,19,6,4,3,1,1,2,5,3,8,4,11,7,60,49,5,2,3,4,7,12,4,6,8,8,5,6,5,1,6,2,7,4,9,3,3,8,4,4,3,2,5,6,2,5,5,6,3,2,1,1,5,6,5,3,2,1,3,2,9,21,8,7,22,12,3,11,3,5,3,6,0,2,6,4,9,10,17,13,1,7,6,12,6,6,0,0,9,8,17,14,5,11,3,6,2,1,6,12,12,12,3,11,3,1,6,3,2,3,11,20,16,17,12,8,11,4,5,3,17,5,17,13,10,8,34,34,0,2,1,8,8,8,4,2,5,3,0,0,9,1,2,3,0,1,1,1,8,13,605,591,"1,196"
13,2,6,9,10,12,3,7,9,7,6,4,3,27,30,11,15,8,11,5,1,1,0,4,5,5,6,10,13,56,56,3,4,11,3,8,5,4,2,3,7,1,3,4,0,7,5,10,12,6,2,2,4,7,6,0,2,12,4,6,2,3,6,1,2,1,1,6,7,12,9,0,0,8,2,11,6,8,7,16,17,9,7,2,6,9,3,3,2,8,9,11,11,20,11,4,2,5,3,6,7,0,0,9,4,10,7,8,7,4,2,2,1,13,9,10,9,6,6,1,3,4,4,3,3,7,4,8,16,6,8,6,6,12,7,5,16,11,11,9,9,34,36,4,1,7,3,9,6,6,3,11,8,1,3,2,4,0,0,1,2,1,0,7,7,612,558,"1,170"
14,2,2,4,12,6,6,6,4,8,9,3,4,31,29,19,12,9,9,3,2,2,1,0,0,6,4,9,8,62,53,4,0,8,5,8,9,2,7,4,7,8,6,5,1,9,4,7,5,4,10,7,3,5,6,4,3,8,7,6,6,10,3,3,2,0,0,7,4,6,10,1,0,3,4,7,5,7,4,20,23,6,6,3,5,7,7,1,3,5,4,18,8,14,18,4,4,3,3,8,2,0,0,12,7,8,19,4,7,6,3,1,1,13,9,9,16,7,4,4,2,6,3,2,4,9,4,11,12,10,14,10,10,11,9,10,13,12,12,13,11,36,34,5,4,8,10,8,7,4,5,3,5,2,2,3,1,2,4,1,2,1,3,6,10,629,596,"1,225"
15,4,2,12,11,10,10,8,8,6,7,3,4,22,24,17,11,9,12,4,2,0,0,5,6,1,5,13,9,62,64,3,5,9,7,7,2,4,5,6,4,3,6,3,0,2,6,9,5,3,3,2,4,9,6,3,1,10,7,4,4,6,8,2,4,0,0,5,4,7,7,1,2,4,3,6,14,9,7,30,16,4,7,6,3,9,8,3,1,11,6,16,15,16,13,10,7,9,12,5,5,0,0,4,6,18,17,7,5,4,6,0,3,10,14,11,10,4,7,4,1,6,2,2,1,7,12,10,7,9,7,9,9,10,9,6,10,11,15,7,13,27,28,4,1,13,6,8,10,1,4,2,7,0,4,3,4,6,2,1,1,3,2,5,8,624,613,"1,237"
16,2,4,10,11,10,10,7,5,9,2,7,5,17,20,14,20,9,13,4,1,0,0,4,4,6,6,12,11,53,54,1,3,5,8,9,4,3,6,5,4,2,4,2,5,8,5,10,10,4,9,7,1,7,4,4,3,9,10,6,8,12,3,4,3,2,2,8,5,10,7,0,0,4,4,11,7,2,9,28,20,9,7,6,7,8,5,4,5,4,10,7,13,22,10,5,5,7,6,8,1,0,0,11,5,14,5,6,6,5,5,3,1,12,19,15,7,7,7,0,3,2,2,3,1,7,11,17,13,9,16,11,7,6,7,9,11,13,11,11,11,24,21,6,1,10,6,7,5,3,2,4,9,0,3,3,2,2,1,3,4,6,3,6,5,642,589,"1,231"
17,4,3,6,12,4,9,8,4,7,7,6,2,26,14,18,23,8,7,4,1,0,0,5,7,5,3,12,8,62,56,4,2,6,5,6,9,5,4,2,3,4,3,1,2,7,2,5,6,5,4,7,5,8,5,2,1,10,10,11,4,11,10,5,1,0,0,5,6,8,12,2,2,6,3,11,8,7,9,15,22,15,8,7,3,8,7,3,3,11,4,13,12,6,12,8,7,10,11,4,5,0,0,7,5,17,23,2,12,0,5,2,2,11,16,13,10,6,11,3,0,2,7,7,2,4,7,10,12,6,12,15,10,11,7,5,8,7,18,13,6,20,22,2,3,12,9,4,7,3,1,9,5,2,1,3,3,8,2,2,1,2,1,15,11,636,605,"1,241"
18,4,2,6,11,10,11,7,2,4,6,7,6,22,20,24,13,15,11,2,2,3,1,7,2,8,5,11,8,62,52,8,4,8,7,7,9,9,8,6,7,5,8,3,3,6,10,11,8,2,6,4,3,7,8,3,0,9,8,7,3,13,9,3,2,0,0,7,9,12,10,2,4,2,0,5,10,11,11,22,18,6,7,6,6,10,15,4,3,8,8,10,12,14,9,7,2,6,9,8,9,0,0,10,6,4,18,8,11,4,3,2,1,13,18,13,16,3,7,2,2,3,3,3,5,9,7,8,8,4,6,5,8,8,11,11,11,6,6,8,7,13,21,2,4,7,6,9,19,5,3,6,2,3,6,9,3,0,3,1,0,4,3,9,8,635,629,"1,264"
19,5,6,10,8,5,7,11,8,7,7,3,3,20,14,18,19,7,9,4,3,2,0,4,3,6,2,15,16,68,41,3,5,9,3,4,7,4,1,8,9,6,6,2,3,8,11,14,5,4,6,10,6,6,10,3,1,8,16,1,6,11,8,0,1,2,0,10,10,15,11,6,13,3,11,3,6,6,14,31,22,8,9,12,8,7,7,1,8,15,11,5,16,11,13,7,5,14,6,10,10,0,0,5,7,16,17,3,6,4,1,2,0,15,12,8,10,11,4,1,1,6,5,1,3,12,10,9,10,10,11,10,10,10,6,19,7,13,10,7,9,9,19,3,7,8,4,8,15,13,3,5,6,1,2,4,2,2,5,1,0,5,4,14,7,687,643,"1,330"
20,3,5,7,25,4,9,5,11,8,9,6,8,14,16,19,13,11,8,4,4,4,1,6,2,8,6,17,15,71,61,4,5,9,5,3,3,6,5,14,16,7,5,2,6,21,21,9,9,4,3,2,10,11,14,2,4,15,9,3,1,12,10,0,1,0,0,6,7,16,12,7,16,5,9,5,8,7,11,26,34,13,11,18,2,5,11,3,0,15,12,22,15,11,13,10,2,9,5,14,10,0,0,9,17,17,22,6,4,2,3,2,2,25,26,9,12,10,9,0,4,6,3,2,4,15,14,14,7,10,9,6,10,11,9,22,10,11,12,14,17,20,14,2,3,5,9,7,8,9,4,2,2,2,2,6,5,4,0,3,1,4,2,21,11,779,753,"1,532"
21,2,6,19,29,12,11,10,13,7,5,6,4,17,14,25,19,13,5,2,2,0,0,2,2,3,5,23,15,89,67,5,3,6,7,10,3,8,7,20,13,12,12,7,9,28,26,14,10,3,2,4,8,15,14,1,3,10,14,5,2,5,7,5,1,1,0,9,11,21,11,8,9,19,7,1,11,10,13,19,38,8,7,12,3,8,9,4,2,10,17,14,20,9,7,4,8,7,10,12,9,0,0,7,12,11,8,5,3,3,2,2,1,18,27,21,11,9,7,4,2,6,6,2,6,17,9,16,11,13,12,4,14,8,7,25,5,15,10,11,19,10,16,6,4,10,1,11,12,13,10,3,2,2,2,4,4,1,2,0,2,2,1,15,19,838,777,"1,615"
22,0,6,28,20,13,13,14,14,8,5,7,1,10,15,15,13,12,11,0,0,2,2,6,4,8,7,25,20,58,59,7,4,7,3,13,7,8,4,22,10,17,15,7,14,17,16,16,3,7,3,4,6,2,12,4,6,5,12,6,6,11,11,1,2,1,1,15,7,18,12,11,11,16,7,14,12,9,15,30,35,2,10,9,2,11,10,0,3,7,20,11,21,14,10,8,8,10,8,11,12,0,0,13,15,17,12,7,9,6,1,2,2,23,25,12,18,2,9,1,0,2,1,5,4,21,14,5,9,17,15,4,10,10,7,11,7,18,21,12,9,12,9,1,3,5,7,9,14,9,9,2,7,3,4,7,2,1,1,3,0,2,2,14,17,813,791,"1,604"
23,7,4,22,18,10,12,8,13,8,8,3,5,13,15,16,11,12,10,1,0,0,1,6,8,11,5,21,23,80,51,6,4,8,8,12,10,7,13,32,19,13,11,5,12,15,18,15,8,3,6,5,2,12,8,5,4,14,14,4,5,7,7,0,1,0,0,13,10,15,14,14,7,12,13,12,17,14,17,20,25,8,15,10,8,9,9,3,1,11,22,18,15,13,13,6,6,9,5,8,4,0,0,11,7,12,15,4,3,2,4,2,2,16,15,11,11,4,5,0,1,4,4,5,3,21,20,10,9,11,16,8,4,10,12,10,7,29,6,18,16,13,15,3,1,10,8,10,12,6,7,4,5,2,0,6,4,2,0,1,3,5,1,18,15,844,766,"1,610"
24,3,3,27,25,9,12,14,5,9,8,4,5,11,24,14,10,12,10,0,2,5,1,4,1,7,2,25,28,55,56,5,5,10,8,11,4,11,3,22,20,10,15,5,15,12,13,22,16,4,4,4,4,5,9,5,5,4,3,3,4,8,8,3,0,0,1,11,13,27,21,6,4,13,9,6,13,17,16,24,29,2,11,6,7,7,7,3,1,16,25,18,21,8,12,4,2,5,6,10,4,0,0,15,7,10,11,7,0,5,1,1,4,15,23,14,14,6,9,0,1,2,3,2,6,15,19,8,9,14,11,4,10,9,8,4,7,20,13,17,13,8,8,2,2,7,7,9,12,5,6,0,4,0,1,3,2,2,1,2,0,2,0,9,15,743,757,"1,500"
25,4,4,19,24,8,8,10,12,13,8,6,7,11,16,18,10,11,16,1,1,1,6,3,2,7,11,26,18,51,45,5,5,4,3,7,5,9,7,32,10,19,9,9,11,13,15,13,9,6,6,4,5,5,11,0,4,14,12,3,8,8,2,0,0,0,0,14,21,21,22,14,11,8,10,4,16,16,14,28,31,8,12,8,3,5,6,1,1,17,23,9,13,13,15,10,5,7,2,6,10,0,0,7,11,13,13,4,4,5,0,1,1,24,19,16,10,8,10,1,4,1,3,1,2,15,20,8,6,5,4,4,5,12,7,9,5,19,12,20,10,9,11,1,0,6,1,8,11,6,7,5,8,0,5,0,2,0,4,1,1,0,3,10,24,748,748,"1,496"
26,1,2,20,27,11,7,14,12,9,3,5,5,10,9,12,13,5,6,0,1,1,2,5,5,14,13,27,26,54,44,4,1,6,3,11,10,4,10,29,16,14,19,7,10,14,9,9,9,6,6,3,2,8,12,7,6,8,7,6,4,6,4,2,0,1,0,13,14,19,19,7,6,10,13,5,10,14,16,28,20,8,9,6,3,5,8,2,1,10,20,14,13,8,9,13,10,7,5,6,7,0,0,8,8,14,16,6,9,1,3,0,1,19,20,10,7,1,7,2,3,3,4,6,7,6,15,4,7,12,5,5,5,9,4,8,6,23,9,9,9,6,7,1,1,7,6,7,15,7,3,1,0,1,0,1,0,1,2,2,0,0,0,18,12,706,677,"1,383"
27,2,4,13,13,5,7,6,14,9,7,7,3,13,13,12,9,9,7,0,3,1,4,6,6,13,11,30,12,30,38,2,6,9,8,7,6,4,8,17,13,13,18,7,7,15,8,9,7,7,3,5,4,10,7,4,3,8,10,6,7,8,7,0,4,0,0,21,4,14,13,5,7,7,7,8,7,14,18,23,23,8,3,10,4,4,0,1,0,7,7,12,12,9,7,14,5,5,10,2,4,0,0,16,13,18,8,3,5,5,1,2,0,16,21,8,13,9,8,0,2,4,4,4,5,18,17,6,10,14,12,7,3,7,11,5,3,14,9,12,10,14,12,3,2,6,4,9,11,6,5,5,5,0,0,1,1,2,1,1,0,0,1,20,13,686,618,"1,304"
28,2,5,18,14,8,8,13,8,11,10,3,4,10,6,9,8,5,7,5,3,0,1,4,3,10,8,18,12,32,38,2,3,9,9,16,5,3,5,25,21,15,18,10,4,8,10,7,13,5,11,5,7,9,8,1,1,8,5,6,7,10,12,0,0,1,1,18,14,21,12,3,4,9,9,6,11,20,12,19,29,15,6,1,5,4,6,2,1,9,15,14,18,19,15,11,6,6,5,6,3,0,0,10,8,10,11,2,2,3,2,1,1,25,25,13,6,6,6,4,1,5,0,7,4,17,14,6,4,15,10,7,3,7,4,9,4,8,18,11,12,16,18,3,3,3,5,11,9,6,5,2,3,0,1,3,0,1,1,3,1,2,1,16,10,703,638,"1,341"
29,3,1,16,9,6,8,7,12,12,11,4,2,6,11,4,9,8,7,2,2,1,1,7,1,10,6,9,15,37,38,4,3,3,5,12,12,8,8,22,13,17,10,5,5,4,9,8,5,5,6,2,3,11,5,3,3,8,9,6,6,5,8,0,0,1,0,13,13,20,20,14,5,10,8,4,8,16,17,25,14,9,12,3,4,5,10,2,1,6,10,20,19,11,16,16,7,2,5,5,8,0,0,13,12,18,18,4,4,3,4,1,4,23,26,8,10,5,2,3,0,3,2,1,2,11,27,7,6,12,16,11,7,4,4,8,5,11,21,8,12,11,17,0,1,5,4,11,13,4,6,1,0,0,2,1,5,0,0,4,3,1,1,11,19,640,673,"1,313"
30,11,4,20,18,7,6,16,16,12,8,2,7,12,14,7,6,6,4,2,1,0,1,3,3,8,11,17,20,32,33,2,9,6,3,6,8,6,11,24,19,10,7,6,6,11,10,5,11,4,7,8,7,7,9,6,2,8,6,6,3,12,3,2,1,1,0,16,9,27,11,6,7,7,5,12,3,14,15,27,18,11,23,7,7,10,9,2,2,10,7,13,14,15,17,17,6,10,10,5,5,0,0,7,7,8,10,2,6,1,2,0,1,29,16,9,9,14,3,0,0,5,2,5,4,17,16,8,7,13,18,3,10,11,7,7,2,12,17,17,7,16,26,2,0,4,8,15,16,5,7,3,3,1,3,2,3,3,0,3,3,3,1,13,12,732,668,"1,400"
31,6,6,21,17,2,8,16,18,8,14,10,4,12,8,15,10,11,8,3,3,2,1,4,4,14,10,14,12,54,47,2,3,5,9,9,6,11,7,17,13,3,14,9,6,11,13,11,6,4,3,6,3,8,9,3,2,5,8,4,9,12,4,2,2,1,0,11,11,29,15,9,4,8,6,6,11,23,21,31,21,15,22,7,2,12,8,0,1,10,7,29,15,21,15,12,14,5,5,7,4,0,0,18,12,15,14,1,3,3,2,6,4,24,22,20,11,10,7,0,1,7,2,8,3,17,20,11,13,9,20,5,6,6,8,11,7,16,17,16,9,17,26,1,1,8,7,8,16,7,8,4,2,1,0,0,2,1,0,7,1,2,0,16,11,825,724,"1,549"
32,6,7,16,19,9,10,15,14,5,8,8,11,9,14,8,10,10,8,3,1,3,0,6,3,10,7,14,12,43,47,2,5,6,7,15,7,8,9,21,6,15,10,6,5,11,16,4,8,4,6,5,7,7,13,2,3,8,12,9,6,8,11,2,4,1,0,10,19,24,29,8,2,11,11,10,8,20,14,28,29,21,20,6,6,7,3,2,1,9,12,25,22,18,23,9,20,3,5,3,3,0,0,9,14,13,10,2,1,3,7,4,2,24,16,12,13,8,7,2,2,2,3,3,2,24,26,13,15,15,10,11,7,13,11,4,6,13,20,10,10,23,25,3,2,6,7,15,9,4,4,4,5,1,0,4,3,1,2,2,4,1,0,9,13,771,789,"1,560"
33,2,3,18,17,12,7,11,17,15,8,10,3,17,14,15,12,12,8,2,3,2,1,5,7,13,8,20,15,51,39,3,6,9,7,13,10,9,10,22,16,13,14,7,5,13,12,7,3,4,5,1,8,10,10,4,5,10,10,4,7,11,10,6,2,2,1,24,19,26,22,6,1,7,3,6,5,22,24,29,35,20,35,7,6,7,5,1,3,15,8,22,24,15,21,7,16,6,7,5,3,0,0,10,14,14,12,6,2,6,6,4,1,24,16,12,14,8,4,4,2,5,6,2,2,19,23,14,12,22,20,8,12,10,8,19,7,26,18,15,10,20,21,1,2,7,4,9,8,5,4,5,2,0,0,1,3,0,1,4,5,1,2,16,14,875,795,"1,670"
34,3,5,21,17,9,11,19,15,14,11,7,2,13,13,18,17,18,8,3,6,4,1,7,6,14,6,19,13,55,54,6,3,7,17,17,11,14,5,17,15,16,13,10,6,15,18,7,4,7,11,3,4,8,8,2,4,11,7,11,6,11,6,3,9,0,1,16,22,32,22,6,3,7,4,10,12,20,11,30,20,36,37,4,4,9,7,1,0,12,17,25,21,20,13,13,13,6,9,5,6,0,0,14,10,15,14,3,4,2,3,4,2,16,20,17,16,4,5,6,2,5,5,8,2,27,33,13,17,8,19,6,10,10,12,7,12,20,29,12,15,32,25,2,3,12,17,13,9,10,5,7,5,1,1,4,4,3,1,7,4,1,5,16,19,946,882,"1,828"
