年齢,関戸１丁目,,関戸２丁目,,関戸３丁目,,関戸４丁目,,関戸５丁目,,関戸６丁目,,連光寺１丁目,,連光寺２丁目,,連光寺３丁目,,連光寺４丁目,,連光寺５丁目,,連光寺６丁目,,貝取,,乞田,,和田,,百草,,落川,,東寺方,,東寺方１丁目,,一ノ宮１丁目,,一ノ宮２丁目,,一ノ宮３丁目,,一ノ宮４丁目,,桜ヶ丘１丁目,,桜ヶ丘２丁目,,桜ヶ丘３丁目,,桜ヶ丘４丁目,,和田（百草団地）,,聖ヶ丘１丁目,,聖ヶ丘２丁目,,聖ヶ丘３丁目,,聖ヶ丘４丁目,,聖ヶ丘５丁目,,馬引沢１丁目,,馬引沢２丁目,,山王下１丁目,,中沢１丁目,,中沢２丁目,,唐木田１丁目,,諏訪１丁目,,諏訪２丁目,,諏訪３丁目,,諏訪４丁目,,諏訪５丁目,,永山１丁目,,永山２丁目,,永山３丁目,,永山４丁目,,永山５丁目,,永山６丁目,,永山７丁目,,貝取１丁目,,貝取２丁目,,貝取３丁目,,貝取４丁目,,貝取５丁目,,豊ヶ丘１丁目,,豊ヶ丘２丁目,,豊ヶ丘３丁目,,豊ヶ丘４丁目,,豊ヶ丘５丁目,,豊ヶ丘６丁目,,落合１丁目,,落合２丁目,,落合３丁目,,落合４丁目,,落合５丁目,,落合６丁目,,鶴牧１丁目,,鶴牧２丁目,,鶴牧３丁目,,鶴牧４丁目,,鶴牧５丁目,,鶴牧６丁目,,南野１、２丁目,,南野３丁目,,東寺方３丁目,,和田３丁目,,愛宕１丁目,,愛宕２丁目,,愛宕３丁目,,愛宕４丁目,,合計,,
9,3,3,7,6,11,5,11,6,17,6,0,5,32,40,7,20,5,8,0,1,1,0,2,1,6,2,16,13,64,41,6,0,6,7,4,7,3,5,2,9,8,3,2,2,6,12,9,7,4,8,2,2,6,7,1,1,8,5,4,8,4,2,3,5,1,0,5,2,18,11,0,1,4,0,22,18,7,1,14,16,12,21,2,5,6,5,3,1,5,8,17,15,15,12,2,5,9,8,1,7,0,0,11,11,12,11,3,2,6,4,0,3,14,10,15,14,1,8,1,4,5,4,7,3,12,12,17,13,11,10,8,7,8,11,18,5,12,13,11,8,35,34,2,1,3,6,8,3,2,7,5,6,3,1,6,3,3,0,2,2,0,2,2,6,646,607,"1,253"
10,3,3,4,10,8,5,3,5,9,5,4,2,33,22,14,9,7,6,4,4,0,1,5,2,7,4,18,11,56,63,6,3,4,10,7,7,3,6,5,4,4,7,2,6,4,3,6,8,3,2,9,7,3,8,3,3,3,5,4,0,8,8,5,3,0,1,9,5,8,9,2,2,2,5,17,13,3,10,21,20,14,13,6,3,6,8,1,2,2,5,9,9,18,14,7,9,7,6,6,6,0,0,6,6,16,14,7,4,5,6,1,2,12,10,9,10,1,5,1,1,3,4,4,3,13,12,11,11,15,10,7,6,8,15,14,10,12,11,8,8,39,32,1,4,9,5,8,13,1,5,9,9,2,1,4,2,1,2,1,3,1,5,7,4,628,615,"1,243"
11,4,1,11,9,5,12,5,10,6,9,4,5,31,28,14,16,6,4,3,1,2,0,5,2,4,3,9,8,66,41,5,5,5,6,7,11,5,4,10,5,4,7,4,2,10,6,10,5,6,3,5,8,7,2,2,2,4,8,6,3,5,8,2,1,0,1,4,5,6,8,3,2,3,4,8,17,7,8,17,16,8,15,3,3,4,10,0,3,8,6,10,13,19,18,3,7,6,13,10,5,0,0,9,13,11,23,4,9,5,3,1,1,7,12,12,9,1,3,4,1,6,5,1,0,9,14,22,13,13,6,7,6,8,4,14,8,18,13,13,6,41,32,0,1,6,11,8,3,5,1,5,6,0,3,8,1,2,5,2,0,2,1,7,14,642,616,"1,258"
12,2,3,7,7,9,4,4,7,4,1,4,6,32,29,13,16,4,9,3,2,1,1,5,8,7,5,13,11,61,56,5,1,8,3,11,6,4,4,5,9,4,3,6,0,8,4,9,8,8,4,2,6,8,6,3,2,9,2,4,1,5,3,1,3,2,0,6,6,5,7,0,2,5,1,11,11,4,5,21,12,6,5,1,7,6,4,0,1,7,5,11,10,19,10,5,4,7,5,5,11,0,0,8,3,18,5,7,7,4,6,2,1,10,11,13,9,4,8,1,1,4,1,2,3,11,11,9,19,6,8,10,6,10,5,8,10,11,13,9,8,31,35,3,3,4,6,8,10,6,3,10,6,0,2,5,1,1,0,0,2,0,1,11,8,616,548,"1,164"
13,1,5,6,15,12,4,9,5,8,10,4,3,32,23,10,14,10,9,6,0,2,1,1,0,6,5,6,7,56,49,2,4,8,5,4,7,2,4,2,6,6,5,3,0,9,2,7,8,6,5,6,2,7,7,3,1,9,6,3,5,7,5,4,1,0,1,7,5,14,10,0,0,7,4,10,6,8,7,15,19,9,5,2,5,10,6,3,2,2,8,15,9,12,12,5,4,4,4,6,3,0,0,11,4,9,11,4,9,4,3,2,2,10,10,7,13,7,9,4,3,6,4,2,4,7,4,8,12,14,11,8,7,11,7,9,16,12,12,14,11,40,39,2,4,10,4,10,7,3,3,4,6,2,1,2,3,0,4,1,3,1,3,4,9,614,571,"1,185"
14,2,1,7,10,6,7,7,7,7,9,1,5,27,31,23,8,10,8,2,3,0,0,4,4,4,4,13,12,61,68,5,2,10,6,11,5,3,4,8,7,4,6,6,1,3,7,9,3,3,5,3,4,4,5,3,4,9,9,6,4,7,7,0,4,0,0,3,4,8,6,1,2,1,5,5,12,8,6,32,19,5,7,4,2,6,8,3,2,11,7,16,11,15,19,7,6,8,8,4,5,0,0,10,9,14,19,4,3,6,4,0,2,13,10,11,15,6,5,2,1,7,4,3,3,10,7,12,7,8,12,11,10,10,12,9,11,13,14,7,14,27,32,7,0,8,9,8,5,2,5,2,8,1,6,2,3,3,3,1,2,4,1,6,9,632,634,"1,266"
15,8,4,10,11,14,11,8,6,6,5,6,4,16,18,12,19,7,13,4,1,0,0,3,3,2,4,11,8,63,51,1,4,8,8,9,3,5,6,2,3,3,4,3,0,4,4,9,11,4,6,6,2,9,5,5,0,6,9,7,5,10,5,4,2,1,2,11,6,7,10,1,1,5,3,5,8,6,9,24,23,4,7,7,6,9,6,3,3,5,6,8,14,19,9,6,6,4,7,11,2,0,0,4,5,18,14,9,6,3,7,1,2,11,13,18,6,7,4,3,4,3,1,2,2,8,13,11,13,8,10,7,9,8,8,5,4,10,12,11,9,27,24,6,1,12,6,10,10,3,1,3,8,0,0,3,2,6,0,2,3,3,3,4,5,627,568,"1,195"
16,3,4,9,9,4,8,7,4,8,4,5,3,21,19,18,21,9,12,5,1,0,0,5,4,7,7,14,10,55,53,2,2,4,6,5,8,3,6,4,4,2,6,1,7,7,5,8,8,3,6,8,3,8,6,2,4,10,9,7,7,15,7,3,3,1,0,5,4,9,14,1,1,4,3,14,9,2,7,21,19,16,7,3,5,5,4,2,5,6,7,13,11,17,10,9,6,11,4,3,4,0,0,13,5,12,16,5,12,3,4,3,1,12,18,8,9,6,5,0,0,3,5,5,1,3,8,16,12,9,16,10,9,9,4,8,16,11,19,11,10,22,14,1,2,11,10,1,7,2,1,9,8,2,3,3,4,5,2,2,1,4,2,10,9,623,609,"1,232"
17,3,2,6,12,8,11,8,3,9,6,7,0,23,15,20,17,14,7,3,1,1,0,7,6,5,3,11,5,48,58,9,3,9,6,5,7,4,4,5,4,5,5,1,3,7,2,6,2,3,6,6,5,5,4,2,0,9,9,8,3,8,11,6,1,0,0,4,10,7,3,1,2,4,1,10,7,12,11,19,16,10,11,5,2,10,10,7,4,11,7,8,14,11,11,4,7,7,11,7,3,0,0,4,5,12,22,3,9,2,5,1,2,13,16,15,10,2,11,5,1,2,5,5,3,8,9,8,8,6,7,12,6,11,15,7,9,4,8,11,6,13,29,3,4,10,5,9,7,5,2,4,4,2,4,5,1,4,3,3,1,3,2,12,10,612,580,"1,192"
18,5,2,6,11,7,7,9,6,2,8,5,5,24,18,22,13,7,12,3,2,3,0,4,3,8,6,13,11,76,47,3,5,5,4,6,7,7,7,4,6,5,3,2,1,6,15,11,10,3,4,5,5,6,7,4,0,8,9,5,8,13,4,1,1,2,0,9,7,12,13,3,2,3,3,3,11,6,13,32,24,7,4,5,9,11,13,1,5,13,8,11,9,14,9,9,3,10,8,11,14,0,0,11,6,4,12,7,9,5,2,4,0,12,11,13,16,10,4,0,1,5,1,2,4,9,9,6,11,7,11,8,9,8,6,11,6,9,8,9,6,15,14,1,5,10,7,9,17,7,2,6,4,1,5,8,3,2,4,0,0,7,4,12,9,668,608,"1,276"
19,4,6,11,15,7,5,6,6,6,5,6,7,15,17,13,16,10,9,3,3,1,0,5,2,7,4,12,14,63,49,3,6,12,4,6,6,4,6,10,15,10,5,1,5,15,6,13,8,2,6,7,10,11,10,1,2,12,15,1,2,11,13,0,1,0,0,8,6,13,10,4,20,1,11,3,7,9,11,21,20,12,11,13,3,5,12,1,3,17,12,16,16,10,17,8,3,11,6,11,8,0,0,6,14,24,28,5,5,5,2,2,1,26,19,6,8,9,8,1,5,6,7,3,2,12,10,13,9,9,11,9,11,13,9,15,11,10,4,6,10,15,18,4,4,4,2,9,11,13,3,3,2,1,1,5,6,2,3,4,2,2,1,13,8,706,689,"1,395"
20,3,9,12,26,8,14,9,11,6,7,4,7,13,10,28,17,10,8,1,5,3,1,4,4,6,4,20,19,76,61,6,1,8,5,9,4,6,4,13,10,5,9,5,8,16,19,10,6,5,5,2,6,7,3,1,4,17,9,3,1,8,5,5,2,1,0,9,9,16,13,8,11,14,7,4,8,7,11,25,34,10,7,10,3,7,8,4,2,9,16,12,14,9,9,11,4,10,5,9,8,0,0,8,9,11,13,5,6,3,2,1,2,19,28,13,11,8,9,4,0,4,5,1,7,14,11,12,8,13,8,4,13,8,5,30,6,13,16,12,12,14,20,3,4,7,7,10,9,12,5,4,3,3,1,4,4,4,1,0,3,5,2,18,14,771,717,"1,488"
21,1,2,24,18,11,5,14,16,8,7,6,2,12,17,19,18,13,6,2,0,1,3,5,3,5,7,21,14,79,68,7,3,5,4,9,4,9,6,21,7,11,10,7,12,26,13,17,8,6,2,4,8,8,13,3,5,4,13,8,5,9,12,1,2,0,0,10,10,22,11,13,9,18,7,9,8,8,14,18,45,8,7,13,3,10,11,2,2,10,14,14,28,11,7,4,6,7,11,13,14,0,0,7,14,17,14,7,5,5,2,1,1,19,27,19,17,3,10,1,2,6,0,5,3,13,9,10,10,14,16,4,12,12,10,16,5,16,11,7,20,10,11,3,3,9,6,11,14,9,13,1,6,4,4,4,3,0,2,3,1,1,1,14,15,817,787,"1,604"
22,4,8,24,18,7,10,10,15,8,7,4,7,13,18,19,12,14,14,2,0,2,0,3,4,6,8,23,24,63,48,5,1,8,6,13,12,5,10,22,14,11,18,6,12,16,21,13,5,6,5,5,6,6,7,1,7,15,15,3,6,11,7,0,1,1,1,13,15,15,14,8,5,15,10,13,13,9,17,33,26,3,13,8,7,12,6,2,4,8,29,9,14,13,14,7,10,12,8,11,4,0,0,14,12,12,12,5,8,3,4,2,3,23,16,11,13,3,4,0,0,2,5,2,4,24,21,5,8,15,15,8,6,8,6,9,8,15,8,16,7,12,11,2,3,10,7,11,14,8,3,2,3,0,3,5,5,1,1,0,2,6,1,11,16,785,785,"1,570"
23,6,2,21,21,9,12,14,9,7,11,4,3,11,24,18,13,11,11,0,2,4,1,9,7,10,2,24,26,71,56,6,5,4,9,9,6,12,5,25,22,11,9,6,9,15,11,19,14,4,2,3,3,12,9,4,2,9,8,5,5,8,7,2,0,0,0,10,13,21,15,10,7,17,14,10,19,21,12,17,22,7,13,6,8,8,11,4,0,10,22,21,18,9,11,3,4,10,4,5,6,0,0,10,7,15,18,5,2,4,1,3,3,12,17,7,13,6,6,1,1,2,2,7,5,15,21,13,10,11,15,3,8,11,13,5,7,19,14,18,16,11,14,3,2,9,7,8,14,4,6,1,8,2,1,7,2,5,1,2,1,2,1,19,17,802,778,"1,580"
24,7,4,20,27,7,8,8,7,10,6,6,6,10,12,14,12,11,10,1,1,1,3,1,4,5,8,22,28,52,48,8,4,8,4,9,6,7,5,21,12,14,12,7,13,15,11,12,7,7,7,7,2,5,6,5,4,9,9,7,7,7,5,1,0,0,0,16,15,25,19,15,8,7,8,4,12,14,14,32,35,5,12,11,5,6,5,3,1,20,22,14,23,9,12,7,4,7,4,7,4,0,0,11,8,8,8,11,4,5,0,1,1,24,26,19,12,8,11,1,5,2,2,0,4,10,22,8,6,9,5,10,8,12,7,10,6,25,8,14,11,10,7,3,1,7,5,10,10,11,6,5,4,0,3,1,4,1,1,1,0,1,3,8,18,772,717,"1,489"
25,3,2,21,18,7,7,18,11,8,5,3,5,10,11,17,15,11,9,0,0,1,2,3,3,15,10,31,23,48,41,2,6,4,2,8,7,4,10,33,13,15,19,7,9,12,12,18,5,4,7,2,4,6,13,2,5,13,6,1,4,5,1,1,0,1,0,12,17,16,20,6,8,12,9,3,23,17,15,29,23,7,9,6,4,7,9,2,3,12,22,11,13,11,14,13,6,5,3,8,10,0,0,8,13,16,16,2,7,3,1,0,2,19,17,14,8,5,9,0,1,1,6,3,3,10,14,7,7,6,6,3,7,11,6,4,7,23,13,17,11,6,12,3,0,9,4,5,11,6,6,1,4,0,2,1,1,0,3,2,1,0,1,14,21,710,713,"1,423"
26,1,3,12,20,11,4,8,15,10,10,8,2,16,14,9,9,9,6,2,2,1,3,8,7,13,13,24,11,49,43,6,5,8,4,10,11,7,6,28,9,11,14,6,10,15,6,7,12,3,2,4,3,6,11,4,4,7,11,10,6,10,9,2,2,1,0,14,11,17,18,8,2,7,12,3,7,17,19,15,15,6,5,4,5,3,3,1,1,10,13,10,13,10,4,13,13,8,11,1,5,0,0,15,13,18,12,6,6,3,2,1,0,17,17,7,10,5,5,2,2,5,3,5,7,9,12,2,10,15,9,7,6,8,3,9,5,22,10,12,10,9,9,3,2,9,4,10,13,3,4,4,3,1,0,0,0,2,2,3,1,0,2,14,11,699,637,"1,336"
27,3,2,20,15,4,7,11,12,11,5,5,4,8,9,8,8,8,11,3,4,0,2,2,3,10,12,24,14,21,33,2,4,9,10,7,5,3,6,20,23,16,19,10,2,9,11,10,8,9,10,7,6,10,10,4,4,7,11,6,4,6,8,0,2,1,1,27,13,12,15,2,8,7,7,10,9,17,12,24,36,10,5,7,8,4,5,0,1,7,10,16,16,20,11,13,6,3,3,4,4,0,0,13,6,12,11,2,3,2,0,3,0,21,27,6,8,8,9,3,3,5,2,2,2,18,19,7,4,13,11,5,3,11,9,5,3,13,15,9,11,15,13,1,2,6,6,11,16,6,3,3,3,0,0,4,1,2,1,2,0,1,1,17,13,683,659,"1,342"
28,2,3,13,12,4,8,9,11,8,14,2,4,10,9,4,11,3,6,1,2,1,2,7,1,12,7,19,17,35,44,2,4,6,6,13,5,2,9,26,17,11,9,8,7,6,8,7,11,6,4,1,6,7,7,2,1,9,8,6,7,6,14,0,0,1,0,16,8,22,16,12,1,5,9,6,12,17,12,26,18,17,11,3,3,4,6,2,0,10,19,14,18,10,12,15,7,4,6,7,8,0,0,10,13,20,13,2,5,3,3,1,3,23,18,16,7,4,6,3,1,3,2,5,5,13,16,6,5,15,12,13,7,4,8,10,11,10,17,10,11,11,14,2,2,2,5,10,9,5,5,2,2,0,2,2,3,0,1,2,2,2,1,19,16,667,665,"1,332"
29,8,5,23,14,11,9,14,16,15,9,4,2,10,10,8,6,8,6,2,2,1,0,5,2,13,8,10,15,39,26,5,4,6,4,14,11,7,8,21,18,15,12,5,2,12,8,2,9,4,5,3,10,7,6,4,3,11,8,6,6,9,1,1,1,0,0,16,14,16,21,4,6,11,5,10,6,12,20,24,15,7,11,5,7,8,11,2,2,6,10,17,18,17,21,18,8,8,4,9,4,0,0,13,8,7,14,4,6,3,4,1,3,23,26,9,11,13,3,0,0,3,1,4,3,17,26,7,6,15,18,3,4,9,3,6,2,15,20,14,8,15,21,2,1,5,4,17,16,3,6,1,1,1,2,1,4,1,0,5,5,3,1,8,12,721,668,"1,389"
30,8,5,18,12,6,8,18,14,8,7,1,7,13,12,15,14,10,8,5,1,0,1,4,3,8,10,17,19,43,41,1,9,5,8,6,8,12,7,24,15,7,6,10,7,6,12,12,9,4,6,8,2,7,10,6,1,5,5,5,8,10,4,4,2,2,0,12,10,30,13,6,6,10,5,7,6,16,18,29,22,10,27,4,4,13,9,2,2,16,5,19,14,18,19,11,8,6,11,7,6,0,0,12,8,16,13,0,4,3,3,4,3,20,22,14,9,11,3,0,1,7,1,7,4,15,21,7,13,13,22,5,11,7,10,7,5,16,24,13,8,16,20,1,2,7,7,9,16,7,8,2,0,1,2,1,2,2,0,6,1,2,0,20,10,775,719,"1,494"
31,5,4,15,19,5,11,14,14,6,13,11,8,6,11,9,8,10,8,1,1,3,1,2,2,15,13,11,11,50,47,3,6,4,5,17,7,9,9,22,10,13,13,5,5,12,18,9,6,1,2,7,3,7,14,4,4,4,8,7,8,13,10,1,0,1,0,13,12,27,17,6,1,9,8,11,10,26,9,29,20,21,27,7,4,7,3,1,1,13,13,32,17,16,9,14,21,2,6,1,3,0,0,14,11,14,11,3,1,2,4,4,1,27,19,16,14,10,9,1,1,4,3,6,4,19,27,11,13,9,8,9,6,11,8,8,5,18,21,15,12,12,27,1,0,8,12,12,10,4,6,7,4,1,0,1,1,1,1,5,3,2,0,11,13,803,735,"1,538"
32,5,8,20,14,11,8,16,17,12,10,8,5,14,13,14,10,10,10,3,2,1,0,6,4,8,5,19,9,46,38,3,6,6,9,12,7,11,10,19,9,9,15,8,5,10,15,1,6,5,10,1,8,7,13,3,6,11,14,6,4,9,9,2,4,1,0,15,16,17,26,8,3,8,9,7,9,18,23,26,40,19,16,9,5,8,6,2,2,9,10,18,29,16,22,5,17,5,4,4,4,0,0,6,13,13,12,3,4,4,9,2,3,21,11,9,15,10,4,4,4,5,5,2,1,24,23,14,13,21,19,9,9,14,8,15,7,15,10,12,9,24,19,3,3,8,3,12,9,7,5,4,4,0,0,3,5,0,2,3,3,1,1,14,13,793,790,"1,583"
33,2,3,25,21,10,10,18,12,12,8,6,2,12,13,14,13,15,6,2,5,5,2,7,7,16,9,23,16,51,55,6,3,9,9,9,11,12,7,15,19,18,12,7,7,12,14,9,4,6,7,2,5,10,4,2,3,11,12,7,7,16,7,7,8,1,2,24,26,29,24,7,2,3,3,10,9,19,17,32,24,21,42,7,6,4,2,1,2,17,16,25,17,20,22,8,14,7,9,7,8,0,0,7,12,19,10,4,2,6,4,6,2,19,17,13,16,5,7,4,1,2,4,6,2,19,32,12,19,12,17,8,12,6,10,11,13,29,21,14,10,23,23,1,1,10,11,12,10,5,7,5,4,0,1,4,4,1,0,6,3,1,3,15,16,903,860,"1,763"
34,8,5,15,13,10,11,11,18,17,11,4,7,22,16,14,14,17,8,4,3,1,1,5,6,13,6,16,14,53,44,3,4,11,15,19,9,12,7,18,17,12,9,7,7,18,16,9,6,5,7,5,2,12,7,5,2,9,8,12,9,8,9,3,8,0,0,14,11,31,26,5,3,11,9,9,15,26,12,33,25,38,40,5,4,11,10,2,1,14,13,37,28,16,9,18,11,7,7,7,7,0,0,12,13,17,19,4,4,1,5,2,3,18,25,15,12,4,10,4,4,5,8,7,5,32,23,9,16,19,17,10,11,16,10,8,8,17,32,13,20,24,29,1,3,9,15,13,12,7,2,6,9,3,0,3,4,4,2,6,5,2,3,12,15,965,894,"1,859"
