"項目","階層","大分類","中分類","小分類","中間計","符号","項目名","1月（円）","2月（円）","3月（円）","4月（円）","5月（円）","6月（円）","7月（円）","8月（円）","9月（円）","10月（円）","11月（円）","12月（円）","年平均（円）"
"2","7","1","2","1","170-189","183","たこ",73,88,92,104,128,142,,,,,,,
"2","7","1","2","1","170-189","185","えび",235,213,250,257,222,204,,,,,,,
"2","7","1","2","1","170-189","186","かに",157,41,15,20,4,3,,,,,,,
"2","7","1","2","1","170-189","189","他の鮮魚",769,724,665,642,626,597,,,,,,,
"2","7","1","2","1","170-189","187","さしみ盛合わせ",436,356,353,330,336,372,,,,,,,
"2","7","1","2","1","190-194","0","貝類",334,361,377,251,297,252,,,,,,,
"2","7","1","2","1","190-194","190","あさり",31,34,46,46,66,48,,,,,,,
"2","7","1","2","1","190-194","192","しじみ",31,31,34,39,48,59,,,,,,,
"2","7","1","2","1","190-194","191","かき(貝)",149,127,96,25,8,5,,,,,,,
"2","7","1","2","1","190-194","194","ほたて貝",100,106,115,107,127,99,,,,,,,
"2","7","1","2","1","190-194","193","他の貝",23,63,87,33,49,42,,,,,,,
"2","6","1","2","2","0","0","塩干魚介",1149,1208,1246,1104,1206,1221,,,,,,,
"2","7","1","2","2","0","195","塩さけ",187,165,217,187,187,220,,,,,,,
"2","7","1","2","2","0","196","たらこ",206,176,175,183,220,238,,,,,,,
"2","7","1","2","2","0","197","しらす干し",186,194,183,190,185,185,,,,,,,
"2","7","1","2","2","0","198","干しあじ",76,70,67,52,74,64,,,,,,,
"2","7","1","2","2","0","202","他の塩干魚介",493,603,605,493,540,514,,,,,,,
"2","6","1","2","3","0","0","魚肉練製品",734,705,713,615,664,597,,,,,,,
"2","7","1","2","3","0","203","揚げかまぼこ",190,218,198,169,186,153,,,,,,,
"2","7","1","2","3","0","204","ちくわ",113,135,129,141,154,143,,,,,,,
"2","7","1","2","3","0","205","かまぼこ",245,185,229,185,197,199,,,,,,,
"2","7","1","2","3","0","209","他の魚肉練製品",186,167,157,121,127,102,,,,,,,
"2","6","1","2","4","0","0","他の魚介加工品",930,1033,1060,957,972,928,,,,,,,
"2","7","1","2","4","0","210","かつお節・削り節",63,54,54,59,81,73,,,,,,,
"2","7","1","2","4","0","213","魚介の漬物",265,283,299,244,261,262,,,,,,,
"2","7","1","2","4","0","215","魚介のつくだ煮",91,85,92,81,59,77,,,,,,,
"2","7","1","2","4","0","216","魚介の缶詰",231,309,297,287,273,275,,,,,,,
"2","7","1","2","4","0","217","他の魚介加工品のその他",279,302,317,285,297,241,,,,,,,
"2","5","1","3","0","0","0","肉類",8976,8567,8702,8442,8942,8522,,,,,,,
"2","6","1","3","1","0","0","生鮮肉",7526,7152,7202,6901,7325,6898,,,,,,,
"2","7","1","3","1","0","220","牛肉",2091,1765,1928,1838,2092,1935,,,,,,,
"2","7","1","3","1","0","221","豚肉",3205,3210,3086,3042,3114,2879,,,,,,,
"2","7","1","3","1","0","222","鶏肉",1774,1739,1706,1538,1631,1543,,,,,,,
"2","7","1","3","1","0","22X","合いびき肉",234,236,259,272,279,296,,,,,,,
"2","7","1","3","1","0","224","他の生鮮肉",223,202,222,211,209,245,,,,,,,
"2","6","1","3","2","0","0","加工肉",1449,1415,1501,1541,1617,1624,,,,,,,
"2","7","1","3","2","0","225","ハム",478,392,376,403,443,521,,,,,,,
"2","7","1","3","2","0","226","ソーセージ",527,571,587,627,632,606,,,,,,,
"2","7","1","3","2","0","227","ベーコン",222,236,249,253,251,226,,,,,,,
"2","7","1","3","2","0","229","他の加工肉",222,216,288,259,291,271,,,,,,,
"2","5","1","4","0","0","0","乳卵類",4528,4614,4859,4697,4778,4641,,,,,,,
"2","6","1","4","1","0","230","牛乳",1356,1321,1388,1425,1481,1465,,,,,,,
"2","6","1","4","2","0","0","乳製品",2255,2364,2532,2361,2364,2292,,,,,,,
"2","7","1","4","2","0","231","粉ミルク",54,98,87,58,60,64,,,,,,,
"2","7","1","4","2","0","232","ヨーグルト",1221,1240,1359,1263,1276,1282,,,,,,,
"2","7","1","4","2","0","233","バター",152,173,160,154,154,144,,,,,,,
"2","7","1","4","2","0","234","チーズ",737,729,829,806,798,733,,,,,,,
"2","7","1","4","2","0","235","他の乳製品",91,123,96,80,77,70,,,,,,,
"2","6","1","4","3","0","238","卵",917,930,939,911,932,884,,,,,,,
"2","5","1","5","0","0","0","野菜・海藻",10011,10007,10559,10855,11276,10674,,,,,,,
"2","6","1","5","1","0","0","生鮮野菜",6812,6905,7227,7601,7868,7574,,,,,,,
"2","7","1","5","1","240-249","0","葉茎菜",2341,2266,2374,2412,2433,2071,,,,,,,
"2","7","1","5","1","240-249","240","キャベツ",226,241,282,357,342,255,,,,,,,
"2","7","1","5","1","240-249","241","ほうれんそう",195,195,186,208,206,156,,,,,,,
"2","7","1","5","1","240-249","242","はくさい",143,155,109,63,54,37,,,,,,,
"2","7","1","5","1","240-249","243","ねぎ",397,347,332,297,301,279,,,,,,,
"2","7","1","5","1","240-249","244","レタス",235,237,250,303,336,264,,,,,,,
"2","7","1","5","1","240-249","247","ブロッコリー",282,282,276,308,256,271,,,,,,,
"2","7","1","5","1","240-249","245","もやし",73,76,80,79,87,77,,,,,,,
"2","7","1","5","1","240-249","249","他の葉茎菜",789,734,859,797,850,731,,,,,,,
"2","7","1","5","1","250-259 25X","0","根菜",1865,1951,2025,2206,1988,1612,,,,,,,
"2","7","1","5","1","250-259 25X","250","さつまいも",142,148,134,109,80,54,,,,,,,
"2","7","1","5","1","250-259 25X","251","じゃがいも",256,277,289,332,320,266,,,,,,,
"2","7","1","5","1","250-259 25X","252","さといも",79,86,79,41,43,29,,,,,,,
"2","7","1","5","1","250-259 25X","253","だいこん",167,161,157,164,167,127,,,,,,,
"2","7","1","5","1","250-259 25X","254","にんじん",241,231,252,283,309,246,,,,,,,
"2","7","1","5","1","250-259 25X","255","ごぼう",81,102,87,86,75,69,,,,,,,
"2","7","1","5","1","250-259 25X","256","たまねぎ",426,459,499,474,416,368,,,,,,,
"2","7","1","5","1","250-259 25X","258","れんこん",110,104,98,65,40,22,,,,,,,
"2","7","1","5","1","250-259 25X","25X","たけのこ",54,39,99,296,92,40,,,,,,,
"2","7","1","5","1","250-259 25X","259","他の根菜",309,345,331,358,445,391,,,,,,,
"2","7","1","5","1","260-269 26B 26X","0","他の野菜",2606,2688,2828,2982,3447,3890,,,,,,,
"2","7","1","5","1","260-269 26B 26X","260","さやまめ",161,217,234,160,220,337,,,,,,,
"2","7","1","5","1","260-269 26B 26X","261","かぼちゃ",122,122,139,137,170,194,,,,,,,
"2","7","1","5","1","260-269 26B 26X","262","きゅうり",229,237,277,379,395,352,,,,,,,
"2","7","1","5","1","260-269 26B 26X","263","なす",119,126,165,214,277,284,,,,,,,
"2","7","1","5","1","260-269 26B 26X","264","トマト",630,644,694,905,1023,1003,,,,,,,
"2","7","1","5","1","260-269 26B 26X","265","ピーマン",169,196,239,252,283,270,,,,,,,
"2","7","1","5","1","260-269 26B 26X","266","生しいたけ",218,184,200,157,148,110,,,,,,,
"2","7","1","5","1","260-269 26B 26X","26B","しめじ",176,169,172,135,145,121,,,,,,,
"2","7","1","5","1","260-269 26B 26X","26X","えのきたけ",141,119,99,70,66,51,,,,,,,
"2","7","1","5","1","260-269 26B 26X","267","他のきのこ",278,254,268,230,257,199,,,,,,,
"2","7","1","5","1","260-269 26B 26X","269","他の野菜のその他",363,420,341,344,463,969,,,,,,,
"2","6","1","5","2","0","0","乾物・海藻",814,829,874,831,814,751,,,,,,,
"2","7","1","5","2","0","273","豆類",57,53,37,33,13,17,,,,,,,
"2","7","1","5","2","0","274","干ししいたけ",24,17,19,22,19,8,,,,,,,
"2","7","1","5","2","0","276","干しのり",289,299,311,302,299,275,,,,,,,
"2","7","1","5","2","0","277","わかめ",118,126,159,145,157,151,,,,,,,
"2","7","1","5","2","0","278","こんぶ",68,84,57,56,42,42,,,,,,,
"2","7","1","5","2","0","279","他の乾物・海藻",258,251,291,274,284,259,,,,,,,
"2","6","1","5","3","0","0","大豆加工品",1201,1151,1182,1192,1233,1115,,,,,,,
"2","7","1","5","3","0","280","豆腐",454,424,412,439,450,434,,,,,,,
"2","7","1","5","3","0","281","油揚げ・がんもどき",272,283,268,273,264,209,,,,,,,
"2","7","1","5","3","0","282","納豆",393,377,420,402,443,407,,,,,,,
"2","7","1","5","3","0","289","他の大豆製品",82,67,81,78,76,65,,,,,,,
"2","6","1","5","4","0","0","他の野菜・海藻加工品",1184,1122,1276,1230,1361,1234,,,,,,,
"2","7","1","5","4","0","290","こんにゃく",178,165,151,103,119,104,,,,,,,
"2","7","1","5","4","0","291","梅干し",148,102,109,125,157,219,,,,,,,
"2","7","1","5","4","0","292","だいこん漬",72,96,114,115,95,78,,,,,,,
"2","7","1","5","4","0","293","はくさい漬",56,59,52,52,56,31,,,,,,,
"2","7","1","5","4","0","294","他の野菜の漬物",417,403,498,509,534,468,,,,,,,
"2","7","1","5","4","0","295","こんぶつくだ煮",76,74,92,88,109,85,,,,,,,
"2","7","1","5","4","0","296","他の野菜・海藻のつくだ煮",41,31,37,41,36,28,,,,,,,
"2","7","1","5","4","0","299","他の野菜・海藻加工品のその他",195,192,222,197,255,220,,,,,,,
"2","5","1","6","0","0","0","果物",3877,3707,3918,3644,3690,3703,,,,,,,
"2","6","1","6","1","0","0","生鮮果物",3338,3210,3357,3197,3260,3264,,,,,,,
"2","7","1","6","1","0","300","りんご",415,403,352,333,327,234,,,,,,,
"2","7","1","6","1","0","301","みかん",854,532,217,35,28,86,,,,,,,
"2","7","1","6","1","0","315","オレンジ",28,13,67,124,102,66,,,,,,,
"2","7","1","6","1","0","304","他の柑きつ類",323,503,579,394,262,146,,,,,,,
"2","7","1","6","1","0","305","梨",5,2,-,-,-,-,,,,,,,
"2","7","1","6","1","0","306","ぶどう",38,31,58,87,87,119,,,,,,,
"2","7","1","6","1","0","307","柿",49,23,1,-,-,-,,,,,,,
"2","7","1","6","1","0","308","桃",1,-,0,-,-,108,,,,,,,
"2","7","1","6","1","0","309","すいか",-,1,1,52,145,331,,,,,,,
"2","7","1","6","1","0","310","メロン",20,3,24,28,146,255,,,,,,,
"2","7","1","6","1","0","311","いちご",725,775,980,896,488,40,,,,,,,
"2","7","1","6","1","0","312","バナナ",409,433,484,519,552,546,,,,,,,
"2","7","1","6","1","0","316","キウイフルーツ",70,88,114,249,428,420,,,,,,,
"2","7","1","6","1","0","313","他の果物",401,405,480,481,695,913,,,,,,,
"2","6","1","6","2","0","319","果物加工品",539,497,561,447,430,440,,,,,,,
"2","5","1","7","0","0","0","油脂・調味料",4312,4303,4612,4227,4197,4173,,,,,,,
"2","6","1","7","1","0","0","油脂",477,439,569,473,507,475,,,,,,,
"2","7","1","7","1","0","320","食用油",441,394,526,425,463,432,,,,,,,
"2","7","1","7","1","0","321","マーガリン",36,45,44,48,45,43,,,,,,,
"2","6","1","7","2","0","0","調味料",3835,3864,4043,3754,3690,3698,,,,,,,
"2","7","1","7","2","0","322","食塩",30,32,29,41,35,54,,,,,,,
"2","7","1","7","2","0","323","しょう油",154,121,155,128,129,137,,,,,,,
"2","7","1","7","2","0","324","みそ",172,237,197,258,181,195,,,,,,,
"2","7","1","7","2","0","325","砂糖",60,69,87,68,94,99,,,,,,,
"2","7","1","7","2","0","327","酢",53,60,57,64,69,69,,,,,,,
"2","7","1","7","2","0","328","ソース",72,61,77,68,64,64,,,,,,,
"2","7","1","7","2","0","329","ケチャップ",66,82,84,81,78,74,,,,,,,
"2","7","1","7","2","0","330","マヨネーズ・マヨネーズ風調味料",110,138,140,135,142,122,,,,,,,
"2","7","1","7","2","0","332","ドレッシング",166,194,205,179,236,225,,,,,,,
"2","7","1","7","2","0","331","ジャム",120,157,168,152,185,149,,,,,,,
"2","7","1","7","2","0","333","カレールウ",127,112,126,119,103,112,,,,,,,
"2","7","1","7","2","0","334","乾燥スープ",432,423,466,387,310,308,,,,,,,
"2","7","1","7","2","0","335","風味調味料",258,239,285,241,226,186,,,,,,,
"2","7","1","7","2","0","336","ふりかけ",141,138,156,150,120,149,,,,,,,
"2","7","1","7","2","0","33X","つゆ・たれ",482,408,382,328,343,363,,,,,,,
"2","7","1","7","2","0","339","他の調味料",1395,1393,1430,1354,1375,1391,,,,,,,
"2","5","1","8","0","0","0","菓子類",8822,9832,10455,8586,9606,8965,,,,,,,
"2","7","1","8","0","0","340","ようかん",31,33,69,76,75,65,,,,,,,
"2","7","1","8","0","0","341","まんじゅう",45,60,96,35,70,36,,,,,,,
"2","7","1","8","0","0","342","他の和生菓子",932,803,1210,863,1080,733,,,,,,,
"2","7","1","8","0","0","343","カステラ",103,90,81,66,80,93,,,,,,,
"2","7","1","8","0","0","344","ケーキ",692,768,797,592,684,602,,,,,,,
"2","7","1","8","0","0","347","ゼリー",118,100,160,183,295,373,,,,,,,
"2","7","1","8","0","0","348","プリン",173,164,191,163,191,158,,,,,,,
"2","7","1","8","0","0","345","他の洋生菓子",1084,1022,1329,1015,1065,929,,,,,,,
"2","7","1","8","0","0","350","せんべい",571,621,776,628,699,606,,,,,,,
"2","7","1","8","0","0","346","ビスケット",488,632,639,521,620,484,,,,,,,
"2","7","1","8","0","0","357","スナック菓子",414,433,509,488,482,535,,,,,,,
"2","7","1","8","0","0","349","キャンデー",215,252,243,227,226,207,,,,,,,
"2","7","1","8","0","0","352","チョコレート",793,1605,736,559,475,401,,,,,,,
"2","7","1","8","0","0","353","チョコレート菓子",265,283,246,171,170,162,,,,,,,
"2","7","1","8","0","0","356","アイスクリーム・シャーベット",718,616,793,1071,1202,1328,,,,,,,
"2","7","1","8","0","0","359","他の菓子",2180,2350,2578,1928,2191,2254,,,,,,,
"2","5","1","9","0","0","0","調理食品",14081,14575,15605,14389,14117,14404,,,,,,,
"2","6","1","9","1","0","0","主食的調理食品",6315,6805,7150,6360,6278,6254,,,,,,,
"2","7","1","9","1","0","360","弁当",1950,1878,2087,1859,1892,1923,,,,,,,
"2","7","1","9","1","0","36A","すし(弁当)",1241,1854,1458,1269,1261,1293,,,,,,,
"2","7","1","9","1","0","36B","おにぎり・その他",489,465,634,575,571,529,,,,,,,
"2","7","1","9","1","0","361","調理パン",716,738,898,836,814,784,,,,,,,
"2","7","1","9","1","0","363","他の主食的調理食品",1920,1869,2073,1821,1739,1726,,,,,,,
"2","6","1","9","2","0","0","他の調理食品",7766,7770,8455,8029,7839,8150,,,,,,,
"2","7","1","9","2","0","364","うなぎのかば焼き",169,115,177,204,155,305,,,,,,,
"2","7","1","9","2","0","365","サラダ",555,560,659,604,638,685,,,,,,,
"2","7","1","9","2","0","366","コロッケ",186,162,176,197,182,171,,,,,,,
"2","7","1","9","2","0","367","カツレツ",192,226,210,226,215,196,,,,,,,
"2","7","1","9","2","0","368","天ぷら・フライ",981,982,1209,1116,1057,1119,,,,,,,
"2","7","1","9","2","0","369","しゅうまい",164,154,178,145,143,129,,,,,,,
"2","7","1","9","2","0","371","ぎょうざ",159,179,197,178,196,190,,,,,,,
"2","7","1","9","2","0","372","やきとり",284,280,344,340,317,319,,,,,,,
"2","7","1","9","2","0","373","ハンバーグ",121,102,108,165,158,169,,,,,,,
"2","7","1","9","2","0","370","冷凍調理食品",785,808,1050,962,954,908,,,,,,,
"2","7","1","9","2","0","375","そうざい材料セット",415,488,373,387,336,326,,,,,,,
"2","7","1","9","2","0","376","他の調理食品のその他",3756,3715,3776,3504,3489,3634,,,,,,,
"2","5","1","10","0","0","0","飲料",5080,4953,5786,5846,6375,6363,,,,,,,
"2","6","1","10","1","0","0","茶類",1135,1159,1384,1292,1533,1447,,,,,,,
"2","7","1","10","1","0","380","緑茶",324,305,316,245,436,274,,,,,,,
"2","7","1","10","1","0","381","紅茶",129,122,229,150,115,118,,,,,,,
"2","7","1","10","1","0","383","他の茶葉",147,150,156,197,146,183,,,,,,,
"2","7","1","10","1","0","38X","茶飲料",536,581,683,700,836,872,,,,,,,
"2","6","1","10","2","0","0","コーヒー・ココア",1280,1200,1401,1375,1344,1333,,,,,,,
"2","7","1","10","2","0","382","コーヒー",846,798,925,877,776,754,,,,,,,
"2","7","1","10","2","0","384","コーヒー飲料",390,341,443,470,549,553,,,,,,,
"2","7","1","10","2","0","386","ココア・ココア飲料",45,61,33,27,19,27,,,,,,,
"2","6","1","10","3","0","0","他の飲料",2664,2594,3001,3180,3497,3583,,,,,,,
"2","7","1","10","3","0","385","果実・野菜ジュース",479,570,646,673,698,670,,,,,,,
"2","7","1","10","3","0","387","炭酸飲料",541,503,513,624,655,704,,,,,,,
"2","7","1","10","3","0","388","乳酸菌飲料",333,385,420,437,598,499,,,,,,,
"2","7","1","10","3","0","38A","乳飲料",149,161,221,235,248,241,,,,,,,
"2","7","1","10","3","0","38B","ミネラルウォーター",398,425,461,482,464,445,,,,,,,
"2","7","1","10","3","0","38Y","スポーツドリンク",106,41,56,83,128,152,,,,,,,
"2","7","1","10","3","0","389","他の飲料のその他",659,511,683,645,707,872,,,,,,,
"2","5","1","11","0","0","0","酒類",3424,3651,4297,3894,4524,4762,,,,,,,
"2","7","1","11","0","0","3X1","清酒",589,568,512,426,377,545,,,,,,,
"2","7","1","11","0","0","3X3","焼酎",337,478,583,489,576,544,,,,,,,
"2","7","1","11","0","0","3X4","ビール",919,964,1263,1260,1412,1356,,,,,,,
"2","7","1","11","0","0","3X5","ウイスキー",190,156,227,205,261,332,,,,,,,
"2","7","1","11","0","0","3X9","ワイン",469,531,482,400,530,661,,,,,,,
"2","7","1","11","0","0","3X7","発泡酒・ビール風アルコール飲料",464,433,661,605,667,548,,,,,,,
"2","7","1","11","0","0","3X8","チューハイ・カクテル",302,383,448,383,492,630,,,,,,,
"2","7","1","11","0","0","3XX","他の酒",154,136,120,127,209,145,,,,,,,
"2","5","1","12","0","0","0","外食",19076,18080,21853,18263,21102,20306,,,,,,,
"2","6","1","12","1","0","0","一般外食",18694,17726,21682,18166,20743,20036,,,,,,,
"2","7","1","12","1","390-396 399 39A 39B","0","食事代",15111,14306,17786,15286,17268,16572,,,,,,,
"2","7","1","12","1","390-396 399 39A 39B","390","日本そば・うどん",627,469,691,655,664,615,,,,,,,
"2","7","1","12","1","390-396 399 39A 39B","391","中華そば",706,652,691,705,733,731,,,,,,,
"2","7","1","12","1","390-396 399 39A 39B","392","他の麺類外食",326,360,355,291,346,397,,,,,,,
"2","7","1","12","1","390-396 399 39A 39B","393","すし(外食)",1536,1340,1266,1399,1325,1248,,,,,,,
"2","7","1","12","1","390-396 399 39A 39B","394","和食",2207,1886,2891,1830,2254,2082,,,,,,,
"2","7","1","12","1","390-396 399 39A 39B","39A","中華食",733,541,628,582,503,598,,,,,,,
"2","7","1","12","1","390-396 399 39A 39B","395","洋食",1049,1041,1616,924,1425,1569,,,,,,,
"2","7","1","12","1","390-396 399 39A 39B","399","焼肉",437,623,882,360,649,503,,,,,,,
"2","7","1","12","1","390-396 399 39A 39B","39B","ハンバーガー",517,425,611,536,508,672,,,,,,,
"2","7","1","12","1","390-396 399 39A 39B","396","他の主食的外食",6975,6969,8155,8005,8862,8155,,,,,,,
"2","7","1","12","1","0","397","喫茶代",1063,1053,1050,1140,1274,1187,,,,,,,
"2","7","1","12","1","0","398","飲酒代",2521,2366,2847,1739,2200,2278,,,,,,,
"2","6","1","12","2","0","39X","学校給食",382,355,171,97,359,269,,,,,,,
"2","4","2","0","0","0","0","住居",18456,19782,25829,34957,16975,22794,,,,,,,
"2","5","2","1","0","0","0","家賃地代",12322,10637,10663,11385,11054,15186,,,,,,,
"2","7","2","1","0","0","400","民営家賃",8765,8113,8815,8236,9553,13196,,,,,,,
"2","7","2","1","0","0","403","公営家賃",2173,506,200,605,392,71,,,,,,,
"2","7","2","1","0","0","404","給与住宅家賃",1049,1177,936,1034,827,909,,,,,,,
"2","7","2","1","0","0","402","地代",336,285,623,1175,282,97,,,,,,,
"2","7","2","1","0","0","409","他の家賃地代",-,556,88,335,-,913,,,,,,,
"2","5","2","2","0","0","0","設備修繕・維持",6134,9146,15166,23572,5921,7608,,,,,,,
"2","6","2","2","1","0","0","設備材料",1630,3478,8962,4373,3345,4284,,,,,,,
"2","7","2","2","1","0","410","設備器具",1400,3243,8709,4104,3143,3937,,,,,,,
"2","7","2","2","1","0","419","修繕材料",231,235,254,268,202,347,,,,,,,
"2","6","2","2","2","0","0","工事その他のサービス",4504,5667,6204,19199,2576,3324,,,,,,,
"2","7","2","2","2","0","420","畳替え",302,-,438,-,-,-,,,,,,,
"2","7","2","2","2","0","424","給排水関係工事費",156,1127,680,393,288,448,,,,,,,
"2","7","2","2","2","0","425","外壁・塀等工事費",143,1722,209,6473,665,237,,,,,,,
"2","7","2","2","2","0","426","植木・庭手入れ代",290,108,40,520,167,283,,,,,,,
"2","7","2","2","2","0","427","他の工事費",1691,2185,3099,10960,669,474,,,,,,,
"2","7","2","2","2","0","429","火災・地震保険料",1922,526,1738,853,787,1882,,,,,,,
"2","4","3","0","0","0","0","光熱・水道",22776,25399,26955,24660,21059,18291,,,,,,,
"2","5","3","1","0","0","430","電気代",9869,11735,13188,11499,10370,8517,,,,,,,
"2","5","3","2","0","0","0","ガス代",7597,8285,8243,7893,6281,5113,,,,,,,
"2","7","3","2","0","0","431","都市ガス",7168,7900,7808,7413,5886,4761,,,,,,,
"2","7","3","2","0","0","432","プロパンガス",429,386,435,480,395,353,,,,,,,
"2","5","3","3","0","0","0","他の光熱",604,517,463,76,39,32,,,,,,,
"2","7","3","3","0","0","433","灯油",550,495,443,57,21,7,,,,,,,
"2","7","3","3","0","0","439","他の光熱のその他",54,22,21,19,18,25,,,,,,,
"2","5","3","4","0","0","440","上下水道料",4706,4862,5061,5191,4370,4629,,,,,,,
"2","4","4","0","0","0","0","家具・家事用品",15431,12375,13738,13050,13781,14436,,,,,,,
"2","5","4","1","0","0","0","家庭用耐久財",6733,4396,4379,4908,4457,5175,,,,,,,
"2","6","4","1","1","0","0","家事用耐久財",2491,2416,2138,2934,1693,1120,,,,,,,
"2","7","4","1","1","0","45X","電子レンジ",117,129,42,260,96,88,,,,,,,
"2","7","4","1","1","0","451","炊事用電気器具",414,510,191,326,92,290,,,,,,,
"2","7","4","1","1","0","452","炊事用ガス器具",13,26,40,12,96,-,,,,,,,
"2","7","4","1","1","0","453","電気冷蔵庫",911,686,619,907,498,129,,,,,,,
"2","7","4","1","1","0","455","電気掃除機",408,192,300,78,515,70,,,,,,,
"2","7","4","1","1","0","456","電気洗濯機",292,635,748,1173,188,212,,,,,,,
"2","7","4","1","1","0","459","他の家事用耐久財",336,238,198,178,209,331,,,,,,,
"2","6","4","1","2","0","0","冷暖房用器具",3060,1670,1844,1380,2212,2391,,,,,,,
"2","7","4","1","2","0","470","エアコン",2456,1403,1549,1030,2084,2041,,,,,,,
"2","7","4","1","2","0","472","ストーブ・温風ヒーター",74,40,39,-,-,1,,,,,,,
"2","7","4","1","2","0","479","他の冷暖房用器具",531,226,256,351,127,349,,,,,,,
"2","6","4","1","3","0","0","一般家具",1181,310,397,594,551,1664,,,,,,,
"2","7","4","1","3","0","480","たんす",148,-,13,96,26,31,,,,,,,
"2","7","4","1","3","0","482","テーブル・ソファー",222,27,34,297,48,49,,,,,,,
"2","7","4","1","3","0","483","食器戸棚",-,-,-,-,11,1326,,,,,,,
"2","7","4","1","3","0","489","他の家具",811,282,349,201,466,258,,,,,,,
"2","5","4","2","0","0","0","室内装備・装飾品",410,383,690,1238,690,557,,,,,,,
"2","7","4","2","0","0","491","照明器具",37,107,196,140,240,143,,,,,,,
"2","7","4","2","0","0","492","室内装飾品",29,90,155,275,84,72,,,,,,,
"2","7","4","2","0","0","493","敷物",124,45,30,98,130,88,,,,,,,
"2","7","4","2","0","0","496","カーテン",91,11,183,644,85,69,,,,,,,
"2","7","4","2","0","0","499","他の室内装備品",128,130,126,81,150,185,,,,,,,
"2","5","4","3","0","0","0","寝具類",1668,1228,965,240,954,833,,,,,,,
"2","7","4","3","0","0","500","ベッド",590,569,510,-,69,109,,,,,,,
"2","7","4","3","0","0","501","布団",574,89,40,12,85,126,,,,,,,
"2","7","4","3","0","0","503","毛布",83,12,-,-,-,10,,,,,,,
"2","7","4","3","0","0","505","敷布",29,35,68,62,74,75,,,,,,,
