"選挙名称","届出番号","党派名","候補者名","3:40 確定[人]","23:40[人]"
"令和元年7月21日執行　参議院（比例代表選出）議員選挙","9- 20","立憲民主党","もりや　たかし","61 ","0 "
"令和元年7月21日執行　参議院（比例代表選出）議員選挙","9- 21","立憲民主党","吉川　さおり","120 ","0 "
"令和元年7月21日執行　参議院（比例代表選出）議員選挙","9- 22","立憲民主党","若林　ともこ","52 ","0 "
"令和元年7月21日執行　参議院（比例代表選出）議員選挙","10 ","労働の解放をめざす労働者党","労働の解放をめざす労働者党 ","49 ","0 "
"令和元年7月21日執行　参議院（比例代表選出）議員選挙","10-  1","労働の解放をめざす労働者党","【特】　伊藤　恵子","-","-"
"令和元年7月21日執行　参議院（比例代表選出）議員選挙","10-  2","労働の解放をめざす労働者党","林　ひろよし","19 ","0 "
"令和元年7月21日執行　参議院（比例代表選出）議員選挙","10-  3","労働の解放をめざす労働者党","菊池　里志","1 ","0 "
"令和元年7月21日執行　参議院（比例代表選出）議員選挙","10-  4","労働の解放をめざす労働者党","吉村　ふみお","3 ","0 "
"令和元年7月21日執行　参議院（比例代表選出）議員選挙","11 ","NHKから国民を守る党","ＮＨＫから国民を守る党","1,796 ","1,500 "
"令和元年7月21日執行　参議院（比例代表選出）議員選挙","11-  1","NHKから国民を守る党","立花　　孝志","269 ","0 "
"令和元年7月21日執行　参議院（比例代表選出）議員選挙","11-  2","NHKから国民を守る党","浜田　聡","11 ","0 "
"令和元年7月21日執行　参議院（比例代表選出）議員選挙","11-  3","NHKから国民を守る党","岡本　介伸","9 ","0 "
"令和元年7月21日執行　参議院（比例代表選出）議員選挙","11-  4","NHKから国民を守る党","熊丸　英治","10 ","0 "
"令和元年7月21日執行　参議院（比例代表選出）議員選挙","12 ","安楽死制度を考える会","安楽死制度を考える会","984 ","500 "
"令和元年7月21日執行　参議院（比例代表選出）議員選挙","12-  1","安楽死制度を考える会","佐野　秀光","93 ","0 "
"令和元年7月21日執行　参議院（比例代表選出）議員選挙","13 ","れいわ新選組","れいわ新選組","4,487.000 ","4,000 "
"令和元年7月21日執行　参議院（比例代表選出）議員選挙","13-  1","れいわ新選組","【特】　ふなご　やすひこ","-","-"
"令和元年7月21日執行　参議院（比例代表選出）議員選挙","13-  2","れいわ新選組","【特】　木村　英子","-","-"
"令和元年7月21日執行　参議院（比例代表選出）議員選挙","13-  3","れいわ新選組","山本　太郎","4,372.778 ","0 "
"令和元年7月21日執行　参議院（比例代表選出）議員選挙","13-  4","れいわ新選組","はすいけ　透","58 ","0 "
"令和元年7月21日執行　参議院（比例代表選出）議員選挙","13-  5","れいわ新選組","やすとみ　歩","49 ","0 "
"令和元年7月21日執行　参議院（比例代表選出）議員選挙","13-  6","れいわ新選組","三井　よしふみ","14 ","0 "
"令和元年7月21日執行　参議院（比例代表選出）議員選挙","13-  7","れいわ新選組","辻村　ちひろ","9 ","0 "
"令和元年7月21日執行　参議院（比例代表選出）議員選挙","13-  8","れいわ新選組","大西　つねき","77 ","0 "
"令和元年7月21日執行　参議院（比例代表選出）議員選挙","13-  9","れいわ新選組","渡辺　てる子","12 ","0 "

"令和元年7月21日執行　参議院比例代表選出議員選挙候補者別開票推移","Ver201907",,,,
