8　東京港の主な港湾施設,,,,,,,,,,,,,,,,,,,
中央防波堤内側ばら物ふ頭（Ｘ）,,2,240,-12.0,"30,000 ",1,ｱﾝﾛｰﾀﾞｰ(走行式）,500t/h,2,5,"3,414","29,338",外貿ばら物,石炭,（21）,コークス,（6）,,
,,,,,,,ﾍﾞﾙﾄｺﾝﾍﾞﾔｰ,"1,200t/h",1,,,,,,,,,,
中央防波堤内側建設発生土ふ頭（Ｘ）,,8,130,-7.5,"5,000 ",1,,,,,,,,,（－）,廃土砂,（18）,,
中央防波堤内側内貿ふ頭（Ｘ）,,"4,5",460,-9.0,"    12,000(G.T.)",2,,,,,,"12,891",内貿雑貨,,（－）,輸送用容器、その他日用品,（102）,,
中央防波堤外側外貿コンテナふ頭（Ｙ）,,1,230,-11.0,"20,000 ",1,ｶﾞﾝﾄﾘｰｸﾚｰﾝ,65.0ｔ,3,,,（埠頭㈱,,,,,,,
,,2,400,-16.0,"150,000 ",1,,65.0ｔ,3,,,"117,819）",,,,,,,
係船浮標,,木材投下泊地,ブイ３基,-7.5,"（9,000",2,,,,,,,,,（－）,廃土砂,（9） ,,
,,NO.1～NO.3,,,"～12,000）",,,,,,,,,,,,,,
錨泊地,,木材投下泊地,面積,-2.5～-14.0,,－,,,,,,,,,,,,,
,,検疫錨地ほか,"18,333,242㎡",,,,,,,,,,,,,,,,
小型船だまり,,7号地・13号地,面積,-3.0～-4.0,,－,,,,,,,,,,,,,
,,ほか,"346,302㎡",,,,,,,,,,,,,,,,
係船くい,,M1～M5，,ドルフィン14基,-10.0,"15,000 ",7,,,,,,,,,,,,,
,,M10，M11,,,,,,,,,,,,,,,,,
東京夢の島マリーナ,,A～Z,固定桟橋839ｍ,-3.0,艇長20.0m以下,660,上下架施設,33t,1,,,修理ヤード,クルーザーヨット,,,,,,
,,,主浮桟橋609個,,,,,,,,,15艘分,モーターボート,,,,,,
,,,,,,,,,,,,,,,,,,,
