施設名称,所在地,緯度,経度,URL
なつめ公園,墨田区東向島六丁目40番2号,35.724509,139.822016,https://www.city.sumida.lg.jp/sisetu_info/kouen/kunai_park_annai/sumida_park/park52.html
隅田川緑道公園,墨田区横網一丁目・二丁目、本所一丁目、東駒形一丁目、吾妻橋一丁目、堤通一丁目地先,35.700997,139.794326,https://www.city.sumida.lg.jp/sisetu_info/kouen/kunai_park_annai/sumida_park/park24.html
堤通公園,墨田区堤通一丁目8番1号,35.723815,139.810731,https://www.city.sumida.lg.jp/sisetu_info/kouen/kunai_park_annai/sumida_park/park26.html
梅若公園,墨田区堤通二丁目6番10号,35.733816,139.816201,https://www.city.sumida.lg.jp/sisetu_info/kouen/kunai_park_annai/sumida_park/park51.html
白鬚公園,墨田区墨田一丁目4番42号,35.728033,139.815434,https://www.city.sumida.lg.jp/sisetu_info/kouen/kunai_park_annai/sumida_park/park66.html
荒川四ツ木橋緑地,墨田区墨田四丁目・五丁目、東墨田二丁目・三丁目、八広六丁目地先,35.729329,139.829071,https://www.city.sumida.lg.jp/sisetu_info/kouen/kunai_park_annai/sumida_park/park34.html
つばき公園,墨田区墨田五丁目33番9号,35.73763,139.820268,https://www.city.sumida.lg.jp/sisetu_info/kouen/kunai_park_annai/sumida_park/park32.html
押上公園,墨田区押上一丁目47番8号,35.709261,139.817285,https://www.city.sumida.lg.jp/sisetu_info/kouen/kunai_park_annai/sumida_park/park17.html
ひきふねどんぐり公園,墨田区京島一丁目7番3号,35.716663,139.818945,https://www.city.sumida.lg.jp/sisetu_info/kouen/kunai_park_annai/sumida_park/hikifunedonguri.html
曳舟なごみ公園,墨田区京島一丁目8番2号,35.716087,139.817982,https://www.city.sumida.lg.jp/sisetu_info/kouen/kunai_park_annai/sumida_park/hikifunenagomi.html
京島西公園,墨田区京島一丁目22番3号,35.715786,139.818905,https://www.city.sumida.lg.jp/sisetu_info/kouen/kunai_park_annai/sumida_park/park37.html
曳舟さくら公園,墨田区京島一丁目40番1号,35.718896,139.820171,https://www.city.sumida.lg.jp/sisetu_info/kouen/kunai_park_annai/sumida_park/park42.html
京島南公園,墨田区京島二丁目20番17号,35.713064,139.822156,https://www.city.sumida.lg.jp/sisetu_info/kouen/kunai_park_annai/sumida_park/park28.html
原公園,墨田区京島三丁目44番14号,35.713024,139.82325,https://www.city.sumida.lg.jp/sisetu_info/kouen/kunai_park_annai/sumida_park/park18.html
あずま百樹園,墨田区文花一丁目19番4号,35.710219,139.82406,https://www.city.sumida.lg.jp/sisetu_info/kouen/kunai_park_annai/sumida_park/park19.html
文花公園,墨田区文花一丁目27番5号,35.708817,139.821743,https://www.city.sumida.lg.jp/sisetu_info/kouen/kunai_park_annai/sumida_park/park20.html
文花宮前橋公園,墨田区文花一丁目32番11号,35.708917,139.824248,https://www.city.sumida.lg.jp/sisetu_info/kouen/kunai_park_annai/sumida_park/park40.html
緑と花の学習園,墨田区文花二丁目12番17号,35.709202,139.825364,https://www.city.sumida.lg.jp/sisetu_info/kouen/kunai_park_annai/sumida_park/park50.html
ひいらぎ公園,墨田区八広一丁目16番11号,35.720115,139.822333,https://www.city.sumida.lg.jp/sisetu_info/kouen/kunai_park_annai/sumida_park/park31.html
みわさと公園,墨田区八広一丁目38番13号,35.721182,139.825216,https://www.city.sumida.lg.jp/sisetu_info/kouen/kunai_park_annai/sumida_park/park54.html
舟原公園,墨田区八広二丁目43番16号,35.715368,139.826734,https://www.city.sumida.lg.jp/sisetu_info/kouen/kunai_park_annai/sumida_park/park35.html
八広中央公園,墨田区八広三丁目13番19号,35.719442,139.827188,https://www.city.sumida.lg.jp/sisetu_info/kouen/kunai_park_annai/sumida_park/park43.html
八広あずま公園,墨田区八広四丁目19番14号,35.723691,139.828244,https://www.city.sumida.lg.jp/sisetu_info/kouen/kunai_park_annai/sumida_park/park56.html
八広公園,墨田区八広五丁目10番14号,35.725491,139.824774,https://www.city.sumida.lg.jp/sisetu_info/kouen/kunai_park_annai/sumida_park/park49.html
吾嬬西公園,墨田区八広六丁目53番16号,35.724305,139.830557,https://www.city.sumida.lg.jp/sisetu_info/kouen/kunai_park_annai/sumida_park/park21.html
立花公園,墨田区立花一丁目27番5号,35.704766,139.828631,https://www.city.sumida.lg.jp/sisetu_info/kouen/kunai_park_annai/sumida_park/park39.html
東あずま公園,墨田区立花二丁目32番12号,35.708131,139.830594,https://www.city.sumida.lg.jp/sisetu_info/kouen/kunai_park_annai/sumida_park/park46.html
旧中川水辺公園,墨田区東墨田一丁目・三丁目、立花三丁目・五丁目・六丁目地先,35.711816,139.835961,https://www.city.sumida.lg.jp/sisetu_info/kouen/kunai_park_annai/sumida_park/tac04000201104011347.html
福寿公園,墨田区立花三丁目24番3号,35.707787,139.834612,https://www.city.sumida.lg.jp/sisetu_info/kouen/kunai_park_annai/sumida_park/park36.html
たちばな仲よし公園,墨田区立花五丁目19番2号,35.712645,139.830149,https://www.city.sumida.lg.jp/sisetu_info/kouen/kunai_park_annai/sumida_park/park44.html
中川公園,墨田区立花五丁目38番3号,35.712097,139.831994,https://www.city.sumida.lg.jp/sisetu_info/kouen/kunai_park_annai/sumida_park/park22.html
立花いこい公園,墨田区立花六丁目8番34号,35.711343,139.835969,https://www.city.sumida.lg.jp/sisetu_info/kouen/kunai_park_annai/sumida_park/park59.html
平井橋第二公園,墨田区立花六丁目8番44号,35.710378,139.836152,https://www.city.sumida.lg.jp/sisetu_info/kouen/kunai_park_annai/sumida_park/park48.html
平井橋第一公園,墨田区立花六丁目8番55号,35.710738,139.834381,https://www.city.sumida.lg.jp/sisetu_info/kouen/kunai_park_annai/sumida_park/park47.html
立花大正民家園,墨田区立花六丁目13番17号,35.709738,139.838236,https://www.city.sumida.lg.jp/sisetu_info/kouen/kunai_park_annai/sumida_park/park65.html
新平井橋公園,墨田区東墨田一丁目6番2号,35.71589,139.830557,https://www.city.sumida.lg.jp/sisetu_info/kouen/kunai_park_annai/sumida_park/park23.html
東墨田第一公園,墨田区東墨田二丁目1番16号,35.718782,139.830138,https://www.city.sumida.lg.jp/sisetu_info/kouen/kunai_park_annai/sumida_park/park55.html
東墨田二丁目公園,墨田区東墨田二丁目12番10号,35.721247,139.832734,https://www.city.sumida.lg.jp/sisetu_info/kouen/kunai_park_annai/sumida_park/park62.html
きねがわ公園,墨田区東墨田二丁目25番8号,35.72408,139.832941,https://www.city.sumida.lg.jp/sisetu_info/kouen/kunai_park_annai/sumida_park/park58.html
東墨田公園,墨田区東墨田三丁目4番14号,35.719793,139.834934,https://www.city.sumida.lg.jp/sisetu_info/kouen/kunai_park_annai/sumida_park/park63.html
東公園,墨田区東墨田三丁目12番19号,35.720838,139.835685,https://www.city.sumida.lg.jp/sisetu_info/kouen/kunai_park_annai/sumida_park/park57.html
東墨田東公園,墨田区東墨田三丁目19番2号,35.718382,139.83753,https://www.city.sumida.lg.jp/sisetu_info/kouen/kunai_park_annai/sumida_park/park53.html
都立東白鬚公園,墨田区堤通二丁目2番1号,35.733284,139.814479,https://www.city.sumida.lg.jp/sisetu_info/kouen/toritu_kouen/higasi.html
都立向島百花園,墨田区東向島三丁目18番3号,35.724257,139.815542,https://www.city.sumida.lg.jp/sisetu_info/kouen/toritu_kouen/hyakkaen.html
都立横網町公園,墨田区横網二丁目3番25号,35.699373,139.796391,https://www.city.sumida.lg.jp/sisetu_info/kouen/toritu_kouen/yokoami.html
