化学工業品,,"14,318,293","2,935,628","11,382,665","6,084,718","2,414,432","3,670,286","6,045,813","2,414,432","3,631,381","622,853","239,974","382,879","209,343","86,337","123,006","583,129","283,915","299,214",化学工業品,,,,
43,陶磁器,"149,666","11,957","137,709","148,993","11,304","137,689","148,993","11,304","137,689","9,775","5,970","3,805","2,413",102,"2,311","11,852",442,"11,410",43,陶磁器,,,
44,セメント,"2,867,437","32,968","2,834,469","16,676","3,356","13,320","16,676","3,356","13,320",379,64,315,8,8,-,"3,535","1,555","1,980",44,セメント,,,
45,ガラス類,"309,445","106,132","203,313","291,358","89,267","202,091","291,358","89,267","202,091","33,553","16,204","17,349","1,551",65,"1,486","20,001","11,571","8,430",45,ガラス類,,,
46,窯業品,"433,885","178,125","255,760","371,416","146,997","224,419","371,416","146,997","224,419","55,925","24,367","31,558","28,402","24,112","4,290","31,147","16,636","14,511",46,窯業品,,,
47,重油,"503,515","242,732","260,783",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,
48,揮発油,"1,066",823,243,243,-,243,243,-,243,47,-,47,-,-,-,195,-,195,48,揮発油,,,
49,その他の石油,"4,495,611","42,574","4,453,037","42,507","22,130","20,377","42,507","22,130","20,377","5,322","1,694","3,628","3,336",359,"2,977","5,437","1,191","4,246",49,その他の石油,,,
50,LNG/液化天然ガス,214,-,214,194,-,194,194,-,194,52,-,52,-,-,-,52,-,52,50,LNG/液化天然ガス,,,
51,LPG/液化石油ガス,"7,816","6,734","1,082",930,-,930,930,-,930,-,-,-,-,-,-,-,-,-,51,LPG/液化石油ガス,,,
52,その他石油製品,"60,259","24,585","35,674","36,557","16,979","19,578","36,557","16,979","19,578","3,453",410,"3,043","3,248",41,"3,207","3,169",666,"2,503",52,その他石油製品,,,
53,コークス,"73,729","7,969","65,760","45,301",-,"45,301","11,569",-,"11,569","1,980",-,"1,980",-,-,-,-,-,-,53,コークス,,,
54,石炭製品,"5,464","4,825",639,"5,429","4,810",619,"5,429","4,810",619,240,-,240,712,607,105,90,45,45,54,石炭製品,,,
55,化学薬品,"1,048,708","341,669","707,039","932,885","294,194","638,691","927,712","294,194","633,518","125,364","51,820","73,544","40,479","14,231","26,248","104,681","36,824","67,857",55,化学薬品,,,
56,化学肥料,"63,009","6,131","56,878","54,842","2,249","52,593","54,842","2,249","52,593","4,321",28,"4,293",250,11,239,"4,238",503,"3,735",56,化学肥料,,,
57,その他化学工業品,"4,298,469","1,928,404","2,370,065","4,137,387","1,823,146","2,314,241","4,137,387","1,823,146","2,314,241","382,442","139,417","243,025","128,944","46,801","82,143","398,732","214,482","184,250",57,その他化学工業品,,,
軽工業品,,"8,281,656","1,494,774","6,786,882","5,474,818","646,465","4,828,353","5,474,814","646,461","4,828,353","951,738","122,827","828,911","340,221","53,961","286,260","639,747","49,607","590,140",軽工業品,,,,
58,紙・パルプ,"2,660,077","494,594","2,165,483","982,329","263,357","718,972","982,325","263,353","718,972","140,207","42,251","97,956","223,975","48,308","175,667","42,117","16,929","25,188",58,紙・パルプ,,,
59,糸及び紡績半製品,"59,419","3,872","55,547","56,960","3,492","53,468","56,960","3,492","53,468","1,259",371,888,"3,110",526,"2,584","1,312",102,"1,210",59,糸及び紡績半製品,,,
60,その他繊維工業品,"381,022","60,995","320,027","379,041","59,435","319,606","379,041","59,435","319,606","15,489","6,876","8,613","10,420","1,669","8,751","22,825","2,676","20,149",60,その他繊維工業品,,,
61,砂糖,"143,372","21,843","121,529","53,613",370,"53,243","53,613",370,"53,243","28,092",8,"28,084","3,204",-,"3,204","10,448",31,"10,417",61,砂糖,,,
62,製造食品,"3,127,556","462,192","2,665,364","2,820,254","262,856","2,557,398","2,820,254","262,856","2,557,398","516,192","58,853","457,339","47,727","2,733","44,994","241,781","22,335","219,446",62,製造食品,,,
63,飲料,"1,205,883","341,105","864,778","754,896","50,720","704,176","754,896","50,720","704,176","89,238","14,004","75,234","32,587",725,"31,862","225,390","7,122","218,268",63,飲料,,,
64,水,"259,726","66,723","193,003","178,136","5,320","172,816","178,136","5,320","172,816","97,072",374,"96,698",250,-,250,"25,119",45,"25,074",64,水,,,
65,たばこ,"94,378","9,003","85,375","77,778",218,"77,560","77,778",218,"77,560",135,45,90,"16,545",-,"16,545","9,853",2,"9,851",65,たばこ,,,
66,その他食料工業品,"350,223","34,447","315,776","171,811",697,"171,114","171,811",697,"171,114","64,054",45,"64,009","2,403",-,"2,403","60,902",365,"60,537",66,その他食料工業品,,,
雑工業品,,"12,074,588","1,533,408","10,541,180","11,630,964","1,174,803","10,456,161","11,630,945","1,174,803","10,456,142","452,706","183,452","269,254","130,708","26,906","103,802","499,642","235,138","264,504",雑工業品,,,,
67,がん具,"699,343","22,390","676,953","699,165","22,212","676,953","699,165","22,212","676,953","7,456","4,415","3,041","8,523",-,"8,523","8,733","1,332","7,401",67,がん具,,,
68,衣服・身廻品・はきもの,"4,880,364","171,493","4,708,871","4,862,198","158,055","4,704,143","4,862,193","158,055","4,704,138","62,302","10,130","52,172","26,025",378,"25,647","56,838","11,634","45,204",68,衣服・身廻品・はきもの,,,
69,文房具・運動娯楽用品・楽器,"833,249","137,793","695,456","818,396","126,835","691,561","818,382","126,835","691,547","61,993","23,897","38,096","17,965","9,759","8,206","36,594","15,201","21,393",69,文房具・運動娯楽用品・楽器,,,
70,家具装備品,"2,192,372","131,095","2,061,277","2,158,505","108,807","2,049,698","2,158,505","108,807","2,049,698","57,851","17,737","40,114","11,263",328,"10,935","80,650","10,745","69,905",70,家具装備品,,,
71,その他日用品,"783,090","335,803","447,287","545,552","127,908","417,644","545,552","127,908","417,644","69,156","36,827","32,329","3,422",378,"3,044","38,508","25,505","13,003",71,その他日用品,,,
72,ゴム製品,"833,413","375,296","458,117","803,331","354,845","448,486","803,331","354,845","448,486","96,770","78,930","17,840","49,906","15,754","34,152","201,943","151,599","50,344",72,ゴム製品,,,
73,木製品,"1,204,680","34,143","1,170,537","1,179,501","9,639","1,169,862","1,179,501","9,639","1,169,862","61,830",516,"61,314","8,689",9,"8,680","43,446",159,"43,287",73,木製品,,,
74,その他製造工業品,"648,077","325,395","322,682","564,316","266,502","297,814","564,316","266,502","297,814","35,348","11,000","24,348","4,915",300,"4,615","32,930","18,963","13,967",74,その他製造工業品,,,
特殊品,,"13,168,489","8,306,014","4,862,475","5,452,941","3,178,705","2,274,236","4,909,914","2,729,626","2,180,288","1,031,486","128,334","903,152","77,336","34,917","42,419","133,037","79,672","53,365",特殊品,,,,
75,金属くず,"652,275","560,011","92,264","607,923","535,710","72,213","159,107","87,066","72,041","24,572","1,473","23,099","9,812",240,"9,572","2,970",221,"2,749",75,金属くず,,,
76,再利用資材,"2,541,568","2,474,347","67,221","2,220,569","2,173,069","47,500","2,220,569","2,173,069","47,500","76,508","52,406","24,102","24,492","20,874","3,618","53,813","52,720","1,093",76,再利用資材,,,
77,動植物性製造飼肥料,"1,123,232","90,422","1,032,810","1,052,195","23,875","1,028,320","1,052,195","23,875","1,028,320","798,057","1,398","796,659","11,251",-,"11,251","18,931",77,"18,854",77,動植物性製造飼肥料,,,
78,廃棄物,"14,400","4,160","10,240",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃棄物,,,
79,廃土砂,"1,634,652","1,634,249",403,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,79,廃土砂,,,
80,輸送用容器,"1,565,950","316,207","1,249,743","1,259,390","209,996","1,049,394","1,165,179","209,561","955,618","74,687","18,231","56,456","21,040","3,285","17,755","44,729","16,383","28,346",80,輸送用容器,,,
81,取合せ品,"5,636,412","3,226,618","2,409,794","312,864","236,055","76,809","312,864","236,055","76,809","57,662","54,826","2,836","10,741","10,518",223,"12,594","10,271","2,323",81,取合せ品,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,
