73,木製品,-,-,-,-,-,-,-,-,-,345,280,65,-,-,-,"23,549","22,939",610,73,木製品,,,
74,その他製造工業品,-,-,-,-,-,-,-,-,-,"37,130","24,275","12,855",-,-,-,"1,578","1,110",468,74,その他製造工業品,,,
特殊品,,"43,293","29,392","13,901","147,440","29,795","117,645","87,777","9,332","78,445","2,553,629","1,250,869","1,302,760","694,620","519,446","175,174","2,131,324","1,964,211","167,113",特殊品,,,,
75,金属くず,-,-,-,214,-,214,-,-,-,"1,235",355,880,-,-,-,"39,493","23,421","16,072",75,金属くず,,,
76,再利用資材,9,-,9,179,-,179,-,-,-,"5,800","5,800",-,-,-,-,"154,546","144,513","10,033",76,再利用資材,,,
77,動植物性製造飼肥料,-,-,-,-,-,-,-,-,-,"8,630","7,125","1,505",-,-,-,"33,567","33,567",-,77,動植物性製造飼肥料,,,
78,廃棄物,-,-,-,-,-,-,-,-,-,505,-,505,-,-,-,"9,730",-,"9,730",78,廃棄物,,,
79,廃土砂,-,-,-,-,-,-,-,-,-,10,10,-,-,-,-,"1,634,642","1,634,239",403,79,廃土砂,,,
80,輸送用容器,"1,332","1,332",-,-,-,-,-,-,-,"104,415","38,775","65,640",-,-,-,"34,909","18,978","15,931",80,輸送用容器,,,
81,取合せ品,"41,952","28,060","13,892","147,047","29,795","117,252","87,777","9,332","78,445","2,433,034","1,198,804","1,234,230","694,620","519,446","175,174","224,437","109,493","114,944",81,取合せ品,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,
