44,セメント,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44,セメント,,,,,
45,ガラス類,-,-,"1,824",-,"1,422",387,-,-,-,-,-,-,-,15,-,-,-,-,-,-,45,ガラス類,,,,,
46,窯業品,-,-,172,6,-,75,26,15,5,-,-,-,-,-,-,45,-,-,-,-,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,揮発油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,揮発油,,,,,
49,その他の石油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,その他の石油,,,,,
50,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LNG/液化天然ガス,,,,,
51,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,LPG/液化石油ガス,,,,,
52,その他石油製品,-,-,12,-,-,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,その他石油製品,,,,,
53,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,コークス,,,,,
54,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,石炭製品,,,,,
55,化学薬品,-,-,"3,357",-,15,"1,864",763,165,135,30,-,360,-,-,-,25,-,-,-,-,55,化学薬品,,,,,
56,化学肥料,-,-,"1,050","1,050",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56,化学肥料,,,,,
57,その他化学工業品,-,105,"12,564",270,932,"6,473","1,136",760,"2,190",-,31,-,60,428,30,12,-,10,217,15,57,その他化学工業品,,,,,
軽工業品,,362,-,"73,563",772,"2,896","15,759","7,659",75,"32,080",120,"1,076",173,"2,180",978,"1,950",60,60,"5,205","2,361",159,軽工業品,,,,,,
58,紙・パルプ,-,-,195,-,-,15,-,-,180,-,-,-,-,-,-,-,-,-,-,-,58,紙・パルプ,,,,,
59,糸及び紡績半製品,-,-,45,-,-,45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,糸及び紡績半製品,,,,,
60,その他繊維工業品,-,-,326,-,-,195,56,-,60,-,-,-,-,-,-,-,15,-,-,-,60,その他繊維工業品,,,,,
61,砂糖,-,-,584,570,-,-,14,-,-,-,-,-,-,-,-,-,-,-,-,-,61,砂糖,,,,,
62,製造食品,81,-,"52,295",150,798,"6,703","2,094",15,"30,855",60,30,30,"2,180",236,"1,920",-,45,"4,788","2,346",45,62,製造食品,,,,,
63,飲料,281,-,"16,718",-,"2,098","5,711","5,495",60,925,60,"1,046",143,-,570,30,60,-,391,15,114,63,飲料,,,,,
64,水,-,-,"3,270",-,-,"3,090",-,-,60,-,-,-,-,120,-,-,-,-,-,-,64,水,,,,,
65,たばこ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65,たばこ,,,,,
66,その他食料工業品,-,-,130,52,-,-,-,-,-,-,-,-,-,52,-,-,-,26,-,-,66,その他食料工業品,,,,,
雑工業品,,-,172,"29,461","13,709",566,"10,769","2,680",45,694,-,-,-,226,569,-,-,-,8,90,105,雑工業品,,,,,,
67,がん具,-,-,211,-,-,180,31,-,-,-,-,-,-,-,-,-,-,-,-,-,67,がん具,,,,,
68,衣服・身廻品・はきもの,-,119,"1,824",30,187,568,768,-,92,-,-,-,-,119,-,-,-,-,60,-,68,衣服・身廻品・はきもの,,,,,
69,文房具・運動娯楽用品・楽器,-,-,"9,183",-,30,"8,234",382,-,383,-,-,-,1,153,-,-,-,-,-,-,69,文房具・運動娯楽用品・楽器,,,,,
70,家具装備品,-,38,"15,655","13,164",278,"1,175",296,15,100,-,-,-,225,297,-,-,-,-,-,105,70,家具装備品,,,,,
71,その他日用品,-,-,195,-,-,17,60,-,118,-,-,-,-,-,-,-,-,-,-,-,71,その他日用品,,,,,
72,ゴム製品,-,15,111,-,-,87,24,-,-,-,-,-,-,-,-,-,-,-,-,-,72,ゴム製品,,,,,
73,木製品,-,-,"2,167",515,48,493,"1,065",15,1,-,-,-,-,-,-,-,-,-,30,-,73,木製品,,,,,
74,その他製造工業品,-,-,115,-,23,15,54,15,-,-,-,-,-,-,-,-,-,8,-,-,74,その他製造工業品,,,,,
特殊品,,111,-,"2,164",-,120,"1,603",100,-,-,-,-,-,-,165,146,-,-,-,30,-,特殊品,,,,,,
75,金属くず,-,-,37,-,-,-,37,-,-,-,-,-,-,-,-,-,-,-,-,-,75,金属くず,,,,,
76,再利用資材,-,-,253,-,-,223,-,-,-,-,-,-,-,-,-,-,-,-,30,-,76,再利用資材,,,,,
77,動植物性製造飼肥料,-,-,"1,271",-,-,"1,125",15,-,-,-,-,-,-,-,131,-,-,-,-,-,77,動植物性製造飼肥料,,,,,
78,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃棄物,,,,,
79,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,79,廃土砂,,,,,
80,輸送用容器,111,-,573,-,120,225,48,-,-,-,-,-,-,165,15,-,-,-,-,-,80,輸送用容器,,,,,
81,取合せ品,-,-,30,-,-,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,81,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
