39,電気機械,-,"12,468","6,165","1,807","1,695","2,663","1,392","1,392",-,-,140,-,-,90,50,-,-,-,39,電気機械,,,,,
40,測量・光学・医療用機械,-,"7,094","5,472",957,"2,841","1,674",277,277,-,-,-,-,-,-,-,-,-,-,40,測量・光学・医療用機械,,,,,
41,事務用機器,-,551,-,-,-,-,189,189,-,-,-,-,-,-,-,-,-,-,41,事務用機器,,,,,
42,その他機械,-,"1,489","1,349",178,"1,171",-,-,-,-,-,-,-,-,-,-,-,-,-,42,その他機械,,,,,
化学工業品,,-,"91,633",225,-,225,-,-,-,-,-,"67,071","5,114",-,"8,360","11,987","6,712","6,055","6,910",化学工業品,,,,,,
43,陶磁器,-,592,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43,陶磁器,,,,,
44,セメント,-,"27,767",-,-,-,-,-,-,-,-,"27,767","2,397",-,"2,170","5,741","2,524","2,280","2,507",44,セメント,,,,,
45,ガラス類,-,"1,330",-,-,-,-,-,-,-,-,264,-,-,-,70,180,-,-,45,ガラス類,,,,,
46,窯業品,-,"21,238",-,-,-,-,-,-,-,-,"20,779","1,429",-,"5,348","3,678","1,951","3,100","1,123",46,窯業品,,,,,
47,重油,-,44,-,-,-,-,-,-,-,-,44,-,-,-,-,-,-,-,47,重油,,,,,
48,揮発油,-,823,-,-,-,-,-,-,-,-,817,-,-,-,-,-,-,-,48,揮発油,,,,,
49,その他の石油,-,"8,759",-,-,-,-,-,-,-,-,"8,558",266,-,10,"2,158","1,390",665,"2,552",49,その他の石油,,,,,
50,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LNG/液化天然ガス,,,,,
51,LPG/液化石油ガス,-,"6,689",-,-,-,-,-,-,-,-,"6,689","1,022",-,492,290,457,-,728,51,LPG/液化石油ガス,,,,,
52,その他石油製品,-,621,-,-,-,-,-,-,-,-,373,-,-,-,-,-,-,-,52,その他石油製品,,,,,
53,コークス,-,"3,020",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,コークス,,,,,
54,石炭製品,-,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,石炭製品,,,,,
55,化学薬品,-,"6,025",-,-,-,-,-,-,-,-,396,-,-,120,-,130,10,-,55,化学薬品,,,,,
56,化学肥料,-,92,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56,化学肥料,,,,,
57,その他化学工業品,-,"14,618",225,-,225,-,-,-,-,-,"1,384",-,-,220,50,80,-,-,57,その他化学工業品,,,,,
軽工業品,,-,"88,313","4,130","1,539","1,364","1,227","1,012","1,012",-,-,"13,981","4,824",175,153,"1,479","1,960",500,850,軽工業品,,,,,,
58,紙・パルプ,-,"10,512",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58,紙・パルプ,,,,,
59,糸及び紡績半製品,-,161,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,糸及び紡績半製品,,,,,
60,その他繊維工業品,-,928,359,-,359,-,-,-,-,-,-,-,-,-,-,-,-,-,60,その他繊維工業品,,,,,
61,砂糖,-,"8,520",132,132,-,-,-,-,-,-,7,-,-,-,-,-,-,-,61,砂糖,,,,,
62,製造食品,-,"27,110","3,639","1,407","1,005","1,227",421,421,-,-,"6,022","3,398",31,60,709,501,-,77,62,製造食品,,,,,
63,飲料,-,"13,549",-,-,-,-,591,591,-,-,"7,952","1,426",144,93,770,"1,459",500,773,63,飲料,,,,,
64,水,-,"1,392",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64,水,,,,,
65,たばこ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65,たばこ,,,,,
66,その他食料工業品,-,"26,141",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,66,その他食料工業品,,,,,
雑工業品,,-,"43,626","3,893","1,007","2,120",766,947,947,-,-,"28,191","1,729",489,"4,746","6,580","4,357","3,960",853,雑工業品,,,,,,
67,がん具,-,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,67,がん具,,,,,
68,衣服・身廻品・はきもの,-,"4,323","1,458",388,679,391,480,480,-,-,-,-,-,-,-,-,-,-,68,衣服・身廻品・はきもの,,,,,
69,文房具・運動娯楽用品・楽器,-,"3,638","1,267",89,803,375,94,94,-,-,-,-,-,-,-,-,-,-,69,文房具・運動娯楽用品・楽器,,,,,
70,家具装備品,-,"2,253","1,003",460,543,-,373,373,-,-,-,-,-,-,-,-,-,-,70,家具装備品,,,,,
71,その他日用品,-,"10,979",165,70,95,-,-,-,-,-,"8,398","1,689",489,166,980,367,60,853,71,その他日用品,,,,,
72,ゴム製品,-,"1,430",-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,72,ゴム製品,,,,,
73,木製品,-,"20,135",-,-,-,-,-,-,-,-,"19,786",40,-,"4,580","5,600","3,990","3,900",-,73,木製品,,,,,
74,その他製造工業品,-,833,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,74,その他製造工業品,,,,,
特殊品,,-,"1,171,310","1,560",-,-,"1,560","1,011,654","767,434","65,370","178,850","75,390","12,823","6,070",332,"4,693","4,925",70,"8,108",特殊品,,,,,,
75,金属くず,-,"1,309",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,75,金属くず,,,,,
76,再利用資材,-,"3,297",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,76,再利用資材,,,,,
77,動植物性製造飼肥料,-,"12,168",-,-,-,-,-,-,-,-,"2,474",643,-,85,194,254,10,248,77,動植物性製造飼肥料,,,,,
78,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃棄物,,,,,
79,廃土砂,-,"1,012,854",-,-,-,-,"1,011,654","767,434","65,370","178,850",-,-,-,-,-,-,-,-,79,廃土砂,,,,,
80,輸送用容器,-,"10,823",-,-,-,-,-,-,-,-,"10,194",604,40,222,331,523,60,"2,048",80,輸送用容器,,,,,
81,取合せ品,-,"130,859","1,560",-,-,"1,560",-,-,-,-,"62,722","11,576","6,030",25,"4,168","4,148",-,"5,812",81,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
