68,衣服・身廻品・はきもの,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,560,415,145,68,衣服・身廻品・はきもの,,,,,,
69,文房具・運動娯楽用品・楽器,-,-,-,7,7,-,7,7,-,-,-,-,-,-,-,110,30,80,69,文房具・運動娯楽用品・楽器,,,,,,
70,家具装備品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"14,000","3,070","10,930",70,家具装備品,,,,,,
71,その他日用品,"3,959","2,976",983,-,-,-,-,-,-,-,-,-,55,55,-,"58,305","47,065","11,240",71,その他日用品,,,,,,
72,ゴム製品,-,-,-,-,-,-,-,-,-,-,-,-,7,7,-,"22,050","14,165","7,885",72,ゴム製品,,,,,,
73,木製品,-,-,-,-,-,-,-,-,-,-,-,-,367,304,63,345,280,65,73,木製品,,,,,,
74,その他製造工業品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"37,130","24,275","12,855",74,その他製造工業品,,,,,,
特殊品,,"43,293","29,392","13,901","1,445,660","1,086,831","358,829",-,-,-,"1,445,660","1,086,831","358,829","7,802",142,"7,660","2,974,310","1,597,435","1,376,875",特殊品,,,,,,,
75,金属くず,-,-,-,-,-,-,-,-,-,-,-,-,"2,646",-,"2,646","1,235",355,880,75,金属くず,,,,,,
76,再利用資材,9,-,9,"150,880","150,880",-,-,-,-,"150,880","150,880",-,"2,945",-,"2,945","5,800","5,800",-,76,再利用資材,,,,,,
77,動植物性製造飼肥料,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,"8,630","7,125","1,505",77,動植物性製造飼肥料,,,,,,
78,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,174,-,174,505,-,505,78,廃棄物,,,,,,
79,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,392,-,392,10,10,-,79,廃土砂,,,,,,
80,輸送用容器,"1,332","1,332",-,-,-,-,-,-,-,-,-,-,"1,504",1,"1,503","104,415","38,775","65,640",80,輸送用容器,,,,,,
81,取合せ品,"41,952","28,060","13,892","1,294,780","935,951","358,829",-,-,-,"1,294,780","935,951","358,829",139,139,-,"2,853,715","1,545,370","1,308,345",81,取合せ品,,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,,
