44,セメント,-,-,-,-,-,-,117,47,-,-,-,-,-,-,-,47,-,70,-,-,44,セメント,,,,,
45,ガラス類,-,-,-,-,-,-,"18,331","1,003",-,-,-,-,198,-,-,761,44,"17,291",-,30,45,ガラス類,,,,,
46,窯業品,-,-,-,-,30,30,"53,295",906,-,-,-,4,142,3,-,756,1,"52,295",-,222,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,揮発油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,揮発油,,,,,
49,その他の石油,-,-,-,-,-,-,"2,073",2,-,-,-,-,-,-,-,2,-,"1,820",-,-,49,その他の石油,,,,,
50,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LNG/液化天然ガス,,,,,
51,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,LPG/液化石油ガス,,,,,
52,その他石油製品,-,-,-,-,-,-,551,11,-,-,-,-,11,-,-,-,-,540,-,-,52,その他石油製品,,,,,
53,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,コークス,,,,,
54,石炭製品,-,-,-,-,-,-,"1,307",-,-,-,-,-,-,-,-,-,-,"1,307",-,-,54,石炭製品,,,,,
55,化学薬品,-,-,-,-,-,-,"72,172","4,216",-,3,-,-,28,-,-,"4,110",75,"67,134",-,301,55,化学薬品,,,,,
56,化学肥料,-,-,-,-,-,-,54,-,-,-,-,-,-,-,-,-,-,54,-,-,56,化学肥料,,,,,
57,その他化学工業品,-,-,-,-,-,-,"227,290","8,772",-,-,-,"1,035",690,-,30,"6,615",402,"213,639",91,"1,410",57,その他化学工業品,,,,,
軽工業品,,-,-,-,-,-,-,"191,824","11,522",-,15,-,95,771,-,-,"10,350",291,"180,062",-,63,軽工業品,,,,,,
58,紙・パルプ,-,-,-,-,-,-,"91,890",547,-,-,-,-,94,-,-,423,30,"91,324",-,38,58,紙・パルプ,,,,,
59,糸及び紡績半製品,-,-,-,-,-,-,903,70,-,-,-,-,5,-,-,35,30,833,-,-,59,糸及び紡績半製品,,,,,
60,その他繊維工業品,-,-,-,-,-,-,"8,986",538,-,-,-,46,43,-,-,425,24,"8,313",-,-,60,その他繊維工業品,,,,,
61,砂糖,-,-,-,-,-,-,38,-,-,-,-,-,-,-,-,-,-,38,-,-,61,砂糖,,,,,
62,製造食品,-,-,-,-,-,-,"72,166","8,362",-,15,-,28,557,-,-,"7,667",95,"63,718",-,25,62,製造食品,,,,,
63,飲料,-,-,-,-,-,-,"16,957","1,747",-,-,-,21,72,-,-,"1,560",94,"15,210",-,-,63,飲料,,,,,
64,水,-,-,-,-,-,-,554,-,-,-,-,-,-,-,-,-,-,554,-,-,64,水,,,,,
65,たばこ,-,-,-,-,-,-,45,-,-,-,-,-,-,-,-,-,-,45,-,-,65,たばこ,,,,,
66,その他食料工業品,-,-,-,-,-,-,285,258,-,-,-,-,-,-,-,240,18,27,-,-,66,その他食料工業品,,,,,
雑工業品,,60,45,15,-,-,-,"238,621","18,019",-,430,2,329,928,-,150,"15,795",385,"215,705",-,468,雑工業品,,,,,,
67,がん具,-,-,-,-,-,-,"5,023",82,-,-,-,-,5,-,-,77,-,"4,938",-,-,67,がん具,,,,,
68,衣服・身廻品・はきもの,-,-,-,-,-,-,"10,533",865,-,-,-,11,74,-,-,704,76,"9,652",-,105,68,衣服・身廻品・はきもの,,,,,
69,文房具・運動娯楽用品・楽器,-,-,-,-,-,-,"36,024","2,715",-,-,1,148,333,-,-,"2,129",104,"32,903",-,180,69,文房具・運動娯楽用品・楽器,,,,,
70,家具装備品,-,-,-,-,-,-,"19,024","5,142",-,2,-,20,82,-,-,"4,947",91,"13,866",-,1,70,家具装備品,,,,,
71,その他日用品,-,-,-,-,-,-,"46,256","1,935",-,-,1,109,397,-,-,"1,396",32,"44,286",-,9,71,その他日用品,,,,,
72,ゴム製品,60,45,15,-,-,-,"110,554","6,838",-,428,-,34,5,-,150,"6,139",82,"99,372",-,164,72,ゴム製品,,,,,
73,木製品,-,-,-,-,-,-,525,40,-,-,-,-,-,-,-,40,-,485,-,-,73,木製品,,,,,
74,その他製造工業品,-,-,-,-,-,-,"10,682",402,-,-,-,7,32,-,-,363,-,"10,203",-,9,74,その他製造工業品,,,,,
特殊品,,-,-,-,-,-,-,"91,117","13,696",15,-,-,30,112,-,-,"13,318",221,"76,669",-,-,特殊品,,,,,,
75,金属くず,-,-,-,-,-,-,782,54,-,-,-,-,-,-,-,-,54,728,-,-,75,金属くず,,,,,
76,再利用資材,-,-,-,-,-,-,"3,223",-,-,-,-,-,-,-,-,-,-,"3,163",-,-,76,再利用資材,,,,,
77,動植物性製造飼肥料,-,-,-,-,-,-,"1,398",127,-,-,-,-,1,-,-,126,-,"1,271",-,-,77,動植物性製造飼肥料,,,,,
78,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃棄物,,,,,
79,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,79,廃土砂,,,,,
80,輸送用容器,-,-,-,-,-,-,"20,553","1,103",15,-,-,29,34,-,-,932,93,"19,024",-,-,80,輸送用容器,,,,,
81,取合せ品,-,-,-,-,-,-,"65,161","12,412",-,-,-,1,77,-,-,"12,260",74,"52,483",-,-,81,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
