38,産業機械,51,-,51,"254,690","177,097","77,593","194,927","153,460","41,467","4,195","3,010","1,185",-,-,-,64,-,64,38,産業機械,,,
39,電気機械,195,-,195,"60,275","43,068","17,207","42,176","32,511","9,665","6,248","5,153","1,095","11,300","8,706","2,594","4,136","3,391",745,39,電気機械,,,
40,測量・光学・医療用機械,"10,142","8,789","1,353","28,088","14,791","13,297","17,179","12,626","4,553",105,55,50,"8,525","6,292","2,233","2,588","2,155",433,40,測量・光学・医療用機械,,,
41,事務用機器,-,-,-,"61,729","60,679","1,050","61,178","60,128","1,050","2,850","1,805","1,045",-,-,-,-,-,-,41,事務用機器,,,
42,その他機械,-,-,-,"22,807","11,030","11,777","21,919","10,800","11,119","4,350","1,365","2,985",-,-,-,"1,247","1,214",33,42,その他機械,,,
化学工業品,,"38,905",-,"38,905","8,233,575","521,196","7,712,379","775,114","414,342","360,772","76,882","67,549","9,333","4,167","1,575","2,592","520,099","245,121","274,978",化学工業品,,,,
43,陶磁器,-,-,-,673,653,20,20,-,20,-,-,-,-,-,-,-,-,-,43,陶磁器,,,
44,セメント,-,-,-,"2,850,761","29,612","2,821,149","5,045","1,845","3,200","1,000",950,50,-,-,-,-,-,-,44,セメント,,,
45,ガラス類,-,-,-,"18,087","16,865","1,222","16,355","15,460",895,"13,110","12,215",895,-,-,-,-,-,-,45,ガラス類,,,
46,窯業品,-,-,-,"62,469","31,128","31,341","23,705","8,395","15,310",940,940,-,-,-,-,-,-,-,46,窯業品,,,
47,重油,-,-,-,"503,515","242,732","260,783","500,053","241,047","259,006",-,-,-,-,-,-,"500,053","241,047","259,006",47,重油,,,
48,揮発油,-,-,-,823,823,-,-,-,-,-,-,-,-,-,-,-,-,-,48,揮発油,,,
49,その他の石油,-,-,-,"4,453,104","20,444","4,432,660","12,560","11,685",875,"9,865","9,690",175,-,-,-,-,-,-,49,その他の石油,,,
50,LNG/液化天然ガス,-,-,-,20,-,20,20,-,20,20,-,20,-,-,-,-,-,-,50,LNG/液化天然ガス,,,
51,LPG/液化石油ガス,-,-,-,"6,886","6,734",152,150,45,105,45,45,-,-,-,-,-,-,-,51,LPG/液化石油ガス,,,
52,その他石油製品,-,-,-,"23,702","7,606","16,096","22,869","6,939","15,930","2,405","2,275",130,-,-,-,"19,689","3,979","15,710",52,その他石油製品,,,
53,コークス,"33,732",-,"33,732","28,428","7,969","20,459",-,-,-,-,-,-,-,-,-,-,-,-,53,コークス,,,
54,石炭製品,-,-,-,35,15,20,20,-,20,-,-,-,-,-,-,-,-,-,54,石炭製品,,,
55,化学薬品,"5,173",-,"5,173","115,823","47,475","68,348","58,519","39,671","18,848","41,734","35,926","5,808",-,-,-,-,-,-,55,化学薬品,,,
56,化学肥料,-,-,-,"8,167","3,882","4,285","7,985","3,730","4,255","3,700","1,755","1,945",-,-,-,-,-,-,56,化学肥料,,,
57,その他化学工業品,-,-,-,"161,082","105,258","55,824","127,813","85,525","42,288","4,063","3,753",310,"4,167","1,575","2,592",357,95,262,57,その他化学工業品,,,
軽工業品,,4,4,-,"2,806,838","848,309","1,958,529","2,226,180","695,055","1,531,125","1,249,589","250,355","999,234","16,202","9,402","6,800","60,524","60,144",380,軽工業品,,,,
58,紙・パルプ,4,4,-,"1,677,748","231,237","1,446,511","1,356,129","181,336","1,174,793","997,072","100,368","896,704","4,312",-,"4,312",125,-,125,58,紙・パルプ,,,
59,糸及び紡績半製品,-,-,-,"2,459",380,"2,079",-,-,-,-,-,-,-,-,-,-,-,-,59,糸及び紡績半製品,,,
60,その他繊維工業品,-,-,-,"1,981","1,560",421,479,439,40,80,70,10,-,-,-,144,144,-,60,その他繊維工業品,,,
61,砂糖,-,-,-,"89,759","21,473","68,286","77,223","13,010","64,213","64,790","3,665","61,125","1,668",-,"1,668",150,68,82,61,砂糖,,,
62,製造食品,-,-,-,"307,302","199,336","107,966","272,664","170,065","102,599","66,942","40,332","26,610","9,617","8,797",820,"1,325","1,152",173,62,製造食品,,,
63,飲料,-,-,-,"450,987","290,385","160,602","417,030","256,610","160,420","107,545","97,570","9,975",-,-,-,-,-,-,63,飲料,,,
64,水,-,-,-,"81,590","61,403","20,187","79,960","59,790","20,170","4,670",715,"3,955",-,-,-,"58,780","58,780",-,64,水,,,
65,たばこ,-,-,-,"16,600","8,785","7,815","16,600","8,785","7,815","4,950","4,950",-,-,-,-,-,-,-,65,たばこ,,,
66,その他食料工業品,-,-,-,"178,412","33,750","144,662","6,095","5,020","1,075","3,540","2,685",855,605,605,-,-,-,-,66,その他食料工業品,,,
雑工業品,,19,-,19,"443,624","358,605","85,019","390,359","314,730","75,629","158,549","140,714","17,835","12,284","11,272","1,012","2,175","2,005",170,雑工業品,,,,
67,がん具,-,-,-,178,178,-,115,115,-,35,35,-,-,-,-,-,-,-,67,がん具,,,
68,衣服・身廻品・はきもの,5,-,5,"18,166","13,438","4,728","11,604","10,071","1,533",480,450,30,"4,532","4,080",452,804,770,34,68,衣服・身廻品・はきもの,,,
69,文房具・運動娯楽用品・楽器,14,-,14,"14,853","10,958","3,895","8,801","7,767","1,034",380,330,50,"3,429","2,937",492,930,922,8,69,文房具・運動娯楽用品・楽器,,,
70,家具装備品,-,-,-,"33,867","22,288","11,579","31,575","20,095","11,480","13,770","13,220",550,"1,912","1,912",-,263,263,-,70,家具装備品,,,
71,その他日用品,-,-,-,"237,538","207,895","29,643","228,169","199,948","28,221","94,730","89,380","5,350","1,696","1,628",68,50,50,-,71,その他日用品,,,
72,ゴム製品,-,-,-,"30,082","20,451","9,631","26,282","17,386","8,896","3,531","3,221",310,-,-,-,128,-,128,72,ゴム製品,,,
73,木製品,-,-,-,"25,179","24,504",675,"1,630","1,565",65,570,570,-,715,715,-,-,-,-,73,木製品,,,
74,その他製造工業品,-,-,-,"83,761","58,893","24,868","82,183","57,783","24,400","45,053","33,508","11,545",-,-,-,-,-,-,74,その他製造工業品,,,
特殊品,,"543,027","449,079","93,948","7,715,548","5,127,309","2,588,239","5,584,224","3,163,098","2,421,126","1,716,806","1,175,599","541,207","339,708","147,714","191,994",951,951,-,特殊品,,,,
75,金属くず,"448,816","448,644",172,"44,352","24,301","20,051","4,859",880,"3,979","3,410",525,"2,885",-,-,-,-,-,-,75,金属くず,,,
76,再利用資材,-,-,-,"320,999","301,278","19,721","166,453","156,765","9,688","160,465","150,965","9,500",-,-,-,-,-,-,76,再利用資材,,,
77,動植物性製造飼肥料,-,-,-,"71,037","66,547","4,490","37,470","32,980","4,490","18,555","15,570","2,985","10,285","10,285",-,-,-,-,77,動植物性製造飼肥料,,,
78,廃棄物,-,-,-,"14,400","4,160","10,240","4,670","4,160",510,"4,165","4,160",5,-,-,-,-,-,-,78,廃棄物,,,
79,廃土砂,-,-,-,"1,634,652","1,634,249",403,10,10,-,-,-,-,-,-,-,-,-,-,79,廃土砂,,,
80,輸送用容器,"94,211",435,"93,776","306,560","106,211","200,349","271,651","87,233","184,418","165,904","47,126","118,778",-,-,-,-,-,-,80,輸送用容器,,,
81,取合せ品,-,-,-,"5,323,548","2,990,563","2,332,985","5,099,111","2,881,070","2,218,041","1,364,307","957,253","407,054","329,423","137,429","191,994",951,951,-,81,取合せ品,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,
