化学工業品,,-,"3,500",-,"280,234","280,234","392,899","330,491",-,"43,405","287,086",-,"3,003",-,-,"3,003",-,-,"59,405",化学工業品,,,,,,
43,陶磁器,-,-,-,-,-,20,20,-,20,-,-,-,-,-,-,-,-,-,43,陶磁器,,,,,
44,セメント,-,-,-,"280,234","280,234","347,181","287,776",-,690,"287,086",-,-,-,-,-,-,-,"59,405",44,セメント,,,,,
45,ガラス類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45,ガラス類,,,,,
46,窯業品,-,-,-,-,-,"7,580","7,580",-,"7,580",-,-,-,-,-,-,-,-,-,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,揮発油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,揮発油,,,,,
49,その他の石油,-,-,-,-,-,580,580,-,580,-,-,-,-,-,-,-,-,-,49,その他の石油,,,,,
50,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LNG/液化天然ガス,,,,,
51,LPG/液化石油ガス,-,-,-,-,-,105,105,-,105,-,-,-,-,-,-,-,-,-,51,LPG/液化石油ガス,,,,,
52,その他石油製品,-,-,-,-,-,90,90,-,90,-,-,-,-,-,-,-,-,-,52,その他石油製品,,,,,
53,コークス,-,-,-,-,-,"3,003",-,-,-,-,-,"3,003",-,-,"3,003",-,-,-,53,コークス,,,,,
54,石炭製品,-,-,-,-,-,20,20,-,20,-,-,-,-,-,-,-,-,-,54,石炭製品,,,,,
55,化学薬品,-,"3,485",-,-,-,"4,770","4,770",-,"4,770",-,-,-,-,-,-,-,-,-,55,化学薬品,,,,,
56,化学肥料,-,15,-,-,-,"2,170","2,170",-,"2,170",-,-,-,-,-,-,-,-,-,56,化学肥料,,,,,
57,その他化学工業品,-,-,-,-,-,"27,380","27,380",-,"27,380",-,-,-,-,-,-,-,-,-,57,その他化学工業品,,,,,
軽工業品,,"191,979","1,355",-,-,-,"482,515","245,960",-,"245,960",-,-,"29,795",-,"29,795",-,-,-,-,軽工業品,,,,,,
58,紙・パルプ,"191,979",260,-,-,-,"223,115","55,805",-,"55,805",-,-,-,-,-,-,-,-,-,58,紙・パルプ,,,,,
59,糸及び紡績半製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,糸及び紡績半製品,,,,,
60,その他繊維工業品,-,5,-,-,-,25,25,-,25,-,-,-,-,-,-,-,-,-,60,その他繊維工業品,,,,,
61,砂糖,-,-,-,-,-,"1,120","1,120",-,"1,120",-,-,-,-,-,-,-,-,-,61,砂糖,,,,,
62,製造食品,-,"1,090",-,-,-,"70,630","60,490",-,"60,490",-,-,-,-,-,-,-,-,-,62,製造食品,,,,,
63,飲料,-,-,-,-,-,"133,600","104,290",-,"104,290",-,-,-,-,-,-,-,-,-,63,飲料,,,,,
64,水,-,-,-,-,-,"16,215","16,215",-,"16,215",-,-,-,-,-,-,-,-,-,64,水,,,,,
65,たばこ,-,-,-,-,-,"7,815","7,815",-,"7,815",-,-,-,-,-,-,-,-,-,65,たばこ,,,,,
66,その他食料工業品,-,-,-,-,-,"29,995",200,-,200,-,-,"29,795",-,"29,795",-,-,-,-,66,その他食料工業品,,,,,
雑工業品,,-,"1,115",-,-,-,"48,560","35,010",-,"35,010",-,-,-,-,-,-,-,-,10,雑工業品,,,,,,
67,がん具,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,67,がん具,,,,,
68,衣服・身廻品・はきもの,-,-,-,-,-,145,145,-,145,-,-,-,-,-,-,-,-,-,68,衣服・身廻品・はきもの,,,,,
69,文房具・運動娯楽用品・楽器,-,-,-,-,-,80,80,-,80,-,-,-,-,-,-,-,-,-,69,文房具・運動娯楽用品・楽器,,,,,
70,家具装備品,-,-,-,-,-,"10,845","10,845",-,"10,845",-,-,-,-,-,-,-,-,-,70,家具装備品,,,,,
71,その他日用品,-,515,-,-,-,"20,965","7,415",-,"7,415",-,-,-,-,-,-,-,-,10,71,その他日用品,,,,,
72,ゴム製品,-,30,-,-,-,"7,165","7,165",-,"7,165",-,-,-,-,-,-,-,-,-,72,ゴム製品,,,,,
73,木製品,-,-,-,-,-,65,65,-,65,-,-,-,-,-,-,-,-,-,73,木製品,,,,,
74,その他製造工業品,-,570,-,-,-,"9,295","9,295",-,"9,295",-,-,-,-,-,-,-,-,-,74,その他製造工業品,,,,,
特殊品,,-,690,-,-,-,"1,446,245","1,209,343","11,489","91,646","1,106,208",-,190,190,-,-,-,-,-,特殊品,,,,,,
75,金属くず,-,-,-,-,-,"1,103",880,-,880,-,-,-,-,-,-,-,-,-,75,金属くず,,,,,
76,再利用資材,-,-,-,-,-,34,-,-,-,-,-,-,-,-,-,-,-,-,76,再利用資材,,,,,
77,動植物性製造飼肥料,-,-,-,-,-,"1,365","1,365",-,"1,365",-,-,-,-,-,-,-,-,-,77,動植物性製造飼肥料,,,,,
78,廃棄物,-,350,-,-,-,155,155,-,155,-,-,-,-,-,-,-,-,-,78,廃棄物,,,,,
79,廃土砂,-,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-,-,-,79,廃土砂,,,,,
80,輸送用容器,-,285,-,-,-,"63,733","63,733",998,"62,735",-,-,-,-,-,-,-,-,-,80,輸送用容器,,,,,
81,取合せ品,-,55,-,-,-,"1,379,844","1,143,210","10,491","26,511","1,106,208",-,190,190,-,-,-,-,-,81,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
