14,樹脂類,-,-,-,210,"1,275",855,-,-,855,-,"8,095",-,"3,495","2,140",-,-,-,-,-,30,14,樹脂類,,,,,
15,木材チップ,-,-,-,60,240,60,-,-,60,-,-,-,-,-,-,-,-,-,-,-,15,木材チップ,,,,,
16,その他林産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,その他林産品,,,,,
17,薪炭,-,-,-,330,15,"4,112","2,010",-,"2,102",-,"11,282",-,"3,990","6,165",345,182,-,570,30,-,17,薪炭,,,,,
鉱産品,,150,480,60,555,195,"19,575","9,495",-,"10,080",-,"1,545",-,-,"1,545",-,-,-,-,-,-,鉱産品,,,,,,
18,石炭,-,-,-,-,-,"3,900",-,-,"3,900",-,-,-,-,-,-,-,-,-,-,-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,-,-,60,-,-,60,-,150,-,-,150,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,-,-,-,-,-,345,120,-,225,-,390,-,-,390,-,-,-,-,-,-,21,砂利・砂,,,,,
22,石材,150,420,60,345,-,-,-,-,-,-,855,-,-,855,-,-,-,-,-,-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,-,15,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,-,60,-,195,180,"15,270","9,375",-,"5,895",-,150,-,-,150,-,-,-,-,-,-,27,非金属鉱物,,,,,
金属機械工業品,,-,"9,044",30,"49,880","27,216","857,186","43,459",-,"813,727",-,"221,162",-,"32,112","166,911",-,23,-,"2,700",-,"10,725",金属機械工業品,,,,,,
28,鉄鋼,-,-,-,90,-,-,-,-,-,-,"4,494",-,-,"1,290",-,-,-,"1,200",-,-,28,鉄鋼,,,,,
29,鋼材,-,135,-,965,"3,720","4,363",630,-,"3,733",-,"1,364",-,-,"1,349",-,-,-,-,-,15,29,鋼材,,,,,
30,非鉄金属,-,-,-,815,653,"19,005","2,476",-,"16,529",-,"4,086",-,"1,409","2,243",-,-,-,-,-,434,30,非鉄金属,,,,,
31,金属製品,-,"8,564",-,"14,169","8,386","193,311","20,574",-,"172,737",-,"32,003",-,"2,558","27,729",-,23,-,-,-,988,31,金属製品,,,,,
32,鉄道車両,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,-,-,-,22,-,417,30,-,387,-,261,-,-,261,-,-,-,-,-,-,33,完成自動車,,,,,
34,その他輸送用車両,-,-,-,277,390,459,90,-,369,-,"1,718",-,"1,688",30,-,-,-,-,-,-,34,その他輸送用車両,,,,,
35,二輪自動車,-,-,-,-,-,"2,207",225,-,"1,982",-,15,-,-,15,-,-,-,-,-,-,35,二輪自動車,,,,,
36,自動車部品,-,-,-,"3,689","2,005","151,504","6,834",-,"144,670",-,"9,383",-,661,"8,281",-,-,-,-,-,441,36,自動車部品,,,,,
37,その他輸送機械,-,-,-,315,30,200,-,-,200,-,"4,552",-,-,"3,052",-,-,-,"1,500",-,-,37,その他輸送機械,,,,,
38,産業機械,-,109,-,"5,451","1,237","120,715","3,421",-,"117,294",-,"24,990",-,"2,070","19,131",-,-,-,-,-,"1,751",38,産業機械,,,,,
39,電気機械,-,236,30,"17,379","10,279","321,004","8,303",-,"312,701",-,"116,093",-,"19,075","86,065",-,-,-,-,-,"7,009",39,電気機械,,,,,
40,測量・光学・医療用機械,-,-,-,"6,036",371,"26,945",437,-,"26,508",-,"20,834",-,"4,571","16,263",-,-,-,-,-,-,40,測量・光学・医療用機械,,,,,
41,事務用機器,-,-,-,606,-,"11,998",30,-,"11,968",-,"1,311",-,80,"1,144",-,-,-,-,-,87,41,事務用機器,,,,,
42,その他機械,-,-,-,66,135,"5,058",409,-,"4,649",-,58,-,-,58,-,-,-,-,-,-,42,その他機械,,,,,
化学工業品,,-,"4,929",-,"19,723","15,022","364,155","42,840",-,"321,315",-,"208,544","11,212","47,421","105,383",-,-,-,150,-,"40,782",化学工業品,,,,,,
43,陶磁器,-,-,-,90,462,"17,524",988,-,"16,536",-,686,-,210,266,-,-,-,-,-,210,43,陶磁器,,,,,
44,セメント,-,-,-,-,-,"6,345","5,745",-,600,-,-,-,-,-,-,-,-,-,-,-,44,セメント,,,,,
45,ガラス類,-,-,-,43,45,"8,215",536,-,"7,679",-,"3,099",-,23,"2,966",-,-,-,-,-,-,45,ガラス類,,,,,
46,窯業品,-,-,-,15,765,"7,603","2,767",-,"4,836",-,"12,106",-,118,"10,454",-,-,-,-,-,"1,504",46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,揮発油,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,48,揮発油,,,,,
49,その他の石油,-,-,-,-,-,765,-,-,765,-,400,-,-,118,-,-,-,-,-,282,49,その他の石油,,,,,
50,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LNG/液化天然ガス,,,,,
51,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,LPG/液化石油ガス,,,,,
52,その他石油製品,-,-,-,-,45,585,30,-,555,-,405,-,-,255,-,-,-,150,-,-,52,その他石油製品,,,,,
53,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,コークス,,,,,
54,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,石炭製品,,,,,
55,化学薬品,-,-,-,"1,770","2,385","19,844",928,-,"18,916",-,"18,795","4,126","3,353","8,931",-,-,-,-,-,"1,635",55,化学薬品,,,,,
56,化学肥料,-,-,-,-,-,15,-,-,15,-,873,525,-,348,-,-,-,-,-,-,56,化学肥料,,,,,
57,その他化学工業品,-,"4,929",-,"17,805","11,320","303,258","31,846",-,"271,412",-,"172,180","6,561","43,717","82,045",-,-,-,-,-,"37,151",57,その他化学工業品,,,,,
軽工業品,,-,940,-,"42,371","13,496","476,597","57,110","4,118","415,369",-,"101,254",238,"1,672","74,488",-,-,-,-,-,"16,019",軽工業品,,,,,,
58,紙・パルプ,-,-,-,699,194,"4,586",543,-,"4,043",-,"4,403",-,750,"3,578",-,-,-,-,-,-,58,紙・パルプ,,,,,
59,糸及び紡績半製品,-,-,-,255,480,"3,465",299,-,"3,166",-,562,-,-,562,-,-,-,-,-,-,59,糸及び紡績半製品,,,,,
60,その他繊維工業品,-,-,-,"2,255","1,094","27,709","1,865",-,"25,844",-,"23,965",-,-,"23,943",-,-,-,-,-,22,60,その他繊維工業品,,,,,
61,砂糖,-,-,-,-,-,"1,245","1,110",-,135,-,225,-,-,120,-,-,-,-,-,105,61,砂糖,,,,,
62,製造食品,-,910,-,"35,902","11,334","429,854","51,148","4,118","374,588",-,"64,656",58,892,"39,117",-,-,-,-,-,"15,828",62,製造食品,,,,,
63,飲料,-,30,-,"3,050",394,"8,898","1,665",-,"7,233",-,"1,470",-,30,"1,425",-,-,-,-,-,15,63,飲料,,,,,
64,水,-,-,-,-,-,-,-,-,-,-,529,-,-,529,-,-,-,-,-,-,64,水,,,,,
65,たばこ,-,-,-,-,-,-,-,-,-,-,239,-,-,189,-,-,-,-,-,49,65,たばこ,,,,,
66,その他食料工業品,-,-,-,210,-,840,480,-,360,-,"5,205",180,-,"5,025",-,-,-,-,-,-,66,その他食料工業品,,,,,
雑工業品,,412,"19,039",672,"321,576","169,808","338,642","45,973","1,410","291,259",-,"289,548",75,"25,754","223,262","1,290",191,105,"1,634",-,"27,512",雑工業品,,,,,,
67,がん具,-,-,-,"21,700","1,080","26,667","1,231",-,"25,436",-,"1,978",-,65,"1,883",-,-,-,-,-,15,67,がん具,,,,,
68,衣服・身廻品・はきもの,98,"16,642",12,"207,795","78,064","75,283","10,153","1,410","63,720",-,"60,887",-,"4,147","46,300",-,-,-,-,-,"3,137",68,衣服・身廻品・はきもの,,,,,
69,文房具・運動娯楽用品・楽器,-,261,-,"41,042","8,209","10,806","3,172",-,"7,634",-,"11,003",-,794,"9,903",-,-,-,-,-,186,69,文房具・運動娯楽用品・楽器,,,,,
70,家具装備品,270,"1,497",-,"46,017","75,380","83,838","15,298",-,"68,540",-,"115,009",-,"12,815","78,357",-,-,-,-,-,"22,622",70,家具装備品,,,,,
71,その他日用品,-,-,-,"1,196",173,"32,089","4,956",-,"27,133",-,"4,373",-,-,"2,888",-,-,-,-,-,555,71,その他日用品,,,,,
72,ゴム製品,-,-,-,905,593,"90,029","5,073",-,"84,956",-,"9,187",-,60,"9,082",-,-,-,-,-,45,72,ゴム製品,,,,,
73,木製品,44,579,660,"1,494","3,163","10,942","5,211",-,"5,731",-,"77,927",75,"7,738","65,992","1,290",191,105,"1,634",-,845,73,木製品,,,,,
74,その他製造工業品,-,60,-,"1,427","3,146","8,988",879,-,"8,109",-,"9,184",-,135,"8,857",-,-,-,-,-,107,74,その他製造工業品,,,,,
特殊品,,-,315,-,"9,811","6,132","157,481","13,897",495,"143,089",-,"32,581",-,"16,939","11,351",-,-,-,-,-,"4,156",特殊品,,,,,,
75,金属くず,-,-,-,15,-,"4,073","2,138",-,"1,935",-,"2,802",-,"1,122","1,635",-,-,-,-,-,30,75,金属くず,,,,,
76,再利用資材,-,-,-,-,180,660,180,-,480,-,"1,545",-,720,405,-,-,-,-,-,420,76,再利用資材,,,,,
77,動植物性製造飼肥料,-,135,-,315,885,"50,826","6,119",495,"44,212",-,338,-,-,338,-,-,-,-,-,-,77,動植物性製造飼肥料,,,,,
78,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃棄物,,,,,
79,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,79,廃土砂,,,,,
80,輸送用容器,-,165,-,"5,737","4,434","97,855","4,181",-,"93,674",-,"26,940",-,"15,097","8,400",-,-,-,-,-,"3,323",80,輸送用容器,,,,,
81,取合せ品,-,15,-,"3,744",633,"4,067","1,279",-,"2,788",-,956,-,-,573,-,-,-,-,-,383,81,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
