44,セメント,-,-,-,-,-,-,-,-,-,-,60,-,60,-,-,-,-,-,-,-,44,セメント,,,,,
45,ガラス類,-,-,-,-,466,-,459,-,-,7,"3,590",-,"3,262",-,51,-,277,-,-,-,45,ガラス類,,,,,
46,窯業品,-,-,-,-,"1,960",-,"1,913",-,-,47,"8,563",-,"8,337",30,-,-,196,-,-,-,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,揮発油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,揮発油,,,,,
49,その他の石油,-,-,-,-,5,-,5,-,-,-,38,-,38,-,-,-,-,-,-,-,49,その他の石油,,,,,
50,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LNG/液化天然ガス,,,,,
51,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,LPG/液化石油ガス,,,,,
52,その他石油製品,-,-,-,-,2,-,2,-,-,-,33,-,33,-,-,-,-,-,-,-,52,その他石油製品,,,,,
53,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,コークス,,,,,
54,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,石炭製品,,,,,
55,化学薬品,10,-,6,-,"2,440",-,"1,146",-,-,"1,294","3,932",-,"3,413",-,-,-,519,-,-,-,55,化学薬品,,,,,
56,化学肥料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56,化学肥料,,,,,
57,その他化学工業品,144,223,496,95,"5,670",30,"4,835",15,-,790,"36,496",-,"33,419",254,4,-,"2,819","9,276","1,184","8,082",57,その他化学工業品,,,,,
軽工業品,,43,-,-,6,"6,824",-,"6,068",1,-,755,"7,587",-,"7,291",-,-,-,296,"1,689","1,434",240,軽工業品,,,,,,
58,紙・パルプ,19,-,-,-,430,-,426,-,-,4,"3,628",-,"3,558",-,-,-,70,136,136,-,58,紙・パルプ,,,,,
59,糸及び紡績半製品,-,-,-,-,5,-,-,-,-,5,361,-,361,-,-,-,-,-,-,-,59,糸及び紡績半製品,,,,,
60,その他繊維工業品,1,-,-,6,101,-,95,-,-,6,792,-,786,-,-,-,6,-,-,-,60,その他繊維工業品,,,,,
61,砂糖,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,75,75,-,61,砂糖,,,,,
62,製造食品,11,-,-,-,"2,671",-,"2,151",1,-,519,"2,396",-,"2,207",-,-,-,189,"1,458","1,203",240,62,製造食品,,,,,
63,飲料,12,-,-,-,"3,617",-,"3,396",-,-,221,408,-,377,-,-,-,31,20,20,-,63,飲料,,,,,
64,水,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64,水,,,,,
65,たばこ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65,たばこ,,,,,
66,その他食料工業品,-,-,-,-,-,-,-,-,-,-,2,-,2,-,-,-,-,-,-,-,66,その他食料工業品,,,,,
雑工業品,,80,960,60,-,"10,905",135,"10,099",6,4,661,"34,277",-,"31,760",101,741,-,"1,675","1,516","1,403",98,雑工業品,,,,,,
67,がん具,35,-,-,-,143,-,142,-,-,1,318,-,221,-,-,-,97,2,-,2,67,がん具,,,,,
68,衣服・身廻品・はきもの,-,-,-,-,214,-,206,4,-,4,637,-,619,-,-,-,18,-,-,-,68,衣服・身廻品・はきもの,,,,,
69,文房具・運動娯楽用品・楽器,13,-,60,-,"4,022",-,"3,758",-,4,260,"5,699",-,"4,348",-,-,-,"1,351",175,68,92,69,文房具・運動娯楽用品・楽器,,,,,
70,家具装備品,-,-,-,-,437,-,340,2,-,95,805,-,705,45,-,-,55,-,-,-,70,家具装備品,,,,,
71,その他日用品,8,-,-,-,504,-,486,-,-,18,"5,122",-,"4,315",56,732,-,19,4,-,4,71,その他日用品,,,,,
72,ゴム製品,19,960,-,-,"5,455",135,"5,109",-,-,211,"21,035",-,"20,904",-,-,-,131,"1,335","1,335",-,72,ゴム製品,,,,,
73,木製品,-,-,-,-,29,-,2,-,-,27,10,-,10,-,-,-,-,-,-,-,73,木製品,,,,,
74,その他製造工業品,5,-,-,-,101,-,56,-,-,45,651,-,638,-,9,-,4,-,-,-,74,その他製造工業品,,,,,
特殊品,,-,-,-,-,"4,215",-,"2,305",-,-,"1,910","8,711",-,"8,066",7,168,10,460,-,-,-,特殊品,,,,,,
75,金属くず,-,-,-,-,-,-,-,-,-,-,2,-,2,-,-,-,-,-,-,-,75,金属くず,,,,,
76,再利用資材,-,-,-,-,-,-,-,-,-,-,"2,373",-,"2,373",-,-,-,-,-,-,-,76,再利用資材,,,,,
77,動植物性製造飼肥料,-,-,-,-,-,-,-,-,-,-,15,-,15,-,-,-,-,-,-,-,77,動植物性製造飼肥料,,,,,
78,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃棄物,,,,,
79,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,79,廃土砂,,,,,
80,輸送用容器,-,-,-,-,"2,610",-,"1,678",-,-,932,"4,576",-,"4,121",-,149,-,306,-,-,-,80,輸送用容器,,,,,
81,取合せ品,-,-,-,-,"1,605",-,627,-,-,978,"1,745",-,"1,555",7,19,10,154,-,-,-,81,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
