17,薪炭,-,630,-,-,-,180,"2,370",-,390,"1,980",-,-,-,30,-,-,-,-,-,-,17,薪炭,,,,,
鉱産品,,-,"1,275",600,105,-,-,658,-,"6,090","50,211",-,-,-,"1,395",-,-,-,-,-,-,鉱産品,,,,,,
18,石炭,-,-,-,-,-,-,270,-,-,-,-,-,-,-,-,-,-,-,-,-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,-,-,-,-,-,-,-,-,"2,745",-,-,-,-,15,-,-,-,-,-,-,21,砂利・砂,,,,,
22,石材,-,-,-,105,-,-,75,-,"3,345","49,866",-,-,-,210,-,-,-,-,-,-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,-,"1,275",600,-,-,-,313,-,-,345,-,-,-,"1,155",-,-,-,-,-,-,27,非金属鉱物,,,,,
金属機械工業品,,"3,072","50,440","1,567","2,412","34,951","13,015","176,940",15,"90,458","253,791",15,45,"1,687","103,135",-,15,"24,228",255,-,783,金属機械工業品,,,,,,
28,鉄鋼,-,15,-,-,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,28,鉄鋼,,,,,
29,鋼材,-,-,-,-,349,-,"1,411",15,-,-,-,-,-,30,-,-,-,-,-,-,29,鋼材,,,,,
30,非鉄金属,-,"1,053",-,-,249,30,"1,631",-,"7,042","1,570",-,-,120,-,-,-,-,-,-,210,30,非鉄金属,,,,,
31,金属製品,15,"4,038",652,958,"11,612","4,673","31,635",-,"8,984","73,227",-,-,255,"16,015",-,-,204,255,-,-,31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,-,112,-,-,-,-,60,-,-,-,-,-,-,25,-,-,-,-,-,-,33,完成自動車,,,,,
34,その他輸送用車両,-,57,-,-,30,-,"4,873",-,-,"2,275",-,-,-,-,-,-,-,-,-,-,34,その他輸送用車両,,,,,
35,二輪自動車,-,30,-,-,-,-,750,-,-,-,-,-,8,-,-,-,-,-,-,-,35,二輪自動車,,,,,
36,自動車部品,-,"31,052",-,-,563,540,"13,304",-,"11,646","30,151",-,-,-,"4,095",-,-,"18,257",-,-,199,36,自動車部品,,,,,
37,その他輸送機械,-,90,-,-,"4,466",45,"6,861",-,-,895,-,-,-,30,-,-,-,-,-,-,37,その他輸送機械,,,,,
38,産業機械,148,"4,357",-,15,512,"1,185","35,234",-,"13,215","3,762",-,-,360,"1,528",-,-,52,-,-,-,38,産業機械,,,,,
39,電気機械,"2,874","9,025",915,"1,439","17,130","4,692","68,942",-,"49,156","127,198",15,45,931,"80,966",-,-,165,-,-,359,39,電気機械,,,,,
40,測量・光学・医療用機械,31,611,-,-,-,"1,739","4,415",-,415,"13,840",-,-,13,426,-,15,-,-,-,-,40,測量・光学・医療用機械,,,,,
41,事務用機器,4,-,-,-,-,82,"7,280",-,-,858,-,-,-,-,-,-,"5,550",-,-,-,41,事務用機器,,,,,
42,その他機械,-,-,-,-,-,29,544,-,-,15,-,-,-,20,-,-,-,-,-,-,42,その他機械,,,,,
化学工業品,,"1,234","21,185",90,"3,866","25,140","14,028","20,230",-,"11,741","24,782",7,-,465,"16,166",-,15,210,-,-,"5,545",化学工業品,,,,,,
43,陶磁器,"1,054",-,-,-,-,120,170,-,-,"10,357",-,-,45,225,-,-,-,-,-,-,43,陶磁器,,,,,
44,セメント,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44,セメント,,,,,
45,ガラス類,-,937,-,-,134,"1,190","2,126",-,62,"1,659",-,-,-,105,-,-,15,-,-,"4,180",45,ガラス類,,,,,
46,窯業品,45,-,-,-,-,495,533,-,165,"2,112",-,-,-,74,-,-,-,-,-,-,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,揮発油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,揮発油,,,,,
49,その他の石油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,その他の石油,,,,,
50,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LNG/液化天然ガス,,,,,
51,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,LPG/液化石油ガス,,,,,
52,その他石油製品,-,-,-,-,-,-,293,-,-,-,-,-,-,-,-,-,-,-,-,-,52,その他石油製品,,,,,
53,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,コークス,,,,,
54,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,石炭製品,,,,,
55,化学薬品,-,"16,072",90,"1,710","9,601","11,745","8,663",-,"3,710","3,681",-,-,-,"9,757",-,15,60,-,-,240,55,化学薬品,,,,,
56,化学肥料,-,"2,640",-,-,"1,605",-,300,-,180,-,-,-,-,465,-,-,-,-,-,"1,125",56,化学肥料,,,,,
57,その他化学工業品,135,"1,536",-,"2,156","13,800",478,"8,145",-,"7,624","6,973",7,-,420,"5,540",-,-,135,-,-,-,57,その他化学工業品,,,,,
軽工業品,,489,"3,432",675,"3,161",87,"13,442","40,361",-,"96,533","58,985",-,"1,935",450,"1,438",30,-,270,-,-,150,軽工業品,,,,,,
58,紙・パルプ,30,"3,297",615,30,-,75,"11,359",-,624,"4,444",-,-,315,799,-,-,-,-,-,-,58,紙・パルプ,,,,,
59,糸及び紡績半製品,-,-,-,-,-,75,345,-,-,30,-,-,-,-,-,-,-,-,-,-,59,糸及び紡績半製品,,,,,
60,その他繊維工業品,-,30,-,"1,455",30,219,"1,918",-,867,"2,545",-,645,75,135,-,-,255,-,-,120,60,その他繊維工業品,,,,,
61,砂糖,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61,砂糖,,,,,
62,製造食品,459,105,60,"1,676",57,"13,073","24,073",-,"92,961","51,906",-,"1,290",60,450,30,-,15,-,-,-,62,製造食品,,,,,
63,飲料,-,-,-,-,-,-,"1,661",-,"2,081",60,-,-,-,-,-,-,-,-,-,-,63,飲料,,,,,
64,水,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64,水,,,,,
65,たばこ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30,65,たばこ,,,,,
66,その他食料工業品,-,-,-,-,-,-,"1,005",-,-,-,-,-,-,54,-,-,-,-,-,-,66,その他食料工業品,,,,,
雑工業品,,"15,989","13,257",120,"13,415","25,490","55,765","287,775","3,111","28,019","202,414",-,975,"3,856","9,754",-,-,"5,197","5,080",15,-,雑工業品,,,,,,
67,がん具,"8,365",90,-,15,-,"9,007","19,024",-,-,"9,948",-,-,99,"1,615",-,-,-,-,-,-,67,がん具,,,,,
68,衣服・身廻品・はきもの,410,"3,577",90,"7,350","13,760","18,472","92,939","3,111","16,165","106,938",-,885,390,"1,746",-,-,"3,510","5,080",-,-,68,衣服・身廻品・はきもの,,,,,
69,文房具・運動娯楽用品・楽器,"6,020",980,-,"3,352",150,"1,869","31,842",-,"8,440","37,192",-,-,15,613,-,-,-,-,15,-,69,文房具・運動娯楽用品・楽器,,,,,
70,家具装備品,"1,044","6,322",30,"2,698","10,500","24,656","112,704",-,"1,076","40,251",-,-,"1,899","4,047",-,-,697,-,-,-,70,家具装備品,,,,,
71,その他日用品,-,759,-,-,-,232,"12,722",-,533,403,-,90,165,110,-,-,-,-,-,-,71,その他日用品,,,,,
72,ゴム製品,-,430,-,-,"1,050",-,"5,974",-,-,"1,260",-,-,-,"1,310",-,-,-,-,-,-,72,ゴム製品,,,,,
73,木製品,-,-,-,-,-,963,"4,528",-,"1,762","1,287",-,-,-,268,-,-,-,-,-,-,73,木製品,,,,,
74,その他製造工業品,150,"1,099",-,-,30,566,"8,042",-,43,"5,135",-,-,"1,288",45,-,-,990,-,-,-,74,その他製造工業品,,,,,
特殊品,,405,"1,301",-,"1,759",220,293,"17,077",90,"13,310","12,547",-,-,40,358,-,-,94,-,30,150,特殊品,,,,,,
75,金属くず,-,-,-,-,210,-,276,90,239,150,-,-,-,-,-,-,-,-,-,-,75,金属くず,,,,,
76,再利用資材,-,-,-,-,-,-,300,-,-,-,-,-,-,120,-,-,-,-,-,-,76,再利用資材,,,,,
77,動植物性製造飼肥料,-,45,-,-,-,-,413,-,"2,355",191,-,-,-,-,-,-,-,-,-,-,77,動植物性製造飼肥料,,,,,
78,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃棄物,,,,,
79,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,79,廃土砂,,,,,
80,輸送用容器,405,"1,185",-,"1,759",10,252,"14,131",-,"7,834","10,886",-,-,40,238,-,-,-,-,30,150,80,輸送用容器,,,,,
81,取合せ品,-,71,-,-,-,41,"1,957",-,"2,882","1,320",-,-,-,-,-,-,94,-,-,-,81,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
