罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,現金被害の有無
窃盗,自動販売機ねらい,八王子,追分交番,132012,東京都,八王子市,追分町,2020-11-09,14,道路上,その他,あり
窃盗,自動販売機ねらい,八王子,追分交番,132012,東京都,八王子市,追分町,2020-11-09,15,道路上,その他,あり
窃盗,自動販売機ねらい,八王子,追分交番,132012,東京都,八王子市,小門町,2020-11-05,13,道路上,その他,あり
窃盗,自動販売機ねらい,八王子,追分交番,132012,東京都,八王子市,千人町１丁目,2020-11-12,08,道路上,その他,あり
窃盗,自動販売機ねらい,八王子,追分交番,132012,東京都,八王子市,千人町１丁目,2020-11-12,10,道路上,その他,あり
窃盗,自動販売機ねらい,八王子,中野交番,132012,東京都,八王子市,中野上町１丁目,2020-07-11,19,道路上,その他,あり
窃盗,自動販売機ねらい,八王子,八王子駅南口交番,132012,東京都,八王子市,寺町,2020-09-03,11,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,八王子,八王子駅南口交番,132012,東京都,八王子市,子安町１丁目,2020-09-04,08,道路上,その他,あり
窃盗,自動販売機ねらい,八王子,八王子駅南口交番,132012,東京都,八王子市,子安町１丁目,2020-09-04,13,道路上,その他,あり
窃盗,自動販売機ねらい,八王子,八王子駅南口交番,132012,東京都,八王子市,子安町１丁目,2020-09-23,12,道路上,その他,あり
窃盗,自動販売機ねらい,八王子,八王子駅南口交番,132012,東京都,八王子市,子安町１丁目,2020-09-23,15,道路上,その他,あり
窃盗,自動販売機ねらい,八王子,八王子駅南口交番,132012,東京都,八王子市,子安町１丁目,2020-09-24,15,道路上,その他,あり
窃盗,自動販売機ねらい,八王子,八王子駅南口交番,132012,東京都,八王子市,子安町１丁目,2020-09-25,16,道路上,その他,あり
窃盗,自動販売機ねらい,八王子,八王子駅南口交番,132012,東京都,八王子市,子安町２丁目,2020-09-10,10,道路上,その他,あり
窃盗,自動販売機ねらい,八王子,八王子駅南口交番,132012,東京都,八王子市,子安町３丁目,2020-09-10,17,道路上,その他,あり
窃盗,自動販売機ねらい,八王子,八王子駅南口交番,132012,東京都,八王子市,子安町３丁目,2020-10-28,15,道路上,その他,あり
窃盗,自動販売機ねらい,八王子,八王子駅南口交番,132012,東京都,八王子市,子安町３丁目,2020-10-28,16,道路上,その他,あり
窃盗,自動販売機ねらい,八王子,八王子駅南口交番,132012,東京都,八王子市,子安町４丁目,2020-09-04,15,道路上,その他,あり
窃盗,自動販売機ねらい,八王子,八王子駅南口交番,132012,東京都,八王子市,寺町,2020-08-28,10,道路上,その他,あり
窃盗,自動販売機ねらい,八王子,八王子駅南口交番,132012,東京都,八王子市,寺町,2020-11-25,18,道路上,その他,なし
窃盗,自動販売機ねらい,八王子,八王子駅南口交番,132012,東京都,八王子市,万町,2020-08-28,17,道路上,その他,あり
窃盗,自動販売機ねらい,八王子,八王子駅北口交番,132012,東京都,八王子市,新町,2020-08-26,09,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,八王子,八王子駅北口交番,132012,東京都,八王子市,新町,2020-10-18,17,道路上,その他,あり
窃盗,自動販売機ねらい,八王子,八王子駅北口交番,132012,東京都,八王子市,明神町４丁目,2020-08-18,17,その他,その他,あり
窃盗,自動販売機ねらい,八王子,八王子駅北口交番,132012,東京都,八王子市,明神町４丁目,2020-10-15,15,道路上,その他,あり
窃盗,自動販売機ねらい,八王子,八王子駅北口交番,132012,東京都,八王子市,横山町,2020-10-22,16,道路上,その他,あり
窃盗,自動販売機ねらい,八王子,元横山交番,132012,東京都,八王子市,田町,2020-09-14,13,道路上,その他,あり
窃盗,自動販売機ねらい,八王子,元横山交番,132012,東京都,八王子市,元横山町１丁目,2020-09-16,16,道路上,その他,あり
窃盗,自動販売機ねらい,八王子,元横山交番,132012,東京都,八王子市,元横山町２丁目,2020-09-11,09,道路上,その他,あり
窃盗,自動販売機ねらい,八王子,宮下駐在所,132012,東京都,八王子市,戸吹町,2020-09-15,22,その他,その他,あり
窃盗,自動販売機ねらい,八王子,北八王子交番,132012,東京都,八王子市,高倉町,2020-09-17,15,道路上,その他,なし
窃盗,自動販売機ねらい,八王子,左入町駐在所,132012,東京都,八王子市,谷野町,2020-04-09,12,道路上,その他,あり
窃盗,自動販売機ねらい,町田,金森交番,132098,東京都,町田市,金森２丁目,2019-12-31,12,その他,その他,なし
窃盗,自動販売機ねらい,町田,野津田駐在所,132098,東京都,町田市,野津田町,2020-03-05,11,その他,その他,あり
窃盗,自動販売機ねらい,町田,小野路駐在所,132098,東京都,町田市,小野路町,2020-02-28,10,その他,その他,あり
窃盗,自動販売機ねらい,昭島,堀向駐在所,132071,東京都,昭島市,武蔵野３丁目,2020-10-29,17,その他,その他,あり
窃盗,自動販売機ねらい,昭島,東中神駅前交番,132071,東京都,昭島市,福島町,2020-10-01,13,その他,その他,あり
窃盗,自動販売機ねらい,立川,錦町交番,132021,東京都,立川市,錦町１丁目,2020-04-04,18,その他,その他,あり
窃盗,自動販売機ねらい,立川,立日橋交番,132021,東京都,立川市,錦町６丁目,2020-09-04,10,道路上,その他,あり
窃盗,自動販売機ねらい,立川,立川駅南口交番,132021,東京都,立川市,柴崎町２丁目,2020-07-10,14,道路上,その他,あり
窃盗,自動販売機ねらい,立川,立川駅北口交番,132021,東京都,立川市,曙町２丁目,2020-09-02,16,道路上,その他,あり
窃盗,自動販売機ねらい,立川,立川駅北口交番,132021,東京都,立川市,曙町２丁目,2020-09-23,17,道路上,その他,あり
窃盗,自動販売機ねらい,立川,天王橋交番,132021,東京都,立川市,西砂町１丁目,2020-07-26,18,道路上,その他,あり
窃盗,自動販売機ねらい,立川,天王橋交番,132021,東京都,立川市,西砂町６丁目,2020-07-02,23,道路上,その他,あり
窃盗,自動販売機ねらい,府中,美好町交番,132063,東京都,府中市,片町１丁目,2020-10-27,10,その他,その他,あり
窃盗,自動販売機ねらい,府中,是政交番,132063,東京都,府中市,小柳町６丁目,2020-07-15,11,道路上,その他,あり
窃盗,自動販売機ねらい,府中,第五中学校前交番,132063,東京都,府中市,新町１丁目,2020-11-12,15,道路上,その他,あり
窃盗,自動販売機ねらい,府中,大国魂交番,132063,東京都,府中市,宮西町３丁目,2020-10-19,09,道路上,その他,あり
窃盗,自動販売機ねらい,府中,大国魂交番,132063,東京都,府中市,宮西町４丁目,2020-10-19,10,道路上,その他,あり
窃盗,自動販売機ねらい,府中,大国魂交番,132063,東京都,府中市,宮西町４丁目,2020-10-27,10,道路上,その他,あり
窃盗,自動販売機ねらい,小金井,東小金井駅前交番,132101,東京都,小金井市,梶野町２丁目,2020-08-20,00,道路上,その他,あり
窃盗,自動販売機ねらい,小金井,貫井南町交番,132144,東京都,国分寺市,南町１丁目,2019-09-26,16,その他,その他,あり
窃盗,自動販売機ねらい,小金井,光町交番,132144,東京都,国分寺市,日吉町３丁目,2020-07-22,13,その他,その他,あり
窃盗,自動販売機ねらい,小金井,国分寺駅南口交番,132144,東京都,国分寺市,南町３丁目,2020-10-30,16,道路上,その他,あり
窃盗,自動販売機ねらい,小金井,武蔵小金井駅前交番,132101,東京都,小金井市,本町１丁目,2020-08-06,09,その他,その他,あり
窃盗,自動販売機ねらい,小金井,武蔵小金井駅前交番,132101,東京都,小金井市,本町１丁目,2020-08-11,10,その他,その他,あり
窃盗,自動販売機ねらい,小金井,武蔵小金井駅前交番,132101,東京都,小金井市,本町５丁目,2020-02-17,15,道路上,その他,あり
窃盗,自動販売機ねらい,小金井,武蔵小金井駅前交番,132101,東京都,小金井市,本町５丁目,2020-09-16,16,その他,その他,あり
窃盗,自動販売機ねらい,田無,田無駅前交番,132292,東京都,西東京市,田無町２丁目,2020-11-16,11,その他,その他,あり
窃盗,自動販売機ねらい,田無,田無駅前交番,132292,東京都,西東京市,南町３丁目,2020-11-17,09,その他,その他,あり
窃盗,自動販売機ねらい,田無,東久留米駅前交番,132225,東京都,東久留米市,氷川台１丁目,2020-08-09,22,その他,その他,あり
窃盗,自動販売機ねらい,田無,東久留米駅前交番,132225,東京都,東久留米市,氷川台１丁目,2020-08-14,01,その他,その他,あり
窃盗,自動販売機ねらい,田無,東久留米駅前交番,132225,東京都,東久留米市,氷川台１丁目,2020-08-29,22,その他,その他,あり
窃盗,自動販売機ねらい,東村山,久米川駅前交番,132136,東京都,東村山市,栄町２丁目,2020-07-04,22,その他,その他,なし
窃盗,自動販売機ねらい,東村山,下清戸駐在所,132217,東京都,清瀬市,中清戸５丁目,2020-09-19,17,その他,その他,あり
窃盗,自動販売機ねらい,武蔵野,三鷹駅北口交番,132039,東京都,武蔵野市,西久保１丁目,2020-07-27,11,その他,その他,あり
窃盗,自動販売機ねらい,武蔵野,八幡町交番,132039,東京都,武蔵野市,関前３丁目,2020-10-22,15,道路上,その他,あり
窃盗,自動販売機ねらい,武蔵野,八幡町交番,132039,東京都,武蔵野市,八幡町１丁目,2020-11-04,10,道路上,その他,あり
窃盗,自動販売機ねらい,武蔵野,桜堤交番,132039,東京都,武蔵野市,境２丁目,2020-04-14,21,その他,その他,あり
窃盗,自動販売機ねらい,武蔵野,桜堤交番,132039,東京都,武蔵野市,境２丁目,2020-08-24,15,その他,その他,あり
窃盗,自動販売機ねらい,武蔵野,武蔵境駅南口交番,132039,東京都,武蔵野市,境南町２丁目,2020-08-13,08,道路上,その他,あり
窃盗,自動販売機ねらい,武蔵野,武蔵境駅南口交番,132039,東京都,武蔵野市,境２丁目,2020-04-14,19,その他,その他,あり
窃盗,自動販売機ねらい,武蔵野,緑町交番,132039,東京都,武蔵野市,西久保３丁目,2020-10-19,12,その他,その他,あり
窃盗,自動販売機ねらい,三鷹,中仙川交番,132047,東京都,三鷹市,中原２丁目,2020-02-10,21,道路上,その他,なし
窃盗,自動販売機ねらい,調布,猪方交番,132195,東京都,狛江市,駒井町２丁目,2020-04-10,17,道路上,その他,あり
窃盗,自動販売機ねらい,調布,菊野台交番,132080,東京都,調布市,西つつじケ丘４丁目,2020-11-30,19,道路上,その他,あり
窃盗,自動販売機ねらい,調布,和泉多摩川交番,132195,東京都,狛江市,東和泉２丁目,2020-07-04,17,その他,その他,あり
窃盗,自動販売機ねらい,調布,和泉多摩川交番,132195,東京都,狛江市,東和泉３丁目,2020-05-26,16,道路上,その他,あり
窃盗,自動販売機ねらい,調布,調布駅前交番,132080,東京都,調布市,布田１丁目,2020-04-13,15,その他,その他,あり
窃盗,自動販売機ねらい,小平,小川駅前交番,132110,東京都,小平市,小川町１丁目,2020-06-22,09,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,小笠原,母島駐在所,134210,東京都,小笠原村,,2020-10-11,16,その他,その他,あり
