罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,施錠関係,現金被害の有無
窃盗,車上ねらい,巣鴨,大塚駅前交番,131164,東京都,豊島区,北大塚２丁目,2021/6/12,17,４階建て以上共同住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,巣鴨,大塚駅前交番,131164,東京都,豊島区,南大塚３丁目,2021/8/2,22,道路上,その他,施錠した,なし
窃盗,車上ねらい,巣鴨,巣鴨新田交番,131164,東京都,豊島区,北大塚３丁目,2020/12/29,19,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,巣鴨,巣鴨駅前交番,131164,東京都,豊島区,巣鴨３丁目,2021/10/15,18,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,巣鴨,巣鴨駅前交番,131164,東京都,豊島区,巣鴨４丁目,2021/10/2,14,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,巣鴨,駒込駅前交番,131164,東京都,豊島区,駒込３丁目,2021/10/15,18,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,池袋,上池袋交番,131164,東京都,豊島区,上池袋４丁目,2021/5/26,13,道路上,その他,施錠せず,あり
窃盗,車上ねらい,池袋,六つ又交番,131164,東京都,豊島区,東池袋１丁目,2021/2/15,21,４階建て以上共同住宅,その他,施錠せず,なし
窃盗,車上ねらい,池袋,川越通交番,131164,東京都,豊島区,池袋４丁目,2021/6/27,21,道路上,その他,施錠せず,あり
窃盗,車上ねらい,池袋,川越通交番,131164,東京都,豊島区,池袋本町１丁目,2021/3/6,20,４階建て以上共同住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,池袋,平和通交番,131164,東京都,豊島区,池袋２丁目,2021/1/12,20,道路上,その他,施錠せず,あり
窃盗,車上ねらい,池袋,東池袋交番,131164,東京都,豊島区,東池袋４丁目,2021/4/15,15,道路上,その他,施錠せず,なし
窃盗,車上ねらい,池袋,池袋二又交番,131164,東京都,豊島区,西池袋３丁目,2021/11/1,20,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,池袋,池袋二又交番,131164,東京都,豊島区,西池袋５丁目,2021/7/26,10,道路上,その他,施錠せず,あり
窃盗,車上ねらい,池袋,池袋駅東口交番,131164,東京都,豊島区,東池袋１丁目,2021/1/21,16,道路上,その他,施錠せず,あり
窃盗,車上ねらい,池袋,池袋駅東口交番,131164,東京都,豊島区,東池袋１丁目,2021/8/26,20,道路上,その他,施錠せず,なし
窃盗,車上ねらい,池袋,池袋駅東口交番,131164,東京都,豊島区,南池袋１丁目,2021/8/20,11,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,池袋,池袋駅西口交番,131164,東京都,豊島区,西池袋１丁目,2021/3/30,1,道路上,その他,施錠せず,なし
窃盗,車上ねらい,池袋,池袋駅西口交番,131164,東京都,豊島区,西池袋１丁目,2021/4/24,2,道路上,その他,施錠せず,なし
窃盗,車上ねらい,池袋,池袋駅西口交番,131164,東京都,豊島区,西池袋１丁目,2021/7/30,21,駐車（輪）場,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,池袋,池袋駅西口交番,131164,東京都,豊島区,西池袋３丁目,2021/3/26,4,道路上,その他,施錠せず,あり
窃盗,車上ねらい,目白,千川交番,131164,東京都,豊島区,要町３丁目,2021/10/3,12,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,目白,千川交番,131164,東京都,豊島区,要町３丁目,2021/10/17,21,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,目白,南長崎交番,131164,東京都,豊島区,長崎２丁目,2021/11/3,20,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,目白,南長崎交番,131164,東京都,豊島区,南長崎１丁目,2021/9/22,11,道路上,その他,施錠せず,あり
窃盗,車上ねらい,目白,東長崎駅前交番,131164,東京都,豊島区,長崎６丁目,2021/7/18,14,その他の住宅（３階建て以下共同住宅等）,その他,施錠せず,あり
窃盗,車上ねらい,目白,東長崎駅前交番,131164,東京都,豊島区,千早３丁目,2021/3/28,13,その他,その他,施錠せず,なし
窃盗,車上ねらい,目白,椎名町駅前交番,131164,東京都,豊島区,長崎１丁目,2021/2/24,9,道路上,その他,施錠せず,なし
窃盗,車上ねらい,目白,椎名町駅前交番,131164,東京都,豊島区,長崎１丁目,2021/6/25,0,道路上,その他,施錠せず,なし
窃盗,車上ねらい,目白,椎名町駅前交番,131164,東京都,豊島区,南長崎１丁目,2021/8/2,15,道路上,その他,施錠せず,なし
窃盗,車上ねらい,目白,要町交番,131164,東京都,豊島区,要町１丁目,2021/6/12,20,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,目白,要町交番,131164,東京都,豊島区,千早１丁目,2021/4/21,23,道路上,その他,施錠せず,なし
窃盗,車上ねらい,滝野川,中里交番,131172,東京都,北区,中里１丁目,2021/8/24,13,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,滝野川,尾久駅前交番,131172,東京都,北区,上中里２丁目,2021/8/9,8,道路上,その他,施錠せず,あり
窃盗,車上ねらい,滝野川,尾久駅前交番,131172,東京都,北区,昭和町２丁目,2021/1/9,16,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,滝野川,東田端交番,131172,東京都,北区,田端新町１丁目,2021/9/24,15,４階建て以上共同住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,滝野川,東田端交番,131172,東京都,北区,田端新町３丁目,2021/3/31,15,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,滝野川,東田端交番,131172,東京都,北区,田端新町３丁目,2021/4/9,13,道路上,その他,施錠せず,あり
窃盗,車上ねらい,滝野川,板橋駅東口交番,131172,東京都,北区,滝野川７丁目,2021/2/16,16,その他,その他,施錠せず,あり
窃盗,車上ねらい,滝野川,板橋駅東口交番,131172,東京都,北区,滝野川７丁目,2021/3/27,14,道路上,その他,施錠せず,あり
窃盗,車上ねらい,滝野川,板橋駅東口交番,131172,東京都,北区,滝野川７丁目,2021/11/14,22,道路上,その他,施錠せず,あり
窃盗,車上ねらい,滝野川,滝野川一丁目交番,131172,東京都,北区,滝野川１丁目,2021/10/2,7,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,滝野川,飛鳥山交番,131172,東京都,北区,西ケ原２丁目,2021/6/23,9,道路上,その他,施錠せず,あり
窃盗,車上ねらい,王子,中十条交番,131172,東京都,北区,中十条１丁目,2021/10/12,10,道路上,その他,施錠せず,あり
窃盗,車上ねらい,王子,中十条交番,131172,東京都,北区,中十条２丁目,2021/8/5,23,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,王子,十条仲原交番,131172,東京都,北区,上十条５丁目,2021/1/15,9,その他,その他,施錠せず,あり
窃盗,車上ねらい,王子,十条仲原交番,131172,東京都,北区,十条仲原３丁目,2021/8/11,12,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,王子,十条仲原交番,131172,東京都,北区,東十条６丁目,2021/12/6,9,４階建て以上共同住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,王子,東十条交番,131172,東京都,北区,王子５丁目,2021/3/19,21,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,王子,東十条交番,131172,東京都,北区,王子５丁目,2021/4/11,11,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,王子,東十条交番,131172,東京都,北区,東十条１丁目,2021/1/22,15,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,王子,東十条交番,131172,東京都,北区,東十条３丁目,2021/9/3,19,道路上,その他,施錠せず,あり
窃盗,車上ねらい,王子,東十条交番,131172,東京都,北区,東十条４丁目,2021/12/4,21,道路上,その他,施錠せず,なし
窃盗,車上ねらい,王子,王子五丁目交番,131172,東京都,北区,王子５丁目,2021/12/10,19,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,王子,王子本町交番,131172,東京都,北区,王子本町２丁目,2021/5/29,16,道路上,その他,施錠せず,あり
窃盗,車上ねらい,王子,王子本町交番,131172,東京都,北区,岸町１丁目,2021/6/9,19,道路上,その他,施錠せず,なし
窃盗,車上ねらい,王子,王子駅前交番,131172,東京都,北区,王子１丁目,2021/11/23,12,道路上,その他,施錠せず,あり
窃盗,車上ねらい,王子,王子駅前交番,131172,東京都,北区,豊島１丁目,2021/11/13,15,道路上,その他,施錠せず,なし
窃盗,車上ねらい,王子,王子駅前交番,131172,東京都,北区,豊島１丁目,2021/12/15,18,道路上,その他,施錠せず,なし
窃盗,車上ねらい,王子,王子駅前交番,131172,東京都,北区,豊島２丁目,2021/6/27,16,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,王子,王子駅前交番,131172,東京都,北区,堀船１丁目,2021/7/27,18,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,王子,王子駅前交番,131172,東京都,北区,堀船１丁目,2021/9/26,2,４階建て以上共同住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,赤羽,宮堀交番,131172,東京都,北区,神谷３丁目,2021/3/8,13,道路上,その他,施錠せず,なし
窃盗,車上ねらい,赤羽,宮堀交番,131172,東京都,北区,神谷３丁目,2021/8/3,15,その他,その他,施錠せず,なし
窃盗,車上ねらい,赤羽,岩淵交番,131172,東京都,北区,岩淵町,2021/6/22,9,道路上,その他,施錠せず,あり
窃盗,車上ねらい,赤羽,岩淵交番,131172,東京都,北区,岩淵町,2021/6/22,9,道路上,その他,施錠せず,あり
窃盗,車上ねらい,赤羽,岩淵交番,131172,東京都,北区,志茂５丁目,2021/10/26,11,道路上,その他,施錠せず,あり
窃盗,車上ねらい,赤羽,志茂四丁目交番,131172,東京都,北区,志茂１丁目,2021/4/2,17,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,赤羽,法善寺交番,131172,東京都,北区,赤羽台３丁目,2021/1/4,14,道路上,その他,施錠せず,あり
窃盗,車上ねらい,赤羽,浮間交番,131172,東京都,北区,浮間１丁目,2021/5/24,16,一戸建住宅,その他,施錠せず,なし
窃盗,車上ねらい,赤羽,浮間交番,131172,東京都,北区,浮間２丁目,2021/7/18,23,道路上,その他,施錠せず,なし
窃盗,車上ねらい,赤羽,浮間交番,131172,東京都,北区,浮間４丁目,2021/7/22,3,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,赤羽,西が丘交番,131172,東京都,北区,西が丘３丁目,2021/10/8,14,道路上,その他,施錠せず,あり
窃盗,車上ねらい,赤羽,赤羽北交番,131172,東京都,北区,赤羽北２丁目,2021/4/5,15,道路上,その他,施錠せず,なし
窃盗,車上ねらい,赤羽,赤羽北交番,131172,東京都,北区,赤羽北２丁目,2021/6/24,18,道路上,その他,施錠せず,あり
窃盗,車上ねらい,赤羽,赤羽駅前交番,131172,東京都,北区,赤羽１丁目,2021/2/9,19,道路上,その他,施錠せず,なし
窃盗,車上ねらい,赤羽,赤羽駅前交番,131172,東京都,北区,赤羽１丁目,2021/6/11,20,道路上,その他,施錠せず,あり
窃盗,車上ねらい,赤羽,赤羽駅前交番,131172,東京都,北区,赤羽１丁目,2021/7/24,12,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,赤羽,赤羽駅前交番,131172,東京都,北区,赤羽１丁目,2021/7/27,16,駐車（輪）場,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,赤羽,赤羽駅前交番,131172,東京都,北区,赤羽１丁目,2021/8/6,2,道路上,その他,施錠せず,あり
窃盗,車上ねらい,赤羽,赤羽駅前交番,131172,東京都,北区,赤羽２丁目,2021/5/22,8,道路上,その他,施錠せず,あり
窃盗,車上ねらい,赤羽,赤羽駅前交番,131172,東京都,北区,赤羽２丁目,2021/6/11,10,道路上,その他,施錠せず,なし
窃盗,車上ねらい,赤羽,赤羽駅前交番,131172,東京都,北区,赤羽２丁目,2021/7/19,18,道路上,その他,施錠せず,なし
窃盗,車上ねらい,赤羽,赤羽駅前交番,131172,東京都,北区,赤羽西１丁目,2021/11/26,11,その他,その他,施錠せず,あり
窃盗,車上ねらい,赤羽,赤羽駅前交番,131172,東京都,北区,赤羽南１丁目,2020/12/8,9,その他,その他,施錠せず,なし
窃盗,車上ねらい,赤羽,赤羽駅前交番,131172,東京都,北区,赤羽南１丁目,2021/9/14,11,道路上,その他,施錠せず,なし
窃盗,車上ねらい,赤羽,赤羽駅前交番,131172,東京都,北区,赤羽南２丁目,2021/2/18,16,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,板橋,上板橋駅前交番,131199,東京都,板橋区,上板橋２丁目,2021/9/15,11,道路上,その他,施錠せず,あり
窃盗,車上ねらい,板橋,上板橋駅前交番,131199,東京都,板橋区,常盤台４丁目,2021/3/18,10,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,板橋,上板橋駅前交番,131199,東京都,板橋区,常盤台４丁目,2021/9/8,11,道路上,その他,施錠せず,あり
窃盗,車上ねらい,板橋,上板橋駅前交番,131199,東京都,板橋区,常盤台４丁目,2021/11/27,10,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,板橋,大山町交番,131199,東京都,板橋区,大山西町,2021/10/2,18,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,板橋,大山町交番,131199,東京都,板橋区,大山町,2021/2/5,13,道路上,その他,施錠せず,なし
窃盗,車上ねらい,板橋,大山町交番,131199,東京都,板橋区,大山町,2021/2/7,12,道路上,その他,施錠せず,なし
窃盗,車上ねらい,板橋,大谷口交番,131199,東京都,板橋区,大谷口北町,2021/9/7,6,道路上,その他,施錠せず,あり
窃盗,車上ねらい,板橋,富士見交番,131199,東京都,板橋区,富士見町,2021/7/9,11,道路上,その他,施錠せず,なし
窃盗,車上ねらい,板橋,常盤台交番,131199,東京都,板橋区,常盤台２丁目,2021/6/18,8,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,板橋,常盤台交番,131199,東京都,板橋区,常盤台２丁目,2021/9/13,12,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,板橋,平尾交番,131199,東京都,板橋区,板橋１丁目,2021/1/15,23,駐車（輪）場,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,板橋,平尾交番,131199,東京都,板橋区,板橋３丁目,2021/4/29,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,板橋,平尾交番,131199,東京都,板橋区,氷川町,2021/5/1,16,道路上,その他,施錠せず,あり
窃盗,車上ねらい,板橋,東山町交番,131199,東京都,板橋区,大谷口北町,2021/8/27,17,道路上,その他,施錠せず,なし
窃盗,車上ねらい,板橋,板橋本町交番,131199,東京都,板橋区,大和町,2021/4/22,11,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,板橋,熊野町交番,131199,東京都,板橋区,熊野町,2021/11/3,7,その他,その他,施錠せず,あり
窃盗,車上ねらい,板橋,熊野町交番,131199,東京都,板橋区,中丸町,2021/6/23,12,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,板橋,熊野町交番,131199,東京都,板橋区,南町,2021/11/19,15,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,板橋,茂呂交番,131199,東京都,板橋区,向原１丁目,2021/9/16,13,４階建て以上共同住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,板橋,養育院前交番,131199,東京都,板橋区,板橋２丁目,2021/4/9,8,道路上,その他,施錠せず,なし
窃盗,車上ねらい,板橋,養育院前交番,131199,東京都,板橋区,大山東町,2021/8/31,12,道路上,その他,施錠せず,あり
窃盗,車上ねらい,板橋,養育院前交番,131199,東京都,板橋区,大山東町,2021/9/27,14,道路上,その他,施錠せず,なし
窃盗,車上ねらい,板橋,養育院前交番,131199,東京都,板橋区,大山町,2021/9/26,20,道路上,その他,施錠せず,なし
窃盗,車上ねらい,板橋,養育院前交番,131199,東京都,板橋区,仲宿,2021/8/12,19,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,志村,前野町交番,131199,東京都,板橋区,前野町２丁目,2021/11/25,17,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,志村,前野町交番,131199,東京都,板橋区,前野町３丁目,2021/12/1,14,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,志村,前野町交番,131199,東京都,板橋区,前野町４丁目,2021/7/16,12,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,志村,前野町交番,131199,東京都,板橋区,前野町４丁目,2021/8/18,17,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,志村,坂上交番,131199,東京都,板橋区,志村２丁目,2021/1/6,17,その他,その他,施錠せず,あり
窃盗,車上ねらい,志村,坂上交番,131199,東京都,板橋区,志村２丁目,2021/9/11,21,道路上,その他,施錠せず,なし
窃盗,車上ねらい,志村,坂上交番,131199,東京都,板橋区,志村３丁目,2021/6/23,14,道路上,その他,施錠せず,あり
窃盗,車上ねらい,志村,坂上交番,131199,東京都,板橋区,志村３丁目,2021/12/6,18,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,志村,坂上交番,131199,東京都,板橋区,前野町４丁目,2021/4/1,23,道路上,その他,施錠せず,なし
窃盗,車上ねらい,志村,坂下交番,131199,東京都,板橋区,坂下２丁目,2021/1/22,0,４階建て以上共同住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,志村,坂下交番,131199,東京都,板橋区,坂下２丁目,2021/11/15,17,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,志村,坂下交番,131199,東京都,板橋区,坂下３丁目,2021/9/19,19,道路上,その他,施錠せず,なし
窃盗,車上ねらい,志村,坂下交番,131199,東京都,板橋区,舟渡１丁目,2021/3/19,17,道路上,その他,施錠せず,あり
窃盗,車上ねらい,志村,坂下交番,131199,東京都,板橋区,舟渡２丁目,2021/7/7,15,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,志村,坂下交番,131199,東京都,板橋区,舟渡４丁目,2021/5/9,18,その他,その他,施錠せず,なし
窃盗,車上ねらい,志村,小豆沢交番,131199,東京都,板橋区,小豆沢３丁目,2020/12/24,12,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,志村,小豆沢交番,131199,東京都,板橋区,小豆沢３丁目,2021/11/18,17,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,志村,小豆沢交番,131199,東京都,板橋区,蓮沼町,2021/4/18,13,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,志村,小豆沢交番,131199,東京都,板橋区,蓮沼町,2021/4/21,11,一戸建住宅,その他,施錠せず,あり
窃盗,車上ねらい,志村,清水町交番,131199,東京都,板橋区,泉町,2021/2/25,15,その他,その他,施錠せず,なし
窃盗,車上ねらい,志村,清水町交番,131199,東京都,板橋区,泉町,2021/6/24,21,道路上,その他,施錠せず,あり
窃盗,車上ねらい,志村,清水町交番,131199,東京都,板橋区,清水町,2021/1/4,16,道路上,その他,施錠せず,なし
窃盗,車上ねらい,志村,清水町交番,131199,東京都,板橋区,清水町,2021/2/28,15,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,志村,清水町交番,131199,東京都,板橋区,宮本町,2021/1/3,15,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,志村,蓮根交番,131199,東京都,板橋区,蓮根１丁目,2021/1/11,16,４階建て以上共同住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,志村,蓮根交番,131199,東京都,板橋区,蓮根２丁目,2021/1/14,11,道路上,その他,施錠せず,あり
窃盗,車上ねらい,志村,蓮根交番,131199,東京都,板橋区,蓮根２丁目,2021/9/21,13,駐車（輪）場,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,志村,蓮根交番,131199,東京都,板橋区,蓮根３丁目,2021/1/26,19,その他,その他,施錠せず,なし
窃盗,車上ねらい,志村,西台交番,131199,東京都,板橋区,西台１丁目,2021/8/25,13,その他,その他,施錠せず,あり
窃盗,車上ねらい,練馬,早宮交番,131202,東京都,練馬区,早宮２丁目,2021/3/28,8,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,練馬,早宮交番,131202,東京都,練馬区,早宮２丁目,2021/7/6,17,４階建て以上共同住宅,その他,施錠せず,なし
窃盗,車上ねらい,練馬,早宮交番,131202,東京都,練馬区,早宮２丁目,2021/10/20,17,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,練馬,早宮交番,131202,東京都,練馬区,平和台４丁目,2021/8/5,13,４階建て以上共同住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,練馬,春日町交番,131202,東京都,練馬区,春日町４丁目,2021/1/21,16,その他,その他,施錠せず,あり
窃盗,車上ねらい,練馬,春日町交番,131202,東京都,練馬区,春日町４丁目,2021/1/21,16,その他,その他,施錠せず,なし
窃盗,車上ねらい,練馬,春日町交番,131202,東京都,練馬区,春日町５丁目,2021/2/9,14,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,練馬,春日町交番,131202,東京都,練馬区,春日町５丁目,2021/4/28,17,４階建て以上共同住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,練馬,春日町交番,131202,東京都,練馬区,春日町５丁目,2021/7/22,12,道路上,その他,施錠せず,あり
窃盗,車上ねらい,練馬,春日町交番,131202,東京都,練馬区,春日町６丁目,2021/3/6,18,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,練馬,春日町交番,131202,東京都,練馬区,早宮３丁目,2021/4/9,15,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,練馬,氷川台駐在所,131202,東京都,練馬区,平和台１丁目,2021/8/23,15,駐車（輪）場,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,練馬,氷川神社前交番,131202,東京都,練馬区,豊玉中２丁目,2021/8/10,14,道路上,その他,施錠せず,なし
窃盗,車上ねらい,練馬,氷川神社前交番,131202,東京都,練馬区,豊玉中３丁目,2021/7/14,20,道路上,その他,施錠せず,あり
窃盗,車上ねらい,練馬,氷川神社前交番,131202,東京都,練馬区,豊玉南３丁目,2021/7/31,16,道路上,その他,施錠せず,あり
窃盗,車上ねらい,練馬,江古田駅前交番,131202,東京都,練馬区,旭丘１丁目,2021/7/22,21,４階建て以上共同住宅,その他,施錠せず,あり
窃盗,車上ねらい,練馬,江古田駅前交番,131202,東京都,練馬区,旭丘２丁目,2021/2/20,21,一戸建住宅,その他,施錠せず,あり
窃盗,車上ねらい,練馬,江古田駅前交番,131202,東京都,練馬区,豊玉上１丁目,2021/8/8,15,駐車（輪）場,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,練馬,練馬駅前交番,131202,東京都,練馬区,豊玉北５丁目,2021/6/18,9,道路上,その他,施錠せず,あり
窃盗,車上ねらい,練馬,練馬駅前交番,131202,東京都,練馬区,豊玉北５丁目,2021/8/1,20,道路上,その他,施錠せず,なし
窃盗,車上ねらい,練馬,練馬駅前交番,131202,東京都,練馬区,豊玉北５丁目,2021/8/5,19,道路上,その他,施錠せず,なし
窃盗,車上ねらい,練馬,練馬駅前交番,131202,東京都,練馬区,豊玉北６丁目,2021/2/21,15,道路上,その他,施錠せず,あり
窃盗,車上ねらい,練馬,練馬駅前交番,131202,東京都,練馬区,豊玉北６丁目,2021/8/11,14,道路上,その他,施錠せず,なし
窃盗,車上ねらい,練馬,練馬駅前交番,131202,東京都,練馬区,練馬１丁目,2021/1/27,12,その他,その他,施錠せず,あり
窃盗,車上ねらい,練馬,練馬駅前交番,131202,東京都,練馬区,練馬１丁目,2021/10/31,9,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,練馬,豊玉交番,131202,東京都,練馬区,豊玉北３丁目,2021/10/19,13,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,練馬,豊玉交番,131202,東京都,練馬区,豊玉北４丁目,2021/6/28,10,駐車（輪）場,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,練馬,豊玉交番,131202,東京都,練馬区,豊玉北４丁目,2021/10/19,9,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,練馬,貫井交番,131202,東京都,練馬区,向山４丁目,2021/1/5,17,その他,その他,施錠せず,あり
窃盗,車上ねらい,練馬,貫井交番,131202,東京都,練馬区,貫井５丁目,2021/8/7,23,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,石神井,上石神井駅前交番,131202,東京都,練馬区,上石神井１丁目,2021/3/22,13,道路上,その他,施錠せず,あり
窃盗,車上ねらい,石神井,上石神井駅前交番,131202,東京都,練馬区,上石神井３丁目,2021/3/4,10,その他の住宅（３階建て以下共同住宅等）,その他,施錠せず,なし
窃盗,車上ねらい,石神井,北大泉交番,131202,東京都,練馬区,大泉町２丁目,2021/4/26,14,道路上,その他,施錠せず,あり
窃盗,車上ねらい,石神井,北大泉交番,131202,東京都,練馬区,大泉町３丁目,2021/6/18,19,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,石神井,北大泉交番,131202,東京都,練馬区,大泉町５丁目,2021/5/1,19,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,石神井,南大泉交番,131202,東京都,練馬区,東大泉７丁目,2021/2/25,10,道路上,その他,施錠せず,あり
窃盗,車上ねらい,石神井,南大泉交番,131202,東京都,練馬区,東大泉７丁目,2021/11/11,16,その他,その他,施錠せず,あり
窃盗,車上ねらい,石神井,南大泉交番,131202,東京都,練馬区,南大泉４丁目,2021/8/4,18,道路上,その他,施錠せず,あり
窃盗,車上ねらい,石神井,南大泉交番,131202,東京都,練馬区,南大泉５丁目,2021/12/15,21,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,石神井,大泉学園交番,131202,東京都,練馬区,大泉学園町５丁目,2021/6/18,15,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,石神井,大泉学園交番,131202,東京都,練馬区,大泉学園町５丁目,2021/12/19,16,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,石神井,大泉学園交番,131202,東京都,練馬区,大泉学園町６丁目,2021/4/26,14,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,石神井,大泉学園交番,131202,東京都,練馬区,大泉学園町７丁目,2021/11/20,11,道路上,その他,施錠せず,あり
窃盗,車上ねらい,石神井,大泉学園交番,131202,東京都,練馬区,大泉学園町９丁目,2021/9/17,14,その他,その他,施錠せず,あり
窃盗,車上ねらい,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉５丁目,2021/4/9,13,４階建て以上共同住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,石神井,富士街道交番,131202,東京都,練馬区,石神井台３丁目,2021/3/23,21,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,石神井,富士街道交番,131202,東京都,練馬区,石神井台４丁目,2021/5/15,15,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,石神井,富士街道交番,131202,東京都,練馬区,石神井台５丁目,2021/1/14,8,道路上,その他,施錠せず,あり
窃盗,車上ねらい,石神井,武蔵関駅前交番,131202,東京都,練馬区,関町北４丁目,2021/11/28,9,道路上,その他,施錠せず,あり
窃盗,車上ねらい,石神井,武蔵関駐在所,131202,東京都,練馬区,関町南４丁目,2021/9/10,19,道路上,その他,施錠せず,あり
