罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,現金以外の主な被害品
窃盗,部品ねらい,綾瀬,大谷田交番,131211,東京都,足立区,大谷田１丁目,2019-01-15,19,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,綾瀬,大谷田交番,131211,東京都,足立区,大谷田１丁目,2019-03-17,22,４階建て以上共同住宅,タイヤ・ホイール
窃盗,部品ねらい,綾瀬,大谷田交番,131211,東京都,足立区,大谷田３丁目,2019-06-21,19,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,綾瀬,大谷田交番,131211,東京都,足立区,大谷田３丁目,2019-09-30,18,４階建て以上共同住宅,その他
窃盗,部品ねらい,綾瀬,大谷田交番,131211,東京都,足立区,大谷田５丁目,2013-02-01,不明,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,綾瀬,大谷田交番,131211,東京都,足立区,大谷田５丁目,2019-04-17,18,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,綾瀬,大谷田交番,131211,東京都,足立区,佐野２丁目,2019-02-06,20,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,綾瀬,中川交番,131211,東京都,足立区,中川５丁目,2019-11-17,15,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,綾瀬,綾瀬六丁目交番,131211,東京都,足立区,綾瀬６丁目,2019-05-24,15,４階建て以上共同住宅,その他
窃盗,部品ねらい,綾瀬,綾瀬六丁目交番,131211,東京都,足立区,綾瀬７丁目,2019-11-19,23,４階建て以上共同住宅,その他
窃盗,部品ねらい,綾瀬,綾瀬六丁目交番,131211,東京都,足立区,谷中２丁目,2019-04-22,14,駐車（輪）場,その他
窃盗,部品ねらい,綾瀬,綾瀬駅西口交番,131211,東京都,足立区,綾瀬１丁目,2014-01-01,不明,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,綾瀬,綾瀬駅西口交番,131211,東京都,足立区,綾瀬１丁目,2019-09-29,02,道路上,その他
窃盗,部品ねらい,綾瀬,中央本町交番,131211,東京都,足立区,中央本町２丁目,2019-06-29,17,４階建て以上共同住宅,その他
窃盗,部品ねらい,綾瀬,中央本町交番,131211,東京都,足立区,中央本町４丁目,2019-09-28,12,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,綾瀬,中央本町交番,131211,東京都,足立区,中央本町４丁目,2019-10-01,07,４階建て以上共同住宅,タイヤ・ホイール
窃盗,部品ねらい,綾瀬,中央本町交番,131211,東京都,足立区,中央本町５丁目,2019-12-15,17,道路上,その他
窃盗,部品ねらい,綾瀬,中央本町交番,131211,東京都,足立区,平野１丁目,2019-08-28,16,駐車（輪）場,その他
窃盗,部品ねらい,綾瀬,神明交番,131211,東京都,足立区,神明２丁目,2019-04-12,18,駐車（輪）場,その他
窃盗,部品ねらい,綾瀬,神明交番,131211,東京都,足立区,神明南１丁目,2019-08-08,17,４階建て以上共同住宅,その他
窃盗,部品ねらい,綾瀬,神明交番,131211,東京都,足立区,六木１丁目,2019-01-11,15,４階建て以上共同住宅,その他
窃盗,部品ねらい,綾瀬,神明交番,131211,東京都,足立区,六木１丁目,2019-07-03,18,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,綾瀬,一ツ家交番,131211,東京都,足立区,青井６丁目,2019-08-21,19,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,綾瀬,東和交番,131211,東京都,足立区,東和３丁目,2019-04-28,17,一戸建住宅,その他
窃盗,部品ねらい,綾瀬,綾瀬駅東口交番,131211,東京都,足立区,綾瀬５丁目,2019-01-28,12,４階建て以上共同住宅,その他
窃盗,部品ねらい,竹の塚,花畑交番,131211,東京都,足立区,花畑１丁目,2019-06-08,12,その他,その他
窃盗,部品ねらい,竹の塚,花畑交番,131211,東京都,足立区,花畑１丁目,2019-07-11,17,一戸建住宅,ナンバープレート
窃盗,部品ねらい,竹の塚,花畑交番,131211,東京都,足立区,花畑３丁目,2019-10-08,07,その他,その他
窃盗,部品ねらい,竹の塚,花畑交番,131211,東京都,足立区,花畑８丁目,2019-06-18,15,４階建て以上共同住宅,その他
窃盗,部品ねらい,竹の塚,花畑交番,131211,東京都,足立区,南花畑５丁目,2019-10-25,07,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,竹の塚,保木間交番,131211,東京都,足立区,花畑５丁目,2019-08-02,09,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,竹の塚,保木間交番,131211,東京都,足立区,東保木間１丁目,2019-02-02,19,駐車（輪）場,その他
窃盗,部品ねらい,竹の塚,保木間交番,131211,東京都,足立区,東保木間１丁目,2019-06-01,13,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,竹の塚,保木間交番,131211,東京都,足立区,保木間２丁目,2019-09-05,16,道路上,ナンバープレート
窃盗,部品ねらい,竹の塚,保木間交番,131211,東京都,足立区,南花畑５丁目,2018-01-11,不明,４階建て以上共同住宅,その他
窃盗,部品ねらい,竹の塚,保木間交番,131211,東京都,足立区,南花畑５丁目,2019-02-16,20,４階建て以上共同住宅,その他
窃盗,部品ねらい,竹の塚,保木間交番,131211,東京都,足立区,南花畑５丁目,2019-09-20,03,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,竹の塚,西保木間交番,131211,東京都,足立区,西保木間３丁目,2018-12-01,19,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,竹の塚,西保木間交番,131211,東京都,足立区,西保木間４丁目,2019-01-30,16,駐車（輪）場,その他
窃盗,部品ねらい,竹の塚,西保木間交番,131211,東京都,足立区,保木間４丁目,2018-02-07,03,４階建て以上共同住宅,その他
窃盗,部品ねらい,竹の塚,西保木間交番,131211,東京都,足立区,保木間４丁目,2019-01-10,00,４階建て以上共同住宅,その他
窃盗,部品ねらい,竹の塚,西保木間交番,131211,東京都,足立区,保木間４丁目,2019-08-02,22,一戸建住宅,その他
窃盗,部品ねらい,竹の塚,西保木間交番,131211,東京都,足立区,保木間５丁目,2018-10-01,不明,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,竹の塚,竹の塚駅前交番,131211,東京都,足立区,竹の塚３丁目,2019-09-17,18,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,竹の塚,竹の塚駅前交番,131211,東京都,足立区,竹の塚７丁目,2019-05-15,14,４階建て以上共同住宅,その他
窃盗,部品ねらい,竹の塚,伊興町交番,131211,東京都,足立区,竹の塚２丁目,2019-07-07,12,駐車（輪）場,その他
窃盗,部品ねらい,竹の塚,伊興町交番,131211,東京都,足立区,伊興１丁目,2019-08-12,22,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,竹の塚,伊興町交番,131211,東京都,足立区,伊興１丁目,2019-09-27,21,４階建て以上共同住宅,その他
窃盗,部品ねらい,竹の塚,伊興町交番,131211,東京都,足立区,伊興３丁目,2019-01-07,19,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,竹の塚,伊興町交番,131211,東京都,足立区,伊興４丁目,2019-08-29,12,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,竹の塚,伊興町交番,131211,東京都,足立区,伊興４丁目,2019-09-26,20,４階建て以上共同住宅,その他
窃盗,部品ねらい,竹の塚,伊興町交番,131211,東京都,足立区,伊興４丁目,2019-10-18,18,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,竹の塚,伊興町交番,131211,東京都,足立区,西竹の塚１丁目,2019-11-25,20,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,竹の塚,伊興町交番,131211,東京都,足立区,西竹の塚２丁目,2019-01-12,16,駐車（輪）場,その他
窃盗,部品ねらい,竹の塚,入谷町交番,131211,東京都,足立区,入谷１丁目,2019-06-01,不明,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,竹の塚,入谷町交番,131211,東京都,足立区,入谷２丁目,2019-02-22,21,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,竹の塚,見沼代親水公園駅前交番,131211,東京都,足立区,舎人６丁目,2019-07-19,18,道路上,ナンバープレート
窃盗,部品ねらい,竹の塚,見沼代親水公園駅前交番,131211,東京都,足立区,舎人６丁目,2019-08-08,12,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,竹の塚,見沼代親水公園駅前交番,131211,東京都,足立区,舎人６丁目,2019-11-18,18,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,竹の塚,見沼代親水公園駅前交番,131211,東京都,足立区,舎人６丁目,2019-12-04,08,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,竹の塚,見沼代親水公園駅前交番,131211,東京都,足立区,舎人６丁目,2019-12-05,22,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,竹の塚,見沼代親水公園駅前交番,131211,東京都,足立区,入谷１丁目,2019-07-19,00,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,城東,進開橋交番,131083,東京都,江東区,大島２丁目,2019-03-09,20,駐車（輪）場,その他
窃盗,部品ねらい,城東,進開橋交番,131083,東京都,江東区,大島４丁目,2019-02-01,18,駐車（輪）場,その他
窃盗,部品ねらい,城東,進開橋交番,131083,東京都,江東区,大島４丁目,2019-07-01,不明,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,城東,進開橋交番,131083,東京都,江東区,大島４丁目,2019-07-09,20,４階建て以上共同住宅,その他
窃盗,部品ねらい,城東,進開橋交番,131083,東京都,江東区,大島４丁目,2019-07-14,16,４階建て以上共同住宅,その他
窃盗,部品ねらい,城東,進開橋交番,131083,東京都,江東区,大島４丁目,2019-09-16,23,４階建て以上共同住宅,その他
窃盗,部品ねらい,城東,日曹橋交番,131083,東京都,江東区,新砂３丁目,2018-12-28,09,駐車（輪）場,その他
窃盗,部品ねらい,城東,日曹橋交番,131083,東京都,江東区,南砂２丁目,2019-01-08,16,４階建て以上共同住宅,その他
窃盗,部品ねらい,城東,日曹橋交番,131083,東京都,江東区,南砂３丁目,2019-11-18,06,４階建て以上共同住宅,その他
窃盗,部品ねらい,城東,元八幡交番,131083,東京都,江東区,新砂３丁目,2019-03-02,17,駐車（輪）場,その他
窃盗,部品ねらい,城東,元八幡交番,131083,東京都,江東区,東砂７丁目,2019-05-13,13,駐車（輪）場,その他
窃盗,部品ねらい,城東,元八幡交番,131083,東京都,江東区,南砂６丁目,2019-03-27,15,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,城東,元八幡交番,131083,東京都,江東区,南砂６丁目,2019-04-06,17,道路上,その他
窃盗,部品ねらい,城東,葛西橋西交番,131083,東京都,江東区,東砂７丁目,2019-07-04,20,４階建て以上共同住宅,その他
窃盗,部品ねらい,城東,北砂五丁目交番,131083,東京都,江東区,北砂１丁目,2019-08-24,15,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,城東,北砂五丁目交番,131083,東京都,江東区,北砂５丁目,2019-07-09,18,４階建て以上共同住宅,その他
窃盗,部品ねらい,城東,番所橋交番,131083,東京都,江東区,東砂２丁目,2019-07-30,17,４階建て以上共同住宅,その他
窃盗,部品ねらい,城東,大島交番,131083,東京都,江東区,大島６丁目,2018-04-20,08,その他,ナンバープレート
窃盗,部品ねらい,城東,大島交番,131083,東京都,江東区,大島６丁目,2019-02-01,19,４階建て以上共同住宅,その他
窃盗,部品ねらい,城東,大島交番,131083,東京都,江東区,大島６丁目,2019-08-27,12,４階建て以上共同住宅,その他
窃盗,部品ねらい,城東,大島交番,131083,東京都,江東区,大島６丁目,2019-11-02,19,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,城東,亀戸交番,131083,東京都,江東区,亀戸７丁目,2019-09-22,17,４階建て以上共同住宅,その他
窃盗,部品ねらい,城東,亀戸交番,131083,東京都,江東区,亀戸７丁目,2019-09-28,05,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,城東,亀戸交番,131083,東京都,江東区,亀戸８丁目,2019-07-03,16,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,城東,亀戸交番,131083,東京都,江東区,亀戸８丁目,2019-07-03,19,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,城東,亀戸交番,131083,東京都,江東区,亀戸８丁目,2019-11-30,09,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,城東,亀戸交番,131083,東京都,江東区,亀戸９丁目,2019-02-22,22,駐車（輪）場,その他
窃盗,部品ねらい,城東,亀戸交番,131083,東京都,江東区,亀戸９丁目,2019-05-10,13,４階建て以上共同住宅,その他
窃盗,部品ねらい,城東,亀戸交番,131083,東京都,江東区,亀戸９丁目,2019-07-09,18,４階建て以上共同住宅,その他
窃盗,部品ねらい,城東,亀戸交番,131083,東京都,江東区,亀戸９丁目,2019-11-20,07,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,城東,天神橋交番,131083,東京都,江東区,亀戸２丁目,2019-03-22,18,４階建て以上共同住宅,その他
窃盗,部品ねらい,城東,亀戸駅前交番,131083,東京都,江東区,亀戸１丁目,2019-01-07,08,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,城東,亀戸駅前交番,131083,東京都,江東区,亀戸２丁目,2019-05-04,13,その他,その他
窃盗,部品ねらい,城東,亀戸駅前交番,131083,東京都,江東区,亀戸４丁目,2019-06-24,12,４階建て以上共同住宅,その他
窃盗,部品ねらい,城東,亀戸駅前交番,131083,東京都,江東区,亀戸５丁目,2019-03-02,17,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,城東,亀戸駅前交番,131083,東京都,江東区,亀戸５丁目,2019-05-06,15,駐車（輪）場,その他
窃盗,部品ねらい,城東,亀戸駅前交番,131083,東京都,江東区,亀戸５丁目,2019-05-18,19,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,城東,亀戸駅前交番,131083,東京都,江東区,亀戸５丁目,2019-06-11,22,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,城東,亀戸駅前交番,131083,東京都,江東区,亀戸５丁目,2019-10-02,08,駐車（輪）場,その他
窃盗,部品ねらい,城東,亀戸駅前交番,131083,東京都,江東区,亀戸５丁目,2019-10-11,16,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,城東,亀戸駅前交番,131083,東京都,江東区,亀戸５丁目,2019-11-01,23,一戸建住宅,ナンバープレート
窃盗,部品ねらい,城東,亀戸駅前交番,131083,東京都,江東区,亀戸５丁目,2019-12-01,19,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,城東,亀戸駅前交番,131083,東京都,江東区,亀戸６丁目,2019-12-01,09,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,城東,亀戸駅前交番,131083,東京都,江東区,亀戸８丁目,2019-06-20,22,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,城東,亀戸駅前交番,131083,東京都,江東区,亀戸８丁目,2019-10-06,21,道路上,ナンバープレート
窃盗,部品ねらい,城東,亀戸駅前交番,131083,東京都,江東区,亀戸８丁目,2019-11-30,18,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,城東,東大島駅前交番,131083,東京都,江東区,大島７丁目,2019-03-18,17,４階建て以上共同住宅,その他
窃盗,部品ねらい,城東,東大島駅前交番,131083,東京都,江東区,大島７丁目,2019-06-14,19,４階建て以上共同住宅,その他
窃盗,部品ねらい,城東,東大島駅前交番,131083,東京都,江東区,大島８丁目,2019-12-16,17,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,城東,東大島駅前交番,131083,東京都,江東区,大島９丁目,2019-03-06,20,４階建て以上共同住宅,その他
窃盗,部品ねらい,城東,東大島駅前交番,131083,東京都,江東区,東砂８丁目,2019-09-16,08,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,本所,両国交番,131075,東京都,墨田区,両国３丁目,2019-04-01,19,４階建て以上共同住宅,その他
窃盗,部品ねらい,本所,両国交番,131075,東京都,墨田区,両国３丁目,2019-09-08,11,４階建て以上共同住宅,その他
窃盗,部品ねらい,本所,両国交番,131075,東京都,墨田区,両国４丁目,2019-05-21,21,４階建て以上共同住宅,その他
窃盗,部品ねらい,本所,菊川二丁目交番,131075,東京都,墨田区,菊川３丁目,2019-03-09,19,４階建て以上共同住宅,その他
窃盗,部品ねらい,本所,菊川二丁目交番,131075,東京都,墨田区,立川１丁目,2019-06-03,01,４階建て以上共同住宅,その他
窃盗,部品ねらい,本所,江東橋交番,131075,東京都,墨田区,亀沢３丁目,2019-05-06,08,その他,その他
窃盗,部品ねらい,本所,江東橋交番,131075,東京都,墨田区,立川４丁目,2019-03-08,07,その他,ナンバープレート
窃盗,部品ねらい,本所,錦糸町駅北口交番,131075,東京都,墨田区,錦糸１丁目,2019-05-29,04,駐車（輪）場,その他
窃盗,部品ねらい,本所,錦糸町駅北口交番,131075,東京都,墨田区,太平１丁目,2019-08-26,16,一戸建住宅,その他
窃盗,部品ねらい,本所,横川交番,131075,東京都,墨田区,太平４丁目,2019-05-13,14,駐車（輪）場,その他
窃盗,部品ねらい,本所,押上駅前交番,131075,東京都,墨田区,押上２丁目,2019-12-14,20,道路上,その他
窃盗,部品ねらい,本所,押上駅前交番,131075,東京都,墨田区,業平１丁目,2019-06-16,18,４階建て以上共同住宅,その他
窃盗,部品ねらい,本所,押上駅前交番,131075,東京都,墨田区,業平３丁目,2019-10-20,13,４階建て以上共同住宅,その他
窃盗,部品ねらい,本所,押上駅前交番,131075,東京都,墨田区,業平５丁目,2019-02-07,06,４階建て以上共同住宅,その他
窃盗,部品ねらい,本所,押上駅前交番,131075,東京都,墨田区,向島１丁目,2019-07-12,12,駐車（輪）場,その他
窃盗,部品ねらい,本所,向島交番,131075,東京都,墨田区,向島３丁目,2019-08-05,00,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,本所,向島交番,131075,東京都,墨田区,向島５丁目,2018-10-15,00,４階建て以上共同住宅,その他
窃盗,部品ねらい,本所,吾妻橋交番,131075,東京都,墨田区,東駒形１丁目,2019-12-27,12,道路上,その他
窃盗,部品ねらい,本所,吾妻橋交番,131075,東京都,墨田区,東駒形３丁目,2019-07-25,12,道路上,その他
窃盗,部品ねらい,本所,横網交番,131075,東京都,墨田区,本所１丁目,2019-04-20,03,その他,タイヤ・ホイール
窃盗,部品ねらい,本所,横網交番,131075,東京都,墨田区,横網２丁目,2019-07-17,05,その他,ナンバープレート
窃盗,部品ねらい,本所,言問交番,131075,東京都,墨田区,吾妻橋１丁目,2019-10-01,18,４階建て以上共同住宅,その他
窃盗,部品ねらい,本所,言問交番,131075,東京都,墨田区,向島３丁目,2019-09-23,17,道路上,その他
窃盗,部品ねらい,向島,平井橋交番,131075,東京都,墨田区,立花６丁目,2019-01-03,10,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,向島,小村井交番,131075,東京都,墨田区,立花１丁目,2019-10-21,18,４階建て以上共同住宅,その他
窃盗,部品ねらい,向島,小村井交番,131075,東京都,墨田区,立花４丁目,2019-03-10,15,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,向島,小村井交番,131075,東京都,墨田区,文花１丁目,2019-03-15,16,４階建て以上共同住宅,その他
窃盗,部品ねらい,向島,小村井交番,131075,東京都,墨田区,文花１丁目,2019-06-05,17,駐車（輪）場,その他
窃盗,部品ねらい,向島,小村井交番,131075,東京都,墨田区,文花１丁目,2019-07-20,15,４階建て以上共同住宅,その他
窃盗,部品ねらい,向島,小村井交番,131075,東京都,墨田区,文花１丁目,2019-10-20,02,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,向島,曳舟交番,131075,東京都,墨田区,東向島２丁目,2019-11-20,03,道路上,その他
窃盗,部品ねらい,向島,東向島交番,131075,東京都,墨田区,京島３丁目,2019-12-25,16,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,向島,東向島交番,131075,東京都,墨田区,八広５丁目,2019-04-16,18,４階建て以上共同住宅,その他
窃盗,部品ねらい,向島,白鬚橋交番,131075,東京都,墨田区,堤通２丁目,2018-11-11,18,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,向島,白鬚橋交番,131075,東京都,墨田区,東向島４丁目,2019-10-21,10,道路上,その他
窃盗,部品ねらい,向島,鐘ケ淵駅前交番,131075,東京都,墨田区,墨田２丁目,2019-11-01,08,その他,その他
窃盗,部品ねらい,向島,鐘ケ淵駅前交番,131075,東京都,墨田区,墨田５丁目,2019-04-04,08,道路上,その他
窃盗,部品ねらい,向島,八広四丁目交番,131075,東京都,墨田区,東墨田２丁目,2019-04-11,16,その他,その他
窃盗,部品ねらい,向島,八広四丁目交番,131075,東京都,墨田区,八広３丁目,2019-11-06,18,４階建て以上共同住宅,その他
窃盗,部品ねらい,向島,八広四丁目交番,131075,東京都,墨田区,八広３丁目,2019-12-09,19,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,向島,八広四丁目交番,131075,東京都,墨田区,八広４丁目,2019-07-02,19,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,亀有,,,,,,2019-12-25,16,その他,ナンバープレート
窃盗,部品ねらい,亀有,お花茶屋交番,131229,東京都,葛飾区,お花茶屋２丁目,2019-07-06,16,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,亀有,お花茶屋交番,131229,東京都,葛飾区,白鳥３丁目,2019-08-28,20,４階建て以上共同住宅,その他
窃盗,部品ねらい,亀有,青戸交番,131229,東京都,葛飾区,青戸７丁目,2019-07-23,21,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,亀有,青戸交番,131229,東京都,葛飾区,白鳥４丁目,2019-07-17,07,４階建て以上共同住宅,その他
窃盗,部品ねらい,亀有,亀有駅南口交番,131229,東京都,葛飾区,亀有３丁目,2019-09-17,17,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,亀有,亀有駅南口交番,131229,東京都,葛飾区,亀有３丁目,2019-12-13,13,駐車（輪）場,その他
窃盗,部品ねらい,亀有,金町駅南口交番,131229,東京都,葛飾区,金町２丁目,2019-03-01,20,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,亀有,金町駅南口交番,131229,東京都,葛飾区,金町３丁目,2019-02-03,10,駐車（輪）場,その他
窃盗,部品ねらい,亀有,金町駅南口交番,131229,東京都,葛飾区,金町６丁目,2019-04-11,19,道路上,その他
窃盗,部品ねらい,亀有,西亀有交番,131229,東京都,葛飾区,亀有４丁目,2019-05-11,21,道路上,ナンバープレート
窃盗,部品ねらい,亀有,金町駅北口交番,131229,東京都,葛飾区,東金町１丁目,2019-03-08,17,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,亀有,金町駅北口交番,131229,東京都,葛飾区,東金町１丁目,2019-04-25,20,駐車（輪）場,その他
窃盗,部品ねらい,亀有,金町駅北口交番,131229,東京都,葛飾区,東金町１丁目,2019-07-25,08,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,亀有,金町駅北口交番,131229,東京都,葛飾区,東金町１丁目,2019-11-07,08,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,亀有,金町駅北口交番,131229,東京都,葛飾区,東金町３丁目,2019-10-15,20,４階建て以上共同住宅,その他
窃盗,部品ねらい,亀有,東金町交番,131229,東京都,葛飾区,東金町６丁目,2019-07-29,23,４階建て以上共同住宅,その他
窃盗,部品ねらい,亀有,水元公園前交番,131229,東京都,葛飾区,西水元３丁目,2019-03-21,23,一戸建住宅,ナンバープレート
窃盗,部品ねらい,亀有,西水元駐在所,131229,東京都,葛飾区,西水元５丁目,2019-01-08,20,４階建て以上共同住宅,その他
窃盗,部品ねらい,亀有,柴又二丁目交番,131229,東京都,葛飾区,柴又７丁目,2019-01-27,17,駐車（輪）場,その他
窃盗,部品ねらい,亀有,南水元交番,131229,東京都,葛飾区,新宿６丁目,2019-10-24,14,４階建て以上共同住宅,その他
窃盗,部品ねらい,亀有,葛三橋交番,131229,東京都,葛飾区,西水元６丁目,2019-07-16,20,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,亀有,葛三橋交番,131229,東京都,葛飾区,東水元５丁目,2018-12-20,不明,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,亀有,葛三橋交番,131229,東京都,葛飾区,東水元５丁目,2019-07-10,15,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,亀有,葛三橋交番,131229,東京都,葛飾区,水元２丁目,2019-10-05,13,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,亀有,葛三橋交番,131229,東京都,葛飾区,水元２丁目,2019-11-15,19,駐車（輪）場,その他
窃盗,部品ねらい,亀有,葛三橋交番,131229,東京都,葛飾区,水元４丁目,2019-08-23,15,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,葛飾,四ツ木交番,131229,東京都,葛飾区,四つ木２丁目,2019-06-16,12,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,葛飾,四ツ木交番,131229,東京都,葛飾区,四つ木４丁目,2019-07-21,12,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,葛飾,四ツ木交番,131229,東京都,葛飾区,四つ木４丁目,2019-07-21,19,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,葛飾,堀切交番,131229,東京都,葛飾区,堀切１丁目,2019-04-17,17,道路上,その他
窃盗,部品ねらい,葛飾,堀切駅前交番,131229,東京都,葛飾区,堀切４丁目,2019-06-09,00,４階建て以上共同住宅,なし
窃盗,部品ねらい,葛飾,宝町交番,131229,東京都,葛飾区,宝町２丁目,2019-03-21,17,駐車（輪）場,その他
窃盗,部品ねらい,葛飾,立石交番,131229,東京都,葛飾区,立石１丁目,2019-03-07,17,その他,その他
窃盗,部品ねらい,葛飾,立石駅前交番,131229,東京都,葛飾区,立石２丁目,2019-10-24,12,一戸建住宅,ナンバープレート
窃盗,部品ねらい,葛飾,立石駅前交番,131229,東京都,葛飾区,立石６丁目,2019-11-25,22,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,葛飾,立石駅前交番,131229,東京都,葛飾区,立石７丁目,2019-08-12,15,道路上,その他
窃盗,部品ねらい,葛飾,立石駅前交番,131229,東京都,葛飾区,立石８丁目,2019-01-18,19,道路上,その他
窃盗,部品ねらい,葛飾,立石駅前交番,131229,東京都,葛飾区,立石８丁目,2019-08-18,18,一戸建住宅,その他
窃盗,部品ねらい,葛飾,青砥駅前交番,131229,東京都,葛飾区,立石６丁目,2019-09-02,17,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,葛飾,高砂駅前交番,131229,東京都,葛飾区,高砂５丁目,2019-09-03,08,その他,その他
窃盗,部品ねらい,葛飾,細田交番,131229,東京都,葛飾区,細田４丁目,2019-01-26,16,駐車（輪）場,その他
窃盗,部品ねらい,葛飾,細田交番,131229,東京都,葛飾区,細田４丁目,2019-02-03,18,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,葛飾,細田交番,131229,東京都,葛飾区,細田４丁目,2019-03-17,14,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,葛飾,細田交番,131229,東京都,葛飾区,細田４丁目,2019-09-07,09,４階建て以上共同住宅,タイヤ・ホイール
窃盗,部品ねらい,葛飾,新小岩駅前交番,131229,東京都,葛飾区,新小岩１丁目,2019-05-15,20,駐車（輪）場,その他
窃盗,部品ねらい,葛飾,新小岩駅前交番,131229,東京都,葛飾区,新小岩１丁目,2019-09-25,10,その他,その他
窃盗,部品ねらい,葛飾,新小岩駅前交番,131229,東京都,葛飾区,新小岩１丁目,2019-12-03,13,その他,その他
窃盗,部品ねらい,葛飾,たつみ橋交番,131229,東京都,葛飾区,西新小岩１丁目,2019-09-07,17,駐車（輪）場,ナンバープレート
