罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,現金以外の主な被害品
窃盗,部品ねらい,深川,門前仲町交番,131083,東京都,江東区,富岡１丁目,2019-03-23,12,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,深川,千田交番,131083,東京都,江東区,扇橋２丁目,2019-04-18,03,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,深川,千田交番,131083,東京都,江東区,扇橋３丁目,2019-02-26,14,４階建て以上共同住宅,その他
窃盗,部品ねらい,深川,千田交番,131083,東京都,江東区,千石３丁目,2019-06-07,16,一戸建住宅,ナンバープレート
窃盗,部品ねらい,深川,豊洲交番,131083,東京都,江東区,豊洲３丁目,2019-07-30,09,駐車（輪）場,その他
窃盗,部品ねらい,深川,豊洲交番,131083,東京都,江東区,豊洲６丁目,2018-12-27,18,その他,ナンバープレート
窃盗,部品ねらい,深川,豊洲交番,131083,東京都,江東区,豊洲６丁目,2019-08-23,01,その他,その他
窃盗,部品ねらい,深川,現代美術館前交番,131083,東京都,江東区,木場３丁目,2019-11-07,19,４階建て以上共同住宅,その他
窃盗,部品ねらい,深川,現代美術館前交番,131083,東京都,江東区,白河３丁目,2019-04-28,17,一戸建住宅,ナンバープレート
窃盗,部品ねらい,深川,清澄庭園前交番,131083,東京都,江東区,高橋,2019-09-17,14,４階建て以上共同住宅,その他
窃盗,部品ねらい,深川,清澄庭園前交番,131083,東京都,江東区,福住２丁目,2019-10-12,21,４階建て以上共同住宅,その他
窃盗,部品ねらい,麹町,五味坂交番,131016,東京都,千代田区,三番町,2019-11-10,15,４階建て以上共同住宅,その他
窃盗,部品ねらい,麹町,市ケ谷見付交番,131016,東京都,千代田区,五番町,2019-08-29,10,駐車（輪）場,その他
窃盗,部品ねらい,丸の内,八重洲口交番,131016,東京都,千代田区,大手町２丁目,2019-09-05,08,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,神田,神保町交番,131016,東京都,千代田区,神田神保町１丁目,2019-09-08,17,道路上,その他
窃盗,部品ねらい,万世橋,神田駅交番,131016,東京都,千代田区,内神田３丁目,2019-07-04,09,道路上,その他
窃盗,部品ねらい,万世橋,秋葉原交番,131016,東京都,千代田区,神田相生町,2019-05-12,12,駐車（輪）場,その他
窃盗,部品ねらい,万世橋,秋葉原交番,131016,東京都,千代田区,神田相生町,2019-05-15,08,駐車（輪）場,その他
窃盗,部品ねらい,万世橋,秋葉原交番,131016,東京都,千代田区,神田相生町,2019-12-14,19,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,万世橋,秋葉原交番,131016,東京都,千代田区,外神田５丁目,2019-02-12,15,道路上,その他
窃盗,部品ねらい,久松,箱崎交番,131024,東京都,中央区,日本橋中洲,2018-07-10,16,道路上,ナンバープレート
窃盗,部品ねらい,久松,問屋橋交番,131024,東京都,中央区,日本橋人形町１丁目,2019-08-24,15,道路上,その他
窃盗,部品ねらい,築地,銀座一丁目交番,131024,東京都,中央区,銀座２丁目,2019-10-07,18,４階建て以上共同住宅,その他
窃盗,部品ねらい,築地,数寄屋橋交番,131024,東京都,中央区,銀座４丁目,2019-06-12,09,駐車（輪）場,その他
窃盗,部品ねらい,築地,銀座八丁目交番,131024,東京都,中央区,銀座６丁目,2019-07-24,10,道路上,ナンバープレート
窃盗,部品ねらい,築地,中央市場交番,131024,東京都,中央区,築地４丁目,2019-04-03,16,道路上,その他
窃盗,部品ねらい,築地,新富町交番,131024,東京都,中央区,明石町,2019-03-24,20,駐車（輪）場,その他
窃盗,部品ねらい,三田,三田綱町交番,131032,東京都,港区,三田５丁目,2019-10-22,00,道路上,その他
窃盗,部品ねらい,三田,亀塚公園前交番,131032,東京都,港区,芝５丁目,2019-12-21,09,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,三田,芝四丁目交番,131032,東京都,港区,芝２丁目,2019-08-08,06,４階建て以上共同住宅,その他
窃盗,部品ねらい,高輪,品川駅港南口交番,131032,東京都,港区,港南２丁目,2019-05-20,07,４階建て以上共同住宅,その他
窃盗,部品ねらい,高輪,高輪台交番,131032,東京都,港区,白金台３丁目,2019-01-23,22,一戸建住宅,ナンバープレート
窃盗,部品ねらい,高輪,高輪台交番,131032,東京都,港区,白金台３丁目,2019-04-26,17,その他の住宅（３階建て以下共同住宅等）,タイヤ・ホイール
窃盗,部品ねらい,高輪,白金三光町交番,131032,東京都,港区,白金３丁目,2019-05-25,09,駐車（輪）場,その他
窃盗,部品ねらい,高輪,白金三光町交番,131032,東京都,港区,白金台４丁目,2019-05-26,20,４階建て以上共同住宅,その他
窃盗,部品ねらい,高輪,白金三光町交番,131032,東京都,港区,白金台４丁目,2019-05-31,18,４階建て以上共同住宅,その他
窃盗,部品ねらい,高輪,白金三光町交番,131032,東京都,港区,白金台５丁目,2019-01-13,23,一戸建住宅,その他
窃盗,部品ねらい,高輪,清正公前交番,131032,東京都,港区,白金３丁目,2019-03-31,15,４階建て以上共同住宅,その他
窃盗,部品ねらい,高輪,高輪二丁目交番,131032,東京都,港区,高輪１丁目,2019-06-20,10,４階建て以上共同住宅,その他
窃盗,部品ねらい,麻布,一之橋交番,131032,東京都,港区,麻布十番２丁目,2019-03-18,16,駐車（輪）場,その他
窃盗,部品ねらい,麻布,盛岡町交番,131032,東京都,港区,南麻布２丁目,2019-06-29,18,４階建て以上共同住宅,タイヤ・ホイール
窃盗,部品ねらい,麻布,盛岡町交番,131032,東京都,港区,南麻布２丁目,2019-07-03,21,４階建て以上共同住宅,その他
窃盗,部品ねらい,麻布,西麻布交番,131032,東京都,港区,西麻布４丁目,2018-11-10,17,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,麻布,西麻布交番,131032,東京都,港区,西麻布４丁目,2019-02-12,20,４階建て以上共同住宅,その他
窃盗,部品ねらい,麻布,六本木交番,131032,東京都,港区,六本木３丁目,2019-07-21,17,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,麻布,六本木交番,131032,東京都,港区,六本木６丁目,2019-05-01,16,駐車（輪）場,その他
窃盗,部品ねらい,麻布,六本木六丁目交番,131032,東京都,港区,六本木６丁目,2019-06-02,17,道路上,その他
窃盗,部品ねらい,赤坂,青山一丁目交番,131032,東京都,港区,北青山１丁目,2019-03-30,18,道路上,その他
窃盗,部品ねらい,赤坂,赤坂五丁目交番,131032,東京都,港区,赤坂２丁目,2019-10-03,19,駐車（輪）場,その他
窃盗,部品ねらい,赤坂,赤坂五丁目交番,131032,東京都,港区,赤坂２丁目,2019-10-03,23,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,東京湾岸,第五台場交番,131091,東京都,品川区,八潮２丁目,2019-08-26,14,駐車（輪）場,その他
窃盗,部品ねらい,東京湾岸,第五台場交番,131091,東京都,品川区,八潮３丁目,2019-10-30,17,駐車（輪）場,その他
窃盗,部品ねらい,東京湾岸,大田市場前交番,131091,東京都,品川区,八潮３丁目,2019-01-13,10,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,東京湾岸,大田市場前交番,131091,東京都,品川区,八潮３丁目,2019-05-25,13,駐車（輪）場,その他
窃盗,部品ねらい,東京湾岸,大田市場前交番,131113,東京都,大田区,東海４丁目,2019-01-16,23,道路上,その他
窃盗,部品ねらい,東京湾岸,お台場海浜公園駅前交番,131032,東京都,港区,台場２丁目,2019-11-17,23,駐車（輪）場,その他
窃盗,部品ねらい,東京湾岸,お台場海浜公園駅前交番,131083,東京都,江東区,青海４丁目,2019-04-26,不明,道路上,その他
窃盗,部品ねらい,東京湾岸,都橋交番,131083,東京都,江東区,有明１丁目,2019-07-15,08,その他,ナンバープレート
窃盗,部品ねらい,東京湾岸,都橋交番,131083,東京都,江東区,有明３丁目,2019-08-14,17,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,東京湾岸,都橋交番,131083,東京都,江東区,有明４丁目,2019-06-14,18,駐車（輪）場,その他
窃盗,部品ねらい,東京湾岸,都橋交番,131083,東京都,江東区,東雲１丁目,2019-08-25,18,４階建て以上共同住宅,タイヤ・ホイール
窃盗,部品ねらい,東京湾岸,都橋交番,131083,東京都,江東区,東雲２丁目,2019-08-01,16,４階建て以上共同住宅,その他
窃盗,部品ねらい,東京湾岸,都橋交番,131083,東京都,江東区,東雲２丁目,2019-10-27,16,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,東京湾岸,辰巳交番,131083,東京都,江東区,辰巳１丁目,2019-04-29,19,４階建て以上共同住宅,その他
窃盗,部品ねらい,東京湾岸,新木場駅前交番,131083,東京都,江東区,新木場３丁目,2019-04-03,14,道路上,ナンバープレート
窃盗,部品ねらい,東京湾岸,新木場駅前交番,131083,東京都,江東区,若洲１丁目,2019-11-22,19,駐車（輪）場,その他
窃盗,部品ねらい,品川,三ツ木交番,131091,東京都,品川区,西品川２丁目,2019-11-01,19,一戸建住宅,その他
窃盗,部品ねらい,品川,三ツ木交番,131091,東京都,品川区,西品川２丁目,2019-11-02,20,駐車（輪）場,その他
窃盗,部品ねらい,品川,青物横丁駅前交番,131091,東京都,品川区,東品川３丁目,2019-11-30,13,駐車（輪）場,その他
窃盗,部品ねらい,品川,青物横丁駅前交番,131091,東京都,品川区,東品川４丁目,2019-02-21,09,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,品川,青物横丁駅前交番,131091,東京都,品川区,南品川２丁目,2019-09-02,21,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,品川,天王洲交番,131091,東京都,品川区,東品川２丁目,2019-01-25,16,４階建て以上共同住宅,その他
窃盗,部品ねらい,品川,天王洲交番,131091,東京都,品川区,東品川２丁目,2019-12-11,18,その他,ナンバープレート
窃盗,部品ねらい,品川,天王洲交番,131091,東京都,品川区,東品川３丁目,2019-06-15,18,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,大井,大井町駅前交番,131091,東京都,品川区,大井３丁目,2019-09-14,14,その他の住宅（３階建て以下共同住宅等）,タイヤ・ホイール
窃盗,部品ねらい,大井,大井町駅前交番,131091,東京都,品川区,東大井５丁目,2019-02-23,19,その他,その他
窃盗,部品ねらい,大井,大井町駅前交番,131091,東京都,品川区,東大井５丁目,2019-12-08,09,駐車（輪）場,その他
窃盗,部品ねらい,大井,立会川交番,131091,東京都,品川区,勝島１丁目,2019-03-24,19,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,大井,立会川交番,131091,東京都,品川区,勝島１丁目,2019-06-14,18,４階建て以上共同住宅,その他
窃盗,部品ねらい,大井,立会川交番,131091,東京都,品川区,勝島１丁目,2019-06-29,17,４階建て以上共同住宅,タイヤ・ホイール
窃盗,部品ねらい,大井,立会川交番,131091,東京都,品川区,南大井４丁目,2019-07-16,22,４階建て以上共同住宅,その他
窃盗,部品ねらい,大井,西大井駅前交番,131091,東京都,品川区,西大井５丁目,2019-05-22,19,一戸建住宅,その他
窃盗,部品ねらい,大井,西大井駅前交番,131091,東京都,品川区,西大井６丁目,2019-06-15,17,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,大井,八潮団地交番,131091,東京都,品川区,八潮５丁目,2019-02-12,06,４階建て以上共同住宅,その他
窃盗,部品ねらい,大井,八潮団地交番,131091,東京都,品川区,八潮５丁目,2019-04-13,18,駐車（輪）場,その他
窃盗,部品ねらい,大井,八潮団地交番,131091,東京都,品川区,八潮５丁目,2019-12-15,15,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,大崎,五反田駅前交番,131091,東京都,品川区,西五反田２丁目,2019-02-21,15,駐車（輪）場,その他
窃盗,部品ねらい,大崎,五反田駅前交番,131091,東京都,品川区,東五反田１丁目,2019-06-17,07,道路上,タイヤ・ホイール
窃盗,部品ねらい,大崎,五反田駅前交番,131091,東京都,品川区,東五反田５丁目,2019-02-27,07,道路上,その他
窃盗,部品ねらい,大崎,大崎駅前交番,131091,東京都,品川区,大崎１丁目,2019-11-20,09,駐車（輪）場,その他
窃盗,部品ねらい,大崎,大崎駅前交番,131091,東京都,品川区,大崎１丁目,2019-12-11,08,駐車（輪）場,その他
窃盗,部品ねらい,大崎,大崎駅前交番,131091,東京都,品川区,大崎２丁目,2019-03-14,09,駐車（輪）場,その他
窃盗,部品ねらい,大崎,大崎駅前交番,131091,東京都,品川区,大崎３丁目,2019-12-09,04,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,大崎,中原口交番,131091,東京都,品川区,西五反田７丁目,2019-10-06,07,駐車（輪）場,その他
窃盗,部品ねらい,大崎,西五反田交番,131091,東京都,品川区,西五反田４丁目,2019-04-26,18,道路上,その他
窃盗,部品ねらい,大崎,西五反田交番,131091,東京都,品川区,西五反田４丁目,2019-04-30,17,一戸建住宅,その他
窃盗,部品ねらい,大崎,西五反田交番,131091,東京都,品川区,西五反田４丁目,2019-10-24,12,その他,ナンバープレート
窃盗,部品ねらい,荏原,荏原中延駅前交番,131091,東京都,品川区,東中延２丁目,2019-04-09,09,駐車（輪）場,その他
窃盗,部品ねらい,荏原,平塚橋交番,131091,東京都,品川区,荏原２丁目,2019-10-25,17,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,荏原,平塚橋交番,131091,東京都,品川区,平塚３丁目,2019-12-04,17,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,荏原,戸越交番,131091,東京都,品川区,戸越１丁目,2019-03-21,12,一戸建住宅,ナンバープレート
窃盗,部品ねらい,荏原,戸越交番,131091,東京都,品川区,戸越５丁目,2019-02-01,00,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,荏原,豊町交番,131091,東京都,品川区,豊町５丁目,2019-05-18,14,道路上,その他
窃盗,部品ねらい,荏原,旗の台交番,131091,東京都,品川区,旗の台５丁目,2019-10-02,08,駐車（輪）場,その他
窃盗,部品ねらい,荏原,武蔵小山交番,131091,東京都,品川区,小山４丁目,2019-03-11,15,一戸建住宅,ナンバープレート
窃盗,部品ねらい,荏原,武蔵小山交番,131091,東京都,品川区,小山台１丁目,2019-05-07,18,一戸建住宅,その他
窃盗,部品ねらい,荏原,武蔵小山交番,131091,東京都,品川区,小山台１丁目,2019-05-07,19,一戸建住宅,その他
窃盗,部品ねらい,荏原,武蔵小山交番,131091,東京都,品川区,小山台２丁目,2019-05-07,14,一戸建住宅,その他
窃盗,部品ねらい,荏原,武蔵小山交番,131091,東京都,品川区,小山台２丁目,2019-05-07,22,一戸建住宅,その他
窃盗,部品ねらい,大森,森ケ崎交番,131113,東京都,大田区,大森東３丁目,2019-10-01,18,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,大森,森ケ崎交番,131113,東京都,大田区,大森東４丁目,2019-09-11,08,一戸建住宅,その他
窃盗,部品ねらい,大森,森ケ崎交番,131113,東京都,大田区,大森南２丁目,2019-08-21,05,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,大森,森ケ崎交番,131113,東京都,大田区,大森南４丁目,2019-09-03,11,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,大森,谷戸交番,131113,東京都,大田区,大森中１丁目,2019-05-12,11,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大森,大森西交番,131113,東京都,大田区,大森中２丁目,2019-12-08,07,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,大森,大森西交番,131113,東京都,大田区,大森西４丁目,2019-03-10,04,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,大森,大森海岸交番,131113,東京都,大田区,大森北６丁目,2019-07-27,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大森,大森海岸交番,131113,東京都,大田区,大森東１丁目,2019-08-23,18,４階建て以上共同住宅,タイヤ・ホイール
窃盗,部品ねらい,大森,大森海岸交番,131113,東京都,大田区,京浜島１丁目,2019-06-13,07,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,大森,大森海岸交番,131113,東京都,大田区,平和島１丁目,2019-10-05,10,その他,その他
窃盗,部品ねらい,大森,大森海岸交番,131113,東京都,大田区,平和島１丁目,2019-12-06,20,駐車（輪）場,その他
窃盗,部品ねらい,大森,春日橋交番,131113,東京都,大田区,中央３丁目,2019-09-27,14,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,大森,春日橋交番,131113,東京都,大田区,中央３丁目,2019-12-03,19,一戸建住宅,その他
窃盗,部品ねらい,大森,山王交番,131113,東京都,大田区,山王２丁目,2019-12-10,11,駐車（輪）場,その他
窃盗,部品ねらい,田園調布,洗足池交番,131113,東京都,大田区,東雪谷１丁目,2019-05-08,14,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,田園調布,田園調布駅前交番,131113,東京都,大田区,田園調布２丁目,2019-06-01,08,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,田園調布,鵜の木駅前交番,131113,東京都,大田区,鵜の木３丁目,2019-09-07,21,道路上,ナンバープレート
窃盗,部品ねらい,田園調布,道々橋交番,131113,東京都,大田区,上池台５丁目,2019-01-05,18,駐車（輪）場,その他
窃盗,部品ねらい,田園調布,道々橋交番,131113,東京都,大田区,仲池上２丁目,2019-06-04,19,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,田園調布,道々橋交番,131113,東京都,大田区,仲池上２丁目,2019-07-27,16,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,田園調布,道々橋交番,131113,東京都,大田区,仲池上２丁目,2019-07-28,16,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,田園調布,道々橋交番,131113,東京都,大田区,仲池上２丁目,2019-10-21,18,４階建て以上共同住宅,その他
窃盗,部品ねらい,田園調布,道々橋交番,131113,東京都,大田区,東雪谷５丁目,2019-07-03,18,４階建て以上共同住宅,その他
窃盗,部品ねらい,田園調布,道々橋交番,131113,東京都,大田区,南雪谷５丁目,2018-10-01,00,道路上,ナンバープレート
窃盗,部品ねらい,田園調布,丸子橋交番,131113,東京都,大田区,田園調布本町,2019-12-18,09,駐車（輪）場,その他
窃盗,部品ねらい,蒲田,西蒲田交番,131113,東京都,大田区,蒲田１丁目,2019-11-05,23,一戸建住宅,その他
窃盗,部品ねらい,蒲田,西蒲田交番,131113,東京都,大田区,西蒲田１丁目,2019-05-31,17,一戸建住宅,ナンバープレート
窃盗,部品ねらい,蒲田,京急蒲田駅前交番,131113,東京都,大田区,蒲田１丁目,2019-03-09,03,一戸建住宅,その他
窃盗,部品ねらい,蒲田,京急蒲田駅前交番,131113,東京都,大田区,東蒲田１丁目,2019-12-13,10,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,蒲田,京急蒲田駅前交番,131113,東京都,大田区,東蒲田２丁目,2019-11-29,20,４階建て以上共同住宅,その他
窃盗,部品ねらい,蒲田,蒲田駅東口交番,131113,東京都,大田区,蒲田５丁目,2019-09-13,不明,駐車（輪）場,その他
窃盗,部品ねらい,蒲田,蒲田駅東口交番,131113,東京都,大田区,蒲田５丁目,2019-09-20,17,４階建て以上共同住宅,その他
窃盗,部品ねらい,蒲田,蒲田駅西口交番,131113,東京都,大田区,西蒲田５丁目,2019-10-15,13,４階建て以上共同住宅,その他
窃盗,部品ねらい,蒲田,西六郷交番,131113,東京都,大田区,西六郷３丁目,2019-09-18,17,４階建て以上共同住宅,その他
窃盗,部品ねらい,蒲田,西六郷交番,131113,東京都,大田区,西六郷４丁目,2019-08-12,18,４階建て以上共同住宅,その他
窃盗,部品ねらい,蒲田,雑色交番,131113,東京都,大田区,仲六郷２丁目,2019-07-16,16,駐車（輪）場,その他
窃盗,部品ねらい,蒲田,雑色交番,131113,東京都,大田区,仲六郷２丁目,2019-07-22,22,道路上,その他
窃盗,部品ねらい,蒲田,雑色交番,131113,東京都,大田区,仲六郷２丁目,2019-08-12,17,４階建て以上共同住宅,その他
窃盗,部品ねらい,蒲田,雑色交番,131113,東京都,大田区,仲六郷２丁目,2019-08-14,19,道路上,その他
窃盗,部品ねらい,蒲田,雑色交番,131113,東京都,大田区,仲六郷２丁目,2019-08-21,不明,道路上,その他
窃盗,部品ねらい,蒲田,雑色交番,131113,東京都,大田区,仲六郷２丁目,2019-08-29,18,道路上,その他
窃盗,部品ねらい,蒲田,雑色交番,131113,東京都,大田区,仲六郷２丁目,2019-09-02,18,４階建て以上共同住宅,その他
窃盗,部品ねらい,蒲田,雑色交番,131113,東京都,大田区,仲六郷２丁目,2019-09-04,10,４階建て以上共同住宅,その他
窃盗,部品ねらい,蒲田,雑色交番,131113,東京都,大田区,東六郷１丁目,2019-07-31,18,４階建て以上共同住宅,その他
窃盗,部品ねらい,蒲田,雑色交番,131113,東京都,大田区,東六郷１丁目,2019-08-22,07,その他,その他
窃盗,部品ねらい,蒲田,雑色交番,131113,東京都,大田区,東六郷２丁目,2019-07-01,18,道路上,その他
窃盗,部品ねらい,蒲田,雑色交番,131113,東京都,大田区,東六郷２丁目,2019-09-02,18,道路上,その他
窃盗,部品ねらい,蒲田,雑色交番,131113,東京都,大田区,東六郷２丁目,2019-09-02,20,道路上,その他
窃盗,部品ねらい,蒲田,日の出通交番,131113,東京都,大田区,西糀谷４丁目,2019-05-05,16,道路上,その他
窃盗,部品ねらい,蒲田,日の出通交番,131113,東京都,大田区,萩中２丁目,2019-05-30,01,道路上,タイヤ・ホイール
窃盗,部品ねらい,蒲田,日の出通交番,131113,東京都,大田区,南蒲田２丁目,2019-04-13,13,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,蒲田,日の出通交番,131113,東京都,大田区,南蒲田２丁目,2019-08-26,10,駐車（輪）場,その他
窃盗,部品ねらい,蒲田,日の出通交番,131113,東京都,大田区,南蒲田２丁目,2019-09-02,08,道路上,その他
窃盗,部品ねらい,蒲田,日の出通交番,131113,東京都,大田区,南蒲田２丁目,2019-09-03,00,駐車（輪）場,その他
窃盗,部品ねらい,蒲田,日の出通交番,131113,東京都,大田区,南蒲田２丁目,2019-09-20,18,駐車（輪）場,その他
窃盗,部品ねらい,蒲田,日の出通交番,131113,東京都,大田区,南蒲田２丁目,2019-09-21,不明,駐車（輪）場,その他
窃盗,部品ねらい,蒲田,日の出通交番,131113,東京都,大田区,南蒲田３丁目,2019-07-16,17,一戸建住宅,その他
窃盗,部品ねらい,蒲田,日の出通交番,131113,東京都,大田区,南蒲田３丁目,2019-07-16,18,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,蒲田,日の出通交番,131113,東京都,大田区,南蒲田３丁目,2019-09-02,23,道路上,その他
窃盗,部品ねらい,蒲田,日の出通交番,131113,東京都,大田区,南蒲田３丁目,2019-09-22,18,道路上,その他
窃盗,部品ねらい,蒲田,本羽田交番,131113,東京都,大田区,萩中１丁目,2019-07-16,18,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,蒲田,本羽田交番,131113,東京都,大田区,萩中１丁目,2019-08-21,不明,４階建て以上共同住宅,その他
窃盗,部品ねらい,蒲田,本羽田交番,131113,東京都,大田区,萩中１丁目,2019-08-21,不明,道路上,その他
窃盗,部品ねらい,蒲田,本羽田交番,131113,東京都,大田区,本羽田２丁目,2019-05-25,20,駐車（輪）場,その他
窃盗,部品ねらい,蒲田,本羽田交番,131113,東京都,大田区,南六郷１丁目,2019-07-14,19,４階建て以上共同住宅,その他
窃盗,部品ねらい,蒲田,本羽田交番,131113,東京都,大田区,南六郷１丁目,2019-07-15,18,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,蒲田,大鳥居交番,131113,東京都,大田区,萩中３丁目,2019-09-22,02,４階建て以上共同住宅,その他
窃盗,部品ねらい,蒲田,大鳥居交番,131113,東京都,大田区,羽田２丁目,2019-05-18,16,道路上,その他
窃盗,部品ねらい,蒲田,大鳥居交番,131113,東京都,大田区,羽田３丁目,2019-04-13,13,駐車（輪）場,その他
窃盗,部品ねらい,蒲田,大鳥居交番,131113,東京都,大田区,羽田５丁目,2019-04-19,09,駐車（輪）場,その他
窃盗,部品ねらい,蒲田,大鳥居交番,131113,東京都,大田区,羽田５丁目,2019-08-15,15,道路上,ナンバープレート
窃盗,部品ねらい,蒲田,大鳥居交番,131113,東京都,大田区,東糀谷３丁目,2019-10-03,17,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,蒲田,北糀谷交番,131113,東京都,大田区,北糀谷２丁目,2019-10-02,23,４階建て以上共同住宅,その他
窃盗,部品ねらい,蒲田,北糀谷交番,131113,東京都,大田区,西糀谷２丁目,2019-05-05,12,一戸建住宅,その他
窃盗,部品ねらい,蒲田,北糀谷交番,131113,東京都,大田区,東糀谷２丁目,2019-09-19,07,その他,ナンバープレート
窃盗,部品ねらい,蒲田,北糀谷交番,131113,東京都,大田区,東糀谷６丁目,2012-02-10,不明,４階建て以上共同住宅,ナンバープレート
