罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,施錠関係,現金被害の有無
窃盗,車上ねらい,八王子,左入町駐在所,132012,東京都,八王子市,谷野町,2018-10-22,00,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,八王子,久保山駐在所,132012,東京都,八王子市,久保山町１丁目,2018-07-26,14,その他,施錠せず,なし
窃盗,車上ねらい,町田,町田駅前交番,132098,東京都,町田市,原町田６丁目,2018-01-09,19,道路上,施錠せず,あり
窃盗,車上ねらい,町田,町田駅前交番,132098,東京都,町田市,原町田６丁目,2018-02-08,04,道路上,施錠せず,あり
窃盗,車上ねらい,町田,町田駅前交番,132098,東京都,町田市,原町田６丁目,2018-04-13,10,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,町田,町田駅前交番,132098,東京都,町田市,森野１丁目,2018-11-30,17,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,町田,中町交番,132098,東京都,町田市,旭町１丁目,2018-08-08,12,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,町田,中町交番,132098,東京都,町田市,旭町１丁目,2018-09-03,19,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,町田,中町交番,132098,東京都,町田市,中町１丁目,2018-01-06,07,その他,施錠せず,なし
窃盗,車上ねらい,町田,中町交番,132098,東京都,町田市,中町３丁目,2018-07-04,15,一戸建住宅,施錠せず,なし
窃盗,車上ねらい,町田,中町交番,132098,東京都,町田市,中町４丁目,2018-01-26,11,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,町田,中町交番,132098,東京都,町田市,森野５丁目,2018-08-23,18,その他の住宅（３階建て以下共同住宅等）,施錠せず,なし
窃盗,車上ねらい,町田,中町交番,132098,東京都,町田市,森野６丁目,2018-01-27,17,その他,施錠せず,あり
窃盗,車上ねらい,町田,金森交番,132098,東京都,町田市,金森東４丁目,2018-05-18,12,一戸建住宅,施錠せず,なし
窃盗,車上ねらい,町田,鶴間交番,132098,東京都,町田市,金森４丁目,2018-09-20,16,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,町田,鶴間交番,132098,東京都,町田市,鶴間３丁目,2018-10-26,16,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,町田,鶴間交番,132098,東京都,町田市,鶴間５丁目,2018-08-27,21,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,町田,鶴間交番,132098,東京都,町田市,鶴間５丁目,2018-10-10,17,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,町田,南大谷駐在所,132098,東京都,町田市,南大谷,2018-10-14,18,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,町田,玉川学園駐在所,132098,東京都,町田市,玉川学園７丁目,2018-08-08,10,道路上,施錠せず,あり
窃盗,車上ねらい,町田,玉川学園駐在所,132098,東京都,町田市,玉川学園８丁目,2018-09-07,15,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,町田,本町田交番,132098,東京都,町田市,本町田,2018-10-26,18,４階建て以上共同住宅,施錠せず,なし
窃盗,車上ねらい,町田,小野路駐在所,132098,東京都,町田市,小野路町,2018-10-12,21,その他の住宅（３階建て以下共同住宅等）,施錠せず,なし
窃盗,車上ねらい,町田,図師駐在所,132098,東京都,町田市,図師町,2018-03-26,18,その他,施錠せず,なし
窃盗,車上ねらい,町田,図師駐在所,132098,東京都,町田市,図師町,2018-06-19,16,その他,施錠せず,なし
窃盗,車上ねらい,町田,図師駐在所,132098,東京都,町田市,図師町,2018-11-16,16,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,町田,木曽交番,132098,東京都,町田市,木曽東１丁目,2018-08-21,15,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,町田,木曽交番,132098,東京都,町田市,木曽東４丁目,2018-03-23,02,その他,施錠せず,あり
窃盗,車上ねらい,町田,つくし野駅前交番,132098,東京都,町田市,つくし野２丁目,2018-06-28,09,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,町田,藤の台団地交番,132098,東京都,町田市,金井２丁目,2018-12-07,23,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,町田,成瀬駅前交番,132098,東京都,町田市,南成瀬２丁目,2018-02-21,19,４階建て以上共同住宅,施錠せず,なし
窃盗,車上ねらい,町田,成瀬駅前交番,132098,東京都,町田市,南成瀬２丁目,2018-05-21,20,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,町田,成瀬駅前交番,132098,東京都,町田市,南成瀬５丁目,2018-02-10,17,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,町田,成瀬駅前交番,132098,東京都,町田市,南成瀬５丁目,2018-02-21,10,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,町田,成瀬駅前交番,132098,東京都,町田市,南成瀬５丁目,2018-05-10,19,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,町田,成瀬駅前交番,132098,東京都,町田市,南成瀬５丁目,2018-06-03,17,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,町田,成瀬駅前交番,132098,東京都,町田市,南成瀬７丁目,2018-06-29,18,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,町田,忠生駐在所,132098,東京都,町田市,忠生１丁目,2018-02-23,15,その他,施錠せず,あり
窃盗,車上ねらい,町田,高ヶ坂駐在所,132098,東京都,町田市,高ヶ坂６丁目,2018-06-30,20,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,町田,忠生地区交番,132098,東京都,町田市,忠生１丁目,2018-09-12,19,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,町田,忠生地区交番,132098,東京都,町田市,忠生３丁目,2018-04-11,22,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,町田,忠生地区交番,132098,東京都,町田市,山崎町,2018-09-21,18,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,町田,忠生地区交番,132098,東京都,町田市,木曽西１丁目,2018-09-10,20,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,町田,忠生地区交番,132098,東京都,町田市,木曽西２丁目,2018-02-25,17,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,町田,忠生地区交番,132098,東京都,町田市,木曽西３丁目,2018-04-11,19,道路上,施錠せず,なし
窃盗,車上ねらい,町田,忠生地区交番,132098,東京都,町田市,木曽西３丁目,2018-05-23,16,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,町田,忠生地区交番,132098,東京都,町田市,木曽西４丁目,2018-04-15,09,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,町田,忠生地区交番,132098,東京都,町田市,木曽西５丁目,2018-03-02,08,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,町田,忠生地区交番,132098,東京都,町田市,木曽東２丁目,2018-10-20,13,４階建て以上共同住宅,施錠せず,あり
窃盗,車上ねらい,町田,忠生地区交番,132098,東京都,町田市,根岸２丁目,2018-07-10,13,一戸建住宅,施錠せず,なし
窃盗,車上ねらい,日野,日野駅前交番,132128,東京都,日野市,栄町１丁目,2018-01-31,15,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,日野,日野駅前交番,132128,東京都,日野市,栄町１丁目,2018-02-07,16,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,日野,日野駅前交番,132128,東京都,日野市,栄町１丁目,2018-03-02,12,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,日野,日野駅前交番,132128,東京都,日野市,栄町１丁目,2018-04-01,09,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,日野,日野駅前交番,132128,東京都,日野市,栄町１丁目,2018-04-16,11,道路上,施錠せず,あり
窃盗,車上ねらい,日野,日野駅前交番,132128,東京都,日野市,栄町１丁目,2018-04-18,16,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,日野,日野駅前交番,132128,東京都,日野市,日野本町５丁目,2018-03-02,08,道路上,施錠せず,あり
窃盗,車上ねらい,日野,日野駅前交番,132128,東京都,日野市,日野本町５丁目,2018-04-26,15,道路上,施錠せず,あり
窃盗,車上ねらい,日野,日野駅前交番,132128,東京都,日野市,日野本町６丁目,2018-06-25,14,その他,施錠せず,なし
窃盗,車上ねらい,日野,豊田駅前交番,132128,東京都,日野市,旭が丘３丁目,2018-11-28,02,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,日野,多摩平交番,132128,東京都,日野市,多摩平１丁目,2018-12-16,18,４階建て以上共同住宅,施錠せず,あり
窃盗,車上ねらい,日野,多摩平交番,132128,東京都,日野市,多摩平２丁目,2018-12-19,01,道路上,施錠せず,なし
窃盗,車上ねらい,日野,多摩平交番,132128,東京都,日野市,多摩平４丁目,2018-05-04,09,道路上,施錠せず,なし
窃盗,車上ねらい,日野,多摩平交番,132128,東京都,日野市,日野本町４丁目,2018-12-04,21,道路上,施錠せず,あり
窃盗,車上ねらい,日野,日野橋駐在所,132128,東京都,日野市,万願寺２丁目,2018-06-08,17,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,日野,宮駐在所,132128,東京都,日野市,大字上田,2018-08-03,16,その他,施錠せず,あり
窃盗,車上ねらい,日野,宮駐在所,132128,東京都,日野市,大字川辺堀之内,2018-04-28,16,その他,施錠せず,なし
窃盗,車上ねらい,日野,宮駐在所,132128,東京都,日野市,万願寺３丁目,2018-03-29,18,一戸建住宅,施錠せず,なし
窃盗,車上ねらい,日野,宮駐在所,132128,東京都,日野市,万願寺６丁目,2018-02-15,15,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,日野,東光寺駐在所,132128,東京都,日野市,栄町３丁目,2018-03-29,11,道路上,施錠せず,あり
窃盗,車上ねらい,日野,東光寺駐在所,132128,東京都,日野市,栄町５丁目,2018-02-19,13,その他,施錠せず,あり
窃盗,車上ねらい,日野,東光寺駐在所,132128,東京都,日野市,栄町５丁目,2018-04-05,15,その他,施錠せず,なし
窃盗,車上ねらい,日野,平山交番,132128,東京都,日野市,南平７丁目,2018-03-30,19,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,日野,高幡不動駅南口交番,132128,東京都,日野市,高幡,2018-02-15,15,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,日野,高幡不動駅南口交番,132128,東京都,日野市,高幡,2018-02-23,13,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,日野,高幡不動駅南口交番,132128,東京都,日野市,高幡,2018-12-14,21,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,日野,高幡不動駅南口交番,132128,東京都,日野市,三沢４丁目,2018-03-16,17,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,日野,高幡不動駅南口交番,132128,東京都,日野市,石田２丁目,2018-11-20,14,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,日野,百草園交番,132128,東京都,日野市,大字石田,2018-08-17,23,その他の住宅（３階建て以下共同住宅等）,施錠せず,なし
窃盗,車上ねらい,日野,多摩動物公園前交番,132128,東京都,日野市,程久保２丁目,2018-10-11,09,その他,施錠せず,なし
窃盗,車上ねらい,日野,百草団地交番,132128,東京都,日野市,百草,2018-11-16,08,一戸建住宅,施錠せず,なし
窃盗,車上ねらい,昭島,昭島駅前交番,132071,東京都,昭島市,田中町,2018-01-16,12,その他,施錠せず,なし
窃盗,車上ねらい,昭島,昭島駅前交番,132071,東京都,昭島市,田中町,2018-04-02,19,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,昭島,昭島駅前交番,132071,東京都,昭島市,田中町,2018-09-23,18,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,昭島,福島交番,132071,東京都,昭島市,郷地町２丁目,2018-01-29,12,一戸建住宅,施錠せず,なし
窃盗,車上ねらい,昭島,玉川駐在所,132071,東京都,昭島市,玉川町５丁目,2018-02-27,08,その他の住宅（３階建て以下共同住宅等）,施錠せず,なし
窃盗,車上ねらい,昭島,多摩大橋交番,132071,東京都,昭島市,中神町２丁目,2018-01-16,08,道路上,施錠せず,なし
窃盗,車上ねらい,昭島,多摩大橋交番,132071,東京都,昭島市,福島町３丁目,2018-01-18,12,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,昭島,多摩大橋交番,132071,東京都,昭島市,宮沢町３丁目,2018-10-20,19,その他,施錠せず,あり
窃盗,車上ねらい,昭島,大神駐在所,132071,東京都,昭島市,田中町３丁目,2018-01-10,15,道路上,施錠せず,なし
窃盗,車上ねらい,昭島,拝島駐在所,132071,東京都,昭島市,田中町１丁目,2018-04-10,14,道路上,施錠せず,あり
窃盗,車上ねらい,昭島,拝島駐在所,132071,東京都,昭島市,田中町１丁目,2018-07-30,22,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,昭島,堀向駐在所,132071,東京都,昭島市,田中町,2018-01-06,18,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,昭島,堀向駐在所,132071,東京都,昭島市,田中町,2018-03-01,22,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,昭島,堀向駐在所,132071,東京都,昭島市,田中町,2018-11-02,16,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,昭島,東中神駅前交番,132071,東京都,昭島市,中神町,2018-01-03,10,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,昭島,東中神駅前交番,132071,東京都,昭島市,中神町,2018-03-11,21,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,昭島,東中神駅前交番,132071,東京都,昭島市,武蔵野３丁目,2018-01-25,08,その他,施錠せず,あり
窃盗,車上ねらい,昭島,拝島駅前交番,132071,東京都,昭島市,松原町１丁目,2018-10-13,12,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,昭島,拝島駅前交番,132071,東京都,昭島市,松原町５丁目,2018-06-12,08,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,立川,国立駅前交番,132152,東京都,国立市,中１丁目,2018-04-02,21,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,立川,国立駅前交番,132152,東京都,国立市,中１丁目,2018-10-26,00,道路上,施錠せず,あり
窃盗,車上ねらい,立川,国立駅前交番,132152,東京都,国立市,東２丁目,2018-08-09,12,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,立川,羽衣町交番,132152,東京都,国立市,北３丁目,2018-01-07,14,４階建て以上共同住宅,施錠せず,あり
窃盗,車上ねらい,立川,羽衣町交番,132152,東京都,国立市,北３丁目,2018-07-20,14,その他,施錠せず,なし
窃盗,車上ねらい,立川,羽衣町交番,132152,東京都,国立市,西１丁目,2018-02-06,11,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,立川,立日橋交番,132021,東京都,立川市,柴崎町６丁目,2018-05-15,14,道路上,施錠せず,なし
窃盗,車上ねらい,立川,立川駅南口交番,132021,東京都,立川市,錦町１丁目,2018-05-19,10,道路上,施錠せず,あり
窃盗,車上ねらい,立川,富士塚交番,132021,東京都,立川市,富士見町１丁目,2018-02-11,21,道路上,施錠せず,なし
窃盗,車上ねらい,立川,富士塚交番,132021,東京都,立川市,富士見町１丁目,2018-08-28,12,４階建て以上共同住宅,施錠せず,なし
窃盗,車上ねらい,立川,立川駅北口交番,132021,東京都,立川市,曙町２丁目,2018-05-20,04,道路上,施錠せず,なし
窃盗,車上ねらい,立川,立川駅北口交番,132021,東京都,立川市,曙町２丁目,2018-12-25,23,道路上,施錠せず,なし
窃盗,車上ねらい,立川,立川駅北口交番,132021,東京都,立川市,曙町３丁目,2018-08-18,14,４階建て以上共同住宅,施錠せず,あり
窃盗,車上ねらい,立川,立川駅北口交番,132021,東京都,立川市,緑町,2018-07-05,10,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,立川,立川駅北口交番,132021,東京都,立川市,緑町,2018-07-30,12,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,立川,立川駅北口交番,132021,東京都,立川市,緑町,2018-10-16,10,道路上,施錠せず,あり
窃盗,車上ねらい,立川,高松町交番,132021,東京都,立川市,泉町,2018-05-18,19,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,立川,高松町交番,132021,東京都,立川市,泉町,2018-05-20,19,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,立川,高松町交番,132021,東京都,立川市,泉町,2018-06-26,18,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,立川,高松町交番,132021,東京都,立川市,泉町,2018-07-21,16,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,立川,高松町交番,132021,東京都,立川市,高松町１丁目,2018-02-06,20,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,立川,谷保交番,132152,東京都,国立市,青柳３丁目,2018-02-11,02,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,立川,谷保交番,132152,東京都,国立市,青柳３丁目,2018-02-15,22,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,立川,谷保交番,132152,東京都,国立市,谷保,2018-01-29,13,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,立川,谷保交番,132152,東京都,国立市,谷保,2018-04-09,18,道路上,施錠せず,あり
窃盗,車上ねらい,立川,谷保交番,132152,東京都,国立市,谷保,2018-04-21,18,一戸建住宅,施錠せず,なし
窃盗,車上ねらい,立川,谷保交番,132152,東京都,国立市,谷保,2018-05-05,19,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,立川,谷保交番,132152,東京都,国立市,谷保,2018-07-11,17,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,立川,谷保交番,132152,東京都,国立市,谷保,2018-11-01,22,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,立川,谷保交番,132152,東京都,国立市,谷保,2018-11-22,17,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,立川,曙町駐在所,132021,東京都,立川市,曙町３丁目,2018-07-23,15,道路上,施錠せず,なし
窃盗,車上ねらい,立川,天王橋交番,132021,東京都,立川市,上砂町５丁目,2018-12-21,16,４階建て以上共同住宅,施錠せず,なし
窃盗,車上ねらい,立川,天王橋交番,132021,東京都,立川市,西砂町１丁目,2018-02-23,13,その他,施錠せず,なし
窃盗,車上ねらい,立川,砂川四番交番,132021,東京都,立川市,柏町１丁目,2018-08-05,15,その他,施錠せず,あり
窃盗,車上ねらい,立川,砂川四番交番,132021,東京都,立川市,柏町２丁目,2018-04-03,22,道路上,施錠せず,あり
窃盗,車上ねらい,立川,砂川四番交番,132021,東京都,立川市,柏町３丁目,2018-11-28,02,その他の住宅（３階建て以下共同住宅等）,施錠せず,なし
窃盗,車上ねらい,立川,砂川四番交番,132021,東京都,立川市,砂川町１丁目,2018-02-09,13,道路上,施錠せず,なし
窃盗,車上ねらい,立川,砂川四番交番,132021,東京都,立川市,砂川町２丁目,2018-01-02,19,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,立川,砂川四番交番,132021,東京都,立川市,砂川町２丁目,2018-04-29,19,一戸建住宅,施錠せず,なし
窃盗,車上ねらい,立川,砂川四番交番,132021,東京都,立川市,砂川町２丁目,2018-10-10,18,その他の住宅（３階建て以下共同住宅等）,施錠せず,あり
窃盗,車上ねらい,立川,砂川四番交番,132021,東京都,立川市,砂川町４丁目,2018-04-08,21,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,立川,砂川八番交番,132021,東京都,立川市,幸町１丁目,2018-09-19,19,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,立川,砂川八番交番,132021,東京都,立川市,幸町４丁目,2018-12-25,21,４階建て以上共同住宅,施錠せず,あり
窃盗,車上ねらい,立川,富士見台交番,132152,東京都,国立市,富士見台２丁目,2018-02-15,13,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,立川,富士見台交番,132152,東京都,国立市,富士見台２丁目,2018-08-03,16,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,立川,富士見台交番,132152,東京都,国立市,富士見台３丁目,2018-01-27,13,道路上,施錠せず,あり
窃盗,車上ねらい,立川,富士見台交番,132152,東京都,国立市,富士見台３丁目,2018-04-10,13,道路上,施錠せず,あり
窃盗,車上ねらい,立川,若葉町駐在所,132021,東京都,立川市,若葉町４丁目,2017-10-15,18,４階建て以上共同住宅,施錠せず,なし
窃盗,車上ねらい,立川,若葉町駐在所,132021,東京都,立川市,若葉町４丁目,2018-03-08,19,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,府中,南町交番,132063,東京都,府中市,本町２丁目,2018-10-23,23,一戸建住宅,施錠せず,なし
窃盗,車上ねらい,府中,東府中駅前交番,132063,東京都,府中市,若松町２丁目,2018-11-06,18,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,府中,栄町交番,132063,東京都,府中市,幸町１丁目,2018-09-17,19,道路上,施錠せず,なし
窃盗,車上ねらい,府中,栄町交番,132063,東京都,府中市,幸町１丁目,2018-10-20,15,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,府中,栄町交番,132063,東京都,府中市,幸町１丁目,2018-10-22,19,一戸建住宅,施錠せず,なし
窃盗,車上ねらい,府中,栄町交番,132063,東京都,府中市,幸町２丁目,2018-10-04,19,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,府中,栄町交番,132063,東京都,府中市,栄町２丁目,2018-10-06,10,その他の住宅（３階建て以下共同住宅等）,施錠せず,なし
窃盗,車上ねらい,府中,栄町交番,132063,東京都,府中市,栄町２丁目,2018-10-17,07,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,府中,栄町交番,132063,東京都,府中市,栄町２丁目,2018-10-19,19,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,府中,栄町交番,132063,東京都,府中市,栄町２丁目,2018-10-26,09,４階建て以上共同住宅,施錠せず,なし
窃盗,車上ねらい,府中,栄町交番,132063,東京都,府中市,栄町３丁目,2018-10-14,19,一戸建住宅,施錠せず,なし
窃盗,車上ねらい,府中,栄町交番,132063,東京都,府中市,晴見町３丁目,2018-10-14,22,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,府中,栄町交番,132063,東京都,府中市,晴見町３丁目,2018-10-22,16,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,府中,栄町交番,132063,東京都,府中市,晴見町３丁目,2018-10-26,00,その他,施錠せず,なし
窃盗,車上ねらい,府中,美好町交番,132063,東京都,府中市,美好町２丁目,2018-02-12,13,道路上,施錠せず,なし
窃盗,車上ねらい,府中,美好町交番,132063,東京都,府中市,美好町２丁目,2018-08-15,17,その他の住宅（３階建て以下共同住宅等）,施錠せず,なし
窃盗,車上ねらい,府中,本宿交番,132063,東京都,府中市,本宿町４丁目,2018-12-15,01,その他,施錠せず,なし
窃盗,車上ねらい,府中,中河原交番,132063,東京都,府中市,住吉町５丁目,2018-08-18,02,その他,施錠せず,あり
窃盗,車上ねらい,府中,多磨駐在所,132063,東京都,府中市,朝日町３丁目,2018-11-28,05,その他,施錠せず,なし
窃盗,車上ねらい,府中,是政交番,132063,東京都,府中市,是政３丁目,2018-05-19,22,一戸建住宅,施錠せず,なし
窃盗,車上ねらい,府中,是政交番,132063,東京都,府中市,是政３丁目,2018-07-23,17,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,府中,是政交番,132063,東京都,府中市,是政３丁目,2018-11-28,22,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,府中,是政交番,132063,東京都,府中市,是政６丁目,2018-07-08,21,その他,施錠せず,あり
窃盗,車上ねらい,府中,第五中学校前交番,132063,東京都,府中市,新町３丁目,2018-02-25,19,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,府中,第五中学校前交番,132063,東京都,府中市,新町３丁目,2018-03-07,19,その他の住宅（３階建て以下共同住宅等）,施錠せず,あり
窃盗,車上ねらい,府中,第五中学校前交番,132063,東京都,府中市,天神町１丁目,2018-11-26,04,その他の住宅（３階建て以下共同住宅等）,施錠せず,なし
窃盗,車上ねらい,府中,第五中学校前交番,132063,東京都,府中市,天神町２丁目,2018-07-02,08,その他,施錠せず,あり
窃盗,車上ねらい,府中,第五中学校前交番,132063,東京都,府中市,天神町３丁目,2018-06-12,10,その他,施錠せず,なし
窃盗,車上ねらい,府中,分梅駐在所,132063,東京都,府中市,本町３丁目,2018-01-20,15,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,府中,白糸台交番,132063,東京都,府中市,小柳町１丁目,2018-10-22,17,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,府中,白糸台交番,132063,東京都,府中市,白糸台４丁目,2018-11-17,17,道路上,施錠せず,あり
窃盗,車上ねらい,府中,白糸台交番,132063,東京都,府中市,紅葉丘１丁目,2018-02-21,12,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,府中,白糸台交番,132063,東京都,府中市,紅葉丘１丁目,2018-05-28,08,道路上,施錠せず,なし
窃盗,車上ねらい,府中,白糸台交番,132063,東京都,府中市,紅葉丘３丁目,2018-07-17,00,その他の住宅（３階建て以下共同住宅等）,施錠せず,あり
窃盗,車上ねらい,府中,白糸台交番,132063,東京都,府中市,若松町４丁目,2018-12-04,19,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,府中,大国魂交番,132063,東京都,府中市,寿町２丁目,2018-01-11,11,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,府中,大国魂交番,132063,東京都,府中市,八幡町２丁目,2018-07-01,11,その他の住宅（３階建て以下共同住宅等）,施錠せず,あり
窃盗,車上ねらい,府中,大国魂交番,132063,東京都,府中市,府中町２丁目,2018-09-12,14,その他,施錠せず,なし
窃盗,車上ねらい,府中,大国魂交番,132063,東京都,府中市,府中町２丁目,2018-09-12,14,その他,施錠せず,なし
窃盗,車上ねらい,府中,大国魂交番,132063,東京都,府中市,緑町２丁目,2018-01-13,20,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,府中,大国魂交番,132063,東京都,府中市,宮西町２丁目,2018-04-22,11,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,府中,大国魂交番,132063,東京都,府中市,宮西町２丁目,2018-11-20,14,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,府中,四谷駐在所,132063,東京都,府中市,本町３丁目,2018-01-08,03,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,小金井,前原交番,132101,東京都,小金井市,前原町３丁目,2018-10-24,09,道路上,施錠せず,あり
窃盗,車上ねらい,小金井,国分寺駅北口交番,132144,東京都,国分寺市,本町２丁目,2018-01-28,23,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,小金井,国分寺駅北口交番,132144,東京都,国分寺市,本町２丁目,2018-07-17,22,道路上,施錠せず,あり
窃盗,車上ねらい,小金井,東小金井駅前交番,132101,東京都,小金井市,梶野町１丁目,2018-07-04,19,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,小金井,東小金井駅前交番,132101,東京都,小金井市,梶野町５丁目,2017-12-29,23,道路上,施錠せず,あり
窃盗,車上ねらい,小金井,東小金井駅前交番,132101,東京都,小金井市,梶野町５丁目,2018-05-20,15,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,小金井,東小金井駅前交番,132101,東京都,小金井市,東町４丁目,2018-10-26,19,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,小金井,貫井北町交番,132101,東京都,小金井市,貫井北町２丁目,2018-09-13,04,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,小金井,貫井北町交番,132101,東京都,小金井市,本町３丁目,2018-07-26,19,その他,施錠せず,なし
窃盗,車上ねらい,小金井,貫井北町交番,132101,東京都,小金井市,本町４丁目,2018-06-02,16,その他,施錠せず,なし
窃盗,車上ねらい,小金井,貫井北町交番,132101,東京都,小金井市,本町５丁目,2018-03-16,14,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,小金井,小金井公園前交番,132101,東京都,小金井市,梶野町３丁目,2018-06-01,17,４階建て以上共同住宅,施錠せず,なし
窃盗,車上ねらい,小金井,小金井公園前交番,132101,東京都,小金井市,緑町４丁目,2018-06-22,13,道路上,施錠せず,あり
