罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,現金被害の有無
窃盗,自動販売機ねらい,高島平,北野交番,131199,東京都,板橋区,徳丸４丁目,2022-04-05,13,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,高島平,北野交番,131199,東京都,板橋区,徳丸４丁目,2022-04-17,1,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,高島平,高島平駅前交番,131199,東京都,板橋区,高島平２丁目,2021-11-03,9,道路上,その他,あり
窃盗,自動販売機ねらい,下谷,三ノ輪交番,131067,東京都,台東区,竜泉２丁目,2022-04-01,20,その他,その他,あり
窃盗,自動販売機ねらい,浅草,日本堤交番,131067,東京都,台東区,清川２丁目,2022-05-21,16,道路上,その他,あり
窃盗,自動販売機ねらい,蔵前,小島二丁目交番,131067,東京都,台東区,三筋２丁目,2021-11-15,9,その他,その他,あり
窃盗,自動販売機ねらい,蔵前,小島二丁目交番,131067,東京都,台東区,三筋２丁目,2022-12-21,4,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,蔵前,田原町交番,131067,東京都,台東区,西浅草１丁目,2022-08-25,8,道路上,その他,あり
窃盗,自動販売機ねらい,蔵前,蔵前二丁目交番,131067,東京都,台東区,寿３丁目,2022-11-01,0,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,南千住,南千住駅東口交番,131181,東京都,荒川区,南千住５丁目,2022-06-15,10,その他,その他,あり
窃盗,自動販売機ねらい,荒川,三河島駅前交番,131181,東京都,荒川区,荒川１丁目,2022-05-11,19,道路上,その他,あり
窃盗,自動販売機ねらい,荒川,三河島駅前交番,131181,東京都,荒川区,荒川３丁目,2022-04-12,22,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,西新井,島根交番,131211,東京都,足立区,六月１丁目,2022-05-16,17,道路上,その他,あり
窃盗,自動販売機ねらい,西新井,梅田一丁目交番,131211,東京都,足立区,梅田１丁目,2022-07-28,11,道路上,その他,あり
窃盗,自動販売機ねらい,綾瀬,大谷田交番,131211,東京都,足立区,大谷田４丁目,2022-06-18,10,道路上,その他,あり
窃盗,自動販売機ねらい,竹の塚,入谷町交番,131211,東京都,足立区,入谷６丁目,2022-09-09,15,その他,その他,あり
窃盗,自動販売機ねらい,竹の塚,入谷町交番,131211,東京都,足立区,入谷６丁目,2022-10-28,16,その他,その他,なし
窃盗,自動販売機ねらい,城東,亀戸交番,131083,東京都,江東区,亀戸７丁目,2022-01-17,20,その他,その他,あり
窃盗,自動販売機ねらい,城東,亀戸交番,131083,東京都,江東区,亀戸８丁目,2022-01-17,17,その他,その他,あり
窃盗,自動販売機ねらい,城東,大島交番,131083,東京都,江東区,大島６丁目,2021-11-03,9,その他,その他,あり
窃盗,自動販売機ねらい,本所,押上駅前交番,131075,東京都,墨田区,業平４丁目,2022-01-22,10,道路上,その他,あり
窃盗,自動販売機ねらい,本所,錦糸町駅南口交番,131075,東京都,墨田区,江東橋２丁目,2021-12-30,16,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,向島,四ツ木橋交番,131075,東京都,墨田区,八広６丁目,2022-10-02,7,道路上,その他,あり
窃盗,自動販売機ねらい,向島,曳舟交番,131075,東京都,墨田区,東向島１丁目,2022-04-05,10,その他,その他,あり
窃盗,自動販売機ねらい,亀有,葛三橋交番,131229,東京都,葛飾区,西水元６丁目,2022-09-25,23,道路上,その他,なし
窃盗,自動販売機ねらい,亀有,葛三橋交番,131229,東京都,葛飾区,水元２丁目,2022-04-12,18,道路上,その他,なし
窃盗,自動販売機ねらい,葛飾,新小岩駅前交番,131229,東京都,葛飾区,新小岩２丁目,2022-05-27,12,道路上,その他,あり
窃盗,自動販売機ねらい,小松川,京葉通交番,131237,東京都,江戸川区,一之江１丁目,2022-07-24,12,その他,その他,あり
窃盗,自動販売機ねらい,小松川,京葉通交番,131237,東京都,江戸川区,松江１丁目,2022-03-30,14,道路上,その他,あり
窃盗,自動販売機ねらい,小松川,京葉通交番,131237,東京都,江戸川区,松江２丁目,2022-03-02,16,道路上,その他,あり
窃盗,自動販売機ねらい,小松川,京葉通交番,131237,東京都,江戸川区,大杉１丁目,2022-03-30,15,道路上,その他,あり
窃盗,自動販売機ねらい,小松川,京葉通交番,131237,東京都,江戸川区,大杉４丁目,2022-02-14,1,道路上,その他,あり
窃盗,自動販売機ねらい,小松川,今井交番,131237,東京都,江戸川区,一之江３丁目,2022-01-13,1,道路上,その他,あり
窃盗,自動販売機ねらい,小松川,八蔵橋交番,131237,東京都,江戸川区,大杉４丁目,2022-08-31,3,その他,その他,あり
窃盗,自動販売機ねらい,小松川,松江交番,131237,東京都,江戸川区,西小松川町,2022-03-04,16,道路上,その他,あり
窃盗,自動販売機ねらい,小松川,椿町駐在所,131237,東京都,江戸川区,春江町２丁目,2022-03-12,1,道路上,その他,あり
窃盗,自動販売機ねらい,小松川,瑞江駅前交番,131237,東京都,江戸川区,東瑞江３丁目,2022-01-11,12,道路上,その他,あり
窃盗,自動販売機ねらい,小松川,篠崎駅前交番,131237,東京都,江戸川区,新堀１丁目,2022-03-13,8,道路上,その他,あり
窃盗,自動販売機ねらい,小松川,篠崎駅前交番,131237,東京都,江戸川区,新堀２丁目,2022-02-17,10,道路上,その他,あり
窃盗,自動販売機ねらい,小松川,篠崎駅前交番,131237,東京都,江戸川区,瑞江１丁目,2022-03-11,15,その他,その他,あり
窃盗,自動販売機ねらい,小松川,篠崎駅前交番,131237,東京都,江戸川区,瑞江３丁目,2022-03-07,11,道路上,その他,あり
窃盗,自動販売機ねらい,小岩,一里塚交番,131237,東京都,江戸川区,東小岩５丁目,2022-03-23,11,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,小岩,一里塚交番,131237,東京都,江戸川区,東小岩５丁目,2022-04-05,1,その他,その他,あり
窃盗,自動販売機ねらい,小岩,上篠崎駐在所,131237,東京都,江戸川区,篠崎町１丁目,2022-01-19,14,道路上,その他,あり
窃盗,自動販売機ねらい,小岩,上篠崎駐在所,131237,東京都,江戸川区,上篠崎２丁目,2022-02-10,11,道路上,その他,あり
窃盗,自動販売機ねらい,小岩,上篠崎駐在所,131237,東京都,江戸川区,上篠崎２丁目,2022-03-30,13,道路上,その他,あり
窃盗,自動販売機ねらい,小岩,小岩駅前交番,131237,東京都,江戸川区,南小岩６丁目,2022-09-08,12,その他,その他,あり
窃盗,自動販売機ねらい,小岩,西小岩交番,131237,東京都,江戸川区,上篠崎２丁目,2022-03-25,13,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,小岩,鹿骨交番,131237,東京都,江戸川区,鹿骨２丁目,2022-02-14,1,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,小岩,鹿骨交番,131237,東京都,江戸川区,鹿骨２丁目,2022-04-25,7,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,小岩,鹿骨交番,131237,東京都,江戸川区,篠崎町１丁目,2022-03-29,17,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,小岩,鹿骨交番,131237,東京都,江戸川区,篠崎町８丁目,2022-01-17,18,道路上,その他,あり
窃盗,自動販売機ねらい,葛西,船堀駅前交番,131237,東京都,江戸川区,船堀４丁目,2022-06-19,21,その他,その他,あり
窃盗,自動販売機ねらい,葛西,船堀駅前交番,131237,東京都,江戸川区,船堀７丁目,2022-06-14,6,その他,その他,あり
窃盗,自動販売機ねらい,南大沢,みなみ野交番,132012,東京都,八王子市,片倉町,2022-01-04,8,その他,その他,なし
窃盗,自動販売機ねらい,南大沢,上柚木駐在所,132012,東京都,八王子市,鑓水,2022-11-11,11,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,南大沢,北野駅前交番,132012,東京都,八王子市,北野町,2022-08-15,12,その他,駐車（輪）場,なし
窃盗,自動販売機ねらい,南大沢,堀之内駅前交番,132012,東京都,八王子市,別所１丁目,2022-11-09,23,その他,その他,なし
窃盗,自動販売機ねらい,南大沢,小山駐在所,132098,東京都,町田市,小山町,2022-11-08,21,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,南大沢,相原駅前交番,132098,東京都,町田市,相原町,2022-10-26,3,その他,その他,あり
窃盗,自動販売機ねらい,南大沢,相原駅前交番,132098,東京都,町田市,小山町,2022-10-28,21,道路上,その他,あり
窃盗,自動販売機ねらい,高尾,諏訪交番,132012,東京都,八王子市,四谷町,2022-10-28,3,その他,その他,あり
窃盗,自動販売機ねらい,高尾,館駐在所,132012,東京都,八王子市,館町,2022-10-11,14,道路上,その他,あり
窃盗,自動販売機ねらい,多摩中央,大丸交番,132250,東京都,稲城市,大丸,2022-11-22,13,その他,その他,あり
窃盗,自動販売機ねらい,多摩中央,大丸交番,132250,東京都,稲城市,東長沼,2022-07-20,5,道路上,その他,あり
窃盗,自動販売機ねらい,東大和,残堀駐在所,132233,東京都,武蔵村山市,伊奈平２丁目,2021-12-27,22,その他,その他,あり
窃盗,自動販売機ねらい,青梅,今井駐在所,132055,東京都,青梅市,今井３丁目,2022-09-23,不明,その他,その他,あり
窃盗,自動販売機ねらい,青梅,今井駐在所,132055,東京都,青梅市,今井３丁目,2022-10-14,12,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,青梅,今井駐在所,132055,東京都,青梅市,今井３丁目,2022-10-15,不明,その他,その他,あり
窃盗,自動販売機ねらい,青梅,今井駐在所,132055,東京都,青梅市,今井３丁目,2022-10-17,13,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,福生,福生駅前交番,132187,東京都,福生市,武蔵野台２丁目,2022-11-12,2,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,八王子,八王子駅南口交番,132012,東京都,八王子市,子安町２丁目,2022-09-07,7,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,八王子,八王子駅南口交番,132012,東京都,八王子市,子安町４丁目,2022-05-08,12,その他,その他,あり
窃盗,自動販売機ねらい,八王子,北八王子交番,132012,東京都,八王子市,石川町,2022-11-02,10,その他,その他,あり
窃盗,自動販売機ねらい,八王子,大和田交番,132012,東京都,八王子市,大和田町５丁目,2022-08-18,18,その他,その他,あり
窃盗,自動販売機ねらい,八王子,宮下駐在所,132012,東京都,八王子市,宮下町,2022-10-21,17,道路上,その他,あり
窃盗,自動販売機ねらい,八王子,宮下駐在所,132012,東京都,八王子市,宮下町,2022-10-21,18,その他,その他,あり
窃盗,自動販売機ねらい,八王子,犬目交番,132012,東京都,八王子市,犬目町,2022-10-14,14,道路上,その他,あり
窃盗,自動販売機ねらい,八王子,犬目交番,132012,東京都,八王子市,犬目町,2022-10-19,14,道路上,その他,あり
窃盗,自動販売機ねらい,町田,中町交番,132098,東京都,町田市,中町３丁目,2022-07-11,10,道路上,その他,あり
窃盗,自動販売機ねらい,日野,日野橋駐在所,132128,東京都,日野市,大字日野,2022-03-15,15,その他,その他,なし
窃盗,自動販売機ねらい,日野,日野橋駐在所,132128,東京都,日野市,万願寺１丁目,2022-03-15,8,その他,その他,なし
窃盗,自動販売機ねらい,昭島,堀向駐在所,132071,東京都,昭島市,つつじが丘１丁目,2022-07-26,13,道路上,その他,あり
窃盗,自動販売機ねらい,立川,一番町六丁目駐在所,132021,東京都,立川市,一番町６丁目,2022-08-08,7,その他,その他,あり
窃盗,自動販売機ねらい,府中,大国魂交番,132063,東京都,府中市,緑町２丁目,2022-08-14,16,その他,その他,あり
窃盗,自動販売機ねらい,小金井,国分寺駅北口交番,132144,東京都,国分寺市,本町１丁目,2022-08-12,16,その他,その他,あり
窃盗,自動販売機ねらい,小金井,武蔵小金井駅前交番,132101,東京都,小金井市,本町１丁目,2022-08-10,19,その他,その他,あり
窃盗,自動販売機ねらい,三鷹,三鷹駅前交番,132047,東京都,三鷹市,上連雀１丁目,2022-04-03,3,その他,その他,あり
窃盗,自動販売機ねらい,三鷹,上連雀交番,132047,東京都,三鷹市,上連雀７丁目,2022-05-09,17,その他,その他,あり
窃盗,自動販売機ねらい,調布,中和泉交番,132195,東京都,狛江市,中和泉４丁目,2022-03-27,12,道路上,その他,あり
窃盗,自動販売機ねらい,調布,京王多摩川駅前交番,132080,東京都,調布市,多摩川２丁目,2022-01-10,23,その他,その他,あり
窃盗,自動販売機ねらい,調布,植物公園前駐在所,132080,東京都,調布市,深大寺北町３丁目,2022-05-16,18,その他,その他,あり
窃盗,自動販売機ねらい,調布,飛田給駅前交番,132080,東京都,調布市,飛田給３丁目,2022-01-09,20,その他,駐車（輪）場,あり
