罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,施錠関係,盗難防止装置の有無,現金以外の主な被害品
窃盗,自動車盗,石神井,北大泉交番,131202,東京都,練馬区,大泉町１丁目,2019-10-02,12,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,石神井,富士街道交番,131202,東京都,練馬区,石神井台８丁目,2020-01-09,18,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,千住,旭町交番,131211,東京都,足立区,千住東２丁目,2020-11-17,21,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,西新井,本木交番,131211,東京都,足立区,本木南町,2020-11-27,21,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,綾瀬,大谷田交番,131211,東京都,足立区,大谷田４丁目,2020-12-05,21,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,綾瀬,中央本町交番,131211,東京都,足立区,平野２丁目,2020-12-25,23,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,綾瀬,神明交番,131211,東京都,足立区,六木３丁目,2020-08-04,17,駐車（輪）場,駐車（輪）場,キーなし,あり,貨物自動車
窃盗,自動車盗,綾瀬,綾瀬駅東口交番,131211,東京都,足立区,東綾瀬１丁目,2020-07-18,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,綾瀬,綾瀬駅東口交番,131211,東京都,足立区,東綾瀬１丁目,2020-11-14,12,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,竹の塚,花畑交番,131211,東京都,足立区,花畑２丁目,2020-11-20,19,その他,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,竹の塚,保木間交番,131211,東京都,足立区,東保木間２丁目,2020-03-18,23,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,向島,白鬚橋交番,131075,東京都,墨田区,墨田１丁目,2020-10-04,21,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,なし
窃盗,自動車盗,亀有,柴又交番,131229,東京都,葛飾区,柴又４丁目,2020-07-30,19,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,葛飾,細田交番,131229,東京都,葛飾区,細田４丁目,2020-03-19,20,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,小松川,八蔵橋交番,131237,東京都,江戸川区,大杉４丁目,2020-10-04,18,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,小松川,東小松川交番,131237,東京都,江戸川区,松江５丁目,2020-12-21,01,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,小岩,菅原橋交番,131237,東京都,江戸川区,本一色２丁目,2020-12-08,16,その他,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,葛西,葛西橋東交番,131237,東京都,江戸川区,北葛西２丁目,2019-12-20,22,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,葛西,江戸川六丁目交番,131237,東京都,江戸川区,西瑞江５丁目,2020-03-27,21,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,葛西,臨海公園交番,131237,東京都,江戸川区,南葛西６丁目,2020-12-26,23,その他,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,南大沢,堀之内駅前交番,132012,東京都,八王子市,堀之内３丁目,2020-09-29,12,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,南大沢,上柚木駐在所,132012,東京都,八王子市,鑓水２丁目,2020-08-03,21,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,高尾,並木町交番,132012,東京都,八王子市,東浅川町,2020-01-17,22,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,高尾,並木町交番,132012,東京都,八王子市,散田町５丁目,2020-09-18,19,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,多摩中央,愛宕交番,132241,東京都,多摩市,和田,2020-10-07,16,その他,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,東大和,村山交番,132233,東京都,武蔵村山市,大南１丁目,2020-05-02,17,その他,駐車（輪）場,キーなし,なし,特殊自動車
窃盗,自動車盗,東大和,中藤交番,132233,東京都,武蔵村山市,三ツ藤１丁目,2020-05-28,10,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,青梅,上長淵駐在所,132055,東京都,青梅市,長淵９丁目,2020-05-03,15,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,福生,内出交番,132187,東京都,福生市,大字熊川,2020-12-30,19,道路上,その他,キーなし,あり,乗用自動車
窃盗,自動車盗,福生,武蔵野駐在所,133035,東京都,瑞穂町,むさし野１丁目,2020-12-06,01,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,福生,小作駅前交番,132276,東京都,羽村市,栄町２丁目,2020-12-16,17,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,八王子,追分交番,132012,東京都,八王子市,千人町１丁目,2020-05-24,00,道路上,その他,キーなし,なし,なし
窃盗,自動車盗,八王子,北八王子交番,132012,東京都,八王子市,石川町,2020-02-15,08,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,町田,鶴間交番,132098,東京都,町田市,南町田２丁目,2020-09-15,23,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,日野,旭が丘駐在所,132128,東京都,日野市,旭が丘５丁目,2020-11-30,11,その他,駐車（輪）場,キーなし,なし,特殊自動車
窃盗,自動車盗,立川,若葉町駐在所,132021,東京都,立川市,若葉町２丁目,2020-08-12,14,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,府中,本宿交番,132063,東京都,府中市,本宿町２丁目,2020-02-27,21,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,田無,田無駅前交番,132292,東京都,西東京市,芝久保町２丁目,2020-01-21,17,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,小平,喜平橋駐在所,132110,東京都,小平市,御幸町,2020-10-17,18,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
