"登録日","所管","町丁名","男[人]","女[人]","計[人]"
"20240301","芝浦港南地区総合支所管内","芝浦二丁目","1555","1817","3372"
"20240301","芝浦港南地区総合支所管内","芝浦三丁目","754","853","1607"
"20240301","芝浦港南地区総合支所管内","芝浦四丁目","6289","6803","13092"
"20240301","芝浦港南地区総合支所管内","海岸二丁目","471","520","991"
"20240301","芝浦港南地区総合支所管内","海岸三丁目","1862","1549","3411"
"20240301","芝浦港南地区総合支所管内","港南一丁目","133","158","291"
"20240301","芝浦港南地区総合支所管内","港南二丁目","982","1089","2071"
"20240301","芝浦港南地区総合支所管内","港南三丁目","2271","2597","4868"
"20240301","芝浦港南地区総合支所管内","港南四丁目","3724","4318","8042"
"20240301","芝浦港南地区総合支所管内","港南五丁目","264","213","477"
"20240301","芝浦港南地区総合支所管内","台場一丁目","1629","1821","3450"
"20240301","芝浦港南地区総合支所管内","台場二丁目","369","395","764"

"町丁別選挙人名簿登録者数　令和6年3月1日時点","Ver202403",,,,
