平成17年12月1日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
牟礼６丁目,2213,2378,2364,4742
牟礼７丁目,814,858,826,1684
小計,9222,9392,9331,18723
井の頭１丁目,2528,2094,2353,4447
井の頭２丁目,1995,1644,1854,3498
井の頭３丁目,1194,1145,1186,2331
井の頭４丁目,1132,1091,1079,2170
井の頭５丁目,1703,1667,1642,3309
小計,8552,7641,8114,15755
中原１丁目,1938,1974,1993,3967
中原２丁目,1221,1311,1293,2604
中原３丁目,1323,1446,1485,2931
中原４丁目,1811,2089,2147,4236
小計,6293,6820,6918,13738
北野１丁目,669,751,790,1541
北野２丁目,854,952,927,1879
北野３丁目,943,1126,1071,2197
北野４丁目,980,1062,1031,2093
小計,3446,3891,3819,7710
新川１丁目,847,867,910,1777
新川２丁目,625,726,701,1427
新川３丁目,890,900,875,1775
新川４丁目,1431,1532,1537,3069
新川５丁目,1159,1191,1284,2475
新川６丁目,2558,2533,2276,4809
小計,7510,7749,7583,15332
上連雀１丁目,1660,1576,1467,3043
上連雀２丁目,1290,1086,1189,2275
上連雀３丁目,834,779,722,1501
上連雀４丁目,1562,1431,1474,2905
上連雀５丁目,1435,1470,1401,2871
上連雀６丁目,1404,1407,1540,2947
上連雀７丁目,1347,1454,1522,2976
上連雀８丁目,1405,1608,1612,3220
上連雀９丁目,1523,1685,1713,3398
小計,12460,12496,12640,25136
井口１丁目,1565,1711,1586,3297
井口２丁目,1001,1106,1097,2203
井口３丁目,854,918,955,1873
井口４丁目,1254,1312,1312,2624
井口５丁目,477,521,563,1084
小計,5151,5568,5513,11081
深大寺１丁目,731,774,757,1531
深大寺２丁目,1818,2042,1884,3926
深大寺３丁目,1014,1059,935,1994
小計,3563,3875,3576,7451
野崎１丁目,489,513,480,993
野崎２丁目,1066,1241,1114,2355
野崎３丁目,859,972,938,1910
野崎４丁目,250,309,267,576
小計,2664,3035,2799,5834
大沢１丁目,1123,1351,1286,2637
大沢２丁目,862,946,865,1811
大沢３丁目,726,625,632,1257
大沢４丁目,1236,1343,1456,2799
大沢５丁目,797,1005,1011,2016
大沢６丁目,712,755,776,1531
小計,5456,6025,6026,12051
合計,83709,85029,86281,171310
平成17年9月1日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1525,1504,1563,3067
下連雀２丁目,1679,1601,1772,3373
下連雀３丁目,4793,3839,4253,8092
下連雀４丁目,3144,2838,3020,5858
下連雀５丁目,1473,1557,1819,3376
下連雀６丁目,1878,1958,1979,3937
下連雀７丁目,2376,2449,2616,5065
下連雀８丁目,1191,1307,1359,2666
下連雀９丁目,1313,1490,1605,3095
小計,19372,18543,19986,38529
牟礼１丁目,1037,1012,1001,2013
牟礼２丁目,1511,1382,1393,2775
牟礼３丁目,904,887,810,1697
牟礼４丁目,1417,1517,1599,3116
牟礼５丁目,1313,1341,1316,2657
牟礼６丁目,2226,2387,2376,4763
牟礼７丁目,815,859,823,1682
小計,9223,9385,9318,18703
井の頭１丁目,2531,2093,2338,4431
井の頭２丁目,1999,1650,1854,3504
井の頭３丁目,1200,1149,1194,2343
井の頭４丁目,1130,1088,1083,2171
井の頭５丁目,1699,1664,1640,3304
小計,8559,7644,8109,15753
中原１丁目,1944,1978,2002,3980
中原２丁目,1227,1317,1297,2614
中原３丁目,1323,1449,1479,2928
中原４丁目,1822,2095,2156,4251
小計,6316,6839,6934,13773
北野１丁目,669,755,789,1544
北野２丁目,856,953,926,1879
北野３丁目,949,1127,1077,2204
北野４丁目,978,1065,1031,2096
小計,3452,3900,3823,7723
新川１丁目,844,863,907,1770
新川２丁目,629,728,705,1433
新川３丁目,894,903,880,1783
新川４丁目,1442,1546,1541,3087
新川５丁目,1154,1188,1287,2475
新川６丁目,2560,2530,2284,4814
小計,7523,7758,7604,15362
上連雀１丁目,1659,1576,1470,3046
上連雀２丁目,1295,1087,1196,2283
上連雀３丁目,835,776,729,1505
上連雀４丁目,1566,1438,1479,2917
上連雀５丁目,1440,1468,1404,2872
上連雀６丁目,1405,1416,1542,2958
上連雀７丁目,1349,1457,1527,2984
上連雀８丁目,1411,1622,1617,3239
上連雀９丁目,1521,1682,1706,3388
小計,12481,12522,12670,25192
井口１丁目,1567,1710,1591,3301
井口２丁目,1017,1124,1099,2223
井口３丁目,853,917,949,1866
井口４丁目,1250,1310,1309,2619
井口５丁目,477,524,562,1086
小計,5164,5585,5510,11095
深大寺１丁目,728,770,762,1532
深大寺２丁目,1819,2039,1878,3917
深大寺３丁目,1010,1055,941,1996
小計,3557,3864,3581,7445
野崎１丁目,489,511,481,992
野崎２丁目,1069,1248,1116,2364
野崎３丁目,860,973,936,1909
野崎４丁目,250,308,268,576
小計,2668,3040,2801,5841
大沢１丁目,1117,1345,1282,2627
大沢２丁目,863,942,869,1811
大沢３丁目,724,628,631,1259
大沢４丁目,1233,1343,1463,2806
大沢５丁目,801,1006,1019,2025
大沢６丁目,711,759,780,1539
小計,5449,6023,6044,12067
合計,83764,85103,86380,171483
平成17年8月1日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1527,1515,1563,3078
下連雀２丁目,1688,1613,1769,3382
下連雀３丁目,4761,3818,4221,8039
下連雀４丁目,3123,2828,3017,5845
下連雀５丁目,1463,1542,1808,3350
下連雀６丁目,1899,1988,1989,3977
下連雀７丁目,2370,2440,2620,5060
下連雀８丁目,1193,1303,1363,2666
下連雀９丁目,1314,1496,1609,3105
小計,19338,18543,19959,38502
牟礼１丁目,1035,1014,1000,2014
牟礼２丁目,1514,1383,1392,2775
牟礼３丁目,898,884,811,1695
牟礼４丁目,1411,1505,1584,3089
牟礼５丁目,1307,1335,1303,2638
牟礼６丁目,2237,2399,2392,4791
牟礼７丁目,804,857,813,1670
小計,9206,9377,9295,18672
井の頭１丁目,2538,2092,2331,4423
井の頭２丁目,1994,1642,1855,3497
井の頭３丁目,1199,1152,1199,2351
井の頭４丁目,1135,1091,1093,2184
井の頭５丁目,1710,1673,1645,3318
小計,8576,7650,8123,15773
中原１丁目,1950,1980,2008,3988
中原２丁目,1227,1317,1294,2611
中原３丁目,1323,1449,1485,2934
中原４丁目,1806,2079,2136,4215
小計,6306,6825,6923,13748
北野１丁目,667,749,786,1535
北野２丁目,853,954,924,1878
北野３丁目,942,1121,1074,2195
北野４丁目,985,1068,1037,2105
小計,3447,3892,3821,7713
新川１丁目,846,873,906,1779
新川２丁目,628,724,705,1429
新川３丁目,898,904,887,1791
新川４丁目,1439,1540,1534,3074
新川５丁目,1156,1191,1284,2475
新川６丁目,2579,2545,2295,4840
小計,7546,7777,7611,15388
上連雀１丁目,1658,1575,1462,3037
上連雀２丁目,1291,1080,1192,2272
上連雀３丁目,836,777,733,1510
上連雀４丁目,1571,1441,1483,2924
上連雀５丁目,1431,1463,1401,2864
上連雀６丁目,1403,1416,1538,2954
上連雀７丁目,1352,1466,1528,2994
上連雀８丁目,1413,1624,1617,3241
上連雀９丁目,1525,1686,1703,3389
小計,12480,12528,12657,25185
井口１丁目,1572,1718,1596,3314
井口２丁目,1021,1136,1100,2236
井口３丁目,861,930,952,1882
井口４丁目,1248,1304,1306,2610
井口５丁目,476,522,561,1083
小計,5178,5610,5515,11125
深大寺１丁目,726,771,760,1531
深大寺２丁目,1818,2034,1871,3905
深大寺３丁目,1013,1046,945,1991
小計,3557,3851,3576,7427
野崎１丁目,485,506,483,989
野崎２丁目,1068,1249,1117,2366
野崎３丁目,857,974,932,1906
野崎４丁目,255,310,271,581
小計,2665,3039,2803,5842
大沢１丁目,1112,1336,1281,2617
大沢２丁目,870,951,872,1823
大沢３丁目,730,636,636,1272
大沢４丁目,1239,1347,1471,2818
大沢５丁目,799,1002,1016,2018
大沢６丁目,705,755,776,1531
小計,5455,6027,6052,12079
合計,83754,85119,86335,171454
平成17年7月1日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1523,1506,1563,3069
下連雀２丁目,1697,1622,1769,3391
下連雀３丁目,4726,3797,4195,7992
下連雀４丁目,3130,2838,3022,5860
下連雀５丁目,1457,1537,1796,3333
下連雀６丁目,1921,2009,2007,4016
下連雀７丁目,2368,2446,2626,5072
下連雀８丁目,1188,1302,1362,2664
下連雀９丁目,1311,1505,1611,3116
小計,19321,18562,19951,38513
牟礼１丁目,1029,1012,994,2006
牟礼２丁目,1494,1360,1375,2735
牟礼３丁目,893,878,811,1689
牟礼４丁目,1412,1509,1577,3086
牟礼５丁目,1305,1336,1300,2636
牟礼６丁目,2235,2398,2390,4788
牟礼７丁目,795,852,801,1653
小計,9163,9345,9248,18593
井の頭１丁目,2542,2099,2341,4440
井の頭２丁目,2003,1652,1858,3510
井の頭３丁目,1197,1158,1199,2357
井の頭４丁目,1138,1094,1096,2190
井の頭５丁目,1722,1682,1653,3335
小計,8602,7685,8147,15832
中原１丁目,1946,1985,2007,3992
中原２丁目,1227,1318,1296,2614
中原３丁目,1332,1459,1481,2940
中原４丁目,1801,2075,2136,4211
小計,6306,6837,6920,13757
北野１丁目,665,746,786,1532
北野２丁目,856,960,924,1884
北野３丁目,941,1111,1070,2181
北野４丁目,984,1066,1040,2106
小計,3446,3883,3820,7703
新川１丁目,843,869,900,1769
新川２丁目,636,733,712,1445
新川３丁目,896,901,884,1785
新川４丁目,1440,1541,1535,3076
新川５丁目,1154,1184,1290,2474
新川６丁目,2586,2548,2305,4853
小計,7555,7776,7626,15402
上連雀１丁目,1652,1569,1461,3030
上連雀２丁目,1284,1072,1183,2255
上連雀３丁目,840,782,744,1526
上連雀４丁目,1575,1442,1479,2921
上連雀５丁目,1423,1453,1401,2854
上連雀６丁目,1407,1420,1545,2965
上連雀７丁目,1356,1465,1532,2997
上連雀８丁目,1411,1625,1610,3235
上連雀９丁目,1527,1682,1701,3383
小計,12475,12510,12656,25166
井口１丁目,1570,1722,1594,3316
井口２丁目,1024,1140,1098,2238
井口３丁目,859,925,946,1871
井口４丁目,1259,1315,1307,2622
井口５丁目,479,524,565,1089
小計,5191,5626,5510,11136
深大寺１丁目,727,773,759,1532
深大寺２丁目,1810,2036,1863,3899
深大寺３丁目,1010,1040,941,1981
小計,3547,3849,3563,7412
野崎１丁目,476,505,478,983
野崎２丁目,1066,1246,1111,2357
野崎３丁目,860,979,934,1913
野崎４丁目,257,311,274,585
小計,2659,3041,2797,5838
大沢１丁目,1116,1338,1286,2624
大沢２丁目,872,951,877,1828
大沢３丁目,729,638,634,1272
大沢４丁目,1241,1345,1477,2822
大沢５丁目,804,1003,1019,2022
大沢６丁目,697,753,768,1521
小計,5459,6028,6061,12089
合計,83724,85142,86299,171441
平成17年6月1日現在,,,,
下連雀１丁目,1531,1520,1563,3083
下連雀２丁目,1702,1628,1770,3398
下連雀３丁目,4713,3779,4191,7970
下連雀４丁目,3141,2837,3030,5867
下連雀５丁目,1447,1527,1775,3302
下連雀６丁目,1919,2018,2007,4025
下連雀７丁目,2361,2446,2614,5060
下連雀８丁目,1179,1294,1355,2649
下連雀９丁目,1300,1494,1607,3101
小計,19293,18543,19912,38455
牟礼１丁目,1021,1008,994,2002
牟礼２丁目,1495,1361,1374,2735
牟礼３丁目,892,876,813,1689
牟礼４丁目,1420,1525,1586,3111
牟礼５丁目,1306,1336,1296,2632
牟礼６丁目,2222,2390,2377,4767
牟礼７丁目,802,856,814,1670
小計,9158,9352,9254,18606
井の頭１丁目,2539,2089,2345,4434
井の頭２丁目,2008,1653,1853,3506
井の頭３丁目,1198,1157,1199,2356
井の頭４丁目,1140,1089,1102,2191
井の頭５丁目,1719,1682,1652,3334
小計,8604,7670,8151,15821
中原１丁目,1954,1986,2019,4005
中原２丁目,1221,1312,1296,2608
中原３丁目,1335,1458,1490,2948
中原４丁目,1797,2079,2119,4198
小計,6307,6835,6924,13759
北野１丁目,656,732,776,1508
北野２丁目,856,959,920,1879
北野３丁目,937,1115,1065,2180
北野４丁目,978,1058,1036,2094
小計,3427,3864,3797,7661
新川１丁目,844,870,901,1771
新川２丁目,640,734,715,1449
新川３丁目,901,896,887,1783
新川４丁目,1443,1548,1541,3089
新川５丁目,1151,1181,1284,2465
新川６丁目,2594,2540,2312,4852
小計,7573,7769,7640,15409
上連雀１丁目,1647,1566,1453,3019
上連雀２丁目,1286,1082,1183,2265
上連雀３丁目,827,778,742,1520
上連雀４丁目,1572,1441,1475,2916
上連雀５丁目,1427,1449,1409,2858
上連雀６丁目,1405,1422,1545,2967
上連雀７丁目,1354,1461,1532,2993
上連雀８丁目,1403,1616,1601,3217
上連雀９丁目,1529,1681,1706,3387
小計,12450,12496,12646,25142
井口１丁目,1566,1725,1585,3310
井口２丁目,1022,1138,1097,2235
井口３丁目,860,926,944,1870
井口４丁目,1259,1314,1308,2622
井口５丁目,480,526,564,1090
小計,5187,5629,5498,11127
深大寺１丁目,729,777,758,1535
深大寺２丁目,1820,2050,1858,3908
深大寺３丁目,1004,1034,944,1978
小計,3553,3861,3560,7421
野崎１丁目,474,505,475,980
野崎２丁目,1067,1248,1117,2365
野崎３丁目,859,981,928,1909
野崎４丁目,256,310,276,586
小計,2656,3044,2796,5840
大沢１丁目,1114,1338,1287,2625
大沢２丁目,876,957,884,1841
大沢３丁目,733,640,637,1277
大沢４丁目,1241,1347,1478,2825
大沢５丁目,805,1007,1018,2025
大沢６丁目,691,751,768,1519
小計,5460,6040,6072,12112
合計,83668,85103,86250,171353
平成17年5月1日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1534,1526,1567,3093
下連雀２丁目,1689,1624,1757,3381
下連雀３丁目,4722,3779,4200,7979
下連雀４丁目,3133,2823,3028,5851
下連雀５丁目,1445,1511,1762,3273
下連雀６丁目,1925,2019,2003,4022
下連雀７丁目,2363,2448,2616,5064
下連雀８丁目,1185,1299,1361,2660
下連雀９丁目,1301,1504,1610,3114
小計,19297,18533,19904,38437
牟礼１丁目,1018,1012,1003,2015
牟礼２丁目,1485,1359,1371,2730
牟礼３丁目,894,869,808,1677
牟礼４丁目,1403,1512,1573,3085
牟礼５丁目,1305,1339,1291,2630
牟礼６丁目,2220,2387,2383,4770
牟礼７丁目,797,853,813,1666
小計,9122,9331,9242,18573
井の頭１丁目,2525,2081,2342,4423
井の頭２丁目,2013,1652,1855,3507
井の頭３丁目,1194,1154,1197,2351
井の頭４丁目,1138,1087,1105,2192
井の頭５丁目,1724,1692,1658,3350
小計,8594,7666,8157,15823
中原１丁目,1958,1994,2028,4022
中原２丁目,1215,1303,1297,2600
中原３丁目,1335,1459,1495,2954
中原４丁目,1795,2077,2116,4193
小計,6303,6833,6936,13769
北野１丁目,650,724,769,1493
北野２丁目,847,947,909,1856
北野３丁目,928,1111,1060,2171
北野４丁目,972,1056,1030,2086
小計,3397,3838,3768,7606
新川１丁目,845,876,900,1776
新川２丁目,642,733,716,1449
新川３丁目,903,893,889,1782
新川４丁目,1434,1542,1534,3076
新川５丁目,1159,1186,1287,2473
新川６丁目,2594,2542,2317,4859
小計,7577,7772,7643,15415
上連雀１丁目,1632,1560,1442,3002
上連雀２丁目,1281,1081,1180,2261
上連雀３丁目,839,788,750,1538
上連雀４丁目,1581,1449,1475,2924
上連雀５丁目,1433,1449,1414,2863
上連雀６丁目,1403,1422,1547,2969
上連雀７丁目,1357,1467,1538,3005
上連雀８丁目,1391,1600,1581,3181
上連雀９丁目,1528,1677,1704,3381
小計,12445,12493,12631,25124
井口１丁目,1570,1723,1583,3306
井口２丁目,1015,1131,1097,2228
井口３丁目,850,911,936,1847
井口４丁目,1259,1313,1310,2623
井口５丁目,483,529,564,1093
小計,5177,5607,5490,11097
深大寺１丁目,727,778,756,1534
深大寺２丁目,1822,2048,1858,3906
深大寺３丁目,1008,1039,945,1984
小計,3557,3865,3559,7424
野崎１丁目,474,501,476,977
野崎２丁目,1074,1251,1123,2374
野崎３丁目,851,976,922,1898
野崎４丁目,256,308,275,583
小計,2655,3036,2796,5832
大沢１丁目,1110,1339,1282,2621
大沢２丁目,881,964,888,1852
大沢３丁目,727,632,634,1266
大沢４丁目,1240,1347,1477,2824
大沢５丁目,804,1009,1017,2026
大沢６丁目,687,750,773,1523
小計,5449,6041,6071,12112
合計,83573,85015,86197,171212
平成17年4月1日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1537,1527,1562,3089
下連雀２丁目,1677,1621,1746,3367
下連雀３丁目,4687,3766,4163,7929
下連雀４丁目,3107,2790,3012,5802
下連雀５丁目,1424,1477,1737,3214
下連雀６丁目,1925,2024,2008,4032
下連雀７丁目,2350,2438,2592,5030
下連雀８丁目,1174,1291,1348,2639
下連雀９丁目,1295,1508,1606,3114
小計,19176,18442,19774,38216
牟礼１丁目,1031,1018,1013,2031
牟礼２丁目,1464,1340,1356,2696
牟礼３丁目,889,865,803,1668
牟礼４丁目,1394,1514,1561,3075
牟礼５丁目,1299,1343,1293,2636
牟礼６丁目,2215,2384,2379,4763
牟礼７丁目,793,846,820,1666
小計,9085,9310,9225,18535
井の頭１丁目,2511,2080,2332,4412
井の頭２丁目,1999,1643,1869,3512
井の頭３丁目,1189,1156,1194,2350
井の頭４丁目,1142,1091,1114,2205
井の頭５丁目,1724,1694,1659,3353
小計,8565,7664,8168,15832
中原１丁目,1958,1990,2036,4026
中原２丁目,1204,1298,1286,2584
中原３丁目,1329,1455,1496,2951
中原４丁目,1800,2078,2112,4190
小計,6291,6821,6930,13751
北野１丁目,652,730,766,1496
北野２丁目,831,945,894,1839
北野３丁目,918,1103,1046,2149
北野４丁目,956,1045,1019,2064
小計,3357,3823,3725,7548
新川１丁目,851,880,903,1783
新川２丁目,632,725,709,1434
新川３丁目,899,897,895,1792
新川４丁目,1427,1541,1524,3065
新川５丁目,1152,1187,1290,2477
新川６丁目,2485,2461,2287,4748
小計,7446,7691,7608,15299
上連雀１丁目,1626,1561,1443,3004
上連雀２丁目,1284,1090,1180,2270
上連雀３丁目,823,777,747,1524
上連雀４丁目,1589,1462,1468,2930
上連雀５丁目,1425,1444,1413,2857
上連雀６丁目,1410,1430,1552,2982
上連雀７丁目,1352,1463,1537,3000
上連雀８丁目,1375,1581,1565,3146
上連雀９丁目,1525,1672,1706,3378
小計,12409,12480,12611,25091
井口１丁目,1568,1722,1577,3299
井口２丁目,1013,1136,1102,2238
井口３丁目,845,911,935,1846
井口４丁目,1252,1317,1300,2617
井口５丁目,484,530,572,1102
小計,5162,5616,5486,11102
深大寺１丁目,723,778,750,1528
深大寺２丁目,1799,2022,1841,3863
深大寺３丁目,1005,1038,942,1980
小計,3527,3838,3533,7371
野崎１丁目,475,504,476,980
野崎２丁目,1073,1258,1126,2384
野崎３丁目,852,978,924,1902
野崎４丁目,252,307,273,580
小計,2652,3047,2799,5846
大沢１丁目,1108,1335,1280,2615
大沢２丁目,877,962,890,1852
大沢３丁目,682,612,613,1225
大沢４丁目,1232,1342,1470,2812
大沢５丁目,800,1007,1015,2022
大沢６丁目,688,757,772,1529
小計,5387,6015,6040,12055
合計,83057,84747,85899,170646
平成17年3月1日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1526,1532,1558,3090
下連雀２丁目,1688,1633,1759,3392
下連雀３丁目,4617,3751,4111,7862
下連雀４丁目,3099,2795,3002,5797
下連雀５丁目,1379,1416,1651,3067
下連雀６丁目,1932,2029,2013,4042
下連雀７丁目,2341,2438,2584,5022
下連雀８丁目,1201,1345,1391,2736
下連雀９丁目,1266,1481,1574,3055
小計,19049,18420,19643,38063
牟礼１丁目,1060,1052,1037,2089
牟礼２丁目,1438,1326,1336,2662
牟礼３丁目,883,860,803,1663
牟礼４丁目,1405,1532,1585,3117
牟礼５丁目,1331,1369,1329,2698
牟礼６丁目,2195,2367,2380,4747
牟礼７丁目,787,843,825,1668
小計,9099,9349,9295,18644
井の頭１丁目,2529,2099,2349,4448
井の頭２丁目,1998,1662,1866,3528
井の頭３丁目,1197,1154,1198,2352
井の頭４丁目,1132,1097,1111,2208
井の頭５丁目,1728,1700,1656,3356
小計,8584,7712,8180,15892
中原１丁目,1951,1994,2032,4026
中原２丁目,1185,1289,1272,2561
中原３丁目,1313,1447,1501,2948
中原４丁目,1783,2053,2081,4134
小計,6232,6783,6886,13669
北野１丁目,657,734,775,1509
北野２丁目,839,950,895,1845
北野３丁目,927,1103,1054,2157
北野４丁目,958,1054,1016,2070
小計,3381,3841,3740,7581
新川１丁目,852,885,904,1789
新川２丁目,638,730,719,1449
新川３丁目,890,898,890,1788
新川４丁目,1432,1548,1529,3077
新川５丁目,1152,1190,1297,2487
新川６丁目,2502,2500,2286,4786
小計,7466,7751,7625,15376
上連雀１丁目,1643,1585,1458,3043
上連雀２丁目,1278,1083,1178,2261
上連雀３丁目,821,778,751,1529
上連雀４丁目,1604,1479,1471,2950
上連雀５丁目,1418,1442,1396,2838
上連雀６丁目,1418,1435,1560,2995
上連雀７丁目,1357,1475,1543,3018
上連雀８丁目,1262,1430,1397,2827
上連雀９丁目,1543,1696,1731,3427
小計,12344,12403,12485,24888
井口１丁目,1576,1725,1593,3318
井口２丁目,1018,1143,1110,2253
井口３丁目,844,912,941,1853
井口４丁目,1253,1324,1302,2626
井口５丁目,484,534,582,1116
小計,5175,5638,5528,11166
深大寺１丁目,722,774,759,1533
深大寺２丁目,1782,1998,1833,3831
深大寺３丁目,1006,1034,949,1983
