平成25年12月１日現在,,,,
年齢,計,男,女,
４０～４４,16017,8135,7882,
40,3307,1660,1647,
41,3242,1629,1613,
42,3211,1605,1606,
43,3168,1649,1519,
44,3089,1592,1497,
４５～４９,13805,7123,6682,
45,3043,1541,1502,
46,2485,1245,1240,
47,2990,1540,1450,
48,2768,1482,1286,
49,2519,1315,1204,
５０～５４,11325,5784,5541,
50,2518,1272,1246,
51,2343,1227,1116,
52,2191,1087,1104,
53,2218,1146,1072,
54,2055,1052,1003,
５５～５９,9483,4849,4634,
55,1934,971,963,
56,1904,971,933,
57,1787,904,883,
58,1915,994,921,
59,1943,1009,934,
６０～６４,11088,5538,5550,
60,1903,967,936,
61,2020,1063,957,
62,2213,1105,1108,
63,2379,1165,1214,
64,2573,1238,1335,
６５～６９,9651,4654,4997,
65,2567,1249,1318,
66,1838,863,975,
67,1491,736,755,
68,1827,873,954,
69,1928,933,995,
７０～７４,8434,3770,4664,
70,1814,831,983,
71,1935,869,1066,
72,1706,794,912,
73,1539,661,878,
74,1440,615,825,
７５～７９,7272,3121,4151,
75,1592,724,868,
76,1535,631,904,
77,1471,637,834,
78,1426,591,835,
79,1248,538,710,
８０～８４,5680,2276,3404,
80,1328,553,775,
81,1244,483,761,
82,1126,460,666,
83,1008,413,595,
84,974,367,607,
８５～８９,3261,1115,2146,
85,835,313,522,
86,737,276,461,
87,671,242,429,
88,552,159,393,
89,466,125,341,
９０～９４,1347,317,1030,
90,410,117,293,
91,314,73,241,
92,278,55,223,
93,180,39,141,
94,165,33,132,
９５～１０３,493,104,389,
95,131,28,103,
96,110,25,85,
97,86,17,69,
98,63,9,54,
99,33,12,21,
100,40,7,33,
101,19,4,15,
102,7,1,6,
103,4,1,3,
１０４以上,8,0,8,
不詳者　　,0,0,0,
平成25年２月１日現在,,,,
年齢,計,男,女,
総計　　　,180117,88549,91568,
　０～４　,7400,3823,3577,
0,1417,736,681,
1,1540,807,733,
2,1492,752,740,
3,1495,776,719,
4,1456,752,704,
　５～９　,7118,3638,3480,
5,1445,740,705,
6,1396,693,703,
7,1453,750,703,
8,1437,723,714,
9,1387,732,655,
１０～１４,7391,3749,3642,
10,1467,754,713,
11,1395,693,702,
12,1517,773,744,
13,1498,778,720,
14,1514,751,763,
１５～１９,7773,3926,3847,
15,1479,755,724,
16,1470,747,723,
17,1497,734,763,
18,1534,798,736,
19,1793,892,901,
２０～２４,10449,5165,5284,
20,1935,985,950,
21,1999,989,1010,
22,1941,951,990,
23,2219,1070,1149,
24,2355,1170,1185,
２５～２９,12986,6572,6414,
25,2352,1206,1146,
26,2556,1284,1272,
27,2522,1305,1217,
28,2742,1342,1400,
29,2814,1435,1379,
３０～３４,14075,7208,6867,
30,2769,1437,1332,
31,2746,1407,1339,
32,2777,1407,1370,
33,2892,1493,1399,
34,2891,1464,1427,
３５～３９,15166,7748,7418,
35,2969,1551,1418,
36,2899,1463,1436,
37,2952,1483,1469,
38,3019,1531,1488,
39,3327,1720,1607,
４０～４４,15964,8097,7867,
40,3302,1638,1664,
41,3232,1637,1595,
42,3191,1597,1594,
43,3168,1642,1526,
44,3071,1583,1488,
４５～４９,13782,7117,6665,
45,3082,1560,1522,
46,2412,1211,1201,
47,3071,1587,1484,
48,2712,1453,1259,
49,2505,1306,1199,
５０～５４,11314,5775,5539,
50,2550,1287,1263,
51,2306,1194,1112,
52,2217,1105,1112,
53,2197,1135,1062,
54,2044,1054,990,
５５～５９,9468,4832,4636,
55,1934,970,964,
56,1911,973,938,
57,1770,886,884,
58,1922,1008,914,
59,1931,995,936,
６０～６４,11180,5583,5597,
60,1945,1002,943,
61,2025,1068,957,
62,2201,1087,1114,
63,2420,1178,1242,
64,2589,1248,1341,
６５～６９,9606,4649,4957,
65,2511,1217,1294,
66,1757,835,922,
67,1540,749,791,
68,1876,909,967,
69,1922,939,983,
７０～７４,8410,3754,4656,
70,1825,824,1001,
71,1897,855,1042,
72,1715,789,926,
73,1521,652,869,
74,1452,634,818,
７５～７９,7257,3112,4145,
75,1602,720,882,
76,1531,628,903,
77,1470,632,838,
78,1405,603,802,
79,1249,529,720,
８０～８４,5686,2274,3412,
80,1373,560,813,
81,1220,472,748,
82,1117,464,653,
83,1009,413,596,
84,967,365,602,
８５～８９,3238,1109,2129,
85,833,310,523,
86,752,287,465,
87,649,231,418,
88,558,160,398,
89,446,121,325,
９０～９４,1349,315,1034,
90,411,118,293,
91,313,67,246,
92,286,58,228,
93,161,33,128,
94,178,39,139,
９５～１０３,496,103,393,
95,139,28,111,
96,103,23,80,
97,87,17,70,
98,59,10,49,
99,38,12,26,
100,40,7,33,
101,19,4,15,
102,7,1,6,
103,4,1,3,
１０４以上,9,0,9,
不詳者　　,0,0,0,
平成25年１月１日現在,,,,
年齢,計,男,女,
総計　　　,180144,88547,91597,
　０～４　,7407,3822,3585,
0,1437,751,686,
1,1533,804,729,
2,1464,732,732,
3,1524,807,717,
4,1449,728,721,
　５～９　,7113,3638,3475,
5,1422,736,686,
6,1419,689,730,
7,1442,759,683,
8,1427,720,707,
9,1403,734,669,
１０～１４,7394,3749,3645,
10,1451,748,703,
11,1422,708,714,
12,1499,756,743,
13,1490,768,722,
14,1532,769,763,
１５～１９,7798,3944,3854,
15,1461,745,716,
16,1488,757,731,
17,1474,724,750,
18,1576,829,747,
19,1799,889,910,
２０～２４,10453,5146,5307,
20,1935,974,961,
21,1998,985,1013,
22,1944,948,996,
23,2201,1068,1133,
24,2375,1171,1204,
２５～２９,13061,6613,6448,
25,2354,1205,1149,
26,2595,1303,1292,
27,2545,1315,1230,
28,2772,1366,1406,
29,2795,1424,1371,
３０～３４,14138,7258,6880,
30,2781,1451,1330,
31,2759,1421,1338,
32,2805,1421,1384,
33,2895,1494,1401,
34,2898,1471,1427,
３５～３９,15199,7731,7468,
35,2925,1515,1410,
36,2951,1481,1470,
37,2934,1488,1446,
38,3053,1533,1520,
39,3336,1714,1622,
４０～４４,15938,8094,7844,
40,3286,1640,1646,
41,3221,1631,1590,
42,3200,1609,1591,
43,3161,1637,1524,
44,3070,1577,1493,
４５～４９,13769,7100,6669,
45,3111,1580,1531,
46,2326,1165,1161,
47,3107,1620,1487,
48,2691,1433,1258,
49,2534,1302,1232,
５０～５４,11263,5774,5489,
50,2499,1266,1233,
51,2285,1198,1087,
52,2214,1109,1105,
53,2222,1157,1065,
54,2043,1044,999,
５５～５９,9440,4796,4644,
55,1909,955,954,
56,1889,959,930,
57,1796,901,895,
58,1919,1004,915,
59,1927,977,950,
６０～６４,11281,5645,5636,
60,1937,1016,921,
61,2056,1073,983,
62,2222,1098,1124,
63,2474,1217,1257,
64,2592,1241,1351,
６５～６９,9547,4604,4943,
65,2496,1186,1310,
66,1691,815,876,
67,1536,756,780,
68,1888,914,974,
69,1936,933,1003,
７０～７４,8389,3755,4634,
70,1838,849,989,
71,1893,845,1048,
72,1718,791,927,
73,1490,629,861,
74,1450,641,809,
７５～７９,7259,3108,4151,
75,1612,719,893,
76,1534,630,904,
77,1466,634,832,
78,1374,581,793,
79,1273,544,729,
８０～８４,5644,2256,3388,
80,1345,541,804,
81,1233,495,738,
82,1098,449,649,
83,987,400,587,
84,981,371,610,
８５～８９,3215,1094,2121,
85,814,308,506,
86,746,281,465,
87,674,232,442,
88,540,153,387,
89,441,120,321,
９０～９４,1333,316,1017,
90,408,123,285,
91,310,61,249,
92,271,60,211,
93,171,37,134,
94,173,35,138,
９５～１０３,492,104,388,
95,143,32,111,
96,103,19,84,
97,79,17,62,
98,65,12,53,
99,33,12,21,
100,42,6,36,
101,17,4,13,
102,6,1,5,
103,4,1,3,
１０４以上,11,0,11,
不詳者　　,0,0,0,
