平成26年12月１日現在,,,
年齢,計,男,女
80,1257,503,754
81,1201,507,694
82,1266,499,767
83,1144,446,698
84,1003,403,600
８５～８９,3645,1312,2333
85,884,332,552
86,857,312,545
87,714,266,448
88,640,223,417
89,550,179,371
９０～９４,1491,373,1118
90,447,125,322
91,347,91,256
92,288,79,209
93,225,43,182
94,184,35,149
９５～１０３,501,83,418
95,104,14,90
96,109,21,88
97,99,17,82
98,55,8,47
99,57,9,48
100,33,5,28
101,18,6,12
102,19,3,16
103,7,0,7
１０４以上,7,0,7
不詳者　　,0,0,0
平成26年11月１日現在,,,
年齢,計,男,女
総計　　　,181997,89337,92660
　０～４　,7755,3946,3809
0,1553,784,769
1,1542,778,764
2,1531,775,756
3,1611,869,742
4,1518,740,778
　５～９　,7352,3824,3528
5,1513,810,703
6,1493,778,715
7,1445,751,694
8,1462,727,735
9,1439,758,681
１０～１４,7309,3743,3566
10,1416,722,694
11,1429,727,702
12,1500,784,716
13,1461,739,722
14,1503,771,732
１５～１９,7944,4028,3916
15,1506,763,743
16,1576,786,790
17,1478,760,718
18,1603,818,785
19,1781,901,880
２０～２４,10461,5210,5251
20,2042,1046,996
21,1996,991,1005
22,2095,1008,1087
23,2120,1034,1086
24,2208,1131,1077
２５～２９,12053,6143,5910
25,2320,1191,1129
26,2500,1283,1217
27,2293,1154,1139
28,2449,1261,1188
29,2491,1254,1237
３０～３４,13752,6937,6815
30,2678,1324,1354
31,2784,1381,1403
32,2743,1410,1333
33,2718,1379,1339
34,2829,1443,1386
３５～３９,14706,7433,7273
35,2955,1477,1478
36,2937,1497,1440
37,2889,1466,1423
38,2978,1494,1484
39,2947,1499,1448
４０～４４,16115,8118,7997
40,3162,1587,1575
41,3325,1710,1615
42,3284,1659,1625
43,3235,1609,1626
44,3109,1553,1556
４５～４９,14592,7446,7146
45,3188,1647,1541
46,3041,1518,1523
47,3003,1527,1476
48,2349,1190,1159
49,3011,1564,1447
５０～５４,12124,6231,5893
50,2677,1437,1240
51,2506,1289,1217
52,2508,1261,1247
53,2241,1154,1087
54,2192,1090,1102
５５～５９,9719,4913,4806
55,2188,1136,1052
56,1998,1002,996
57,1886,933,953
58,1841,932,909
59,1806,910,896
６０～６４,9906,5028,4878
60,1879,978,901
61,1880,936,944
62,1865,956,909
63,2077,1072,1005
64,2205,1086,1119
６５～６９,10456,5006,5450
65,2461,1199,1262
66,2512,1210,1302
67,2395,1116,1279
68,1524,737,787
69,1564,744,820
７０～７４,9022,4156,4866
70,1890,906,984
71,1830,845,985
72,1862,852,1010
73,1810,825,985
74,1630,728,902
７５～７９,7264,3069,4195
75,1410,566,844
76,1504,674,830
77,1476,640,836
78,1494,599,895
79,1380,590,790
８０～８４,5857,2351,3506
80,1269,507,762
81,1207,509,698
82,1231,485,746
83,1157,456,701
84,993,394,599
８５～８９,3622,1304,2318
85,879,336,543
86,836,299,537
87,719,272,447
88,639,219,420
89,549,178,371
９０～９４,1482,367,1115
90,440,122,318
91,352,94,258
92,277,72,205
93,227,43,184
94,186,36,150
９５～１０３,497,84,413
95,107,19,88
96,105,17,88
97,100,16,84
98,55,9,46
99,51,9,42
100,38,7,31
101,15,4,11
102,19,3,16
103,7,0,7
１０４以上,9,0,9
不詳者　　,0,0,0
平成26年10月１日現在,,,
年齢,計,男,女
総計　　　,181751,89190,92561
　０～４　,7741,3945,3796
0,1549,788,761
1,1531,774,757
2,1531,775,756
3,1597,856,741
4,1533,752,781
　５～９　,7321,3808,3513
5,1512,807,705
6,1465,758,707
7,1460,761,699
8,1467,734,733
9,1417,748,669
１０～１４,7327,3743,3584
10,1453,743,710
11,1409,708,701
12,1492,783,709
13,1480,748,732
14,1493,761,732
１５～１９,7942,4012,3930
15,1501,764,737
16,1595,794,801
17,1475,764,711
18,1605,810,795
19,1766,880,886
２０～２４,10412,5194,5218
20,2036,1043,993
21,1982,997,985
22,2099,1006,1093
23,2102,1020,1082
24,2193,1128,1065
２５～２９,12043,6130,5913
25,2324,1195,1129
26,2465,1251,1214
27,2318,1155,1163
28,2447,1270,1177
29,2489,1259,1230
３０～３４,13815,6971,6844
30,2690,1340,1350
31,2763,1354,1409
32,2777,1430,1347
33,2690,1385,1305
34,2895,1462,1433
３５～３９,14668,7416,7252
35,2942,1461,1481
36,2905,1482,1423
37,2893,1478,1415
38,2960,1471,1489
39,2968,1524,1444
４０～４４,16102,8103,7999
40,3178,1592,1586
41,3310,1706,1604
42,3294,1669,1625
43,3199,1575,1624
44,3121,1561,1560
４５～４９,14555,7432,7123
45,3209,1655,1554
46,2992,1492,1500
47,2970,1502,1468
48,2443,1252,1191
49,2941,1531,1410
５０～５４,12105,6232,5873
50,2705,1444,1261
51,2493,1275,1218
52,2454,1245,1209
53,2241,1159,1082
54,2212,1109,1103
５５～５９,9671,4884,4787
55,2160,1111,1049
56,1972,988,984
57,1888,945,943
58,1848,927,921
59,1803,913,890
６０～６４,9946,5048,4898
60,1882,968,914
61,1867,935,932
62,1867,971,896
63,2102,1075,1027
64,2228,1099,1129
６５～６９,10406,4973,5433
65,2467,1189,1278
66,2546,1226,1320
67,2328,1086,1242
68,1450,701,749
69,1615,771,844
７０～７４,9007,4143,4864
70,1910,909,1001
71,1810,826,984
72,1862,862,1000
73,1819,826,993
74,1606,720,886
７５～７９,7267,3064,4203
75,1395,570,825
76,1540,682,858
77,1435,611,824
78,1527,616,911
79,1370,585,785
８０～８４,5844,2351,3493
80,1257,513,744
81,1193,495,698
82,1262,505,757
83,1150,441,709
84,982,397,585
８５～８９,3605,1295,2310
85,892,338,554
86,823,295,528
87,708,268,440
88,635,220,415
89,547,174,373
９０～９４,1464,362,1102
90,435,122,313
91,345,91,254
92,275,70,205
93,226,46,180
94,183,33,150
９５～１０３,502,84,418
95,112,19,93
96,105,18,87
97,97,15,82
98,59,10,49
99,53,8,45
100,33,8,25
101,18,4,14
102,17,2,15
103,8,0,8
１０４以上,8,0,8
不詳者　　,0,0,0
平成26年９月１日現在,,,
年齢,計,男,女
総計　　　,181322,89027,92295
　０～４　,7687,3918,3769
0,1528,770,758
1,1506,762,744
2,1528,783,745
3,1584,851,733
4,1541,752,789
　５～９　,7288,3787,3501
5,1499,803,696
6,1459,755,704
7,1457,760,697
8,1478,743,735
9,1395,726,669
１０～１４,7322,3751,3571
10,1460,747,713
11,1424,715,709
12,1491,787,704
13,1494,756,738
14,1453,746,707
１５～１９,7955,4011,3944
15,1531,771,760
16,1567,790,777
17,1495,768,727
18,1583,797,786
19,1779,885,894
２０～２４,10367,5176,5191
20,2035,1056,979
21,1939,974,965
22,2102,1014,1088
23,2092,1022,1070
24,2199,1110,1089
２５～２９,12072,6139,5933
25,2338,1219,1119
26,2447,1242,1205
27,2324,1160,1164
28,2472,1278,1194
29,2491,1240,1251
３０～３４,13739,6931,6808
30,2643,1332,1311
31,2776,1351,1425
32,2778,1429,1349
33,2630,1353,1277
34,2912,1466,1446
３５～３９,14626,7424,7202
35,2909,1448,1461
36,2946,1520,1426
37,2869,1467,1402
38,2935,1458,1477
39,2967,1531,1436
４０～４４,16057,8073,7984
40,3161,1578,1583
41,3311,1714,1597
42,3289,1669,1620
43,3185,1546,1639
44,3111,1566,1545
４５～４９,14547,7436,7111
45,3189,1645,1544
46,2973,1474,1499
47,2921,1490,1431
48,2549,1304,1245
49,2915,1523,1392
５０～５４,12020,6197,5823
50,2653,1408,1245
51,2504,1292,1212
52,2430,1229,1201
53,2240,1160,1080
54,2193,1108,1085
５５～５９,9629,4875,4754
55,2121,1085,1036
56,1975,1002,973
57,1886,937,949
58,1834,932,902
59,1813,919,894
６０～６４,10019,5074,4945
60,1886,963,923
61,1871,940,931
62,1860,961,899
63,2143,1089,1054
64,2259,1121,1138
６５～６９,10359,4956,5403
65,2462,1172,1290
66,2565,1253,1312
67,2266,1067,1199
68,1416,673,743
69,1650,791,859
７０～７４,8979,4128,4851
70,1909,904,1005
71,1795,830,965
72,1889,859,1030
73,1792,820,972
74,1594,715,879
７５～７９,7266,3062,4204
75,1391,571,820
76,1542,685,857
77,1457,610,847
78,1532,624,908
79,1344,572,772
８０～８４,5825,2354,3471
80,1250,521,729
81,1211,492,719
82,1253,507,746
83,1142,440,702
84,969,394,575
８５～８９,3601,1293,2308
85,890,337,553
86,815,290,525
87,704,268,436
88,653,226,427
89,539,172,367
９０～９４,1445,354,1091
90,424,115,309
91,343,90,253
92,280,70,210
93,224,48,176
94,174,31,143
９５～１０３,510,88,422
95,122,20,102
96,105,20,85
97,96,15,81
98,56,10,46
99,52,7,45
100,34,9,25
101,20,4,16
102,16,2,14
103,9,1,8
１０４以上,9,0,9
不詳者　　,0,0,0
平成26年８月１日現在,,,
年齢,計,男,女
総計　　　,181222,88945,92277
　０～４　,7692,3936,3756
0,1538,783,755
1,1515,753,762
2,1531,795,736
3,1568,839,729
4,1540,766,774
　５～９　,7285,3767,3518
5,1498,794,704
6,1453,743,710
7,1464,767,697
8,1474,743,731
9,1396,720,676
１０～１４,7341,3775,3566
10,1459,759,700
11,1407,706,701
12,1503,785,718
13,1502,763,739
14,1470,762,708
１５～１９,7983,4022,3961
15,1542,755,787
16,1545,791,754
17,1505,773,732
18,1605,807,798
19,1786,896,890
２０～２４,10344,5139,5205
20,2026,1036,990
21,1902,956,946
22,2104,996,1108
23,2121,1043,1078
24,2191,1108,1083
２５～２９,12099,6136,5963
25,2405,1252,1153
26,2396,1212,1184
27,2338,1178,1160
28,2468,1265,1203
29,2492,1229,1263
３０～３４,13716,6938,6778
30,2661,1351,1310
31,2760,1352,1408
32,2758,1413,1345
33,2604,1334,1270
34,2933,1488,1445
３５～３９,14663,7425,7238
35,2916,1453,1463
36,2943,1496,1447
37,2893,1493,1400
38,2921,1458,1463
39,2990,1525,1465
４０～４４,16024,8062,7962
40,3197,1596,1601
41,3283,1691,1592
42,3261,1646,1615
43,3176,1547,1629
44,3107,1582,1525
４５～４９,14541,7439,7102
45,3206,1657,1549
46,2971,1466,1505
47,2867,1456,1411
48,2604,1352,1252
49,2893,1508,1385
５０～５４,11966,6168,5798
50,2613,1377,1236
51,2522,1304,1218
52,2408,1215,1193
53,2200,1144,1056
54,2223,1128,1095
５５～５９,9609,4860,4749
55,2095,1076,1019
56,1980,1002,978
57,1892,936,956
58,1784,909,875
59,1858,937,921
６０～６４,10066,5097,4969
60,1879,962,917
61,1891,952,939
62,1856,958,898
63,2181,1097,1084
64,2259,1128,1131
６５～６９,10310,4924,5386
65,2468,1170,1298
66,2552,1254,1298
67,2232,1039,1193
68,1411,682,729
69,1647,779,868
７０～７４,8956,4118,4838
70,1933,917,1016
71,1768,838,930
72,1885,843,1042
73,1790,818,972
74,1580,702,878
７５～７９,7280,3075,4205
75,1375,564,811
76,1557,698,859
77,1468,619,849
78,1519,619,900
79,1361,575,786
８０～８４,5796,2337,3459
80,1255,522,733
81,1185,479,706
82,1264,515,749
83,1126,424,702
84,966,397,569
８５～８９,3590,1291,2299
85,889,338,551
86,829,297,532
87,699,267,432
88,650,225,425
89,523,164,359
９０～９４,1451,351,1100
90,425,111,314
91,345,90,255
92,286,71,215
93,221,47,174
94,174,32,142
９５～１０３,500,85,415
95,122,19,103
96,103,20,83
97,90,15,75
98,58,10,48
99,47,5,42
100,37,10,27
101,18,3,15
102,16,2,14
103,9,1,8
１０４以上,10,0,10
不詳者　　,0,0,0
平成26年７月１日現在,,,
年齢,計,男,女
総計　　　,181081,88881,92200
　０～４　,7636,3926,3710
0,1537,795,742
1,1482,746,736
2,1525,790,735
3,1559,827,732
4,1533,768,765
　５～９　,7263,3760,3503
5,1508,802,706
6,1455,756,699
7,1449,749,700
8,1448,730,718
9,1403,723,680
１０～１４,7360,3784,3576
10,1465,761,704
11,1432,728,704
12,1485,766,719
13,1509,768,741
14,1469,761,708
１５～１９,8005,4043,3962
15,1533,750,783
16,1540,780,760
17,1505,784,721
18,1637,817,820
19,1790,912,878
２０～２４,10366,5116,5250
20,2017,1014,1003
21,1933,969,964
22,2110,989,1121
23,2115,1044,1071
24,2191,1100,1091
２５～２９,12219,6213,6006
25,2435,1267,1168
26,2399,1226,1173
27,2363,1187,1176
28,2457,1271,1186
29,2565,1262,1303
３０～３４,13662,6910,6752
30,2659,1345,1314
31,2713,1335,1378
32,2765,1414,1351
33,2593,1334,1259
34,2932,1482,1450
３５～３９,14636,7432,7204
35,2896,1454,1442
36,2943,1494,1449
37,2881,1496,1385
38,2924,1459,1465
39,2992,1529,1463
４０～４４,16058,8082,7976
40,3229,1616,1613
41,3293,1671,1622
42,3219,1623,1596
43,3182,1562,1620
44,3135,1610,1525
４５～４９,14468,7391,7077
45,3155,1614,1541
46,2956,1472,1484
47,2819,1418,1401
48,2659,1396,1263
49,2879,1491,1388
５０～５４,11878,6102,5776
50,2586,1375,1211
51,2519,1281,1238
52,2382,1217,1165
53,2195,1122,1073
54,2196,1107,1089
５５～５９,9595,4857,4738
55,2118,1094,1024
56,1938,975,963
57,1904,944,960
58,1768,900,868
59,1867,944,923
６０～６４,10133,5132,5001
60,1887,975,912
61,1869,933,936
62,1899,983,916
63,2182,1097,1085
64,2296,1144,1152
６５～６９,10249,4895,5354
65,2466,1160,1306
66,2541,1264,1277
67,2171,1007,1164
68,1418,684,734
69,1653,780,873
７０～７４,8948,4111,4837
70,1954,914,1040
71,1749,842,907
72,1907,850,1057
73,1765,817,948
74,1573,688,885
７５～７９,7275,3075,4200
75,1350,546,804
76,1587,715,872
77,1478,626,852
78,1496,615,881
79,1364,573,791
８０～８４,5795,2343,3452
80,1235,514,721
81,1209,486,723
82,1268,516,752
83,1106,426,680
84,977,401,576
８５～８９,3586,1281,2305
85,899,336,563
86,814,292,522
87,702,270,432
88,656,219,437
89,515,164,351
９０～９４,1439,341,1098
90,428,106,322
91,338,86,252
92,276,71,205
93,226,46,180
94,171,32,139
９５～１０３,500,87,413
95,124,20,104
96,105,21,84
97,90,16,74
98,55,9,46
99,50,6,44
100,35,10,25
101,19,4,15
102,14,0,14
103,8,1,7
１０４以上,10,0,10
不詳者　　,0,0,0
平成26年６月１日現在,,,
年齢,計,男,女
総計　　　,180963,88838,92125
　０～４　,7596,3899,3697
0,1524,789,735
1,1453,728,725
2,1532,798,734
3,1552,817,735
4,1535,767,768
　５～９　,7250,3756,3494
5,1474,784,690
6,1480,779,701
7,1423,733,690
8,1459,735,724
9,1414,725,689
１０～１４,7371,3797,3574
10,1454,757,697
11,1447,741,706
12,1454,742,712
13,1525,783,742
14,1491,774,717
１５～１９,8010,4054,3956
15,1512,734,778
16,1535,782,753
17,1517,796,721
18,1639,812,827
19,1807,930,877
２０～２４,10402,5132,5270
20,2015,993,1022
21,1915,962,953
22,2148,1016,1132
23,2122,1049,1073
24,2202,1112,1090
２５～２９,12251,6212,6039
25,2449,1265,1184
26,2370,1213,1157
27,2396,1213,1183
28,2456,1259,1197
29,2580,1262,1318
３０～３４,13669,6934,6735
30,2660,1340,1320
31,2709,1351,1358
32,2747,1403,1344
33,2637,1351,1286
34,2916,1489,1427
３５～３９,14625,7426,7199
35,2906,1451,1455
36,2923,1496,1427
37,2870,1484,1386
38,2940,1451,1489
39,2986,1544,1442
４０～４４,16072,8095,7977
40,3213,1602,1611
41,3343,1695,1648
42,3201,1612,1589
43,3158,1555,1603
44,3157,1631,1526
４５～４９,14408,7366,7042
45,3131,1597,1534
46,2961,1470,1491
47,2774,1395,1379
48,2662,1388,1274
49,2880,1516,1364
５０～５４,11843,6060,5783
50,2561,1356,1205
51,2546,1299,1247
52,2351,1190,1161
53,2171,1110,1061
54,2214,1105,1109
５５～５９,9563,4853,4710
55,2096,1091,1005
56,1941,976,965
57,1883,932,951
58,1753,906,847
59,1890,948,942
６０～６４,10201,5171,5030
60,1889,977,912
61,1868,943,925
62,1940,1007,933
63,2166,1073,1093
64,2338,1171,1167
６５～６９,10196,4877,5319
65,2466,1169,1297
66,2546,1258,1288
67,2115,990,1125
68,1390,664,726
69,1679,796,883
７０～７４,8919,4081,4838
70,1945,911,1034
71,1754,834,920
72,1923,856,1067
73,1744,813,931
74,1553,667,886
７５～７９,7301,3095,4206
75,1354,551,803
76,1598,722,876
77,1495,626,869
78,1470,620,850
79,1384,576,808
８０～８４,5780,2341,3439
80,1217,512,705
81,1223,492,731
82,1261,518,743
83,1096,420,676
84,983,399,584
８５～８９,3545,1265,2280
85,885,331,554
86,806,285,521
87,704,270,434
88,652,221,431
89,498,158,340
９０～９４,1454,340,1114
90,438,107,331
91,335,85,250
92,279,69,210
93,226,46,180
94,176,33,143
９５～１０３,497,84,413
95,118,17,101
96,106,22,84
97,93,17,76
98,56,8,48
99,52,6,46
100,31,9,22
101,20,4,16
102,15,1,14
103,6,0,6
１０４以上,10,0,10
不詳者　　,0,0,0
平成26年５月１日現在,,,
年齢,計,男,女
総計　　　,181029,88878,92151
　０～４　,7576,3886,3690
0,1524,783,741
1,1455,731,724
2,1536,807,729
3,1533,788,745
4,1528,777,751
　５～９　,7278,3768,3510
5,1487,794,693
6,1479,765,714
7,1438,739,699
8,1437,725,712
9,1437,745,692
１０～１４,7365,3788,3577
10,1440,747,693
11,1450,741,709
12,1474,740,734
13,1522,791,731
14,1479,769,710
１５～１９,8035,4066,3969
15,1514,733,781
16,1541,784,757
17,1523,798,725
18,1658,818,840
19,1799,933,866
２０～２４,10407,5130,5277
20,2016,987,1029
21,1941,971,970
22,2123,1013,1110
23,2107,1039,1068
24,2220,1120,1100
２５～２９,12279,6224,6055
25,2473,1281,1192
26,2364,1195,1169
27,2402,1223,1179
28,2442,1244,1198
29,2598,1281,1317
３０～３４,13774,6989,6785
30,2710,1366,1344
31,2734,1377,1357
32,2701,1377,1324
33,2701,1386,1315
34,2928,1483,1445
３５～３９,14600,7421,7179
35,2856,1437,1419
36,2958,1523,1435
37,2895,1487,1408
38,2905,1445,1460
39,2986,1529,1457
４０～４４,16122,8124,7998
40,3252,1642,1610
41,3330,1658,1672
42,3202,1627,1575
43,3155,1554,1601
44,3183,1643,1540
４５～４９,14358,7343,7015
45,3100,1588,1512
46,2987,1486,1501
47,2665,1335,1330
48,2739,1429,1310
49,2867,1505,1362
５０～５４,11795,6055,5740
50,2539,1360,1179
51,2525,1280,1245
52,2365,1203,1162
53,2169,1090,1079
54,2197,1122,1075
５５～５９,9536,4840,4696
55,2088,1065,1023
56,1934,985,949
57,1866,930,936
58,1757,898,859
59,1891,962,929
６０～６４,10255,5188,5067
60,1912,991,921
61,1857,933,924
62,1978,1022,956
63,2177,1098,1079
64,2331,1144,1187
６５～６９,10175,4852,5323
65,2458,1167,1291
66,2594,1272,1322
67,1993,929,1064
68,1411,680,731
69,1719,804,915
７０～７４,8888,4081,4807
70,1921,919,1002
71,1770,827,943
72,1908,855,1053
73,1753,819,934
74,1536,661,875
７５～７９,7297,3103,4194
75,1356,555,801
76,1594,715,879
77,1510,631,879
78,1454,620,834
79,1383,582,801
８０～８４,5782,2339,3443
80,1226,508,718
81,1248,507,741
82,1251,506,745
83,1086,429,657
84,971,389,582
８５～８９,3543,1260,2283
85,890,332,558
86,801,289,512
87,706,268,438
88,649,219,430
89,497,152,345
９０～９４,1449,336,1113
90,430,103,327
91,347,86,261
92,273,72,201
93,230,45,185
94,169,30,139
９５～１０３,506,85,421
95,124,19,105
96,108,21,87
97,91,17,74
98,57,8,49
99,53,6,47
100,29,9,20
101,24,4,20
102,15,1,14
103,5,0,5
１０４以上,9,0,9
不詳者　　,0,0,0
平成26年４月１日現在,,,
年齢,計,男,女
総計　　　,180570,88618,91952
　０～４　,7544,3868,3676
0,1516,766,750
1,1436,715,721
2,1540,824,716
3,1510,766,744
4,1542,797,745
　５～９　,7252,3732,3520
5,1482,780,702
6,1477,772,705
7,1419,717,702
8,1426,720,706
9,1448,743,705
１０～１４,7364,3794,3570
10,1429,750,679
11,1478,760,718
12,1425,711,714
13,1542,796,746
14,1490,777,713
１５～１９,7841,3945,3896
15,1515,738,777
16,1509,756,753
17,1517,795,722
18,1544,748,796
19,1756,908,848
２０～２４,10355,5122,5233
20,1974,981,993
21,1942,962,980
22,2105,1005,1100
23,2088,1028,1060
24,2246,1146,1100
２５～２９,12273,6208,6065
25,2473,1270,1203
26,2343,1192,1151
27,2434,1230,1204
28,2435,1230,1205
29,2588,1286,1302
３０～３４,13840,7026,6814
30,2735,1393,1342
31,2739,1374,1365
32,2709,1385,1324
33,2714,1378,1336
34,2943,1496,1447
３５～３９,14551,7394,7157
35,2844,1432,1412
36,2983,1535,1448
37,2855,1468,1387
38,2909,1457,1452
39,2960,1502,1458
４０～４４,16134,8133,8001
40,3295,1685,1610
41,3279,1642,1637
42,3214,1614,1600
43,3177,1571,1606
44,3169,1621,1548
４５～４９,14288,7332,6956
45,3086,1602,1484
46,2973,1469,1504
47,2584,1305,1279
48,2858,1475,1383
49,2787,1481,1306
５０～５４,11753,6023,5730
50,2544,1352,1192
51,2505,1261,1244
52,2358,1222,1136
53,2165,1069,1096
54,2181,1119,1062
５５～５９,9494,4836,4658
55,2079,1071,1008
56,1930,964,966
57,1831,929,902
58,1779,899,880
59,1875,973,902
６０～６４,10319,5207,5112
60,1928,980,948
61,1859,931,928
62,1974,1036,938
63,2190,1099,1091
64,2368,1161,1207
６５～６９,10149,4843,5306
65,2454,1159,1295
66,2577,1256,1321
67,1924,897,1027
68,1450,715,735
69,1744,816,928
７０～７４,8836,4044,4792
70,1894,905,989
71,1777,824,953
72,1918,861,1057
73,1718,798,920
74,1529,656,873
７５～７９,7293,3095,4198
75,1393,572,821
76,1564,704,860
77,1521,634,887
78,1447,614,833
79,1368,571,797
８０～８４,5764,2333,3431
80,1218,508,710
81,1263,518,745
82,1239,492,747
83,1082,423,659
84,962,392,570
８５～８９,3551,1255,2296
85,913,343,570
86,776,279,497
87,721,263,458
88,624,221,403
89,517,149,368
９０～９４,1445,340,1105
90,422,107,315
91,355,90,265
92,276,68,208
93,228,43,185
94,164,32,132
９５～１０３,514,88,426
95,130,20,110
96,108,20,88
97,89,19,70
98,62,9,53
99,50,6,44
100,28,8,20
101,26,4,22
102,17,2,15
103,4,0,4
１０４以上,10,0,10
不詳者　　,0,0,0
平成26年３月１日現在,,,
年齢,計,男,女
総計　　　,180092,88422,91670
　０～４　,7556,3890,3666
0,1527,773,754
1,1451,741,710
2,1549,822,727
3,1506,757,749
4,1523,797,726
　５～９　,7205,3695,3510
5,1467,772,695
6,1460,765,695
7,1403,698,705
8,1431,728,703
9,1444,732,712
１０～１４,7333,3780,3553
10,1412,751,661
11,1482,755,727
12,1380,694,686
13,1557,797,760
14,1502,783,719
１５～１９,7763,3929,3834
15,1514,738,776
16,1487,768,719
17,1489,757,732
18,1519,742,777
19,1754,924,830
２０～２４,10138,4978,5160
20,1903,932,971
21,1940,964,976
22,2008,974,1034
23,2083,1036,1047
24,2204,1072,1132
２５～２９,12318,6236,6082
25,2470,1276,1194
26,2335,1187,1148
27,2446,1230,1216
28,2428,1230,1198
29,2639,1313,1326
３０～３４,13856,7056,6800
30,2734,1398,1336
31,2779,1408,1371
32,2695,1369,1326
33,2738,1394,1344
34,2910,1487,1423
３５～３９,14591,7410,7181
35,2866,1449,1417
36,2989,1551,1438
37,2836,1429,1407
38,2923,1477,1446
39,2977,1504,1473
４０～４４,16132,8164,7968
40,3300,1694,1606
41,3264,1644,1620
42,3244,1630,1614
43,3167,1564,1603
44,3157,1632,1525
４５～４９,14228,7302,6926
45,3069,1583,1486
46,3005,1503,1502
47,2456,1226,1230
48,2956,1524,1432
49,2742,1466,1276
５０～５４,11711,6004,5707
50,2517,1325,1192
51,2507,1263,1244
52,2325,1221,1104
53,2173,1071,1102
54,2189,1124,1065
５５～５９,9478,4811,4667
55,2043,1047,996
56,1923,960,963
57,1860,945,915
58,1765,880,885
59,1887,979,908
６０～６４,10327,5216,5111
60,1914,986,928
61,1867,938,929
62,2002,1051,951
63,2197,1096,1101
64,2347,1145,1202
６５～６９,10160,4863,5297
65,2530,1208,1322
66,2538,1230,1308
67,1824,851,973
68,1475,723,752
69,1793,851,942
７０～７４,8788,3999,4789
70,1883,899,984
71,1793,818,975
72,1909,856,1053
73,1694,785,909
74,1509,641,868
７５～７９,7309,3103,4206
75,1411,592,819
76,1575,707,868
77,1516,622,894
78,1434,620,814
79,1373,562,811
８０～８４,5734,2323,3411
80,1215,515,700
81,1289,533,756
82,1199,460,739
83,1077,436,641
84,954,379,575
８５～８９,3537,1239,2298
85,915,342,573
86,780,284,496
87,698,253,445
88,623,213,410
89,521,147,374
９０～９４,1414,335,1079
90,409,107,302
91,345,88,257
92,277,65,212
93,239,45,194
94,144,30,114
９５～１０３,505,89,416
95,132,23,109
96,107,21,86
97,86,17,69
98,62,10,52
99,50,5,45
100,21,7,14
101,29,4,25
102,13,2,11
103,5,0,5
１０４以上,9,0,9
不詳者　　,0,0,0
平成26年２月１日現在,,,
年齢,計,男,女
総計　　　,180184,88484,91700
　０～４　,7578,3903,3675
0,1516,766,750
1,1472,754,718
2,1555,824,731
3,1511,759,752
4,1524,800,724
　５～９　,7206,3696,3510
5,1458,769,689
6,1445,744,701
7,1411,699,712
8,1454,753,701
9,1438,731,707
１０～１４,7317,3764,3553
10,1391,734,657
11,1473,758,715
12,1414,701,713
13,1546,795,751
14,1493,776,717
１５～１９,7790,3934,3856
15,1523,756,767
16,1494,766,728
17,1470,741,729
18,1526,747,779
19,1777,924,853
２０～２４,10183,5021,5162
20,1908,958,950
21,1949,964,985
22,1993,964,1029
23,2089,1048,1041
24,2244,1087,1157
２５～２９,12378,6264,6114
25,2463,1277,1186
26,2334,1173,1161
27,2460,1239,1221
