平成27年12月１日現在,,,
年齢,計,男,女
72,1784,806,978
73,1830,839,991
74,1793,801,992
７５～７９,7322,3076,4246
75,1566,696,870
76,1370,547,823
77,1500,652,848
78,1404,590,814
79,1482,591,891
８０～８４,5968,2387,3581
80,1327,557,770
81,1212,489,723
82,1125,462,663
83,1199,464,735
84,1105,415,690
８５～８９,3739,1369,2370
85,929,374,555
86,826,306,520
87,758,266,492
88,659,236,423
89,567,187,380
９０～９４,1604,435,1169
90,494,153,341
91,384,105,279
92,304,79,225
93,237,59,178
94,185,39,146
９５～１０３,527,89,438
95,152,28,124
96,90,15,75
97,87,14,73
98,64,10,54
99,46,6,40
100,39,7,32
101,23,5,18
102,12,3,9
103,14,1,13
１０４以上,10,0,10
不詳者　　,0,0,0
平成27年９月１日現在,,,
年齢,計,男,女
総計　　　,182811,89616,93195
　０～４　,7877,4067,3810
0,1543,785,758
1,1626,840,786
2,1535,776,759
3,1567,804,763
4,1606,862,744
　５～９　,7555,3888,3667
5,1563,758,805
6,1533,824,709
7,1492,773,719
8,1471,781,690
9,1496,752,744
１０～１４,7285,3741,3544
10,1400,733,667
11,1456,752,704
12,1427,713,714
13,1500,783,717
14,1502,760,742
１５～１９,8008,4071,3937
15,1445,744,701
16,1551,787,764
17,1576,801,775
18,1644,851,793
19,1792,888,904
２０～２４,10572,5220,5352
20,1947,962,985
21,2085,1052,1033
22,2096,1038,1058
23,2262,1095,1167
24,2182,1073,1109
２５～２９,11741,5955,5786
25,2253,1148,1105
26,2313,1177,1136
27,2407,1227,1180
28,2307,1155,1152
29,2461,1248,1213
３０～３４,13362,6742,6620
30,2492,1227,1265
31,2663,1364,1299
32,2805,1365,1440
33,2763,1427,1336
34,2639,1359,1280
３５～３９,14641,7351,7290
35,2897,1435,1462
36,2916,1454,1462
37,2938,1474,1464
38,2911,1486,1425
39,2979,1502,1477
４０～４４,15953,8061,7892
40,3008,1558,1450
41,3165,1585,1580
42,3318,1710,1608
43,3255,1649,1606
44,3207,1559,1648
４５～４９,14760,7446,7314
45,3116,1555,1561
46,3189,1641,1548
47,2982,1469,1513
48,2927,1477,1450
49,2546,1304,1242
５０～５４,12730,6580,6150
50,2916,1522,1394
51,2651,1402,1249
52,2519,1300,1219
53,2418,1216,1202
54,2226,1140,1086
５５～５９,9979,5034,4945
55,2185,1096,1089
56,2121,1080,1041
57,1964,999,965
58,1888,933,955
59,1821,926,895
６０～６４,9478,4807,4671
60,1808,910,898
61,1870,956,914
62,1872,936,936
63,1833,939,894
64,2095,1066,1029
６５～６９,10823,5196,5627
65,2227,1111,1116
66,2447,1156,1291
67,2520,1225,1295
68,2231,1041,1190
69,1398,663,735
７０～７４,8914,4117,4797
70,1629,782,847
71,1893,889,1004
72,1776,816,960
73,1858,838,1020
74,1758,792,966
７５～７９,7326,3075,4251
75,1550,685,865
76,1365,547,818
77,1508,659,849
78,1424,592,832
79,1479,592,887
８０～８４,5944,2387,3557
80,1307,551,756
81,1204,494,710
82,1145,461,684
83,1191,465,726
84,1097,416,681
８５～８９,3751,1366,2385
85,918,370,548
86,832,306,526
87,759,263,496
88,648,233,415
89,594,194,400
９０～９４,1590,426,1164
90,483,148,335
91,376,102,274
92,309,80,229
93,241,58,183
94,181,38,143
９５～１０３,511,86,425
95,141,26,115
96,95,15,80
97,85,15,70
98,61,8,53
99,43,7,36
100,39,6,33
101,21,5,16
102,13,3,10
103,13,1,12
１０４以上,11,0,11
不詳者　　,0,0,0
平成27年８月１日現在,,,
年齢,計,男,女
総計　　　,182770,89630,93140
　０～４　,7873,4067,3806
0,1550,792,758
1,1620,840,780
2,1538,771,767
3,1580,817,763
4,1585,847,738
　５～９　,7540,3883,3657
5,1560,775,785
6,1543,817,726
7,1469,756,713
8,1486,789,697
9,1482,746,736
１０～１４,7278,3738,3540
10,1393,724,669
11,1453,759,694
12,1413,708,705
13,1510,778,732
14,1509,769,740
１５～１９,8013,4073,3940
15,1464,761,703
16,1560,771,789
17,1555,801,754
18,1653,859,794
19,1781,881,900
２０～２４,10561,5205,5356
20,1931,969,962
21,2082,1038,1044
22,2090,1035,1055
23,2229,1069,1160
24,2229,1094,1135
２５～２９,11795,5997,5798
25,2265,1166,1099
26,2365,1215,1150
27,2390,1210,1180
28,2301,1157,1144
29,2474,1249,1225
３０～３４,13395,6745,6650
30,2499,1221,1278
31,2716,1396,1320
32,2794,1362,1432
33,2768,1423,1345
34,2618,1343,1275
３５～３９,14650,7392,7258
35,2919,1468,1451
36,2909,1453,1456
37,2957,1473,1484
38,2909,1494,1415
39,2956,1504,1452
４０～４４,15964,8047,7917
40,3023,1550,1473
41,3212,1617,1595
42,3286,1689,1597
43,3251,1637,1614
44,3192,1554,1638
４５～４９,14786,7493,7293
45,3128,1586,1542
46,3202,1652,1550
47,2983,1463,1520
48,2870,1436,1434
49,2603,1356,1247
５０～５４,12625,6503,6122
50,2899,1507,1392
51,2605,1361,1244
52,2527,1303,1224
53,2400,1204,1196
54,2194,1128,1066
５５～５９,9945,5025,4920
55,2214,1115,1099
56,2096,1078,1018
57,1971,996,975
58,1881,927,954
59,1783,909,874
６０～６４,9565,4837,4728
60,1843,920,923
61,1868,956,912
62,1882,942,940
63,1833,942,891
64,2139,1077,1062
６５～６９,10793,5192,5601
65,2240,1123,1117
66,2451,1156,1295
67,2512,1225,1287
68,2199,1019,1180
69,1391,669,722
７０～７４,8902,4111,4791
70,1630,772,858
71,1914,901,1013
72,1748,820,928
73,1859,826,1033
74,1751,792,959
７５～７９,7324,3084,4240
75,1544,674,870
76,1349,543,806
77,1525,676,849
78,1437,599,838
79,1469,592,877
８０～８４,5927,2372,3555
80,1323,553,770
81,1206,496,710
82,1125,447,678
83,1200,477,723
84,1073,399,674
８５～８９,3745,1372,2373
85,915,367,548
86,827,308,519
87,771,270,501
88,645,233,412
89,587,194,393
９０～９４,1574,411,1163
90,473,141,332
91,376,95,281
92,303,82,221
93,245,57,188
94,177,36,141
９５～１０３,504,83,421
95,136,24,112
96,93,14,79
97,82,16,66
98,61,7,54
99,46,8,38
100,37,5,32
101,25,6,19
102,11,2,9
103,13,1,12
１０４以上,11,0,11
不詳者　　,0,0,0
平成27年７月１日現在,,,
年齢,計,男,女
総計　　　,182771,89633,93138
　０～４　,7857,4056,3801
0,1549,794,755
1,1604,834,770
2,1531,766,765
3,1588,818,770
4,1585,844,741
　５～９　,7508,3861,3647
5,1557,774,783
6,1546,818,728
7,1474,768,706
8,1469,761,708
9,1462,740,722
１０～１４,7292,3747,3545
10,1400,726,674
11,1456,758,698
12,1430,724,706
13,1491,763,728
14,1515,776,739
１５～１９,8028,4080,3948
15,1456,759,697
16,1558,767,791
17,1551,789,762
18,1680,888,792
19,1783,877,906
２０～２４,10581,5213,5368
20,1933,970,963
21,2089,1028,1061
22,2133,1058,1075
23,2216,1061,1155
24,2210,1096,1114
２５～２９,11860,6028,5832
25,2286,1165,1121
26,2418,1243,1175
27,2363,1198,1165
28,2342,1184,1158
29,2451,1238,1213
３０～３４,13435,6770,6665
30,2539,1256,1283
31,2735,1399,1336
32,2742,1338,1404
33,2798,1429,1369
34,2621,1348,1273
３５～３９,14677,7413,7264
35,2929,1462,1467
36,2927,1471,1456
37,2931,1460,1471
38,2908,1494,1414
39,2982,1526,1456
４０～４４,15987,8057,7930
40,3029,1550,1479
41,3245,1634,1611
42,3317,1681,1636
43,3198,1618,1580
44,3198,1574,1624
４５～４９,14774,7507,7267
45,3165,1625,1540
46,3158,1613,1545
47,2978,1475,1503
48,2810,1392,1418
49,2663,1402,1261
５０～５４,12539,6447,6092
50,2879,1487,1392
51,2575,1358,1217
52,2522,1286,1236
53,2375,1205,1170
54,2188,1111,1077
５５～５９,9925,5011,4914
55,2203,1101,1102
56,2119,1098,1021
57,1938,974,964
58,1899,938,961
59,1766,900,866
６０～６４,9608,4865,4743
60,1846,922,924
61,1884,970,914
62,1856,925,931
63,1878,971,907
64,2144,1077,1067
６５～６９,10752,5167,5585
65,2270,1130,1140
66,2449,1146,1303
67,2487,1230,1257
68,2144,987,1157
69,1402,674,728
７０～７４,8905,4115,4790
70,1635,771,864
71,1941,902,1039
72,1725,819,906
73,1875,832,1043
74,1729,791,938
７５～７９,7299,3071,4228
75,1538,663,875
76,1323,526,797
77,1558,696,862
78,1440,604,836
79,1440,582,858
８０～８４,5915,2366,3549
80,1326,550,776
81,1182,484,698
82,1141,451,690
83,1210,478,732
84,1056,403,653
８５～８９,3760,1372,2388
85,925,370,555
86,832,309,523
87,768,269,499
88,642,233,409
89,593,191,402
９０～９４,1551,403,1148
90,468,141,327
91,374,92,282
92,297,78,219
93,234,57,177
94,178,35,143
９５～１０３,508,84,424
95,132,23,109
96,96,15,81
97,80,16,64
98,66,8,58
99,44,8,36
100,39,5,34
101,27,7,20
102,12,2,10
103,12,0,12
１０４以上,10,0,10
不詳者　　,0,0,0
平成27年６月１日現在,,,
年齢,計,男,女
総計　　　,182841,89680,93161
　０～４　,7854,4060,3794
0,1570,808,762
1,1596,836,760
2,1513,757,756
3,1599,825,774
4,1576,834,742
　５～９　,7489,3856,3633
5,1565,778,787
6,1520,806,714
7,1489,779,710
8,1441,746,695
9,1474,747,727
１０～１４,7299,3752,3547
10,1413,729,684
11,1441,752,689
12,1459,745,714
13,1459,739,720
14,1527,787,740
１５～１９,8073,4096,3977
15,1493,779,714
16,1533,745,788
17,1548,790,758
18,1708,903,805
19,1791,879,912
２０～２４,10631,5226,5405
20,1967,995,972
21,2080,1011,1069
22,2141,1066,1075
23,2223,1054,1169
24,2220,1100,1120
２５～２９,11863,6029,5834
25,2284,1167,1117
26,2434,1248,1186
27,2324,1196,1128
28,2365,1186,1179
29,2456,1232,1224
３０～３４,13461,6773,6688
30,2552,1252,1300
31,2740,1389,1351
32,2744,1360,1384
33,2753,1404,1349
34,2672,1368,1304
３５～３９,14687,7416,7271
35,2917,1471,1446
36,2953,1473,1480
37,2927,1477,1450
38,2907,1492,1415
39,2983,1503,1480
４０～４４,16018,8087,7931
40,3034,1567,1467
41,3248,1628,1620
42,3353,1704,1649
43,3212,1623,1589
44,3171,1565,1606
４５～４９,14732,7483,7249
45,3180,1640,1540
46,3129,1592,1537
47,2978,1470,1508
48,2778,1382,1396
49,2667,1399,1268
５０～５４,12500,6446,6054
50,2882,1516,1366
51,2548,1344,1204
52,2561,1307,1254
53,2343,1180,1163
54,2166,1099,1067
５５～５９,9893,5006,4887
55,2213,1098,1115
56,2098,1098,1000
57,1945,976,969
58,1885,932,953
59,1752,902,850
６０～６４,9660,4877,4783
60,1870,929,941
61,1884,970,914
62,1856,937,919
63,1916,992,924
64,2134,1049,1085
６５～６９,10716,5159,5557
65,2314,1156,1158
66,2445,1155,1290
67,2493,1223,1270
68,2088,969,1119
69,1376,656,720
７０～７４,8909,4115,4794
70,1666,787,879
71,1929,901,1028
72,1726,809,917
73,1883,830,1053
74,1705,788,917
７５～７９,7295,3076,4219
75,1521,650,871
76,1329,533,796
77,1570,701,869
78,1460,605,855
79,1415,587,828
８０～８４,5933,2374,3559
80,1349,551,798
81,1160,481,679
82,1167,459,708
83,1209,484,725
84,1048,399,649
８５～８９,3763,1366,2397
85,934,365,569
86,825,310,515
87,770,260,510
88,643,235,408
89,591,196,395
９０～９４,1544,399,1145
90,449,138,311
91,388,93,295
92,291,78,213
93,236,54,182
94,180,36,144
９５～１０３,510,84,426
95,131,24,107
96,91,13,78
97,81,17,64
98,69,8,61
99,46,8,38
100,41,5,36
101,25,7,18
102,14,2,12
103,12,0,12
１０４以上,11,0,11
不詳者　　,0,0,0
平成27年５月１日現在,,,
年齢,計,男,女
総計　　　,182843,89731,93112
　０～４　,7846,4051,3795
0,1558,798,760
1,1608,844,764
2,1517,763,754
3,1593,832,761
4,1570,814,756
　５～９　,7480,3850,3630
5,1553,780,773
6,1540,815,725
7,1485,772,713
8,1457,750,707
9,1445,733,712
１０～１４,7328,3768,3560
10,1435,749,686
11,1424,739,685
12,1463,747,716
13,1477,738,739
14,1529,795,734
１５～１９,8087,4101,3986
15,1489,774,715
16,1531,744,787
17,1546,790,756
18,1729,913,816
19,1792,880,912
２０～２４,10609,5236,5373
20,1967,995,972
21,2065,997,1068
22,2165,1090,1075
23,2185,1041,1144
24,2227,1113,1114
２５～２９,11868,6037,5831
25,2264,1150,1114
26,2455,1263,1192
27,2337,1216,1121
28,2357,1178,1179
29,2455,1230,1225
３０～３４,13532,6813,6719
30,2561,1261,1300
31,2768,1405,1363
32,2773,1382,1391
33,2714,1375,1339
34,2716,1390,1326
３５～３９,14691,7437,7254
35,2945,1483,1462
36,2914,1462,1452
37,2955,1504,1451
38,2922,1495,1427
39,2955,1493,1462
４０～４４,16015,8077,7938
40,3041,1559,1482
41,3281,1660,1621
42,3347,1677,1670
43,3193,1623,1570
44,3153,1558,1595
４５～４９,14735,7491,7244
45,3203,1652,1551
46,3109,1584,1525
47,3005,1485,1520
48,2668,1324,1344
49,2750,1446,1304
５０～５４,12460,6413,6047
50,2859,1498,1361
51,2534,1358,1176
52,2540,1285,1255
53,2360,1193,1167
54,2167,1079,1088
５５～５９,9860,4997,4863
55,2205,1122,1083
56,2093,1070,1023
57,1942,985,957
58,1862,922,940
59,1758,898,860
６０～６４,9714,4932,4782
60,1867,941,926
61,1902,982,920
62,1844,926,918
63,1956,1009,947
64,2145,1074,1071
６５～６９,10656,5106,5550
65,2317,1137,1180
66,2427,1143,1284
67,2549,1243,1306
68,1966,912,1054
69,1397,671,726
７０～７４,8944,4129,4815
70,1703,794,909
71,1908,907,1001
72,1741,803,938
73,1866,829,1037
74,1726,796,930
７５～７９,7270,3066,4204
75,1495,639,856
76,1331,537,794
77,1567,692,875
78,1472,606,866
79,1405,592,813
８０～８４,5938,2382,3556
80,1338,554,784
81,1179,481,698
82,1184,471,713
83,1207,475,732
84,1030,401,629
８５～８９,3750,1363,2387
85,924,354,570
86,829,310,519
87,763,262,501
88,646,238,408
89,588,199,389
９０～９４,1537,398,1139
90,443,135,308
91,378,90,288
92,305,80,225
93,230,58,172
94,181,35,146
９５～１０３,514,84,430
95,125,20,105
96,93,15,78
97,86,16,70
98,69,9,60
99,45,8,37
100,44,6,38
101,23,7,16
102,18,3,15
103,11,0,11
１０４以上,9,0,9
不詳者　　,0,0,0
平成27年４月１日現在,,,
年齢,計,男,女
総計　　　,182570,89640,92930
　０～４　,7823,4019,3804
0,1566,799,767
1,1601,823,778
2,1516,759,757
3,1594,850,744
4,1546,788,758
　５～９　,7460,3851,3609
5,1572,810,762
6,1524,801,723
7,1502,787,715
8,1430,723,707
9,1432,730,702
１０～１４,7347,3786,3561
10,1449,750,699
11,1417,742,675
12,1485,764,721
13,1442,722,720
14,1554,808,746
１５～１９,7948,4023,3925
15,1502,784,718
16,1536,750,786
17,1511,761,750
18,1649,864,785
19,1750,864,886
２０～２４,10562,5237,5325
20,1950,987,963
21,2064,1001,1063
22,2168,1085,1083
23,2148,1042,1106
24,2232,1122,1110
２５～２９,11897,6058,5839
25,2299,1189,1110
26,2446,1249,1197
27,2321,1205,1116
28,2402,1195,1207
29,2429,1220,1209
３０～３４,13599,6853,6746
30,2571,1278,1293
31,2809,1427,1382
32,2767,1381,1386
33,2720,1375,1345
34,2732,1392,1340
３５～３９,14716,7453,7263
35,2968,1503,1465
36,2892,1452,1440
37,2996,1520,1476
38,2907,1492,1415
39,2953,1486,1467
４０～４４,16040,8096,7944
40,3031,1547,1484
41,3330,1708,1622
42,3291,1655,1636
43,3200,1610,1590
44,3188,1576,1612
４５～４９,14718,7479,7239
45,3192,1637,1555
46,3101,1599,1502
47,2987,1472,1515
48,2569,1286,1283
49,2869,1485,1384
５０～５４,12349,6356,5993
50,2766,1463,1303
51,2541,1351,1190
52,2527,1277,1250
53,2352,1205,1147
54,2163,1060,1103
５５～５９,9836,4986,4850
55,2197,1127,1070
56,2081,1067,1014
57,1943,967,976
58,1828,924,904
59,1787,901,886
６０～６４,9722,4940,4782
60,1853,953,900
61,1917,972,945
62,1848,927,921
63,1952,1020,932
64,2152,1068,1084
６５～６９,10646,5106,5540
65,2358,1157,1201
66,2426,1141,1285
67,2524,1222,1302
68,1899,881,1018
69,1439,705,734
７０～７４,8921,4108,4813
70,1724,806,918
71,1884,891,993
72,1745,801,944
73,1871,829,1042
74,1697,781,916
７５～７９,7280,3072,4208
75,1494,639,855
76,1359,548,811
77,1535,682,853
78,1489,613,876
79,1403,590,813
８０～８４,5926,2379,3547
80,1325,547,778
81,1174,484,690
82,1204,485,719
83,1194,464,730
84,1029,399,630
８５～８９,3724,1363,2361
85,916,358,558
86,851,318,533
87,738,256,482
88,655,231,424
89,564,200,364
９０～９４,1535,389,1146
90,455,131,324
91,368,92,276
92,303,80,223
93,231,53,178
94,178,33,145
９５～１０３,514,86,428
95,123,21,102
96,99,17,82
97,84,15,69
98,65,10,55
99,48,9,39
100,42,5,37
101,22,6,16
102,20,3,17
103,11,0,11
１０４以上,7,0,7
不詳者　　,0,0,0
平成27年３月１日現在,,,
年齢,計,男,女
総計　　　,181982,89327,92655
　０～４　,7782,3970,3812
0,1541,778,763
1,1593,809,784
2,1518,770,748
3,1597,849,748
4,1533,764,769
　５～９　,7392,3822,3570
5,1550,810,740
6,1500,785,715
7,1496,788,708
8,1407,704,703
9,1439,735,704
１０～１４,7338,3765,3573
10,1452,741,711
11,1409,743,666
12,1493,759,734
13,1418,720,698
14,1566,802,764
１５～１９,7839,3961,3878
15,1518,788,730
16,1539,750,789
17,1501,777,724
18,1532,785,747
19,1749,861,888
２０～２４,10265,5113,5152
20,1906,999,907
21,2028,979,1049
22,2020,999,1021
23,2149,1055,1094
24,2162,1081,1081
２５～２９,11964,6091,5873
25,2323,1189,1134
26,2470,1271,1199
27,2328,1193,1135
28,2407,1215,1192
29,2436,1223,1213
３０～３４,13615,6838,6777
30,2613,1289,1324
31,2773,1391,1382
32,2779,1397,1382
33,2695,1361,1334
34,2755,1400,1355
３５～３９,14725,7472,7253
35,2913,1490,1423
36,2925,1464,1461
37,3010,1538,1472
38,2878,1453,1425
39,2999,1527,1472
４０～４４,16055,8106,7949
40,3032,1537,1495
41,3321,1705,1616
42,3295,1673,1622
43,3231,1632,1599
44,3176,1559,1617
４５～４９,14660,7462,7198
45,3169,1634,1535
46,3056,1566,1490
47,3033,1517,1516
48,2455,1216,1239
49,2947,1529,1418
５０～５４,12297,6332,5965
50,2745,1467,1278
51,2522,1324,1198
52,2535,1275,1260
53,2313,1201,1112
54,2182,1065,1117
５５～５９,9815,4959,4856
55,2196,1124,1072
56,2048,1045,1003
57,1939,964,975
58,1859,940,919
59,1773,886,887
６０～６４,9768,4973,4795
60,1865,963,902
61,1906,975,931
62,1851,930,921
63,1979,1034,945
64,2167,1071,1096
６５～６９,10596,5082,5514
65,2344,1142,1202
66,2489,1181,1308
67,2498,1206,1292
68,1808,840,968
69,1457,713,744
７０～７４,8949,4117,4832
70,1782,841,941
71,1866,881,985
72,1761,796,965
73,1863,828,1035
74,1677,771,906
７５～７９,7271,3079,4192
75,1479,627,852
76,1379,571,808
77,1539,681,858
78,1484,604,880
79,1390,596,794
８０～８４,5919,2374,3545
80,1333,536,797
81,1175,490,685
82,1233,502,731
83,1147,430,717
84,1031,416,615
８５～８９,3694,1345,2349
85,909,347,562
86,854,315,539
87,732,260,472
88,638,228,410
89,561,195,366
９０～９４,1531,382,1149
90,460,129,331
91,361,94,267
92,289,76,213
93,227,49,178
94,194,34,160
９５～１０３,499,84,415
95,109,19,90
96,99,17,82
97,85,16,69
98,65,10,55
99,53,10,43
100,41,4,37
101,17,5,12
102,23,3,20
103,7,0,7
１０４以上,8,0,8
不詳者　　,0,0,0
平成27年２月１日現在,,,
年齢,計,男,女
総計　　　,182021,89363,92658
　０～４　,7753,3962,3791
0,1525,779,746
1,1565,790,775
2,1537,779,758
3,1605,858,747
4,1521,756,765
　５～９　,7404,3835,3569
5,1548,813,735
6,1499,790,709
7,1478,765,713
8,1415,705,710
9,1464,762,702
１０～１４,7331,3754,3577
10,1447,737,710
11,1388,726,662
12,1496,769,727
13,1448,724,724
14,1552,798,754
１５～１９,7838,3956,3882
15,1513,781,732
16,1544,766,778
17,1509,775,734
18,1524,775,749
19,1748,859,889
２０～２４,10343,5174,5169
20,1933,1012,921
21,2044,1002,1042
22,2045,994,1051
23,2139,1052,1087
24,2182,1114,1068
２５～２９,11999,6101,5898
