平成19年12月1日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
深大寺３丁目,1005,1045,925,1970
小計,3533,3857,3605,7462
野崎１丁目,488,504,488,992
野崎２丁目,1052,1198,1093,2291
野崎３丁目,858,967,931,1898
野崎４丁目,262,311,272,583
小計,2660,2980,2784,5764
大沢１丁目,1180,1357,1295,2652
大沢２丁目,862,945,899,1844
大沢３丁目,711,620,635,1255
大沢４丁目,1251,1342,1460,2802
大沢５丁目,788,992,996,1988
大沢６丁目,705,747,763,1510
小計,5497,6003,6048,12051
合計,84515,85237,87037,172274
平成19年2月1日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1559,1508,1590,3098
下連雀２丁目,1661,1583,1731,3314
下連雀３丁目,4933,3903,4370,8273
下連雀４丁目,3134,2769,2987,5756
下連雀５丁目,1521,1644,1897,3541
下連雀６丁目,1895,1959,1968,3927
下連雀７丁目,2440,2554,2694,5248
下連雀８丁目,1179,1302,1379,2681
下連雀９丁目,1397,1585,1708,3293
小計,19719,18807,20324,39131
牟礼１丁目,1032,990,1002,1992
牟礼２丁目,1693,1587,1612,3199
牟礼３丁目,857,872,731,1603
牟礼４丁目,1440,1527,1610,3137
牟礼５丁目,1307,1305,1288,2593
牟礼６丁目,2287,2429,2439,4868
牟礼７丁目,769,823,811,1634
小計,9385,9533,9493,19026
井の頭１丁目,2539,2122,2322,4444
井の頭２丁目,2006,1613,1848,3461
井の頭３丁目,1150,1094,1159,2253
井の頭４丁目,1091,1044,1043,2087
井の頭５丁目,1719,1655,1672,3327
小計,8505,7528,8044,15572
中原１丁目,1936,1929,1980,3909
中原２丁目,1263,1360,1329,2689
中原３丁目,1363,1455,1535,2990
中原４丁目,1830,2091,2145,4236
小計,6392,6835,6989,13824
北野１丁目,697,765,843,1608
北野２丁目,898,978,957,1935
北野３丁目,992,1188,1135,2323
北野４丁目,992,1046,1041,2087
小計,3579,3977,3976,7953
新川１丁目,852,863,906,1769
新川２丁目,623,711,701,1412
新川３丁目,879,888,858,1746
新川４丁目,1437,1515,1544,3059
新川５丁目,1228,1231,1320,2551
新川６丁目,2487,2442,2226,4668
小計,7506,7650,7555,15205
上連雀１丁目,1617,1514,1446,2960
上連雀２丁目,1306,1086,1160,2246
上連雀３丁目,831,774,718,1492
上連雀４丁目,1647,1518,1506,3024
上連雀５丁目,1453,1484,1397,2881
上連雀６丁目,1420,1394,1561,2955
上連雀７丁目,1356,1438,1497,2935
上連雀８丁目,1431,1608,1616,3224
上連雀９丁目,1497,1646,1681,3327
小計,12558,12462,12582,25044
井口１丁目,1547,1671,1576,3247
井口２丁目,994,1072,1122,2194
井口３丁目,880,933,982,1915
井口４丁目,1228,1306,1282,2588
井口５丁目,484,521,560,1081
小計,5133,5503,5522,11025
深大寺１丁目,733,771,762,1533
深大寺２丁目,1797,2042,1920,3962
深大寺３丁目,1007,1045,920,1965
小計,3537,3858,3602,7460
野崎１丁目,492,508,493,1001
野崎２丁目,1047,1195,1093,2288
野崎３丁目,860,966,928,1894
野崎４丁目,261,313,272,585
小計,2660,2982,2786,5768
大沢１丁目,1176,1354,1294,2648
大沢２丁目,859,945,894,1839
大沢３丁目,710,618,640,1258
大沢４丁目,1245,1336,1461,2797
大沢５丁目,792,992,1001,1993
大沢６丁目,710,751,762,1513
小計,5492,5996,6052,12048
合計,84466,85131,86925,172056
平成19年1月1日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1564,1514,1594,3108
下連雀２丁目,1669,1586,1733,3319
下連雀３丁目,4914,3899,4368,8267
下連雀４丁目,3128,2752,2977,5729
下連雀５丁目,1522,1640,1897,3537
下連雀６丁目,1903,1969,1978,3947
下連雀７丁目,2439,2548,2693,5241
下連雀８丁目,1183,1306,1378,2684
下連雀９丁目,1398,1583,1705,3288
小計,19720,18797,20323,39120
牟礼１丁目,1033,992,1006,1998
牟礼２丁目,1698,1591,1617,3208
牟礼３丁目,842,855,731,1586
牟礼４丁目,1444,1527,1616,3143
牟礼５丁目,1307,1301,1289,2590
牟礼６丁目,2292,2427,2432,4859
牟礼７丁目,770,820,812,1632
小計,9386,9513,9503,19016
井の頭１丁目,2541,2126,2320,4446
井の頭２丁目,2007,1614,1848,3462
井の頭３丁目,1146,1088,1156,2244
井の頭４丁目,1087,1040,1043,2083
井の頭５丁目,1710,1657,1661,3318
小計,8491,7525,8028,15553
中原１丁目,1926,1919,1978,3897
中原２丁目,1260,1361,1329,2690
中原３丁目,1367,1463,1534,2997
中原４丁目,1834,2102,2151,4253
小計,6387,6845,6992,13837
北野１丁目,697,768,840,1608
北野２丁目,896,973,956,1929
北野３丁目,992,1185,1130,2315
北野４丁目,992,1049,1043,2092
小計,3577,3975,3969,7944
新川１丁目,850,870,905,1775
新川２丁目,621,708,703,1411
新川３丁目,883,888,858,1746
新川４丁目,1441,1516,1544,3060
新川５丁目,1232,1241,1318,2559
新川６丁目,2488,2441,2231,4672
小計,7515,7664,7559,15223
上連雀１丁目,1613,1516,1435,2951
上連雀２丁目,1313,1083,1168,2251
上連雀３丁目,837,779,721,1500
上連雀４丁目,1646,1514,1507,3021
上連雀５丁目,1455,1487,1393,2880
上連雀６丁目,1420,1393,1563,2956
上連雀７丁目,1358,1444,1496,2940
上連雀８丁目,1428,1604,1616,3220
上連雀９丁目,1498,1648,1676,3324
小計,12568,12468,12575,25043
井口１丁目,1550,1677,1570,3247
井口２丁目,980,1060,1106,2166
井口３丁目,878,930,981,1911
井口４丁目,1231,1302,1288,2590
井口５丁目,484,521,562,1083
小計,5123,5490,5507,10997
深大寺１丁目,731,766,769,1535
深大寺２丁目,1798,2044,1909,3953
深大寺３丁目,1010,1049,918,1967
小計,3539,3859,3596,7455
野崎１丁目,493,507,492,999
野崎２丁目,1046,1197,1095,2292
野崎３丁目,859,967,924,1891
野崎４丁目,257,311,267,578
小計,2655,2982,2778,5760
大沢１丁目,1180,1361,1297,2658
大沢２丁目,855,941,892,1833
大沢３丁目,716,619,644,1263
大沢４丁目,1251,1352,1459,2811
大沢５丁目,793,992,1007,1999
大沢６丁目,712,752,766,1518
小計,5507,6017,6065,12082
合計,84468,85135,86895,172030
