平成22年12月１日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
井の頭５丁目,1688,1596,1615,3211
小計,8510,7499,7953,15452
中原１丁目,2019,1921,2003,3924
中原２丁目,1340,1420,1419,2839
中原３丁目,1463,1515,1571,3086
中原４丁目,1866,2020,2134,4154
小計,6688,6876,7127,14003
北野１丁目,699,784,837,1621
北野２丁目,932,975,1000,1975
北野３丁目,1001,1205,1172,2377
北野４丁目,1002,1033,998,2031
小計,3634,3997,4007,8004
新川１丁目,873,861,877,1738
新川２丁目,669,716,742,1458
新川３丁目,878,955,894,1849
新川４丁目,1535,1618,1672,3290
新川５丁目,1335,1255,1363,2618
新川６丁目,2500,2364,2224,4588
小計,7790,7769,7772,15541
上連雀１丁目,1705,1567,1466,3033
上連雀２丁目,1293,1071,1143,2214
上連雀３丁目,887,807,786,1593
上連雀４丁目,1710,1603,1583,3186
上連雀５丁目,1405,1378,1316,2694
上連雀６丁目,1478,1459,1592,3051
上連雀７丁目,1373,1408,1488,2896
上連雀８丁目,1428,1580,1658,3238
上連雀９丁目,1508,1614,1643,3257
小計,12787,12487,12675,25162
井口１丁目,1595,1768,1579,3347
井口２丁目,1077,1195,1282,2477
井口３丁目,911,950,1034,1984
井口４丁目,1353,1455,1417,2872
井口５丁目,469,482,537,1019
小計,5405,5850,5849,11699
深大寺１丁目,755,792,779,1571
深大寺２丁目,1975,2143,1949,4092
深大寺３丁目,1035,1043,986,2029
小計,3765,3978,3714,7692
野崎１丁目,515,520,513,1033
野崎２丁目,1157,1283,1166,2449
野崎３丁目,926,1009,964,1973
野崎４丁目,276,322,262,584
小計,2874,3134,2905,6039
大沢１丁目,1207,1389,1300,2689
大沢２丁目,885,957,919,1876
大沢３丁目,869,779,842,1621
大沢４丁目,1259,1335,1444,2779
大沢５丁目,841,1020,1029,2049
大沢６丁目,712,745,732,1477
小計,5773,6225,6266,12491
合計,87564,87189,89548,176737
平成22年10月１日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1531,1453,1542,2995
下連雀２丁目,1721,1636,1750,3386
下連雀３丁目,5466,4147,4885,9032
下連雀４丁目,3139,2828,2984,5812
下連雀５丁目,1531,1671,1987,3658
下連雀６丁目,1952,1937,1997,3934
下連雀７丁目,2360,2450,2649,5099
下連雀８丁目,1424,1589,1714,3303
下連雀９丁目,1742,2047,2168,4215
小計,20866,19758,21676,41434
牟礼１丁目,1028,984,993,1977
牟礼２丁目,1870,1767,1857,3624
牟礼３丁目,786,758,635,1393
牟礼４丁目,1462,1579,1660,3239
牟礼５丁目,1290,1323,1255,2578
牟礼６丁目,2277,2372,2372,4744
牟礼７丁目,806,877,860,1737
小計,9519,9660,9632,19292
井の頭１丁目,2588,2182,2393,4575
井の頭２丁目,2001,1568,1786,3354
井の頭３丁目,1179,1115,1173,2288
井の頭４丁目,1055,1033,995,2028
井の頭５丁目,1677,1594,1607,3201
小計,8500,7492,7954,15446
中原１丁目,2013,1917,2007,3924
中原２丁目,1349,1430,1422,2852
中原３丁目,1460,1508,1567,3075
中原４丁目,1866,2016,2138,4154
小計,6688,6871,7134,14005
北野１丁目,690,778,828,1606
北野２丁目,925,962,992,1954
北野３丁目,995,1200,1164,2364
北野４丁目,1003,1043,1004,2047
小計,3613,3983,3988,7971
新川１丁目,880,864,881,1745
新川２丁目,670,722,743,1465
新川３丁目,880,954,897,1851
新川４丁目,1531,1607,1674,3281
新川５丁目,1338,1265,1370,2635
新川６丁目,2516,2373,2228,4601
小計,7815,7785,7793,15578
上連雀１丁目,1681,1540,1439,2979
上連雀２丁目,1293,1073,1140,2213
上連雀３丁目,889,810,780,1590
上連雀４丁目,1719,1605,1591,3196
上連雀５丁目,1403,1377,1315,2692
上連雀６丁目,1476,1450,1576,3026
上連雀７丁目,1376,1408,1492,2900
上連雀８丁目,1436,1587,1677,3264
上連雀９丁目,1502,1609,1645,3254
小計,12775,12459,12655,25114
井口１丁目,1600,1766,1577,3343
井口２丁目,1077,1194,1282,2476
井口３丁目,908,947,1031,1978
井口４丁目,1360,1457,1419,2876
井口５丁目,472,484,540,1024
小計,5417,5848,5849,11697
深大寺１丁目,753,796,775,1571
深大寺２丁目,1966,2131,1949,4080
深大寺３丁目,1029,1037,985,2022
小計,3748,3964,3709,7673
野崎１丁目,516,518,519,1037
野崎２丁目,1160,1288,1164,2452
野崎３丁目,922,1004,961,1965
野崎４丁目,277,321,264,585
小計,2875,3131,2908,6039
大沢１丁目,1205,1387,1302,2689
大沢２丁目,878,950,911,1861
大沢３丁目,871,781,846,1627
大沢４丁目,1262,1337,1448,2785
大沢５丁目,836,1015,1019,2034
大沢６丁目,710,748,732,1480
小計,5762,6218,6258,12476
合計,87578,87169,89556,176725
平成22年９月１日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1533,1450,1540,2990
下連雀２丁目,1723,1637,1753,3390
下連雀３丁目,5473,4148,4884,9032
下連雀４丁目,3133,2812,2978,5790
下連雀５丁目,1529,1673,1983,3656
下連雀６丁目,1946,1932,1995,3927
下連雀７丁目,2371,2458,2651,5109
下連雀８丁目,1425,1586,1719,3305
下連雀９丁目,1739,2041,2163,4204
小計,20872,19737,21666,41403
牟礼１丁目,1038,985,996,1981
牟礼２丁目,1871,1766,1849,3615
牟礼３丁目,787,758,634,1392
牟礼４丁目,1466,1581,1659,3240
牟礼５丁目,1293,1320,1257,2577
牟礼６丁目,2294,2390,2383,4773
牟礼７丁目,807,876,860,1736
小計,9556,9676,9638,19314
井の頭１丁目,2578,2179,2384,4563
井の頭２丁目,2003,1570,1786,3356
井の頭３丁目,1178,1121,1170,2291
井の頭４丁目,1054,1032,999,2031
井の頭５丁目,1680,1602,1617,3219
小計,8493,7504,7956,15460
中原１丁目,2014,1928,2003,3931
中原２丁目,1352,1432,1420,2852
中原３丁目,1457,1504,1564,3068
中原４丁目,1859,2011,2128,4139
小計,6682,6875,7115,13990
北野１丁目,685,776,826,1602
北野２丁目,922,964,989,1953
北野３丁目,994,1194,1161,2355
北野４丁目,1003,1045,1007,2052
小計,3604,3979,3983,7962
新川１丁目,878,864,880,1744
新川２丁目,668,721,743,1464
新川３丁目,882,958,898,1856
新川４丁目,1535,1609,1680,3289
新川５丁目,1338,1262,1374,2636
新川６丁目,2518,2382,2229,4611
小計,7819,7796,7804,15600
上連雀１丁目,1688,1546,1444,2990
上連雀２丁目,1295,1073,1140,2213
上連雀３丁目,894,813,781,1594
上連雀４丁目,1720,1603,1592,3195
上連雀５丁目,1410,1381,1321,2702
上連雀６丁目,1471,1444,1579,3023
上連雀７丁目,1376,1409,1491,2900
上連雀８丁目,1432,1578,1677,3255
上連雀９丁目,1499,1608,1640,3248
小計,12785,12455,12665,25120
井口１丁目,1596,1763,1578,3341
井口２丁目,1079,1200,1285,2485
井口３丁目,910,943,1038,1981
井口４丁目,1357,1458,1420,2878
井口５丁目,474,488,542,1030
小計,5416,5852,5863,11715
深大寺１丁目,757,801,775,1576
深大寺２丁目,1963,2126,1947,4073
深大寺３丁目,1031,1034,989,2023
小計,3751,3961,3711,7672
野崎１丁目,521,522,526,1048
野崎２丁目,1165,1287,1165,2452
野崎３丁目,922,1006,960,1966
野崎４丁目,283,328,267,595
小計,2891,3143,2918,6061
大沢１丁目,1204,1387,1301,2688
大沢２丁目,875,947,911,1858
大沢３丁目,865,775,837,1612
大沢４丁目,1266,1346,1454,2800
大沢５丁目,832,1009,1013,2022
大沢６丁目,708,742,729,1471
小計,5750,6206,6245,12451
合計,87619,87184,89564,176748
平成22年８月１日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1541,1457,1545,3002
下連雀２丁目,1726,1639,1751,3390
下連雀３丁目,5476,4148,4891,9039
下連雀４丁目,3117,2798,2960,5758
下連雀５丁目,1538,1672,1988,3660
下連雀６丁目,1940,1930,1992,3922
下連雀７丁目,2365,2450,2637,5087
下連雀８丁目,1432,1594,1721,3315
下連雀９丁目,1739,2032,2154,4186
小計,20874,19720,21639,41359
牟礼１丁目,1046,990,998,1988
牟礼２丁目,1864,1760,1840,3600
牟礼３丁目,788,763,641,1404
牟礼４丁目,1459,1578,1647,3225
牟礼５丁目,1292,1317,1256,2573
牟礼６丁目,2292,2398,2384,4782
牟礼７丁目,807,876,853,1729
小計,9548,9682,9619,19301
井の頭１丁目,2570,2178,2372,4550
井の頭２丁目,2002,1575,1781,3356
井の頭３丁目,1189,1131,1180,2311
井の頭４丁目,1055,1035,997,2032
井の頭５丁目,1682,1603,1609,3212
小計,8498,7522,7939,15461
中原１丁目,2018,1929,2004,3933
中原２丁目,1358,1434,1421,2855
中原３丁目,1453,1501,1564,3065
中原４丁目,1853,2019,2126,4145
小計,6682,6883,7115,13998
北野１丁目,683,776,824,1600
北野２丁目,919,968,992,1960
北野３丁目,986,1183,1154,2337
北野４丁目,1001,1037,1004,2041
小計,3589,3964,3974,7938
新川１丁目,872,855,876,1731
新川２丁目,667,722,742,1464
新川３丁目,882,955,903,1858
新川４丁目,1539,1612,1687,3299
新川５丁目,1341,1265,1376,2641
新川６丁目,2526,2387,2228,4615
小計,7827,7796,7812,15608
上連雀１丁目,1698,1556,1451,3007
上連雀２丁目,1294,1066,1140,2206
上連雀３丁目,894,811,781,1592
上連雀４丁目,1725,1613,1591,3204
上連雀５丁目,1422,1388,1331,2719
上連雀６丁目,1470,1441,1579,3020
上連雀７丁目,1382,1418,1493,2911
上連雀８丁目,1426,1578,1674,3252
上連雀９丁目,1499,1605,1632,3237
小計,12810,12476,12672,25148
井口１丁目,1595,1765,1577,3342
井口２丁目,1082,1201,1286,2487
井口３丁目,907,940,1040,1980
井口４丁目,1360,1462,1422,2884
井口５丁目,477,489,544,1033
小計,5421,5857,5869,11726
深大寺１丁目,758,806,778,1584
深大寺２丁目,1947,2119,1946,4065
深大寺３丁目,1031,1034,987,2021
小計,3736,3959,3711,7670
野崎１丁目,527,528,530,1058
野崎２丁目,1163,1284,1162,2446
野崎３丁目,922,1001,956,1957
野崎４丁目,280,323,266,589
小計,2892,3136,2914,6050
大沢１丁目,1201,1387,1300,2687
大沢２丁目,872,942,908,1850
大沢３丁目,862,775,835,1610
大沢４丁目,1269,1351,1458,2809
大沢５丁目,828,1003,1010,2013
大沢６丁目,706,742,728,1470
小計,5738,6200,6239,12439
合計,87615,87195,89503,176698
平成22年７月１日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1536,1456,1540,2996
下連雀２丁目,1737,1645,1748,3393
下連雀３丁目,5476,4145,4889,9034
下連雀４丁目,3116,2791,2963,5754
下連雀５丁目,1541,1674,1986,3660
下連雀６丁目,1936,1918,1992,3910
下連雀７丁目,2385,2474,2637,5111
下連雀８丁目,1433,1592,1720,3312
下連雀９丁目,1743,2028,2159,4187
小計,20903,19723,21634,41357
牟礼１丁目,1050,990,1005,1995
牟礼２丁目,1870,1765,1844,3609
牟礼３丁目,788,767,638,1405
牟礼４丁目,1463,1585,1648,3233
牟礼５丁目,1290,1311,1258,2569
牟礼６丁目,2301,2405,2389,4794
牟礼７丁目,810,874,858,1732
小計,9572,9697,9640,19337
井の頭１丁目,2563,2175,2369,4544
井の頭２丁目,2000,1567,1787,3354
井の頭３丁目,1194,1134,1184,2318
井の頭４丁目,1057,1038,994,2032
井の頭５丁目,1685,1609,1610,3219
小計,8499,7523,7944,15467
中原１丁目,2011,1924,2005,3929
中原２丁目,1350,1425,1416,2841
中原３丁目,1443,1493,1553,3046
中原４丁目,1851,2015,2132,4147
小計,6655,6857,7106,13963
北野１丁目,684,774,826,1600
北野２丁目,920,969,987,1956
北野３丁目,992,1185,1164,2349
北野４丁目,999,1035,1006,2041
小計,3595,3963,3983,7946
新川１丁目,875,866,876,1742
新川２丁目,662,715,738,1453
新川３丁目,886,958,908,1866
新川４丁目,1538,1609,1687,3296
新川５丁目,1326,1261,1360,2621
新川６丁目,2536,2394,2234,4628
小計,7823,7803,7803,15606
上連雀１丁目,1709,1566,1457,3023
上連雀２丁目,1291,1070,1139,2209
上連雀３丁目,900,821,786,1607
上連雀４丁目,1720,1604,1583,3187
上連雀５丁目,1427,1390,1336,2726
上連雀６丁目,1479,1450,1585,3035
上連雀７丁目,1385,1429,1496,2925
上連雀８丁目,1432,1583,1681,3264
上連雀９丁目,1502,1614,1634,3248
小計,12845,12527,12697,25224
井口１丁目,1597,1772,1580,3352
井口２丁目,1084,1209,1291,2500
井口３丁目,907,946,1038,1984
井口４丁目,1366,1464,1426,2890
井口５丁目,478,493,545,1038
小計,5432,5884,5880,11764
深大寺１丁目,756,808,774,1582
深大寺２丁目,1950,2114,1948,4062
深大寺３丁目,1035,1040,988,2028
小計,3741,3962,3710,7672
野崎１丁目,528,527,530,1057
野崎２丁目,1154,1273,1152,2425
野崎３丁目,925,1002,961,1963
野崎４丁目,281,326,267,593
小計,2888,3128,2910,6038
大沢１丁目,1203,1389,1301,2690
大沢２丁目,871,941,907,1848
大沢３丁目,860,770,833,1603
大沢４丁目,1264,1344,1457,2801
大沢５丁目,832,1005,1015,2020
大沢６丁目,709,743,730,1473
小計,5739,6192,6243,12435
合計,87692,87259,89550,176809
平成22年６月１日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1537,1455,1545,3000
下連雀２丁目,1736,1638,1742,3380
下連雀３丁目,5475,4132,4881,9013
下連雀４丁目,3140,2787,2976,5763
下連雀５丁目,1539,1678,1990,3668
下連雀６丁目,1928,1908,1989,3897
下連雀７丁目,2393,2491,2647,5138
下連雀８丁目,1435,1593,1719,3312
下連雀９丁目,1745,2025,2157,4182
小計,20928,19707,21646,41353
牟礼１丁目,1055,995,1018,2013
牟礼２丁目,1874,1770,1842,3612
牟礼３丁目,785,764,638,1402
牟礼４丁目,1470,1587,1652,3239
牟礼５丁目,1290,1310,1258,2568
牟礼６丁目,2304,2411,2393,4804
牟礼７丁目,809,875,850,1725
小計,9587,9712,9651,19363
井の頭１丁目,2554,2168,2360,4528
井の頭２丁目,2001,1567,1788,3355
井の頭３丁目,1200,1141,1185,2326
井の頭４丁目,1069,1046,1004,2050
井の頭５丁目,1680,1608,1612,3220
小計,8504,7530,7949,15479
中原１丁目,2011,1927,2004,3931
中原２丁目,1348,1421,1417,2838
中原３丁目,1439,1491,1548,3039
中原４丁目,1851,2009,2137,4146
小計,6649,6848,7106,13954
北野１丁目,687,781,827,1608
北野２丁目,920,974,980,1954
北野３丁目,998,1191,1165,2356
北野４丁目,1000,1033,1003,2036
小計,3605,3979,3975,7954
新川１丁目,882,872,891,1763
新川２丁目,659,718,733,1451
新川３丁目,889,958,914,1872
新川４丁目,1540,1615,1698,3313
新川５丁目,1312,1252,1343,2595
新川６丁目,2550,2409,2237,4646
小計,7832,7824,7816,15640
上連雀１丁目,1721,1579,1461,3040
上連雀２丁目,1289,1069,1134,2203
上連雀３丁目,900,821,786,1607
上連雀４丁目,1724,1610,1586,3196
上連雀５丁目,1432,1396,1336,2732
上連雀６丁目,1468,1443,1573,3016
上連雀７丁目,1390,1430,1498,2928
上連雀８丁目,1435,1585,1682,3267
上連雀９丁目,1502,1616,1628,3244
小計,12861,12549,12684,25233
井口１丁目,1594,1766,1585,3351
井口２丁目,1084,1211,1289,2500
井口３丁目,909,945,1039,1984
井口４丁目,1368,1467,1421,2888
井口５丁目,476,494,545,1039
小計,5431,5883,5879,11762
深大寺１丁目,762,812,778,1590
深大寺２丁目,1948,2113,1943,4056
深大寺３丁目,1033,1040,982,2022
小計,3743,3965,3703,7668
野崎１丁目,524,524,525,1049
野崎２丁目,1154,1268,1156,2424
野崎３丁目,919,995,963,1958
野崎４丁目,284,330,269,599
小計,2881,3117,2913,6030
大沢１丁目,1209,1395,1306,2701
大沢２丁目,877,949,911,1860
大沢３丁目,861,767,839,1606
大沢４丁目,1263,1346,1460,2806
大沢５丁目,836,1009,1013,2022
大沢６丁目,715,748,731,1479
小計,5761,6214,6260,12474
合計,87782,87328,89582,176910
平成22年５月１日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1544,1463,1555,3018
下連雀２丁目,1737,1641,1734,3375
下連雀３丁目,5486,4146,4886,9032
下連雀４丁目,3144,2790,2977,5767
下連雀５丁目,1538,1674,1991,3665
下連雀６丁目,1921,1913,1972,3885
下連雀７丁目,2397,2494,2650,5144
下連雀８丁目,1427,1587,1723,3310
下連雀９丁目,1742,2024,2160,4184
小計,20936,19732,21648,41380
牟礼１丁目,1056,1001,1019,2020
牟礼２丁目,1865,1765,1834,3599
牟礼３丁目,777,756,635,1391
牟礼４丁目,1480,1589,1656,3245
牟礼５丁目,1303,1317,1273,2590
牟礼６丁目,2310,2417,2394,4811
牟礼７丁目,816,881,856,1737
小計,9607,9726,9667,19393
井の頭１丁目,2556,2167,2355,4522
井の頭２丁目,2004,1577,1788,3365
井の頭３丁目,1202,1144,1183,2327
井の頭４丁目,1075,1049,1011,2060
井の頭５丁目,1672,1602,1615,3217
小計,8509,7539,7952,15491
中原１丁目,2013,1928,2005,3933
中原２丁目,1348,1421,1413,2834
中原３丁目,1438,1491,1545,3036
中原４丁目,1851,2005,2145,4150
小計,6650,6845,7108,13953
北野１丁目,690,785,830,1615
北野２丁目,921,979,979,1958
北野３丁目,994,1187,1164,2351
北野４丁目,1010,1040,1008,2048
小計,3615,3991,3981,7972
新川１丁目,882,869,890,1759
新川２丁目,659,719,736,1455
新川３丁目,887,954,912,1866
新川４丁目,1543,1625,1699,3324
新川５丁目,1259,1249,1288,2537
新川６丁目,2549,2408,2248,4656
小計,7779,7824,7773,15597
上連雀１丁目,1715,1572,1461,3033
上連雀２丁目,1283,1069,1131,2200
上連雀３丁目,896,817,785,1602
上連雀４丁目,1721,1608,1580,3188
上連雀５丁目,1432,1394,1342,2736
上連雀６丁目,1465,1442,1568,3010
上連雀７丁目,1389,1430,1502,2932
上連雀８丁目,1435,1589,1687,3276
上連雀９丁目,1503,1619,1628,3247
小計,12839,12540,12684,25224
井口１丁目,1595,1765,1584,3349
井口２丁目,1084,1209,1285,2494
井口３丁目,913,948,1041,1989
井口４丁目,1370,1464,1421,2885
井口５丁目,481,501,545,1046
小計,5443,5887,5876,11763
深大寺１丁目,767,816,784,1600
深大寺２丁目,1946,2110,1944,4054
深大寺３丁目,1037,1042,982,2024
小計,3750,3968,3710,7678
野崎１丁目,531,525,534,1059
野崎２丁目,1156,1269,1160,2429
野崎３丁目,916,990,955,1945
野崎４丁目,288,336,268,604
小計,2891,3120,2917,6037
大沢１丁目,1206,1392,1304,2696
大沢２丁目,877,949,913,1862
大沢３丁目,865,777,842,1619
大沢４丁目,1267,1348,1464,2812
大沢５丁目,838,1015,1017,2032
大沢６丁目,718,752,733,1485
小計,5771,6233,6273,12506
合計,87790,87405,89589,176994
平成22年４月１日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1546,1464,1561,3025
下連雀２丁目,1731,1630,1734,3364
下連雀３丁目,5471,4143,4881,9024
下連雀４丁目,3143,2791,2978,5769
下連雀５丁目,1546,1682,1997,3679
下連雀６丁目,1874,1880,1929,3809
下連雀７丁目,2406,2506,2659,5165
下連雀８丁目,1433,1598,1734,3332
下連雀９丁目,1741,2036,2161,4197
小計,20891,19730,21634,41364
牟礼１丁目,1060,1000,1025,2025
牟礼２丁目,1852,1760,1831,3591
牟礼３丁目,770,750,635,1385
牟礼４丁目,1468,1580,1648,3228
牟礼５丁目,1307,1331,1266,2597
牟礼６丁目,2314,2422,2408,4830
牟礼７丁目,811,880,851,1731
小計,9582,9723,9664,19387
井の頭１丁目,2553,2170,2347,4517
井の頭２丁目,1987,1566,1783,3349
井の頭３丁目,1196,1148,1174,2322
井の頭４丁目,1074,1047,1009,2056
井の頭５丁目,1663,1600,1614,3214
小計,8473,7531,7927,15458
中原１丁目,2007,1923,2002,3925
中原２丁目,1344,1418,1412,2830
中原３丁目,1437,1487,1544,3031
中原４丁目,1852,2003,2153,4156
小計,6640,6831,7111,13942
北野１丁目,689,785,822,1607
北野２丁目,907,982,974,1956
北野３丁目,992,1186,1162,2348
北野４丁目,1002,1048,1002,2050
小計,3590,4001,3960,7961
新川１丁目,885,872,894,1766
新川２丁目,649,714,728,1442
新川３丁目,881,944,906,1850
新川４丁目,1544,1635,1694,3329
新川５丁目,1245,1241,1277,2518
新川６丁目,2477,2351,2242,4593
小計,7681,7757,7741,15498
上連雀１丁目,1718,1577,1462,3039
上連雀２丁目,1286,1073,1133,2206
上連雀３丁目,893,816,772,1588
上連雀４丁目,1720,1608,1576,3184
上連雀５丁目,1433,1402,1340,2742
上連雀６丁目,1482,1451,1579,3030
上連雀７丁目,1386,1425,1508,2933
上連雀８丁目,1435,1592,1684,3276
上連雀９丁目,1502,1627,1629,3256
小計,12855,12571,12683,25254
井口１丁目,1587,1760,1580,3340
井口２丁目,1087,1217,1288,2505
井口３丁目,912,950,1040,1990
井口４丁目,1361,1461,1420,2881
井口５丁目,482,502,545,1047
小計,5429,5890,5873,11763
深大寺１丁目,769,818,787,1605
深大寺２丁目,1961,2121,1962,4083
深大寺３丁目,1033,1034,974,2008
小計,3763,3973,3723,7696
野崎１丁目,533,530,533,1063
野崎２丁目,1151,1269,1152,2421
野崎３丁目,919,994,960,1954
野崎４丁目,290,334,266,600
小計,2893,3127,2911,6038
大沢１丁目,1210,1396,1313,2709
大沢２丁目,882,956,918,1874
大沢３丁目,784,752,788,1540
大沢４丁目,1270,1348,1467,2815
大沢５丁目,835,1015,1027,2042
大沢６丁目,707,747,732,1479
小計,5688,6214,6245,12459
合計,87485,87348,89472,176820
平成22年３月１日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1552,1471,1560,3031
下連雀２丁目,1727,1619,1742,3361
下連雀３丁目,5414,4119,4831,8950
下連雀４丁目,3156,2798,2988,5786
下連雀５丁目,1546,1682,2001,3683
下連雀６丁目,1837,1846,1908,3754
下連雀７丁目,2401,2495,2656,5151
下連雀８丁目,1422,1591,1723,3314
下連雀９丁目,1742,2037,2169,4206
小計,20797,19658,21578,41236
牟礼１丁目,1050,993,1022,2015
牟礼２丁目,1862,1764,1830,3594
牟礼３丁目,766,754,633,1387
牟礼４丁目,1458,1570,1636,3206
牟礼５丁目,1309,1340,1274,2614
牟礼６丁目,2283,2392,2417,4809
牟礼７丁目,808,880,853,1733
小計,9536,9693,9665,19358
井の頭１丁目,2542,2155,2344,4499
井の頭２丁目,1978,1548,1777,3325
井の頭３丁目,1187,1132,1170,2302
井の頭４丁目,1084,1053,1022,2075
井の頭５丁目,1664,1610,1626,3236
小計,8455,7498,7939,15437
中原１丁目,2004,1921,2008,3929
中原２丁目,1335,1418,1408,2826
中原３丁目,1434,1491,1550,3041
中原４丁目,1859,2011,2154,4165
小計,6632,6841,7120,13961
北野１丁目,703,790,839,1629
北野２丁目,916,990,981,1971
北野３丁目,985,1188,1159,2347
北野４丁目,1015,1057,1014,2071
小計,3619,4025,3993,8018
新川１丁目,889,877,898,1775
新川２丁目,640,709,716,1425
新川３丁目,891,949,909,1858
新川４丁目,1535,1631,1683,3314
新川５丁目,1245,1240,1273,2513
新川６丁目,2487,2390,2224,4614
小計,7687,7796,7703,15499
上連雀１丁目,1733,1599,1474,3073
上連雀２丁目,1281,1076,1129,2205
上連雀３丁目,882,817,762,1579
上連雀４丁目,1702,1599,1566,3165
上連雀５丁目,1427,1404,1333,2737
上連雀６丁目,1467,1439,1583,3022
上連雀７丁目,1386,1426,1507,2933
上連雀８丁目,1445,1602,1698,3300
上連雀９丁目,1499,1630,1633,3263
小計,12822,12592,12685,25277
井口１丁目,1595,1760,1588,3348
井口２丁目,1091,1222,1286,2508
井口３丁目,911,946,1034,1980
井口４丁目,1367,1465,1425,2890
井口５丁目,481,501,547,1048
小計,5445,5894,5880,11774
