平成26年12月１日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀７丁目,2317,2371,2603,4974
下連雀８丁目,1548,1764,1919,3683
下連雀９丁目,1993,2402,2576,4978
小計,21807,20675,22823,43498
牟礼１丁目,1075,985,1024,2009
牟礼２丁目,1971,1865,2011,3876
牟礼３丁目,779,771,634,1405
牟礼４丁目,1501,1572,1709,3281
牟礼５丁目,1316,1349,1309,2658
牟礼６丁目,2297,2431,2458,4889
牟礼７丁目,835,912,849,1761
小計,9774,9885,9994,19879
井の頭１丁目,2537,2124,2390,4514
井の頭２丁目,2077,1592,1815,3407
井の頭３丁目,1211,1097,1219,2316
井の頭４丁目,1091,1031,1016,2047
井の頭５丁目,1676,1624,1600,3224
小計,8592,7468,8040,15508
中原１丁目,2059,1943,2063,4006
中原２丁目,1350,1414,1462,2876
中原３丁目,1461,1520,1603,3123
中原４丁目,1898,2045,2133,4178
小計,6768,6922,7261,14183
北野１丁目,628,714,743,1457
北野２丁目,895,980,1015,1995
北野３丁目,975,1162,1135,2297
北野４丁目,1036,1029,1034,2063
小計,3534,3885,3927,7812
新川１丁目,859,831,862,1693
新川２丁目,667,733,744,1477
新川３丁目,997,1057,969,2026
新川４丁目,1503,1555,1649,3204
新川５丁目,1318,1204,1324,2528
新川６丁目,2652,2416,2217,4633
小計,7996,7796,7765,15561
上連雀１丁目,1696,1518,1443,2961
上連雀２丁目,1313,1069,1150,2219
上連雀３丁目,908,817,806,1623
上連雀４丁目,1705,1588,1610,3198
上連雀５丁目,1402,1371,1323,2694
上連雀６丁目,1502,1448,1608,3056
上連雀７丁目,1390,1397,1490,2887
上連雀８丁目,1488,1642,1741,3383
上連雀９丁目,1513,1639,1680,3319
小計,12917,12489,12851,25340
井口１丁目,1692,1854,1735,3589
井口２丁目,1072,1199,1288,2487
井口３丁目,959,984,1095,2079
井口４丁目,1398,1490,1456,2946
井口５丁目,462,447,524,971
小計,5583,5974,6098,12072
深大寺１丁目,794,836,829,1665
深大寺２丁目,2091,2231,1942,4173
深大寺３丁目,1044,1046,969,2015
小計,3929,4113,3740,7853
野崎１丁目,518,506,517,1023
野崎２丁目,1191,1273,1242,2515
野崎３丁目,913,1029,979,2008
野崎４丁目,305,340,261,601
小計,2927,3148,2999,6147
大沢１丁目,1310,1464,1413,2877
大沢２丁目,905,968,937,1905
大沢３丁目,991,837,943,1780
大沢４丁目,1339,1438,1534,2972
大沢５丁目,854,1019,1035,2054
大沢６丁目,762,797,791,1588
小計,6161,6523,6653,13176
合計,89988,88878,92151,181029
平成26年４月１日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1543,1445,1527,2972
下連雀２丁目,1785,1684,1801,3485
下連雀３丁目,5556,4260,4953,9213
下連雀４丁目,3234,2908,3162,6070
下連雀５丁目,1745,1782,2176,3958
下連雀６丁目,2062,2029,2126,4155
下連雀７丁目,2300,2361,2581,4942
下連雀８丁目,1548,1763,1926,3689
下連雀９丁目,1995,2397,2571,4968
小計,21768,20629,22823,43452
牟礼１丁目,1074,993,1032,2025
牟礼２丁目,1967,1863,2015,3878
牟礼３丁目,786,783,636,1419
牟礼４丁目,1494,1568,1704,3272
牟礼５丁目,1314,1354,1313,2667
牟礼６丁目,2238,2358,2374,4732
牟礼７丁目,836,911,859,1770
小計,9709,9830,9933,19763
井の頭１丁目,2529,2131,2380,4511
井の頭２丁目,2059,1591,1798,3389
井の頭３丁目,1212,1100,1217,2317
井の頭４丁目,1085,1026,1013,2039
井の頭５丁目,1660,1614,1597,3211
小計,8545,7462,8005,15467
中原１丁目,2037,1935,2042,3977
中原２丁目,1346,1411,1459,2870
中原３丁目,1461,1521,1603,3124
中原４丁目,1897,2042,2140,4182
小計,6741,6909,7244,14153
北野１丁目,627,716,742,1458
北野２丁目,902,983,1028,2011
北野３丁目,966,1153,1125,2278
北野４丁目,1042,1028,1038,2066
小計,3537,3880,3933,7813
新川１丁目,849,823,845,1668
新川２丁目,670,731,747,1478
新川３丁目,988,1051,965,2016
新川４丁目,1491,1547,1643,3190
新川５丁目,1312,1202,1322,2524
新川６丁目,2562,2335,2205,4540
小計,7872,7689,7727,15416
上連雀１丁目,1690,1510,1443,2953
上連雀２丁目,1318,1078,1152,2230
上連雀３丁目,907,811,800,1611
上連雀４丁目,1708,1593,1614,3207
上連雀５丁目,1406,1370,1326,2696
上連雀６丁目,1504,1454,1612,3066
上連雀７丁目,1378,1388,1485,2873
上連雀８丁目,1490,1652,1746,3398
上連雀９丁目,1500,1624,1666,3290
小計,12901,12480,12844,25324
井口１丁目,1676,1836,1711,3547
井口２丁目,1070,1195,1288,2483
井口３丁目,954,982,1086,2068
井口４丁目,1394,1486,1448,2934
井口５丁目,459,445,523,968
小計,5553,5944,6056,12000
深大寺１丁目,803,844,837,1681
深大寺２丁目,2085,2226,1935,4161
深大寺３丁目,1042,1048,966,2014
小計,3930,4118,3738,7856
野崎１丁目,524,509,522,1031
野崎２丁目,1185,1272,1231,2503
野崎３丁目,918,1030,981,2011
野崎４丁目,303,339,260,599
小計,2930,3150,2994,6144
大沢１丁目,1308,1459,1407,2866
大沢２丁目,904,967,935,1902
大沢３丁目,1001,842,949,1791
大沢４丁目,1339,1439,1537,2976
大沢５丁目,854,1022,1038,2060
大沢６丁目,754,798,789,1587
小計,6160,6527,6655,13182
合計,89646,88618,91952,180570
平成26年３月１日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1541,1450,1533,2983
下連雀２丁目,1780,1679,1799,3478
下連雀３丁目,5525,4265,4935,9200
下連雀４丁目,3220,2914,3145,6059
下連雀５丁目,1746,1788,2184,3972
下連雀６丁目,2062,2043,2135,4178
下連雀７丁目,2299,2361,2583,4944
下連雀８丁目,1538,1760,1911,3671
下連雀９丁目,1997,2404,2565,4969
小計,21708,20664,22790,43454
牟礼１丁目,1064,994,1034,2028
牟礼２丁目,1959,1863,1994,3857
牟礼３丁目,781,782,634,1416
牟礼４丁目,1493,1564,1698,3262
牟礼５丁目,1304,1346,1304,2650
牟礼６丁目,2161,2259,2302,4561
牟礼７丁目,842,920,868,1788
小計,9604,9728,9834,19562
井の頭１丁目,2531,2141,2377,4518
井の頭２丁目,2043,1584,1787,3371
井の頭３丁目,1216,1101,1222,2323
井の頭４丁目,1074,1015,1008,2023
井の頭５丁目,1650,1593,1584,3177
小計,8514,7434,7978,15412
中原１丁目,2024,1927,2031,3958
中原２丁目,1349,1408,1464,2872
中原３丁目,1454,1525,1604,3129
中原４丁目,1894,2035,2141,4176
小計,6721,6895,7240,14135
北野１丁目,638,719,756,1475
北野２丁目,911,992,1031,2023
北野３丁目,961,1159,1119,2278
北野４丁目,1046,1032,1042,2074
小計,3556,3902,3948,7850
新川１丁目,838,818,837,1655
新川２丁目,659,723,737,1460
新川３丁目,982,1053,962,2015
新川４丁目,1486,1540,1630,3170
新川５丁目,1313,1202,1326,2528
新川６丁目,2564,2377,2181,4558
小計,7842,7713,7673,15386
上連雀１丁目,1669,1502,1439,2941
上連雀２丁目,1307,1072,1140,2212
上連雀３丁目,898,813,796,1609
上連雀４丁目,1701,1597,1608,3205
上連雀５丁目,1410,1373,1331,2704
上連雀６丁目,1492,1446,1609,3055
上連雀７丁目,1364,1381,1495,2876
上連雀８丁目,1487,1658,1746,3404
上連雀９丁目,1508,1639,1672,3311
小計,12836,12481,12836,25317
井口１丁目,1629,1771,1653,3424
井口２丁目,1061,1188,1284,2472
井口３丁目,938,969,1070,2039
井口４丁目,1382,1484,1434,2918
