平成23年12月１日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
深大寺２丁目,1912,2079,1915,3994
深大寺３丁目,1020,1048,974,2022
小計,3685,3919,3676,7595
野崎１丁目,517,505,516,1021
野崎２丁目,1136,1230,1156,2386
野崎３丁目,918,1008,970,1978
野崎４丁目,280,320,255,575
小計,2851,3063,2897,5960
大沢１丁目,1257,1427,1341,2768
大沢２丁目,875,958,914,1872
大沢３丁目,983,829,921,1750
大沢４丁目,1261,1334,1437,2771
大沢５丁目,847,1018,1026,2044
大沢６丁目,731,770,746,1516
小計,5954,6336,6385,12721
合計,87563,87041,89830,176871
平成23年11月１日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1545,1468,1551,3019
下連雀２丁目,1740,1648,1762,3410
下連雀３丁目,5451,4163,4870,9033
下連雀４丁目,3164,2871,3018,5889
下連雀５丁目,1551,1675,2019,3694
下連雀６丁目,1986,1980,2067,4047
下連雀７丁目,2327,2415,2615,5030
下連雀８丁目,1411,1595,1716,3311
下連雀９丁目,1877,2216,2373,4589
小計,21052,20031,21991,42022
牟礼１丁目,1044,985,1007,1992
牟礼２丁目,1855,1751,1875,3626
牟礼３丁目,789,770,634,1404
牟礼４丁目,1443,1547,1648,3195
牟礼５丁目,1254,1290,1249,2539
牟礼６丁目,2242,2351,2336,4687
牟礼７丁目,794,859,848,1707
小計,9421,9553,9597,19150
井の頭１丁目,2525,2136,2351,4487
井の頭２丁目,2001,1559,1777,3336
井の頭３丁目,1156,1080,1172,2252
井の頭４丁目,1061,1017,1004,2021
井の頭５丁目,1639,1546,1578,3124
小計,8382,7338,7882,15220
中原１丁目,2023,1949,2000,3949
中原２丁目,1334,1406,1425,2831
中原３丁目,1447,1501,1554,3055
中原４丁目,1853,2019,2136,4155
小計,6657,6875,7115,13990
北野１丁目,697,768,828,1596
北野２丁目,944,974,1031,2005
北野３丁目,991,1192,1154,2346
北野４丁目,1055,1076,1055,2131
小計,3687,4010,4068,8078
新川１丁目,867,847,867,1714
新川２丁目,680,727,734,1461
新川３丁目,889,959,905,1864
新川４丁目,1501,1564,1644,3208
新川５丁目,1322,1249,1350,2599
新川６丁目,2559,2409,2204,4613
小計,7818,7755,7704,15459
上連雀１丁目,1670,1532,1448,2980
上連雀２丁目,1264,1038,1125,2163
上連雀３丁目,864,786,749,1535
上連雀４丁目,1703,1589,1577,3166
上連雀５丁目,1394,1352,1305,2657
上連雀６丁目,1483,1463,1613,3076
上連雀７丁目,1337,1371,1455,2826
上連雀８丁目,1433,1580,1662,3242
上連雀９丁目,1511,1613,1642,3255
小計,12659,12324,12576,24900
井口１丁目,1615,1791,1613,3404
井口２丁目,1073,1193,1280,2473
井口３丁目,924,954,1037,1991
井口４丁目,1353,1448,1423,2871
井口５丁目,466,478,539,1017
小計,5431,5864,5892,11756
深大寺１丁目,752,791,787,1578
深大寺２丁目,1912,2077,1912,3989
深大寺３丁目,1020,1048,977,2025
小計,3684,3916,3676,7592
野崎１丁目,520,504,518,1022
野崎２丁目,1140,1242,1153,2395
野崎３丁目,918,1006,958,1964
野崎４丁目,281,321,256,577
小計,2859,3073,2885,5958
大沢１丁目,1253,1424,1337,2761
大沢２丁目,877,959,918,1877
大沢３丁目,988,829,927,1756
大沢４丁目,1254,1327,1430,2757
大沢５丁目,847,1020,1029,2049
大沢６丁目,730,767,745,1512
小計,5949,6326,6386,12712
合計,87599,87065,89772,176837
平成23年10月１日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1541,1463,1545,3008
下連雀２丁目,1725,1644,1745,3389
下連雀３丁目,5458,4170,4885,9055
下連雀４丁目,3163,2870,3017,5887
下連雀５丁目,1540,1670,2002,3672
下連雀６丁目,1977,1974,2059,4033
下連雀７丁目,2327,2406,2610,5016
下連雀８丁目,1413,1596,1716,3312
下連雀９丁目,1849,2175,2315,4490
小計,20993,19968,21894,41862
牟礼１丁目,1043,976,1000,1976
牟礼２丁目,1865,1757,1879,3636
牟礼３丁目,798,775,636,1411
牟礼４丁目,1438,1544,1642,3186
牟礼５丁目,1260,1290,1249,2539
牟礼６丁目,2249,2357,2349,4706
牟礼７丁目,791,849,836,1685
小計,9444,9548,9591,19139
井の頭１丁目,2543,2156,2355,4511
井の頭２丁目,2006,1563,1786,3349
井の頭３丁目,1161,1083,1175,2258
井の頭４丁目,1057,1019,1002,2021
井の頭５丁目,1641,1544,1583,3127
小計,8408,7365,7901,15266
中原１丁目,2023,1946,2000,3946
中原２丁目,1326,1399,1416,2815
中原３丁目,1451,1498,1553,3051
中原４丁目,1859,2025,2141,4166
小計,6659,6868,7110,13978
北野１丁目,701,770,833,1603
北野２丁目,942,972,1024,1996
北野３丁目,996,1196,1163,2359
北野４丁目,1056,1075,1053,2128
小計,3695,4013,4073,8086
新川１丁目,874,852,877,1729
新川２丁目,679,724,734,1458
新川３丁目,893,962,901,1863
新川４丁目,1517,1577,1651,3228
新川５丁目,1322,1245,1354,2599
新川６丁目,2556,2409,2214,4623
小計,7841,7769,7731,15500
上連雀１丁目,1674,1531,1456,2987
上連雀２丁目,1267,1038,1128,2166
上連雀３丁目,858,782,746,1528
上連雀４丁目,1709,1595,1587,3182
上連雀５丁目,1394,1357,1305,2662
上連雀６丁目,1482,1463,1610,3073
上連雀７丁目,1347,1382,1461,2843
上連雀８丁目,1439,1595,1676,3271
上連雀９丁目,1510,1609,1642,3251
小計,12680,12352,12611,24963
井口１丁目,1613,1784,1618,3402
井口２丁目,1071,1191,1286,2477
井口３丁目,924,950,1041,1991
井口４丁目,1358,1453,1421,2874
井口５丁目,467,477,540,1017
小計,5433,5855,5906,11761
深大寺１丁目,758,798,790,1588
深大寺２丁目,1924,2092,1919,4011
深大寺３丁目,1021,1050,978,2028
小計,3703,3940,3687,7627
野崎１丁目,520,504,516,1020
野崎２丁目,1149,1252,1153,2405
野崎３丁目,914,1000,955,1955
野崎４丁目,278,317,256,573
小計,2861,3073,2880,5953
大沢１丁目,1250,1428,1334,2762
大沢２丁目,877,958,915,1873
大沢３丁目,989,825,929,1754
大沢４丁目,1246,1319,1423,2742
大沢５丁目,848,1021,1028,2049
大沢６丁目,730,769,742,1511
小計,5940,6320,6371,12691
合計,87657,87071,89755,176826
平成23年９月１日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1543,1466,1545,3011
下連雀２丁目,1720,1638,1741,3379
下連雀３丁目,5464,4167,4891,9058
下連雀４丁目,3164,2871,3019,5890
下連雀５丁目,1540,1676,2003,3679
下連雀６丁目,1968,1964,2047,4011
下連雀７丁目,2326,2413,2605,5018
下連雀８丁目,1413,1591,1714,3305
下連雀９丁目,1786,2090,2231,4321
小計,20924,19876,21796,41672
牟礼１丁目,1042,975,1003,1978
牟礼２丁目,1869,1755,1871,3626
牟礼３丁目,791,771,627,1398
牟礼４丁目,1448,1546,1648,3194
牟礼５丁目,1266,1294,1248,2542
牟礼６丁目,2257,2361,2354,4715
牟礼７丁目,796,856,837,1693
小計,9469,9558,9588,19146
井の頭１丁目,2550,2169,2355,4524
井の頭２丁目,2008,1562,1791,3353
井の頭３丁目,1154,1074,1169,2243
井の頭４丁目,1057,1021,1000,2021
井の頭５丁目,1639,1545,1588,3133
小計,8408,7371,7903,15274
中原１丁目,2025,1952,2001,3953
中原２丁目,1328,1400,1416,2816
中原３丁目,1455,1494,1559,3053
中原４丁目,1867,2029,2141,4170
小計,6675,6875,7117,13992
北野１丁目,703,772,839,1611
北野２丁目,944,969,1024,1993
北野３丁目,990,1196,1164,2360
北野４丁目,1060,1076,1056,2132
小計,3697,4013,4083,8096
新川１丁目,874,853,876,1729
新川２丁目,680,723,738,1461
新川３丁目,893,962,899,1861
新川４丁目,1516,1577,1648,3225
新川５丁目,1318,1249,1349,2598
新川６丁目,2559,2406,2226,4632
小計,7840,7770,7736,15506
上連雀１丁目,1691,1543,1470,3013
上連雀２丁目,1260,1030,1121,2151
上連雀３丁目,862,789,750,1539
上連雀４丁目,1704,1596,1585,3181
上連雀５丁目,1401,1368,1316,2684
上連雀６丁目,1485,1471,1612,3083
上連雀７丁目,1348,1381,1460,2841
上連雀８丁目,1439,1586,1682,3268
上連雀９丁目,1516,1610,1640,3250
小計,12706,12374,12636,25010
井口１丁目,1590,1757,1585,3342
井口２丁目,1074,1194,1292,2486
井口３丁目,921,949,1033,1982
井口４丁目,1360,1453,1420,2873
井口５丁目,463,475,536,1011
小計,5408,5828,5866,11694
深大寺１丁目,761,802,792,1594
深大寺２丁目,1946,2118,1919,4037
深大寺３丁目,1026,1051,978,2029
小計,3733,3971,3689,7660
野崎１丁目,526,512,528,1040
野崎２丁目,1162,1272,1164,2436
野崎３丁目,913,1000,957,1957
野崎４丁目,274,313,257,570
小計,2875,3097,2906,6003
大沢１丁目,1255,1431,1339,2770
大沢２丁目,881,963,915,1878
大沢３丁目,970,814,915,1729
大沢４丁目,1247,1317,1423,2740
大沢５丁目,848,1019,1032,2051
大沢６丁目,733,774,745,1519
小計,5934,6318,6369,12687
合計,87669,87051,89689,176740
平成23年８月１日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1540,1468,1544,3012
下連雀２丁目,1720,1637,1742,3379
下連雀３丁目,5453,4153,4889,9042
下連雀４丁目,3163,2869,3018,5887
下連雀５丁目,1534,1670,1996,3666
下連雀６丁目,1956,1950,2037,3987
下連雀７丁目,2326,2411,2608,5019
下連雀８丁目,1415,1596,1712,3308
下連雀９丁目,1755,2053,2195,4248
小計,20862,19807,21741,41548
牟礼１丁目,1043,982,1003,1985
牟礼２丁目,1874,1766,1876,3642
牟礼３丁目,800,777,633,1410
牟礼４丁目,1454,1546,1649,3195
牟礼５丁目,1266,1293,1248,2541
牟礼６丁目,2258,2365,2364,4729
牟礼７丁目,804,865,848,1713
小計,9499,9594,9621,19215
井の頭１丁目,2557,2160,2361,4521
井の頭２丁目,2004,1558,1792,3350
井の頭３丁目,1158,1083,1163,2246
井の頭４丁目,1055,1022,999,2021
井の頭５丁目,1632,1541,1585,3126
小計,8406,7364,7900,15264
中原１丁目,2026,1944,2006,3950
中原２丁目,1323,1393,1414,2807
中原３丁目,1461,1506,1566,3072
中原４丁目,1865,2030,2143,4173
小計,6675,6873,7129,14002
北野１丁目,702,774,843,1617
北野２丁目,943,968,1019,1987
北野３丁目,994,1197,1164,2361
北野４丁目,1050,1071,1053,2124
小計,3689,4010,4079,8089
新川１丁目,875,852,878,1730
新川２丁目,680,724,740,1464
新川３丁目,890,962,898,1860
新川４丁目,1518,1584,1649,3233
新川５丁目,1320,1249,1354,2603
新川６丁目,2556,2404,2229,4633
小計,7839,7775,7748,15523
上連雀１丁目,1690,1533,1466,2999
上連雀２丁目,1266,1039,1124,2163
上連雀３丁目,864,792,749,1541
上連雀４丁目,1712,1604,1588,3192
上連雀５丁目,1402,1374,1318,2692
上連雀６丁目,1488,1471,1610,3081
上連雀７丁目,1353,1384,1460,2844
上連雀８丁目,1437,1590,1679,3269
上連雀９丁目,1513,1610,1643,3253
小計,12725,12397,12637,25034
井口１丁目,1577,1743,1555,3298
井口２丁目,1074,1195,1291,2486
井口３丁目,918,944,1032,1976
井口４丁目,1360,1452,1425,2877
井口５丁目,464,473,536,1009
小計,5393,5807,5839,11646
深大寺１丁目,754,795,786,1581
深大寺２丁目,1953,2128,1931,4059
深大寺３丁目,1026,1050,979,2029
小計,3733,3973,3696,7669
野崎１丁目,529,518,531,1049
野崎２丁目,1165,1271,1165,2436
野崎３丁目,905,990,954,1944
野崎４丁目,275,312,256,568
小計,2874,3091,2906,5997
大沢１丁目,1254,1430,1336,2766
大沢２丁目,881,962,914,1876
大沢３丁目,965,816,911,1727
大沢４丁目,1250,1323,1426,2749
大沢５丁目,842,1014,1027,2041
大沢６丁目,732,768,745,1513
小計,5924,6313,6359,12672
合計,87619,87004,89655,176659
平成23年７月１日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1545,1477,1551,3028
下連雀２丁目,1719,1631,1745,3376
下連雀３丁目,5469,4171,4893,9064
下連雀４丁目,3160,2858,3023,5881
下連雀５丁目,1531,1667,1995,3662
下連雀６丁目,1951,1948,2026,3974
下連雀７丁目,2321,2410,2608,5018
下連雀８丁目,1419,1590,1719,3309
下連雀９丁目,1754,2053,2193,4246
小計,20869,19805,21753,41558
牟礼１丁目,1038,978,998,1976
牟礼２丁目,1877,1766,1874,3640
牟礼３丁目,801,772,637,1409
牟礼４丁目,1455,1549,1646,3195
牟礼５丁目,1262,1289,1246,2535
牟礼６丁目,2256,2363,2355,4718
牟礼７丁目,815,879,869,1748
小計,9504,9596,9625,19221
井の頭１丁目,2554,2150,2368,4518
井の頭２丁目,2004,1554,1801,3355
井の頭３丁目,1160,1086,1164,2250
井の頭４丁目,1053,1027,994,2021
井の頭５丁目,1641,1553,1594,3147
小計,8412,7370,7921,15291
中原１丁目,2015,1931,1999,3930
中原２丁目,1312,1391,1396,2787
中原３丁目,1459,1504,1560,3064
中原４丁目,1870,2032,2148,4180
小計,6656,6858,7103,13961
北野１丁目,702,775,845,1620
北野２丁目,945,971,1014,1985
北野３丁目,993,1195,1163,2358
北野４丁目,1049,1069,1054,2123
小計,3689,4010,4076,8086
新川１丁目,870,856,877,1733
新川２丁目,679,725,742,1467
新川３丁目,887,961,896,1857
新川４丁目,1529,1597,1660,3257
新川５丁目,1329,1255,1363,2618
新川６丁目,2567,2406,2237,4643
小計,7861,7800,7775,15575
上連雀１丁目,1687,1534,1463,2997
上連雀２丁目,1272,1041,1127,2168
上連雀３丁目,867,797,755,1552
上連雀４丁目,1703,1601,1577,3178
上連雀５丁目,1407,1379,1326,2705
上連雀６丁目,1478,1465,1602,3067
上連雀７丁目,1356,1392,1465,2857
上連雀８丁目,1440,1593,1679,3272
上連雀９丁目,1512,1608,1635,3243
小計,12722,12410,12629,25039
井口１丁目,1580,1747,1564,3311
井口２丁目,1078,1201,1302,2503
井口３丁目,912,943,1025,1968
井口４丁目,1357,1452,1422,2874
井口５丁目,465,476,535,1011
小計,5392,5819,5848,11667
深大寺１丁目,755,796,787,1583
深大寺２丁目,1964,2141,1946,4087
深大寺３丁目,1035,1056,979,2035
小計,3754,3993,3712,7705
野崎１丁目,529,516,528,1044
野崎２丁目,1163,1269,1165,2434
野崎３丁目,906,989,952,1941
野崎４丁目,275,311,257,568
小計,2873,3085,2902,5987
大沢１丁目,1249,1427,1335,2762
大沢２丁目,888,965,918,1883
大沢３丁目,964,815,907,1722
大沢４丁目,1260,1328,1437,2765
大沢５丁目,844,1014,1027,2041
大沢６丁目,732,766,748,1514
小計,5937,6315,6372,12687
合計,87669,87061,89716,176777
平成23年６月１日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1541,1470,1548,3018
下連雀２丁目,1717,1625,1745,3370
下連雀３丁目,5482,4170,4890,9060
下連雀４丁目,3144,2851,3010,5861
下連雀５丁目,1528,1667,1993,3660
下連雀６丁目,1945,1943,2017,3960
下連雀７丁目,2326,2415,2613,5028
下連雀８丁目,1419,1586,1717,3303
下連雀９丁目,1748,2049,2177,4226
小計,20850,19776,21710,41486
牟礼１丁目,1044,982,998,1980
牟礼２丁目,1877,1771,1872,3643
牟礼３丁目,800,772,635,1407
牟礼４丁目,1465,1555,1651,3206
牟礼５丁目,1258,1286,1242,2528
牟礼６丁目,2262,2363,2347,4710
牟礼７丁目,824,884,873,1757
小計,9530,9613,9618,19231
井の頭１丁目,2564,2152,2379,4531
井の頭２丁目,2007,1555,1805,3360
井の頭３丁目,1161,1090,1168,2258
井の頭４丁目,1049,1022,994,2016
井の頭５丁目,1647,1561,1595,3156
小計,8428,7380,7941,15321
中原１丁目,2018,1934,1999,3933
中原２丁目,1321,1395,1400,2795
中原３丁目,1461,1503,1560,3063
中原４丁目,1868,2032,2148,4180
小計,6668,6864,7107,13971
北野１丁目,699,777,846,1623
北野２丁目,947,973,1019,1992
北野３丁目,995,1196,1169,2365
北野４丁目,1044,1065,1051,2116
小計,3685,4011,4085,8096
新川１丁目,868,854,876,1730
新川２丁目,680,727,744,1471
新川３丁目,885,961,897,1858
新川４丁目,1533,1599,1663,3262
新川５丁目,1325,1254,1361,2615
新川６丁目,2580,2411,2245,4656
小計,7871,7806,7786,15592
上連雀１丁目,1686,1533,1460,2993
上連雀２丁目,1272,1038,1131,2169
上連雀３丁目,868,797,756,1553
上連雀４丁目,1709,1608,1584,3192
上連雀５丁目,1401,1374,1321,2695
上連雀６丁目,1476,1460,1598,3058
上連雀７丁目,1363,1395,1468,2863
上連雀８丁目,1437,1591,1674,3265
上連雀９丁目,1520,1618,1642,3260
小計,12732,12414,12634,25048
井口１丁目,1581,1745,1558,3303
井口２丁目,1080,1202,1302,2504
井口３丁目,910,939,1023,1962
井口４丁目,1356,1450,1418,2868
井口５丁目,463,475,528,1003
小計,5390,5811,5829,11640
深大寺１丁目,753,792,780,1572
深大寺２丁目,1973,2149,1955,4104
深大寺３丁目,1035,1053,979,2032
小計,3761,3994,3714,7708
野崎１丁目,528,516,527,1043
野崎２丁目,1156,1257,1158,2415
野崎３丁目,913,990,957,1947
野崎４丁目,278,317,260,577
小計,2875,3080,2902,5982
大沢１丁目,1252,1427,1337,2764
大沢２丁目,884,959,915,1874
大沢３丁目,967,810,912,1722
大沢４丁目,1261,1327,1437,2764
大沢５丁目,842,1014,1026,2040
大沢６丁目,731,765,744,1509
小計,5937,6302,6371,12673
合計,87727,87051,89697,176748
平成23年５月１日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1550,1477,1554,3031
下連雀２丁目,1723,1626,1741,3367
下連雀３丁目,5456,4163,4864,9027
下連雀４丁目,3157,2861,3024,5885
下連雀５丁目,1532,1669,1991,3660
下連雀６丁目,1944,1937,2015,3952
下連雀７丁目,2328,2415,2614,5029
下連雀８丁目,1420,1584,1719,3303
下連雀９丁目,1749,2043,2175,4218
小計,20859,19775,21697,41472
牟礼１丁目,1045,986,992,1978
牟礼２丁目,1880,1777,1876,3653
牟礼３丁目,800,767,636,1403
牟礼４丁目,1464,1549,1650,3199
牟礼５丁目,1265,1298,1246,2544
牟礼６丁目,2267,2364,2351,4715
牟礼７丁目,826,882,873,1755
小計,9547,9623,9624,19247
井の頭１丁目,2564,2162,2374,4536
井の頭２丁目,2002,1566,1797,3363
井の頭３丁目,1168,1102,1169,2271
井の頭４丁目,1053,1026,1001,2027
井の頭５丁目,1653,1567,1603,3170
小計,8440,7423,7944,15367
中原１丁目,2013,1929,1993,3922
中原２丁目,1325,1397,1404,2801
中原３丁目,1461,1506,1560,3066
中原４丁目,1871,2025,2153,4178
小計,6670,6857,7110,13967
北野１丁目,697,775,841,1616
北野２丁目,947,981,1020,2001
北野３丁目,990,1191,1171,2362
北野４丁目,1040,1072,1046,2118
小計,3674,4019,4078,8097
新川１丁目,861,853,869,1722
新川２丁目,676,721,741,1462
新川３丁目,877,947,889,1836
新川４丁目,1534,1604,1664,3268
新川５丁目,1325,1255,1361,2616
新川６丁目,2578,2405,2251,4656
小計,7851,7785,7775,15560
上連雀１丁目,1696,1537,1471,3008
上連雀２丁目,1273,1038,1132,2170
上連雀３丁目,874,800,758,1558
上連雀４丁目,1703,1598,1575,3173
上連雀５丁目,1404,1374,1321,2695
上連雀６丁目,1479,1464,1603,3067
上連雀７丁目,1368,1400,1470,2870
上連雀８丁目,1430,1590,1672,3262
上連雀９丁目,1525,1619,1643,3262
小計,12752,12420,12645,25065
井口１丁目,1586,1748,1567,3315
井口２丁目,1077,1198,1298,2496
井口３丁目,908,939,1021,1960
井口４丁目,1361,1453,1428,2881
井口５丁目,462,474,529,1003
小計,5394,5812,5843,11655
深大寺１丁目,752,791,776,1567
深大寺２丁目,1983,2157,1953,4110
深大寺３丁目,1039,1059,983,2042
小計,3774,4007,3712,7719
野崎１丁目,529,517,525,1042
野崎２丁目,1135,1241,1155,2396
野崎３丁目,920,994,962,1956
野崎４丁目,278,318,262,580
小計,2862,3070,2904,5974
大沢１丁目,1242,1420,1332,2752
大沢２丁目,883,958,915,1873
大沢３丁目,963,809,911,1720
大沢４丁目,1257,1327,1439,2766
大沢５丁目,839,1014,1027,2041
大沢６丁目,734,767,749,1516
小計,5918,6295,6373,12668
合計,87741,87086,89705,176791
平成23年４月１日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1552,1476,1554,3030
下連雀２丁目,1723,1630,1741,3371
下連雀３丁目,5448,4155,4847,9002
下連雀４丁目,3156,2866,3024,5890
下連雀５丁目,1530,1662,1995,3657
下連雀６丁目,1947,1943,2018,3961
下連雀７丁目,2329,2408,2604,5012
下連雀８丁目,1415,1575,1709,3284
下連雀９丁目,1746,2038,2176,4214
小計,20846,19753,21668,41421
牟礼１丁目,1049,993,999,1992
牟礼２丁目,1876,1770,1879,3649
牟礼３丁目,787,756,632,1388
牟礼４丁目,1465,1568,1643,3211
牟礼５丁目,1267,1303,1248,2551
牟礼６丁目,2265,2366,2349,4715
牟礼７丁目,821,881,866,1747
小計,9530,9637,9616,19253
井の頭１丁目,2553,2159,2368,4527
井の頭２丁目,2001,1569,1793,3362
井の頭３丁目,1168,1104,1165,2269
井の頭４丁目,1055,1029,1006,2035
井の頭５丁目,1652,1571,1600,3171
小計,8429,7432,7932,15364
中原１丁目,2013,1926,1999,3925
中原２丁目,1315,1387,1393,2780
中原３丁目,1451,1488,1552,3040
中原４丁目,1873,2026,2149,4175
小計,6652,6827,7093,13920
北野１丁目,697,773,843,1616
北野２丁目,942,981,1015,1996
北野３丁目,982,1190,1159,2349
北野４丁目,1034,1070,1042,2112
小計,3655,4014,4059,8073
新川１丁目,858,857,866,1723
新川２丁目,674,722,740,1462
新川３丁目,877,946,885,1831
新川４丁目,1534,1608,1667,3275
新川５丁目,1317,1251,1354,2605
新川６丁目,2474,2336,2227,4563
小計,7734,7720,7739,15459
上連雀１丁目,1685,1538,1462,3000
上連雀２丁目,1277,1045,1132,2177
上連雀３丁目,876,805,765,1570
上連雀４丁目,1702,1597,1576,3173
上連雀５丁目,1408,1379,1318,2697
上連雀６丁目,1477,1465,1603,3068
上連雀７丁目,1374,1406,1478,2884
上連雀８丁目,1436,1595,1669,3264
上連雀９丁目,1521,1617,1645,3262
小計,12756,12447,12648,25095
井口１丁目,1578,1749,1573,3322
井口２丁目,1069,1188,1288,2476
井口３丁目,904,938,1026,1964
井口４丁目,1361,1459,1426,2885
井口５丁目,469,480,530,1010
小計,5381,5814,5843,11657
深大寺１丁目,754,794,777,1571
深大寺２丁目,1978,2150,1946,4096
深大寺３丁目,1028,1046,978,2024
小計,3760,3990,3701,7691
野崎１丁目,524,519,525,1044
野崎２丁目,1146,1255,1165,2420
野崎３丁目,925,1002,968,1970
野崎４丁目,273,315,260,575
小計,2868,3091,2918,6009
大沢１丁目,1234,1412,1323,2735
大沢２丁目,877,953,916,1869
大沢３丁目,849,776,825,1601
大沢４丁目,1253,1324,1437,2761
大沢５丁目,837,1020,1024,2044
大沢６丁目,732,764,746,1510
小計,5782,6249,6271,12520
合計,87393,86974,89488,176462
平成23年３月１日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1540,1454,1548,3002
下連雀２丁目,1710,1627,1732,3359
下連雀３丁目,5432,4155,4838,8993
下連雀４丁目,3156,2850,3023,5873
下連雀５丁目,1524,1660,1979,3639
下連雀６丁目,1949,1942,2023,3965
下連雀７丁目,2326,2399,2610,5009
下連雀８丁目,1421,1575,1707,3282
下連雀９丁目,1746,2038,2168,4206
小計,20804,19700,21628,41328
牟礼１丁目,1047,995,1006,2001
牟礼２丁目,1862,1753,1864,3617
牟礼３丁目,773,748,632,1380
牟礼４丁目,1465,1581,1644,3225
牟礼５丁目,1265,1301,1238,2539
牟礼６丁目,2238,2338,2364,4702
牟礼７丁目,813,878,861,1739
小計,9463,9594,9609,19203
井の頭１丁目,2542,2158,2354,4512
井の頭２丁目,1997,1571,1778,3349
井の頭３丁目,1178,1112,1175,2287
井の頭４丁目,1053,1029,999,2028
井の頭５丁目,1667,1579,1614,3193
小計,8437,7449,7920,15369
中原１丁目,2007,1921,1996,3917
中原２丁目,1322,1396,1405,2801
中原３丁目,1446,1490,1557,3047
中原４丁目,1874,2028,2150,4178
小計,6649,6835,7108,13943
北野１丁目,694,774,839,1613
北野２丁目,932,978,1011,1989
北野３丁目,993,1195,1168,2363
北野４丁目,1024,1062,1030,2092
小計,3643,4009,4048,8057
新川１丁目,867,863,872,1735
新川２丁目,674,725,742,1467
新川３丁目,872,949,881,1830
新川４丁目,1537,1621,1669,3290
新川５丁目,1317,1250,1350,2600
新川６丁目,2441,2347,2200,4547
小計,7708,7755,7714,15469
上連雀１丁目,1687,1549,1461,3010
上連雀２丁目,1285,1055,1136,2191
上連雀３丁目,876,803,772,1575
上連雀４丁目,1686,1593,1567,3160
上連雀５丁目,1399,1369,1310,2679
上連雀６丁目,1474,1453,1601,3054
上連雀７丁目,1368,1407,1480,2887
上連雀８丁目,1430,1588,1665,3253
上連雀９丁目,1511,1604,1636,3240
小計,12716,12421,12628,25049
井口１丁目,1575,1747,1577,3324
井口２丁目,1067,1187,1284,2471
井口３丁目,905,944,1025,1969
井口４丁目,1365,1461,1434,2895
井口５丁目,475,488,535,1023
小計,5387,5827,5855,11682
