平成25年12月１日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
井口５丁目,474,466,541,1007
小計,5505,5909,5982,11891
深大寺１丁目,782,817,814,1631
深大寺２丁目,1983,2135,1946,4081
深大寺３丁目,1044,1069,972,2041
小計,3809,4021,3732,7753
野崎１丁目,513,511,514,1025
野崎２丁目,1180,1276,1236,2512
野崎３丁目,935,1030,984,2014
野崎４丁目,304,344,261,605
小計,2932,3161,2995,6156
大沢１丁目,1288,1464,1387,2851
大沢２丁目,889,959,926,1885
大沢３丁目,1148,922,1032,1954
大沢４丁目,1304,1385,1487,2872
大沢５丁目,847,1017,1032,2049
大沢６丁目,727,775,769,1544
小計,6203,6522,6633,13155
合計,89111,88416,91446,179862
平成25年２月１日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1578,1499,1574,3073
下連雀２丁目,1780,1682,1785,3467
下連雀３丁目,5567,4299,4967,9266
下連雀４丁目,3217,2942,3079,6021
下連雀５丁目,1728,1802,2182,3984
下連雀６丁目,2061,2053,2142,4195
下連雀７丁目,2342,2424,2641,5065
下連雀８丁目,1427,1597,1754,3351
下連雀９丁目,1909,2282,2435,4717
小計,21609,20580,22559,43139
牟礼１丁目,1064,993,1051,2044
牟礼２丁目,1944,1837,1949,3786
牟礼３丁目,763,776,619,1395
牟礼４丁目,1499,1578,1719,3297
牟礼５丁目,1304,1331,1300,2631
牟礼６丁目,2231,2356,2365,4721
牟礼７丁目,827,891,857,1748
小計,9632,9762,9860,19622
井の頭１丁目,2576,2169,2383,4552
井の頭２丁目,2045,1574,1788,3362
井の頭３丁目,1192,1095,1188,2283
井の頭４丁目,1095,1040,1035,2075
井の頭５丁目,1627,1537,1591,3128
小計,8535,7415,7985,15400
中原１丁目,2004,1934,2016,3950
中原２丁目,1341,1391,1460,2851
中原３丁目,1451,1519,1593,3112
中原４丁目,1891,2030,2166,4196
小計,6687,6874,7235,14109
北野１丁目,679,753,815,1568
北野２丁目,932,988,1032,2020
北野３丁目,989,1199,1153,2352
北野４丁目,1027,1047,1024,2071
小計,3627,3987,4024,8011
新川１丁目,842,840,850,1690
新川２丁目,677,731,766,1497
新川３丁目,917,991,904,1895
新川４丁目,1499,1548,1649,3197
新川５丁目,1327,1248,1345,2593
新川６丁目,2700,2516,2253,4769
小計,7962,7874,7767,15641
上連雀１丁目,1668,1493,1433,2926
上連雀２丁目,1265,1048,1125,2173
上連雀３丁目,859,782,746,1528
上連雀４丁目,1708,1605,1623,3228
上連雀５丁目,1424,1374,1335,2709
上連雀６丁目,1483,1444,1612,3056
上連雀７丁目,1358,1383,1486,2869
上連雀８丁目,1474,1629,1723,3352
上連雀９丁目,1504,1650,1672,3322
小計,12743,12408,12755,25163
井口１丁目,1642,1788,1645,3433
井口２丁目,1088,1218,1287,2505
井口３丁目,932,959,1065,2024
井口４丁目,1382,1482,1447,2929
井口５丁目,473,463,542,1005
小計,5517,5910,5986,11896
深大寺１丁目,777,812,810,1622
深大寺２丁目,1984,2138,1948,4086
深大寺３丁目,1045,1073,978,2051
小計,3806,4023,3736,7759
野崎１丁目,512,511,513,1024
野崎２丁目,1179,1280,1232,2512
野崎３丁目,938,1030,988,2018
野崎４丁目,300,340,258,598
小計,2929,3161,2991,6152
大沢１丁目,1293,1472,1393,2865
大沢２丁目,895,962,927,1889
大沢３丁目,1198,947,1062,2009
大沢４丁目,1302,1381,1483,2864
大沢５丁目,843,1013,1032,2045
大沢６丁目,733,780,773,1553
小計,6264,6555,6670,13225
合計,89311,88549,91568,180117
平成25年１月１日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1574,1498,1569,3067
下連雀２丁目,1780,1679,1792,3471
下連雀３丁目,5580,4294,4972,9266
下連雀４丁目,3222,2951,3080,6031
下連雀５丁目,1726,1808,2179,3987
下連雀６丁目,2058,2051,2137,4188
下連雀７丁目,2338,2426,2643,5069
下連雀８丁目,1426,1591,1749,3340
下連雀９丁目,1908,2280,2440,4720
小計,21612,20578,22561,43139
牟礼１丁目,1058,985,1050,2035
牟礼２丁目,1940,1839,1950,3789
牟礼３丁目,745,752,617,1369
牟礼４丁目,1499,1574,1721,3295
牟礼５丁目,1299,1329,1298,2627
牟礼６丁目,2244,2375,2353,4728
牟礼７丁目,817,876,850,1726
小計,9602,9730,9839,19569
井の頭１丁目,2579,2162,2386,4548
井の頭２丁目,2043,1574,1785,3359
井の頭３丁目,1188,1096,1187,2283
井の頭４丁目,1105,1051,1034,2085
井の頭５丁目,1642,1553,1602,3155
小計,8557,7436,7994,15430
中原１丁目,2007,1933,2018,3951
中原２丁目,1343,1390,1458,2848
中原３丁目,1445,1509,1589,3098
中原４丁目,1891,2030,2171,4201
小計,6686,6862,7236,14098
北野１丁目,686,757,819,1576
北野２丁目,928,986,1024,2010
北野３丁目,992,1201,1160,2361
北野４丁目,1028,1053,1023,2076
小計,3634,3997,4026,8023
新川１丁目,843,841,851,1692
新川２丁目,679,737,767,1504
新川３丁目,911,985,904,1889
新川４丁目,1496,1543,1644,3187
新川５丁目,1330,1252,1349,2601
新川６丁目,2706,2513,2261,4774
小計,7965,7871,7776,15647
上連雀１丁目,1673,1500,1445,2945
上連雀２丁目,1263,1044,1125,2169
上連雀３丁目,864,790,749,1539
上連雀４丁目,1708,1603,1619,3222
上連雀５丁目,1434,1377,1345,2722
上連雀６丁目,1486,1443,1611,3054
上連雀７丁目,1359,1381,1491,2872
上連雀８丁目,1475,1634,1721,3355
上連雀９丁目,1510,1655,1680,3335
小計,12772,12427,12786,25213
井口１丁目,1641,1785,1650,3435
井口２丁目,1087,1218,1287,2505
井口３丁目,929,951,1058,2009
井口４丁目,1389,1487,1449,2936
井口５丁目,471,463,540,1003
小計,5517,5904,5984,11888
深大寺１丁目,779,812,809,1621
深大寺２丁目,1987,2139,1957,4096
深大寺３丁目,1046,1074,975,2049
小計,3812,4025,3741,7766
野崎１丁目,516,520,515,1035
野崎２丁目,1176,1279,1224,2503
野崎３丁目,940,1033,996,2029
野崎４丁目,300,340,256,596
小計,2932,3172,2991,6163
大沢１丁目,1290,1469,1388,2857
大沢２丁目,897,964,926,1890
大沢３丁目,1196,942,1065,2007
大沢４丁目,1298,1373,1483,2856
大沢５丁目,846,1013,1033,2046
大沢６丁目,734,784,768,1552
小計,6261,6545,6663,13208
合計,89350,88547,91597,180144
