X,Y,GAIRONO
"-32,711.62","-51,244.86",A3084
"-32,569.79","-51,244.20",A3121
"-32,552.52","-51,165.38",A4527
"-32,586.18","-51,182.90",A4584
"-32,560.04","-51,280.83",A4583
"-32,704.70","-51,376.00",A03511
"-32,707.77","-51,332.00",A50068
"-32,693.11","-51,349.32",A50069
"-32,546.44","-51,289.81",A5073
"-32,741.38","-51,307.70",A50048
"-32,725.94","-51,306.76",A50047
"-32,695.38","-51,304.07",A50046
"-32,672.47","-51,301.34",A50045
"-32,649.86","-51,299.49",A50044
"-32,626.10","-51,297.04",A50043
"-32,604.21","-51,294.74",A50042
"-32,586.14","-51,292.83",A50041
"-32,771.32","-51,309.94",A50049
"-32,790.55","-51,311.57",A50050
"-32,821.87","-51,309.93",A50051
"-32,839.05","-51,305.57",A50052
"-32,859.00","-51,299.28",A50053
"-32,874.88","-51,294.27",A50054
"-32,918.88","-51,280.47",A50056
"-32,778.06","-51,444.46",A03252
"-32,705.14","-51,404.51",A06332
"-32,685.26","-51,446.60",A06331
"-32,661.19","-51,464.60",A06330
"-32,629.04","-51,464.60",A06329
"-32,688.20","-51,420.62",A03508
"-32,701.58","-51,434.45",A03507
"-32,643.62","-51,453.71",A03509
"-32,653.45","-51,425.85",A03510
"-32,608.81","-51,460.21",A03504
"-32,670.61","-51,457.49",A03506
"-32,622.66","-51,429.18",A50071
"-32,665.57","-51,397.73",A50070
"-32,646.95","-51,471.67",A03505
"-32,764.24","-51,475.30",A03618
"-32,584.89","-51,456.46",A50072
"-32,569.73","-51,487.23",A50009
"-32,676.60","-51,540.33",A02975
"-32,825.61","-51,576.79",A00881
"-32,866.65","-51,637.31",A2401
"-32,903.47","-51,516.30",A02404
"-32,869.70","-51,506.62",A04133
"-32,856.85","-51,483.28",A02405
"-32,783.74","-51,508.80",A00878
"-32,830.77","-51,455.60",A02972
"-33,887.67","-51,229.33",A6216
"-33,896.26","-51,182.61",A5020
"-33,944.15","-51,333.19",A5534
"-33,915.29","-51,313.86",A1354
"-33,998.16","-51,390.44",A1790
"-33,876.36","-51,442.00",A6550
"-33,829.73","-51,601.70",A0682
"-33,928.56","-51,521.88",A1039
"-33,477.52","-51,161.32",A4659
"-33,447.60","-51,161.95",A4660
"-33,423.74","-51,169.49",A4661
"-33,517.28","-51,199.45",A4666
"-33,544.69","-51,199.67",A4667
"-33,382.73","-51,181.64",A4662
"-33,339.51","-51,181.56",A5434
"-33,327.87","-51,225.31",A5433
"-33,321.75","-51,250.68",A3144
"-33,518.79","-51,312.21",A4030
"-33,542.61","-51,331.64",A4978
"-33,517.74","-51,346.37",A3606
"-33,512.59","-51,366.03",A5141
"-33,329.57","-51,522.49",A5741
"-33,351.97","-51,466.13",A06435
"-33,382.52","-51,460.89",A06434
"-33,432.32","-51,454.40",A06433
"-33,463.55","-51,441.69",A06432
"-33,462.98","-51,484.71",A06430
"-33,465.81","-51,501.13",A6428
"-33,360.54","-51,509.92",A06436
"-33,376.79","-51,623.62",A06919
"-33,357.46","-51,637.10",A06920
"-33,504.28","-51,627.91",A4836
"-32,480.03","-50,141.25",A2591
"-32,415.81","-50,145.38",A2592
"-32,403.64","-50,144.00",A6346
"-32,406.30","-50,181",A6347
"-32,443.20","-50,182.39",A2594
"-32,408.19","-50,216.30",A2584
"-32,482.82","-50,197.47",A2607
"-32,518.67","-50,177.62",A2593
"-32,520.92","-50,205.86",A5507
"-32,343.36","-50,141.56",A2658
"-32,301.94","-50,143.77",A2659
"-32,262.11","-50,154.27",A6246
"-32,248.74","-50,170.97",A2631
"-32,249.35","-50,202.43",A6244
"-32,213.73","-50,226.83",A2630
"-32,195.06","-50,180.26",A2629
"-32,252.84","-50,239.62",A2632
"-32,173.01","-50,253.19",A2624
"-32,254.18","-50,264.76",A6245
"-32,261.94","-50,268.49",A2614
"-32,293.35","-50,283.74",A2618
"-32,370.08","-50,261.73",A2610
"-32,374.32","-50,335.51",A2611
"-32,370.59","-50,364.30",A2612
"-32,334.24","-50,337.05",A2615
"-32,295.80","-50,352.54",A2619
"-32,254.81","-50,361.39",A2634
"-32,255.52","-50,301.55",A2633
"-32,206.64","-50,330.92",A2635
"-32,194.03","-50,335.97",A4161
"-32,182.37","-50,288.46",A2623
"-32,206.06","-50,291.93",A2636
"-32,330.83","-50,372.93",A2616
"-32,203.31","-50,368.15",A6249
"-32,287.01","-50,389.92",A4060
"-32,251.99","-50,389.89",A4610
"-32,206.91","-50,398.16",A2622
"-32,169.31","-50,439.89",A5509
"-32,216.04","-50,429.51",A1963
"-32,234.15","-50,431.10",A2621
"-32,276.35","-50,435.51",A2620
"-32,272.94","-50,477.90",A5853
"-32,249.08","-50,488.85",A2637
"-32,177.99","-50,468.29",A0230
"-32,276.14","-50,539.65",A2640
"-32,192.44","-50,511.20",A5068
"-32,208.83","-50,549.82",A0229
"-32,246.22","-50,556.98",A4162
"-32,264.32","-50,524.14",A2638
"-32,391.11","-50,595.97",A04821
"-32,234.08","-50,598.98",A4126
"-32,244.02","-50,627.58",A1961
"-32,502.23","-50,314.80",A2650
"-32,441.13","-50,334.88",A2609
"-32,466.93","-50,363.82",A2651
"-32,524.42","-50,355.85",A2654
"-32,443.63","-50,394.33",A5421
"-32,507.46","-50,383.44",A6241
"-32,414.18","-50,349.28",A6349
"-32,486.66","-50,336.87",A6792
"-32,524.96","-50,265.88",A2657
"-32,487.47","-50,269.79",A2608
"-32,412.80","-50,291.55",A2585
"-32,466.06","-50,300.68",A5102
"-32,411.54","-50,262.32",A06348
"-32,100.20","-50,140.87",A5775
"-32,072.44","-50,145.60",A5618
"-32,008.93","-50,186.84",A5613
"-32,003.11","-50,213.53",A5569
"-32,050.86","-50,197.89",A5571
"-32,073.17","-50,171.27",A5572
"-32,111.12","-50,167.31",A1810
"-32,095.32","-50,194.58",A5776
"-32,161.39","-50,187.20",A2023
"-32,157.57","-50,217.00",A2022
"-31,977.67","-50,208.16",A5568
"-31,950.60","-50,202.52",A5567
"-31,931.86","-50,197.38",A5592
"-31,960.49","-50,145.29",A5565
"-31,954.21","-50,171.38",A5566
"-31,900.28","-50,185.18",A5591
"-31,880.47","-50,166.93",A5590
"-32,161.34","-50,413.88",A5069
"-32,157.44","-50,389.52",A1962
"-32,149.75","-50,358.21",A5070
"-32,141.30","-50,334.20",A0231
"-32,108.08","-50,228.70",A1809
"-32,150.08","-50,233.00",A5977
"-32,078.56","-50,250.33",A5756
"-32,115.24","-50,282.13",A4127
"-32,130.39","-50,304.89",A5071
"-33,173.88","-49,655.93",A5430
"-33,158.95","-49,686.32",A50016
"-33,138.00","-49,721.81",A5431
"-33,122.71","-49,748.77",A1386
"-33,070.04","-49,780.47",A50015
"-32,944.03","-49,750.80",A4857
"-32,925.51","-49,786.44",A4856
"-33,020.24","-49,817.01",A5432
"-32,996.68","-49,838.57",A50013
"-32,972.67","-49,856.55",A01155
"-32,951.95","-49,869.48",A06251
"-32,940.03","-49,844.09",A4855
"-32,926.92","-49,819.43",A05696
"-32,931.28","-49,888.69",A50012
"-32,948.95","-49,889.33",A05777
"-32,988.93","-49,867.05",A02200
"-33,032.66","-49,858.52",A05252
"-33,064.69","-49,834.08",A05029
"-33,068.40","-49,872.20",A05251
"-33,020.09","-49,879.30",A04972
"-33,051.48","-49,891.78",A02201
"-32,959.52","-49,891.99",A4208
"-32,988.57","-49,894.10",A5778
"-33,014.68","-49,900.42",A4209
"-33,036.08","-49,908.93",A05779
"-33,063.80","-49,927.33",A5780
"-33,112.28","-49,983.51",A5781
"-33,110.53","-49,933.18",A02202
"-33,154.37","-49,989.47",A05858
"-33,129.84","-49,961.63",A04568
"-33,089.23","-49,955.61",A06491
"-32,951.93","-49,922.89",A05213
"-32,963.90","-49,943.09",A04231
"-32,965.67","-49,977.42",A04233
"-32,923.50","-49,982.82",A04234
"-33,019.05","-49,979.68",A04212
"-33,040.84","-49,943.49",A05038
"-32,955.72","-50,031.25",A04214
"-32,997.05","-50,015.93",A04213
"-33,006.38","-50,040.21",A05980
"-33,025.02","-50,048.34",A05981
"-33,002.52","-49,988.27",A04824
"-32,978.09","-50,027.99",A05144
"-32,992.62","-49,943.35",A04925
"-33,019.50","-49,958.97",A04232
"-33,082.58","-49,906.37",A03567
"-33,144.65","-49,910.30",A04463
"-33,123.73","-50,041.83",A00832
"-33,066.45","-50,063.79",A00833
"-33,095.78","-50,078.71",A00834
"-33,142.98","-50,107.84",A00835
"-33,069.91","-50,090.88",A00836
"-33,121.64","-50,136.66",A0837
"-33,259.23","-50,098.69",A00828
"-33,244.31","-50,104.71",A00829
"-33,196.25","-50,110.62",A00830
"-33,160.91","-50,083.37",A00831
"-33,058.88","-50,126.07",A01315
"-33,030.60","-50,118.48",A05212
"-33,176.48","-50,132.64",A02863
"-33,223.25","-50,082.21",A03566
"-33,189.30","-50,043.48",A01926
"-33,232.57","-50,129.28",A00206
"-33,296.58","-50,096.32",A00147
"-32,734.79","-49,672.97",A5425
"-32,699.31","-49,660.53",A2079
"-32,651.24","-49,651.25",A2077
"-32,574.97","-49,669.58",A3323
"-32,602.81","-49,684.23",A4919
"-32,654.69","-49,716.67",A2082
"-32,604.36","-49,711.19",A2075
"-32,554.88","-49,718.56",A2076
"-32,607.59","-49,768.44",A2088
"-32,558.66","-49,751.62",A3778
"-32,658.36","-49,776.73",A2083
"-32,702.87","-49,732.13",A2081
"-32,752.18","-49,723.16",A2080
"-32,674.77","-49,780.11",A5857
"-32,747.85","-49,768.10",A05424
"-32,779.97","-49,764.44",A6721
"-32,761.09","-49,795.35",A2085
"-32,795.56","-49,839.49",A3860
"-32,767.82","-49,848.79",A5423
"-32,814.12","-49,860.90",A3859
"-32,709.94","-49,835.64",A2087
"-32,664.05","-49,856.76",A2096
"-32,734.41","-49,775.95",A2084
"-32,660.87","-49,816.93",A4917
"-32,635.04","-49,810.83",A02786
"-32,609.89","-49,802.24",A4061
"-32,611.87","-49,837.40",A4887
"-32,618.02","-49,861.51",A2095
"-32,588.71","-49,863.67",A4569
"-32,565.21","-49,852.61",A3779
"-32,550.34","-49,864.89",A5856
"-32,562.34","-49,817.87",A2089
"-32,636.19","-49,910.49",A2106
"-32,576.61","-49,913.93",A2105
"-32,745.34","-49,904.65",A2108
"-32,665.20","-49,891.16",A4611
"-32,696.95","-49,907.69",A5086
"-32,606.32","-49,912.46",A5087
"-32,774.44","-49,896.67",A05085
"-32,824.25","-49,899.19",A5003
"-32,832.14","-49,886.80",A0226
"-32,831.03","-49,929.56",A04885
"-32,838.99","-49,942.54",A04229
"-32,798.85","-49,944.38",A04228
"-32,831.98","-49,994.95",A04236
"-32,667.96","-49,919.56",A06334
"-32,726.41","-49,916.88",A06333
"-32,561.84","-49,925.36",A06335
"-32,832.28","-49,969.59",A06250
"-32,763.70","-49,946.70",A4700
"-32,700.57","-49,981.54",A2110
"-32,655.33","-49,964.39",A2112
"-32,589.67","-49,958.54",A2114
"-32,622.99","-49,994.41",A2115
"-32,664.51","-50,029.43",A2113
"-32,695.79","-50,027.97",A2111
"-32,598.22","-50,033.41",A2116
"-32,747.34","-50,021.93",A1157
"-32,687.89","-50,064.86",A2600
"-32,650.58","-50,062.30",A2601
"-32,559.80","-50,035.03",A6722
"-32,649.17","-49,993.56",A6724
"-32,704.49","-49,991.93",A6791
"-32,759.34","-49,977.82",A6696
"-32,730.37","-50,062.72",A5001
"-32,566.83","-49,997.76",A4770
"-32,629.58","-50,031.51",A6723
"-32,886.69","-49,985.34",A04235
"-32,885.54","-50,011.57",A4237
"-32,812.63","-50,055.29",A4238
"-32,855.45","-50,085.48",A4220
"-32,886.82","-50,040.97",A04219
"-32,909.69","-50,053.45",A04215
"-32,847.74","-50,109.04",A4221
"-32,823.37","-50,021.29",A5145
"-32,924.68","-50,033.97",A05039
"-32,888.44","-50,124.00",A04216
"-32,789.29","-50,129.40",A4240
"-32,767.11","-50,127.29",A4241
"-32,865.46","-50,060.07",A6793
"-32,800.41","-50,092.79",A6487
"-32,800.12","-50,115.59",A06105
"-32,741.42","-50,127.67",A5100
"-32,715.70","-50,100.50",A4946
"-32,679.71","-50,100.52",A4524
"-32,671.73","-50,129.19",A2627
"-32,591.02","-50,096.96",A2588
"-32,634.61","-50,103.63",A2589
"-32,903.43","-49,792.78",A3638
"-32,870.85","-49,813.15",A5388
"-32,844.89","-49,840.76",A6252
"-32,864.73","-49,894.34",A1592
"-32,917.46","-49,945.23",A04230
"-32,649.54","-50,021.51",A4158
"-32,849.28","-49,986.66",A06446
"-34,574.10","-51,691.40",A01056
"-34,551.10","-51,696.61",A1053
"-34,513.86","-51,660.86",A1054
"-34,531.06","-51,673.00",A3911
"-34,524.91","-51,709.23",A0048
"-34,418.34","-51,786.75",A5349
"-34,472.90","-51,778.98",A0677
"-34,443.17","-51,857.96",A05342
"-34,572.33","-51,789.81",A05341
"-34,605.60","-51,763.92",A05340
"-34,058.32","-51,764.62",A0302
"-34,233.83","-51,764.88",A6742
"-34,394.80","-51,753.71",A3556
"-34,195.50","-51,870.47",A02310
"-34,341.83","-51,860.94",A5354
"-34,389.10","-51,839.52",A5351
"-34,404.77","-51,811.93",A5350
"-34,411.68","-51,878.44",A05343
"-34,394.65","-51,892.57",A05344
"-34,375.52","-51,914.12",A05345
"-34,358.07","-51,939.61",A05346
"-34,344.47","-51,967.58",A06453
"-34,333.41","-51,990.42",A06454
"-34,324.59","-52,009.22",A06455
"-34,307.84","-52,005.23",A6259
"-34,311.05","-52,038.52",A06456
"-34,304.01","-52,053.41",A06457
"-34,293.32","-52,074.88",A06458
"-34,263.60","-52,040.55",A5371
"-34,238.33","-52,015.45",A5370
"-34,218.07","-51,995.40",A5369
"-34,193.00","-51,970.64",A5368
"-34,171.09","-51,949.55",A5361
"-33,837.94","-51,799.61",A1965
"-33,719.45","-51,773.52",A5148
"-33,949.14","-51,790.98",A6805
"-33,892.01","-51,905.71",A0689
"-33,825.56","-51,975.06",A3981
"-33,787.41","-52,029.07",A6362
"-33,773.55","-51,959.50",A6825
"-33,753.66","-51,949.71",A6826
"-33,724.62","-52,121.87",A6365
"-33,837.99","-52,149.21",A0084
"-33,713.90","-52,147.75",A3315
"-33,662.41","-51,648.67",A0555
"-33,460.24","-51,654.68",A06652
"-33,471.94","-51,675.24",A06653
"-33,434.76","-51,651.30",A06651
"-33,471.65","-51,692.38",A06654
"-33,455.68","-51,706.46",A06655
"-33,423.45","-51,713.41",A06656
"-33,391.07","-51,712.91",A06657
"-33,475.62","-51,760.75",A06658
"-33,375.55","-51,678.09",A06650
"-33,405.61","-51,681.10",A06649
"-33,410.53","-51,668.81",A06648
"-33,405.61","-51,647.61",A06647
"-33,368.31","-51,742.21",A06618
"-33,337.13","-51,749.94",A06619
"-33,356.97","-51,754.13",A06620
"-33,435.99","-51,748.58",A06660
"-33,387.45","-51,777.47",A06622
"-33,365.04","-51,789.36",A06623
"-33,338.31","-51,688.19",A07431
"-33,341.72","-51,649.37",A06921
"-33,361.39","-51,700.09",A07432
"-33,379.31","-51,736.01",A07433
"-33,417.21","-51,778.87",A6926
"-33,423.69","-51,786.92",A7435
"-33,307.76","-51,732.02",A06616
"-33,388.60","-51,754.24",A06621
