年月,製造工業,鉄鋼業,非鉄金属工業,金属製品工業,汎用・生産用・業務用機械工業,汎用機械工業,生産用機械工業,業務用機械工業,電子部品・デバイス工業,電気機械工業,情報通信機械工業,輸送機械工業,窯業・土石製品工業,化学工業,プラスチック製品工業,紙・紙加工品工業,繊維工業,食料品工業,その他工業,ゴム製品工業,皮革製品工業,家具工業,木材・木製品工業,その他製品工業
2002-06,132.6,151.6,105.1,51,―,―,―,―,―,―,―,33.9,160.9,169.8,1027.7,37.5,174.8,160.8,368.4,852.8,388.6,135.9,77.7,248.8
2002-07,136.3,144.8,99.8,150,―,―,―,―,―,―,―,33.5,153.6,169.4,1029.5,36.3,166.2,151.5,362.5,912.7,396.8,105.4,75.2,246.4
2002-08,138.7,137.4,92,84.2,―,―,―,―,―,―,―,33,148.2,175.8,949.9,35.7,147.4,136.4,356.4,960.4,379.7,88.9,82.9,243.5
2002-09,136.5,131.2,87.6,76.1,―,―,―,―,―,―,―,26.2,160,163.1,1149.5,36.8,133.7,130.7,336.4,976.7,351.5,86.8,54,233.5
2002-10,134.2,133,92.9,92.4,―,―,―,―,―,―,―,22.9,159.3,180.8,1124.4,34.6,114,127.5,336.4,872.5,350.9,102.5,56,239.4
2002-11,133,139.5,97.5,70.1,―,―,―,―,―,―,―,21.5,157.8,183.4,1020.4,36.9,118.3,122.2,331.3,810.8,354.5,104.1,57.7,235.1
2002-12,130.1,134.3,101.2,108.1,―,―,―,―,―,―,―,19.7,152.3,173.4,959.2,35.9,124,108.5,325.3,803.7,367.2,110.1,47.6,216.2
2003-01,130,126.8,91.1,133.2,―,―,―,―,89,45,85.1,22.6,143.2,189.9,974.4,34.6,121.8,114.5,322.2,943.5,387.8,115.5,48.2,189.2
2003-02,131.2,122.3,99.8,137.9,―,―,―,―,77.1,45.2,87.7,22.6,143.3,187.7,953.9,37,186.6,112,311.7,970.7,360.5,99.9,54.9,178
2003-03,122.8,115.9,97.7,137.9,―,―,―,―,78.3,39.1,81.4,16.9,141.7,177.2,948.1,36.7,110,110.9,319,1048.7,331.5,95.1,72.2,171.5
2003-04,118.2,119.3,100.4,123.3,―,―,―,―,79.8,40.8,86.4,13.1,143.1,174,917.6,36.4,113.1,197.5,304.7,1097.4,284.1,71,77.5,168.2
2003-05,116.5,112.4,103.9,98.3,―,―,―,―,69.2,42.9,76.7,14.9,144.2,173.8,881.6,37.3,129.1,137.7,324.7,1191.8,291.6,81.3,69.2,185.3
2003-06,120.5,115.3,99.1,108.3,―,―,―,―,60.1,43.1,81.8,21.3,145.1,164.2,875.5,39.5,135.8,132.6,326,1068.4,309.6,95.9,69.9,199
2003-07,127.1,126.5,100,115,―,―,―,―,69.5,41.6,84.8,24.5,146.7,173.6,870.4,37.4,214.5,135,317.7,1056.7,315.9,85.4,63.8,201.8
2003-08,120.3,126.3,94.3,113.3,―,―,―,―,72.3,41.6,87.4,20.5,153.6,173.6,800.5,36.1,68.6,112.7,303.6,1072.1,271.4,79,59.8,191.4
2003-09,112.4,127.1,94.6,113.5,―,―,―,―,56.1,36.9,85.6,18.6,151.4,163.3,878.1,31.5,63.8,89.6,295.4,995,256.1,82.4,57.7,199.6
2003-10,112.5,131.6,89,111,―,―,―,―,57.2,37.7,77.3,20.3,151.3,174.6,918.5,32.4,60.8,113.5,285.3,885.1,262.6,82,51.5,215.9
2003-11,113.3,140.4,83,105.6,―,―,―,―,54.9,37.7,78.5,23.6,154.9,175.3,832.7,33.3,63.1,99.1,285.2,764.5,277.5,95.8,63.1,211.2
2003-12,115.7,140.7,87,90.7,―,―,―,―,63.8,36.2,75.7,24.8,146.2,175.3,836.8,33.1,75.7,79.2,287.8,840.7,296.9,83,69,196.4
2004-01,118.4,131.5,95.8,90,―,―,―,―,57.5,40.6,77.3,26.2,135.4,184.7,831.5,32.2,105.4,93.9,273.5,771,259,80.6,75.9,191
2004-02,116.5,127.1,99.6,90.9,―,―,―,―,50.4,42.4,75.7,23.7,137.2,191.1,826.2,34,154.3,89.2,284.4,911.8,248.5,78.9,70.1,188.9
2004-03,105.3,109.8,103.3,82.8,―,―,―,―,60.6,36,80,15.8,143.6,188.7,719.6,31.5,91.9,109.7,259.2,833.7,239.1,57.1,77.4,173.2
2004-04,105,113.1,105.5,72.1,―,―,―,―,45.2,37.2,83.4,17.6,134.5,189.3,693.9,35.2,92.4,164.2,261.9,766.3,240,69.3,86.1,172.3
2004-05,110.6,119,107.6,70.1,―,―,―,―,53.1,40.7,81.8,21.6,145.7,159.9,722.8,34.1,103.4,130.7,251.5,668.6,231,69.9,86.1,180.8
2004-06,113.5,109.9,108.4,75,―,―,―,―,54.7,42.5,81.8,24.2,142,157.3,775.5,35.1,108.7,133.6,254.9,701.3,256.7,65.3,77.9,185.5
2004-07,117.5,109,106.6,101.4,―,―,―,―,51.4,43.2,80.1,27.9,142.7,156.4,806.4,34.8,167.6,115.1,280.9,899.6,273.9,60.1,82,187.8
2004-08,115.3,106.9,106.8,97.4,―,―,―,―,47.9,45.9,79.9,26.7,149.9,155.7,750.4,35.8,57.6,129.5,287.8,859.9,266.3,71.5,93,193
2004-09,114.5,100.7,102.4,90.4,―,―,―,―,49.6,40.4,81.4,26.7,152.7,138.9,707.6,36.1,55.5,109,284.4,906.1,268.1,68.3,70.5,200.5
2004-10,108.8,109.6,104.5,85.1,―,―,―,―,45.5,42.7,84.1,24.1,158.2,145.8,672.8,35.2,49.8,105,289.1,703.7,264.3,78.8,73.8,271.3
2004-11,112.4,116.5,104.3,73.4,―,―,―,―,59.1,39.9,83.6,25.1,154.9,139.6,678.7,32.4,48.9,95.1,244.2,557.8,279.6,59.4,71,215.5
2004-12,107.4,118,106.8,72.1,―,―,―,―,52.1,36.4,80.7,21.2,148.8,138.4,712.9,32.1,57.1,74.6,257.9,628.4,311.6,56.1,73.8,218.3
2005-01,111.2,109,102.6,90.2,141.5,188.5,129.5,104.6,49.1,39.3,80.8,23.9,138.6,142.4,702.4,30.6,71.5,103.2,306.3,775.7,307.6,100.3,75.4,245.8
2005-02,112.9,105.8,102.6,94.5,139.3,215.7,121.4,105.2,49.6,40.6,87.1,24.5,142.1,144.6,689.6,30.1,65.9,108.2,315.4,914.6,310.6,104.5,68.8,225.1
2005-03,105.9,108.5,102,90.7,124.2,213.4,98,101,53.4,36.5,87.4,17.1,139,142.9,742.9,32.6,61.1,93.6,307.2,958.5,283.7,72.5,64.2,215.4
2005-04,105.6,116.8,102.1,86.8,124.1,221.1,108.3,90.7,54.5,39.4,74,20.9,136.2,142.2,708.9,32.7,54.3,131.5,309.7,941.7,270.2,76.1,76.1,227.1
2005-05,106.5,119.7,100.5,92.4,127.3,224.7,118.8,86.1,51.8,43.1,58.7,25.2,138.7,145.4,690.2,33.2,46,110.8,328.7,1036.1,275.7,88.9,73.1,234
2005-06,107.9,120.8,103.4,103,125.2,212.1,114.1,88,53.6,45.8,66.9,27.3,140,153.7,641.4,27.1,41.2,108.3,311.5,961.3,293.5,82.1,75.5,215.8
2005-07,107.8,123.1,104.4,113.3,127.9,190.9,117.4,92,56.1,46.6,65.9,27.5,137.2,141,591.7,27.3,45.9,92.2,326.7,1026.3,303.9,93.1,92.1,220
2005-08,105.1,117,94.6,140.8,126.6,215.6,104.8,98.7,54.2,45.9,73.5,23.4,135.3,136.3,591.9,29.8,50.7,101.5,300.7,894.9,295.3,87.1,93.9,209.3
2005-09,103.8,117.9,94.5,169.4,125.1,201.9,99.2,102.7,51.4,42.3,65.7,23.7,133.3,136.3,563.3,29.4,45.4,89.5,320.4,1024.9,282.6,87.1,74.7,219.1
2005-10,104.2,111.6,87.5,196.3,131,217.8,106.2,104.8,50,44.6,64.2,23.2,133.6,138.4,568.8,32.1,47.3,76.5,310.2,915,289.4,94,78.3,224.1
2005-11,101.6,114.7,90.9,231.2,130.1,217.8,106.3,103,49.1,41,55.9,23.5,135.4,136.5,563.5,36.4,44.4,90.8,285.7,745.8,271,92.8,84.1,227.7
2005-12,101.1,110.7,90.6,266.8,128.7,200.7,98.8,109.4,52.5,38.9,60.8,23.3,127.2,130.7,551.2,42.3,42.1,66.3,278.2,669.1,281,88.5,85.6,230.9
2006-01,99.1,106.4,93.6,305.3,134,193.5,109.6,109.3,53.3,41.3,27.7,23.8,129.6,139.4,610.3,46.4,46.5,105.4,276.9,649.4,295.1,116.9,90.2,221.1
2006-02,104.4,108.2,107.7,328.1,139.4,195.6,117,111.7,55.2,41.6,31.6,25.6,132.8,139.9,602.2,42.3,43.4,112.7,304.7,891.2,278.2,114.6,78.4,218.4
2006-03,97.6,110.2,85.4,376.3,132.5,190.5,100.2,115.7,60.9,35.7,26.5,20,134.9,138.8,598.8,40.2,43.9,112.9,288.4,855.2,244.9,87.9,74,215.4
2006-04,97,113.5,82.4,339.1,116.3,187.4,89.7,97.7,61.1,37.5,30.5,24,136.5,137.6,581.6,51.6,54.6,126.6,287.3,846.8,239.1,76.6,88.4,218.8
2006-05,103.7,109.4,95.8,423.7,128.5,210.5,104.6,102.6,62,39.9,29.8,26.4,137.5,143.6,590.5,51.9,48.5,130.8,298.2,890.2,247.5,91.5,92.6,221.4
2006-06,105.6,110,88.4,414.3,134.2,208.9,116.1,102,67.3,41.7,28,28.9,133.8,143,616.6,62.8,45.5,120,288.6,780.4,264.7,100.4,96.9,223
2006-07,109.3,112.4,84.9,428,147,197.3,129.7,112.8,70,41.6,30.9,28.5,135.1,142.3,614.4,85.9,44,104.4,303.2,900.1,268.8,99.3,100.5,218.3
2006-08,108,105,97.8,433.6,141.3,198.8,124.3,107.8,74.1,43.1,36.7,26.3,133,141.8,596.8,78.9,48.9,119.8,293.9,865.5,269,93.4,94.3,211.6
2006-09,105.9,102.8,99.3,446.3,138,195.2,115.9,110.4,75.3,39.1,27.8,28.1,130.6,133.1,581.8,77.5,55.2,109.3,295.9,911.3,264.3,82.6,85.3,208.2
2006-10,108.2,109.5,80.5,455,142.4,202.8,120.4,112.8,72.3,40,37.7,29.1,134.1,144.7,487.3,77.8,56.9,109.5,306.5,952.9,270.2,92,91.1,212.6
2006-11,106.1,112.2,81.7,452.1,146.5,203.2,129.4,111.7,68.3,38.9,34,26.2,131.3,150.4,487.1,83.3,55.1,106.5,295.4,832.3,287.1,98.4,90.3,215.7
2006-12,101.1,107.2,81.2,444.7,147.3,207.9,126.6,115.1,65.5,38.5,29.2,22.8,125.7,146,484.1,96.6,58,55.2,275.7,685,310.6,102.1,92.2,207.5
2007-01,106,99.2,80.1,446.3,158.7,206.4,133.1,129,39.7,40.9,42.9,26.6,122.4,147.3,348,96.4,46.4,89.5,292.5,805.6,309.6,120.4,92.8,203.6
2007-02,112.4,99.6,80.3,450.6,165.5,201.6,142.7,132.3,46,40.7,66.3,26.7,118.1,136.6,374,97.2,33.6,95.1,302.2,930,295.5,108,79.3,199
2007-03,100.7,105.9,98.4,444.5,139.9,189.4,99.9,128.8,52.5,34.8,46.7,20,117.2,133.6,435,96.5,42,121.9,284.6,876.2,246.5,75.9,73.2,205
2007-04,101.2,108.9,80.4,449.2,151.7,189.8,111,139,53.3,36.3,41.7,21.7,118.9,129.6,406.2,109,44.8,141.9,265.6,847.7,228.1,77.4,81.1,181.2
2007-05,105.3,112.3,96.8,455.5,152.5,189.8,116.7,135.1,50,39.7,41.7,27.4,117.2,131.4,409.5,116.7,46.5,152.3,257.1,780.8,241.6,83.5,83.6,175.6
2007-06,104.7,108.8,84.3,458,139.3,190.4,78.7,147.2,51.3,41.9,44.3,29.3,120.2,129.6,435,106.9,45.8,140.9,262.2,782.7,263.4,80.3,89.7,177.9
2007-07,115.7,106.6,93.9,463.6,165.3,188.8,122.4,151.9,50.9,42.2,52,33.7,122.2,133.7,485.1,111.7,44.5,132.1,273.5,873.4,259,69.1,100,178.9
2007-08,111,99.1,112,456.2,155,184.1,105.4,150.3,52,44,49.3,30.7,121.8,133.1,436.6,104,46.6,117.5,274.8,878.1,248.5,77.6,105.9,180.7
2007-09,108.5,103.4,77.2,444.3,161.8,178.4,113.2,155.3,56.2,44.6,34.3,30.7,127.3,129.8,425.9,103.7,52,101.9,285.9,994,247.7,77.9,80.2,174.3
2007-10,107.7,107.3,79.5,439.2,149.2,187.3,113.1,132.9,53.4,44.9,47.5,33.8,136.6,140.6,352.3,104.2,53.1,96.2,249.5,726.6,243,98.8,80.2,171.7
2007-11,108.1,109.6,98.6,440.5,151.9,188.4,114.8,136,57.1,43.6,43,37,135.4,137.2,332,126.6,50.3,106.9,224.7,527.4,255.9,100.6,84.8,170.8
2007-12,100.7,104,76,431.5,154.6,194.4,125,130.5,60,42.9,34.1,30.1,125.8,134.2,313.8,119.2,48.5,63.8,220.7,544.2,270,87.9,84.3,157.3
2008-01,105.6,97.2,76.8,428.9,158.5,176.8,130.8,133.6,63.4,44.7,41.9,31.6,126.7,128.8,319.9,123.5,47.7,95.8,248.3,711.2,280,100.8,81.7,159.7
2008-02,109.1,96.7,73.9,427.3,162.9,174,131.9,140.6,72.5,44.5,47.9,33.8,126.5,127.9,314.4,125.8,49.4,122.5,246.5,726.1,278.4,99.6,67,154.7
2008-03,101.1,103.6,87.6,424.2,167.4,151,118.6,162.8,69.4,41.8,28.4,25.9,125.3,137.6,282.4,128.6,49.7,80.2,240.6,757,251.8,90.4,57.3,147.6
2008-04,107.3,99.2,88.7,419.5,162.2,142,115.9,157.4,75.1,42.9,53.4,28.2,128.2,141,290.5,126.1,48.8,132.2,241.5,761.7,246.9,88.6,70.5,148.7
2008-05,105.2,101.1,83.1,422.4,144.7,147.8,93.5,147.5,78.3,45.8,39.1,34.8,126.4,143.8,281.6,129.2,44.2,118.5,246.1,793.5,260.2,102.3,72.1,141.1
2008-06,109.2,99.8,83.8,435.1,148.8,167.5,95.6,150.4,80.8,47.5,38.2,37.9,125.9,142.7,297.4,132.3,42.6,144.8,260.3,841.6,269.8,112.6,71.2,149.9
2008-07,106.9,100.3,79.9,445.2,145.9,165.6,85.2,155.1,75.1,50.6,36.5,37.1,132.1,135.8,312.8,132.4,52.4,107.2,244.3,790.2,277.7,83,77.9,136.6
2008-08,112.7,106.6,88.8,448.8,152.7,167.9,97.1,155.6,78,55.4,66.1,33.9,127.3,134.7,280.9,127.1,49,107,249.2,800,278.6,97.6,87.9,138.5
2008-09,105.9,106.7,80.8,449.5,138.7,149.2,74.9,154,70.7,54.4,37.9,37.5,123.5,132,264.1,90.4,53.6,98.1,264.8,977.2,271.4,79.6,63.5,130.9
2008-10,108.3,119.1,82.9,443.2,137.7,133.2,77.4,151.6,77,56.9,46.7,38.3,121.6,138.4,238.2,105.8,37.3,99.5,265.6,963.2,272.8,84.1,71.2,134.1
2008-11,108.8,124.1,74.4,447,140.9,130.9,70.6,163.5,90.6,55,43.7,36.8,119.9,144.2,224.6,109.2,31.6,111.4,285.2,1026.8,276.1,94.8,71.2,151.2
2008-12,104,122.5,83.6,443.4,145.6,133.8,83.1,159.8,104.8,51.8,37.9,31.6,125.3,133.3,224.6,117,33.6,69.5,262.4,929.1,285.9,78.3,72.2,133.6
2009-01,104.2,111.6,77.1,425.1,138.8,163.3,85.6,142.8,96.7,55.1,48.1,29.8,120.6,135.4,234.5,113.5,15.9,89.7,280.5,1066,294.3,102.4,76.5,122.9
2009-02,98.3,108.1,83.6,411.8,122.7,161.3,56.7,141.8,87.2,58.7,46.8,26.9,114,131.7,246.3,114.3,18.3,87.6,265.5,996.4,297.8,104.1,64.8,111.7
2009-03,83,95.9,82.4,380.5,109.6,135.6,50.5,127.6,73.1,57.6,35.1,15.9,112.7,122,237.6,122,16.1,107.9,216.4,773.8,259.2,74.4,56.8,97.9
2009-04,86,91.1,78.6,365.7,112.7,144,62,121.6,67.8,60.5,56.1,15.8,114.3,117,241.4,107.8,17.2,135.3,191.2,624.2,237.7,65.1,67.4,97.5
2009-05,84.8,92.2,72.1,352.8,89.7,121.8,48.4,96.9,66.4,62.1,70.1,17.4,112.6,112.6,230.7,116,21,118,198.9,664.4,239.4,93,66.6,94.4
2009-06,84.6,95.9,72,340.9,97.7,112.3,60.1,101,67.4,63,49.6,17.8,115.1,122.9,222.6,113.1,25.5,135.2,225,826.7,253.9,90.4,78.8,96
2009-07,86.4,93,75.8,336.6,106.1,145.9,62,110.2,68.2,61.4,50.4,18.9,120.1,119.7,213.4,119.1,27.7,109.5,225.2,798.1,261.8,92.3,85.9,99.9
2009-08,84.5,94.9,64.9,328.8,98.5,135.3,58.5,101.4,66.1,60.4,49.5,20.5,118.1,119.8,222.4,108.9,32.8,92.2,217.7,756.5,250.2,112.1,77.6,96.4
2009-09,81.8,99,61.1,303.1,95,125.7,69,86.7,67.4,56.9,43.1,20.8,127,111.8,255.4,109.5,42.3,76.7,208.7,676.6,246.7,126.3,59.6,99.8
2009-10,85.2,101.6,59.4,298.6,83.5,128.2,54.1,80.5,67.6,59.1,64.5,23.1,122.8,113.7,198.7,112.7,48.8,76.4,226.1,731.7,241.8,124.1,68.3,120.3
2009-11,82.5,104.8,60.2,291,88.4,127.8,58.3,84.9,69.7,57.5,49.5,24.7,122.3,114.4,160.5,120,59.5,91.5,205,570.4,251.8,125.8,71.6,118.1
2009-12,75.5,103.6,64.8,278.9,83,121.4,53.6,80.6,71.4,54,38.6,20.8,123.9,108.1,191.2,113.3,63.8,59.8,183.3,418,251.6,135.1,77.6,113.7
2010-01,81.6,100.9,73.1,270.2,85,130.2,55.7,81.2,69.8,55.5,55.5,22.4,120.2,107.7,198.2,113.8,73,66,203.5,535.4,254.1,158.4,78.5,115
2010-02,83,108.2,66.9,262.3,88.8,128.3,60.3,83.9,71.2,54.7,68,19.1,122.3,107.1,203.3,110.9,88.1,77.3,203,560.1,248.7,125,72.3,118
2010-03,69.3,86.4,62.3,248,78.3,138.3,38.1,85,70,48,32.4,15.4,125.2,106.6,210.4,117.6,95.9,69.9,175.2,462.9,215.3,106.1,72.6,106.5
2010-04,80.5,103.9,66,234.1,91.2,137.9,73.5,74.8,62.6,49.1,71.5,16.6,122.9,109.5,209.8,112.4,107.4,133.6,167.7,427.8,201,105.1,73.1,106.6
2010-05,80,104.1,78.7,226.3,92.1,156.5,57.9,88.7,67.9,50.5,47.1,21.7,119.8,109.1,194.8,124.2,117.8,107.5,184.6,501.7,203.4,136.3,83.4,109.8
2010-06,82.6,110.5,68.5,224.5,86,145.9,41.8,94,73.1,51,64.8,22.2,122.3,107.5,197.8,142,123.5,126.7,180.4,465.7,219.5,135.6,84.9,105.7
2010-07,78.8,109.6,81.2,220.7,91.9,144.7,48,98.7,80.3,49.8,43.1,20.7,125.2,96.7,199.1,159.6,131.5,83.7,184,561.5,192.6,102.1,95.6,104
2010-08,81.3,106.7,70.7,215.3,101.5,142.1,54.3,109.7,87.9,53.8,50.7,19.6,130.6,100.3,180.6,133,131.5,75.9,186.2,534.9,193,137,85,107.6
2010-09,84.8,100.8,69.6,212,112,130.4,66.9,117.5,93,54.4,45.9,22.8,130.1,100.5,217.1,101,127.9,88.2,187.1,564.8,184.2,124.9,77.4,108.2
2010-10,80.3,105.6,68.3,204.4,96.3,120.2,35.5,120.4,92.8,61.6,48.4,20,129.5,100.7,209.2,117.5,134.6,97,166.7,427.8,169.7,127.5,86.6,108.5
2010-11,83.9,112.5,66.7,190.9,119,121,82.2,116.4,95.1,63,43.2,21.2,123.4,103.8,209,128.1,145.8,91.6,153.1,263.2,180.9,128.4,87.7,121.9
2010-12,76.4,109.2,69.9,177,92.9,112.3,53.9,98.4,98.6,59.2,35.3,21.3,122.9,95.9,203.5,116.7,157.8,77.6,156.8,304.9,188.3,113.8,87.3,119.1
2011-01,107.7,103.4,69.2,170.3,131.4,99.9,110,114.3,93,60.5,138.1,26.8,124.4,98.1,216.5,125.6,167.1,79,169.5,354.4,210.4,118,85,121.8
2011-02,89.5,106.4,68.1,166.5,126.9,120.4,104.6,109.4,93.6,62.1,40.9,28.7,129.4,100.8,238.6,117.6,187.2,57.3,162.9,323.1,205.2,114,78.6,120.8
2011-03,83.5,104.5,64.3,147.1,122.9,108.8,98.6,109.3,80.1,53.5,74,11.5,126.5,95,254.4,111.4,213.4,67.1,149.5,238.5,177.9,125.5,76.7,124.2
2011-04,79.3,114.1,64.1,138.6,121.3,101.1,102.5,103.7,78.3,60.2,39.3,17,118.3,102.9,199.3,110.5,233.3,106.9,137.3,189.8,168.7,101.1,82.6,122.3
2011-05,93.7,117,71.2,137.4,149.6,108.4,141.6,115.8,74,69.9,39.9,28.6,127.4,106.2,192.8,124.5,245.8,114.6,149.8,256.2,171.3,124.4,84.3,122
2011-06,104.2,114.9,74.4,143,144.7,105.6,132.8,115.8,79.5,78.7,66.8,34.5,131.4,108.1,216.7,133.8,261.1,137.9,161.1,313.3,183.4,113.8,87.4,126.8
2011-07,113.6,109.6,74.9,139.7,170.5,101.5,172.1,124.5,87.6,81.4,84.7,34.8,135.5,105.2,225.4,151.4,281.9,94.5,169,376.9,196.1,116.9,98.6,118.9
2011-08,97.9,104,80.1,133.4,141.8,82.9,121.9,123.2,89.4,82.6,56.1,28.2,127.7,97.4,215.9,128.5,277.6,84.2,167.4,353.9,197.7,102.6,93.9,125.3
2011-09,91.8,102.5,74.4,130.5,119.4,108.4,76.8,123.4,94.3,73.4,49,29.8,127,94.4,226.8,97.8,280,96,162.9,307.7,187.7,86,89.3,137
2011-10,93.4,94.5,74.4,127.4,121.8,111.9,80.3,123.9,105.9,70.7,51.4,31.6,123.7,91.8,250.9,105.1,297.8,82.9,152.7,191.2,183.4,111.1,83.3,144
2011-11,96.5,95.9,75.6,115,137.7,114.9,98.5,134.1,116.7,64.7,53.6,32.3,125,101.6,214.7,117.4,313.1,88.9,145,123.9,188.7,110.1,85.1,145.2
2011-12,90.6,97.5,78.9,107.2,139.4,121.9,113.8,122.2,132.2,57.5,52.5,23.6,126.2,93,229.3,118.3,319.1,59.1,133.5,71.5,195.2,91.9,86.3,139.3
2012-01,100.7,98.3,76.2,102.7,147.4,111.6,124.4,127.5,144.1,57.9,56.2,35.5,130.4,96.1,224.6,127.7,320.3,64.7,145.7,148.7,208.5,106,86.5,134.1
