年月,製造工業,鉄鋼業,非鉄金属工業,金属製品工業,汎用・生産用・業務用機械工業,汎用機械工業,生産用機械工業,業務用機械工業,電子部品・デバイス工業,電気機械工業,情報通信機械工業,輸送機械工業,窯業・土石製品工業,化学工業,プラスチック製品工業,紙・紙加工品工業,繊維工業,食料品工業,その他工業,ゴム製品工業,皮革製品工業,家具工業,木材・木製品工業,その他製品工業
2000-10,170.5,136.7,113.9,218.8,―,―,―,―,―,―,―,37.3,200.8,168.9,1623.2,67.5,261.9,212.9,421.8,623.4,704.2,115.8,93.6,241.1
2000-11,166.5,140,117.5,220.1,―,―,―,―,―,―,―,25.7,204.2,167.3,1671.7,68.1,255,216.8,412.1,565.4,695,95.7,85.9,245.5
2000-12,172.1,138.4,117.8,186.1,―,―,―,―,―,―,―,30.7,196.9,184.7,1702.6,70.3,262.7,226.1,415.4,572.1,692.1,99.1,100.3,251.2
2001-01,171.7,142.1,116.9,217.3,―,―,―,―,―,―,―,28.2,202.5,171.4,1731.7,69.5,250.8,150.5,410.5,647.8,709.4,101.6,108.5,191.1
2001-02,176.2,146,114.5,318.4,―,―,―,―,―,―,―,30.2,203.5,171.1,1774.8,71.8,246.8,195.1,420.6,698.7,719.1,114,115.7,193.4
2001-03,177.4,150.6,125.6,215.1,―,―,―,―,―,―,―,32.1,202.5,173.3,1821.9,68.2,237.8,206.1,425.6,660,742.6,112.3,105,207.5
2001-04,173.9,157.8,112,225.2,―,―,―,―,―,―,―,31.4,208.6,172.9,1894.1,64.9,244.5,198.9,418.9,570.4,739.5,108.5,99.3,217.9
2001-05,170.3,161.3,109.7,140,―,―,―,―,―,―,―,28,214.2,174.3,1922.9,62.1,233.3,210.9,417.1,544.3,721.4,93.2,95.5,228.9
2001-06,170.3,163,111.6,179.3,―,―,―,―,―,―,―,26.9,211.6,177.6,1877.9,59.1,222.5,192.6,418.3,586,712.5,87.3,105.8,238
2001-07,171.2,164.2,113.2,220.1,―,―,―,―,―,―,―,26.9,221.1,181.4,1911.5,57.3,232.2,199.1,420.9,596.5,698.2,114.6,92.9,241.3
2001-08,166.5,160.8,115.2,208.9,―,―,―,―,―,―,―,26.5,206.9,177.5,1863,54.8,233,173.3,422.2,601.5,692.1,115.6,91.8,242
2001-09,163.5,164.2,113.2,210.2,―,―,―,―,―,―,―,28.8,200.9,176.1,1868.3,52.7,228,193.6,427.2,741.6,695.9,97.3,95.9,239.9
2001-10,161.3,165.9,112.3,171.3,―,―,―,―,―,―,―,27.3,205.6,179.1,1846.8,51.3,147.3,177.5,411.2,669.3,686.7,93.9,89.5,237.3
2001-11,159,165.3,113.9,216.4,―,―,―,―,―,―,―,30,209.7,181.9,1848.9,46.9,149.4,178.8,423.5,663.4,707.9,94.8,92.7,244.1
2001-12,163.3,171.1,111.1,169.1,―,―,―,―,―,―,―,35.7,215.2,179.1,1791,44.1,167.9,178,415.4,631.8,689.9,98.5,93.8,244.6
2002-01,152.4,170.7,112.3,108.4,―,―,―,―,―,―,―,37.8,152.1,180.2,1279,40.1,171.7,172.7,329.2,540.1,379.9,107.4,93.4,246.8
2002-02,145.1,170,110.5,82.6,―,―,―,―,―,―,―,35.4,153.1,182.5,1262.2,40.6,173,187.4,323.6,540.1,390.5,91.9,108.8,237.3
2002-03,139.9,164.2,106.8,84.8,―,―,―,―,―,―,―,37.5,163.8,163.3,1074.9,47.3,174.6,149.3,323.3,473.2,395.1,97.3,91.1,249.4
2002-04,136.9,158.7,106.6,93.2,―,―,―,―,―,―,―,36.3,159.4,164.4,1127.6,46.5,176.5,126.9,341,644,386.8,115.3,86,241.8
2002-05,135.9,154.4,105.8,96.3,―,―,―,―,―,―,―,34.5,156.3,164,1202.8,37.9,170.8,150,362.5,673.5,386.8,141,84.7,243.1
2002-06,133.9,148.5,103.1,53.9,―,―,―,―,―,―,―,35.2,158.2,163.2,1062.2,36,165.6,141.6,343.6,643.2,387.4,132.6,77.9,236.5
2002-07,131,140.6,100.4,151.5,―,―,―,―,―,―,―,31.8,152,169.8,1049.4,33.7,154.5,146,330,691.1,376.2,107.4,72.5,233.1
2002-08,132.5,136.8,97.1,86.3,―,―,―,―,―,―,―,30.5,146.4,169.1,984.7,33.3,148.9,141.6,327.8,798,359.6,86.2,76.8,232.3
2002-09,136.6,131.2,91.9,63.6,―,―,―,―,―,―,―,31.7,153,172.9,1125.5,34.3,139.1,137.4,322.4,861.1,347.5,99.4,57.2,223.5
2002-10,135.5,132,96.3,88.8,―,―,―,―,―,―,―,25,149.4,174.8,1082.4,34.9,120.6,124.6,325.4,932.6,346.9,104.3,61.7,222.5
2002-11,135.1,138.1,98.1,64.3,―,―,―,―,―,―,―,22.8,148.6,170.2,1010.4,37.4,122.5,117.7,327.1,999.1,358.9,100.4,60.9,215.3
2002-12,134.6,133.4,99.4,89.2,―,―,―,―,―,―,―,21.9,148.3,171.9,971.8,38,124,127.5,327.8,977.6,373.3,109.5,54.1,210
2003-01,129,122.5,92.3,135.6,―,―,―,―,97.2,43.2,92.4,21,148.8,179.2,1008.9,35.1,115.3,123.6,337.2,959.5,378.5,114.5,51.6,205.3
2003-02,127.5,120.3,97.7,133.6,―,―,―,―,89.9,42.9,95.3,20.7,149.3,176,1008.9,36.2,116.2,119.3,312,824.1,365,99,58.8,191.1
2003-03,131.3,118.3,95.3,136.7,―,―,―,―,84.4,43.3,87.9,23.2,148.3,175.3,1010.4,36.7,113.3,119.7,325.4,922.1,361,94.3,75.4,194.7
2003-04,124.3,120.5,98,132.7,―,―,―,―,88.8,43.2,91.5,15.9,147.6,171.5,950.5,36.3,118.2,134.2,307.6,967.1,315.3,70.4,75.7,189.2
2003-05,117.4,115.3,102,108.4,―,―,―,―,78.6,41.9,81.5,15.6,143.2,167.9,916,36.5,118.8,117.4,313.2,959.1,322,80.5,67.3,194.9
2003-06,120.1,118.5,96.5,115.3,―,―,―,―,65.1,40.8,87.9,20.8,142.7,160.7,889.7,38.5,124.5,116.1,310.2,938.5,312,95,68.8,194.3
2003-07,122.4,126.6,99.5,109.5,―,―,―,―,73.9,39.1,92.5,22.7,143.9,171,861.5,37.1,127.7,125.9,290.9,856.9,303.9,84.6,62.4,190.1
2003-08,118.3,127.9,95.6,104.4,―,―,―,―,77,37.7,94.6,19.8,149.7,171.8,805.5,35.8,95.1,108.1,283.8,886.3,269.5,78.3,56.9,180.8
2003-09,113.2,131.5,96.9,103.8,―,―,―,―,60.1,36.7,96,19.5,144.9,170.4,873.5,31.6,86.5,98.9,276.2,795,264.1,81.6,64.5,185
2003-10,114.8,129.2,90.2,102.7,―,―,―,―,60.8,35.7,87.4,22.5,142.2,171.9,918.1,33.4,84.8,129.8,269.7,826.6,268,81.3,56.8,179.9
2003-11,114.3,130.7,82.8,100,―,―,―,―,55.6,37.3,88.4,24.8,144.5,173,860,35.3,87.4,109,277.9,847.2,281.9,94.9,70.2,185.9
2003-12,119.5,131.2,86.7,92.7,―,―,―,―,62.6,38.1,85.9,28.3,141.8,176.7,862.1,34.2,86.5,108.3,288.7,982.7,283.2,82.3,76.8,175.7
2004-01,117.6,128.9,96.9,90.5,―,―,―,―,63,39.1,84.3,24.9,141.2,174.3,857.3,32.7,96.1,101.1,282.8,777,248.5,79.9,80.8,194.7
2004-02,112.9,126.2,97.8,87,―,―,―,―,58.2,40.1,81.5,22.5,142.4,179.2,869,33.1,93.8,94.8,276.9,771.9,243.1,78.2,75.9,194.9
2004-03,112,111.6,101.1,81.3,―,―,―,―,63.7,39.9,85.8,21.8,149.3,186.8,760.5,31.3,94.2,115.9,259.3,727.3,255.1,56.6,81.5,187.8
2004-04,110,113.1,103.5,77.5,―,―,―,―,49.8,39.5,87.9,21.4,137.1,186.5,716.7,35.1,99.4,113.5,264,672.6,264.3,68.6,84,188.1
2004-05,110.9,121.4,106.4,76,―,―,―,―,59.4,39.8,86.1,22.5,144.3,154.4,751.6,32.7,96.9,110.4,243.7,543.5,256,69.3,84.1,186.7
2004-06,112.8,112.7,106.2,79,―,―,―,―,58.3,40.1,87.4,23.3,139.8,154.1,783.3,34.1,105.9,116.5,245.8,625.9,258.7,64.7,76.9,182.5
2004-07,113.5,108.4,106.7,98.9,―,―,―,―,54.7,40.5,87.3,25.7,140,154.1,795.5,34.8,108.2,108.9,258.1,734.5,267.2,59.6,79.5,180.8
2004-08,113.5,107.7,107.3,91.2,―,―,―,―,50.8,41.5,86.4,26.2,146.1,154.1,750.3,35.3,77,122.5,269.4,717.2,266.4,70.9,88.8,187.2
2004-09,115,104.1,104.4,83.7,―,―,―,―,53.5,40.3,90.7,27.7,146.6,144.9,705.1,37,69.8,119.6,265.9,726.5,278.6,67.6,79,190.9
2004-10,111.5,107.3,105.7,80.2,―,―,―,―,49.7,40.6,96.6,25.7,148.8,143.6,677.5,36.5,65.5,119.2,275.3,646.1,272.4,78.1,81.2,234.2
2004-11,114.3,108.7,103.5,70,―,―,―,―,61.3,39.6,95.6,25.9,145.5,137.9,709.9,34.3,66.4,104.9,242.1,613.7,289.2,58.9,79.1,193.8
2004-12,111.7,111.3,105.8,72.4,―,―,―,―,52.1,38.3,93.1,24.4,146,139.5,745.6,33.3,63.1,106,262.8,728.6,301.2,55.6,80.5,198.3
2005-01,113.2,113.1,104.8,85.7,135.8,198.3,114.4,103.5,53.6,38,83.9,24.9,139.8,137.8,721.5,31.1,70.8,112.9,299.8,751.3,281.5,81.4,75.7,233.4
2005-02,110.6,110.5,105.6,90.1,130.9,227.2,105,102.2,53.1,39.2,80.9,25,142.5,142,711.5,31.1,67.1,112.1,296.2,786.2,296,87.6,79.4,220.2
2005-03,112,110.4,99.2,89,130.9,235,105.9,97.3,55.6,40.4,90,23.8,139.7,141.8,723,33,63.3,100.4,301.9,843,308.1,81.8,79.3,218
2005-04,110.7,114.7,105.4,89.6,126,241.3,112.3,91.1,57.5,41.9,75.8,26.4,135.9,142.4,722.7,32,54.1,104.2,310.1,850.6,303.3,87.7,81.5,224.1
2005-05,108.3,117.1,93.4,95.4,131.6,232.6,119.5,90.3,57.1,42.9,67.9,26.3,137.7,141.9,699.5,30.9,46.9,89.9,321.5,916.6,301.6,89,77.2,235
2005-06,107.3,119.1,100.7,106,129,218.8,114.1,90.1,57.3,43.3,75.6,26.4,138.2,149.9,628.2,27.6,43.7,89.1,306.8,892.2,301.9,81.5,76.6,211.4
2005-07,105.2,120.3,95.1,113.3,124.6,197.5,110.1,90.3,61.6,44,70.8,25.7,133.6,139,585.7,25.9,47.4,87.9,308.7,872,303.3,99.7,83.7,214.7
2005-08,102.6,119.1,89.6,140.2,126.8,224.2,103.7,97.9,57.5,42.1,72.7,24.4,132.9,135.5,577.4,29.7,49.5,93.9,290.8,788.7,299.2,89.2,84.9,206.3
2005-09,103.6,119,96.6,166.9,127,217,102.4,100.9,54,41.2,83.6,23.7,130.6,138.2,554.8,31.5,41.9,93.2,300.8,806,291.7,95,83.2,214.2
2005-10,102.8,107.7,91.6,191.2,133.5,222.7,104.8,107.4,54.9,41.9,67.9,21.9,128.9,133.5,628.2,34.9,41.7,83.9,293.5,784.1,299.8,92.7,83,213.1
2005-11,101.1,107.8,96,221,130.8,222.2,102.9,105.5,53.3,40.5,66.6,23.4,130.6,129.8,620.5,36.8,41.4,92.7,278.4,708,271.3,85.7,86.1,210.2
2005-12,105.7,108.1,93.5,254.8,128.6,207.2,92.8,111.7,55,39.7,81.7,25.2,127.6,129.1,608.3,40.7,40.8,105.6,285,758,269.3,88.2,86.3,216.5
2006-01,100.5,110,96,290.8,128.5,203.9,95.9,108.7,57.8,40,28.8,24.7,130.6,135,628.2,47,46,115.8,268.7,617.9,270.7,95,90.2,209.6
2006-02,102.3,112.4,110.6,313.8,131.8,205.1,102.2,108.7,58.5,40.2,29.6,26,133.2,137.5,618.8,43.6,44,118,285.7,766,264.5,97.1,90.6,213.1
2006-03,103.6,112.4,82.6,370.7,139.8,209.8,108.1,111.7,63.8,39.3,27.6,27.9,135.8,138.1,584.2,40.6,45.4,122.1,285,758.9,265.5,98.6,91,218.1
2006-04,101.4,111.6,84.6,349.5,117.5,205.1,91.9,97.8,64.9,39.7,30.8,30.4,136,137.9,591.3,50.6,54.6,99.7,289,777,268.6,88.8,94.7,216.1
2006-05,105.6,107.5,89.8,437.2,133,218.1,106.7,107.3,68.4,39.7,34.3,27.6,136.8,140,598.5,48.4,49.7,106.7,293.5,795.5,271.3,91.3,97.9,222.8
2006-06,105,108.6,86.1,425,138.4,214.9,115.8,104.4,72.2,39.5,31.5,28.2,132.2,139.3,604.7,63.6,48,97,282.4,712.6,272.4,99.4,98.3,218.7
2006-07,106.9,110.4,77.3,426.8,143.2,203.2,122.5,110.8,77,39.4,33.3,27,131.2,140.2,610.1,81.3,45.3,98.9,286.6,764.3,268.2,106.8,91.4,213.3
2006-08,105.5,106.7,92.9,430.1,141,206.5,122.4,106.6,79.1,39.6,36.5,27.3,130.7,140.7,581.9,79,48,111.5,284.2,761,272.4,94.7,85.5,208.8
2006-09,105.9,103.6,101.7,438.5,140,209.8,118.3,108.7,79.3,38.1,35.2,28,127.9,135,573.6,83.1,51,114.6,278.6,718.9,272.6,89.2,95.5,204.1
2006-10,106.7,105.5,84.2,442.9,145.6,208,119.6,115.7,79.2,37.5,39.7,27.4,129.5,139.6,536.3,84.3,50.6,119.8,290.1,809.8,279.8,90.4,96.6,201.6
2006-11,105.5,105.3,86.6,432.6,147,208.3,125.7,113.4,73.5,38.2,40.2,25.8,126.9,143,537.3,83.9,51.5,107.5,286.4,783.7,287.3,90.9,92.7,198.3
2006-12,106.1,104.4,83.3,425.3,147,216,118.7,117,68.1,39.4,39.5,24.6,125.9,144.5,533.6,93.4,56.2,87,282.1,778.2,298.1,101.5,93,194.2
2007-01,106.9,102,82.3,427.7,152.7,218,115.9,129.2,42.5,39.8,44.9,27.5,123.2,143,358.8,97.4,45.7,99.9,280.2,750.9,285,97.9,92.4,192.5
2007-02,110.1,102.4,82.1,433.7,157.3,210.2,124.8,129.6,48,39.5,62.7,27.3,118.7,134.4,381.4,99.7,33.7,101.5,282.3,800.1,280.1,94,91.3,193.3
2007-03,107.5,108.2,94.4,440.9,148.2,208.1,108.5,125.1,55.4,38,49.6,27.8,117.9,133.2,425.6,97.5,43.3,133.6,284.3,795,266.8,84.9,89.2,207.7
2007-04,105.4,107.7,82.4,463.2,151.9,208.3,111.3,138.8,57.6,38.2,41.1,27.7,118.4,129.5,411.2,108.7,44.9,111,270.4,800.9,256.4,90.7,87.5,180.1
2007-05,107.3,111.2,91.2,469.4,157.6,196.3,119.6,140.9,55.5,39.4,47.9,28.6,116.9,127.8,416.8,110,47.6,124.4,255.5,708.8,265.3,82.6,88,177
2007-06,104,107.5,82.6,467,144.4,194.7,79.2,150.8,55.5,39.7,49.1,28.7,119,125.9,427.8,106.3,47.6,110.4,255.3,705,271.1,78.6,90.7,175
2007-07,113.4,105.2,85.3,459.9,161.6,193.4,117.4,149.5,56.2,40,56.9,32.2,118.3,131.6,483.8,105.3,45.5,124.9,258.6,734,258.3,75.8,91.2,176
2007-08,108.3,100.6,106.8,449.1,153.8,190.6,103.3,148,56,40.5,49.4,31.7,119.3,131.8,426.4,103.7,46.2,112,263.8,758,251.2,77.2,97,178.2
2007-09,108.7,104.6,79.5,433.7,162.9,191.3,113,152.9,59.4,43.4,43.3,30.5,124.2,131.6,419.8,111.2,48.3,107.7,268.9,779.5,255.3,83,90.2,171.4
2007-10,106.3,103.2,82.9,425.9,154.6,194,115.1,136.8,58.4,42.1,49.6,32,132.1,136.1,385.7,112.7,47.7,103.7,237.1,614.2,251.8,96.6,84.7,162.2
2007-11,107,102.4,104.9,422,151.6,195.1,110.9,136,60.5,42.8,49.8,36.1,131.7,130.2,366.9,127.4,47.4,106.3,216.4,493.8,256,92.6,87.1,155.6
2007-12,106.3,100.9,77.4,414.9,153.5,203.9,118,131.9,61.5,44,46.5,32.6,125.9,133.1,345.7,116.9,47,99,225.2,622.6,259.7,87,84.9,147
2008-01,105.9,99.6,79,414.4,152.1,187.2,111.9,134.1,67,43.8,44.2,32.3,127.4,125.5,330.8,124.3,47.2,109.5,234.3,651.6,258.9,82.1,81.1,150.5
2008-02,106.7,98.5,75,414.2,156.1,180.2,115.5,138.7,74.5,43.4,46,34.8,127.4,126,316.9,128.5,49,133.8,229.8,629.3,262,90,76.8,149.8
2008-03,108.6,106.3,83.9,425.7,178.6,164.5,130.4,160.3,74.3,45.5,30.8,36.1,125.9,137.7,276.4,130.6,51,90.4,243.8,716.4,271.7,101.5,68.8,149.6
2008-04,111.1,98.5,90.7,433,160.9,155.5,114.6,157.8,82.7,44.8,51.9,36.2,127.4,140.5,291.4,127.9,48.8,102.7,250.8,750.9,278.4,104.6,76.6,148.7
2008-05,107,100.5,79.1,434.8,148.2,152.2,94.6,153.1,87.7,45.3,45.2,36,126.5,139.5,287.4,122.9,45,96.4,248,738.7,286.9,99.6,76,142.6
2008-06,108.2,98.4,82.4,440.7,155.1,170.6,97.1,154,88.4,45,40.5,37,124.6,138,294.9,128.4,43.5,108.9,251.7,739.1,278.2,109.8,72,148.3
2008-07,104.9,99.5,72.5,438.3,143.4,169.2,83.3,153,82.9,48.1,40.1,35.6,127.3,133.5,314.4,123.9,53,100.8,229.9,638.1,276.3,92.7,71,135
2008-08,110,108,85.3,437.9,151.6,173.3,95.7,152.6,84.7,51.2,67.3,34.8,124.2,133.2,276.4,126.4,48.9,105.7,235.7,665.1,280.3,95.7,81.5,137
2008-09,106.5,107.8,83.4,435,138,159.7,72.3,151.4,74.9,52.8,47.6,37.5,120.1,133.8,260.9,97,50.4,104,247.5,744.6,279,82.9,71.7,128.9
2008-10,107.3,115,86.1,427.5,145.7,139.2,82.4,156.3,83.7,53.1,48.8,36.6,118,134.4,258.4,114.4,34.3,106.4,253.2,816.1,283,81.2,75.2,125.6
2008-11,107.4,116.2,78.9,428.8,139.9,136.5,68.3,160.8,94.7,53.7,49.8,35.7,117.8,136.7,248.2,109.1,30,109.4,273.9,980.1,276.3,86.5,73.2,136.5
2008-12,110.7,118.8,84.4,429.5,143.9,141.7,79.5,161.2,106.2,53.2,51.5,34.5,125.7,132.9,246.4,117,32.6,106.2,268.5,1091.2,275.9,77.4,72.5,124.7
2009-01,104,113.7,79.1,414.2,132.7,173.7,72.2,143.4,100.4,54.6,51.5,30.3,121.5,132.9,243.5,113.4,15.8,105.1,262.3,981.8,273,84.5,76.1,115.7
2009-02,96,109.4,84.4,401.6,118.1,166.4,48.4,141,88.1,57.8,45.6,28.1,115,130.3,244.9,116.3,18,96.7,248.2,884.2,278.6,98.4,73.4,108.1
2009-03,89.3,98.8,79.1,386.4,117,146.3,54.9,126.6,79.6,62.4,39.1,21.9,113,122.5,233.7,124.3,16.3,124.8,222.6,763.5,279.2,83.4,67,99.2
2009-04,88.4,90.6,80.2,379.1,110.6,157.7,60.6,122.9,76.6,62.8,53.9,20.1,113.4,115.7,239.1,111,17.2,104.4,202.5,634.8,269.1,77.1,73.9,98.1
2009-05,86,91.5,69.4,363.7,91.1,125,48.3,100,74.9,61.2,80.5,17.6,112.5,108.6,235.2,111.8,21.4,95.9,201.4,624.3,265.3,89,70.2,95.5
2009-06,83.7,93.8,70.9,343.1,102.8,113.9,62.5,103.1,74.4,59.6,50.8,17.2,113.1,118.1,221.7,107.2,25.6,97.9,216.2,704.6,262.8,87.8,79.8,95.3
2009-07,85,92.6,69.3,328.8,106,148.5,63.2,109.4,74.9,58.1,56.2,18.2,114.8,117.4,216.3,110.6,27.6,103.5,210.5,613.3,260.3,104.2,78.2,99.4
2009-08,82.4,95.8,62.5,318,98.3,139.5,58.3,99.7,71.9,56,50.7,21,114.6,118.3,221.7,107.2,32.9,94.8,203.2,604.9,249.7,108.5,72.9,95.4
2009-09,82.6,100.4,62.8,290.4,93.5,133.7,64,85.3,71.9,55,53.4,21.1,123.6,113.1,254.7,118.1,40.7,81.3,192.9,494.7,252.9,128.6,67.5,98.3
2009-10,85.2,98.5,61.2,285.5,90.4,134.8,60.8,83.2,73.2,55.1,68.5,22.6,120,110.8,213.6,122.2,46,80.7,216,628,250.8,118.6,71.7,111.8
2009-11,81.2,99,63.7,279.8,86.7,134.3,55.6,82,72.3,56,56,23.9,121.5,108.3,177.3,120.1,57.3,89.2,196.7,560.7,252,114.2,73.8,105.9
2009-12,80.8,100.7,64.8,271.6,81.2,129.9,52,80.7,71.8,56,51.3,23.2,125.1,108.7,208.2,115.1,62,89.7,188.1,513.6,244.1,134.2,78.2,106
2010-01,81.2,102.4,74.8,265.2,80.4,140,45.9,81,71.5,55.6,59.8,22.7,121.6,106.2,206.1,113.2,72.3,78.7,190,505.6,236,132.4,78.3,108.4
2010-02,80.8,109,67.2,256.8,85.6,132,50.2,83.7,71.2,54.4,67.4,20.1,123.5,106.1,199.7,112.2,85.7,85.6,191.2,513.2,231.5,122,80.8,114.8
2010-03,74.6,89.7,60.5,255.2,83.3,147.6,40.7,84.9,77.4,51.9,36.7,20.9,125.1,107.2,207.6,120.2,95.5,82.2,182.8,475.8,231.7,118.8,84.2,107.9
2010-04,82.4,103,67.1,244,89.5,150,71.5,76.7,72.1,50.8,69,20.7,121.6,108,205.3,116.5,106.1,102.5,180.8,447.6,228.6,124.5,80.3,107.8
2010-05,80.8,102.7,76.8,234.1,93.2,160.1,57.5,91.3,77.1,49.4,53.7,21.3,118.9,104.8,197.4,120.3,119.1,87.4,187.4,472,226.7,128.1,88.5,111.1
2010-06,81.4,107,67.3,225.2,91.4,147.9,44.7,95.7,81,47.9,64.7,21.3,118.9,102.6,198.3,133.4,122.9,89.9,172.2,381.5,228.4,133.7,86.4,105.1
2010-07,77.4,109,75,214.2,92.8,147.5,50.5,98.5,87.1,46.8,47.9,19.7,118.9,94.6,203.4,146.9,128.6,79.4,169.8,405.5,191.2,114.4,86.8,103.5
2010-08,79.6,107.4,68.4,206.7,102.6,146.6,55.5,108.3,95,49.7,52,20,126.5,98.9,183.3,130.6,131.7,80.1,171.4,409.3,191.2,132.4,80.6,106.7
2010-09,86.1,102.2,71,201.4,109.5,138.3,60.2,115.9,100,52.5,56.1,23.8,126.8,101.4,219.2,109.6,125.7,93.6,170.7,395.8,187.9,124.4,87.2,106.4
2010-10,81.1,103.3,69.9,193.6,105.6,126.3,41.7,124.4,100,57.4,52.8,20,127.8,98.5,223.1,127.4,130.2,102.6,158.9,373.1,175.8,120.2,90.9,99.9
2010-11,82.6,108.2,69.9,183.9,115.3,127,77.2,111.1,98.9,61.6,49.1,20.6,123.7,98.5,230.4,128.1,142,88.9,147.7,272.6,181.2,117.3,90.6,108.7
2010-12,82,107,69.4,172.9,90.5,121.1,53.1,97.9,99.2,61.9,45.8,24.6,125.3,97.2,219.6,119.6,154.4,114.7,162.2,401.7,183.5,113,88.3,111.1
2011-01,107.2,104.7,70.5,167.8,123.4,108.6,90.1,113.1,94.4,61.2,149.4,27.2,126.7,97.2,224.8,124.4,165.1,95.8,159.4,350,195.4,99.7,85.1,115.2
2011-02,86.7,107,68.3,163.4,121.4,124.3,83.4,109.4,93.2,62,40.7,30.4,130.5,100.1,232.5,118.8,181,62.7,154.7,305.8,190.6,114,86.5,118.2
2011-03,89.4,108.5,63.3,152.8,129.5,115.3,102.5,109,89.3,58.1,84.7,15.1,125.8,95.5,252,113.9,209.9,78.9,157.5,250.3,191.4,140.3,87.7,125.9
2011-04,80.9,112.5,65.2,145.5,119.1,109.5,99.2,108,91.5,62.1,38,20.7,116.7,101,193.1,114.9,228.2,81.9,149.5,199.4,192.9,119.7,91.2,124.2
2011-05,94.2,114.4,70.1,143.1,151.2,110.5,139.8,119.2,84.1,68,45,27.3,125.3,101.7,194.1,121.2,246.9,93.1,151,236.4,191.8,115.7,90,123
2011-06,102.5,109.9,73.3,143.5,155.9,106.9,148,117.7,87.9,73.6,66.1,32.6,126.4,102.8,217.5,125.1,258,97.5,153.5,250.3,191.4,113.4,89.1,126.1
2011-07,111.5,108.6,69.9,134.9,174.6,103.6,187.4,124.6,93.7,75.7,94.6,33,128.3,102.8,231.4,138.1,272.8,90.5,154.3,259.5,194.5,129.4,89.7,118.2
2011-08,96,104.5,77.5,127.4,145.3,85.7,127.6,122.8,95.7,76.2,57.1,28.7,123.2,96.1,222.9,125.4,276.7,90.5,152.6,261.2,194.3,99.2,89.9,124.3
2011-09,93.5,104.2,75,123.2,116.3,114.6,67.7,121.8,102.1,70.7,59.5,31.7,124.3,95,231.9,106.9,279.7,101.5,146.9,207.8,190.8,84.6,100,134.3
2011-10,95.3,93.2,75.7,119.5,134.6,117.3,98,127.7,113.9,65.9,57.5,32.6,122.8,90.1,266.9,114.2,293.4,86.8,145.3,170.4,189.7,104.2,86.8,132
2011-11,95,93.6,78.4,111.1,131.5,120.4,89.8,127.4,122.5,63.6,61.4,31.7,126.3,96.6,236,118,308.2,86.3,141,135,188.9,101.5,88,129.2
2011-12,97.2,96.2,78.2,104.9,135.1,131.9,114,121,133.5,60.7,66.5,28.5,130.1,94.7,245.5,121.6,313.2,86.6,139.2,101,191.4,91.1,87.9,130.3
2012-01,100.3,99.7,77.3,101.6,137.4,122.2,101,124.8,145.9,58.9,60.6,36,133.3,95.4,232.3,125.8,316.2,78.9,138.2,153.1,193.3,90.3,86.9,127.5
2012-02,101.7,95.7,76.6,98.7,153.9,123.6,121.5,122.2,153.2,61.8,61.4,37,136.5,91.9,236.4,130,312.1,125.6,132.1,175.4,157.6,86.4,87.1,127.6
