道路名,事業者名,方向,工事起点住所,工事終点住所,車線制限の状況（制限車線数／現車線数）,工事内容,工事目的,工事開始期間（年）,工事開始期間（月）,工事終了期間（年）,工事終了期間（月）,工事開始予定時間1,工事終了予定時間1,工事開始予定時間2,工事終了予定時間2,備考
外堀通り,東京ガス,外,文京区本郷２丁目,,１車線／４車線,ガス工事,経年管対策,2024,6,2024,10,21:00,6:00,,,
外堀通り,東京電力,内,文京区湯島１丁目,,１車線／４車線,電気工事,供給工事,2024,7,2024,10,20:00,6:00,9:00,18:00,
外堀通り,東京都建設局,内中外,千代田区内神田２丁目,中央区日本橋本石町３丁目,２車線／５車線,道路工事,道路改良工事,2024,8,2025,3,20:00,6:00,,,
外堀通り,東京都水道局,外,中央区日本橋本石町４丁目,,１車線／４車線,水道工事,新設・撤去工事,2023,10,2024,9,21:00,6:00,,,
外堀通り,東京都水道局,外,中央区日本橋本石町４丁目,中央区日本橋本石町１丁目,２車線／５車線,水道工事,取替工事,2022,6,2025,7,20:00,6:00,,,
外堀通り,首都高建設,内中外,中央区日本橋本石町２丁目,中央区八重洲１丁目,規制なし,首都高建設工事,街路築造,2023,5,2041,3,,,,,
外堀通り,首都高建設,内中外,中央区日本橋本石町２丁目,中央区八重洲１丁目,規制なし,首都高建設工事,地下化,2021,4,2041,3,,,,,
外堀通り,東京ガス,外,中央区日本橋本石町１丁目,中央区八重洲１丁目,１車線／４車線,ガス工事,支障撤去工事,2024,1,2024,8,20:00,6:00,,,
外堀通り,東京都建設局,外,中央区日本橋本石町１丁目,中央区八重洲１丁目,１車線／４車線,橋梁工事,橋梁塗装工事,2022,11,2025,3,20:00,6:00,,,
外堀通り,東京電力,外,中央区八重洲１丁目,,１車線／６車線,電気工事,支障移設工事,2024,9,2025,2,21:00,6:00,,,
外堀通り,八重洲一丁目北地区再開発組合,内,中央区八重洲１丁目,,１車線／５車線,再開発工事,地下接続工事に伴う導流帯設置,2024,2,2028,12,22:00,6:00,,,
外堀通り,八重1東B再,外,中央区八重洲１丁目,,規制なし,再開発事業,東京駅前八重洲一丁目東B地区再開発事業に伴う歩車道整備、仮囲い設置,2020,10,2026,3,8:00,18:00,21:00,8:00,
外堀通り,東京都水道局,外,中央区八重洲１丁目,,１車線／７車線,水道工事,新設工事,2024,8,2025,6,8:00,18:00,,,
外堀通り,東京都水道局,外,中央区八重洲１丁目,,１車線／８車線,水道工事,新設・撤去工事,2024,6,2024,11,21:00,6:00,,,
明治通り,東京都水道局,内,港区南麻布２丁目,,１車線／６車線,水道工事,取替工事,2024,2,2024,10,21:00,6:00,,,
明治通り,東京都水道局,内中,港区南麻布３丁目,,１車線／６車線,水道工事,取替工事,2023,8,2024,10,21:00,6:00,,,
明治通り,東京都建設局,外,品川区北品川４丁目,,規制なし,河川工事,防潮堤建設工事,2023,11,2025,3,,,,,
明治通り,渋谷区画,内外,渋谷区渋谷３丁目,渋谷区渋谷２丁目,規制なし,基盤整備,土地区画整理事業,2011,3,2027,3,22:00,6:00,,,
明治通り,東京メトロ,内中外,渋谷区渋谷２丁目,,２車線／６車線,地下鉄工事,銀座線軌道仮受・橋梁掛替え工事,2011,7,2026,6,22:00,7:00,,,
明治通り,ＪＲ東日本,外,渋谷区渋谷２丁目,,規制なし,鉄道工事,駅改良工事,2015,10,2027,12,22:00,7:00,,,
明治通り,東京電力,内,渋谷区渋谷１丁目,,１車線／４車線,電気工事,点検・修理工事,2024,4,2024,12,21:00,6:00,9:00,18:00,
明治通り,東京都建設局,内外,渋谷区渋谷１丁目,,１車線／４車線,橋梁工事,歩道橋塗装工事,2022,3,2027,3,9:00,17:00,21:00,6:00,
明治通り,東京都建設局,内外,渋谷区神宮前６丁目,,１車線／４車線,橋梁工事,歩道橋塗装工事,2022,3,2027,3,9:00,17:00,21:00,6:00,
明治通り,東京電力,内,渋谷区神宮前６丁目,,１車線／４車線,電気工事,支障移設工事,2024,6,2024,9,21:00,6:00,9:00,18:00,
明治通り,東京都水道局,外,渋谷区千駄ヶ谷３丁目,,１車線／４車線,水道工事,新設・撤去工事,2024,5,2024,9,21:00,6:00,,,
明治通り,東京都水道局,内,渋谷区千駄ヶ谷４丁目,,１車線／４車線,水道工事,取替工事,2024,5,2024,12,20:00,6:00,,,
明治通り,東京都建設局,内中外,渋谷区千駄ヶ谷５丁目,,１車線／２車線,道路工事,街路築造工事,2021,10,2025,3,9:00,18:00,20:00,6:00,
明治通り,東京電力,内外,渋谷区千駄ヶ谷５丁目,,１車線／４車線,電気工事,支障復元工事,2024,6,2024,10,21:00,6:00,9:00,18:00,
明治通り,東京都建設局,内中外,新宿区新宿３丁目,新宿区新宿６丁目,１車線／４車線,道路工事,街路築造工事,2021,12,2026,3,21:00,6:00,9:00,18:00,
明治通り,ＮＴＴ,外,新宿区新宿５丁目,,１車線／５車線,電話工事,供給工事,2024,4,2024,9,21:00,6:00,,,
明治通り,ＮＴＴ,内外,新宿区大久保２丁目,新宿区戸山３丁目,１車線／４車線,電話工事,電線共同溝関連,2021,2,2024,11,21:00,6:00,,,
明治通り,東京都建設局,内外,新宿区高田馬場２丁目,新宿区西早稲田３丁目,１車線／４車線,道路工事,路面補修工事,2024,7,2025,1,21:00,6:00,9:00,18:00,
明治通り,東京都建設局,内中外,豊島区高田３丁目,豊島区雑司が谷３丁目,２車線／４車線,道路工事,道路構造物築造,2020,12,2028,3,21:00,6:00,,,
明治通り,東京電力,内中外,豊島区目白１丁目,,２車線／４車線,電気工事,支障移設工事,2022,7,2025,5,21:00,6:00,,,
明治通り,東京都交通局,内,豊島区目白１丁目,,１車線／４車線,路面軌道工事,軌道防護工事,2021,4,2028,3,23:00,5:00,,,
明治通り,東京都水道局,内,豊島区高田２丁目,,１車線／４車線,水道工事,支障撤去工事,2024,6,2024,9,21:00,6:00,,,
明治通り,東京電力,内,豊島区雑司が谷３丁目,,１車線／４車線,電気工事,支障移設工事,2024,4,2024,9,20:00,6:00,,,
明治通り,東京都建設局,内外,豊島区目白２丁目,豊島区雑司が谷３丁目,１車線／４車線,橋梁工事,塗装工事,2024,4,2024,11,21:00,6:00,9:00,18:00,
明治通り,東京電力,外,豊島区南池袋１丁目,,１車線／４車線,電気工事,供給工事,2023,8,2024,11,20:00,6:00,,,
明治通り,東京電力,外,豊島区南池袋１丁目,,１車線／４車線,電気工事,供給工事,2022,6,2024,11,20:00,6:00,,,
明治通り,東京ガス,外,豊島区南池袋１丁目,,１車線／４車線,ガス工事,漏洩本修理,2023,12,2024,8,20:00,6:00,,,
明治通り,東京電力,外,豊島区南池袋１丁目,,１車線／４車線,電気工事,点検・修理工事,2023,8,2024,11,20:00,6:00,,,
明治通り,東京ガス,外,豊島区南池袋１丁目,,１車線／４車線,ガス工事,経年管対策,2023,8,2025,5,20:00,6:00,,,
明治通り,東京都水道局,内中外,豊島区南池袋１丁目,,１車線／６車線,水道工事,調査工事,2024,6,2024,9,21:00,6:00,,,
明治通り,東京都建設局,内,豊島区東池袋１丁目,豊島区南池袋１丁目,,道路工事,道路補修工事,2024,9,2025,3,21:00,6:00,9:00,18:00,
明治通り,東京都水道局,内中外,豊島区東池袋１丁目,,１車線／６車線,水道工事,取替工事,2024,8,2025,5,23:00,6:00,,,
明治通り,東京都建設局,内外,豊島区上池袋１丁目,,１車線／４車線,道路工事,道路補修工事,2024,1,2024,8,20:00,6:00,9:00,18:00,
明治通り,東京ガス,内,豊島区西巣鴨１丁目,北区滝野川７丁目,１車線／４車線,ガス工事,残置管撤去,2022,11,2025,5,21:00,6:00,8:00,18:00,
明治通り,首都高管理,内中外,北区滝野川３丁目,北区滝野川１丁目,２車線／６車線,高速道路工事,構造物点検,2024,9,2025,2,21:00,5:00,,,
明治通り,東京都建設局,内外,北区滝野川２丁目,北区滝野川１丁目,１車線／４車線,道路工事,舗装修繕工事,2024,3,2024,11,20:00,6:00,9:00,17:00,
明治通り,東京都水道局,内中外,北区滝野川２丁目,北区王子１丁目,２車線／７車線,水道工事,新設工事,2019,8,2024,10,9:00,18:00,23:30,4:00,
明治通り,東京都水道局,外,北区王子１丁目,,１車線／８車線,水道工事,取替・新設・撤去工事,2024,8,2025,3,20:00,6:00,,,
明治通り,東京電力,外,北区王子１丁目,,１車線／４車線,電気工事,地中化工事,2024,8,2025,9,20:00,6:00,9:00,18:00,
明治通り,東京都水道局,内中外,北区昭和町２丁目,荒川区荒川５丁目,規制なし,水道工事,新設・撤去・取替工事,2022,6,2026,3,8:00,17:00,20:00,5:00,
明治通り,東京都建設局,内外,荒川区荒川５丁目,荒川区荒川３丁目,１車線／４車線,橋梁工事,橋梁塗装工事,2024,2,2026,3,20:00,6:00,9:00,17:00,
明治通り,東京ガス,外,荒川区荒川５丁目,,１車線／４車線,ガス工事,保安処置工事,2024,6,2024,9,21:00,6:00,,,
明治通り,東京都建設局,内外,荒川区荒川４丁目,荒川区荒川３丁目,１車線／４車線,道路工事,舗装修繕工事,2024,2,2025,1,20:00,6:00,9:00,17:00,
明治通り,東京都水道局,内,台東区日本堤２丁目,,１車線／６車線,水道工事,取替工事,2024,6,2024,11,21:00,6:00,,,
明治通り,東京都建設局,内外,墨田区立花１丁目,江東区亀戸３丁目,,橋梁工事,橋梁維持工事,2024,2,2024,11,20:00,6:00,,,
明治通り,東京ガス,内外,墨田区立花１丁目,江東区亀戸３丁目,１車線／４車線,ガス工事,架管点検・修理工事,2024,6,2024,11,21:00,6:00,,,
明治通り,東京都交通局,外,江東区大島４丁目,,１車線／４車線,地下鉄工事,建築改修工事,2023,9,2024,11,23:00,5:00,,,
明治通り,東京都水道局,内中外,江東区大島１丁目,江東区大島４丁目,１車線／４車線,水道工事,取替工事,2024,1,2025,1,20:00,6:00,,,
明治通り,東京都水道局,内中外,江東区北砂２丁目,江東区北砂３丁目,１車線／４車線,水道工事,撤去工事,2024,1,2025,7,20:00,6:00,,,
明治通り,東京都水道局,内中外,江東区北砂２丁目,江東区北砂３丁目,１車線／４車線,水道工事,取替工事,2023,11,2025,7,20:00,6:00,,,
明治通り,東京都建設局,内外,江東区北砂３丁目,江東区北砂２丁目,１車線／４車線,道路工事,道路補修工事,2022,11,2025,3,20:00,6:00,8:00,18:00,
明治通り,東京都建設局,内中外,江東区北砂４丁目,江東区南砂２丁目,１車線／４車線,道路工事,電線共同溝整備に伴う道路舗装工事,2020,9,2025,3,20:00,6:00,8:00,18:00,
明治通り,東京電力,内中外,江東区南砂４丁目,江東区南砂２丁目,１車線／４車線,電気工事,点検・修理工事,2024,8,2025,1,20:00,6:00,,,
明治通り,東京都建設局,内外,江東区南砂３丁目,江東区南砂２丁目,１車線／４車線,道路工事,街路築造工事,2023,12,2025,3,20:00,6:00,9:00,18:00,
明治通り,東京都交通局,外,江東区南砂３丁目,,１車線／４車線,バス停工事,上屋撤去・新設工事,2024,8,2025,2,21:00,6:00,,,
明治通り,東京電力,外,江東区南砂３丁目,,１車線／５車線,電気工事,ケーブル工事,2024,7,2028,9,20:00,6:00,,,
明治通り,東京電力,内,江東区新砂１丁目,,１車線／５車線,電気工事,供給工事,2024,5,2025,6,20:00,6:00,,,
山手通り,東京電力,内,品川区北品川３丁目,,１車線／６車線,電気工事,ケーブル工事,2024,6,2027,4,20:00,6:00,,,
山手通り,東京電力,内,品川区北品川３丁目,,１車線／６車線,電気工事,埋設物調査工事,2024,5,2024,12,20:00,5:00,,,
山手通り,東京電力,内,品川区北品川４丁目,,１車線／６車線,電気工事,埋設物調査工事,2024,8,2024,12,20:00,5:00,,,
山手通り,東京都水道局,内,品川区大崎１丁目,品川区北品川３丁目,１車線／４車線,水道工事,取替工事,2023,12,2025,3,20:00,6:00,,,
山手通り,東京都建設局,内外,品川区大崎１丁目,,１車線／４車線,道路工事,路面補修工事,2023,11,2024,8,21:00,6:00,9:00,17:00,
山手通り,東京電力,中外,目黒区上目黒２丁目,,１車線／６車線,電気工事,ケーブル工事,2024,4,2024,11,20:00,6:00,9:00,18:00,
山手通り,東京都建設局,内外,目黒区上目黒３丁目,目黒区青葉台３丁目,１車線／４車線,道路工事,街路築造工事,2021,10,2024,8,20:00,6:00,9:00,18:00,
山手通り,東京都水道局,内,渋谷区代々木４丁目,,１車線／４車線,水道工事,取替工事,2024,5,2024,8,21:00,6:00,,,
山手通り,東京都交通局,外,新宿区上落合２丁目,,１車線／４車線,地下鉄工事,電気設備更新工事,2024,6,2027,5,23:00,5:00,,,
山手通り,東京都建設局,外,豊島区長崎１丁目,,１車線／４車線,道路工事,道路補修工事,2024,1,2024,8,20:00,6:00,9:00,18:00,
山手通り,首都高管理,内中外,豊島区高松１丁目,板橋区板橋２丁目,２車線／６車線,高速道路工事,土木維持補修工事,2022,4,2024,12,21:00,5:00,,,
山手通り,首都高管理,内中外,豊島区高松１丁目,板橋区板橋２丁目,２車線／６車線,高速道路工事,構造物改良工事,2024,4,2027,1,21:00,5:00,,,
山手通り,首都高管理,内,板橋区熊野町,,１車線／６車線,高速道路工事,構造物改良工事,2023,12,2024,12,21:00,5:00,,,
山手通り,東京都建設局,内,板橋区大山金井町,,,道路工事,カラー舗装工事,2024,9,2025,3,21:00,6:00,9:00,18:00,
山手通り,東京都水道局,内中外,板橋区大山金井町,,１車線／８車線,水道工事,支障撤去・新設工事,2024,2,2025,1,20:00,6:00,,,
山手通り,東京ガス,内中外,板橋区大山金井町,板橋区板橋２丁目,１車線／４車線,ガス工事,支障移設工事,2023,7,2025,1,8:00,18:00,21:00,6:00,
山手通り,東京都建設局,内外,板橋区大山金井町,板橋区大山東町,,橋梁工事,橋面舗装工事,2024,8,2025,3,21:00,6:00,9:00,18:00,
山手通り,首都高管理,内,板橋区大山東町,板橋区板橋２丁目,１車線／６車線,高速道路工事,構造物改良工事,2023,12,2024,12,21:00,5:00,,,
中央通り,東京電力,中下,千代田区外神田１丁目,,１車線／５車線,電気工事,撤去工事,2024,8,2025,1,21:00,6:00,,,
中央通り,東京メトロ,下,千代田区外神田４丁目,,１車線／７車線,地下鉄工事,末広町駅B線側改良土木工事,2023,2,2026,6,20:00,6:00,,,
中央通り,東京都水道局,上,千代田区外神田５丁目,,１車線／６車線,水道工事,新設・撤去工事,2024,7,2024,11,21:00,6:00,,,
中央通り,東京メトロ,下,台東区上野１丁目,,２車線／７車線,地下鉄工事,（銀）上野広小路駅改良土木工事,2018,2,2026,4,22:00,6:00,,,
中央通り,東京電力,下,台東区上野２丁目,,１車線／４車線,電気工事,供給工事,2024,7,2025,2,20:00,6:00,8:00,18:00,
浅草通り,東京都水道局,下,台東区東上野４丁目,台東区東上野５丁目,１車線／６車線,水道工事,取替工事,2024,5,2025,5,21:00,6:00,,,
浅草通り,東京電力,下,台東区西浅草１丁目,,１車線／４車線,電気工事,ケーブル工事,2024,4,2024,10,20:00,6:00,8:00,18:00,
浅草通り,東京都水道局,上中,台東区寿２丁目,台東区寿４丁目,１車線／４車線,水道工事,取替・支障撤去・支障復元工事,2022,8,2024,11,20:00,6:00,,,
浅草通り,東京都建設局,上下,墨田区吾妻橋２丁目,墨田区業平４丁目,１車線／４車線,電気工事,街路灯補修工事,2024,5,2024,11,20:00,6:00,9:00,18:00,
浅草通り,東京都水道局,上中下,墨田区東駒形１丁目,墨田区吾妻橋１丁目,１車線／４車線,水道工事,撤去工事,2024,9,2025,10,20:00,6:00,,,
浅草通り,東京都水道局,下,墨田区吾妻橋１丁目,,１車線／４車線,水道工事,取替工事,2024,9,2025,10,20:00,6:00,,,
浅草通り,東京都水道局,上中下,墨田区吾妻橋１丁目,,１車線／４車線,水道工事,撤去工事,2024,9,2025,10,20:00,6:00,,,
中原街道,東京ガス,下,品川区旗の台２丁目,,１車線／４車線,ガス工事,経年管対策,2024,5,2024,9,20:00,6:00,,,
中原街道,東京都建設局,上,大田区上池台１丁目,大田区南千束１丁目,１車線／４車線,道路工事,CCB本復旧工事,2024,1,2025,3,9:00,17:00,21:00,6:00,
中原街道,東京都建設局,下,大田区上池台１丁目,大田区上池台２丁目,１車線／４車線,道路工事,CCB本復旧工事,2024,4,2025,3,9:00,17:00,21:00,6:00,
中原街道,東京都建設局,下,大田区上池台２丁目,大田区東雪谷１丁目,１車線／４車線,道路工事,CCB本復旧工事,2024,4,2025,3,9:00,17:00,21:00,6:00,
中原街道,東京都水道局,下,大田区東雪谷２丁目,大田区上池台２丁目,１車線／４車線,水道工事,取替工事,2024,8,2025,7,20:00,6:00,,,
中原街道,東京電力,下,大田区東雪谷２丁目,大田区雪谷大塚町,１車線／４車線,電気工事,ケーブル工事,2024,5,2026,4,20:00,6:00,,,
中原街道,東京都建設局,下,大田区田園調布１丁目,大田区田園調布１丁目,１車線／４車線,橋梁工事,補修工事,2024,2,2025,2,9:00,17:00,21:00,6:00,
目黒通り,東京都水道局,下,目黒区下目黒６丁目,,３車線／５車線,水道工事,取替工事,2024,9,2026,8,21:00,6:00,,,
目黒通り,東京電力,上,目黒区中央町１丁目,目黒区鷹番１丁目,２車線／４車線,電気工事,ケーブル工事,2024,4,2025,2,21:00,6:00,,,
目黒通り,東京都建設局,上下,目黒区碑文谷２丁目,目黒区碑文谷５丁目,１車線／４車線,道路工事,街路灯建替工事,2024,3,2024,12,9:00,17:00,21:00,6:00,
目黒通り,東京都建設局,上下,目黒区碑文谷４丁目,柿の木坂１丁目,１車線／４車線,橋梁工事,長寿命化工事,2022,4,2027,3,9:00,17:00,21:00,6:00,
目黒通り,ＮＴＴ,上中下,目黒区柿の木坂１丁目,目黒区八雲２丁目,１車線／４車線,電話工事,電線共同溝関連,2024,4,2026,1,21:00,6:00,,,
靖国通り,東京都建設局,上下,中央区日本橋馬喰町１丁目,千代田区神田須田町１丁目,１車線／４車線,道路工事,道路修景工事,2024,7,2025,3,9:00,18:00,,,
靖国通り,東京都交通局,上下,千代田区神田岩本町,千代田区神田須田町２丁目,１車線／７車線,地下鉄工事,設備更新工事,2024,6,2025,2,23:00,5:00,,,
靖国通り,東京都交通局,下,千代田区神田小川町１丁目,,１車線／６車線,地下鉄工事,設備更新工事,2024,4,2025,4,23:00,5:00,,,
靖国通り,東京電力,上中下,千代田区九段北２丁目,千代田区五番町,２車線／４車線,電気工事,ケーブル工事,2023,7,2024,10,21:00,6:00,,,
靖国通り,東京都建設局,上中下,千代田区九段南４丁目,千代田区九段北４丁目,１車線／４車線,道路工事,道路改良工事,2024,6,2025,3,20:00,6:00,,,
靖国通り,東京都交通局,上下,千代田区九段南４丁目,千代田区九段北４丁目,１車線／４車線,地下鉄工事,電気設備更新工事,2024,4,2024,12,23:00,5:00,,,
靖国通り,東京電力,下,新宿区四谷坂町,新宿区片町,１車線／６車線,電気工事,供給工事,2024,4,2024,9,20:00,6:00,9:00,18:00,
靖国通り,東京電力,上,新宿区富久町,,１車線／４車線,電気工事,供給工事,2024,4,2024,9,20:00,6:00,9:00,18:00,
靖国通り,東京ガス,上,新宿区富久町,,１車線／４車線,ガス工事,需要工事,2023,11,2024,9,21:00,6:00,,,
靖国通り,東京電力,上,新宿区富久町,新宿区新宿５丁目,１車線／６車線,電気工事,点検・修理工事,2024,4,2024,11,20:00,6:00,9:00,18:00,
靖国通り,東京都水道局,下,新宿区新宿３丁目,,１車線／６車線,水道工事,取替工事,2023,4,2024,11,20:00,6:00,,,
青梅街道,東京電力,上,新宿区西新宿７丁目,,１車線／６車線,電気工事,支障復元工事,2023,8,2024,9,20:00,6:00,9:00,18:00,
青梅街道,東京都水道局,上,新宿区西新宿７丁目,,１車線／５車線,水道工事,新設・撤去工事,2024,7,2024,11,20:00,6:00,,,
青梅街道,東京都水道局,上中下,新宿区西新宿１丁目,新宿区西新宿７丁目,１車線／５車線,水道工事,支障復元工事,2024,7,2024,11,20:00,6:00,,,
青梅街道,東京都水道局,下,新宿区西新宿６丁目,,１車線／６車線,水道工事,取替工事,2023,8,2024,11,20:00,6:00,,,
青梅街道,東京都建設局,上下,中野区本町１丁目,,１車線／４車線,道路工事,路面補修工事,2024,5,2024,11,20:00,6:00,9:30,18:00,
青梅街道,ＮＴＴ,下,杉並区高円寺南１丁目,杉並区高円寺南２丁目,１車線／４車線,電話工事,電線共同溝関連,2024,7,2025,1,21:00,6:00,,,
青梅街道,ＮＴＴ,下,杉並区高円寺南１丁目,杉並区高円寺南２丁目,１車線／４車線,電話工事,電線共同溝関連,2024,9,2025,5,21:00,6:00,,,
青梅街道,東京都建設局,上下,杉並区荻窪３丁目,杉並区天沼２丁目,１車線／４車線,道路工事,道路照明工事,2024,9,2025,2,21:00,6:00,9:00,18:00,
青梅街道,ＮＴＴ,下,杉並区荻窪３丁目,,１車線／３車線,電話工事,支障移設工事,2024,8,2025,2,21:00,6:00,,,
青梅街道,東京都水道局,上,杉並区清水１丁目,杉並区桃井１丁目,１車線／６車線,水道工事,支障移設工事,2024,6,2024,12,20:00,6:00,,,
青梅街道,東京都建設局,上下,杉並区上荻２丁目,杉並区桃井１丁目,１車線／４車線,道路工事,路面補修工事,2024,8,2025,2,21:00,6:00,9:00,18:00,
青梅街道,ＮＴＴ,上中下,杉並区上荻４丁目,杉並区桃井４丁目,１車線／４車線,電話工事,電線共同溝関連,2024,2,2025,10,21:00,6:00,,,
青梅街道,ＮＴＴ,上中下,杉並区上荻４丁目,杉並区今川４丁目,１車線／４車線,電話工事,電線共同溝関連,2023,6,2024,11,21:00,6:00,,,
青梅街道,東京都建設局,上下,杉並区善福寺１丁目,杉並区今川４丁目,１車線／４車線,道路工事,試掘工事,2024,8,2025,3,20:00,6:00,9:30,18:00,
青梅街道,ＮＴＴ,上中下,練馬区関町南３丁目,練馬区関町北２丁目,１車線／４車線,電話工事,電線共同溝関連,2023,11,2025,5,21:00,6:00,,,
目白通り,東京電力,上中下,千代田区飯田橋１丁目,千代田区飯田橋３丁目,２車線／６車線,電気工事,支障移設工事,2019,5,2026,9,20:00,6:00,,,
目白通り,東京電力,上中下,千代田区飯田橋１丁目,千代田区飯田橋２丁目,１車線／５車線,電気工事,支障復元工事,2024,4,2025,7,21:00,6:00,,,
目白通り,ＮＴＴ,上,千代田区九段北１丁目,千代田区飯田橋２丁目,１車線／６車線,電話工事,支障移設工事,2023,1,2025,11,21:00,6:00,,,
目白通り,ＮＴＴ,上,千代田区九段北１丁目,千代田区飯田橋２丁目,１車線／６車線,電話工事,支障移設工事,2023,4,2025,11,21:00,6:00,,,
目白通り,東京メトロ,上下,千代田区飯田橋１丁目,千代田区飯田橋４丁目,３車線／５車線,地下鉄工事,東西線折返し設備施設整備工事,2017,5,2028,1,21:00,6:00,8:00,18:00,
目白通り,東京電力,下,千代田区飯田橋１丁目,,１車線／５車線,電気工事,撤去工事,2024,6,2025,1,21:00,6:00,,,
目白通り,東京都建設局,上下,千代田区飯田橋４丁目,千代田区飯田橋２丁目,１車線／４車線,道路工事,歩道橋補修（EV設置）,2022,1,2025,5,9:00,18:00,,,
目白通り,東京都建設局,上,文京区後楽２丁目,,１車線／４車線,道路工事,歩道橋補修（EV設置）,2024,6,2025,7,9:00,18:00,20:00,6:00,
目白通り,東京都水道局,下,新宿区新小川町,,１車線／４車線,水道工事,調査工事,2024,1,2024,8,20:00,6:00,,,
目白通り,東京都建設局,上下,新宿区新小川町,,１車線／４車線,河川改修,河川改修工事,2023,1,2027,2,20:00,6:00,8:00,17:00,
目白通り,東京電力,下,新宿区東五軒町,,１車線／３車線,電気工事,供給工事,2024,5,2024,12,20:00,6:00,9:00,18:00,
目白通り,ＮＴＴ,下,新宿区東五軒町,,１車線／６車線,電話工事,供給工事,2024,5,2024,9,21:00,6:00,,,
目白通り,首都高管理,上中下,新宿区水道町,文京区音羽１丁目,２車線／４車線,高速道路工事,構造物点検,2024,4,2025,2,21:00,5:00,,,
