空,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,空,,,,,
その他,"120,344","14,259","91,844","7,200",30,"7,011",-,"83,413","66,423","10,004","46,449","3,810",15,"6,145",-,"48,911","53,921","4,255","45,395","3,390",15,866,-,"34,502",その他,,,,,
実入,"115,735","14,259","91,844","6,852",30,"2,750",-,"74,543","61,845","10,004","46,449","3,462",15,"1,915",-,"40,103","53,890","4,255","45,395","3,390",15,835,-,"34,440",実入,,,,,
空,"4,609",-,-,348,-,"4,261",-,"8,870","4,578",-,-,348,-,"4,230",-,"8,808",31,-,-,-,-,31,-,62,空,,,,,
フルコンテナ船,268,-,-,-,-,268,-,536,237,-,-,-,-,237,-,474,31,-,-,-,-,31,-,62,フルコンテナ船,,,,,
実入,106,-,-,-,-,106,-,212,106,-,-,-,-,106,-,212,-,-,-,-,-,-,-,-,実入,,,,,
空,162,-,-,-,-,162,-,324,131,-,-,-,-,131,-,262,31,-,-,-,-,31,-,62,空,,,,,
セミコンテナ船,82,-,-,-,-,82,-,164,82,-,-,-,-,82,-,164,-,-,-,-,-,-,-,-,セミコンテナ船,,,,,
実入,82,-,-,-,-,82,-,164,82,-,-,-,-,82,-,164,-,-,-,-,-,-,-,-,実入,,,,,
空,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,空,,,,,
ＲＯＲＯ船,"99,706",-,"90,262","6,852",30,"2,562",-,"66,170","50,941",-,"45,737","3,462",15,"1,727",-,"34,378","48,765",-,"44,525","3,390",15,835,-,"31,792",ＲＯＲＯ船,,,,,
実入,"99,706",-,"90,262","6,852",30,"2,562",-,"66,170","50,941",-,"45,737","3,462",15,"1,727",-,"34,378","48,765",-,"44,525","3,390",15,835,-,"31,792",実入,,,,,
空,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,空,,,,,
その他コンテナ積船,"20,288","14,259","1,582",348,-,"4,099",-,"16,543","15,163","10,004",712,348,-,"4,099",-,"13,895","5,125","4,255",870,-,-,-,-,"2,648",その他コンテナ積船,,,,,
実入,"15,841","14,259","1,582",-,-,-,-,"7,997","10,716","10,004",712,-,-,-,-,"5,349","5,125","4,255",870,-,-,-,-,"2,648",実入,,,,,
空,"4,447",-,-,348,-,"4,099",-,"8,546","4,447",-,-,348,-,"4,099",-,"8,546",-,-,-,-,-,-,-,-,空,,,,,
