空,"182,722","71,635","111,087",-,"293,809","180,220","69,815","110,405",-,"290,625","2,502","1,820",682,-,"3,184",,,,,,,,,,,,
フルコンテナ船,"579,659","212,349","367,310",-,"946,969","261,155","99,265","161,890",-,"423,045","318,504","113,084","205,420",-,"523,924",,,,,,,,,,,,
実入,"396,979","140,714","256,265",-,"653,244","80,958","29,450","51,508",-,"132,466","316,021","111,264","204,757",-,"520,778",,,,,,,,,,,,
空,"182,680","71,635","111,045",-,"293,725","180,197","69,815","110,382",-,"290,579","2,483","1,820",663,-,"3,146",,,,,,,,,,,,
セミコンテナ船,"2,516",899,"1,617",-,"4,133","2,468",899,"1,569",-,"4,037",48,-,48,-,96,,,,,,,,,,,,
実入,"2,474",899,"1,575",-,"4,049","2,445",899,"1,546",-,"3,991",29,-,29,-,58,,,,,,,,,,,,
空,42,-,42,-,84,23,-,23,-,46,19,-,19,-,38,,,,,,,,,,,,
その他コンテナ積船,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
実入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
空,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
青海コンテナふ頭(埠頭㈱),"430,243","132,702","297,540",1,"727,784","207,476","63,777","143,699",-,"351,175","222,767","68,925","153,841",1,"376,609",,,,,,,,,,,,
実入,"290,441","89,792","200,648",1,"491,090","68,390","21,102","47,288",-,"115,678","222,051","68,690","153,360",1,"375,412",,,,,,,,,,,,
空,"139,802","42,910","96,892",-,"236,694","139,086","42,675","96,411",-,"235,497",716,235,481,-,"1,197",,,,,,,,,,,,
フルコンテナ船,"429,449","132,530","296,918",1,"726,368","206,983","63,684","143,299",-,"350,282","222,466","68,846","153,619",1,"376,086",,,,,,,,,,,,
実入,"290,114","89,700","200,413",1,"490,528","68,364","21,089","47,275",-,"115,639","221,750","68,611","153,138",1,"374,889",,,,,,,,,,,,
空,"139,335","42,830","96,505",-,"235,840","138,619","42,595","96,024",-,"234,643",716,235,481,-,"1,197",,,,,,,,,,,,
セミコンテナ船,794,172,622,-,"1,416",493,93,400,-,893,301,79,222,-,523,,,,,,,,,,,,
実入,327,92,235,-,562,26,13,13,-,39,301,79,222,-,523,,,,,,,,,,,,
空,467,80,387,-,854,467,80,387,-,854,-,-,-,-,-,,,,,,,,,,,,
その他コンテナ積船,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
実入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
空,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
お台場ライナーふ頭,"1,034",270,764,-,"1,798",15,15,-,-,15,"1,019",255,764,-,"1,783",,,,,,,,,,,,
実入,993,269,724,-,"1,717",15,15,-,-,15,978,254,724,-,"1,702",,,,,,,,,,,,
空,41,1,40,-,81,-,-,-,-,-,41,1,40,-,81,,,,,,,,,,,,
フルコンテナ船,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
実入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
空,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
セミコンテナ船,"1,033",269,764,-,"1,797",15,15,-,-,15,"1,018",254,764,-,"1,782",,,,,,,,,,,,
実入,992,268,724,-,"1,716",15,15,-,-,15,977,253,724,-,"1,701",,,,,,,,,,,,
空,41,1,40,-,81,-,-,-,-,-,41,1,40,-,81,,,,,,,,,,,,
その他コンテナ積船,1,1,-,-,1,-,-,-,-,-,1,1,-,-,1,,,,,,,,,,,,
実入,1,1,-,-,1,-,-,-,-,-,1,1,-,-,1,,,,,,,,,,,,
空,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
大井コンテナふ頭,"1,319,566","427,194","892,324",48,"2,211,949","603,706","199,616","404,089",1,"1,007,796","715,860","227,578","488,235",47,"1,204,153",,,,,,,,,,,,
実入,"1,073,275","336,090","737,182",3,"1,810,460","361,594","110,834","250,759",1,"612,354","711,681","225,256","486,423",2,"1,198,106",,,,,,,,,,,,
空,"246,291","91,104","155,142",45,"401,489","242,112","88,782","153,330",-,"395,442","4,179","2,322","1,812",45,"6,047",,,,,,,,,,,,
フルコンテナ船,"1,310,037","424,426","885,563",48,"2,195,659","598,455","198,263","400,191",1,"998,647","711,582","226,163","485,372",47,"1,197,012",,,,,,,,,,,,
実入,"1,067,605","334,240","733,362",3,"1,800,970","360,197","110,399","249,797",1,"609,995","707,408","223,841","483,565",2,"1,190,975",,,,,,,,,,,,
空,"242,432","90,186","152,201",45,"394,689","238,258","87,864","150,394",-,"388,652","4,174","2,322","1,807",45,"6,037",,,,,,,,,,,,
セミコンテナ船,"9,525","2,764","6,761",-,"16,286","5,251","1,353","3,898",-,"9,149","4,274","1,411","2,863",-,"7,137",,,,,,,,,,,,
実入,"5,666","1,846","3,820",-,"9,486","1,397",435,962,-,"2,359","4,269","1,411","2,858",-,"7,127",,,,,,,,,,,,
空,"3,859",918,"2,941",-,"6,800","3,854",918,"2,936",-,"6,790",5,-,5,-,10,,,,,,,,,,,,
その他コンテナ積船,4,4,-,-,4,-,-,-,-,-,4,4,-,-,4,,,,,,,,,,,,
実入,4,4,-,-,4,-,-,-,-,-,4,4,-,-,4,,,,,,,,,,,,
空,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
その他,"139,421","54,285","85,136",-,"224,557","71,247","28,609","42,638",-,"113,885","68,174","25,676","42,498",-,"110,672",,,,,,,,,,,,
実入,"87,907","30,264","57,643",-,"145,550","19,970","4,790","15,180",-,"35,150","67,937","25,474","42,463",-,"110,400",,,,,,,,,,,,
空,"51,514","24,021","27,493",-,"79,007","51,277","23,819","27,458",-,"78,735",237,202,35,-,272,,,,,,,,,,,,
フルコンテナ船,"138,619","54,229","84,390",-,"223,009","71,140","28,609","42,531",-,"113,671","67,479","25,620","41,859",-,"109,338",,,,,,,,,,,,
実入,"87,105","30,208","56,897",-,"144,002","19,863","4,790","15,073",-,"34,936","67,242","25,418","41,824",-,"109,066",,,,,,,,,,,,
空,"51,514","24,021","27,493",-,"79,007","51,277","23,819","27,458",-,"78,735",237,202,35,-,272,,,,,,,,,,,,
セミコンテナ船,789,56,733,-,"1,522",98,-,98,-,196,691,56,635,-,"1,326",,,,,,,,,,,,
実入,789,56,733,-,"1,522",98,-,98,-,196,691,56,635,-,"1,326",,,,,,,,,,,,
空,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
その他コンテナ積船,13,-,13,-,26,9,-,9,-,18,4,-,4,-,8,,,,,,,,,,,,
実入,13,-,13,-,26,9,-,9,-,18,4,-,4,-,8,,,,,,,,,,,,
空,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
