種別,地域階層,地域,和暦（年度）,西暦（年度）,土地面積（㎡）,土地面積／設置者所有（㎡）,土地面積／設置者所有／屋外運動場（㎡）,土地面積／設置者所有／実験実習地（㎡）,土地面積／設置者所有／建物敷地・その他（㎡）,土地面積／借用（㎡）,土地面積／借用／屋外運動場（㎡）,土地面積／借用／実験実習地（㎡）,土地面積／借用／建物敷地・その他（㎡）
私立幼稚園,2,東大和市,令和4,2022,17434,11565,4645,－,6920,5869,1234,－,4635
私立幼稚園,2,清瀬市,令和4,2022,27313,21343,8627,1351,11365,5970,1263,－,4707
私立幼稚園,2,東久留米市,令和4,2022,26757,17387,8096,354,8937,9370,4834,－,4536
私立幼稚園,2,武蔵村山市,令和4,2022,17879,14576,5100,－,9476,3303,1551,－,1752
私立幼稚園,2,多摩市,令和4,2022,24274,20365,8028,－,12337,3909,1569,－,2340
私立幼稚園,2,稲城市,令和4,2022,24048,18220,6798,2071,9351,5828,1971,－,3857
私立幼稚園,2,羽村市,令和4,2022,17100,16905,7276,－,9629,195,195,－,－
私立幼稚園,2,あきる野市,令和4,2022,24882,18869,5900,5103,7866,6013,2677,－,3336
私立幼稚園,2,西東京市,令和4,2022,45721,40129,18384,－,21745,5592,3769,－,1823
私立幼稚園,1,郡部,令和4,2022,14558,13554,1811,－,11743,1004,508,－,496
私立幼稚園,2,瑞穂町,令和4,2022,11162,10158,721,－,9437,1004,508,－,496
私立幼稚園,2,日の出町,令和4,2022,3396,3396,1090,－,2306,－,－,－,－
私立幼稚園,2,檜原村,令和4,2022,－,－,－,－,－,－,－,－,－
私立幼稚園,2,奥多摩町,令和4,2022,－,－,－,－,－,－,－,－,－
私立幼稚園,1,島部,令和4,2022,－,－,－,－,－,－,－,－,－
私立幼稚園,2,大島町,令和4,2022,－,－,－,－,－,－,－,－,－
私立幼稚園,2,利島村,令和4,2022,－,－,－,－,－,－,－,－,－
私立幼稚園,2,新島村,令和4,2022,－,－,－,－,－,－,－,－,－
私立幼稚園,2,神津島村,令和4,2022,－,－,－,－,－,－,－,－,－
私立幼稚園,2,三宅村,令和4,2022,－,－,－,－,－,－,－,－,－
私立幼稚園,2,御蔵島村,令和4,2022,－,－,－,－,－,－,－,－,－
私立幼稚園,2,八丈町,令和4,2022,－,－,－,－,－,－,－,－,－
私立幼稚園,2,青ヶ島村,令和4,2022,－,－,－,－,－,－,－,－,－
私立幼稚園,2,小笠原村,令和4,2022,－,－,－,－,－,－,－,－,－
私立高等学校,0,総数,平成29,2017,7405714,6902651,2118438,953092,3831121,503063,269150,794,233119
私立高等学校,0,総数,平成30,2018,7385182,6896590,2118390,953157,3825043,488592,260978,794,226820
私立高等学校,0,総数,令和元,2019,7339303,6852160,2123333,952755,3776072,487143,259997,794,226352
私立高等学校,0,総数,令和2,2020,7315899,6832510,2144040,919316,3769154,483389,253595,794,229000
私立高等学校,0,総数,令和3,2021,7299171,6831638,2160566,899019,3772053,467533,259304,794,207435
私立高等学校,0,総数,令和4,2022,7008751,6549319,2117437,896933,3534949,459432,248316,794,210322
私立高等学校,1,区部,令和4,2022,3611725,3241849,1341566,19255,1881028,369876,204515,－,165361
私立高等学校,2,千代田区,令和4,2022,137783,134824,69620,－,65204,2959,－,－,2959
私立高等学校,2,中央区,令和4,2022,5847,5847,5018,－,829,－,－,－,－
私立高等学校,2,港区,令和4,2022,234885,207842,75031,－,132811,27043,23229,－,3814
私立高等学校,2,新宿区,令和4,2022,156811,154525,63628,－,90897,2286,－,－,2286
私立高等学校,2,文京区,令和4,2022,189796,180605,81538,2223,96844,9191,3990,－,5201
私立高等学校,2,台東区,令和4,2022,49433,33942,21678,－,12264,15491,15491,－,－
私立高等学校,2,墨田区,令和4,2022,35381,35381,30545,－,4836,－,－,－,－
私立高等学校,2,江東区,令和4,2022,28886,20691,7760,－,12931,8195,8195,－,－
私立高等学校,2,品川区,令和4,2022,205556,191568,19283,－,172285,13988,11944,－,2044
私立高等学校,2,目黒区,令和4,2022,187711,185315,57534,459,127322,2396,614,－,1782
私立高等学校,2,大田区,令和4,2022,128626,85360,16727,－,68633,43266,34475,－,8791
私立高等学校,2,世田谷区,令和4,2022,592747,562925,250677,16402,295846,29822,16852,－,12970
私立高等学校,2,渋谷区,令和4,2022,176020,168912,65150,－,103762,7108,4038,－,3070
私立高等学校,2,中野区,令和4,2022,120226,114220,58459,－,55761,6006,3049,－,2957
私立高等学校,2,杉並区,令和4,2022,289126,249123,111887,－,137236,40003,10108,－,29895
私立高等学校,2,豊島区,令和4,2022,295552,192183,109243,－,82940,103369,39540,－,63829
私立高等学校,2,北区,令和4,2022,279140,273299,128865,－,144434,5841,2758,－,3083
私立高等学校,2,荒川区,令和4,2022,25255,19219,8123,－,11096,6036,4146,－,1890
私立高等学校,2,板橋区,令和4,2022,165627,159507,68033,－,91474,6120,－,－,6120
私立高等学校,2,練馬区,令和4,2022,112643,98287,17438,171,80678,14356,8032,－,6324
私立高等学校,2,足立区,令和4,2022,15365,7791,3100,－,4691,7574,－,－,7574
私立高等学校,2,葛飾区,令和4,2022,63006,63006,43696,－,19310,－,－,－,－
私立高等学校,2,江戸川区,令和4,2022,116303,97477,28533,－,68944,18826,18054,－,772
私立高等学校,1,市部,令和4,2022,3397026,3307470,775871,877678,1653921,89556,43801,794,44961
私立高等学校,2,八王子市,令和4,2022,765627,735107,140901,1791,592415,30520,14511,794,15215
私立高等学校,2,立川市,令和4,2022,46483,30269,6500,－,23769,16214,8968,－,7246
私立高等学校,2,武蔵野市,令和4,2022,122316,120731,42326,－,78405,1585,－,－,1585
私立高等学校,2,三鷹市,令和4,2022,65099,65099,29939,－,35160,－,－,－,－
私立高等学校,2,青梅市,令和4,2022,－,－,－,－,－,－,－,－,－
私立高等学校,2,府中市,令和4,2022,36436,36436,12588,－,23848,－,－,－,－
私立高等学校,2,昭島市,令和4,2022,84143,84143,30777,－,53366,－,－,－,－
私立高等学校,2,調布市,令和4,2022,137157,137157,19606,74374,43177,－,－,－,－
私立高等学校,2,町田市,令和4,2022,274342,262087,96845,3703,161539,12255,11880,－,375
私立高等学校,2,小金井市,令和4,2022,135955,135955,55454,－,80501,－,－,－,－
私立高等学校,2,小平市,令和4,2022,139870,131307,68461,217,62629,8563,3506,－,5057
私立高等学校,2,日野市,令和4,2022,－,－,－,－,－,－,－,－,－
私立高等学校,2,東村山市,令和4,2022,109999,109999,51508,－,58491,－,－,－,－
私立高等学校,2,国分寺市,令和4,2022,127139,116801,76539,9145,31117,10338,－,－,10338
私立高等学校,2,国立市,令和4,2022,95985,95985,39943,482,55560,－,－,－,－
私立高等学校,2,福生市,令和4,2022,－,－,－,－,－,－,－,－,－
私立高等学校,2,狛江市,令和4,2022,－,－,－,－,－,－,－,－,－
私立高等学校,2,東大和市,令和4,2022,－,－,－,－,－,－,－,－,－
私立高等学校,2,清瀬市,令和4,2022,11441,6100,2524,－,3576,5341,844,－,4497
私立高等学校,2,東久留米市,令和4,2022,855199,855199,17359,769764,68076,－,－,－,－
私立高等学校,2,武蔵村山市,令和4,2022,29359,29359,12250,－,17109,－,－,－,－
私立高等学校,2,多摩市,令和4,2022,27074,27074,15234,－,11840,－,－,－,－
私立高等学校,2,稲城市,令和4,2022,8067,8067,－,－,8067,－,－,－,－
私立高等学校,2,羽村市,令和4,2022,－,－,－,－,－,－,－,－,－
私立高等学校,2,あきる野市,令和4,2022,273040,268948,46381,439,222128,4092,4092,－,－
私立高等学校,2,西東京市,令和4,2022,52295,51647,10736,17763,23148,648,－,－,648
私立高等学校,1,郡部,令和4,2022,－,－,－,－,－,－,－,－,－
私立高等学校,2,瑞穂町,令和4,2022,－,－,－,－,－,－,－,－,－
私立高等学校,2,日の出町,令和4,2022,－,－,－,－,－,－,－,－,－
私立高等学校,2,檜原村,令和4,2022,－,－,－,－,－,－,－,－,－
私立高等学校,2,奥多摩町,令和4,2022,－,－,－,－,－,－,－,－,－
私立高等学校,1,島部,令和4,2022,－,－,－,－,－,－,－,－,－
私立高等学校,2,大島町,令和4,2022,－,－,－,－,－,－,－,－,－
私立高等学校,2,利島村,令和4,2022,－,－,－,－,－,－,－,－,－
私立高等学校,2,新島村,令和4,2022,－,－,－,－,－,－,－,－,－
私立高等学校,2,神津島村,令和4,2022,－,－,－,－,－,－,－,－,－
私立高等学校,2,三宅村,令和4,2022,－,－,－,－,－,－,－,－,－
私立高等学校,2,御蔵島村,令和4,2022,－,－,－,－,－,－,－,－,－
私立高等学校,2,八丈町,令和4,2022,－,－,－,－,－,－,－,－,－
私立高等学校,2,青ヶ島村,令和4,2022,－,－,－,－,－,－,－,－,－
私立高等学校,2,小笠原村,令和4,2022,－,－,－,－,－,－,－,－,－
,,,,,,,,,,,,,
令和４年度　学校基本統計（学校基本調査報告書）,,,,,,,,,,,,,
２０－４　学校施設調査　区市町村、用途別学校土地面積,,,,,,,,,,,,,
注１）学校土地面積とは、土地の境界線内の水平投影面積である。,,,,,,,,,,,,,
注２）実験実習地とは、実験実習に使用する耕地、牧場、演習林等である。,,,,,,,,,,,,,
注３）地域区分は、認可された学校の位置により土地面積を一括計上した。したがって、他の県や区市町村にあるものも含まれる。,,,,,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部　2:区市町村）,,,,,,,,,,,,,
