"町名","丁目","番地","号","投票所","投票所名"
"赤坂","8丁目","5番",,"第33投票所","赤坂図書館"
"赤坂","8丁目","6番",,"第32投票所","赤坂小学校"
"赤坂","8丁目","7番",,"第32投票所","赤坂小学校"
"赤坂","8丁目","8番",,"第32投票所","赤坂小学校"
"赤坂","8丁目","9番",,"第32投票所","赤坂小学校"
"赤坂","8丁目","10番",,"第32投票所","赤坂小学校"
"赤坂","8丁目","11番",,"第32投票所","赤坂小学校"
"赤坂","8丁目","12番",,"第32投票所","赤坂小学校"
"赤坂","8丁目","13番",,"第32投票所","赤坂小学校"
"赤坂","9丁目",,,"第32投票所","赤坂小学校"
"麻布十番","1丁目",,,"第24投票所","南山小学校"
"麻布十番","2丁目","1番",,"第25投票所","南麻布いきいきプラザ"
"麻布十番","2丁目","2番",,"第25投票所","南麻布いきいきプラザ"
"麻布十番","2丁目","3番",,"第25投票所","南麻布いきいきプラザ"
"麻布十番","2丁目","4番",,"第24投票所","南山小学校"
"麻布十番","2丁目","5番",,"第24投票所","南山小学校"
"麻布十番","2丁目","6番",,"第24投票所","南山小学校"
"麻布十番","2丁目","7番",,"第24投票所","南山小学校"
"麻布十番","2丁目","8番",,"第24投票所","南山小学校"
"麻布十番","2丁目","9番",,"第25投票所","南麻布いきいきプラザ"
"麻布十番","2丁目","10番",,"第25投票所","南麻布いきいきプラザ"
"麻布十番","2丁目","11番",,"第25投票所","南麻布いきいきプラザ"
"麻布十番","2丁目","12番",,"第25投票所","南麻布いきいきプラザ"
"麻布十番","2丁目","13番",,"第25投票所","南麻布いきいきプラザ"
"麻布十番","2丁目","14番",,"第25投票所","南麻布いきいきプラザ"
"麻布十番","2丁目","15番",,"第25投票所","南麻布いきいきプラザ"
"麻布十番","2丁目","16番",,"第25投票所","南麻布いきいきプラザ"
"麻布十番","2丁目","17番",,"第25投票所","南麻布いきいきプラザ"
"麻布十番","2丁目","18番",,"第25投票所","南麻布いきいきプラザ"
"麻布十番","2丁目","19番",,"第25投票所","南麻布いきいきプラザ"
"麻布十番","2丁目","20番",,"第25投票所","南麻布いきいきプラザ"
"麻布十番","2丁目","21番",,"第25投票所","南麻布いきいきプラザ"
"麻布十番","3丁目",,,"第25投票所","南麻布いきいきプラザ"
"麻布十番","4丁目",,,"第25投票所","南麻布いきいきプラザ"
"麻布台","1丁目","1番",,"第22投票所","麻布小学校"
"麻布台","1丁目","2番",,"第22投票所","麻布小学校"
"麻布台","1丁目","3番",,"第22投票所","麻布小学校"
"麻布台","1丁目","4番",,"第22投票所","麻布小学校"
"麻布台","1丁目","5番",,"第22投票所","麻布小学校"
"麻布台","1丁目","6番",,"第22投票所","麻布小学校"
"麻布台","1丁目","7番",,"第23投票所","飯倉いきいきプラザ"
"麻布台","1丁目","8番",,"第22投票所","麻布小学校"
"麻布台","1丁目","9番",,"第23投票所","飯倉いきいきプラザ"
"麻布台","1丁目","10番",,"第23投票所","飯倉いきいきプラザ"
"麻布台","1丁目","11番",,"第23投票所","飯倉いきいきプラザ"
"麻布台","2丁目",,,"第23投票所","飯倉いきいきプラザ"
"麻布台","3丁目",,,"第22投票所","麻布小学校"
"麻布永坂町",,,,"第22投票所","麻布小学校"
"麻布狸穴町",,,,"第23投票所","飯倉いきいきプラザ"
"愛宕","1丁目",,,"第2投票所","南桜公園管理棟"
"愛宕","2丁目",,,"第2投票所","南桜公園管理棟"
"海岸","1丁目",,,"第5投票所","エコプラザ"
"海岸","2丁目",,,"第6投票所","障害保健福祉センター"
"海岸","3丁目","1番",,"第9投票所","芝浦港南地区総合支所"
"海岸","3丁目","2番",,"第9投票所","芝浦港南地区総合支所"
"海岸","3丁目","3番",,"第9投票所","芝浦港南地区総合支所"
"海岸","3丁目","4番",,"第40投票所","芝浦アイランド児童高齢者交流プラザ"
"海岸","3丁目","5番",,"第40投票所","芝浦アイランド児童高齢者交流プラザ"
"海岸","3丁目","6番",,"第40投票所","芝浦アイランド児童高齢者交流プラザ"
"海岸","3丁目","7番",,"第40投票所","芝浦アイランド児童高齢者交流プラザ"
"海岸","3丁目","8番",,"第40投票所","芝浦アイランド児童高齢者交流プラザ"
"海岸","3丁目","9番",,"第40投票所","芝浦アイランド児童高齢者交流プラザ"
"海岸","3丁目","10番",,"第40投票所","芝浦アイランド児童高齢者交流プラザ"
"海岸","3丁目","11番",,"第40投票所","芝浦アイランド児童高齢者交流プラザ"
"海岸","3丁目","12番",,"第40投票所","芝浦アイランド児童高齢者交流プラザ"
"海岸","3丁目","13番",,"第40投票所","芝浦アイランド児童高齢者交流プラザ"
"海岸","3丁目","14番",,"第9投票所","芝浦港南地区総合支所"
"海岸","3丁目","15番",,"第9投票所","芝浦港南地区総合支所"
"海岸","3丁目","16番",,"第9投票所","芝浦港南地区総合支所"
"海岸","3丁目","17番",,"第9投票所","芝浦港南地区総合支所"
"海岸","3丁目","18番",,"第9投票所","芝浦港南地区総合支所"
"海岸","3丁目","19番",,"第9投票所","芝浦港南地区総合支所"
"海岸","3丁目","20番",,"第40投票所","芝浦アイランド児童高齢者交流プラザ"
"海岸","3丁目","21番",,"第40投票所","芝浦アイランド児童高齢者交流プラザ"
"海岸","3丁目","22番",,"第9投票所","芝浦港南地区総合支所"
"海岸","3丁目","23番",,"第9投票所","芝浦港南地区総合支所"
"海岸","3丁目","24番",,"第9投票所","芝浦港南地区総合支所"
"海岸","3丁目","25番",,"第9投票所","芝浦港南地区総合支所"
"海岸","3丁目","26番",,"第9投票所","芝浦港南地区総合支所"
"海岸","3丁目","27番",,"第9投票所","芝浦港南地区総合支所"
"海岸","3丁目","28番",,"第9投票所","芝浦港南地区総合支所"
"海岸","3丁目","29番",,"第9投票所","芝浦港南地区総合支所"
"海岸","3丁目","30番",,"第9投票所","芝浦港南地区総合支所"
"海岸","3丁目","31番",,"第40投票所","芝浦アイランド児童高齢者交流プラザ"
"海岸","3丁目","32番",,"第40投票所","芝浦アイランド児童高齢者交流プラザ"
"海岸","3丁目","33番",,"第40投票所","芝浦アイランド児童高齢者交流プラザ"
"北青山","1丁目",,,"第34投票所","青山小学校"
"北青山","2丁目","1番",,"第34投票所","青山小学校"
"北青山","2丁目","2番",,"第34投票所","青山小学校"
"北青山","2丁目","3番",,"第34投票所","青山小学校"
"北青山","2丁目","4番",,"第34投票所","青山小学校"
"北青山","2丁目","5番",,"第34投票所","青山小学校"
"北青山","2丁目","6番",,"第34投票所","青山小学校"
"北青山","2丁目","7番",,"第34投票所","青山小学校"
"北青山","2丁目","8番",,"第34投票所","青山小学校"
"北青山","2丁目","9番",,"第36投票所","赤坂子ども中高生プラザ青山館"
"北青山","2丁目","10番",,"第36投票所","赤坂子ども中高生プラザ青山館"
"北青山","2丁目","11番",,"第36投票所","赤坂子ども中高生プラザ青山館"
"北青山","2丁目","12番",,"第36投票所","赤坂子ども中高生プラザ青山館"
"北青山","2丁目","13番",,"第36投票所","赤坂子ども中高生プラザ青山館"
"北青山","2丁目","14番",,"第36投票所","赤坂子ども中高生プラザ青山館"
"北青山","3丁目",,,"第36投票所","赤坂子ども中高生プラザ青山館"
"港南","1丁目",,,"第39投票所","品川インターシティＢ棟"
"港南","2丁目",,,"第39投票所","品川インターシティＢ棟"
"港南","3丁目",,,"第41投票所","シティハイツ港南"
"港南","4丁目",,,"第20投票所","港南小学校"
"港南","5丁目",,,"第41投票所","シティハイツ港南"
"芝","1丁目",,,"第6投票所","障害保健福祉センター"
"芝","2丁目",,,"第7投票所","芝小学校"
"芝","3丁目",,,"第7投票所","芝小学校"
"芝","4丁目","1番",,"第7投票所","芝小学校"
"芝","4丁目","2番",,"第7投票所","芝小学校"
"芝","4丁目","3番",,"第7投票所","芝小学校"
"芝","4丁目","4番",,"第7投票所","芝小学校"
"芝","4丁目","5番",,"第7投票所","芝小学校"
"芝","4丁目","6番",,"第7投票所","芝小学校"
"芝","4丁目","7番",,"第7投票所","芝小学校"
"芝","4丁目","8番",,"第6投票所","障害保健福祉センター"
"芝","4丁目","9番",,"第6投票所","障害保健福祉センター"
"芝","4丁目","10番",,"第6投票所","障害保健福祉センター"
"芝","4丁目","11番",,"第6投票所","障害保健福祉センター"
"芝","4丁目","12番",,"第6投票所","障害保健福祉センター"
"芝","4丁目","13番",,"第6投票所","障害保健福祉センター"
"芝","4丁目","14番",,"第6投票所","障害保健福祉センター"
"芝","4丁目","15番",,"第6投票所","障害保健福祉センター"
"芝","4丁目","16番",,"第6投票所","障害保健福祉センター"
"芝","4丁目","17番",,"第6投票所","障害保健福祉センター"
"芝","4丁目","18番",,"第6投票所","障害保健福祉センター"
"芝","5丁目",,,"第8投票所","芝コミュニティはうす（芝区民協働スペース）"
"芝浦","1丁目","1番",,"第6投票所","障害保健福祉センター"
"芝浦","1丁目","2番",,"第6投票所","障害保健福祉センター"
"芝浦","1丁目","3番",,"第6投票所","障害保健福祉センター"
"芝浦","1丁目","4番",,"第6投票所","障害保健福祉センター"
"芝浦","1丁目","5番",,"第6投票所","障害保健福祉センター"
"芝浦","1丁目","6番",,"第6投票所","障害保健福祉センター"
"芝浦","1丁目","7番",,"第9投票所","芝浦港南地区総合支所"
"芝浦","1丁目","8番",,"第9投票所","芝浦港南地区総合支所"
"芝浦","1丁目","9番",,"第9投票所","芝浦港南地区総合支所"
"芝浦","1丁目","10番",,"第9投票所","芝浦港南地区総合支所"
"芝浦","1丁目","11番",,"第9投票所","芝浦港南地区総合支所"
"芝浦","1丁目","12番",,"第9投票所","芝浦港南地区総合支所"
"芝浦","1丁目","13番",,"第9投票所","芝浦港南地区総合支所"
"芝浦","1丁目","14番",,"第9投票所","芝浦港南地区総合支所"
"芝浦","1丁目","15番",,"第9投票所","芝浦港南地区総合支所"
"芝浦","1丁目","16番",,"第9投票所","芝浦港南地区総合支所"
"芝浦","2丁目",,,"第9投票所","芝浦港南地区総合支所"
"芝浦","3丁目",,,"第9投票所","芝浦港南地区総合支所"
"芝浦","4丁目","1番",,"第38投票所","芝浦港南区民センター"
"芝浦","4丁目","2番",,"第38投票所","芝浦港南区民センター"
"芝浦","4丁目","3番",,"第38投票所","芝浦港南区民センター"
"芝浦","4丁目","4番",,"第38投票所","芝浦港南区民センター"
"芝浦","4丁目","5番",,"第38投票所","芝浦港南区民センター"
"芝浦","4丁目","6番",,"第38投票所","芝浦港南区民センター"
"芝浦","4丁目","7番",,"第38投票所","芝浦港南区民センター"
"芝浦","4丁目","8番",,"第38投票所","芝浦港南区民センター"
"芝浦","4丁目","9番",,"第38投票所","芝浦港南区民センター"
"芝浦","4丁目","10番",,"第38投票所","芝浦港南区民センター"
"芝浦","4丁目","11番",,"第38投票所","芝浦港南区民センター"
"芝浦","4丁目","12番",,"第38投票所","芝浦港南区民センター"
"芝浦","4丁目","13番",,"第38投票所","芝浦港南区民センター"
"芝浦","4丁目","14番",,"第38投票所","芝浦港南区民センター"
"芝浦","4丁目","15番",,"第38投票所","芝浦港南区民センター"
"芝浦","4丁目","16番",,"第38投票所","芝浦港南区民センター"
"芝浦","4丁目","17番",,"第38投票所","芝浦港南区民センター"
"芝浦","4丁目","18番",,"第38投票所","芝浦港南区民センター"
"芝浦","4丁目","19番",,"第40投票所","芝浦アイランド児童高齢者交流プラザ"
"芝浦","4丁目","20番",,"第40投票所","芝浦アイランド児童高齢者交流プラザ"
"芝浦","4丁目","21番",,"第40投票所","芝浦アイランド児童高齢者交流プラザ"
"芝浦","4丁目","22番",,"第40投票所","芝浦アイランド児童高齢者交流プラザ"
"芝公園","1丁目",,,"第4投票所","福祉プラザさくら川"
"芝公園","2丁目",,,"第4投票所","福祉プラザさくら川"
"芝公園","3丁目","1番",,"第4投票所","福祉プラザさくら川"
"芝公園","3丁目","2番",,"第4投票所","福祉プラザさくら川"
"芝公園","3丁目","3番",,"第4投票所","福祉プラザさくら川"
"芝公園","3丁目","4番",,"第4投票所","福祉プラザさくら川"
"芝公園","3丁目","5番",,"第4投票所","福祉プラザさくら川"
"芝公園","3丁目","6番",,"第1投票所","虎ノ門いきいきプラザ"
"芝公園","4丁目",,,"第4投票所","福祉プラザさくら川"
"芝大門","1丁目",,,"第4投票所","福祉プラザさくら川"
"芝大門","2丁目",,,"第4投票所","福祉プラザさくら川"
"白金","1丁目",,,"第14投票所","白金の丘学園"
"白金","2丁目",,,"第14投票所","白金の丘学園"
"白金","3丁目",,,"第14投票所","白金の丘学園"
"白金","4丁目",,,"第14投票所","白金の丘学園"
"白金","5丁目",,,"第15投票所","神応いきいきプラザ"
"白金","6丁目",,,"第15投票所","神応いきいきプラザ"
"白金台","1丁目",,,"第16投票所","白金小学校"
"白金台","2丁目",,,"第16投票所","白金小学校"
"白金台","3丁目",,,"第16投票所","白金小学校"
"白金台","4丁目",,,"第16投票所","白金小学校"
"白金台","5丁目","1番",,"第15投票所","神応いきいきプラザ"
"白金台","5丁目","2番",,"第15投票所","神応いきいきプラザ"
"白金台","5丁目","3番",,"第15投票所","神応いきいきプラザ"
"白金台","5丁目","4番",,"第15投票所","神応いきいきプラザ"
"白金台","5丁目","5番",,"第15投票所","神応いきいきプラザ"
"白金台","5丁目","6番",,"第15投票所","神応いきいきプラザ"
"白金台","5丁目","7番",,"第15投票所","神応いきいきプラザ"
"白金台","5丁目","8番",,"第15投票所","神応いきいきプラザ"
"白金台","5丁目","9番",,"第15投票所","神応いきいきプラザ"
"白金台","5丁目","10番",,"第15投票所","神応いきいきプラザ"
"白金台","5丁目","11番",,"第15投票所","神応いきいきプラザ"
"白金台","5丁目","12番",,"第15投票所","神応いきいきプラザ"
"白金台","5丁目","13番",,"第16投票所","白金小学校"
"白金台","5丁目","14番",,"第16投票所","白金小学校"
"白金台","5丁目","15番",,"第16投票所","白金小学校"
"白金台","5丁目","16番",,"第16投票所","白金小学校"
"白金台","5丁目","17番",,"第16投票所","白金小学校"
"白金台","5丁目","18番",,"第16投票所","白金小学校"
"白金台","5丁目","19番",,"第16投票所","白金小学校"
"白金台","5丁目","20番",,"第16投票所","白金小学校"
"白金台","5丁目","21番",,"第16投票所","白金小学校"
"白金台","5丁目","22番",,"第16投票所","白金小学校"
"白金台","5丁目","23番",,"第16投票所","白金小学校"
"白金台","5丁目","24番",,"第16投票所","白金小学校"
"白金台","5丁目","25番",,"第16投票所","白金小学校"
"新橋","1丁目",,,"第3投票所","生涯学習センター"
"新橋","2丁目",,,"第3投票所","生涯学習センター"
"新橋","3丁目",,,"第3投票所","生涯学習センター"
"新橋","4丁目",,,"第3投票所","生涯学習センター"
"新橋","5丁目",,,"第4投票所","福祉プラザさくら川"
"新橋","6丁目",,,"第4投票所","福祉プラザさくら川"
"台場","1丁目",,,"第37投票所","お台場学園"
"台場","2丁目",,,"第37投票所","お台場学園"
"高輪","1丁目","1番",,"第14投票所","白金の丘学園"
"高輪","1丁目","2番",,"第14投票所","白金の丘学園"
"高輪","1丁目","3番",,"第14投票所","白金の丘学園"
"高輪","1丁目","4番",,"第17投票所","高輪台小学校"
"高輪","1丁目","5番",,"第13投票所","御田小学校"
"高輪","1丁目","6番",,"第17投票所","高輪台小学校"
"高輪","1丁目","7番",,"第17投票所","高輪台小学校"
"高輪","1丁目","8番",,"第17投票所","高輪台小学校"
"高輪","1丁目","9番",,"第17投票所","高輪台小学校"
"高輪","1丁目","10番",,"第17投票所","高輪台小学校"
"高輪","1丁目","11番",,"第17投票所","高輪台小学校"
"高輪","1丁目","12番",,"第17投票所","高輪台小学校"
"高輪","1丁目","13番",,"第17投票所","高輪台小学校"
"高輪","1丁目","14番",,"第17投票所","高輪台小学校"
"高輪","1丁目","15番",,"第17投票所","高輪台小学校"
"高輪","1丁目","16番",,"第17投票所","高輪台小学校"
"高輪","1丁目","17番",,"第17投票所","高輪台小学校"
"高輪","1丁目","18番",,"第17投票所","高輪台小学校"
"高輪","1丁目","19番",,"第17投票所","高輪台小学校"
"高輪","1丁目","20番",,"第17投票所","高輪台小学校"
"高輪","1丁目","21番",,"第17投票所","高輪台小学校"
"高輪","1丁目","22番",,"第17投票所","高輪台小学校"
"高輪","1丁目","23番",,"第17投票所","高輪台小学校"
"高輪","1丁目","24番",,"第17投票所","高輪台小学校"
"高輪","1丁目","25番",,"第17投票所","高輪台小学校"
"高輪","1丁目","26番",,"第17投票所","高輪台小学校"
"高輪","1丁目","27番",,"第17投票所","高輪台小学校"
"高輪","2丁目","1番","1号","第17投票所","高輪台小学校"
"高輪","2丁目","1番","2号","第17投票所","高輪台小学校"
"高輪","2丁目","1番","3号","第17投票所","高輪台小学校"
"高輪","2丁目","1番","4号","第17投票所","高輪台小学校"
"高輪","2丁目","1番","5号","第17投票所","高輪台小学校"
"高輪","2丁目","1番","6号","第17投票所","高輪台小学校"
"高輪","2丁目","1番","7号","第17投票所","高輪台小学校"
"高輪","2丁目","1番","8号","第17投票所","高輪台小学校"
"高輪","2丁目","1番","9号","第17投票所","高輪台小学校"
"高輪","2丁目","1番","10号","第17投票所","高輪台小学校"
"高輪","2丁目","1番","11号","第17投票所","高輪台小学校"
"高輪","2丁目","1番","12号","第18投票所","シティハイツ桂坂"
"高輪","2丁目","1番","13号","第18投票所","シティハイツ桂坂"
"高輪","2丁目","1番","14号","第18投票所","シティハイツ桂坂"
"高輪","2丁目","1番","15号","第18投票所","シティハイツ桂坂"
"高輪","2丁目","1番","16号","第18投票所","シティハイツ桂坂"
"高輪","2丁目","1番","17号","第18投票所","シティハイツ桂坂"
"高輪","2丁目","1番","18号","第18投票所","シティハイツ桂坂"
"高輪","2丁目","1番","19号","第18投票所","シティハイツ桂坂"
"高輪","2丁目","1番","20号","第18投票所","シティハイツ桂坂"
"高輪","2丁目","1番","21号","第18投票所","シティハイツ桂坂"
"高輪","2丁目","1番","22号","第18投票所","シティハイツ桂坂"
"高輪","2丁目","1番","23号","第18投票所","シティハイツ桂坂"
"高輪","2丁目","1番","24号","第18投票所","シティハイツ桂坂"
"高輪","2丁目","1番","25号","第18投票所","シティハイツ桂坂"
"高輪","2丁目","1番","26号","第18投票所","シティハイツ桂坂"
"高輪","2丁目","1番","27号","第18投票所","シティハイツ桂坂"
"高輪","2丁目","1番","28号","第18投票所","シティハイツ桂坂"
"高輪","2丁目","1番","29号","第18投票所","シティハイツ桂坂"
"高輪","2丁目","1番","30号","第18投票所","シティハイツ桂坂"
"高輪","2丁目","1番","31号","第18投票所","シティハイツ桂坂"
"高輪","2丁目","1番","32号","第18投票所","シティハイツ桂坂"
"高輪","2丁目","1番","33号","第18投票所","シティハイツ桂坂"
"高輪","2丁目","1番","34号","第18投票所","シティハイツ桂坂"
"高輪","2丁目","1番","35号","第18投票所","シティハイツ桂坂"
"高輪","2丁目","1番","36号","第18投票所","シティハイツ桂坂"
"高輪","2丁目","1番","37号","第18投票所","シティハイツ桂坂"
"高輪","2丁目","1番","38号","第18投票所","シティハイツ桂坂"
"高輪","2丁目","1番","39号","第18投票所","シティハイツ桂坂"
"高輪","2丁目","1番","40号","第18投票所","シティハイツ桂坂"
"高輪","2丁目","2番",,"第17投票所","高輪台小学校"
"高輪","2丁目","3番",,"第17投票所","高輪台小学校"
"高輪","2丁目","4番",,"第17投票所","高輪台小学校"
"高輪","2丁目","5番",,"第17投票所","高輪台小学校"
"高輪","2丁目","6番",,"第17投票所","高輪台小学校"
"高輪","2丁目","7番",,"第17投票所","高輪台小学校"
"高輪","2丁目","8番",,"第17投票所","高輪台小学校"
"高輪","2丁目","9番",,"第17投票所","高輪台小学校"
"高輪","2丁目","10番",,"第17投票所","高輪台小学校"
"高輪","2丁目","11番",,"第18投票所","シティハイツ桂坂"
"高輪","2丁目","12番","1号","第18投票所","シティハイツ桂坂"
"高輪","2丁目","12番","2号","第18投票所","シティハイツ桂坂"
"高輪","2丁目","12番","3号","第18投票所","シティハイツ桂坂"
"高輪","2丁目","12番","4号","第18投票所","シティハイツ桂坂"
"高輪","2丁目","12番","5号","第18投票所","シティハイツ桂坂"
"高輪","2丁目","12番","6号","第18投票所","シティハイツ桂坂"
"高輪","2丁目","12番","7号","第18投票所","シティハイツ桂坂"
"高輪","2丁目","12番","8号","第18投票所","シティハイツ桂坂"
"高輪","2丁目","12番","9号","第18投票所","シティハイツ桂坂"
"高輪","2丁目","12番","10号","第18投票所","シティハイツ桂坂"
"高輪","2丁目","12番","11号","第18投票所","シティハイツ桂坂"
"高輪","2丁目","12番","12号","第18投票所","シティハイツ桂坂"
"高輪","2丁目","12番","13号","第18投票所","シティハイツ桂坂"
"高輪","2丁目","12番","14号","第18投票所","シティハイツ桂坂"
"高輪","2丁目","12番","15号","第18投票所","シティハイツ桂坂"
"高輪","2丁目","12番","16号","第18投票所","シティハイツ桂坂"
"高輪","2丁目","12番","17号","第18投票所","シティハイツ桂坂"
"高輪","2丁目","12番","18号","第18投票所","シティハイツ桂坂"
"高輪","2丁目","12番","19号","第18投票所","シティハイツ桂坂"
"高輪","2丁目","12番","20号","第18投票所","シティハイツ桂坂"
"高輪","2丁目","12番","21号","第18投票所","シティハイツ桂坂"
"高輪","2丁目","12番","22号","第18投票所","シティハイツ桂坂"
"高輪","2丁目","12番","23号","第18投票所","シティハイツ桂坂"
"高輪","2丁目","12番","24号","第17投票所","高輪台小学校"
"高輪","2丁目","12番","25号","第17投票所","高輪台小学校"
"高輪","2丁目","12番","26号","第17投票所","高輪台小学校"
"高輪","2丁目","12番","27号","第17投票所","高輪台小学校"
"高輪","2丁目","12番","28号","第17投票所","高輪台小学校"
"高輪","2丁目","12番","29号","第17投票所","高輪台小学校"
"高輪","2丁目","12番","30号","第17投票所","高輪台小学校"
"高輪","2丁目","12番","31号","第17投票所","高輪台小学校"
"高輪","2丁目","12番","32号","第17投票所","高輪台小学校"
"高輪","2丁目","12番","33号","第17投票所","高輪台小学校"
"高輪","2丁目","12番","34号","第17投票所","高輪台小学校"
"高輪","2丁目","12番","35号","第17投票所","高輪台小学校"
"高輪","2丁目","12番","36号","第17投票所","高輪台小学校"
"高輪","2丁目","12番","37号","第17投票所","高輪台小学校"
"高輪","2丁目","12番","38号","第17投票所","高輪台小学校"
"高輪","2丁目","13番",,"第18投票所","シティハイツ桂坂"
"高輪","2丁目","14番",,"第18投票所","シティハイツ桂坂"
"高輪","2丁目","15番",,"第18投票所","シティハイツ桂坂"
"高輪","2丁目","16番",,"第18投票所","シティハイツ桂坂"
"高輪","2丁目","17番",,"第18投票所","シティハイツ桂坂"
"高輪","2丁目","18番",,"第18投票所","シティハイツ桂坂"
"高輪","2丁目","19番",,"第18投票所","シティハイツ桂坂"
"高輪","2丁目","20番",,"第18投票所","シティハイツ桂坂"
"高輪","2丁目","21番",,"第18投票所","シティハイツ桂坂"
"高輪","3丁目","1番",,"第17投票所","高輪台小学校"
"高輪","3丁目","2番",,"第17投票所","高輪台小学校"
"高輪","3丁目","3番",,"第17投票所","高輪台小学校"
"高輪","3丁目","4番",,"第17投票所","高輪台小学校"
"高輪","3丁目","5番",,"第17投票所","高輪台小学校"
"高輪","3丁目","6番",,"第17投票所","高輪台小学校"
"高輪","3丁目","7番",,"第19投票所","国民生活センター"
"高輪","3丁目","8番",,"第19投票所","国民生活センター"
"高輪","3丁目","9番",,"第19投票所","国民生活センター"
"高輪","3丁目","10番",,"第19投票所","国民生活センター"
"高輪","3丁目","11番",,"第19投票所","国民生活センター"
"高輪","3丁目","12番",,"第19投票所","国民生活センター"
"高輪","3丁目","13番",,"第19投票所","国民生活センター"
"高輪","3丁目","14番",,"第17投票所","高輪台小学校"
"高輪","3丁目","15番",,"第17投票所","高輪台小学校"
"高輪","3丁目","16番",,"第18投票所","シティハイツ桂坂"
"高輪","3丁目","17番",,"第18投票所","シティハイツ桂坂"
"高輪","3丁目","18番",,"第18投票所","シティハイツ桂坂"
"高輪","3丁目","19番",,"第18投票所","シティハイツ桂坂"
"高輪","3丁目","20番",,"第18投票所","シティハイツ桂坂"
"高輪","3丁目","21番",,"第18投票所","シティハイツ桂坂"
"高輪","3丁目","22番",,"第18投票所","シティハイツ桂坂"
"高輪","3丁目","23番",,"第18投票所","シティハイツ桂坂"
"高輪","3丁目","24番",,"第18投票所","シティハイツ桂坂"
"高輪","3丁目","25番",,"第19投票所","国民生活センター"
"高輪","3丁目","26番",,"第19投票所","国民生活センター"
"高輪","4丁目",,,"第19投票所","国民生活センター"
"虎ノ門","1丁目",,,"第1投票所","虎ノ門いきいきプラザ"
"虎ノ門","2丁目",,,"第1投票所","虎ノ門いきいきプラザ"
"虎ノ門","3丁目",,,"第1投票所","虎ノ門いきいきプラザ"
"虎ノ門","4丁目",,,"第1投票所","虎ノ門いきいきプラザ"
"虎ノ門","5丁目",,,"第1投票所","虎ノ門いきいきプラザ"
"西麻布","1丁目",,,"第28投票所","西麻布いきいきプラザ"
"西麻布","2丁目","1番",,"第28投票所","西麻布いきいきプラザ"
"西麻布","2丁目","2番",,"第28投票所","西麻布いきいきプラザ"
"西麻布","2丁目","3番",,"第28投票所","西麻布いきいきプラザ"
"西麻布","2丁目","4番",,"第28投票所","西麻布いきいきプラザ"
"西麻布","2丁目","5番",,"第28投票所","西麻布いきいきプラザ"
"西麻布","2丁目","6番",,"第28投票所","西麻布いきいきプラザ"
"西麻布","2丁目","7番",,"第28投票所","西麻布いきいきプラザ"
"西麻布","2丁目","8番",,"第28投票所","西麻布いきいきプラザ"
"西麻布","2丁目","9番",,"第28投票所","西麻布いきいきプラザ"
"西麻布","2丁目","10番",,"第28投票所","西麻布いきいきプラザ"
