都道府県コード又は市区町村コード,地域コード,地方公共団体名,調査年月日,地域名,地域コード,総人口,男性,女性,0-4歳の男性,0-4歳の女性,5-9歳の男性,5-9歳の女性,10-14歳の男性,10-14歳の女性,15-19歳の男性,15-19歳の女性,20-24歳の男性,20-24歳の女性,25-29歳の男性,25-29歳の女性,30-34歳の男性,30-34歳の女性,35-39歳の男性,35-39歳の女性,40-44歳の男性,40-44歳の女性,45-49歳の男性,45-49歳の女性,50-54歳の男性,50-54歳の女性,55-59歳の男性,55-59歳の女性,60-64歳の男性,60-64歳の女性,65-69歳の男性,65-69歳の女性,70-74歳の男性,70-74歳の女性,75-79歳の男性,75-79歳の女性,80-84歳の男性,80-84歳の女性,85歳以上の男性,85歳以上の女性,世帯数,備考
132098,40003,町田市,2022/1/1,成瀬が丘３丁目,40003,2037,1006,1031,27,20,49,36,28,42,43,38,64,47,49,64,57,44,48,48,66,69,74,72,99,83,82,83,61,69,69,48,54,77,59,72,48,56,29,63,1000,
132098,41001,町田市,2022/1/1,三輪緑山１丁目,41001,1659,781,878,18,6,18,15,13,21,28,16,35,31,19,22,25,22,28,33,29,40,35,47,40,50,51,71,71,75,85,106,131,120,58,88,50,46,47,69,822,
132098,41002,町田市,2022/1/1,三輪緑山２丁目,41002,1200,548,652,7,6,10,9,7,20,15,17,18,20,19,14,18,24,25,19,23,18,36,31,29,33,37,47,36,72,56,64,95,86,42,58,46,41,29,73,578,
132098,41003,町田市,2022/1/1,三輪緑山３丁目,41003,1305,617,688,23,17,20,29,35,44,24,26,24,33,14,20,16,20,31,30,30,38,45,52,48,49,44,37,43,56,48,58,70,68,44,29,29,35,29,47,548,
132098,41004,町田市,2022/1/1,三輪緑山４丁目,41004,980,486,494,18,21,23,17,25,15,29,13,27,35,25,28,22,17,21,36,20,17,26,30,37,38,42,57,45,50,45,37,38,25,21,24,16,19,6,15,381,
132098,42001,町田市,2022/1/1,金井１丁目,42001,1702,843,859,28,23,38,32,35,35,26,34,39,33,37,30,36,40,45,41,59,53,67,48,69,70,62,59,51,58,54,52,64,75,47,65,49,51,37,60,764,
132098,42002,町田市,2022/1/1,金井２丁目,42002,1391,698,693,23,23,42,27,42,30,32,32,44,32,31,28,40,32,49,37,37,42,43,53,55,67,47,42,45,49,53,55,55,46,27,36,21,18,12,44,572,
132098,42003,町田市,2022/1/1,金井３丁目,42003,1427,687,740,31,21,27,26,17,11,24,17,33,30,17,26,26,50,49,51,36,36,39,39,30,41,47,56,53,68,73,79,92,102,42,40,37,16,14,31,615,
132098,42004,町田市,2022/1/1,金井４丁目,42004,1142,572,570,21,25,33,28,51,29,36,36,31,25,25,23,24,37,37,36,49,47,58,60,50,42,38,31,27,35,17,21,37,40,20,18,11,18,7,19,491,
132098,42005,町田市,2022/1/1,金井５丁目,42005,1652,842,810,26,22,25,32,81,49,79,73,55,50,33,24,28,25,36,39,53,74,113,114,92,76,62,58,38,39,31,28,42,38,20,34,18,20,10,15,646,
132098,42006,町田市,2022/1/1,金井６丁目,42006,1722,830,892,23,16,28,16,20,29,44,38,43,51,28,33,34,33,35,39,51,29,42,58,63,63,38,74,70,78,87,99,119,114,63,52,27,30,15,40,726,
132098,42007,町田市,2022/1/1,金井７丁目,42007,891,434,457,7,18,11,14,18,14,21,31,32,30,32,28,30,25,22,15,31,22,38,26,27,52,47,39,41,29,23,20,27,22,11,12,3,16,13,44,407,
132098,42008,町田市,2022/1/1,金井８丁目,42008,1476,734,742,25,22,28,25,40,25,39,36,54,46,36,44,23,38,46,41,42,39,60,68,74,71,60,56,52,45,41,46,63,62,25,34,15,23,11,21,618,
132098,43001,町田市,2022/1/1,真光寺１丁目,43001,2095,1051,1044,24,16,18,19,46,30,71,62,73,82,56,49,43,36,42,39,50,47,76,82,95,104,110,103,90,81,56,74,84,84,59,55,28,38,30,43,896,
132098,43002,町田市,2022/1/1,真光寺２丁目,43002,1512,726,786,29,32,34,40,30,39,52,48,60,47,34,26,38,29,37,39,39,49,63,69,82,67,37,42,41,46,41,41,35,57,30,43,28,33,16,39,642,
132098,43003,町田市,2022/1/1,真光寺３丁目,43003,1715,822,893,13,23,34,27,37,47,51,50,46,49,32,33,26,13,34,36,39,65,79,66,84,79,67,55,39,45,40,51,65,78,57,74,41,68,38,34,808,
132098,44001,町田市,2022/1/1,広袴１丁目,44001,221,212,9,0,0,0,0,0,0,72,5,133,1,3,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,219,
132098,44002,町田市,2022/1/1,広袴２丁目,44002,1131,526,605,15,12,15,20,22,27,21,33,36,41,19,17,16,12,24,32,33,23,52,46,35,50,35,36,29,30,35,42,51,51,36,46,30,38,22,49,520,
132098,44003,町田市,2022/1/1,広袴３丁目,44003,1921,951,970,26,25,53,29,54,44,72,68,75,69,23,40,29,39,34,40,62,54,74,90,109,110,83,69,63,57,47,51,54,65,33,39,37,44,23,37,738,
132098,44004,町田市,2022/1/1,広袴４丁目,44004,166,80,86,4,0,7,10,8,9,11,4,1,3,3,8,3,4,6,5,6,6,5,12,11,6,4,2,4,4,1,1,2,3,2,4,1,2,1,3,53,
132098,45001,町田市,2022/1/1,小山ヶ丘１丁目,45001,1757,805,952,16,21,53,51,101,108,82,75,24,20,16,18,14,17,35,55,98,123,115,108,81,55,39,31,21,22,17,25,26,31,18,29,17,37,32,126,723,
132098,45002,町田市,2022/1/1,小山ヶ丘２丁目,45002,659,309,350,19,22,27,38,36,43,14,16,11,11,3,6,9,10,32,46,48,50,48,34,19,23,18,21,7,9,9,9,5,4,1,0,3,4,0,4,228,
132098,45003,町田市,2022/1/1,小山ヶ丘３丁目,45003,1575,763,812,21,22,25,28,46,29,56,68,40,59,35,41,35,28,48,52,57,60,76,86,92,86,76,50,32,39,37,34,30,43,26,33,18,21,13,33,744,
132098,45004,町田市,2022/1/1,小山ヶ丘４丁目,45004,4524,2221,2303,111,112,150,177,160,157,137,145,137,146,55,55,72,90,172,194,245,263,237,241,262,236,164,123,93,92,74,76,75,81,33,50,37,36,7,29,1687,
132098,45005,町田市,2022/1/1,小山ヶ丘５丁目,45005,2403,1168,1235,16,16,37,36,61,62,113,121,121,117,31,41,30,29,33,41,51,71,131,152,175,180,129,92,63,51,45,48,47,65,41,53,24,25,20,35,926,
132098,45006,町田市,2022/1/1,小山ヶ丘６丁目,45006,1945,959,986,141,105,87,91,47,46,32,60,22,40,54,82,122,121,122,135,116,95,62,62,51,51,33,27,27,19,10,15,17,21,7,5,8,9,1,2,721,
132098,46001,町田市,2022/1/1,木曽西１丁目,46001,2180,1046,1134,59,50,66,66,75,58,57,62,54,55,35,42,31,43,57,65,111,91,79,79,89,91,51,57,49,54,50,49,59,67,50,73,42,59,32,73,936,
132098,46002,町田市,2022/1/1,木曽西２丁目,46002,962,470,492,34,22,30,31,23,19,23,25,29,28,22,22,24,23,29,29,36,38,37,38,50,56,27,25,30,28,18,17,23,24,16,28,11,22,8,17,398,
132098,46003,町田市,2022/1/1,木曽西３丁目,46003,1561,737,824,22,32,40,42,39,58,46,52,44,43,36,46,33,27,42,51,49,54,72,69,78,74,47,43,38,46,36,42,47,59,33,29,20,27,15,30,640,
132098,46004,町田市,2022/1/1,木曽西４丁目,46004,1775,868,907,47,42,53,42,46,53,37,42,55,51,40,40,45,53,57,48,65,63,82,79,71,60,64,59,52,40,35,36,44,62,29,39,22,48,24,50,769,
132098,46005,町田市,2022/1/1,木曽西５丁目,46005,2270,1111,1159,61,69,74,48,54,36,65,68,63,69,29,31,79,73,69,80,67,72,93,98,115,97,57,48,52,60,46,46,54,67,46,84,59,61,28,52,923,
132098,47001,町田市,2022/1/1,木曽東１丁目,47001,4379,1987,2392,54,61,98,81,121,92,130,112,97,116,99,82,88,90,104,111,114,163,150,169,160,206,126,160,111,119,101,108,117,151,94,163,102,200,121,208,2133,
132098,47002,町田市,2022/1/1,木曽東２丁目,47002,2207,1106,1101,18,19,13,14,17,15,27,20,22,27,31,22,56,32,49,37,61,59,107,70,137,95,85,56,75,64,77,97,113,134,80,149,84,118,54,73,1513,
132098,47003,町田市,2022/1/1,木曽東３丁目,47003,3308,1613,1695,41,45,63,72,72,95,83,69,78,75,69,63,63,59,84,77,110,98,158,145,165,137,121,109,87,82,88,93,113,136,90,125,76,136,52,79,1717,
132098,47004,町田市,2022/1/1,木曽東４丁目,47004,4471,2216,2255,39,41,67,56,58,55,53,62,80,69,75,72,85,73,120,92,142,114,189,155,230,181,149,140,129,124,159,160,234,254,184,225,133,234,90,148,2847,
132098,48001,町田市,2022/1/1,山崎１丁目,48001,787,379,408,4,1,21,8,27,17,13,18,7,12,7,7,8,10,15,12,20,25,44,39,52,34,14,23,19,25,25,25,33,30,26,52,24,37,20,33,388,
132098,49001,町田市,2022/1/1,能ヶ谷１丁目,49001,1054,475,579,8,16,15,13,16,15,16,24,34,42,52,55,30,52,37,50,37,38,57,46,55,54,29,37,21,28,14,23,17,19,5,19,14,15,18,33,657,
132098,49002,町田市,2022/1/1,能ヶ谷２丁目,49002,1364,675,689,20,19,32,18,35,27,43,22,40,53,49,54,46,44,51,39,53,70,59,70,58,42,30,34,26,36,30,34,40,47,20,28,21,18,22,34,749,
132098,49003,町田市,2022/1/1,能ヶ谷３丁目,49003,870,429,441,8,14,13,8,16,20,24,21,34,35,29,33,23,24,25,29,25,21,37,42,45,31,41,44,32,30,24,19,20,26,11,21,14,10,8,13,420,
132098,49004,町田市,2022/1/1,能ヶ谷４丁目,49004,1549,732,817,19,21,26,26,36,37,37,44,52,85,46,49,58,49,35,42,51,69,60,65,95,87,68,58,42,45,36,37,35,33,15,20,10,23,11,27,751,
132098,49005,町田市,2022/1/1,能ヶ谷５丁目,49005,1775,854,921,19,14,27,34,42,39,71,68,63,62,30,46,16,30,34,29,41,49,70,80,101,98,90,80,56,64,58,55,41,50,37,48,32,35,26,40,702,
132098,49006,町田市,2022/1/1,能ヶ谷６丁目,49006,1892,948,944,46,31,38,34,56,31,83,65,64,57,37,47,38,28,43,49,42,46,50,65,95,107,96,91,68,52,40,45,56,67,41,36,31,48,24,45,734,
132098,49007,町田市,2022/1/1,能ヶ谷７丁目,49007,2287,1096,1191,38,38,46,40,46,54,61,64,74,71,44,39,48,39,54,60,60,51,75,78,106,113,88,101,63,68,57,75,80,81,54,65,43,66,59,88,966,
132098,50001,町田市,2022/1/1,根岸１丁目,50001,779,401,378,18,18,18,19,18,16,25,10,32,23,16,16,22,16,25,27,34,27,26,27,34,31,27,19,15,23,20,22,32,34,24,20,9,14,6,16,337,
132098,50002,町田市,2022/1/1,根岸２丁目,50002,1418,686,732,22,24,24,25,31,25,44,49,48,49,33,29,33,33,35,28,45,49,63,67,74,61,46,61,38,25,26,33,52,53,27,43,28,30,17,48,627,
132098,51001,町田市,2022/1/1,金森東１丁目,51001,2078,983,1095,37,39,66,52,53,41,35,47,65,77,48,51,46,52,63,77,77,72,88,85,80,82,71,70,53,55,31,56,62,67,42,47,32,64,34,61,937,
132098,51002,町田市,2022/1/1,金森東２丁目,51002,1224,582,642,13,14,23,26,29,24,43,28,49,43,28,28,22,17,31,25,28,31,41,51,63,56,48,52,34,37,20,29,35,55,31,44,25,41,19,41,576,
132098,51003,町田市,2022/1/1,金森東３丁目,51003,1888,882,1006,32,34,48,35,40,41,33,39,39,40,36,40,32,36,64,57,57,55,70,65,60,61,65,49,38,45,40,64,75,92,69,74,42,63,42,116,958,
132098,51004,町田市,2022/1/1,金森東４丁目,51004,1945,949,996,35,21,45,36,45,37,47,30,33,43,25,31,39,32,46,45,53,62,72,57,76,83,71,64,69,58,39,66,85,89,56,71,59,67,54,104,889,
132098,52001,町田市,2022/1/1,高ヶ坂１丁目,52001,374,188,186,6,9,8,4,7,6,8,7,13,3,14,7,9,9,14,13,11,15,16,13,13,18,16,11,11,18,10,11,13,12,6,9,6,7,7,14,174,
132098,52002,町田市,2022/1/1,高ヶ坂２丁目,52002,1488,753,735,31,24,33,23,27,22,30,27,41,41,42,25,51,42,41,41,49,45,57,47,62,65,47,63,54,50,49,39,55,54,33,37,22,38,29,52,708,
132098,52003,町田市,2022/1/1,高ヶ坂３丁目,52003,2363,1199,1164,27,24,31,31,33,25,37,39,59,48,59,44,48,40,47,40,75,52,94,63,121,101,97,94,67,79,100,60,94,121,87,101,53,101,70,101,1359,
132098,52004,町田市,2022/1/1,高ヶ坂４丁目,52004,1514,730,784,57,42,42,51,42,50,32,37,35,38,38,29,43,55,50,49,53,60,60,60,65,58,51,37,29,45,24,20,34,50,27,42,28,31,20,30,606,
132098,52005,町田市,2022/1/1,高ヶ坂５丁目,52005,1231,598,633,20,13,27,23,27,25,34,39,44,39,22,27,26,23,32,32,27,36,57,45,65,64,48,43,29,34,23,25,36,44,33,38,25,39,23,44,516,
132098,52006,町田市,2022/1/1,高ヶ坂６丁目,52006,1016,511,505,13,15,28,32,30,28,35,31,39,25,16,17,10,20,30,21,45,37,47,49,60,50,40,31,26,29,25,26,26,36,26,30,12,13,3,15,414,
132098,52007,町田市,2022/1/1,高ヶ坂７丁目,52007,2465,1197,1268,49,34,53,39,53,66,87,69,85,84,48,66,58,48,64,62,77,77,98,100,106,144,91,78,70,60,49,61,68,80,56,89,55,64,30,47,1092,
132098,53001,町田市,2022/1/1,西成瀬１丁目,53001,2521,1246,1275,49,54,60,38,71,58,54,60,63,54,52,71,48,41,54,64,99,73,118,108,106,95,108,92,71,86,54,80,92,85,58,81,45,60,44,75,1093,
132098,53002,町田市,2022/1/1,西成瀬２丁目,53002,1920,929,991,30,20,34,35,30,42,43,40,58,37,43,40,49,45,60,61,49,57,62,77,78,70,57,67,57,70,67,68,72,104,64,71,53,37,23,50,873,
132098,53003,町田市,2022/1/1,西成瀬３丁目,53003,796,396,400,21,30,35,23,17,18,16,21,30,21,11,10,18,25,31,31,27,26,23,29,42,25,26,28,23,24,26,18,17,26,12,16,15,20,6,9,305,
132098,54001,町田市,2022/1/1,南町田１丁目,54001,1635,812,823,35,27,33,35,42,29,34,41,43,37,45,45,37,45,57,51,51,47,65,61,63,61,51,50,56,55,46,45,56,53,36,47,33,40,29,54,748,
132098,54002,町田市,2022/1/1,南町田２丁目,54002,1899,930,969,28,25,46,50,51,50,41,33,58,60,50,37,46,47,52,65,82,78,88,61,68,88,55,54,49,55,58,64,72,73,36,57,34,31,16,41,840,
132098,54003,町田市,2022/1/1,南町田３丁目,54003,2975,1452,1523,117,113,80,76,46,46,66,59,51,61,73,97,110,132,150,121,118,109,120,123,125,112,78,82,57,66,46,62,89,98,61,63,38,45,27,58,1352,
132098,54004,町田市,2022/1/1,南町田４丁目,54004,1861,905,956,65,52,56,68,52,39,36,38,40,37,37,54,70,71,76,94,89,65,79,95,78,62,47,55,51,50,34,38,35,46,29,31,18,28,13,33,787,
132098,54005,町田市,2022/1/1,南町田５丁目,54005,2717,1319,1398,35,30,37,31,47,49,107,85,124,131,62,65,37,43,48,42,49,60,100,135,201,231,189,139,86,69,48,49,57,66,38,45,28,44,26,84,1174,
132098,55001,町田市,2022/1/1,金井ヶ丘１丁目,55001,1368,680,688,27,30,29,30,25,27,30,33,36,26,35,40,28,22,42,33,43,33,60,51,54,47,29,52,44,27,33,40,58,81,47,42,34,42,26,32,613,
132098,55002,町田市,2022/1/1,金井ヶ丘２丁目,55002,1823,891,932,24,28,51,45,38,35,41,32,57,73,53,44,46,51,71,67,55,64,65,73,69,73,69,63,71,72,62,63,54,58,34,41,21,24,10,26,823,
132098,55003,町田市,2022/1/1,金井ヶ丘３丁目,55003,1520,739,781,23,22,48,38,54,63,43,38,39,24,16,21,12,22,47,44,61,57,76,76,50,48,37,35,24,36,36,43,32,60,49,53,50,51,42,50,638,
132098,55004,町田市,2022/1/1,金井ヶ丘４丁目,55004,2354,1168,1186,33,36,43,35,60,61,73,74,75,60,71,85,52,38,66,65,72,69,101,98,125,136,99,89,63,69,60,76,82,79,43,44,34,37,16,35,1022,
132098,55005,町田市,2022/1/1,金井ヶ丘５丁目,55005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
132098,56001,町田市,2022/1/1,藤の台１丁目,56001,1700,810,890,20,19,18,14,12,13,19,17,21,23,24,21,41,25,28,26,50,37,65,53,79,56,52,34,37,46,59,47,77,125,80,122,72,111,56,101,1043,
132098,56002,町田市,2022/1/1,藤の台２丁目,56002,2034,954,1080,9,7,12,12,23,21,27,19,23,30,21,18,28,23,45,30,38,48,83,82,87,70,62,52,48,55,84,104,104,145,98,156,91,123,71,85,1192,
132098,56003,町田市,2022/1/1,藤の台３丁目,56003,968,485,483,7,5,7,5,7,4,15,11,12,9,22,16,22,6,16,11,26,12,41,32,32,34,27,26,28,24,40,33,48,65,54,72,46,74,35,44,605,
