年次,Year,地域階層,地域コード,項番 Item number,地域,District,総数 Total／延長 Length,総数 Total／面積 Area,規格改良済 Standard-improved／計 Total／延長 Length,規格改良済 Standard-improved／計 Total／面積 Area,規格改良済 Standard-improved／19.5ｍ以上 19.5ｍ and over／延長 Length,規格改良済 Standard-improved／19.5ｍ以上 19.5ｍ and over／面積 Area,規格改良済 Standard-improved／13.0ｍ以上 13.0ｍ and over／延長 Length,規格改良済 Standard-improved／13.0ｍ以上 13.0ｍ and over／面積 Area,規格改良済 Standard-improved／5.5ｍ以上 5.5ｍ and over／延長 Length,規格改良済 Standard-improved／5.5ｍ以上 5.5ｍ and over／面積 Area,規格改良済 Standard-improved／5.5ｍ未満 less than 5.5ｍ／延長 Length,規格改良済 Standard-improved／5.5ｍ未満 less than 5.5ｍ／面積 Area,未改良 Unimproved／計 Total／延長 Length,未改良 Unimproved／計 Total／面積 Area,未改良 Unimproved／5.5ｍ以上 5.5ｍ and over／延長 Length,未改良 Unimproved／5.5ｍ以上 5.5ｍ and over／面積 Area,未改良 Unimproved／3.5ｍ以上 3.5ｍ and over／延長 Length,未改良 Unimproved／3.5ｍ以上 3.5ｍ and over／面積 Area,未改良 Unimproved／3.5ｍ未満 less than 3.5ｍ／延長 Length,未改良 Unimproved／3.5ｍ未満 less than 3.5ｍ／面積 Area
令和2,2020,2,13113,13,渋谷区,Shibuya-ku,271796,2783332,244463,2710223,8745,393653,29899,818916,109477,1059375,96342,438279,27333,73109,-,-,-,-,27333,73109
令和2,2020,2,13114,14,中野区,Nakano-ku,368947,2168337,212558,1620283,1193,40556,8349,234183,51348,631866,151668,713678,156389,548054,-,-,-,-,156389,548054
令和2,2020,2,13115,15,杉並区,Suginami-ku,688849,4627624,515493,3995103,8413,327711,20469,534993,90834,995682,395777,2136717,173356,632521,24,270,925,3981,172407,628270
令和2,2020,2,13116,16,豊島区,Toshima-ku,307754,2387301,226419,2111080,5205,202122,17542,502390,47942,576334,155730,830234,81335,276221,-,-,143,577,81192,275644
令和2,2020,2,13117,17,北区,Kita-ku,375375,3013310,275389,2649589,2043,76103,20771,501706,171720,1645599,80855,426181,99986,363721,13868,115456,26698,99052,59420,149213
令和2,2020,2,13118,18,荒川区,Arakawa-ku,215350,1664319,215350,1664319,2703,95527,5655,176446,86550,872442,120442,519904,-,-,-,-,-,-,-,-
令和2,2020,2,13119,19,板橋区,Itabashi-ku,740392,5849092,669548,5530661,16143,720124,38698,945543,151323,1352828,463384,2512166,70844,318431,1655,82359,3447,13981,65742,222091
令和2,2020,2,13120,20,練馬区,Nerima-ku,1141097,7482280,983075,6841554,5531,218145,27825,766475,431053,3425671,518666,2431263,158022,640726,8061,86223,15624,87006,134337,467497
令和2,2020,2,13121,21,足立区,Adachi-ku,1063537,9930806,978877,9675462,9479,375090,58560,1651468,557591,5322045,353247,2326859,84660,255344,-,-,16541,65077,68119,190267
令和2,2020,2,13122,22,葛飾区,Katsushika-ku,754050,5717996,650781,5260390,3311,306083,24148,660045,222831,2727484,400491,1566778,103269,457606,-,-,5987,31157,97282,426449
令和2,2020,2,13123,23,江戸川区,Edogawa-ku,1079787,9298197,1079787,9298197,29688,1100463,76005,1662761,475919,4268081,498175,2266892,-,-,-,-,-,-,-,-
令和2,2020,1,13200,,市部,All shi,10423032,73435307,7270863,64863743,25259,1120188,254136,8686602,1960326,25455586,5031142,29601367,3152169,8571564,28120,243434,175038,920026,2949011,7408104
令和2,2020,2,13201,1,八王子市,Hachioji-shi,1552407,14872735,1335905,14253866,5346,270455,78965,3561845,325326,4674937,926268,5746629,216502,618869,641,5049,3937,20395,211924,593425
令和2,2020,2,13202,2,立川市,Tachikawa-shi,296711,2613086,235304,2383332,845,38940,16077,540036,95714,1113305,122668,691051,61407,229754,19,198,70,278,61318,229278
令和2,2020,2,13203,3,武蔵野市,Musashino-shi,149254,1157169,125698,1072756,237,8262,1943,54861,43131,564141,80387,445492,23556,84413,108,867,221,1257,23227,82289
令和2,2020,2,13204,4,三鷹市,Mitaka-shi,295739,1951513,252044,1786362,193,7601,6231,207205,50140,576815,195480,994741,43695,165151,170,1630,1316,5924,42209,157597
令和2,2020,2,13205,5,青梅市,Ome-shi,935688,4755290,443075,3773177,315,14690,10852,256007,145493,1890746,286415,1611734,492613,982113,40,289,612,3191,491961,978633
令和2,2020,2,13206,6,府中市,Fuchu-shi,485102,3840302,399599,3592818,3062,107468,22619,679387,101343,1303958,272575,1502005,85503,247484,-,-,4299,16180,81204,231304
令和2,2020,2,13207,7,昭島市,Akishima-shi,256514,1857817,133499,1399530,882,40223,5803,147571,63428,850441,63386,361295,123015,458287,4276,36990,22245,130638,96494,290659
令和2,2020,2,13208,8,調布市,Chofu-shi,441634,2740352,306318,2385964,459,21889,17156,449383,60126,712257,228577,1202435,135316,354388,181,1266,2050,9674,133085,343448
令和2,2020,2,13209,9,町田市,Machida-shi,1355110,8693869,916127,7663190,2527,140930,13668,373186,177302,2601442,722630,4547632,438983,1030679,75,2882,3114,11701,435794,1016096
令和2,2020,2,13210,10,小金井市,Koganei-shi,178289,1074420,87903,741608,21,967,1927,60759,29805,367017,56150,312865,90386,332812,2482,23644,12639,56635,75265,252533
令和2,2020,2,13211,11,小平市,Kodaira-shi,273426,2049892,215953,1771599,265,13908,1057,31656,74227,907001,140404,819034,57473,278293,3639,30552,21978,129414,31856,118327
令和2,2020,2,13212,12,日野市,Hino-shi,496732,3361430,353627,3008820,1341,49151,12940,397004,72105,973854,267241,1588811,143105,352610,185,1209,2182,12907,140738,338494
令和2,2020,2,13213,13,東村山市,Higashimurayama-shi,303729,1812846,231544,1615883,376,14920,1721,39664,57267,619320,172180,941979,72185,196963,27,166,601,2510,71557,194287
令和2,2020,2,13214,14,国分寺市,Kokubunji-shi,240337,1319926,104611,769607,64,2069,379,8366,30707,345807,73461,413365,135726,550319,8786,79668,36320,197344,90620,273307
令和2,2020,2,13215,15,国立市,Kunitachi-shi,153878,1297189,126403,1226099,473,18853,7791,316686,38192,436994,79947,453566,27475,71090,-,-,458,2448,27017,68642
令和2,2020,2,13218,16,福生市,Fussa-shi,150919,1129037,132875,1077836,39,842,5241,94309,37119,491341,90476,491344,18044,51201,-,-,178,887,17866,50314
令和2,2020,2,13219,17,狛江市,Komae-shi,128343,823280,111626,778791,171,9937,840,27162,20726,271264,89889,470428,16717,44489,-,-,218,793,16499,43696
令和2,2020,2,13220,18,東大和市,Higashiyamato-shi,235451,1566941,192008,1446519,292,15161,639,26362,107812,1013945,83265,391051,43443,120422,1780,10959,10064,42674,31599,66789
令和2,2020,2,13221,19,清瀬市,Kiyose-shi,189526,1123226,109942,891868,1143,48564,867,23585,38949,423515,68983,396204,79584,231358,929,6869,11836,60419,66819,164070
令和2,2020,2,13222,20,東久留米市,Higashikurume-shi,255938,1642005,203396,1483072,73,3852,212,4312,42560,569872,160551,905036,52542,158933,69,5159,1268,6423,51205,147351
令和2,2020,2,13223,21,武蔵村山市,Musashimurayama-shi,272418,1561919,151150,1207629,-,-,572,15305,52834,676856,97744,515468,121268,354290,-,-,289,1368,120979,352922
令和2,2020,2,13224,22,多摩市,Tama-shi,330191,3464413,307684,3409025,4598,187308,20955,630975,54244,805538,227887,1785204,22507,55388,30,225,236,1311,22241,53852
令和2,2020,2,13225,23,稲城市,Inagi-shi,262866,2070427,176352,1890817,397,24598,8528,245652,58389,908473,109038,712094,86514,179610,128,927,546,4045,85840,174638
令和2,2020,2,13227,24,羽村市,Hamura-shi,164579,1328355,129043,1200169,823,25439,4792,116083,53988,653505,69440,405142,35536,128186,933,6818,4835,23590,29768,97778
令和2,2020,2,13228,25,あきる野市,Akiruno-shi,741945,3485564,289479,2527880,290,13854,10008,316299,83030,1133746,196151,1063981,452466,957684,1429,11302,8673,44148,442364,902234
令和2,2020,2,13229,26,西東京市,Nishitokyo-shi,276306,1842304,199698,1505526,1027,40307,2353,62942,46369,569496,149949,832781,76608,336778,2193,16765,24853,133872,49562,186141
令和2,2020,1,13300,,郡部,All gun,813280,5044412,416648,4230373,291,10682,6961,204571,172287,2664681,237109,1350439,396632,814039,298,2398,3042,15366,393292,796275
令和2,2020,2,13303,1,瑞穂町,Mizuho-machi,243462,1485691,147510,1228470,212,8829,5369,161428,49534,572594,92395,485619,95952,257221,23,126,1640,8020,94289,249075
令和2,2020,2,13305,2,日の出町,Hinode-machi,142567,905033,87607,751446,72,1691,1456,40417,31405,394461,54674,314877,54960,153587,241,1975,1056,5711,53663,145901
令和2,2020,2,13307,3,檜原村,Hinohara-mura,120317,1024739,64775,926256,7,162,6,92,35453,730968,29309,195034,55542,98483,11,108,250,1164,55281,97211
令和2,2020,2,13308,4,奥多摩町,Okutama-machi,306934,1628949,116756,1324201,-,-,130,2634,55895,966658,60731,354909,190178,304748,23,189,96,471,190059,304088
令和2,2020,1,13350,,島部,All islands,1490302,7265626,678300,5361141,403,10239,1987,38391,281197,2922418,394713,2390093,812002,1904485,3635,28875,40677,175757,767690,1699853
令和2,2020,2,13361,1,大島町,Oshima-machi,499119,2032818,183256,1295106,379,9695,1275,20303,105995,906995,75607,358113,315863,737712,2222,15755,32305,128067,281336,593890
令和2,2020,2,13362,2,利島村,Toshima-mura,27706,127434,14156,89261,-,-,156,2186,779,8034,13221,79041,13550,38173,138,3639,540,3156,12872,31378
令和2,2020,2,13363,3,新島村,Niijima-mura,142711,671920,67106,508753,24,544,9,138,27083,285272,39990,222799,75605,163167,60,437,606,5543,74939,157187
令和2,2020,2,13364,4,神津島村,Kozushima-mura,86637,364447,38542,296547,-,-,29,471,14757,159447,23756,136629,48095,67900,9,56,112,573,47974,67271
令和2,2020,2,13381,5,三宅村,Miyake-mura,135543,889298,86106,752088,-,-,49,1384,41653,539303,44404,211401,49437,137210,102,823,528,2874,48807,133513
令和2,2020,2,13382,6,御蔵島村,Mikurajima-mura,21353,229012,19054,222947,-,-,-,-,1156,17939,17898,205008,2299,6065,-,-,-,-,2299,6065
令和2,2020,2,13401,7,八丈町,Hachijo-machi,489964,2119092,198031,1422645,-,-,395,11588,76135,764646,121501,646411,291933,696447,1104,8165,5908,32141,284921,656141
令和2,2020,2,13402,8,青ヶ島村,Aogashima-mura,37120,157652,22630,123798,-,-,-,-,281,5707,22349,118091,14490,33854,-,-,660,3320,13830,30534
令和2,2020,2,13421,9,小笠原村,Ogasawara-mura,50149,673953,49419,649996,-,-,74,2321,13358,235075,35987,412600,730,23957,-,-,18,83,712,23874
,,,,,,,,,,,,,,,,,,,,,,,,,,
東京都統計年鑑（平成31年・令和元年）TOKYO STATISTICAL YEARBOOK ( 2019 ) 4　運輸 4　TRANSPORT ,,,,,,,,,,,,,,,,,,,,,,,,,,
4-3  地域， 幅員別道路の延長及び面積(平成28～令和2年) 4-3  LENGTH AND AREA OF ROADS BY DISTRICT AND WIDTH ( 2016-2020 ),,,,,,,,,,,,,,,,,,,,,,,,,,
各年4月1日現在,,,,,,,,,,,,,,,,,,,,,,,,,,
Figures are as of Apr. 1,,,,,,,,,,,,,,,,,,,,,,,,,,
資料：都建設局道路管理部路政課 Source: Bureau of Construction， TMG,,,,,,,,,,,,,,,,,,,,,,,,,,
地域階層(0:東京都総数　1:区部・市部・郡部・島部　2:区市町村),,,,,,,,,,,,,,,,,,,,,,,,,,
（単位　延長　メートル， 面積　平方メートル） (Length in meters， Area in square meters),,,,,,,,,,,,,,,,,,,,,,,,,,
