管轄,水利番号,所在地,使用条件容量(m3),緯度,経度
大井消防署,473,東大井4-1,40,35.6067932,139.7406386
大井消防署,358,東大井5-23-34,100,35.6050919,139.7361462
大井消防署,702,東大井5-8-12,40,35.6074460,139.7380324
大井消防署,165,東大井6-11-11,60,35.6018726,139.7362853
大井消防署,147,東大井5-18-15,100,35.6065134,139.7352605
大井消防署,716,東大井4-9-1,40,35.6053735,139.7404607
品川消防署,117,南品川5-16-22,100,35.6074852,139.7424404
大井消防署,17,東大井1-11-22,40,35.6064719,139.7495297
大井消防署,532,東大井1-10-40,117,35.6069374,139.7485401
大井消防署,235,八潮5-1-1,100,35.6051556,139.7524099
大井消防署,273,八潮5-12-69,60,35.6020227,139.7541281
大井消防署,486,八潮2-9,40,35.6030375,139.7615477
荏原消防署,70,荏原7-5-14,100,35.6121692,139.6997025
荏原消防署,398,荏原7-18-15,40,35.6099084,139.6987104
荏原消防署,66,小山6-9-17,40,35.6138620,139.6986319
荏原消防署,374,小山6-23-11,40,35.6127933,139.6992589
荏原消防署,397,旗の台6-5-30,100,35.6086218,139.7002262
荏原消防署,52,西中延1-9-10,40,35.6116218,139.7079428
荏原消防署,58,荏原5-9-17,40,35.6141781,139.7031099
荏原消防署,56,荏原5-11-11,40,35.6137713,139.7047980
荏原消防署,302,荏原6-16-4,100,35.6115927,139.7030955
荏原消防署,267,荏原6-17-13,40,35.6110602,139.7044536
荏原消防署,115,旗の台1-6-1,100,35.6104787,139.7033062
荏原消防署,72,旗の台1-9-30,40,35.6090519,139.7030220
荏原消防署,47,豊町2-1-7,40,35.6094272,139.7201227
荏原消防署,85,豊町3-5-38,40,35.6086697,139.7212794
荏原消防署,168,豊町3-5-38,100,35.6087971,139.7205288
荏原消防署,80,東中延2-1-15,40,35.6085516,139.7124048
荏原消防署,77,中延2-6-4,40,35.6116728,139.7120858
荏原消防署,451,戸越2-1-7,100,35.6145373,139.7185735
荏原消防署,39,戸越2-9-11,20,35.6127166,139.7215627
荏原消防署,38,戸越3-9-20,40,35.6118898,139.7155678
荏原消防署,205,戸越5-12-10,100,35.6096295,139.7171656
荏原消防署,84,戸越6-7-11,40,35.6078859,139.7190330
荏原消防署,595,豊町3-4,100,35.6085974,139.7206863
荏原消防署,596,豊町3-4,100,35.6085233,139.7206719
荏原消防署,41,豊町2-11-3,40,35.6119512,139.7238861
荏原消防署,42,豊町2-16-12,40,35.6100443,139.7251823
大井消防署,441,広町2-1,100,35.6081789,139.7330476
大井消防署,440,広町2-1,40,35.6089477,139.7331673
品川消防署,973,西品川1-7-9,100,35.6136054,139.7318044
品川消防署,363,西品川1-8-7,100,35.6128847,139.7313929
品川消防署,180,西品川1-9-18,40,35.6130258,139.7295338
品川消防署,86,西品川1-23-11,40,35.6110929,139.7282024
品川消防署,77,西品川2-6-13,40,35.6140191,139.7263987
品川消防署,82,西品川2-20-17,100,35.6123623,139.7255529
品川消防署,116,南品川5-11,40,35.6085008,139.7376983
品川消防署,93,広町1-4-1,40,35.6141352,139.7347880
品川消防署,128,南品川2-8-23,100,35.6120736,139.7439571
品川消防署,121,南品川2-12-11,100,35.6144626,139.7436180
品川消防署,127,南品川2-17-14,40,35.6112826,139.7447615
品川消防署,131,南品川3-5-17,100,35.6096177,139.7438070
品川消防署,132,南品川3-5-21,40,35.6089496,139.7439859
品川消防署,108,南品川4-1-15,100,35.6145520,139.7367663
品川消防署,109,南品川4-2-17,40,35.6143347,139.7400150
品川消防署,281,南品川4-5-28,100,35.6133546,139.7387280
品川消防署,112,南品川5-2-17,40,35.6120988,139.7404028
品川消防署,113,南品川6-7-35,40,35.6106705,139.7375049
品川消防署,125,東品川3-31-8,40,35.6132508,139.7502192
品川消防署,133,東品川4-9-19,40,35.6085022,139.7451866
品川消防署,736,東品川3-19-1,120,35.6134175,139.7491986
品川消防署,737,東品川3-20-4,96,35.6137913,139.7485337
品川消防署,934,東品川4-12,40,35.6090657,139.7496024
品川消防署,773,八潮1-3,40,35.6132164,139.7537920
荏原消防署,64,小山5-20-9,100,35.6162568,139.7008506
荏原消防署,36,平塚3-16-20,40,35.6148197,139.7107638
荏原消防署,19,荏原3-3-10,40,35.6179916,139.7074757
荏原消防署,170,荏原3-4,40,35.6178271,139.7083927
荏原消防署,20,荏原3-5-4,100,35.6170056,139.7085420
荏原消防署,87,荏原4-5-28,100,35.6149568,139.7074689
荏原消防署,157,小山2-9-17,100,35.6204639,139.7092170
荏原消防署,11,小山2-13-10,40,35.6203808,139.7108385
荏原消防署,386,小山2-17,100,35.6195408,139.7081327
荏原消防署,18,小山3-11-16,40,35.6196947,139.7062174
荏原消防署,31,小山4-3-1,40,35.6194679,139.7033304
荏原消防署,32,小山4-5-2,40,35.6191690,139.7037459
荏原消防署,63,小山5-5-3,40,35.6177409,139.7017402
荏原消防署,62,小山5-8-7,100,35.6169076,139.7027788
荏原消防署,61,小山5-16-11,40,35.6150887,139.7026762
荏原消防署,33,荏原4-2-1,40,35.6169926,139.7065966
荏原消防署,224,平塚2-4-4,100,35.6184764,139.7165211
荏原消防署,12,荏原1-3-2,40,35.6209304,139.7127885
荏原消防署,144,荏原1-19-3,100,35.6198179,139.7142000
荏原消防署,23,荏原2-4-41,40,35.6184435,139.7124512
荏原消防署,218,戸越1-7,40,35.6160328,139.7179858
荏原消防署,379,戸越1-29,100,35.6154979,139.7216537
品川消防署,67,大崎4-12-22,40,35.6179648,139.7199333
品川消防署,61,西五反田6-25-3,40,35.6192632,139.7183146
品川消防署,60,西五反田7-23-10,40,35.6208392,139.7180630
品川消防署,37,東五反田8-11-4,100,35.6197837,139.7193766
品川消防署,71,大崎2-7-30,40,35.6173582,139.7255698
品川消防署,75,大崎2-7-14,40,35.6165223,139.7258789
品川消防署,73,西品川3-4-1,40,35.6170352,139.7232362
品川消防署,74,西品川3-6-22,100,35.6163840,139.7246951
品川消防署,78,西品川3-16-31,40,35.6155386,139.7261628
品川消防署,80,西品川3-20-11,60,35.6158924,139.7297879
品川消防署,100,北品川2-2-14,40,35.6197074,139.7417579
品川消防署,101,北品川2-7-21,40,35.6187128,139.7439815
品川消防署,201,北品川2-17,100,35.6170514,139.7411838
品川消防署,188,北品川2-19,40,35.6177465,139.7419364
品川消防署,177,北品川3-7-17,40,35.6178713,139.7404439
品川消防署,328,北品川3-7-31,190,35.6170470,139.7395051
品川消防署,202,北品川3-9-30,100,35.6172943,139.7385003
品川消防署,1065,北品川3-9-30,40,35.6171335,139.7378908
品川消防署,197,北品川3-10-13,100,35.6163908,139.7378168
品川消防署,162,北品川4-8-15,40,35.6194837,139.7355839
品川消防署,91,広町1-2-58,40,35.6147476,139.7342201
品川消防署,208,南品川1-1-1,40,35.6150375,139.7413095
品川消防署,596,東品川2-5,100,35.6195310,139.7488276
荏原消防署,1,小山台2-2-10,100,35.6246413,139.6980505
荏原消防署,2,小山台2-3-19,100,35.6243028,139.6992043
荏原消防署,232,小山3-5-4,40,35.6216229,139.7050053
荏原消防署,3,小山台1-3-17,40,35.6244781,139.7068273
荏原消防署,4,小山台1-18-24,40,35.6223840,139.7034883
荏原消防署,137,小山台1-26-11,40,35.6222664,139.7064939
荏原消防署,335,小山台2-6,100,35.6259095,139.7015755
荏原消防署,156,小山台2-7,100,35.6238735,139.7025724
品川消防署,44,西五反田4-12-1,40,35.6263948,139.7095346
品川消防署,56,荏原1-1-2,100,35.6217762,139.7130205
品川消防署,38,西五反田2-29-5,40,35.6242467,139.7210941
品川消防署,738,西五反田4-5-1,100,35.6272005,139.7120370
品川消防署,49,西五反田5-3-17,40,35.6247600,139.7165512
品川消防署,48,西五反田5-6-3,100,35.6249339,139.7151208
品川消防署,424,西五反田5-6-13,40,35.6240144,139.7164011
品川消防署,258,西五反田5-17-7,100,35.6234968,139.7142662
品川消防署,53,西五反田5-28-11,100,35.6231102,139.7127089
品川消防署,399,西五反田6-4,100,35.6221603,139.7153308
品川消防署,59,西五反田7-9-5,40,35.6236412,139.7205114
品川消防署,612,大崎5-2-2,100,35.6224381,139.7259737
品川消防署,21,東五反田3-15-13,40,35.6257993,139.7296829
品川消防署,354,東品川1-8-7,40,35.6218778,139.7434736
品川消防署,200,北品川1-26-10,100,35.6214988,139.7394856
品川消防署,176,東品川5-8-4,40,35.6221592,139.7550705
大井消防署,560,東八潮0-1-1,40,35.6242110,139.7699757
大井消防署,561,東八潮0-1-5,40,35.6221713,139.7710041
品川消防署,11,上大崎3-12-30,40,35.6303837,139.7180711
品川消防署,10,上大崎4-6-19,100,35.6310604,139.7164430
品川消防署,12,上大崎3-14-48,40,35.6306706,139.7193815
品川消防署,13,東五反田5-3-12,40,35.6322251,139.7218975
品川消防署,18,東五反田3-6-17,100,35.6300252,139.7286505
品川消防署,17,東五反田5-25-1,40,35.6282983,139.7239927
品川消防署,2,上大崎2-7-21,36,35.6377683,139.7159118
品川消防署,792,上大崎2-24-1,100,35.6361638,139.7140361
