管轄,水利番号,所在地,緯度,経度
大井消防署,519,南大井6-3-7,35.5922318,139.7336828
大井消防署,600,南大井5-24-4,35.5942060,139.7327215
大井消防署,561,南大井5-25-17,35.5940909,139.7320576
大井消防署,565,南大井6-17-14,35.5896919,139.7292896
大井消防署,515,南大井6-24-10,35.5887908,139.7295660
大井消防署,596,南大井3-29-11,35.5881077,139.7330124
大井消防署,553,南大井6-1-6,35.5931872,139.7324580
大井消防署,559,南大井6-6-12,35.5923332,139.7317575
大井消防署,592,南大井3-13-17,35.5907034,139.7333508
大井消防署,657,南大井5-26-20,35.5937403,139.7316796
大井消防署,736,南大井3-27,35.5884302,139.7334597
大井消防署,710,南大井6-26-25,35.5880118,139.7309694
大井消防署,778,南大井5-27-4,35.5935012,139.7337860
大井消防署,860,南大井6-16-13,35.5903351,139.7296633
大井消防署,861,南大井5-23-3,35.5940411,139.7335531
大井消防署,862,南大井6-3-7,35.5925645,139.7334400
大井消防署,572,南大井3-12-13,35.5907961,139.7337156
大井消防署,340,南大井2-4-11,35.5928932,139.7366140
大井消防署,342,南大井4-17-1,35.5939988,139.7356998
大井消防署,345,南大井4-19-11,35.5927598,139.7351106
大井消防署,346,南大井4-18-20,35.5937031,139.7342644
大井消防署,347,南大井5-22-8,35.5941944,139.7342726
大井消防署,355,南大井3-9-15,35.5914944,139.7349845
大井消防署,369,南大井3-14-15,35.5902737,139.7344866
大井消防署,370,南大井3-9-9,35.5909727,139.7356583
大井消防署,371,南大井3-15-5,35.5898580,139.7353872
大井消防署,372,南大井2-9,35.5909559,139.7363135
大井消防署,374,南大井2-12-10,35.5886158,139.7360687
大井消防署,375,南大井3-20-9,35.5886063,139.7353828
大井消防署,376,南大井3-20-1,35.5895282,139.7352018
大井消防署,377,南大井3-20-11,35.5886552,139.7349401
大井消防署,373,南大井2-7-9,35.5916623,139.7376642
大井消防署,378,南大井3-26-2,35.5885662,139.7341565
大井消防署,380,南大井3-31-8,35.5876956,139.7352289
大井消防署,396,南大井4-20-6,35.5926936,139.7355322
大井消防署,746,南大井2-3-14,35.5931021,139.7374329
大井消防署,483,南大井4-18-14,35.5932589,139.7349773
大井消防署,510,南大井3-12-7,35.5910299,139.7344172
大井消防署,511,南大井3-14-9,35.5901413,139.7355573
大井消防署,501,南大井3-19-1,35.5898390,139.7344949
大井消防署,524,南大井3-15-3,35.5900315,139.7352617
大井消防署,536,南大井3-14-11,35.5901754,139.7352055
大井消防署,535,南大井3-14-16,35.5905507,139.7349060
大井消防署,532,南大井3-5-1,35.5920231,139.7354540
大井消防署,523,南大井2-4-1,35.5933594,139.7368387
大井消防署,522,南大井1-19-15,35.5943448,139.7376868
大井消防署,533,南大井3-7-4,35.5919145,139.7345400
大井消防署,564,南大井2-5-10,35.5916887,139.7365575
大井消防署,556,南大井3-6-6,35.5923271,139.7347673
大井消防署,749,南大井3-2-10,35.5923982,139.7352034
大井消防署,793,南大井3-33-5,35.5876520,139.7344669
大井消防署,815,南大井4-18,35.5937596,139.7348502
大井消防署,817,南大井4-17-4,35.5934550,139.7361502
大井消防署,820,南大井2-5-13,35.5926471,139.7368885
大井消防署,814,南大井3-2-2,35.5925915,139.7354843
大井消防署,832,南大井2-5-6,35.5922911,139.7364956
大井消防署,534,南大井3-8-7,35.5914056,139.7346988
大井消防署,743,南大井3-22-7,35.5891962,139.7340776
大井消防署,797,南大井2-2-1,35.5936821,139.7374742
大井消防署,802,南大井3-30-6,35.5880285,139.7346025
大井消防署,818,南大井3-4-4,35.5918646,139.7358333
大井消防署,830,南大井2-12-18,35.5894464,139.7367624
大井消防署,669,八潮4-2,35.5896582,139.7504247
大井消防署,681,八潮4-0,35.5901864,139.7507008
大井消防署,678,八潮4-1,35.5907699,139.7507614
大井消防署,677,八潮4-1,35.5928023,139.7509577
大井消防署,679,八潮4-2,35.5924883,139.7507055
大井消防署,676,八潮2-6-7,35.5943563,139.7659846
大井消防署,708,八潮2-6-2,35.5933880,139.7666941
荏原消防署,782,中延6-11-17,35.6010520,139.7099401
荏原消防署,300,中延6-9-12,35.6009608,139.7126442
荏原消防署,960,西大井6-1-36,35.6009918,139.7128837
大井消防署,127,西大井2-4-5,35.6001040,139.7228585
大井消防署,136,西大井6-11-19,35.6002858,139.7182031
大井消防署,137,西大井5-11-16,35.6000428,139.7194531
大井消防署,138,西大井6-13-12,35.5997268,139.7179698
大井消防署,139,西大井5-7-7,35.5995766,139.7169511
大井消防署,145,西大井2-1-9,35.5997919,139.7212782
大井消防署,143,西大井5-4-9,35.5988102,139.7151710
大井消防署,144,西大井5-25-3,35.5978212,139.7151068
大井消防署,152,西大井5-10-11,35.5989539,139.7195205
大井消防署,153,西大井5-14-1,35.5984174,139.7198430
大井消防署,155,西大井5-21-19,35.5974756,139.7176979
大井消防署,157,西大井5-20-4,35.5961615,139.7177362
大井消防署,160,西大井4-16-9,35.5948807,139.7194574
大井消防署,159,西大井4-17-12,35.5948171,139.7181723
大井消防署,168,西大井4-20-23,35.5948780,139.7197908
大井消防署,169,西大井4-20-11,35.5943801,139.7209442
大井消防署,170,西大井3-15-27,35.5948467,139.7211320
大井消防署,171,西大井4-10-14,35.5956303,139.7212335
大井消防署,172,西大井4-9-13,35.5963296,139.7198809
大井消防署,173,西大井4-8-4,35.5969828,139.7203021
大井消防署,174,西大井4-7-1,35.5977191,139.7199317
大井消防署,175,西大井4-7-5,35.5975214,139.7205542
大井消防署,177,西大井4-6-6,35.5970882,139.7213119
大井消防署,176,西大井2-10-16,35.5981186,139.7211628
大井消防署,179,西大井4-5-16,35.5962134,139.7220361
大井消防署,180,西大井4-5-8,35.5971549,139.7224874
大井消防署,181,西大井2-12-8,35.5979283,139.7226634
大井消防署,185,西大井3-13-13,35.5956104,139.7227730
大井消防署,186,西大井3-15-13,35.5949088,139.7219861
大井消防署,192,西大井2-12-10,35.5980626,139.7229628
大井消防署,193,西大井2-5-14,35.5989198,139.7228883
大井消防署,194,西大井2-5-21,35.5987520,139.7217468
大井消防署,195,西大井2-6-12,35.5989035,139.7204908
大井消防署,399,西大井5-10-22,35.5998665,139.7189445
大井消防署,401,西大井5-4-16,35.5992702,139.7147067
大井消防署,415,西大井5-18-8,35.5971935,139.7193177
大井消防署,416,西大井6-18-5,35.6000611,139.7151119
大井消防署,417,西大井6-14-21,35.6003458,139.7167227
大井消防署,455,西大井6-14-7,35.6002286,139.7175014
大井消防署,457,西大井4-3-16,35.5976075,139.7215442
大井消防署,456,西大井4-2-1,35.5976349,139.7212349
大井消防署,491,西大井5-1-3,35.5989271,139.7140641
大井消防署,492,西大井5-2-14,35.5985072,139.7142663
大井消防署,493,西大井5-25-16,35.5973997,139.7145401
大井消防署,494,西大井5-24-15,35.5970286,139.7154032
大井消防署,495,西大井5-22-23,35.5967779,139.7169374
大井消防署,497,西大井6-14-4,35.6007017,139.7171748
大井消防署,509,西大井1-10-1,35.6006314,139.7227040
大井消防署,512,西大井2-4-17,35.5994171,139.7221205
大井消防署,521,西大井4-10-21,35.5961877,139.7204966
大井消防署,537,西大井4-14-2,35.5958513,139.7185559
大井消防署,546,西大井6-9-3,35.6008064,139.7207148
大井消防署,544,西大井5-24-5,35.5975814,139.7163211
大井消防署,454,西大井5-23-7,35.5981050,139.7156840
大井消防署,567,西大井3-14-12,35.5959956,139.7220637
大井消防署,570,西大井5-6-27,35.5985772,139.7161187
大井消防署,569,西大井5-22-34,35.5968534,139.7163781
大井消防署,568,西大井4-16-21,35.5954541,139.7181073
大井消防署,580,西大井5-21-11,35.5969073,139.7183836
大井消防署,311,西大井4-9-1,35.5973184,139.7197256
大井消防署,190,西大井6-16-14,35.6000654,139.7160920
大井消防署,602,西大井5-6-8,35.5988884,139.7172515
大井消防署,603,西大井5-17-6,35.5980469,139.7187873
大井消防署,656,西大井2-11-2,35.5982932,139.7229397
大井消防署,650,西大井6-12-1,35.6007710,139.7178895
大井消防署,720,西大井1-9-1,35.6005069,139.7216617
大井消防署,721,西大井5-12-8,35.6002219,139.7207351
大井消防署,738,西大井5-19-4,35.5964335,139.7180504
大井消防署,737,西大井5-22-8,35.5982080,139.7171609
大井消防署,735,西大井5-7-28,35.5994367,139.7159933
大井消防署,767,西大井6-10-6,35.6010018,139.7198689
大井消防署,768,西大井6-10-31,35.6009842,139.7190277
大井消防署,769,西大井6-13-4,35.6009159,139.7176021
大井消防署,770,西大井6-16-3,35.6007381,139.7163379
大井消防署,771,西大井6-17-1,35.6005824,139.7151007
大井消防署,799,西大井6-3-8,35.6009097,139.7157811
大井消防署,788,西大井6-2-13,35.6010582,139.7150144
大井消防署,781,西大井4-18-2,35.5945152,139.7185627
大井消防署,785,西大井4-20-11,35.5949183,139.7204573
大井消防署,784,西大井4-12-15,35.5961459,139.7189424
大井消防署,777,西大井2-8-2,35.5984821,139.7203327
大井消防署,783,西大井5-15-25,35.5987337,139.7189556
大井消防署,828,西大井2-11,35.5984689,139.7225917
大井消防署,844,西大井5-3-16,35.5985014,139.7146396
大井消防署,842,西大井5-13-18,35.5996137,139.7196188
大井消防署,642,西大井4-10-2,35.5964460,139.7209878
大井消防署,119,西大井1-16-23,35.6006477,139.7257919
大井消防署,122,西大井1-12-3,35.6010651,139.7248675
大井消防署,123,西大井2-19-2,35.6004899,139.7254669
大井消防署,124,西大井2-17-4,35.6002914,139.7239602
大井消防署,125,西大井1-11-1,35.6005286,139.7237540
大井消防署,182,西大井2-24-15,35.5978554,139.7240907
大井消防署,183,西大井3-6-11,35.5969083,139.7230429
大井消防署,184,西大井3-7-24,35.5961220,139.7230738
大井消防署,187,西大井3-16-5,35.5952615,139.7236223
大井消防署,188,大井7-17-17,35.5955402,139.7245638
大井消防署,189,大井7-9-24,35.5967423,139.7249840
大井消防署,191,大井5-28-25,35.5979353,139.7251721
大井消防署,199,西大井1-16-17,35.6004646,139.7264679
大井消防署,200,大井5-4-1,35.5997224,139.7269089
大井消防署,205,大井7-8-19,35.5968574,139.7253550
大井消防署,206,大井7-16-3,35.5954933,139.7259365
大井消防署,207,大井7-8-8,35.5966105,139.7262408
大井消防署,208,大井7-5-22,35.5961738,139.7269742
大井消防署,209,大井7-23-9,35.5946784,139.7279858
大井消防署,210,大井7-23-1,35.5953197,139.7279570
大井消防署,211,大井5-23-12,35.5967127,139.7291299
大井消防署,212,大井5-24-11,35.5968733,139.7282834
大井消防署,213,大井7-4-47,35.5970164,139.7272801
大井消防署,214,大井5-18-8,35.5979108,139.7276320
大井消防署,215,大井5-11-10,35.5985109,139.7283833
大井消防署,218,大井5-19-15,35.5981211,139.7294038
大井消防署,221,大井3-27-11,35.6000547,139.7298473
大井消防署,223,大井3-23-1,35.6010121,139.7279037
大井消防署,242,大井4-19-1,35.6010769,139.7323073
大井消防署,243,大井4-22-13,35.6003837,139.7338461
大井消防署,246,大井4-26-14,35.5996448,139.7332860
大井消防署,245,大井4-22-24,35.5996741,139.7325813
大井消防署,244,大井4-25-5,35.5999413,139.7314865
大井消防署,248,大井4-25-27,35.5989966,139.7322399
大井消防署,249,大井4-25-40,35.5995782,139.7309131
大井消防署,251,大井4-28-12,35.5983708,139.7328389
大井消防署,252,大井6-6-1,35.5974177,139.7329545
大井消防署,254,大井6-13-1,35.5969090,139.7318436
大井消防署,256,大井6-15-5,35.5962832,139.7316087
大井消防署,255,大井6-9-36,35.5981263,139.7305636
大井消防署,257,大井6-10-26,35.5974260,139.7301391
大井消防署,259,大井5-21-17,35.5969398,139.7297619
大井消防署,258,大井6-11-16,35.5965811,139.7297622
大井消防署,260,大井7-27-2,35.5957158,139.7295758
大井消防署,261,大井6-16-9,35.5955785,139.7322789
大井消防署,264,大井7-27-9,35.5949520,139.7295562
大井消防署,265,大井7-29-9,35.5943585,139.7295556
大井消防署,263,大井6-20-5,35.5945759,139.7304799
大井消防署,329,南大井5-14-2,35.5961915,139.7337477
大井消防署,331,南大井5-13-19,35.5955595,139.7335606
大井消防署,330,南大井5-17-9,35.5955267,139.7330591
大井消防署,348,南大井5-19-8,35.5946712,139.7332575
大井消防署,349,南大井5-21-1,35.5946500,139.7321965
大井消防署,406,大井3-26-16,35.6006578,139.7295932
大井消防署,408,大井7-8-16,35.5966370,139.7253275
大井消防署,411,大井7-17-6,35.5954691,139.7252725
大井消防署,412,大井6-1-32,35.5988126,139.7314425
大井消防署,414,西大井3-5-6,35.5974787,139.7238284
大井消防署,437,大井6-10-5,35.5974215,139.7308302
大井消防署,458,大井3-18-9,35.6009875,139.7299499
大井消防署,459,大井5-28-7,35.5981634,139.7263585
大井消防署,462,大井4-27-3,35.5982496,139.7334734
大井消防署,463,大井3-22-11,35.6006990,139.7275102
大井消防署,467,西大井2-19-17,35.5997999,139.7249679
大井消防署,485,西大井2-23-15,35.5983036,139.7246205
大井消防署,486,西大井2-15-5,35.5984409,139.7240880
大井消防署,487,西大井3-6-7,35.5970885,139.7236263
大井消防署,498,西大井3-8-10,35.5964323,139.7246278
大井消防署,516,西大井2-12-7,35.5980905,139.7233017
大井消防署,518,西大井1-10-13,35.6001028,139.7234338
大井消防署,517,西大井2-14-17,35.5981211,139.7237901
大井消防署,566,西大井3-11-13,35.5947681,139.7244099
大井消防署,574,西大井3-8-15,35.5966054,139.7237536
大井消防署,579,西大井3-4-12,35.5968019,139.7244522
大井消防署,665,西大井2-22-3,35.5993074,139.7244997
大井消防署,433,大井6-9-6,35.5980175,139.7316529
大井消防署,465,大井7-24-6,35.5950217,139.7283650
大井消防署,471,大井6-19-12,35.5949165,139.7296548
大井消防署,478,大井7-27-9,35.5947071,139.7293038
大井消防署,470,大井6-18-36,35.5954432,139.7296485
大井消防署,480,大井6-18-41,35.5963313,139.7297593
大井消防署,482,大井7-19-6,35.5949080,139.7255118
大井消防署,490,大井7-22-8,35.5951320,139.7273638
大井消防署,499,大井6-8-7,35.5966081,139.7329430
大井消防署,472,大井5-10-7,35.5989316,139.7305699
大井消防署,476,大井4-29-35,35.5992230,139.7306668
大井消防署,475,大井4-25-42,35.5999306,139.7306696
大井消防署,469,大井4-18-25,35.6010261,139.7309325
大井消防署,477,大井7-4-24,35.5960146,139.7292578
大井消防署,489,大井7-20-9,35.5944695,139.7274299
大井消防署,500,大井7-26-19,35.5953740,139.7288434
大井消防署,520,大井7-14-1,35.5953798,139.7264825
大井消防署,502,大井5-23-5,35.5976592,139.7285224
大井消防署,529,大井5-22-10,35.5975445,139.7289258
大井消防署,527,大井5-7-7,35.5996135,139.7303742
大井消防署,528,大井5-6-1,35.6001088,139.7289245
大井消防署,563,大井5-7-3,35.6003084,139.7304908
大井消防署,545,大井4-23-3,35.6004443,139.7320612
大井消防署,589,大井5-28-14,35.5974413,139.7265476
大井消防署,588,大井5-28-22,35.5977268,139.7254024
大井消防署,594,大井5-14-19,35.5989295,139.7254416
大井消防署,597,大井6-18-5,35.5962980,139.7302721
大井消防署,598,大井6-16-3,35.5959688,139.7315640
大井消防署,540,大井6-16-1,35.5956693,139.7310796
大井消防署,541,大井6-17-26,35.5952904,139.7310347
大井消防署,530,大井6-14-12,35.5962324,139.7327279
大井消防署,649,大井7-4-44,35.5965804,139.7272414
大井消防署,651,大井5-23-18,35.5973992,139.7282617
大井消防署,648,大井5-1-37,35.5997628,139.7257887
大井消防署,659,大井5-11-6,35.5991526,139.7292765
大井消防署,663,大井5-12-1,35.5991118,139.7275536
大井消防署,664,大井5-14-4,35.5990583,139.7262342
大井消防署,644,大井5-26-4,35.5981763,139.7273258
大井消防署,654,大井3-23-10,35.6004701,139.7284313
大井消防署,719,大井6-1-34,35.5990242,139.7308830
大井消防署,718,大井3-22-7,35.6004452,139.7276201
大井消防署,717,大井5-5-32,35.5998929,139.7281917
大井消防署,763,大井3-18-19,35.6010587,139.7308333
大井消防署,731,大井7-10-6,35.5962966,139.7257887
大井消防署,774,大井5-28-10,35.5978950,139.7266702
大井消防署,806,大井5-17-9,35.5982758,139.7282432
大井消防署,823,大井7-4-41,35.5966667,139.7278029
大井消防署,833,大井5-20-7,35.5979960,139.7303766
大井消防署,835,大井6-4-6,35.5978523,139.7333662
大井消防署,850,大井6-8-14,35.5967945,139.7321034
大井消防署,846,大井6-14-8,35.5963890,139.7323711
大井消防署,839,大井7-28-13,35.5946133,139.7285460
大井消防署,841,大井6-19-5,35.5949535,139.7302230
大井消防署,836,大井5-10-19,35.5982173,139.7296093
大井消防署,867,大井6-12-2,35.5966938,139.7311089
大井消防署,560,南大井5-20-14,35.5951369,139.7327800
大井消防署,729,大井7-13-4,35.5956260,139.7270453
大井消防署,655,大井6-18-40,35.5960641,139.7303078
大井消防署,531,大井7-5-7,35.5959845,139.7279804
大井消防署,410,大井7-12-7,35.5957186,139.7262310
大井消防署,838,大井7-6-13,35.5955759,139.7275500
大井消防署,851,西大井3-2-7,35.5973526,139.7250341
大井消防署,30,東大井3-16-9,35.6009686,139.7391672
大井消防署,247,南大井4-12-21,35.5960235,139.7351656
大井消防署,267,東大井2-15-1,35.6009676,139.7402806
大井消防署,268,東大井2-16-8,35.6003209,139.7411194
大井消防署,269,東大井2-14-10,35.5999692,139.7403045
大井消防署,270,東大井2-13-2,35.5999664,139.7392819
大井消防署,271,東大井2-13-5,35.6000589,139.7389495
大井消防署,272,東大井3-20-12,35.6009322,139.7382169
大井消防署,273,東大井3-20-24,35.6009287,139.7369788
大井消防署,274,東大井3-19-6,35.6003056,139.7375425
大井消防署,275,東大井3-22-12,35.6003897,139.7368685
大井消防署,276,東大井3-23-1,35.5997299,139.7365915
大井消防署,278,東大井3-24-4,35.5994412,139.7371368
大井消防署,277,東大井3-29-1,35.5996032,139.7362675
大井消防署,279,東大井3-18-16,35.5991961,139.7383485
大井消防署,280,東大井2-20-1,35.5996402,139.7395426
大井消防署,281,東大井2-17-9,35.5993440,139.7408237
大井消防署,282,東大井2-25-32,35.5988879,139.7399221
大井消防署,283,東大井2-21-4,35.5990905,139.7385851
大井消防署,284,東大井2-23-7,35.5988652,139.7384071
大井消防署,285,東大井2-23-1,35.5981627,139.7385059
大井消防署,286,東大井2-25-22,35.5979559,139.7391213
大井消防署,289,勝島1-6-27,35.5960034,139.7446567
大井消防署,292,南大井1-8-5,35.5962829,139.7402335
大井消防署,293,南大井1-4-1,35.5971556,139.7394092
大井消防署,297,南大井1-3-8,35.5971097,139.7385742
大井消防署,295,南大井1-4-6,35.5966473,139.7392169
大井消防署,296,南大井1-9-1,35.5966014,139.7387877
大井消防署,299,南大井1-1-7,35.5978212,139.7382467
大井消防署,300,南大井1-1-15,35.5976993,139.7378615
大井消防署,301,南大井1-12-10,35.5969790,139.7376959
大井消防署,302,南大井4-5-4,35.5975178,139.7375639
大井消防署,303,南大井4-5-9,35.5974338,139.7369100
大井消防署,304,南大井4-4-18,35.5983816,139.7372884
大井消防署,305,南大井4-2-3,35.5989198,139.7364236
大井消防署,306,南大井4-1-4,35.5995345,139.7357805
大井消防署,307,南大井5-2-13,35.6001298,139.7348280
大井消防署,308,南大井5-3-15,35.5993811,139.7348172
大井消防署,309,南大井5-8-19,35.5983937,139.7345090
大井消防署,312,南大井4-3-27,35.5977074,139.7355051
大井消防署,313,南大井4-8-4,35.5974698,139.7359706
大井消防署,314,南大井5-10-22,35.5969009,139.7342672
大井消防署,316,南大井4-10-4,35.5961931,139.7367769
大井消防署,317,南大井1-12-10,35.5963544,139.7372350
大井消防署,318,南大井1-21-1,35.5959464,139.7375461
大井消防署,319,南大井1-10-17,35.5960867,139.7385802
大井消防署,322,南大井1-11-11,35.5956120,139.7383297
大井消防署,324,南大井4-10-7,35.5958151,139.7367722
大井消防署,323,南大井1-13-7,35.5955202,139.7368504
大井消防署,325,南大井4-10-11,35.5960111,139.7363447
大井消防署,326,南大井4-11-7,35.5950714,139.7360281
大井消防署,327,南大井4-14-20,35.5951579,139.7346903
大井消防署,328,南大井4-12-19,35.5957111,139.7349085
大井消防署,332,南大井4-16-26,35.5946525,139.7345487
大井消防署,333,南大井4-15-4,35.5944480,139.7362696
大井消防署,395,東大井3-25-4,35.5998054,139.7376746
大井消防署,397,南大井1-13-5,35.5947218,139.7370494
大井消防署,583,勝島1-9-11,35.5982562,139.7430104
大井消防署,584,勝島1-6-40,35.5970752,139.7435163
大井消防署,590,勝島1-1-2,35.6001186,139.7444247
大井消防署,591,勝島1-3-7,35.5997414,139.7443655
大井消防署,660,勝島1-8,35.5960571,139.7429090
大井消防署,727,勝島1-9-30,35.5972378,139.7426208
大井消防署,780,勝島2-1,35.5958887,139.7432365
大井消防署,829,勝島1-2,35.5989738,139.7428651
大井消防署,142,東大井2-26-2,35.5976869,139.7407728
大井消防署,575,東大井2-27-23,35.5968753,139.7407760
大井消防署,577,東大井3-22-3,35.6005821,139.7358093
大井消防署,747,東大井2-26-11,35.5982881,139.7403189
大井消防署,800,東大井3-18-18,35.5992455,139.7379336
大井消防署,744,南大井1-17-15,35.5952293,139.7388517
大井消防署,745,南大井1-17-7,35.5945516,139.7384661
大井消防署,525,南大井4-5-2,35.5976793,139.7372464
大井消防署,543,南大井5-19-1,35.5948388,139.7342773
大井消防署,558,南大井4-14-10,35.5945446,139.7357092
大井消防署,573,南大井5-8-5,35.5983492,139.7351698
大井消防署,585,南大井1-20-14,35.5944686,139.7371082
大井消防署,586,南大井4-3-14,35.5978489,139.7364528
大井消防署,599,南大井5-18-4,35.5952870,139.7343692
大井消防署,647,南大井1-8-23,35.5962713,139.7393044
大井消防署,643,南大井5-10-2,35.5977851,139.7345123
大井消防署,724,南大井4-3-27,35.5983901,139.7357129
大井消防署,779,南大井4-3-4,35.5984381,139.7364604
大井消防署,725,南大井4-9-21,35.5963903,139.7351154
大井消防署,772,南大井5-3-2,35.5996668,139.7355394
大井消防署,796,南大井1-7-6,35.5957818,139.7398668
大井消防署,849,南大井4-6-1,35.5972522,139.7370194
大井消防署,658,南大井1-2-2,35.5970437,139.7378727
大井消防署,748,東大井2-27-7,35.5973557,139.7396806
大井消防署,831,南大井5-1-2,35.6005418,139.7345400
大井消防署,542,南大井4-8-12,35.5965628,139.7358615
大井消防署,805,南大井1-3-2,35.5978186,139.7387588
大井消防署,291,勝島1-6-17,35.5968114,139.7450729
大井消防署,439,勝島1-3-7,35.5997353,139.7452984
大井消防署,440,勝島1-3-18,35.5984297,139.7451968
大井消防署,549,勝島1-4-11,35.5991616,139.7453986
大井消防署,550,勝島1-5-25,35.5975544,139.7452782
大井消防署,551,勝島1-5-13,35.5962653,139.7451826
大井消防署,855,勝島1-5-21,35.5959795,139.7456442
大井消防署,687,八潮5-7,35.5956053,139.7546107
大井消防署,819,八潮4-1,35.5953124,139.7530344
大井消防署,683,八潮4-1,35.5946099,139.7510584
大井消防署,684,八潮5-7,35.5956603,139.7526579
大井消防署,760,八潮5-8-40,35.5966392,139.7512510
大井消防署,758,八潮5-9-12,35.5986187,139.7511840
大井消防署,756,八潮5-10,35.6001083,139.7507056
大井消防署,757,八潮5-10,35.5997972,139.7543240
大井消防署,863,八潮5-10-49,35.5985154,139.7543099
大井消防署,852,八潮5-6,35.5957619,139.7489196
大井消防署,759,八潮5-9-11,35.5973437,139.7527679
大井消防署,671,八潮2-8-15,35.5992398,139.7624833
大井消防署,703,八潮2-8-1,35.6010790,139.7636079
大井消防署,702,八潮2-8-1,35.6007350,139.7620066
大井消防署,700,八潮2-3-10,35.6002986,139.7644848
大井消防署,698,八潮2-8-15,35.5983126,139.7630260
大井消防署,701,八潮2-4-8,35.5984678,139.7658398
大井消防署,697,八潮2-7-8,35.5977463,139.7634572
大井消防署,694,八潮2-7-8,35.5978006,139.7660540
大井消防署,692,八潮2-7-8,35.5965220,139.7643622
大井消防署,693,八潮2-7-10,35.5952017,139.7653517
大井消防署,688,八潮2-7-10,35.5954882,139.7664613
大井消防署,695,八潮2-4-8,35.5968203,139.7670673
大井消防署,682,八潮2-6-7,35.5950099,139.7661271
大井消防署,685,八潮2-6-12,35.5954848,139.7670884
大井消防署,690,八潮3-1-12,35.5950586,139.7638694
大井消防署,691,八潮3-1-11,35.5951248,139.7626429
大井消防署,858,八潮3-2-26,35.6000168,139.7617814
大井消防署,686,八潮2-6-12,35.5955384,139.7677428
大井消防署,689,八潮2-5-3,35.5949791,139.7684485
荏原消防署,163,旗の台2-11-1,35.6054482,139.7000590
荏原消防署,1086,旗の台2-12,35.6053348,139.7008201
荏原消防署,798,旗の台2-12-1,35.6055717,139.7008607
荏原消防署,1087,旗の台5-3-8,35.6050723,139.7007743
荏原消防署,765,旗の台5-13-1,35.6039247,139.7007952
荏原消防署,458,旗の台5-14-8,35.6042632,139.7005148
荏原消防署,178,旗の台5-15-16,35.6047936,139.6991099
