消火器番号,設置場所,目標,種別,形式,製造年月,機能年月,格納箱年月,町会,町会名,管轄,緯度,経度
０２Ｋ－０３７,西五反田４－１－８,ガラステージ目黒不動前,機械泡,脚,2002.09,2002.09,2002.09,53,大崎本町三丁目町会,大崎第一,35.6279973,139.7124038
０２Ｋ－０５０,西五反田８－３－１２,西五反田ビル,機械泡,壁,2002.11,2002.11,2002.11,57,西五反田協和町会,大崎第一,35.6223203,139.7204394
０２Ｋ－０６２,西五反田５－２１－４,ライオンズシティ不動前,機械泡,直,2003.01,2003.01,2003.01,55,西五反田西二町会,大崎第一,35.6229843,139.7143540
０２Ｋ－０６７,西五反田５－１４－２,攻玉社学園,機械泡,脚,2003.02,2003.02,2003.02,56,西五反田五丁目西三町会,大崎第一,35.6241397,139.7129727
０２Ｋ－０７１,西五反田３－９－１４,ヴェルト目黒西,機械泡,脚,2003.02,2003.02,2003.02,52,西五反田七・五・三町会,大崎第一,35.6262995,139.7166087
０２Ｋ－０７６,西五反田５－３－３,東電品川,機械泡,脚,2005.07,2005.07,2003.02,52,西五反田七・五・三町会,大崎第一,35.6257029,139.7165926
０２Ｋ－０７７,西五反田５－１２－１,東急不動前駅,機械泡,脚,2003.02,2003.02,2003.02,56,西五反田五丁目西三町会,大崎第一,35.6258198,139.7136937
０３Ｋ－００３,西五反田８－７－７,スタジオスウィート品川五反田,機械泡,壁,2003.03,,,57,西五反田協和町会,大崎第一,35.6219334,139.7208957
０３Ｋ－００４,小山１－３－７,パークヒル目黒不動前,機械泡,脚,2003.04,,,56,西五反田五丁目西三町会,大崎第一,35.6224909,139.7119865
０３Ｋ－００６,小山１－３－７,パレソレイユ目黒不動前,機械泡,脚,2003.04,,,56,西五反田五丁目西三町会,大崎第一,35.6223888,139.7121189
０３Ｋ－０２７,西五反田７－１０－２,ＨＳビレッジ,機械泡,脚,2003.08,,,57,西五反田協和町会,大崎第一,35.6232063,139.7202856
０３Ｋ－０３０,西五反田６－３－２０,エルモアールキヨノ,機械泡,壁,2003.08,,,55,西五反田西二町会,大崎第一,35.6230596,139.7159350
０３Ｋ－０３６,西五反田５－３－９,パラッシオ目黒不動前,機械泡,直,2003.1,,,52,西五反田七・五・三町会,大崎第一,35.6252010,139.7172762
０３Ｋ－０４０,西五反田３－６,西五反田高齢者複合施設,機械泡,脚,2003.11,,,36,西五反田一・二・三町会,大崎第一,35.6276130,139.7168675
０３Ｋ－０７５,西五反田３－６－３８,ファミーユ西五反田東館,機械泡,壁,2004.03,,,36,西五反田一・二・三町会,大崎第一,35.6270891,139.7180224
０４Ｋ－００２,西五反田３－９－５,プリスクール五反田,機械泡,脚,2004.04,2004.04,2004.04,52,西五反田七・五・三町会,大崎第一,35.6267078,139.7170861
０４Ｋ－００４,西五反田３－１３－８,クレアシオン目黒不動前,機械泡,脚,2004.04,2004.04,2004.04,53,大崎本町三丁目町会,大崎第一,35.6278637,139.7144511
０４Ｋ－０４４,西五反田２－１７－１２,京王プレッソイン五反田,機械泡,壁,2004.1,,,36,西五反田一・二・三町会,大崎第一,35.6265162,139.7208180
０４Ｋ－０４５,西五反田７－１－１１,ガラ・シティ五反田,機械泡,壁,2004.1,,,52,西五反田七・五・三町会,大崎第一,35.6244770,139.7182397
０４Ｋ－０５０,西五反田３－１２－１０,西五反田マンション,機械泡,脚,2005.01,,,53,大崎本町三丁目町会,大崎第一,35.6272185,139.7149063
０４Ｋ－０５７,西五反田４－３１－２３,西五反田プロジェクト,機械泡,脚,2005.01,,,53,大崎本町三丁目町会,大崎第一,35.6271811,139.7139353
０４Ｋ－０５８,西五反田５－２３－５,ＰＡＲＫ　ＨＡＢＩＯ目黒不動前,機械泡,脚,2005.01,,,56,西五反田五丁目西三町会,大崎第一,35.6237134,139.7134104
０４Ｋ－０６２,東五反田５－２２－１１,池田山ハイツ,機械泡,脚,2005.02,,,37,池田山会,大崎第一,35.6281205,139.7222129
０５Ｋ－００１,西五反田５－２４－１５,サン氷川の森,機械泡,脚,2005.04,2005.04,2005.04,56,西五反田五丁目西三町会,大崎第一,35.6239275,139.7125152
０５Ｋ－００４,西五反田２－２５－９,ガラステージ五反田,機械泡,直,2005.04,2005.04,2005.04,51,西五反田本町会,大崎第一,35.6252903,139.7196448
０５Ｋ－００５,西五反田２－１６－６,トーシンフェニックス五反田,機械泡,脚,2005.05,2005.05,2005.05,36,西五反田一・二・三町会,大崎第一,35.6261869,139.7209819
０５Ｋ－００９,西五反田５－１－２８,不動前駅高架下店舗,機械泡,脚,2005.06,2005.06,2005.06,53,大崎本町三丁目町会,大崎第一,35.6266767,139.7146964
０５Ｋ－０１０,西五反田５－１－２８,不動前駅高架下店舗,機械泡,脚,2005.06,2005.06,2005.06,53,大崎本町三丁目町会,大崎第一,35.6263695,139.7146752
０５Ｋ－０１３,西五反田３－１２－１,エティア目黒,機械泡,脚,2005.08,2005.08,2005.08,53,大崎本町三丁目町会,大崎第一,35.6279920,139.7149385
０５Ｋ－０１４,西五反田２－２６－６,グロースメゾン五反田,機械泡,脚,2005.07,2005.07,2005.07,51,西五反田本町会,大崎第一,35.6249792,139.7203284
０５Ｋ－０２０,西五反田１－２－２,パレステュディオ五反田ステーションフロント,機械泡,脚,2005.07,2005.07,2005.07,36,西五反田一・二・三町会,大崎第一,35.6256925,139.7228378
０５Ｋ－０２５,西五反田２－２３－４,ガーラ五反田一番館,機械泡,,2005.09,2005.09,2005.09,51,西五反田本町会,大崎第一,35.6257310,139.7199582
０５Ｋ－０２９,西五反田３－８－２１,パークホームズ目黒リバーサウスアーバンレジデンス,機械泡,脚,2005.1,2005.1,2005.1,52,西五反田七・五・三町会,大崎第一,35.6262593,139.7170137
６３Ｋ－０２２,西五反田２－４－６,ハイホーム五反田,機械泡,脚,2006.08,2006.08,88.08,36,西五反田一・二・三町会,大崎第一,35.6271456,139.7217807
６３Ｋ－０２３,西五反田２－１０－８,ドルミ五反田ドウメゾン,機械泡,脚,2006.08,2006.08,88.08,36,西五反田一・二・三町会,大崎第一,35.6270809,139.7208669
６３Ｋ－０２４,西五反田２－１４－１３,リバーサイドニックハイム五反田,機械泡,脚,2006.08,2006.08,88.08,36,西五反田一・二・三町会,大崎第一,35.6264795,139.7196509
６３Ｋ－０２５,西五反田２－１８－３,グレイス五反田,機械泡,脚,2006.08,2006.08,88.08,36,西五反田一・二・三町会,大崎第一,35.6264954,139.7213391
６３Ｋ－０２６,西五反田２－２９－５,日幸五反田ビル,機械泡,脚,2006.08,2006.08,88.08,51,西五反田本町会,大崎第一,35.6244742,139.7206867
６３Ｋ－０３０,西五反田５－４－３,ライオンズマンション第２西五反田,機械泡,脚,88,2003.12,88.08,52,西五反田七・五・三町会,大崎第一,35.6250791,139.7178533
６３Ｋ－０３２,西五反田７－１－１,住友五反田ビル,機械泡,脚,2006.08,2006.08,88.08,52,西五反田七・五・三町会,大崎第一,35.6246984,139.7184419
６３Ｋ－０３３,西五反田７－１－９,五反田ＨＳビル,機械泡,脚,2006.08,2006.08,88.08,52,西五反田七・五・三町会,大崎第一,35.6243000,139.7181372
６３Ｋ－０３４,西五反田７－９－２,五反田ＴＧビル,機械泡,脚,2006.08,2006.08,2000.06,57,西五反田協和町会,大崎第一,35.6237432,139.7205981
６３Ｋ－０３５,西五反田７－２０－１３,セブンスターマンション第７五反田,機械泡,脚,2006.08,2006.08,88.08,52,西五反田七・五・三町会,大崎第一,35.6241081,139.7180236
６３Ｋ－０３６,西五反田７－２１－１,ダイエーファイナンス第５ＴＯＣビル,機械泡,脚,2006.08,2006.08,88.08,57,西五反田協和町会,大崎第一,35.6233868,139.7181573
６３Ｋ－０３９,西五反田８－８－２０,ダーバン本社,機械泡,脚,2006.08,2006.08,88.08,57,西五反田協和町会,大崎第一,35.6216526,139.7207207
６３Ｋ－０６１,西五反田５－１４－２,攻玉社短期大学,機械泡,脚,88.08,2004.12,88.08,56,西五反田五丁目西三町会,大崎第一,35.6245383,139.7130740
６３Ｋ－０６２,西五反田５－３０－５,ヴェルサイユ目黒,機械泡,脚,2006.08,2006.08,88.08,56,西五反田五丁目西三町会,大崎第一,35.6229507,139.7136201
８９Ｋ－００７,東五反田５－２２－２７,関配ビル,機械泡,脚,2006.08,2006.08,89.11,33,五反田東口町会,大崎第一,35.6278744,139.7225307
８９Ｋ－００８,西五反田１－２５－１,ＫＡＮＯビル,機械泡,脚,2006.08,2006.08,89.11,34,西五反田一丁目町会,大崎第一,35.6240184,139.7221733
８９Ｋ－０１０,西五反田３－１３－１４,ロイヤルコ－ト目黒,機械泡,脚,2006.08,2006.08,89.11,53,大崎本町三丁目町会,大崎第一,35.6279229,139.7136839
８９Ｋ－０１１,西五反田５－９－１９,プリンセスメグロ女子学生会館,機械泡,脚,2006.08,2006.08,89.11,56,西五反田五丁目西三町会,大崎第一,35.6252704,139.7144175
８９Ｋ－０１２,西五反田６－１７－３５,ワコ－レ五反田,機械泡,脚,2006.08,2006.08,96.06,58,西五反田六丁目町会,大崎第一,35.6218236,139.7156811
８９Ｋ－０３６,西五反田２－１１－１７,ＨＩ五反田ビル,機械泡,脚,2006.08,2006.08,89.11,36,西五反田一・二・三町会,大崎第一,35.6272933,139.7196817
９０Ｋ－００９,西五反田３－６－２１,西五反田伊藤ビル,機械泡,脚,90.11,2004.12,90.11,36,西五反田一・二・三町会,大崎第一,35.6277583,139.7191509
９０Ｋ－０２０,西五反田８－１－１４,最勝ビル,機械泡,脚,90.11,2004.12,90.11,57,西五反田協和町会,大崎第一,35.6233955,139.7209323
９０Ｋ－０２１,西五反田８－３－８,オールスタイル東側,機械泡,脚,90.11,2003.03,90.11,57,西五反田協和町会,大崎第一,35.6222487,139.7206548
９０Ｋ－０２２,西五反田８－３－６,ＴＫ五反田ビル,機械泡,脚,90.11,2004.12,90.11,57,西五反田協和町会,大崎第一,35.6225164,139.7209148
９０Ｋ－０２９,西五反田３－７－１０,アーバンネット五反田,機械泡,脚,90.11,2004.12,2005.03,51,西五反田本町会,大崎第一,35.6257957,139.7178747
９１Ｋ－００８,西五反田８－２－８,ダビンテ西五反田１,機械泡,脚,91.06,2007.02,91.06,57,西五反田協和町会,大崎第一,35.6226789,139.7211018
９１Ｋ－０３５,西五反田７－１３－５,日本エステート西五反田ビル,機械泡,脚,92.03,2003.03,92.03,57,西五反田協和町会,大崎第一,35.6224253,139.7199649
９２Ｋ－０１０,西五反田４－３１－１８,目黒テクノ　ビル,機械泡,脚,93.01,2004.12,93.01,53,大崎本町三丁目町会,大崎第一,35.6267989,139.7132826
９３Ｋ－００４,西五反田５－２－４,秀和　西五反田ビル,機械泡,脚,92,2003.01,93.06,52,西五反田七・五・三町会,大崎第一,35.6259006,139.7162895
９３Ｋ－０１１,西五反田２－２４－４,海老沢ビル,機械泡,壁,96,2003.03,93.07,51,西五反田本町会,大崎第一,35.6258774,139.7194882
９３Ｋ－０２２,西五反田８－３－１,ダビンテ西五反田２,機械泡,壁,92,2003.12,93.11,57,西五反田協和町会,大崎第一,35.6226411,139.7205757
９３Ｋ－０３０,西五反田５－５－７,ケ－エム・ビル,機械泡,脚,94.03,2003.03,94.03,52,西五反田七・五・三町会,大崎第一,35.6243764,139.7171395
９５Ｋ－０２３,西五反田２－１４－１,キング東京本社ビル,機械泡,脚,95,2004.12,96.01,36,西五反田一・二・三町会,大崎第一,35.6264968,139.7201617
９６Ｋ－０３４,西五反田５－４－１２,ジェイパーク不動前,機械泡,脚,96,2007.02,97.01,52,西五反田七・五・三町会,大崎第一,35.6249149,139.7172934
９７Ｋ－０４８,西五反田４－５－２,トミンハイム西五反田４丁目1号棟,機械泡,,99,2003.12,2005.02,54,西五反田四丁目町会,大崎第一,35.6275787,139.7119451
９８Ｋ－０１６,西五反田２－１４－１,キング東京本社,機械泡,脚,98.06,2003.11,98.06,36,西五反田一・二・三町会,大崎第一,35.6261582,139.7202070
９８Ｋ－０１９,西五反田３－１２－１２,不動前ヤマシナビル,機械泡,脚,98.07,2007.02,98.07,53,大崎本町三丁目町会,大崎第一,35.6273008,139.7147836
９８Ｋ－０３４,西五反田５－３１－１３,桐ケ谷斎場,機械泡,脚,98.1,2003.12,98.1,55,西五反田西二町会,大崎第一,35.6222332,139.7140513
９８Ｋ－０４３,西五反田１－２９－４,五反田ルーブル,機械泡,脚,98.11,2003.11,98.11,34,西五反田一丁目町会,大崎第一,35.6250145,139.7223294
９８Ｋ－０４５,西五反田５－６－１７,ライオンズガーデン西五反田,機械泡,脚,98.11,2003.12,98.11,55,西五反田西二町会,大崎第一,35.6239293,139.7160538
９９Ｋ－００９,西五反田５－２－２,ルイシャトレ目黒不動前　裏側,機械泡,脚,99.07,2003.03,99.07,52,西五反田七・五・三町会,大崎第一,35.6260306,139.7157501
９９Ｋ－０３４,西五反田５－１－１,品川不動前マンション,機械泡,脚,99,2004.12,2000.01,53,大崎本町三丁目町会,大崎第一,35.6265519,139.7150577
９９Ｋ－０４９,西五反田３－１３－１３,ＡＭＰＨＯＲＡ　ＭＥＧＵＲＯ　ＳＵＺＵＫＩ,機械泡,脚,2000.03,2004.12,2000.03,53,大崎本町三丁目町会,大崎第一,35.6278435,139.7139414
０５Ｋ－０５１,西五反田７－７－１,ジェイパーク西五反田,機械泡,脚,2006.02,2006.02,2006.02,57,西五反田協和町会,大崎第一,35.6239976,139.7201823
０６Ｋ－００５,西五反田３－１２－６,エティア目黒,機械泡,脚,2006.04,2006.04,2006.04,53,大崎本町三丁目町会,大崎第一,35.6276446,139.7151551
０６Ｋ－００９,西五反田３－５－２４,Ｇプロジェクト,機械泡,脚,2006.05,2006.05,2006.05,36,西五反田一・二・三町会,大崎第一,35.6280177,139.7185507
０６Ｋ－０２５,西五反田８－７－１１,アクシス五反田ビル,機械泡,壁,2006.09,2006.09,2006.09,57,西五反田協和町会,大崎第一,35.6223064,139.7213606
０６Ｋ－０２６,西五反田５－２０－８,アパートメンツ不動前,機械泡,脚,2006.09,2006.09,2006.09,55,西五反田西二町会,大崎第一,35.6227246,139.7151225
０６Ｋ－０５３,西五反田３－７－６,レジディタワー目黒不動前,機械泡,脚,2007.03,2007.03,2007.03,51,西五反田本町会,大崎第一,35.6256765,139.7184371
０７Ｋ－００２,西五反田６－１７－２４,パレステュディオ不動前駅,機械泡,脚,2007.04,2007.04,2007.04,58,西五反田６丁目町会,大崎第一,35.6216342,139.7158397
09K-009,西五反田5-7-5,光洋電機ビル,機械泡,脚,2009.08,2009.08,2009.08,56,西五反田五丁目西三町会,大崎第一,35.6247771,139.7143186
１０Ｋ－０１６,西五反田8-2-13,シティインデックス西五反田,機械泡,脚,2010.11,2010.11,2010.11,57,西五反田協和町会,大崎第一,35.6231319,139.7208573
１０Ｋ－０３２,西五反田5-13-12,PREMIUM CUBE不動前,機械泡,脚,2011.03,2011.03,2011.03,56,西五反田五丁目西三町会,大崎第一,35.6244888,139.7128380
０１Ｋ－０２６,東五反田２－２０－１,ルーブル東五反田,機械泡,脚,2001.1,2007.02,2001.1,7,袖ケ崎新興会,品川第一,35.6248969,139.7302100
０１Ｋ－０４２,東五反田２－２２,御殿山共同住宅,機械泡,脚,2001.11,2007.02,2002.01,7,袖ケ崎新興会,品川第一,35.6230316,139.7308112
０１Ｋ－０４５,大崎５－５－２１,サンディック五反田,機械泡,脚,2001.11,2007.02,2002.01,70,大崎三五町会,大崎第二,35.6232969,139.7241006
００Ｋ－０４３,北品川５－１３－５,ファミールグラン御殿山,機械泡,脚,2001.01,2001.01,2001.11,6,御殿山町会,品川第一,35.6228539,139.7337198
００Ｋ－００８,東五反田２－４－６,ライオンズプラザ五反田,機械泡,脚,2010.03,2010.03,2000.06,31,東五反田みづほ町会,大崎第一,35.6253029,139.7275464
０１Ｋ－００４,東五反田１－５－１,ユニーブル東五反田,機械泡,脚,2001.05,2007.02,2001.05,32,五反田中部町会,大崎第一,35.6270088,139.7265041
０１Ｋ－００８,東五反田２－１７,東五反田住宅　業務棟,機械泡,脚,2001.06,2007.02,2001.06,7,袖ケ崎新興会,品川第一,35.6237028,139.7290915
０１Ｋ－００９,東五反田２－１７,東五反田住宅　分譲棟,機械泡,脚,2001.06,2007.02,2001.06,7,袖ケ崎新興会,品川第一,35.6227985,139.7289027
０１Ｋ－０１０,東五反田２－１７,東五反田住宅　賃貸住宅棟,機械泡,脚,2001.06,2007.02,2001.06,7,袖ケ崎新興会,品川第一,35.6223088,139.7296141
０２Ｋ－０３５,北品川５－１１－２１,ディオ御殿山,機械泡,脚,2002.09,2002.09,2002.09,6,御殿山町会,品川第一,35.6221453,139.7329296
０２Ｋ－０５１,東五反田１－２４－１１,アクシルコート島津山南,機械泡,脚,2002.12,2002.12,2002.12,31,東五反田みづほ町会,大崎第一,35.6257912,139.7274511
０２Ｋ－０５３,大崎５－５－１３,大崎５丁目マンション,機械泡,脚,2002.11,2002.11,2002.11,70,大崎三五町会,大崎第二,35.6231719,139.7244489
０２Ｋ－０７４,東五反田２－４－４,ロワール五反田,機械泡,壁,2003.02,2003.02,2003.02,31,東五反田みづほ町会,大崎第一,35.6254020,139.7272442
０３Ｋ－０５０,大崎５－９－１,シティタワー大崎ステーションフロント,機械泡,脚,2004.02,,,70,大崎三五町会,大崎第二,35.6216444,139.7256967
０３Ｋ－０５９,大崎５－８－７,カテリーナ大崎,機械泡,脚,2004.02,,,70,大崎三五町会,大崎第二,35.6219105,139.7251545
０４Ｋ－０２１,東五反田１－２４－２,オリックス東五反田ビル,機械泡,脚,2004.06,,,31,東五反田みづほ町会,大崎第一,35.6259942,139.7274852
０４Ｋ－０２５,東五反田１－７－４,デュオステージ五反田,機械泡,脚,2004.07,,,32,五反田中部町会,大崎第一,35.6274390,139.7264625
０４Ｋ－０２６,東五反田１－２５－１８,ＯＬＩＯ島津山,機械泡,脚,2004.08,2004.08,2004.08,31,東五反田みづほ町会,大崎第一,35.6258106,139.7278913
０４Ｋ－０３８,東五反田１－１８－９,ラ・ヴェーヌ　ＧＯＴＡＮＤＡ　ＥＡＳＴ,機械泡,脚,2004.1,,,32,五反田中部町会,大崎第一,35.6266874,139.7262839
０４Ｋ－０３９,東五反田２－１－３,パレステュディオ五反田,機械泡,壁,2004.1,,,30,五反田一丁目町会,大崎第一,35.6252081,139.7246131
０４Ｋ－０４３,東五反田２－１７－２,オーバルコートマークスイート,機械泡,脚,2004.11,,,7,袖ケ崎新興会,品川第一,35.6236971,139.7295065
０４Ｋ－０４６,東五反田１－６－２,五反田イースト,機械泡,壁,2004.1,,,32,五反田中部町会,大崎第一,35.6272399,139.7259387
０４Ｋ－０５９,東五反田１－１２－１１,東急スティ五反田,機械泡,脚,2004,2004,2005.02,32,五反田中部町会,大崎第一,35.6269615,139.7249513
０５Ｋ－００２,大崎１－２－４,大崎一丁目ビル,機械泡,脚,2005.04,2005.04,2005.04,68,大崎居木橋町会,大崎第二,35.6224313,139.7278578
０５Ｋ－０１１,北品川６－２－３,ルピナス高輪,機械泡,壁,2005.06,2005.06,2005.06,7,袖ケ崎新興会,品川第一,35.6264687,139.7311857
０５Ｋ－０２１,西五反田１－７－１,リビオ五反田プラグマＧタワー,機械泡,直,2005.08,2005.08,2005.08,35,五反田睦町会,大崎第一,35.6252095,139.7239189
０５Ｋ－０２３,北品川５－４－１３,大崎病院　東京ハートセンター,機械泡,,2005.09,2005.09,2005.09,5,小関親睦会,品川第一,35.6215115,139.7320611
０５Ｋ－０２８,東五反田１－２３－９,カージェ五反田,機械泡,脚,2005.1,2005.1,2005.1,32,五反田中部町会,大崎第一,35.6264397,139.7269552
０５Ｋ－０４５,大崎３－１－１,パークハウスオータワー,機械泡,脚,2006.01,2006.01,2006.01,70,大崎三五町会,大崎第二,35.6215074,139.7246118
６２Ｋ－００６,大崎５－１－５,高徳ビル,機械泡,脚,2005.08,2005.08,87.09,70,大崎三五町会,大崎第二,35.6235400,139.7248405
６２Ｋ－０５０,北品川５－１０－１,ハイホーム御殿山（ｴﾝﾄﾗﾝｽⅠ）,機械泡,脚,2005.08,2005.08,87.09,5,小関親睦会,品川第一,35.6216970,139.7324261
６３Ｋ－０１８,東五反田１－２－１８,菅野宅,機械泡,脚,2006.08,2006.08,88.08,40,相生会,大崎第一,35.6279448,139.7276124
６３Ｋ－０１９,東五反田１－７－１１,Ａｉｏｓ五反田ＡＮＮＥＸ,機械泡,脚,2006.08,2006.08,88.08,32,五反田中部町会,大崎第一,35.6276701,139.7262053
６３Ｋ－０２０,東五反田１－１０－７,Ａｉｏｓ五反田,機械泡,脚,2006.08,2006.08,88.08,40,相生会,大崎第一,35.6276748,139.7258503
６３Ｋ－０２１,東五反田２－２１－２８,ソニー㈱　２０３号館,機械泡,脚,2006.08,2006.08,88.08,7,袖ケ崎新興会,品川第一,35.6244525,139.7306300
６３Ｋ－０４５,大崎５－１－７,五反田ＩＳビル,機械泡,脚,94,2004.12,2003.06,70,大崎三五町会,大崎第二,35.6237958,139.7244228
６３Ｋ－０４６,大崎５－４－１５,第２サンライズ五反田,機械泡,脚,88.08,2004.12,88.08,70,大崎三五町会,大崎第二,35.6225948,139.7248456
６３Ｋ－０４７,大崎５－５－３,五反田スカイマンション,機械泡,脚,2006.08,2006.08,88.08,70,大崎三五町会,大崎第二,35.6233592,139.7243539
８９Ｋ－００２,北品川５－５－２６,第一興産,機械泡,脚,2006.08,2006.08,89.11,5,小関親睦会,品川第一,35.6224013,139.7302476
８９Ｋ－００６,東五反田３－１４－１３,タカナワ　ミュ－ズビル,機械泡,脚,2006.08,2006.08,89.11,38,島津山自生会,大崎第一,35.6260409,139.7302461
９０Ｋ－０１０,北品川５－１,ＮＩＫＫＹ－Ｓ０ＮＹ共同ビル,機械泡,脚,90.11,2004.12,90.11,7,袖ケ崎新興会,品川第一,35.6239160,139.7322524
９０Ｋ－０２５,東五反田１－２２－１,五反田ＡＮビル,機械泡,脚,2005.03,2004.12,2005.02,31,東五反田みづほ町会,大崎第一,35.6261552,139.7270614
９１Ｋ－００１,東五反田１－６－３,東京建物五反田ビル,機械泡,脚,90,2003.11,91.06,32,五反田中部町会,大崎第一,35.6269782,139.7259878
９１Ｋ－００３,東五反田１－１４,五反田三井住友協同ビル,機械泡,脚,91,2007.02,91.06,30,五反田一丁目町会,大崎第一,35.6260827,139.7254165
９１Ｋ－０３３,東五反田２－２－３,五反田日興證券ハタビル,機械泡,脚,92.03,2003.03,92.03,30,五反田一丁目町会,大崎第一,35.6256064,139.7252852
９２Ｋ－０１６,東五反田２－１７－２,安田生命裏,機械泡,脚,92,2005.01,92,7,袖ケ崎新興会,品川第一,35.6236812,139.7297349
９３Ｋ－０１９,西五反田１－５－１,野村証券ビル,機械泡,脚,99,2003.11,93.1,36,西五反田一・二・三町会,大崎第一,35.6254789,139.7232982
９３Ｋ－０２９,東五反田５－２４－１０,テラサキ第３ビル,機械泡,脚,94.03,2003.11,94.03,33,五反田東口町会,大崎第一,35.6276295,139.7231706
９４Ｋ－０２５,東五反田３－２０,高輪パークタワー,機械泡,脚,94,2004.12,95.01,38,島津山自生会,大崎第一,35.6257018,139.7300300
９５Ｋ－０１０,大崎５－４－３,小野ビル,機械泡,脚,95.09,2004.12,95.09,70,大崎三五町会,大崎第二,35.6232156,139.7250902
９６Ｋ－０２２,北品川５－５－２７,アクス御殿山,機械泡,脚,2006.1,2006.1,96.1,5,小関親睦会,品川第一,35.6226932,139.7304212
９６Ｋ－０３３,北品川５－１１－１１,ソニー南口ビル,機械泡,脚,97.01,2007.02,97.01,6,御殿山町会,品川第一,35.6233516,139.7327435
９７Ｋ－００３,東五反田１－２１－１３,五反田千趣会,機械泡,脚,97.04,2007.02,97.04,30,五反田一丁目町会,大崎第一,35.6260278,139.7257737
９７Ｋ－０１０,大崎５－４－６,グローリー工業㈱,機械泡,脚,97.05,2007.02,97.05,70,大崎三五町会,大崎第二,35.6227959,139.7253495
９７Ｋ－０２５,東五反田２－５－３,ルイシャトル五反田,機械泡,脚,97.09,2007.02,97.09,31,東五反田みづほ町会,大崎第一,35.6251929,139.7278724
９７Ｋ－０２６,大崎５－９－３,ラフィ－ネ大崎,機械泡,脚,97.09,2007.02,97.09,70,大崎三五町会,大崎第二,35.6218941,139.7259944
９７Ｋ－０３８,東五反田１－８－１０,藤和シティホームズ東五反田,機械泡,,96,2007.02,97.12,32,五反田中部町会,大崎第一,35.6276212,139.7265964
９８Ｋ－０２１,北品川６－４－９,菱和パレス品川御殿山,機械泡,脚,98.08,2003.11,98.08,7,袖ケ崎新興会,品川第一,35.6263026,139.7313260
９８Ｋ－０３０,北品川５－１３－２５,ホレセーヌ御殿山弐番館,機械泡,脚,98.09,2003.11,98.09,6,御殿山町会,品川第一,35.6225673,139.7331537
９８Ｋ－０４４,東五反田１－１３－３,加藤酒店（デュロス東五反田）,機械泡,脚,98.11,2003.11,98.11,32,五反田中部町会,大崎第一,35.6264413,139.7248854
０５Ｋ－０５８,東五反田２－１１－２８,日野学園,機械泡,脚,2006.03,2006.03,2006.03,31,東五反田みづほ町会,大崎第一,35.6245219,139.7280578
０６Ｋ－０２８,東五反田３－１６－４０,エクセレント島津山,機械泡,壁,2006.09,2006.09,2006.09,38,島津山自生会,大崎第一,35.6265692,139.7277977
０６Ｋ－０３１,東五反田５－２７－１,メインステージ五反田駅前,機械泡,壁,2006.11,2006.11,2006.11,33,五反田東口町会,大崎第一,35.6272209,139.7238306
０６Ｋ－０３６,大崎１－２－２,大崎駅東口第３地区業務棟,機械泡,脚,2006.12,2006.12,2006.12,68,大崎居木橋町会,大崎第二,35.6216745,139.7279793
０６Ｋ－０３９,大崎１－２－３,大崎駅東口第４地区賃貸住宅棟,機械泡,脚,2006.12,2006.12,2006.12,68,大崎居木橋町会,大崎第二,35.6231379,139.7266577
０６Ｋ－０５１,大崎１－１－１,ル・サンク大崎,機械泡,脚,2007.02,2007.02,2007.02,68,大崎居木橋町会,大崎第二,35.6233562,139.7259230
08K-020,大崎５－３－４,（仮称）大崎５丁目マンション,機械泡,脚,2008.12,2008.12,2008.12,70,大崎三五町会,大崎第二,35.6221394,139.7260052
09K-011,東五反田1-26,JR五反田駅,機械泡,脚,2009.1,2009.1,2009.1,33,五反田東口町会,大崎第一,35.6261824,139.7237944
09K-016,大崎4-2-4,㈱カンドー大崎,機械泡,脚,2009.11,2009.11,2009.11,69,大崎四丁目町会,大崎第二,35.6222512,139.7229769
１０Ｋ－００３,東五反田1-8-9,〔仮称〕アンテニア東五反田新築工事,機械泡,脚,2010.04,2010.04,2010.04,32,五反田中部町会,大崎第一,35.6274074,139.7267878
０１Ｋ－０１８,北品川１－１２－９,テラス品川,機械泡,脚,2001.07,2007.02,2001.07,2,八ツ山町会,品川第一,35.6241934,139.7426876
０２Ｋ－０５８,北品川１－６,品川Ⅴタワー,機械泡,脚,2002.12,2002.12,2002.12,2,八ツ山町会,品川第一,35.6246975,139.7390394
０３Ｋ－０５２,北品川４－１－３,古林共同住宅,機械泡,脚,2004.03,,,6,御殿山町会,品川第一,35.6228828,139.7349636
０３Ｋ－０５７,北品川１－６,品川駅東口Ｂ－４地区計画,機械泡,脚,2004.02,,,2,八ツ山町会,品川第一,35.6246197,139.7400478
０４Ｋ－０４１,北品川１－２－５,北品川Ｋマンション,機械泡,直,2004.1,,,1,北品川１丁目町会,品川第一,35.6227752,139.7394780
６２Ｋ－０５２,北品川３－３－２,フォンテーヌ御殿山,機械泡,脚,2005.08,2005.08,87.09,4,北品川三丁目親和会,品川第一,35.6215517,139.7385683
６２Ｋ－０５３,北品川１－２０－４,ライオンズマンション北品川第２,機械泡,脚,2003.11,2003.11,87.09,2,八ツ山町会,品川第一,35.6229808,139.7414927
６２Ｋ－０５４,北品川１－９－７,トップルーム品川№１,機械泡,脚,2005.08,2005.08,87.09,2,八ツ山町会,品川第一,35.6238824,139.7422566
