消火器番号,設置場所,目標,種別,形式,製造年月,機能年月,格納箱年月,町会,町会名,管轄,緯度,経度
９０Ａ－０５３,西品川３－７－２２,新宿電業社,強化液,ウ,90.1,2001.01,90.1,63,品川尚和会,大崎第二,35.6160267,139.7258868
９２Ａ－０２０,西品川２－１－１０,小野寺宅,強化液,ウ,92,2003.12,93.01,66,西品川三ツ木会,大崎第二,35.6147549,139.7258744
９３Ａ－００９,大崎１－２０－８,イノビル大崎,強化液,ウ,93,2004.12,2004.07,68,大崎居木橋町会,大崎第二,35.6185076,139.7298192
４７Ａ－３６２,大崎２－８－１４,村上宅,強化液　2006.10撤去済,ウ,93,2004.12,94.06,67,大崎一二三町会,大崎第二,35.6170127,139.7278782
４７Ａ－３８４,大崎３－５－１２,街灯,強化液 撤去2009.8,イ,2005.08,2005.08,87.03,70,大崎三五町会,大崎第二,35.6204747,139.7260448
４７Ａ－４０１,大崎２－１０－２０,㈱ＳＯＮＹ,強化液　2011.6撤去確認,ウ,92.11,2003.12,89.11,67,大崎一二三町会,大崎第二,35.6166745,139.7292622
４８Ａ－１１３,大崎２－５－１５,山本宅,強化液,ウ,98,2003.03,2003.04,67,大崎一二三町会,大崎第二,35.6177995,139.7261884
４７Ａ－０１０,東品川１－２２－３,堀宅,強化液,ア,2005.08,2005.08,89.11,9,東品川一・三町会,品川第一,35.6209217,139.7447598
４７Ａ－０１４,東品川１－８－２３,川島宅,強化液,ウ,2005.08,2005.08,90.09,9,東品川一・三町会,品川第一,35.6203550,139.7434591
４７Ａ－０６３,北品川１－３０－２０,須藤宅,強化液,ウ,2003.08,2003.08,89.11,1,北品川１丁目町会,品川第一,35.6202256,139.7428842
４７Ａ－０６８,北品川２－３－２,第２グリーンロッヂ,強化液,ア,2003.07,2003.07,86.02,1,北品川１丁目町会,品川第一,35.6197184,139.7421853
４７Ａ－０７０,北品川１－２８－４,エッグランド,強化液,ア,2003.08,2003.08,89.11,1,北品川１丁目町会,品川第一,35.6206702,139.7408877
４７Ａ－０７３,北品川２－２５－８,アーバン北品川前,強化液,ウ,2004.07,2004.07,85.12,3,北品川二丁目町会,品川第一,35.6186622,139.7446600
４７Ａ－０７４,北品川２－２６－５,堀内宅,強化液,ウ,92.11,2003.11,2004.12,3,北品川二丁目町会,品川第一,35.6184598,139.7449327
４７Ａ－０７６,北品川２－３－８,田口宅,強化液,ウ,2004.07,2004.07,90.1,3,北品川二丁目町会,品川第一,35.6192577,139.7428726
４７Ａ－０８２,北品川２－１０－４,広瀬宅,強化液,ウ,2003.08,2004.04,88.11,3,北品川二丁目町会,品川第一,35.6185622,139.7422904
４７Ａ－０８３,北品川２－２２－９,キッチン　ディノ,強化液,ウ,2005.08,2005.08,98.11,3,北品川二丁目町会,品川第一,35.6176607,139.7431729
４７Ａ－０９３,北品川３－６－４,クロダイヤ㈱,強化液,ウ,2004.07,2004.07,89.11,4,北品川三丁目親和会,品川第一,35.6204197,139.7398244
４７Ａ－０９４,北品川３－６－７,丸磯建設㈱,強化液,ウ,2004.07,2004.07,90.1,4,北品川三丁目親和会,品川第一,35.6201547,139.7400058
４７Ａ－１０１,北品川３－５－６,駐車場,強化液,ウ,2004.07,2004.07,94.01,4,北品川三丁目親和会,品川第一,35.6204991,139.7390656
４７Ａ－１０２,北品川３－５－９,郵政省北品川２号宿舎Ｂ棟,強化液,ウ,2005,2005,2002.07,4,北品川三丁目親和会,品川第一,35.6196011,139.7392084
４７Ａ－１０３,北品川３－８－５,住友銀行北品川寮,強化液,ウ,2000,2003.11,84.04,4,北品川三丁目親和会,品川第一,35.6188196,139.7389946
４７Ａ－１０４,北品川３－７－２１,神谷宅前,強化液,ウ,2004.07,2004.07,98.02,4,北品川三丁目親和会,品川第一,35.6178738,139.7405167
４７Ａ－１０５,北品川３－７－３１,品川消防署車庫前,強化液,ウ,2004.07,2004.07,87.03,4,北品川三丁目親和会,品川第一,35.6169867,139.7395032
４７Ａ－１０６,北品川３－１１－１５,社団法人品川医師会,強化液,ウ,2005.08,2005.08,90.09,4,北品川三丁目親和会,品川第一,35.6168081,139.7399504
４７Ａ－１１０,北品川３－９－２９,品川小学校入口,強化液,ア,2003.07,2003.07,89.12,4,北品川三丁目親和会,品川第一,35.6170406,139.7384371
４７Ａ－１１１,北品川３－１０－１９,品川清掃事務所,強化液,ウ,94,2004.12,90.09,4,北品川三丁目親和会,品川第一,35.6162368,139.7382945
４７Ａ－１１５,北品川３－９－３９,東明印刷㈱,強化液,ウ,2003.01,2003.01,86.12,4,北品川三丁目親和会,品川第一,35.6168841,139.7372023
４７Ａ－１１６,北品川３－１０－１５,吉田商会品川出張所,強化液,ウ,2003.07,2003.07,87.03,4,北品川三丁目親和会,品川第一,35.6165465,139.7371956
４７Ａ－１２２,北品川４－８－２６,ミヤンマー大使館,強化液,ウ,92.1,2003.03,85.12,6,御殿山町会,品川第一,35.6203177,139.7360545
４７Ａ－１２９,北品川５－１７－１８,古宮宅,強化液,ア,2005.08,2005.08,86.06,6,御殿山町会,品川第一,35.6205715,139.7344796
４７Ａ－１３５,北品川４－１０－１０,前田荘,強化液,ウ,2003.07,2003.07,99.06,6,御殿山町会,品川第一,35.6183917,139.7354635
４７Ａ－１３６,北品川４－９－５,山本宅,強化液,ウ,97,2007.02,98.03,6,御殿山町会,品川第一,35.6184620,139.7359498
４７Ａ－１６５,北品川５－２０,ＯＮビル　公園中,強化液,ウ,2006.03,2006.03,96.05,5,小関親睦会,品川第一,35.6193333,139.7351948
４７Ａ－１６６,北品川５－９－１１,ＯＮビル,強化液,ウ,2003.08,2003.08,88.07,5,小関親睦会,品川第一,35.6184178,139.7345789
４７Ａ－１７６,南品川１－２－２,沢田宅,強化液,ウ,2004.07,2004.07,89.11,10,櫻心会,品川第一,35.6160583,139.7419120
４７Ａ－１８０,南品川１－１０－１８,蓮長寺,強化液,ウ,2005.04,2005.04,97.1,21,明睦会,品川第二,35.6146601,139.7420106
４７Ａ－１８１,南品川１－１－１,笹川宅（妙連寺）,強化液,ウ,2001,2007.02,93.09,21,明睦会,品川第二,35.6150468,139.7412681
４９Ａ－０１１,東品川１－７－１７,利田神社,強化液,ウ,2006.08,2006.08,2006.08,9,東品川一・三町会,品川第一,35.6212960,139.7422853
４９Ａ－０５３,北品川１－２８－３,斎藤宅,強化液,ウ,2003.08,2003.08,96.04,1,北品川１丁目町会,品川第一,35.6205864,139.7406383
４９Ａ－０５５,北品川１－２３－１５,宇津木クリーニング,強化液,ウ,99,2005.09,94.05,1,北品川１丁目町会,品川第一,35.6209819,139.7415782
４９Ａ－０５７,北品川１－３０－２３,篠原宅,強化液,ア,92.11,2001.01,2005.11,1,北品川１丁目町会,品川第一,35.6203011,139.7421100
４９Ａ－０６０,北品川２－４－５,篠沢宅,強化液,ウ,2005.08,2005.08,88.07,3,北品川二丁目町会,品川第一,35.6198149,139.7431092
４９Ａ－０６１,北品川２－７－９,聖蹟公園トイレ横,強化液,ウ,92.07,2003.11,89.12,3,北品川二丁目町会,品川第一,35.6189428,139.7445691
４９Ａ－０６４,北品川２－１８－１２,長田宅,強化液,ウ,2003.08,2003.08,98.03,3,北品川二丁目町会,品川第一,35.6173246,139.7415033
４９Ａ－０６５,北品川２－１１－１０,品川太子堂,強化液,ウ,2004.07,2004.07,2003.08,3,北品川二丁目町会,品川第一,35.6183097,139.7420630
４９Ａ－０７１,北品川２－３０－９,浜田屋商店,強化液,ウ,2004.06,2004.06,2004.06,3,北品川二丁目町会,品川第一,35.6175035,139.7433707
４９Ａ－０７２,北品川２－１４－４,山岸宅,強化液,ウ,2003.08,2003.08,88.07,3,北品川二丁目町会,品川第一,35.6189005,139.7415557
４９Ａ－０８５,北品川３－６－６,丸菱科学機械㈱,強化液,ウ,91.06,2007.02,91.06,4,北品川三丁目親和会,品川第一,35.6202913,139.7399194
４９Ａ－０８８,北品川３－７－１１,品川神社前,強化液,ウ,90.04,2001.01,95.08,4,北品川三丁目親和会,品川第一,35.6184430,139.7406969
４９Ａ－０９０,北品川３－７－１７,品川消防寮裏,強化液,ウ,2003.07,2003.07,88.07,4,北品川三丁目親和会,品川第一,35.6179367,139.7404059
４９Ａ－０９３,北品川３－７－２８,岡田オ－トパ－ツ,強化液,ア,2007.02,2007.02,88.07,4,北品川三丁目親和会,品川第一,35.6169856,139.7402904
４９Ａ－０９５,北品川３－９－３５,三共㈱,強化液,ウ,2003.07,2003.07,98.01,4,北品川三丁目親和会,品川第一,35.6170678,139.7374419
４９Ａ－０９６,北品川４－１１－５,三共㈱電子計算部,強化液,ウ,90.04,2001.01,87.07,4,北品川三丁目親和会,品川第一,35.6163023,139.7361435
４９Ａ－１０９,北品川５－１５－２０,小達宅,強化液,ウ,90.04,2001.01,88.07,6,御殿山町会,品川第一,35.6213877,139.7340399
４９Ａ－１４５,南品川１－４－２０,駐車場,強化液,ウ,92.07,2001.01,87.1,10,櫻心会,品川第一,35.6160584,139.7445939
４９Ａ－１４９,南品川１－１０－９,大石宅,強化液,ア,2004.07,2004.07,85.12,10,櫻心会,品川第一,35.6153856,139.7429427
４９Ａ－１５５,南品川１－２－２９,南品川児童遊園,強化液,ウ,90.04,2001.01,88.07,10,櫻心会,品川第一,35.6155909,139.7427244
４９Ａ－１５６,北品川１－２９－８,台場交番,強化液,ウ,2005.02,2005.02,92.07,1,北品川１丁目町会,品川第一,35.6208683,139.7421590
４９Ａ－１７０,南品川４－２－１６,河原宅,強化液,ア,2007.02,2007.02,86.02,21,明睦会,品川第二,35.6150120,139.7396532
４９Ａ－１７１,南品川４－２－１６,向井宅,強化液,ウ,2003.07,2003.07,89.11,21,明睦会,品川第二,35.6149772,139.7397969
５９Ａ－００１,北品川１－２９－１２,北品川シルバーセンター,強化液,ウ,2004.07,2004.07,85.02,1,北品川１丁目町会,品川第一,35.6205852,139.7418682
６３Ａ－００３,北品川２－１１－３,稲荷神社,強化液,ウ,2006.08,2006.08,89.02,3,北品川二丁目町会,品川第一,35.6186704,139.7417707
６３Ａ－００４,北品川２－１９－８,白柳宅,強化液,ウ,2006.08,2006.08,89.02,3,北品川二丁目町会,品川第一,35.6177406,139.7423957
８９Ａ－００６,東品川１－２９－６,天理教,強化液,ウ,90.03,2001.01,90.03,9,東品川一・三町会,品川第一,35.6203192,139.7430553
９２Ａ－００１,東品川１－２９－３５,山本宅,強化液,ウ,93.01,2003.11,93.01,9,東品川一・三町会,品川第一,35.6205792,139.7427727
９３Ａ－００３,北品川１－３０－９,スターパレス北品川,強化液,ウ,92,2004.12,94.01,1,北品川１丁目町会,品川第一,35.6201078,139.7426442
４９Ａ－０６７,北品川２－９－２６,正徳寺,強化液 撤去2009.9,ウ,2003.07,2003.07,2005.01,3,北品川二丁目町会,品川第一,35.6183165,139.7424798
５９Ａ－００６,東品川１－２９－１７,今井宅,強化液 撤去2008.1,ウ,2004.07,2004.07,2006.09,8,洌崎町会,品川第一,35.6195272,139.7447572
４７Ａ－００２,東品川２－６－１０,寺田倉庫,強化液,ウ,98,2003.03,97.06,11,天王洲会,品川第一,35.6210891,139.7488370
４７Ａ－００６,東品川１－１９－１０,望月宅,強化液,ア,2003.07,2003.07,86.02,9,東品川一・三町会,品川第一,35.6211867,139.7452987
４７Ａ－００８,東品川１－２６－５,第一斉藤ビル,強化液,ウ,2004.07,2004.07,89.11,9,東品川一・三町会,品川第一,35.6200688,139.7456464
４７Ａ－０２２,東品川１－３５－５,内野製作所,強化液,ウ,2003.07,2003.07,2002.07,8,洌崎町会,品川第一,35.6185203,139.7458313
４７Ａ－０２３,東品川１－２８－１９,間宮宅,強化液,ウ,2004.07,2004.07,89.07,8,洌崎町会,品川第一,35.6195538,139.7451224
４７Ａ－０２４,東品川１－３０－４,長谷川宅,強化液,ウ,2004.07,2004.07,85.01,8,洌崎町会,品川第一,35.6188589,139.7452851
４７Ａ－０３４,東品川３－８－９,昭和橋交差点,強化液,ウ,2005.02,2005.02,89.11,26,東親会,品川第二,35.6168817,139.7478798
４７Ａ－０３８,東品川３－６－８,大京FOR RENT前,強化液,ウ,2003.02,2003.02,88.11,26,東親会,品川第二,35.6157336,139.7476523
４７Ａ－０４３,東品川３－１４－９,東品川公園,強化液,ウ,2004.07,2004.07,92.07,26,東親会,品川第二,35.6148108,139.7459914
４７Ａ－０４９,東品川３－２－１２,ウェストレジデンス角,強化液,ウ,2004.07,2004.07,2006.03,26,東親会,品川第二,35.6157076,139.7455280
４７Ａ－０７５,北品川２－２８－１１,北浜公園,強化液,ウ,92.06,2007.02,88.09,3,北品川二丁目町会,品川第一,35.6172324,139.7450749
４９Ａ－０１６,東品川１－３２－３,サンクス,強化液,ウ,2003.07,2003.07,87.03,8,洌崎町会,品川第一,35.6201821,139.7460247
４９Ａ－０１８,東品川１－３３－１０,東品川歩道橋下,強化液,ウ,92.11,2007.02,95.08,8,洌崎町会,品川第一,35.6190922,139.7467961
４９Ａ－０１９,東品川１－３４－７,東品川郵便局,強化液,ウ,2006.08,2006.08,2003.05,8,洌崎町会,品川第一,35.6195497,139.7461526
４９Ａ－０２０,東品川１－３４－１２,㈱松尾電器,強化液,ウ,92.11,2007.02,87.09,8,洌崎町会,品川第一,35.6188356,139.7464536
４９Ａ－０２１,東品川１－３５－８,寄木神社隣,強化液,ウ,2007.02,2007.02,88.07,8,洌崎町会,品川第一,35.6181174,139.7459027
４９Ａ－０２３,東品川１－３８－３,須長製作所,強化液,ウ,2007.02,2007.02,87.03,8,洌崎町会,品川第一,35.6176129,139.7465179
４９Ａ－０２６,東品川３－９－３,橋本産業㈱,強化液,ア,92,2003.03,98.06,26,東親会,品川第二,35.6168718,139.7504487
４９Ａ－０２７,東品川３－１１－２,グレンパーク東品川,強化液,ウ,2007.02,2007.02,2007.02,26,東親会,品川第二,35.6158191,139.7495586
４９Ａ－０６９,北品川２－２６－１０,歩道植木の中,強化液,ウ,2005.08,2005.08,88.07,3,北品川二丁目町会,品川第一,35.6182484,139.7452877
４９Ａ－１４６,南品川１－５－９,有田宅,強化液,ウ,90.08,2001.01,91.03,10,櫻心会,品川第一,35.6158301,139.7453627
４７Ａ－１６７,南品川１－４－５,小島宅,強化液,ウ,92.07,2001.01,94.08,10,櫻心会,品川第一,35.6168504,139.7452519
４７Ｃ－４３８,小山台２－２－１６,小山台公園,強化液,ウ,2005.08,2005.08,86.03,112,小山台２丁目町会,荏原第一,35.6244255,139.6983654
４８Ｃ－２２１,小山台２－２－５,小林宅,強化液,ウ,2005.08,2005.08,87.03,112,小山台２丁目町会,荏原第一,35.6250952,139.6988903
５８Ｃ－００３,小山台２－３－９,山鹿宅,強化液,ウ,2004.07,2004.07,93.07,112,小山台２丁目町会,荏原第一,35.6247091,139.6995099
６０Ｃ－００３,小山台２－２－２１,平野宅,強化液,ウ,2005.03,2005.03,86.03,112,小山台２丁目町会,荏原第一,35.6251010,139.6976425
６３Ｃ－００９,小山台２－３－１,小田島宅,強化液,ウ,2006.08,2006.08,89.02,112,小山台２丁目町会,荏原第一,35.6253740,139.6990750
４７Ａ－６３９,西五反田５－２６－１４,釜島宅,強化液,ウ,2001.1,2007.02,2001.1,56,西五反田五丁目西三町会,大崎第一,35.6239796,139.7108115
４７Ａ－６４１,西五反田４－２８－９,区立．かむろ坂公園,強化液,ウ,2005.08,2005.08,90.1,54,西五反田四丁目町会,大崎第一,35.6253285,139.7115978
４７Ａ－６４３,西五反田４－１１－１２,高橋宅,強化液,ウ,2005.08,2005.08,82.04,54,西五反田四丁目町会,大崎第一,35.6264325,139.7113180
４７Ａ－６４４,西五反田４－１０－１２,片岡宅,強化液,ウ,2004.07,2004.07,95.08,54,西五反田四丁目町会,大崎第一,35.6257114,139.7111650
４７Ａ－６４７,西五反田４－１５－４,早川宅,強化液,ア,2005.08,2005.08,82.04,54,西五反田四丁目町会,大崎第一,35.6261705,139.7093430
４７Ａ－６５０,西五反田４－１９－５,稲垣宅,強化液,ウ,2004.07,2004.07,82.04,54,西五反田四丁目町会,大崎第一,35.6256725,139.7080792
４７Ｃ－３８８,小山１－４－２９,金原宅,強化液,ウ,2005.08,2005.08,90.1,113,小山１丁目町会,荏原第一,35.6218966,139.7116217
４７Ｃ－３８９,小山１－８－５,馬場宅,強化液,ウ,2005.08,2005.08,88.12,113,小山１丁目町会,荏原第一,35.6224809,139.7107216
４７Ｃ－３９０,小山１－９－２２,霜方宅,強化液,ウ,2004.07,2004.07,86.02,113,小山１丁目町会,荏原第一,35.6229592,139.7094805
４７Ｃ－３９１,小山２－４－２８,阿部宅,強化液,ア,2005.08,2005.08,2004.08,115,小山２丁目西部町会,荏原第一,35.6219818,139.7085395
４７Ｃ－４２８,小山台１－１０－１６,マイキャスル不動前,強化液,ウ,2005.02,2005.02,94.07,110,小山台１丁目町会,荏原第一,35.6242257,139.7073032
４７Ｃ－４３０,小山台１－１５－７,七山宅,強化液,ウ,2004.07,2004.07,82.05,111,小山台１丁目東町会,荏原第一,35.6237477,139.7056436
４７Ｃ－４３１,小山台１－４－２０,飯島宅,強化液,ウ,2005.08,2005.08,2002.07,110,小山台１丁目町会,荏原第一,35.6240937,139.7047262
４７Ｃ－４３４,小山台１－１７－５,村井宅,強化液,ウ,2005.08,2005.08,86.11,111,小山台１丁目東町会,荏原第一,35.6235146,139.7042921
４７Ｃ－４３５,小山台１－１８－２４,小山台小学校,強化液,ア,2003.07,2003.07,85.12,111,小山台１丁目東町会,荏原第一,35.6225886,139.7028064
４７Ｃ－４３６,小山台２－８－１３,大沼宅,強化液,ウ,2003.07,2003.07,88.03,111,小山台１丁目東町会,荏原第一,35.6230144,139.7021739
４８Ａ－２８４,西五反田４－１１－２,ストークハイム,強化液,ウ,2005.08,2005.08,94.07,54,西五反田四丁目町会,大崎第一,35.6270732,139.7105764
４８Ａ－２８９,西五反田４－２１－５,駐車場,強化液,ア,2005.08,2005.08,82.04,54,西五反田四丁目町会,大崎第一,35.6249206,139.7080141
４８Ｃ－２１２,小山台１－９－７,廣井宅,強化液,ウ,2005.08,2005.08,89.11,110,小山台１丁目町会,荏原第一,35.6245382,139.7080184
４８Ｃ－２１５,小山台１－３０－１５,田久保ビル,強化液,ウ,2005.08,2005.08,88.05,110,小山台１丁目町会,荏原第一,35.6231422,139.7080320
４８Ｃ－２１８,小山台１－２０－２０,飯泉宅,強化液,ウ,2005.08,2005.08,96.02,111,小山台１丁目東町会,荏原第一,35.6225633,139.7052871
４８Ｃ－２２０,小山台１－２６－１５,田中宅,強化液,ウ,2005.08,2005.08,2003.02,111,小山台１丁目東町会,荏原第一,35.6219584,139.7059686
５８Ｃ－００４,小山１－１１－２,河崎宅,強化液,ウ,2003.07,2003.07,88.11,113,小山１丁目町会,荏原第一,35.6227456,139.7089019
５９Ａ－０３１,西五反田４－１９－１６,中浜宅,強化液,ウ,2004.07,2004.07,94.07,54,西五反田四丁目町会,大崎第一,35.6255703,139.7077395
６０Ｃ－００１,小山台１－２９－１,本田ビル,強化液,ウ,2005.03,2005.03,2002.08,110,小山台１丁目町会,荏原第一,35.6228712,139.7084868
６１Ｃ－００２,小山台１－１７－６,高橋宅,強化液,ウ,2005.02,2005.02,87.03,111,小山台１丁目東町会,荏原第一,35.6234854,139.7040999
６２Ａ－００７,西五反田５－２６－１９,結城宅,強化液,ウ,2006.08,2006.08,2004.08,56,西五反田五丁目西三町会,大崎第一,35.6241038,139.7113689
６３Ｃ－００２,小山台１－９－１,田中宅,強化液,ウ,2006.08,2006.08,89.02,110,小山台１丁目町会,荏原第一,35.6246401,139.7073154
６３Ｃ－００７,小山台１－１８－２４,小山台小学校,強化液,ウ,2006.08,2006.08,89.02,111,小山台１丁目東町会,荏原第一,35.6231699,139.7037532
６３Ｃ－０１３,小山２－１１－２,数藤宅,強化液,ウ,2006.08,2006.08,89.02,114,小山２丁目東部町会,荏原第一,35.6214219,139.7102131
９０Ａ－０２４,西五反田４－１３－１１,吉田宅,強化液,ウ,90.1,2001.01,90.1,54,西五反田四丁目町会,大崎第一,35.6257020,139.7103465
９０Ａ－０２５,西五反田４－２２－４,小松崎宅,強化液,ウ,90.1,2007.02,90.1,54,西五反田四丁目町会,大崎第一,35.6250476,139.7084206
９０Ａ－０２６,西五反田４－２０－２,西川宅,強化液,ウ,90.1,2001.01,90.1,54,西五反田四丁目町会,大崎第一,35.6252489,139.7074495
９０Ａ－０２８,小山台１－３２－２,橘宅,強化液,ウ,90.1,2007.02,90.1,54,西五反田四丁目町会,大崎第一,35.6242121,139.7092041
９０Ａ－０３０,西五反田４－１６－７,林宅,強化液,ウ,90.1,2001.01,90.1,54,西五反田四丁目町会,大崎第一,35.6256697,139.7092318
９１Ｃ－００８,小山台１－１７－１９,井坂宅,強化液,ウ,91.12,2001.03,91.12,111,小山台１丁目東町会,荏原第一,35.6233310,139.7031536
９２Ｋ－０１７,小山台１－２０－２０,都築電気,強化液,脚,2004,2005.01,93.03,111,小山台１丁目東町会,荏原第一,35.6224928,139.7055559
９４Ｋ－０２３,小山１－３－２６,東洋ビルディング,強化液,脚,95.01,2004.12,95.01,113,小山１丁目町会,荏原第一,35.6221290,139.7114290
９５Ａ－００２,西五反田５－２７－１０,ふじや前,強化液,ウ,95.1,2007.02,95.1,56,西五反田五丁目西三町会,大崎第一,35.6232826,139.7115806
４８Ｃ－２０９,小山台１－３－２２,鷲巣宅,強化液　撤去2008.10,ア,2005.08,2005.08,89.11,110,小山台１丁目町会,荏原第一,35.6244506,139.7063010
６２Ａ－００８,西五反田５－２６－１９,降旗宅,強化液 撤去2010,ウ,2006.08,2006.08,88.03,56,西五反田五丁目西三町会,大崎第一,35.6239855,139.7112659
６２Ｃ－００４,小山台１－２９－２４,井上宅,強化液 撤去2010,ウ,2006.08,2006.08,88.03,110,小山台１丁目町会,荏原第一,35.6233808,139.7092792
９０Ａ－０３１,西五反田４－２７－１３,堀宅,強化液 撤去2008.7,ウ,90.1,2001.01,90.1,54,西五反田四丁目町会,大崎第一,35.6245375,139.7113361
４７Ａ－３９５,大崎４－１－２,ウイン第２五反田ビル,強化液,ウ,2004,2005.01,2005.02,69,大崎四丁目町会,大崎第二,35.6226625,139.7229230
４７Ａ－３９６,大崎４－１－８,前田宅,強化液,ウ,2004.07,2004.07,98.07,69,大崎四丁目町会,大崎第二,35.6221134,139.7225119
４７Ａ－５０７,西五反田２－５－９,ブルームーン,強化液,ウ,96,2007.02,90.1,36,西五反田一・二・三町会,大崎第一,35.6267348,139.7225432
４７Ａ－５０８,西五反田２－７－１０,パチンコ　ニュートウキョウ,強化液,ウ,2006.08,2006.08,2004.01,36,西五反田一・二・三町会,大崎第一,35.6262966,139.7222854
４７Ａ－５１２,西五反田２－１２,第一誠実ビル,強化液,ウ,2003.07,2003.07,91.03,36,西五反田一・二・三町会,大崎第一,35.6269934,139.7201020
４７Ａ－５１５,西五反田２－１－２２,マツバビル,強化液,ア,2005.08,2005.08,87.03,36,西五反田一・二・三町会,大崎第一,35.6280699,139.7198408
４７Ａ－５１７,西五反田２－１４－１２,目黒川岸（ﾘﾊﾞｰｻｲﾄﾞ･ﾆｯｸﾊｲﾑ ）前,強化液,ウ,2003.07,2003.07,88.08,36,西五反田一・二・三町会,大崎第一,35.6262837,139.7197734
４７Ａ－５１８,西五反田３－５－２４,大日本印刷,強化液,ウ,2005.08,2005.08,93.11,36,西五反田一・二・三町会,大崎第一,35.6280202,139.7193623
４７Ａ－５１９,西五反田３－６－２３,グリーン　ビル前,強化液,ウ,90,2002.06,95.1,36,西五反田一・二・三町会,大崎第一,35.6274683,139.7187435
４７Ａ－５２２,西五反田３－１１－１,大日本運輸㈱,強化液,ウ,2005.08,2005.08,96.09,53,大崎本町三丁目町会,大崎第一,35.6274935,139.7158237
４７Ａ－５２４,西五反田５－１－４,旭洋服店前,強化液,ウ,2001,2007.02,89.01,53,大崎本町三丁目町会,大崎第一,35.6265114,139.7155012
４７Ａ－５２７,西五反田４－３２－１,石井宅,強化液,ウ,2004.07,2004.07,94.07,53,大崎本町三丁目町会,大崎第一,35.6261200,139.7136251
４７Ａ－５２９,西五反田３－１２－１５,村上ビル,強化液,ウ,2005.08,2005.08,87.03,53,大崎本町三丁目町会,大崎第一,35.6274688,139.7142022
４７Ａ－５３１,西五反田４－３１－１７,中島印刷ＫＫ,強化液,ウ,2001,2007.02,98.06,53,大崎本町三丁目町会,大崎第一,35.6265936,139.7130637
４７Ａ－５３５,西五反田３－１３－１４,ロイヤルコート目黒,強化液,ウ,2005.08,2005.08,89.11,53,大崎本町三丁目町会,大崎第一,35.6279837,139.7136011
４７Ａ－５３７,西五反田４－４－１６,須田工務店,強化液,ア,2004.07,2004.07,98.06,53,大崎本町三丁目町会,大崎第一,35.6269080,139.7124587
４７Ａ－５４０,西五反田４－１－２,溝口宅,強化液,ウ,2003.07,2003.07,97.05,53,大崎本町三丁目町会,大崎第一,35.6281036,139.7125164
４７Ａ－５５０,西五反田１－３１,日本生命五反田ビル　裏,強化液,ウ,2004.07,2004.07,90.1,34,西五反田一丁目町会,大崎第一,35.6244201,139.7223216
４７Ａ－５５２,西五反田１－２９－１１,小泉ビル,強化液,ウ,2006.08,2006.08,86.03,34,西五反田一丁目町会,大崎第一,35.6251145,139.7218218
４７Ａ－５５４,西五反田２－２９－５,桑原ビル,強化液,ウ,2004.07,2004.07,93.05,51,西五反田本町会,大崎第一,35.6243884,139.7210083
４７Ａ－５５５,西五反田２－２９－６,ブックオフ,強化液,ウ,2005.08,2005.08,2000.04,51,西五反田本町会,大崎第一,35.6242234,139.7206370
４７Ａ－５５６,西五反田２－２９－１０,昭月庵,強化液,ウ,98,2003.03,87.04,51,西五反田本町会,大崎第一,35.6245248,139.7204046
４７Ａ－５６３,西五反田３－７－１,五の宮マンション,強化液,ア,2005.02,2005.02,98.02,51,西五反田本町会,大崎第一,35.6264329,139.7184299
４７Ａ－５６４,西五反田７－２－３,城南信用金庫前,強化液,ウ,92.11,2003.12,2005.01,52,西五反田七・五・三町会,大崎第一,35.6244917,139.7191935
４７Ａ－５６７,西五反田５－５－４,五反田塩谷ビル,強化液,ウ,2007.03,2007.03,89.11,52,西五反田七・五・三町会,大崎第一,35.6245369,139.7176072
４７Ａ－５７０,西五反田３－８－１,町原ビル,強化液,ウ,2005.08,2005.08,95.08,52,西五反田七・五・三町会,大崎第一,35.6267078,139.7177869
４７Ａ－５７１,西五反田３－８－１５,三ツ矢ユニビル,強化液,ウ,2001,2006.08,91.03,52,西五反田七・五・三町会,大崎第一,35.6257623,139.7174726
４７Ａ－５７６,西五反田５－２－２,ルイシャトレ目黒不動前　前側,強化液,ウ,2005.08,2005.08,87.03,52,西五反田七・五・三町会,大崎第一,35.6263058,139.7159812
４７Ａ－５７９,西五反田７－６－９,タイムズ西五反田第３駐車場,強化液,ウ,2003.08,2003.08,90.01,57,西五反田協和町会,大崎第一,35.6237165,139.7192386
４７Ａ－５８０,西五反田８－４－８,ゆうぽうと,強化液,ウ,2005.02,2005.02,90.11,57,西五反田協和町会,大崎第一,35.6225484,139.7214773
４７Ａ－５８１,西五反田８－８－１８,ダーバン本社ビル裏,強化液,ウ,2003.07,2003.07,90.1,57,西五反田協和町会,大崎第一,35.6214401,139.7206796
４７Ａ－５８４,西五反田８－２－１１,フラッツ増沢前,強化液,ウ,2002.1,2002.1,98.06,57,西五反田協和町会,大崎第一,35.6229219,139.7207656
４７Ａ－５８５,西五反田７－９－４,㈱ウスイビル,強化液,ウ,2002.09,2003.12,2007.01,57,西五反田協和町会,大崎第一,35.6235513,139.7206484
４７Ａ－５８７,西五反田７－２２,大崎警察中原派出所,強化液,ウ,2003.02,2003.02,85.12,57,西五反田協和町会,大崎第一,35.6221195,139.7199171
