街灯番号,設置方式,所在地,東電柱番号,NTT柱番号,灯種,ランプ容量,ランプ数,街灯形式,配線種別,土木事務所,緯度,経度
C2865_,共架式,坂下１丁目12,坂下３０,,LED,20,1,ハイウェイ型,直接,赤塚,35.7786045,139.6821829
C2866_,共架式,坂下１丁目12,坂下２６,,LED,20,1,ハイウェイ型,直接,赤塚,35.77877007,139.682086
C2867_,共架式,坂下１丁目16,坂下２５,,LED,20,1,ハイウェイ型,直接,赤塚,35.77903054,139.6819314
16B026_,共架式,坂下１丁目39,坂下１７,,LED,20,1,ハイウェイ型,直接,赤塚,35.77993892,139.6813982
C2871_,共架式,坂下１丁目39,坂下１６,,LED,20,1,ハイウェイ型,直接,赤塚,35.7801199,139.6812874
C2874_,共架式,坂下１丁目39,坂下１,,LED,20,1,ハイウェイ型,直接,赤塚,35.78069233,139.6809425
C2878_,共架式,坂下２丁目7,榎木１００,,LED,20,1,ハイウェイ型,直接,赤塚,35.78199202,139.6823555
16B042_,共架式,坂下２丁目12,榎木１１６,,LED,20,1,ハイウェイ型,直接,赤塚,35.7809344,139.6807997
C2896_,共架式,坂下２丁目16,榎木２４,蓮根 右７／２１,LED,20,1,ハイウェイ型,直接,赤塚,35.78378396,139.6801139
C2898_,共架式,坂下２丁目３３－２３,榎木２２,,LED,20,1,ハイウェイ型,直接,赤塚,35.78438379,139.6802105
C2909_,共架式,坂下２丁目31,榎木５７,,LED,20,1,ハイウェイ型,直接,赤塚,35.78422936,139.6819172
C2918_,共架式,坂下２丁目29,榎木１５５,,LED,20,1,ハイウェイ型,直接,赤塚,35.78409325,139.6847615
C2919_,共架式,坂下２丁目28,榎木１５６,,LED,20,1,ハイウェイ型,直接,赤塚,35.78421535,139.6852226
C2920_,共架式,蓮根２丁目5,蓮根１６８,,LED,20,1,ハイウェイ型,直接,赤塚,35.78073323,139.6773875
C2923_,共架式,蓮根２丁目16,蓮根１５１,蓮根 左３／２８,LED,20,1,ハイウェイ型,直接,赤塚,35.78166443,139.6775158
C2924_,共架式,蓮根２丁目16,蓮根１４６,蓮根支 左２／２８,LED,20,1,ハイウェイ型,直接,赤塚,35.78195589,139.6775507
17B174_,共架式,新河岸２丁目18,河中１３７,,LED,20,1,ハイウェイ型,直接,赤塚,35.79743888,139.6638351
17H089_,共架式,蓮根３丁目27,小柱,,LED,20,1,ハイウェイ型,直接,赤塚,35.7908818,139.6741002
17L031_,共架式,新河岸３丁目8,新川１５０,新三 右１／８割,LED,20,1,ハイウェイ型,直接,赤塚,35.79603459,139.650901
17H034_,共架式,東坂下１丁目17,化工７９,,LED,20,1,ハイウェイ型,直接,赤塚,35.78224782,139.6945696
17H039_,共架式,東坂下１丁目17,化工８０,,LED,20,1,ハイウェイ型,直接,赤塚,35.78194965,139.6944337
C2988_,共架式,舟渡３丁目7,戸田７３,,LED,20,1,ハイウェイ型,直接,赤塚,35.79336537,139.6836017
C2999_,共架式,舟渡３丁目13,戸田３０,,LED,20,1,ハイウェイ型,直接,赤塚,35.79458828,139.6853896
16H038_,共架式,舟渡３丁目16,戸田１３３,,LED,20,1,ハイウェイ型,直接,赤塚,35.79473639,139.6823981
C3017_,共架式,舟渡３丁目3,戸田８１,舟渡 左１２／２,LED,20,1,ハイウェイ型,直接,赤塚,35.7922396,139.683501
17H021_,共架式,東坂下２丁目19,長後８,戸田 右４／５３,LED,20,1,ハイウェイ型,直接,赤塚,35.78814952,139.6860096
17H090_,共架式,蓮根２丁目２-8,蓮根２１７,,LED,20,1,ハイウェイ型,直接,赤塚,35.78127201,139.6789092
17H091_,共架式,蓮根３丁目14,北蓮１０１,藤化 左４／５,LED,20,1,ハイウェイ型,直接,赤塚,35.78827373,139.6794767
17L122_,共架式,高島平９丁目14,九高９２,,LED,20,1,ハイウェイ型,直接,赤塚,35.78917761,139.6673914
17L123_,共架式,高島平９丁目14,九高９３,２３Ｅ支７,LED,20,1,ハイウェイ型,直接,赤塚,35.7892012,139.6671327
C3133_,共架式,高島平９丁目14,九高９４,２３Ｅ支６,LED,20,1,ハイウェイ型,直接,赤塚,35.78923009,139.6668116
C3135_,共架式,高島平９丁目21,九高９６,２３Ｅ支４,LED,20,1,ハイウェイ型,直接,赤塚,35.78930836,139.6659916
C3136_,共架式,高島平９丁目21,九高９７,２３Ｅ支３,LED,20,1,ハイウェイ型,直接,赤塚,35.78934024,139.6655786
C3138_,共架式,高島平９丁目22,九高９８,２３Ｅ支２,LED,20,1,ハイウェイ型,直接,赤塚,35.78938742,139.6651536
C3142_,共架式,高島平９丁目19,九高９１,２３Ｃ支 右２／１４,LED,20,1,ハイウェイ型,直接,赤塚,35.78925195,139.6654237
C3145_,共架式,高島平９丁目15,九高８７,,LED,20,1,ハイウェイ型,直接,赤塚,35.78887512,139.6665298
C3146_,共架式,高島平９丁目15,九高８６,,LED,20,1,ハイウェイ型,直接,赤塚,35.78883423,139.6669397
C3149_,共架式,高島平９丁目17,九高１１２,２３Ｃ支 右７／１４,LED,20,1,ハイウェイ型,直接,赤塚,35.78842906,139.6662691
17B006_,共架式,高島平９丁目17,九高１１０,,LED,20,1,ハイウェイ型,直接,赤塚,35.78855833,139.6655942
C3153_,共架式,高島平９丁目18,九高109,23C支R1/R4/14,LED,20,1,ハイウェイ型,直接,赤塚,35.78861502,139.665309
C3154_,共架式,高島平９丁目24,九高１１９,２１Ｃ支１,LED,20,1,ハイウェイ型,直接,赤塚,35.78997403,139.6678011
C3155_,共架式,高島平９丁目24,九高１２０,,LED,20,1,ハイウェイ型,直接,赤塚,35.78994364,139.6681393
17L121_,共架式,高島平９丁目24,九高１９５,２１Ｃ支2割,LED,20,1,ハイウェイ型,直接,赤塚,35.78992375,139.6683516
C3160_,共架式,高島平９丁目２７,九高１２５,２１Ｃ支５,LED,20,1,ハイウェイ型,直接,赤塚,35.78983868,139.669253
C3161_,共架式,高島平９丁目27,九高１２６,２１Ｃ支６,LED,20,1,ハイウェイ型,直接,赤塚,35.78981129,139.6695264
C3174_,共架式,高島平９丁目25,九高１４２,２１Ｄ支１,LED,20,1,ハイウェイ型,直接,赤塚,35.7903214,139.6679805
C3176_,共架式,高島平９丁目39,九高１８０,２１Ｂ支 左５／３,LED,20,1,ハイウェイ型,直接,赤塚,35.79078766,139.6687879
C3177_,共架式,高島平９丁目40,九高１８２,,LED,20,1,ハイウェイ型,直接,赤塚,35.79109241,139.6680383
17B103_,共架式,高島平９丁目41-1,九高１７９,２１Ｆ支３,LED,20,1,ハイウェイ型,直接,赤塚,35.79104953,139.6686171
C3183_,共架式,高島平９丁目47,九高１９１,２１Ｂ支 左３／左８／３,LED,20,1,ハイウェイ型,直接,赤塚,35.79185815,139.6689035
C3192_,共架式,高島平９丁目45,九高６,,LED,20,1,ハイウェイ型,直接,赤塚,35.79143806,139.6711825
C3197_,共架式,高島平９丁目31,九高４９,,LED,20,1,ハイウェイ型,直接,赤塚,35.79031611,139.6721847
C3201_,共架式,高島平９丁目32,九高３１,２１Ｂ支 右６／左１／１３,LED,20,1,ハイウェイ型,直接,赤塚,35.79006257,139.6733697
C3205_,共架式,高島平８丁目3,八高６４,２３Ａ支 左３／２,LED,20,1,ハイウェイ型,直接,赤塚,35.78976317,139.6608938
C3209_,共架式,高島平８丁目7,八高12,２３Ａ支 １０,LED,20,1,ハイウェイ型,直接,赤塚,35.78863646,139.6633869
17L124_,共架式,高島平８丁目7,八高13,２３Ａ支１３,LED,20,1,ハイウェイ型,直接,赤塚,35.7884739,139.6642242
C3214_,共架式,高島平８丁目8,八高１２７,,LED,20,1,ハイウェイ型,直接,赤塚,35.78893834,139.6636697
C3215_,共架式,高島平８丁目8,八高１２８,,LED,20,1,ハイウェイ型,直接,赤塚,35.78888335,139.6639464
C3217_,共架式,高島平８丁目8,八高１３０,,LED,20,1,ハイウェイ型,直接,赤塚,35.78881996,139.664287
17L127_,共架式,高島平８丁目10,八高２５,２３Ａ支 右１／左４／９,LED,20,1,ハイウェイ型,直接,赤塚,35.78960566,139.6636007
C3219_,共架式,高島平８丁目10,八高２６,２３Ａ支 右２／左４／９,LED,20,1,ハイウェイ型,直接,赤塚,35.78954308,139.6640335
17L125_,共架式,高島平８丁目12,八高５５,２３Ｂ支６,LED,20,1,ハイウェイ型,直接,赤塚,35.78965933,139.6627615
17L126_,共架式,高島平８丁目12,八高５４,２３Ｂ支５,LED,20,1,ハイウェイ型,直接,赤塚,35.78970632,139.6625215
C3225_,共架式,高島平８丁目15,八高５０,２３Ｂ支１,LED,20,1,ハイウェイ型,直接,赤塚,35.78996965,139.6612041
C3227_,共架式,高島平８丁目23,八高７６,２３Ｄ支２,LED,20,1,ハイウェイ型,直接,赤塚,35.79083516,139.661544
C3228_,共架式,高島平８丁目23,八高７７,２３Ｄ支３,LED,20,1,ハイウェイ型,直接,赤塚,35.79075089,139.6619931
C3230_,共架式,高島平８丁目22,八高７９,２３Ｄ支５,LED,20,1,ハイウェイ型,直接,赤塚,35.79059772,139.6627954
C3232_,共架式,高島平８丁目22,八高８１,２３Ｄ支７,LED,20,1,ハイウェイ型,直接,赤塚,35.79047755,139.6634046
C3234_,共架式,高島平８丁目28,八高９０,２３Ａ支 右１／左１１／９,LED,20,1,ハイウェイ型,直接,赤塚,35.79134037,139.6637755
C3236_,共架式,高島平８丁目31,八高１０５,２３Ａ支右２／左１５／９,LED,20,1,ハイウェイ型,直接,赤塚,35.79248415,139.6643775
C3237_,共架式,高島平８丁目31,八高１０６,２３Ａ支右３／左１５／９,LED,20,1,ハイウェイ型,直接,赤塚,35.79248107,139.6648426
C3238_,共架式,高島平８丁目32,八高１４４,２３Ａ支 左5／左１３／９,LED,20,1,ハイウェイ型,直接,赤塚,35.79218583,139.6620656
C3242_,共架式,高島平８丁目32-2,八高１５２,２３Ａ支 左５／左１３／９,LED,20,1,ハイウェイ型,直接,赤塚,35.79216487,139.6636029
C3243_,共架式,高島平８丁目33,八高１４０,２３Ｄ支 左３／左６／１,LED,20,1,ハイウェイ型,直接,赤塚,35.79250496,139.6610064
16B007_,共架式,高島平８丁目33,八高１４１,,LED,20,1,ハイウェイ型,直接,赤塚,35.79251255,139.6606608
C3315_,共架式,高島平１丁目44,一高５７５Ａ,２４Ａ支 右１／左２／１,LED,20,1,ハイウェイ型,直接,赤塚,35.78469371,139.6672745
17L157_,共架式,高島平１丁目46,一高５５４,２４Ａ支 左４／９,LED,20,1,ハイウェイ型,直接,赤塚,35.78509313,139.669669
17L158_,共架式,高島平１丁目45,一高５６０,２４Ａ支 右１／左３／１,LED,20,1,ハイウェイ型,直接,赤塚,35.78506667,139.6673939
C3340_,共架式,高島平１丁目52,一高６３５Ａ,２４Ａ支 左１／左３／１９,LED,20,1,ハイウェイ型,直接,赤塚,35.78461216,139.6724021
17L156_,共架式,高島平１丁目52,一高６３４,２４Ａ支 左２／左３／１９,LED,20,1,ハイウェイ型,直接,赤塚,35.78458677,139.6727235
17L154_,共架式,高島平１丁目62,一高５２４,２４Ａ支 右１／左６／１０,LED,20,1,ハイウェイ型,直接,赤塚,35.7855017,139.6704122
17L155_,共架式,高島平１丁目58,一高６１２,２４Ａ支 右８／左６／１０,LED,20,1,ハイウェイ型,直接,赤塚,35.7852597,139.6731084
C3357_,共架式,高島平１丁目76,一高６０９Ａ,２４Ｃ支１０,LED,20,1,ハイウェイ型,直接,赤塚,35.78608605,139.6707084
17L146_,共架式,高島平１丁目77,一高６０３,２４Ｃ支 左１／１５,LED,20,1,ハイウェイ型,直接,赤塚,35.78576563,139.6723559
17L145_,共架式,高島平１丁目78,一高５９９,２４Ｃ支１８,LED,20,1,ハイウェイ型,直接,赤塚,35.78551748,139.6732865
C3372_,共架式,高島平１丁目70,一高５４３Ａ,２４Ａ支 右３／左５／１,LED,20,1,ハイウェイ型,直接,赤塚,35.78574122,139.6683826
C3377_,共架式,高島平１丁目65,一高５４６Ａ,２４Ａ支 左５／９,LED,20,1,ハイウェイ型,直接,赤塚,35.78528401,139.6696965
17L148_,共架式,高島平１丁目72,一高５６２,２４Ａ支 左７／１,LED,20,1,ハイウェイ型,直接,赤塚,35.78628474,139.6675773
17L149_,共架式,高島平１丁目69,一高５３６,２４Ａ支 右１／左６／１,LED,20,1,ハイウェイ型,直接,赤塚,35.78618585,139.6677654
17L150_,共架式,高島平１丁目69,一高５３５,２４Ａ支 右２／左６／１,LED,20,1,ハイウェイ型,直接,赤塚,35.78616526,139.6679633
17L151_,共架式,高島平１丁目69,一高５３４,２４Ａ支 右３／左６／１,LED,20,1,ハイウェイ型,直接,赤塚,35.78613568,139.6683031
17L152_,共架式,高島平１丁目68,一高５３３,２４Ａ支 右４／左６／１,LED,20,1,ハイウェイ型,直接,赤塚,35.78609849,139.6687294
17L153_,共架式,高島平１丁目68,一高５３２,２４Ａ支 右５／左６／１,LED,20,1,ハイウェイ型,直接,赤塚,35.7860673,139.6690619
C3389_,共架式,高島平１丁目68,一高５３０Ａ,２４Ａ支 右７／左６／１,LED,20,1,ハイウェイ型,直接,赤塚,35.78600963,139.6697055
C3392_,共架式,高島平１丁目73,一高５１２Ａ,２４Ｃ支３,LED,20,1,ハイウェイ型,直接,赤塚,35.78668521,139.6680241
17L147_,共架式,高島平１丁目74,一高５１５,２４Ｃ支６,LED,20,1,ハイウェイ型,直接,赤塚,35.78644716,139.66907
C3397_,共架式,高島平１丁目75,一高５１６Ａ,２４Ｃ支７,LED,20,1,ハイウェイ型,直接,赤塚,35.78634558,139.6695153
17L070_,共架式,高島平２丁目2,二高３２,,LED,20,1,ハイウェイ型,直接,赤塚,35.78230479,139.6640033
17B013_,共架式,高島平１丁目15,高島５５３,２５Ｃ支２,LED,21,1,ハイウェイ型,直接,赤塚,35.78318418,139.6671007
C3448_,共架式,高島平１丁目21,高島５４５A,２５Ｃ支１１,LED,20,1,ハイウェイ型,直接,赤塚,35.78286571,139.6706365
17B042_,共架式,高島平１丁目25,高島６２７,２５Ｂ支 左２／２０,LED,20,1,ハイウェイ型,直接,赤塚,35.78269619,139.673001
17L159_,共架式,高島平１丁目39,高島５２０,２５Ｅ支２,LED,20,1,ハイウェイ型,直接,赤塚,35.78383171,139.667424
17L160_,共架式,高島平１丁目38,高島５１７,２５Ｅ支５,LED,20,1,ハイウェイ型,直接,赤塚,35.78372955,139.6684577
C3485_,共架式,高島平１丁目35,高島５１６A,２５Ｅ支６,LED,20,1,ハイウェイ型,直接,赤塚,35.78369756,139.6688527
17L134_,共架式,高島平６丁目3,流通23,Ｒ 右１／５,LED,20,1,ハイウェイ型,直接,赤塚,35.79129854,139.651275
17L130_,共架式,高島平６丁目4,流通23,Ｒ 左１／５,LED,20,1,ハイウェイ型,直接,赤塚,35.79148602,139.6513274
17L131_,共架式,高島平６丁目4,流通23,Ｒ支 左２／５,LED,20,1,ハイウェイ型,直接,赤塚,35.79171059,139.6513921
17L128_,共架式,高島平６丁目7,流通34,Ｓ 左２／４,LED,20,1,ハイウェイ型,直接,赤塚,35.79207355,139.6514988
17H092_,共架式,蓮根３丁目14,北蓮９４,藤化１,LED,20,1,ハイウェイ型,直接,赤塚,35.78950067,139.6786665
17H093_,共架式,蓮根３丁目14,北蓮９４,藤化支１割,LED,20,1,ハイウェイ型,直接,赤塚,35.7892613,139.6786332
17H094_,共架式,蓮根３丁目14,北蓮９５,藤化２,LED,20,1,ハイウェイ型,直接,赤塚,35.78912282,139.6786144
17H095_,共架式,蓮根３丁目14,北蓮９６,藤化３,LED,20,1,ハイウェイ型,直接,赤塚,35.78891944,139.6785873
17H096_,共架式,蓮根３丁目12-17,北蓮１１９,藤化支７,LED,20,1,ハイウェイ型,直接,赤塚,35.78781306,139.6784337
17H022_,共架式,東坂下２丁目9,長後131,戸田支R2/R2/10,LED,20,1,ハイウェイ型,直接,赤塚,35.78462876,139.6874602
17H023_,共架式,東坂下２丁目9,長後121,戸田 右３／右２／４０,LED,20,1,ハイウェイ型,直接,赤塚,35.78446838,139.6876141
C3554_,共架式,高島平５丁目51,五高２１７A,Ｊ支９,LED,20,1,ハイウェイ型,直接,赤塚,35.79067838,139.6465374
17L138_,共架式,高島平５丁目33,五高１７２,Ｄ 左６／２２,LED,20,1,ハイウェイ型,直接,赤塚,35.78788623,139.6478362
17L137_,共架式,高島平５丁目34,五高１７４,Ｄ 左４／２２,LED,20,1,ハイウェイ型,直接,赤塚,35.78733929,139.6476707
17L139_,共架式,高島平５丁目18,五高８３,Ｄ 右１／４,LED,20,1,ハイウェイ型,直接,赤塚,35.79018208,139.6445765
C3616_,共架式,高島平５丁目5,五高４５A,Ｂ支１３,LED,20,1,ハイウェイ型,直接,赤塚,35.78687417,139.6452177
17L112_,共架式,高島平９丁目34,九高２９,２１Ｂ支 左２／左７／１６,LED,20,1,ハイウェイ型,直接,赤塚,35.79121681,139.6722294
16H007_,共架式,東坂下２丁目3,長後１２６,名鉄 左２／１１,LED,20,1,ハイウェイ型,直接,赤塚,35.78248375,139.6892547
17L113_,共架式,高島平９丁目33,九高２７,,LED,20,1,ハイウェイ型,直接,赤塚,35.79110454,139.6728372
C3648_,共架式,高島平５丁目36,５高２０６A,Ｌ支左２／３,LED,20,1,ハイウェイ型,直接,赤塚,35.7871884,139.6477562
17H097_,共架式,蓮根２丁目8,蓮根２１３,,LED,20,1,ハイウェイ型,直接,赤塚,35.78160866,139.6748373
17L033_,共架式,高島平８丁目27,八高１２１,,LED,20,1,ハイウェイ型,直接,赤塚,35.79091222,139.6639322
17H040_,共架式,東坂下１丁目14,化工２６,,LED,20,1,ハイウェイ型,直接,赤塚,35.78206174,139.6910471
17L036_,共架式,高島平８丁目27,八高１２２,２３Ａ支 右３／左９／９,LED,20,1,ハイウェイ型,直接,赤塚,35.79087454,139.6644304
16H053_,共架式,坂下１丁目24,坂下１８３,,LED,20,1,ハイウェイ型,直接,赤塚,35.78050528,139.6897186
16H036_,共架式,東坂下１丁目8,化工６５,,LED,20,1,ハイウェイ型,直接,赤塚,35.78055851,139.6910314
16H030_,共架式,東坂下１丁目12,化工１１,,LED,20,1,ハイウェイ型,直接,赤塚,35.78176506,139.690302
17H015_,共架式,東坂下２丁目12,長後３７,長後 左２／３４,LED,20,1,ハイウェイ型,直接,赤塚,35.78576354,139.6877529
17H016_,共架式,東坂下２丁目12,長後３８,長後 左３／３４,LED,20,1,ハイウェイ型,直接,赤塚,35.78567164,139.6874964
16L061_,共架式,高島平８丁目28,八高９１,２３Ａ支 右２／左１１／９,LED,20,1,ハイウェイ型,直接,赤塚,35.79132787,139.6640041
16L092_,共架式,高島平７丁目43,七高３０,,LED,20,1,ハイウェイ型,直接,赤塚,35.7921552,139.6571057
16B087_,共架式,高島平９丁目23,,２３Ｆ支Ｌ７／３,LED,20,1,ハイウェイ型,連接,赤塚,35.79107615,139.6657006
17H098_,共架式,蓮根２丁目9,蓮根２２０,,LED,20,1,ハイウェイ型,直接,赤塚,35.78200812,139.6749841
17K051_,共架式,徳丸６丁目37,北野２２３,,LED,20,1,ハイウェイ型,直接,赤塚,35.77890713,139.6624647
17K044_,共架式,徳丸６丁目40,北野２９６,,LED,20,1,ハイウェイ型,直接,赤塚,35.77894284,139.6629552
17K045_,共架式,徳丸６丁目40,北野２９７,,LED,20,1,ハイウェイ型,直接,赤塚,35.77897045,139.6632922
17K041_,共架式,徳丸６丁目41,北野３４１,,LED,20,1,ハイウェイ型,直接,赤塚,35.77899025,139.663609
17K042_,共架式,徳丸６丁目41,北野３５６,観音寺左４／２０,LED,20,1,ハイウェイ型,直接,赤塚,35.77900856,139.6638596
17K043_,共架式,徳丸６丁目41,北野３５７,漢音寺左５／２０,LED,20,1,ハイウェイ型,直接,赤塚,35.77916795,139.664076
17N032_,共架式,赤塚５丁目23,,並木２１,LED,20,1,ハイウェイ型,直接,赤塚,35.78033855,139.6394786
17N084_,共架式,赤塚新町２丁目1,赤成８３,三井１１,LED,20,1,ハイウェイ型,直接,赤塚,35.77130994,139.6419932
17N085_,共架式,赤塚新町２丁目1,赤成８２,,LED,20,1,ハイウェイ型,直接,赤塚,35.77147821,139.6417766
17N080_,共架式,赤塚新町２丁目4,赤成７５,,LED,20,1,ハイウェイ型,直接,赤塚,35.77162639,139.6415896
17N079_,共架式,赤塚新町２丁目5,赤成７０,三井６,LED,20,1,ハイウェイ型,直接,赤塚,35.77204413,139.6410433
17N076_,共架式,赤塚新町２丁目6,赤成６９,三井５,LED,20,1,ハイウェイ型,直接,赤塚,35.7722721,139.6407088
17N077_,共架式,赤塚新町２丁目6,赤成６８,,LED,20,1,ハイウェイ型,直接,赤塚,35.77235668,139.6405647
17N078_,共架式,赤塚新町２丁目6,赤成６７,三井直２／５,LED,20,1,ハイウェイ型,直接,赤塚,35.77249026,139.6403383
16N071_,共架式,赤塚新町２丁目11,赤成２９,赤新ＣＢ右１／２２,LED,20,1,ハイウェイ型,直接,赤塚,35.77208795,139.6383459
16N029_,共架式,赤塚新町２丁目11,赤成３０,赤新ＣＢ右２／２２,LED,20,1,ハイウェイ型,直接,赤塚,35.77236683,139.6385328
16N030_,共架式,赤塚新町２丁目11,赤成３１,赤新ＣＢ右３／２２,LED,20,1,ハイウェイ型,直接,赤塚,35.77257891,139.6386542
16N031_,共架式,赤塚新町２丁目11,赤成３２,赤新ＣＢ右４／２２,LED,20,1,ハイウェイ型,直接,赤塚,35.77282548,139.6387815
16N032_,共架式,赤塚新町２丁目12,赤成３３,赤新ＣＢ右５／２２,LED,20,1,ハイウェイ型,直接,赤塚,35.77308336,139.6388853
16N033_,共架式,赤塚新町２丁目12,赤成３５,,LED,20,1,ハイウェイ型,直接,赤塚,35.77333763,139.6389919
17N101_,共架式,赤塚２丁目27,下赤４６,図書館２８,LED,20,1,ハイウェイ型,直接,赤塚,35.77352701,139.6391794
17N042_,共架式,赤塚２丁目25,下赤１４２,,LED,20,1,ハイウェイ型,直接,赤塚,35.77275203,139.6403665
17N041_,共架式,赤塚２丁目25,下赤１４３,,LED,20,1,ハイウェイ型,直接,赤塚,35.77293681,139.6402666
17N102_,共架式,赤塚２丁目26,下赤１４４,高見直２／１０,LED,20,1,ハイウェイ型,直接,赤塚,35.77317678,139.6401388
17N103_,共架式,赤塚２丁目26,下赤１４５,,LED,20,1,ハイウェイ型,直接,赤塚,35.77346814,139.6399716
16B067_,共架式,赤塚２丁目28,下赤４２,高見１０,LED,20,1,ハイウェイ型,直接,赤塚,35.7737848,139.6397783
17N104_,共架式,赤塚２丁目28,下赤４１,図書館２５,LED,20,1,ハイウェイ型,直接,赤塚,35.77413496,139.6396077
17N008_,共架式,赤塚３丁目35,上赤１４６,公園 右４／６,LED,20,1,ハイウェイ型,直接,赤塚,35.78073027,139.6379589
D1051_,共架式,徳丸２丁目11,二徳３１,,LED,20,1,ハイウェイ型,直接,赤塚,35.77173595,139.6592895
17K145_,共架式,徳丸２丁目13,二徳２９,,LED,20,1,ハイウェイ型,直接,赤塚,35.77223311,139.6597165
17K142_,共架式,徳丸２丁目16,二徳２７,,LED,20,1,ハイウェイ型,直接,赤塚,35.77271087,139.660094
17K143_,共架式,徳丸２丁目16,二徳２６,,LED,20,1,ハイウェイ型,直接,赤塚,35.77294725,139.6602946
17K138_,共架式,徳丸２丁目25,二徳８０,,LED,20,1,ハイウェイ型,直接,赤塚,35.77488057,139.6620418
17K133_,共架式,徳丸２丁目28,二徳８９,,LED,20,1,ハイウェイ型,直接,赤塚,35.77499429,139.6629725
17K126_,共架式,徳丸２丁目29,二徳８６,,LED,20,1,ハイウェイ型,直接,赤塚,35.77555622,139.6629028
17K128_,共架式,徳丸２丁目29,二徳８７,,LED,20,1,ハイウェイ型,直接,赤塚,35.77576,139.6628879
17K121_,共架式,徳丸２丁目8,二徳１４０,大木左１／直４／８,LED,20,1,ハイウェイ型,直接,赤塚,35.77158126,139.6625734
D1089_,共架式,徳丸２丁目8,二徳１４１,,LED,20,1,ハイウェイ型,直接,赤塚,35.77157016,139.6623475
17K122_,共架式,徳丸２丁目8,二徳１４２,,LED,20,1,ハイウェイ型,直接,赤塚,35.77155805,139.6621011
17K120_,共架式,徳丸２丁目8,二徳５３,,LED,20,1,ハイウェイ型,直接,赤塚,35.77169732,139.661526
17K028_,共架式,徳丸６丁目5,北野１５４,福徳左１／１,LED,20,1,ハイウェイ型,直接,赤塚,35.77580182,139.6600556
17K029_,共架式,徳丸６丁目5,北野１５５,,LED,20,1,ハイウェイ型,直接,赤塚,35.77601869,139.660127
17K018_,共架式,徳丸６丁目6,北野１２７,,LED,20,1,ハイウェイ型,直接,赤塚,35.77661853,139.6601667
17K017_,共架式,徳丸６丁目6,北野１２５,,LED,20,1,ハイウェイ型,直接,赤塚,35.7768382,139.6601575
17K085_,共架式,徳丸４丁目3,四徳１５６,,LED,20,1,ハイウェイ型,直接,赤塚,35.76960993,139.6532416
17K086_,共架式,徳丸４丁目3,四徳６４,,LED,20,1,ハイウェイ型,直接,赤塚,35.76963961,139.6524652
17K092_,共架式,徳丸４丁目12,四徳１３１,,LED,20,1,ハイウェイ型,直接,赤塚,35.77137654,139.6535598
17K093_,共架式,徳丸４丁目12,四徳１３２,小見戸左３／左３／３,LED,20,1,ハイウェイ型,直接,赤塚,35.77127355,139.653435
16K078_,共架式,徳丸４丁目18,四徳１１８,,LED,20,1,ハイウェイ型,直接,赤塚,35.77275908,139.6534542
17K088_,共架式,徳丸４丁目27,四徳６７,小見戸左１／２４,LED,20,1,ハイウェイ型,直接,赤塚,35.77537039,139.6533978
17K077_,共架式,徳丸４丁目36,四徳５,徳四１４,LED,20,1,ハイウェイ型,直接,赤塚,35.77505989,139.6521
16B073_,共架式,四葉１丁目23,徳石１７１,,LED,20,1,ハイウェイ型,直接,赤塚,35.77900799,139.6537176
16B010_,共架式,四葉１丁目23,徳石１７３,徳力１５,LED,20,1,ハイウェイ型,直接,赤塚,35.77906017,139.6534385
16M049_,共架式,成増４丁目9-1,三園205,唐沢 右３／右４／２１,LED,20,1,ハイウェイ型,直接,赤塚,35.7808995,139.6359873
16M039_,共架式,成増４丁目10,三園２００,唐沢 右４／２１,LED,20,1,ハイウェイ型,直接,赤塚,35.78143984,139.6361563
16M040_,共架式,成増４丁目10,三園２０６,唐沢 右３／２１,LED,20,1,ハイウェイ型,直接,赤塚,35.78162171,139.6358472
17N105_,共架式,赤塚３丁目39,上赤１,,LED,20,1,ハイウェイ型,直接,赤塚,35.78114608,139.6362943
17N004_,共架式,赤塚３丁目40,上赤２,唐沢 左５／２１,LED,20,1,ハイウェイ型,直接,赤塚,35.78125757,139.6364771
17N106_,共架式,赤塚３丁目40,上赤３,,LED,20,1,ハイウェイ型,直接,赤塚,35.78144305,139.6366385
16N023_,共架式,赤塚２丁目30,下赤62,図書館１８,LED,20,1,ハイウェイ型,直接,赤塚,35.775068,139.6413569
17N038_,共架式,赤塚２丁目29,下赤７８,高見１,LED,20,1,ハイウェイ型,直接,赤塚,35.77492241,139.6410618
16N022_,共架式,赤塚２丁目29,下赤６０,図書館２０,LED,20,1,ハイウェイ型,直接,赤塚,35.7748478,139.640616
17N107_,共架式,赤塚２丁目35,下赤２１,,LED,20,1,ハイウェイ型,直接,赤塚,35.77431664,139.6395866
17N108_,共架式,赤塚２丁目35,下赤２０,高見７,LED,20,1,ハイウェイ型,直接,赤塚,35.77453911,139.6396027
17N109_,共架式,赤塚２丁目35,下赤１９,高見６,LED,20,1,ハイウェイ型,直接,赤塚,35.77480378,139.6395779
17N110_,共架式,赤塚２丁目35,下赤１８,高見５,LED,20,1,ハイウェイ型,直接,赤塚,35.77504615,139.6395157
17N111_,共架式,赤塚２丁目35,下赤１７,高見４,LED,20,1,ハイウェイ型,直接,赤塚,35.77529062,139.6394472
16N038_,共架式,赤塚２丁目35,下赤１６,高見３,LED,20,1,ハイウェイ型,直接,赤塚,35.77558508,139.639313
