街灯番号,設置方式,所在地,東電柱番号,NTT柱番号,灯種,ランプ容量,ランプ数,街灯形式,配線種別,土木事務所,緯度,経度
16D037_,共架式,小茂根２丁目6,小山４９,教大 右２／４,LED,20,1,ハイウェイ型,直接,板橋,35.75089737,139.6841004
16D035_,共架式,小茂根２丁目10-15,小山５６,,LED,20,1,ハイウェイ型,直接,板橋,35.74946783,139.6840848
16D031_,共架式,小茂根２丁目12,小山４２,,LED,20,1,ハイウェイ型,直接,板橋,35.74938901,139.6830035
16D039_,共架式,小茂根２丁目１６-５,,小山支12,LED,20,1,ハイウェイ型,直接,板橋,35.74940039,139.6825254
16D027_,共架式,小茂根２丁目16,小山３２,小山 右３／１２,LED,20,1,ハイウェイ型,直接,板橋,35.74991473,139.6823842
16D029_,共架式,小茂根２丁目17,小山２８,,LED,20,1,ハイウェイ型,直接,板橋,35.75018402,139.6830586
16D028_,共架式,小茂根２丁目17,小山２７,,LED,20,1,ハイウェイ型,直接,板橋,35.75015521,139.682699
16D026_,共架式,小茂根２丁目21,小山２５,,LED,20,1,ハイウェイ型,直接,板橋,35.75005381,139.6820687
16D023_,共架式,小茂根２丁目23,小山３５,早河８,LED,20,1,ハイウェイ型,直接,板橋,35.74969494,139.6816604
16D024_,共架式,小茂根２丁目23,小山３６,早河７,LED,20,1,ハイウェイ型,直接,板橋,35.74951456,139.6817553
16D021_,共架式,小茂根２丁目24,小山６０,根ノ上 右１／左２／右４／３７,LED,20,1,ハイウェイ型,直接,板橋,35.74870641,139.6801018
16D022_,共架式,小茂根２丁目29,小山７３,,LED,20,1,ハイウェイ型,直接,板橋,35.74800119,139.680165
16D096_,共架式,向原３丁目4,公社１０４,向中１,LED,20,1,ハイウェイ型,直接,板橋,35.74417425,139.6851112
16D080_,共架式,向原３丁目10,公社２１,製本１８,LED,20,1,ハイウェイ型,直接,板橋,35.74432464,139.6816602
16D081_,共架式,向原３丁目10,公社２２,製本１７,LED,20,1,ハイウェイ型,直接,板橋,35.74432754,139.6818135
16D088_,共架式,向原３丁目8,公社３０,製本８,LED,20,1,ハイウェイ型,直接,板橋,35.74278143,139.6823566
16D085_,共架式,向原３丁目8,公社２６,製本１２,LED,20,1,ハイウェイ型,直接,板橋,35.74382492,139.6825674
16D086_,共架式,向原３丁目8,公社２７,製本１１,LED,20,1,ハイウェイ型,直接,板橋,35.74361414,139.6825518
16D092_,共架式,向原１丁目13,公社６０,,LED,20,1,ハイウェイ型,直接,板橋,35.74197734,139.6830924
16D094_,共架式,向原１丁目12,公社６５,釣堀 左１／２３,LED,20,1,ハイウェイ型,直接,板橋,35.74198526,139.683822
17D035_,共架式,向原１丁目9,公社１３９,,LED,20,1,ハイウェイ型,直接,板橋,35.74186663,139.6857497
17D033_,共架式,向原１丁目2,公社１６２,,LED,20,1,ハイウェイ型,直接,板橋,35.74147539,139.6865918
17D039_,共架式,向原１丁目4,公社１４７,,LED,20,1,ハイウェイ型,直接,板橋,35.74078336,139.6862567
17C018_,共架式,板橋４丁目38,新道１０９,板四Ｈ 右１／５ＨＨ,LED,20,1,ハイウェイ型,直接,板橋,35.75094581,139.7193687
16C123_,共架式,大山西町25,西町１６８,養育１８,LED,20,1,ハイウェイ型,直接,板橋,35.74454495,139.6941378
16C124_,共架式,大山西町26,西町１７０,,LED,20,1,ハイウェイ型,直接,板橋,35.74416538,139.6935943
16C107_,共架式,大山西町27,西町１７２,,LED,20,1,ハイウェイ型,直接,板橋,35.7438517,139.693167
16C125_,共架式,大山西町27,西町１２,,LED,20,1,ハイウェイ型,直接,板橋,35.74358632,139.692845
17A131_,共架式,大山西町34,西町１３２,上水 左１／７,LED,21,1,ハイウェイ型,直接,板橋,35.74495039,139.6934621
16A190_,共架式,大山西町57,西町５２,,LED,20,1,ハイウェイ型,直接,板橋,35.74872241,139.6953993
17D021_,共架式,大谷口１丁目11,板高１７２,,LED,20,1,ハイウェイ型,直接,板橋,35.74502693,139.6916293
16A062_,共架式,大谷口１丁目13,板高194,板高２,LED,20,1,ハイウェイ型,直接,板橋,35.74463023,139.6900259
17D023_,共架式,大谷口１丁目15,板高１９５,,LED,20,1,ハイウェイ型,直接,板橋,35.74427497,139.6900142
16A050_,共架式,大谷口１丁目41,板高１９６,,LED,19,1,ハイウェイ型,直接,板橋,35.7440438,139.6900038
17D026_,共架式,大谷口１丁目48,板高２０６,板高 右１／９,LED,20,1,ハイウェイ型,直接,板橋,35.74264734,139.6893407
17D025_,共架式,大谷口１丁目47,板高２０５,,LED,20,1,ハイウェイ型,直接,板橋,35.74283972,139.6894812
16C118_,共架式,弥生町52,弥生３１,上一支１６,LED,20,1,ハイウェイ型,直接,板橋,35.75561173,139.6914504
17C047_,共架式,弥生町52,弥生３０,上一１５,LED,20,1,ハイウェイ型,直接,板橋,35.75580402,139.6916261
17C048_,共架式,弥生町48,弥生12,上-14,LED,20,1,ハイウェイ型,直接,板橋,35.7560159,139.6918187
17C049_,共架式,弥生町47,弥生１１,上一１３,LED,20,1,ハイウェイ型,直接,板橋,35.75619778,139.6920188
17C050_,共架式,弥生町40,弥生８,,LED,20,1,ハイウェイ型,直接,板橋,35.75640456,139.6922155
17C051_,共架式,弥生町39,弥生６,,LED,20,1,ハイウェイ型,直接,板橋,35.75669764,139.6924847
17C046_,共架式,弥生町54,弥生５４,宿橋６,LED,20,1,ハイウェイ型,直接,板橋,35.75519127,139.6911603
17C045_,共架式,弥生町55,弥生５７,宿橋５,LED,20,1,ハイウェイ型,直接,板橋,35.7548982,139.6908798
17C044_,共架式,弥生町56,弥生５８,宿橋４,LED,20,1,ハイウェイ型,直接,板橋,35.75464242,139.6906525
17C043_,共架式,弥生町81,弥生６１,宿橋３,LED,20,1,ハイウェイ型,直接,板橋,35.75439234,139.690426
17C041_,共架式,弥生町82,弥生６４,宿橋１,LED,20,1,ハイウェイ型,直接,板橋,35.75403567,139.6900995
17A096_,共架式,弥生町74,弥生１０９,牧場 右１／７,LED,21,1,ハイウェイ型,直接,板橋,35.75271608,139.6923641
17C061_,共架式,中板橋27,中板５０４,石神井支　１５,LED,20,1,ハイウェイ型,直接,板橋,35.75717947,139.6956133
17C058_,共架式,中板橋28,中板５１７,中板支　１１,LED,20,1,ハイウェイ型,直接,板橋,35.75736452,139.6944896
17C057_,共架式,中板橋28,中板５１８,中板支　１２,LED,20,1,ハイウェイ型,直接,板橋,35.75740551,139.6942421
17C056_,共架式,中板橋31,中板５１９,中板支　１３,LED,20,1,ハイウェイ型,直接,板橋,35.75747449,139.6938652
17C055_,共架式,中板橋31,中板５２０,中板支　１４,LED,20,1,ハイウェイ型,直接,板橋,35.75748448,139.6935308
16E048_,共架式,双葉町14,双葉３８,,LED,20,1,ハイウェイ型,直接,板橋,35.75769251,139.6955682
16E049_,共架式,双葉町16,双葉２６,,LED,20,1,ハイウェイ型,直接,板橋,35.75767053,139.6963944
16B708_,共架式,双葉町11,双葉１４０,,LED,20,1,ハイウェイ型,直接,板橋,35.75748272,139.6986418
16E044_,共架式,双葉町32,双葉４４,第七９,LED,20,1,ハイウェイ型,直接,板橋,35.75865406,139.6976967
16E045_,共架式,双葉町32,双葉４３,第七１０,LED,20,1,ハイウェイ型,直接,板橋,35.75864615,139.6974292
16E055_,共架式,双葉町8,双葉１２４,,LED,20,1,ハイウェイ型,直接,板橋,35.75711552,139.7009303
17C070_,共架式,中板橋6,中板５１１,石神井支　４,LED,20,1,ハイウェイ型,直接,板橋,35.75658493,139.6992115
17C067_,共架式,中板橋16,中板５０７,石神井支　８,LED,20,1,ハイウェイ型,直接,板橋,35.75678008,139.6980058
16A013_,共架式,弥生町72,弥生１１５,牧場８,LED,20,1,ハイウェイ型,直接,板橋,35.75233573,139.692484
17A098_,共架式,弥生町67,弥生１０８,牧場７,LED,19,1,ハイウェイ型,直接,板橋,35.7526132,139.6925691
17A095_,共架式,弥生町73,弥生１２６,中板橋 左４／１１,LED,19,1,ハイウェイ型,直接,板橋,35.75283409,139.6930863
17A094_,共架式,弥生町68,弥生１９９,中板橋 左３／１１,LED,21,1,ハイウェイ型,直接,板橋,35.75288719,139.6933248
17C089_,共架式,弥生町７,弥生２１６,,LED,20,1,ハイウェイ型,直接,板橋,35.75168578,139.6953789
17D041_,共架式,大谷口北町90,大北１,学校橋 左５／１４,LED,20,1,ハイウェイ型,直接,板橋,35.75174231,139.685622
17D042_,共架式,大谷口北町90,大北３,学校橋 左４／１４,LED,20,1,ハイウェイ型,直接,板橋,35.75172092,139.6858351
17D043_,共架式,大谷口北町89,大北５,学校橋 左２／１４,LED,20,1,ハイウェイ型,直接,板橋,35.75168444,139.6863797
17D044_,共架式,大谷口北町89,大北６,学校橋 左１／１４,LED,20,1,ハイウェイ型,直接,板橋,35.75167035,139.6865539
A1541_,共架式,大谷口北町76,大北９６,,LED,20,1,ハイウェイ型,直接,板橋,35.74863508,139.6861614
16D076_,共架式,大谷口北町77,大北９１,学校橋 左５／３,LED,20,1,ハイウェイ型,直接,板橋,35.74866415,139.6853407
16D077_,共架式,大谷口北町77,大北９２,学校橋 左４／３,LED,20,1,ハイウェイ型,直接,板橋,35.74864836,139.6857061
17D046_,共架式,大谷口北町52,大北１０,学校橋 右３／１４,LED,20,1,ハイウェイ型,直接,板橋,35.75159878,139.687597
16D072_,共架式,大谷口北町52,大北１５,学校橋 右５／１４,LED,20,1,ハイウェイ型,直接,板橋,35.75157419,139.6879294
17D073_,共架式,大谷口北町84,大北３７,仲橋１,LED,20,1,ハイウェイ型,直接,板橋,35.7503066,139.6866768
16B709_,共架式,大谷口北町26,大北１９４,氷川 右７／１３,LED,20,1,ハイウェイ型,直接,板橋,35.7491656,139.6894303
A1555_,共架式,大谷口北町26,大北１９３,学校橋 右１０／６,LED,20,1,ハイウェイ型,直接,板橋,35.7492108,139.6894643
17D018_,共架式,大谷口上町71,日大８１,,LED,20,1,ハイウェイ型,直接,板橋,35.74716602,139.6890485
A1579_,共架式,大谷口北町30,大北７２,北町支１２右分岐 左２／右４／１２,LED,20,1,ハイウェイ型,直接,板橋,35.74963582,139.688238
17D078_,共架式,大谷口北町31,大北１８２,,LED,20,1,ハイウェイ型,直接,板橋,35.75011558,139.688874
17D071_,共架式,大谷口北町37-5,大北１７７,北町支 右２／９,LED,20,1,ハイウェイ型,直接,板橋,35.75094639,139.6890695
17D064_,共架式,大谷口北町39,大北１７,,LED,20,1,ハイウェイ型,直接,板橋,35.75153241,139.688556
17D067_,共架式,大谷口北町20,大北１６２,,LED,20,1,ハイウェイ型,直接,板橋,35.75142207,139.6900579
17D051_,共架式,大谷口北町48,大北１２２,丸高５,LED,20,1,ハイウェイ型,直接,板橋,35.75297467,139.6891398
17D053_,共架式,大谷口北町46,大北１２０,九高３,LED,20,1,ハイウェイ型,直接,板橋,35.75327234,139.6894082
17D054_,共架式,大谷口北町46,大北１１９,九高２,LED,20,1,ハイウェイ型,直接,板橋,35.75346942,139.6895733
17D055_,共架式,大谷口北町46,大北１１８,九高１,LED,20,1,ハイウェイ型,直接,板橋,35.7537323,139.6898228
17D062_,共架式,大谷口北町9,大北１６４,,LED,20,1,ハイウェイ型,直接,板橋,35.75203423,139.69119
17D063_,共架式,大谷口北町2,大北１６５,日大 右３／１,LED,20,1,ハイウェイ型,直接,板橋,35.75197894,139.6914695
17D002_,共架式,大谷口上町33,日大３８,,LED,20,1,ハイウェイ型,直接,板橋,35.74836087,139.6921531
17D003_,共架式,大谷口上町35,日大１６４,病院 左３／５,LED,20,1,ハイウェイ型,直接,板橋,35.7483136,139.6932673
17D001_,共架式,大谷口上町35,日大１６１,病院 左２／５,LED,20,1,ハイウェイ型,直接,板橋,35.74856937,139.6932385
17D005_,共架式,大谷口上町33,日大５４,,LED,20,1,ハイウェイ型,直接,板橋,35.74803262,139.6925144
17D010_,共架式,大谷口上町44,日大７２,,LED,20,1,ハイウェイ型,直接,板橋,35.74775863,139.6919869
17D004_,共架式,大谷口上町33,日大５３,,LED,20,1,ハイウェイ型,直接,板橋,35.74811889,139.6920911
17D019_,共架式,大谷口上町70,日大８２,,LED,20,1,ハイウェイ型,直接,板橋,35.74687215,139.6890321
17D017_,共架式,大谷口上町71,日大８０,,LED,20,1,ハイウェイ型,直接,板橋,35.74727031,139.6890568
17D016_,共架式,大谷口上町71,日大７９,,LED,20,1,ハイウェイ型,直接,板橋,35.74757537,139.6890688
17D015_,共架式,大谷口上町72,日大７８,,LED,20,1,ハイウェイ型,直接,板橋,35.74804792,139.689117
17A119_,共架式,大谷口上町87,日大２,根ノ上 右６／１１,LED,20,1,ハイウェイ型,直接,板橋,35.74775621,139.6873119
17D065_,共架式,大谷口北町40,大北１４０,,LED,20,1,ハイウェイ型,直接,板橋,35.75150293,139.6889419
17D066_,共架式,大谷口北町40,大北１４３,,LED,20,1,ハイウェイ型,直接,板橋,35.75147854,139.6892684
17D048_,共架式,大谷口北町49,大北１２,丸高９,LED,20,1,ハイウェイ型,直接,板橋,35.75204535,139.6882923
17D006_,共架式,大谷口上町３４－５,日大５５,,LED,20,1,ハイウェイ型,直接,板橋,35.74798213,139.6929206
17D007_,共架式,大谷口上町34,日大１６５,,LED,20,1,ハイウェイ型,直接,板橋,35.74796984,139.6932245
17C116_,共架式,南町45,南町５７,,LED,20,1,ハイウェイ型,直接,板橋,35.74187633,139.700617
17C117_,共架式,南町60,南町２２,石田 右２／３,LED,20,1,ハイウェイ型,直接,板橋,35.74280502,139.7004603
A1664_,共架式,南町58,南町２６,,LED,20,1,ハイウェイ型,直接,板橋,35.74238805,139.7000923
16C021_,共架式,南町55,南町１６,,LED,20,1,ハイウェイ型,直接,板橋,35.74234743,139.6990639
16C032_,共架式,南町55,南町１５,高松支 右１／３,LED,20,1,ハイウェイ型,直接,板橋,35.74249233,139.6996551
A1673_,共架式,南町５５,南町４,,LED,20,1,ハイウェイ型,直接,板橋,35.74270918,139.6986755
17C110_,共架式,南町55,南町１４,,LED,20,1,ハイウェイ型,直接,板橋,35.7427601,139.6996235
17C108_,共架式,南町36,南町５０,,LED,20,1,ハイウェイ型,直接,板橋,35.74025559,139.6999498
17C157_,共架式,南町37,南町４８,,LED,20,1,ハイウェイ型,直接,板橋,35.74057345,139.6996217
17C156_,共架式,南町37,南町４７,,LED,20,1,ハイウェイ型,直接,板橋,35.74056594,139.6994163
17A035_,共架式,南町6,南町１４７,,LED,21,1,ハイウェイ型,直接,板橋,35.73672498,139.7034264
17C102_,共架式,南町6,南町１４９,,LED,20,1,ハイウェイ型,直接,板橋,35.73707823,139.7029663
16C091_,共架式,中丸町25,中丸２６８,,LED,20,1,ハイウェイ型,直接,板橋,35.7400356,139.7029943
A1690_,共架式,南町9,南町１５０,,LED,20,1,ハイウェイ型,直接,板橋,35.73670157,139.7028742
16C039_,共架式,南町11,南町１５１,,LED,20,1,ハイウェイ型,直接,板橋,35.7363851,139.7027806
17C119_,共架式,南町21,南町１１９,,LED,20,1,ハイウェイ型,直接,板橋,35.73919498,139.7027705
17C132_,共架式,南町26,南町９４,,LED,20,1,ハイウェイ型,直接,板橋,35.73916665,139.7014702
16A056_,共架式,南町19,南町１１２,,LED,20,1,ハイウェイ型,直接,板橋,35.7379985,139.7021039
17C134_,共架式,中丸町25,中丸１３２,,LED,20,1,ハイウェイ型,直接,板橋,35.74029987,139.7032712
17C109_,共架式,南町51,南町４１,,LED,20,1,ハイウェイ型,直接,板橋,35.74183211,139.6997385
16C033_,共架式,南町51,南町３９,,LED,20,1,ハイウェイ型,直接,板橋,35.74216897,139.6996954
16C034_,共架式,南町46,南町５２,,LED,20,1,ハイウェイ型,直接,板橋,35.74215249,139.7005729
16B710_,共架式,幸町1,幸町１５０,,LED,20,1,ハイウェイ型,直接,板橋,35.7449698,139.7014421
16C097_,共架式,幸町1,幸町１５５,,LED,20,1,ハイウェイ型,直接,板橋,35.74497219,139.701181
16C098_,共架式,幸町1,幸町１５７,,LED,20,1,ハイウェイ型,直接,板橋,35.74497141,139.7017654
A1712_,共架式,幸町11,幸町１１４,,LED,20,1,ハイウェイ型,直接,板橋,35.74586342,139.6986761
16C030_,共架式,南町63,南町１,,LED,20,1,ハイウェイ型,直接,板橋,35.7433593,139.6985694
16C100_,共架式,幸町23,幸町１７０,,LED,20,1,ハイウェイ型,直接,板橋,35.74360787,139.6985329
16C094_,共架式,中丸町48,中丸１６２,,LED,20,1,ハイウェイ型,直接,板橋,35.74401461,139.7016219
16C101_,共架式,幸町40,幸町６２,,LED,20,1,ハイウェイ型,直接,板橋,35.74322116,139.6964346
16C105_,共架式,幸町60,幸町２７,養育 左１／１７,LED,20,1,ハイウェイ型,直接,板橋,35.744146,139.6942493
17C103_,共架式,中丸町6,中丸７５,坂下１０,LED,20,1,ハイウェイ型,直接,板橋,35.73928185,139.7055728
17C122_,共架式,中丸町11,中丸２０,,LED,20,1,ハイウェイ型,直接,板橋,35.73973347,139.704617
17C121_,共架式,中丸町11,中丸１９,,LED,20,1,ハイウェイ型,直接,板橋,35.73965499,139.7048935
17C126_,共架式,中丸町16,中丸５,,LED,20,1,ハイウェイ型,直接,板橋,35.74129174,139.7060054
16C093_,共架式,中丸町27,中丸１３０,,LED,20,1,ハイウェイ型,直接,板橋,35.74076613,139.7037086
17C135_,共架式,中丸町26,中丸１３１,,LED,20,1,ハイウェイ型,直接,板橋,35.74054135,139.7034989
17C146_,共架式,中丸町28,中丸２４１,,LED,20,1,ハイウェイ型,直接,板橋,35.74176085,139.7047227
17C145_,共架式,中丸町28,中丸２４３,,LED,20,1,ハイウェイ型,直接,板橋,35.74159286,139.7045498
17C148_,共架式,中丸町28,中丸１４３,,LED,20,1,ハイウェイ型,直接,板橋,35.74190752,139.7044006
17C153_,共架式,中丸町33,中丸２９０,,LED,20,1,ハイウェイ型,直接,板橋,35.74237694,139.7032117
16C092_,共架式,中丸町29,中丸１３６,,LED,20,1,ハイウェイ型,直接,板橋,35.74224239,139.7047197
17C154_,共架式,中丸町43,中丸１５５,,LED,20,1,ハイウェイ型,直接,板橋,35.74294747,139.7031407
17C152_,共架式,中丸町33,中丸２３５,,LED,20,1,ハイウェイ型,直接,板橋,35.74220676,139.7032062
17C151_,共架式,中丸町34,中丸１２２,,LED,20,1,ハイウェイ型,直接,板橋,35.74194968,139.7030222
17C150_,共架式,中丸町36,中丸１２０,,LED,20,1,ハイウェイ型,直接,板橋,35.74150352,139.7025102
17C149_,共架式,中丸町36,中丸１１９,,LED,20,1,ハイウェイ型,直接,板橋,35.74134593,139.7022976
A1777_,共架式,中丸町43,中丸１７２,,LED,20,1,ハイウェイ型,直接,板橋,35.74250261,139.7027554
A1783_,共架式,氷川町43,氷川１３３,養老 右２／３,LED,19,1,ハイウェイ型,直接,板橋,35.75213603,139.7065732
A1784_,共架式,氷川町43,氷川１３４,養老 右１／３,LED,19,1,ハイウェイ型,直接,板橋,35.75198095,139.7066753
16A188_,共架式,氷川町33,氷川３６,一公 右１／９,LED,21,1,ハイウェイ型,連接,板橋,35.75252937,139.7057997
17A141_,共架式,氷川町33,氷川３５,一公 右２／９,LED,21,1,ハイウェイ型,直接,板橋,35.75273574,139.7056469
17A140_,共架式,氷川町33,氷川３４,松葉 Ｂ左３／１０,LED,22,1,ハイウェイ型,直接,板橋,35.75295011,139.705504
17A139_,共架式,氷川町29,氷川３３,松葉 Ｂ左２／１０,LED,21,1,ハイウェイ型,直接,板橋,35.75319148,139.7053638
17A138_,共架式,氷川町29,氷川３２,松葉 Ｂ左１／１０,LED,21,1,ハイウェイ型,直接,板橋,35.75337116,139.7052633
16A152_,共架式,氷川町２－６,氷川１１３,水道 右１／１,LED,19,1,ハイウェイ型,直接,板橋,35.75147412,139.7072953
16C111_,共架式,栄町10,栄町８６,,LED,20,1,ハイウェイ型,直接,板橋,35.75537258,139.7034428
16C109_,共架式,栄町28,栄町１３０,,LED,20,1,ハイウェイ型,直接,板橋,35.75385242,139.7020942
17C091_,共架式,仲町46,仲町４１,,LED,20,1,ハイウェイ型,直接,板橋,35.7524282,139.695436
17C092_,共架式,仲町46,仲町４２,,LED,20,1,ハイウェイ型,直接,板橋,35.75264597,139.6954484
17C093_,共架式,仲町45,仲町４３,,LED,20,1,ハイウェイ型,直接,板橋,35.75299064,139.6954641
17A093_,共架式,仲町41,仲町１３９,,LED,21,1,ハイウェイ型,直接,板橋,35.75457329,139.6966903
17C094_,共架式,仲町44,仲町４５,,LED,20,1,ハイウェイ型,直接,板橋,35.7533982,139.6956927
17C095_,共架式,仲町43,仲町４６,,LED,20,1,ハイウェイ型,直接,板橋,35.75364498,139.6959394
A1885_,共架式,大山東町22,東町７１,銀杏１４,LED,20,1,ハイウェイ型,直接,板橋,35.74881723,139.7039383
17A025_,共架式,大山東町57,東町２２,,LED,19,1,ハイウェイ型,直接,板橋,35.74973792,139.703385
17A121_,共架式,大山東町58,東町１７,成木４,LED,21,1,ハイウェイ型,直接,板橋,35.7498056,139.7030801
17A122_,共架式,大山東町58,東町１８,成木３,LED,21,1,ハイウェイ型,直接,板橋,35.74955683,139.7031315
16C020_,共架式,大山東町58,東町５２,成木１,LED,20,1,ハイウェイ型,直接,板橋,35.7489622,139.7032374
17A019_,共架式,大山東町59,東町１２,大山６,LED,19,1,ハイウェイ型,直接,板橋,35.74975159,139.7026362
17A021_,共架式,大山東町59,東町１４,,LED,19,1,ハイウェイ型,直接,板橋,35.74942773,139.7026878
17A023_,共架式,大山東町59,東町５１,大山２,LED,19,1,ハイウェイ型,直接,板橋,35.74901908,139.7027411
16A126_,共架式,大山東町32,東町１２７,裏通４,LED,20,1,ハイウェイ型,直接,板橋,35.75031947,139.707797
17A056_,共架式,大山東町50,区構内柱,,LED,20,1,ハイウェイ型,直接,板橋,35.75066465,139.7049607
17A055_,共架式,大山東町50,区構内柱,,LED,20,1,ハイウェイ型,直接,板橋,35.75059025,139.704661
16C050_,共架式,板橋１丁目31,元滝２５６,公園 右１／３,LED,20,1,ハイウェイ型,直接,板橋,35.74741204,139.7169047
16C082_,共架式,板橋２丁目15,板橋８７,,LED,20,1,ハイウェイ型,直接,板橋,35.74739077,139.7105045
16A005_,共架式,板橋２丁目28,板橋１４５,消防 左４／４,LED,20,1,ハイウェイ型,直接,板橋,35.74811781,139.7114436
16A189_,共架式,板橋２丁目53,板橋５１,金井 左３／２,LED,20,1,ハイウェイ型,直接,板橋,35.74923617,139.7106946
A1958_,共架式,板橋２丁目68,板橋２,区北 右２／２ＨＨ,LED,19,1,ハイウェイ型,直接,板橋,35.75184113,139.7089633
17C037_,共架式,板橋４丁目44,新道１４７,,LED,20,1,ハイウェイ型,直接,板橋,35.75113763,139.7211347
17C026_,共架式,板橋４丁目36,新道１６７,,LED,20,1,ハイウェイ型,直接,板橋,35.7505077,139.7208406
16C072_,共架式,板橋３丁目27,明星１１９,,LED,20,1,ハイウェイ型,直接,板橋,35.75047892,139.7140063
17A034_,共架式,板橋３丁目28,明星１２１,北園４,LED,20,1,ハイウェイ型,直接,板橋,35.75055092,139.7142373
16E112_,共架式,加賀２丁目18,加賀６７,,LED,20,1,ハイウェイ型,直接,板橋,35.758282,139.7161816
16A114_,共架式,本町17,本町１５３,竹２,LED,19,1,ハイウェイ型,直接,板橋,35.76018057,139.7080765
16E100_,共架式,本町24,本町１４７,梅１,LED,20,1,ハイウェイ型,直接,板橋,35.75981762,139.7084693
16E097_,共架式,本町33,本町１６７,板橋Ｈ 右３／左１／３４ＨＨ,LED,20,1,ハイウェイ型,直接,板橋,35.75989187,139.7070663
17C081_,共架式,中板橋11,中板１４１,都営 左１／２８,LED,20,1,ハイウェイ型,直接,板橋,35.7548713,139.6983484
17C080_,共架式,中板橋11,中板１４４,都営 左２／２８,LED,20,1,ハイウェイ型,直接,板橋,35.75460683,139.6983405
17C106_,共架式,中丸町2,中丸７１,,LED,20,1,ハイウェイ型,直接,板橋,35.74073092,139.7068583
17C133_,共架式,南町27,南町１０７,,LED,20,1,ハイウェイ型,直接,板橋,35.73948004,139.7022307
16C036_,共架式,南町27,南町１０８,,LED,20,1,ハイウェイ型,直接,板橋,35.73942044,139.7020763
A2113_,共架式,栄町8,栄町９１,,LED,20,1,ハイウェイ型,直接,板橋,35.75468286,139.7036164
16B711_,共架式,板橋１丁目26-2,元滝１４８,公園６,LED,20,1,ハイウェイ型,直接,板橋,35.74731057,139.7175005
16E113_,共架式,加賀２丁目18,加賀７２,二造 右３／２８,LED,20,1,ハイウェイ型,直接,板橋,35.75801704,139.7165311
16E111_,共架式,加賀２丁目18,加賀６６,資生堂 左１／左４／１２,LED,20,1,ハイウェイ型,直接,板橋,35.75847527,139.7159236
16E107_,共架式,本町25,本町１１２,板橋 右５／３３ＨＨ,LED,20,1,ハイウェイ型,直接,板橋,35.75883703,139.7085275
16D030_,共架式,小茂根２丁目16,小山３０,,LED,20,1,ハイウェイ型,直接,板橋,35.75002945,139.6834749
16D025_,共架式,小茂根２丁目25,小山７８,松月８,LED,20,1,ハイウェイ型,直接,板橋,35.74878924,139.6815857
16D016_,共架式,小茂根１丁目16,療護５９,,LED,20,1,ハイウェイ型,直接,板橋,35.74637144,139.6791119
16E056_,共架式,双葉町6,双葉１１３,,LED,20,1,ハイウェイ型,直接,板橋,35.75710344,139.7016321
16E046_,共架式,双葉町33,双葉８,第七１３,LED,20,1,ハイウェイ型,直接,板橋,35.75863402,139.6963196
16A173_,共架式,板橋２丁目62,板橋５３,,LED,20,1,ハイウェイ型,直接,板橋,35.75025244,139.7101588
16A172_,共架式,板橋２丁目62,板橋１２２,,LED,20,1,ハイウェイ型,直接,板橋,35.75023553,139.7098582
16C095_,共架式,中丸町57,中丸３２４,,LED,20,1,ハイウェイ型,直接,板橋,35.74416168,139.7008809
17C107_,共架式,南町36,南町８４,,LED,20,1,ハイウェイ型,直接,板橋,35.74002072,139.6999831
