年齢,関戸１丁目,,関戸２丁目,,関戸３丁目,,関戸４丁目,,関戸５丁目,,関戸６丁目,,連光寺１丁目,,連光寺２丁目,,連光寺３丁目,,連光寺４丁目,,連光寺５丁目,,連光寺６丁目,,貝取,,乞田,,和田,,百草,,落川,,東寺方,,東寺方１丁目,,一ノ宮１丁目,,一ノ宮２丁目,,一ノ宮３丁目,,一ノ宮４丁目,,桜ヶ丘１丁目,,桜ヶ丘２丁目,,桜ヶ丘３丁目,,桜ヶ丘４丁目,,和田（百草団地）,,聖ヶ丘１丁目,,聖ヶ丘２丁目,,聖ヶ丘３丁目,,聖ヶ丘４丁目,,聖ヶ丘５丁目,,馬引沢１丁目,,馬引沢２丁目,,山王下１丁目,,中沢１丁目,,中沢２丁目,,唐木田１丁目,,諏訪１丁目,,諏訪２丁目,,諏訪３丁目,,諏訪４丁目,,諏訪５丁目,,永山１丁目,,永山２丁目,,永山３丁目,,永山４丁目,,永山５丁目,,永山６丁目,,永山７丁目,,貝取１丁目,,貝取２丁目,,貝取３丁目,,貝取４丁目,,貝取５丁目,,豊ヶ丘１丁目,,豊ヶ丘２丁目,,豊ヶ丘３丁目,,豊ヶ丘４丁目,,豊ヶ丘５丁目,,豊ヶ丘６丁目,,落合１丁目,,落合２丁目,,落合３丁目,,落合４丁目,,落合５丁目,,落合６丁目,,鶴牧１丁目,,鶴牧２丁目,,鶴牧３丁目,,鶴牧４丁目,,鶴牧５丁目,,鶴牧６丁目,,南野１、２丁目,,南野３丁目,,東寺方３丁目,,和田３丁目,,愛宕１丁目,,愛宕２丁目,,愛宕３丁目,,愛宕４丁目,,合計,,
9,9,1,7,9,2,7,3,10,4,11,2,5,30,15,8,12,8,6,2,1,1,3,1,4,5,5,12,10,62,52,2,3,8,4,8,13,4,4,9,7,2,2,7,3,8,12,7,6,1,8,4,3,6,5,0,2,11,7,6,7,8,9,3,4,2,2,13,6,19,11,1,0,4,6,9,6,9,9,13,15,43,30,1,4,5,7,1,0,5,4,11,11,16,12,7,6,5,12,6,7,0,0,9,3,9,10,1,1,3,4,0,0,11,7,9,4,2,3,3,1,3,1,2,4,16,16,24,16,12,9,3,6,8,6,9,7,11,15,5,8,24,31,2,4,7,9,9,9,5,4,3,2,1,0,3,2,1,2,3,4,0,1,5,5,623,592,"1,215"
10,7,4,11,5,1,5,8,5,6,6,4,2,25,21,16,9,5,4,3,3,1,0,6,0,1,1,10,2,44,45,8,3,8,7,12,8,6,10,6,7,2,3,4,3,3,4,10,16,5,2,9,3,3,10,1,2,5,2,2,2,9,9,10,6,0,2,10,5,20,11,1,0,3,1,17,9,13,5,13,20,41,28,3,7,5,3,2,0,2,4,13,10,12,12,4,6,5,5,4,2,0,0,5,6,8,4,0,5,4,1,1,2,12,10,13,10,7,8,3,1,1,2,3,1,4,16,21,16,10,6,4,6,12,8,9,6,9,11,2,10,26,24,2,3,7,9,5,8,4,2,3,5,1,0,2,2,0,2,0,1,0,1,9,6,606,531,"1,137"
11,4,5,11,16,4,6,4,4,7,9,3,3,17,16,7,9,6,7,1,3,1,1,7,3,7,4,10,11,66,59,4,1,8,3,6,4,1,5,6,6,3,4,4,7,8,2,8,7,6,2,4,6,6,4,2,1,8,10,8,2,7,11,2,9,0,2,4,6,15,11,1,0,7,3,10,21,5,7,14,18,39,36,4,3,7,3,0,1,5,5,14,12,8,9,6,1,9,5,7,5,0,0,10,10,8,12,3,1,2,3,0,1,6,7,13,7,4,6,1,1,6,2,1,3,13,12,25,12,8,10,2,6,8,10,9,9,12,6,9,6,23,25,2,5,7,8,4,8,2,2,4,5,2,1,3,1,2,2,1,2,0,0,4,10,595,581,"1,176"
12,2,1,12,7,7,8,5,7,4,6,5,2,35,26,14,13,7,6,1,2,0,4,5,3,7,1,9,6,49,52,6,6,7,7,10,6,7,8,9,7,4,6,1,1,8,8,9,14,5,6,5,10,7,2,1,0,11,7,3,6,6,6,1,4,0,2,8,8,10,17,1,1,4,5,17,9,6,6,17,18,25,35,4,2,3,2,0,2,4,8,12,11,21,13,9,5,6,9,4,2,0,0,6,7,17,12,2,4,1,4,0,2,11,14,6,11,5,3,4,0,1,6,3,4,8,14,27,20,6,11,6,6,11,7,13,13,10,9,7,14,29,30,3,4,5,11,8,12,5,4,9,3,1,0,0,3,2,0,3,1,3,1,7,6,632,639,"1,271"
13,3,4,5,6,6,4,6,8,8,6,4,6,30,34,13,11,6,8,0,2,4,2,2,4,5,6,9,11,61,46,6,4,8,5,8,10,6,7,3,4,4,3,3,3,6,10,15,11,4,7,4,4,9,5,0,2,11,4,3,4,6,6,6,5,6,0,6,2,10,18,0,1,8,6,12,8,6,3,21,19,19,27,1,3,7,2,2,1,4,5,16,14,19,17,1,2,6,10,3,8,0,0,9,9,9,11,5,2,4,4,3,3,10,8,13,14,1,3,3,4,10,2,3,3,10,13,14,12,10,9,11,4,10,6,9,14,7,14,7,7,32,37,2,0,7,5,6,3,2,3,8,4,2,0,8,1,0,0,1,3,1,1,6,8,634,605,"1,239"
14,6,5,7,9,13,4,7,3,13,7,1,6,33,33,7,17,8,6,1,2,2,2,3,2,6,2,17,14,66,58,6,0,7,12,3,8,2,2,1,9,9,6,4,1,7,11,7,6,4,6,2,3,7,8,0,4,6,7,2,7,4,4,0,4,1,0,7,7,15,12,0,0,6,2,23,22,4,6,14,16,11,19,2,7,3,5,1,1,5,8,18,13,16,20,2,3,9,7,3,6,0,0,13,12,14,16,5,0,4,6,0,1,14,12,15,12,4,7,0,1,3,5,6,4,7,14,15,10,13,10,6,7,11,10,14,5,14,11,14,12,36,38,2,2,5,6,11,4,3,3,7,9,4,1,3,3,3,1,3,2,0,1,1,6,651,653,"1,304"
15,5,3,7,13,5,5,6,7,8,6,3,3,32,20,17,13,6,4,3,4,1,2,4,1,5,5,14,8,58,49,4,7,3,9,6,5,3,7,7,4,7,10,1,5,6,5,11,10,4,3,10,10,2,5,5,4,8,9,7,2,9,9,4,2,0,1,8,5,5,7,2,2,2,6,16,12,5,8,19,17,10,12,6,4,7,5,1,1,3,4,6,10,13,19,5,5,7,8,5,10,0,0,7,11,16,14,8,5,4,4,1,2,15,8,12,7,1,4,0,1,4,3,3,3,15,14,14,15,19,10,4,4,10,15,16,9,10,14,9,6,37,31,2,3,9,7,8,9,1,5,7,6,1,3,5,1,2,1,1,3,4,4,10,9,646,616,"1,262"
16,8,2,11,8,8,9,7,8,3,8,5,5,28,28,13,20,6,4,5,0,1,2,4,1,6,2,10,10,62,50,7,3,4,5,7,11,2,1,12,8,5,5,6,1,7,7,10,6,11,2,7,9,7,5,2,2,4,6,5,3,5,6,3,1,1,1,9,8,7,5,2,2,4,5,9,18,6,10,19,14,5,11,5,6,2,6,0,3,8,4,12,10,20,19,6,6,8,12,7,4,0,0,6,7,10,24,3,9,4,6,4,0,7,14,10,12,4,6,5,1,9,6,2,2,11,17,18,11,13,7,10,6,7,4,14,9,17,11,12,6,35,30,0,1,3,9,10,7,4,1,4,9,0,1,8,1,2,5,2,0,1,2,9,13,655,619,"1,274"
17,4,8,5,9,12,4,8,8,5,5,3,4,33,31,12,12,4,11,2,1,3,2,4,6,7,7,11,7,57,50,4,4,11,3,8,7,6,5,3,7,2,3,3,0,8,5,10,12,8,4,1,6,9,6,1,2,11,7,4,1,7,3,2,3,1,0,6,7,9,8,1,0,8,1,8,10,4,5,21,15,8,7,2,5,6,6,2,2,9,10,10,9,17,12,2,2,5,4,6,8,0,0,9,2,14,6,5,7,4,2,2,2,10,10,14,12,5,6,1,2,6,3,2,5,5,8,8,19,5,10,7,5,13,7,8,10,13,13,8,8,36,37,3,3,9,5,8,7,5,4,10,11,0,2,2,2,0,1,1,2,1,0,9,8,616,573,"1,189"
18,2,6,6,11,5,3,7,10,14,6,5,4,29,28,15,14,12,9,5,1,1,1,2,0,6,3,8,10,59,57,2,0,11,5,7,10,2,4,8,7,4,7,4,2,13,4,5,7,5,8,9,3,8,7,3,1,10,5,3,6,8,6,3,2,0,1,10,6,11,12,1,1,7,5,11,5,10,7,19,24,7,5,4,3,4,6,2,0,4,7,21,11,15,19,6,6,5,3,8,4,0,0,15,3,9,13,3,10,5,2,2,1,9,13,8,15,4,5,3,3,7,5,2,6,13,7,10,12,11,5,7,7,8,12,11,16,16,13,10,15,36,34,5,4,4,7,9,6,5,6,3,4,1,1,2,3,2,4,1,2,1,2,5,12,653,620,"1,273"
19,5,4,12,11,6,8,8,9,7,9,4,4,26,18,20,12,8,13,5,3,0,2,6,6,3,4,16,10,66,77,4,4,6,4,11,5,7,6,6,9,7,10,3,2,9,9,12,6,5,4,1,7,6,10,3,3,10,6,5,2,6,9,2,2,0,0,5,6,13,9,3,9,6,6,4,13,7,9,38,15,6,5,11,2,6,7,2,2,10,8,17,17,15,13,6,4,9,12,4,5,0,0,8,14,17,17,6,5,4,5,0,3,25,28,11,11,6,7,2,1,6,4,1,0,14,17,17,8,7,14,11,8,9,7,14,8,11,17,11,16,26,33,4,2,11,8,8,9,12,4,2,8,1,3,2,2,0,2,3,1,4,1,8,10,718,703,"1,421"
20,9,12,12,17,12,11,9,9,8,4,6,6,18,22,12,15,6,14,4,1,1,0,5,2,3,6,13,12,70,57,5,4,8,9,11,2,4,7,8,7,6,5,7,3,7,16,9,13,2,9,9,1,8,4,4,2,12,10,7,6,8,5,5,4,2,2,12,10,13,15,6,8,8,6,7,6,6,14,31,24,6,6,6,7,8,4,1,3,6,11,3,13,23,8,8,5,3,5,24,6,0,0,8,8,18,9,5,6,5,4,2,0,26,29,19,8,8,7,1,1,4,1,1,3,9,21,14,14,9,11,5,7,10,7,9,9,17,16,12,12,27,20,5,1,11,4,7,8,13,8,5,8,0,1,2,2,7,0,1,2,3,3,7,8,751,686,"1,437"
21,7,7,10,13,5,10,9,7,5,10,8,3,27,16,18,21,12,17,4,1,0,1,4,5,8,5,18,20,87,65,9,3,7,14,6,8,3,8,11,8,7,10,3,11,15,11,8,9,3,5,8,5,8,8,5,1,15,6,7,2,13,8,4,1,0,0,13,8,10,18,12,11,15,11,15,10,5,9,27,24,13,3,10,4,4,2,0,2,14,9,14,18,12,15,7,8,11,8,15,9,0,0,7,6,13,12,3,7,1,5,1,0,16,21,10,13,5,5,3,0,2,5,4,4,9,8,14,14,11,16,7,10,8,5,10,16,24,28,15,13,19,17,2,2,8,9,3,15,7,11,7,9,3,2,2,2,6,2,4,1,3,1,12,17,790,764,"1,554"
22,8,3,15,21,11,16,11,7,9,14,9,4,22,18,26,16,17,9,2,1,3,0,7,4,7,3,18,23,83,61,8,5,6,5,13,13,5,11,16,13,14,12,11,8,15,9,14,6,3,6,5,4,9,8,1,0,11,6,7,2,9,12,4,2,0,0,8,20,23,13,9,11,6,2,3,17,15,15,33,23,8,9,8,6,6,7,4,3,13,16,13,21,14,7,5,7,5,10,6,9,0,0,10,11,7,19,4,3,2,5,0,3,23,24,9,11,4,8,3,3,4,8,1,6,12,13,13,8,9,10,3,7,10,9,15,11,12,15,15,9,14,25,0,4,7,3,8,15,13,9,5,1,1,4,4,1,2,3,1,0,3,2,12,14,804,782,"1,586"
23,9,7,22,31,8,4,10,12,5,8,5,8,16,15,15,7,7,7,0,2,3,0,4,3,8,8,15,21,81,48,7,6,8,5,10,11,9,6,15,19,13,17,5,5,11,21,10,13,4,5,9,5,8,16,1,2,7,12,2,5,7,5,0,1,1,0,16,16,19,28,12,9,9,11,6,13,12,12,21,28,4,6,6,9,8,6,1,7,19,20,8,12,14,10,7,5,11,4,9,10,0,0,9,9,9,15,4,5,4,0,2,1,24,18,13,12,9,5,1,0,4,5,2,5,13,20,12,10,9,13,7,8,6,6,10,5,17,12,13,12,8,18,3,2,5,3,11,8,5,9,4,4,0,3,3,1,1,2,0,0,3,3,10,13,738,768,"1,506"
24,8,7,15,26,3,2,9,20,7,7,7,8,17,18,15,14,14,4,2,4,4,2,4,3,8,4,14,23,68,60,4,7,10,3,4,8,7,9,34,23,13,12,3,13,20,15,6,8,3,1,4,8,11,12,2,3,8,6,1,1,9,11,0,0,0,0,13,12,27,18,10,8,5,7,4,7,10,17,33,25,9,7,10,2,4,9,2,0,15,19,19,18,9,15,8,5,4,4,7,6,0,0,13,16,9,16,3,3,3,3,4,2,16,18,10,14,5,6,0,4,3,4,1,1,10,14,4,6,13,15,2,8,4,4,7,10,26,9,23,14,9,13,2,3,4,5,11,10,9,5,1,4,1,1,2,1,2,3,3,1,1,0,17,10,741,744,"1,485"
25,9,5,19,30,6,12,17,9,9,11,6,7,14,16,23,8,14,6,0,0,1,0,3,0,9,5,21,13,56,44,5,3,5,8,9,5,11,6,29,16,11,19,7,11,20,12,7,9,2,4,1,5,10,8,7,3,9,9,2,3,4,3,5,2,0,0,8,19,25,21,7,9,18,8,3,8,14,18,17,36,8,7,4,3,2,2,1,1,8,19,16,18,6,7,8,9,7,4,6,5,0,0,9,7,9,5,2,4,2,3,2,2,25,22,14,8,2,4,3,2,1,3,4,3,15,19,13,6,14,12,2,9,5,4,7,6,21,14,9,16,5,12,3,0,4,5,8,15,5,3,4,2,1,0,1,2,2,2,1,2,0,0,10,20,712,698,"1,410"
26,5,7,20,24,11,8,23,16,8,8,6,4,6,14,5,15,11,9,2,0,1,1,3,5,4,9,21,12,75,53,6,7,7,9,12,6,12,6,28,25,17,8,7,10,15,13,13,3,5,2,5,7,9,17,5,3,8,6,5,2,3,6,0,2,0,0,15,10,26,15,10,3,24,10,9,8,3,15,28,41,2,5,9,2,6,9,1,1,20,7,14,24,11,17,13,6,4,7,9,8,0,0,18,11,11,5,0,5,3,0,2,5,23,24,11,15,2,6,2,0,4,1,6,4,21,19,8,7,10,10,5,11,6,6,7,3,15,8,12,13,3,9,1,2,1,3,13,10,4,10,0,3,2,3,6,1,1,0,0,0,0,0,12,15,771,714,"1,485"
27,7,18,17,29,14,13,13,22,8,8,3,5,12,12,14,7,6,12,1,0,2,1,3,1,7,6,28,13,58,60,7,1,4,7,11,8,5,7,33,14,23,16,10,11,13,12,7,5,2,5,3,4,16,12,4,3,7,12,2,3,5,6,0,0,1,1,16,9,24,16,11,3,6,8,9,12,8,17,23,26,4,9,7,5,6,6,0,2,8,14,15,20,18,8,8,9,4,1,6,3,0,0,8,6,2,4,0,3,3,3,2,2,22,11,11,11,5,4,1,1,3,2,2,3,17,13,7,6,15,13,4,3,3,8,6,7,12,13,21,14,3,6,2,2,7,6,7,10,1,3,2,3,2,1,3,2,0,1,1,2,1,0,21,8,713,673,"1,386"
28,7,17,18,33,7,6,27,19,13,10,7,7,10,19,7,8,10,5,0,0,6,2,5,2,10,7,24,23,66,41,4,2,7,3,4,6,13,11,20,22,14,16,5,3,16,9,7,6,4,2,2,4,15,10,3,6,5,4,2,7,6,7,3,1,0,1,17,5,22,14,10,6,10,10,4,6,13,10,25,28,2,8,5,8,1,2,0,1,19,15,17,11,11,13,11,10,4,3,8,7,0,0,13,8,12,4,2,2,3,2,3,1,15,31,6,11,4,4,1,3,0,2,2,3,18,23,4,7,16,14,4,4,6,6,2,4,8,9,19,14,6,11,5,1,6,4,3,14,7,4,2,7,0,1,4,2,1,1,4,1,0,0,9,11,711,685,"1,396"
29,11,14,23,21,9,11,12,18,15,10,6,8,12,17,11,6,9,8,2,1,0,2,3,1,11,13,22,21,58,39,3,5,6,5,10,9,10,7,27,18,20,11,6,5,21,10,7,5,5,7,6,2,10,8,2,1,7,9,3,4,2,7,0,0,0,1,11,18,15,20,8,4,13,11,7,4,14,12,28,28,3,15,3,3,5,7,2,0,13,10,13,14,17,15,12,8,3,2,7,7,0,0,9,7,7,6,3,5,4,2,1,1,24,27,13,11,6,6,0,2,0,1,1,2,13,16,5,5,14,8,6,4,8,8,9,9,10,11,17,11,10,11,1,0,6,1,8,9,6,6,3,5,0,3,0,0,0,2,2,0,0,1,16,26,725,688,"1,413"
30,29,19,28,17,15,3,15,14,6,6,5,6,8,13,16,1,7,6,2,3,1,5,3,1,13,9,26,17,47,36,3,3,11,7,7,10,8,11,30,12,14,12,8,12,15,10,3,5,5,6,4,1,12,14,2,4,10,4,5,3,8,2,0,0,2,0,20,13,16,9,4,4,14,12,6,5,17,14,26,20,11,8,4,2,3,4,3,0,11,14,12,16,13,16,16,13,4,4,7,9,0,0,7,9,10,9,3,2,1,0,1,1,25,27,8,4,4,9,1,1,3,3,3,4,13,13,5,9,9,2,3,4,6,5,2,5,12,11,10,13,3,9,1,0,1,2,7,9,7,3,3,3,1,0,0,0,1,0,2,1,0,0,9,15,716,608,"1,324"
31,18,24,23,18,6,5,20,9,11,13,7,2,16,17,11,8,10,3,1,2,3,3,7,6,6,5,18,17,46,45,5,5,9,8,10,7,2,13,25,16,16,14,5,4,13,8,6,5,6,4,2,4,8,13,1,3,4,7,7,4,6,6,2,3,1,1,13,8,21,18,8,2,13,10,2,5,9,18,27,34,7,7,5,8,3,2,0,0,6,14,19,15,14,10,11,7,3,5,2,3,0,0,16,8,12,9,2,5,3,3,2,0,30,19,9,15,4,2,2,3,3,2,4,4,17,18,3,7,10,9,12,8,5,1,5,6,19,14,14,13,12,9,3,3,3,1,8,10,2,5,2,7,0,0,1,2,1,0,1,1,2,1,16,9,717,662,"1,379"
32,22,20,24,20,7,6,14,17,7,7,5,5,17,10,4,8,5,10,4,4,1,5,5,3,14,7,14,13,40,41,4,3,8,7,7,10,8,7,25,12,15,22,5,7,11,12,8,13,6,9,7,5,8,10,3,2,3,5,3,5,6,9,0,2,0,0,21,8,19,22,3,3,8,8,4,8,12,7,24,22,9,6,4,5,3,4,0,0,9,12,13,17,30,26,16,7,6,4,6,5,0,0,9,6,12,5,1,0,3,4,2,1,24,7,12,11,7,6,2,1,4,1,2,2,20,14,7,4,12,5,2,4,10,6,8,6,17,17,12,8,23,15,0,1,3,2,9,5,6,4,5,4,0,1,2,0,2,0,3,3,1,0,18,9,735,632,"1,367"
33,18,12,10,11,2,8,9,16,8,6,6,5,17,8,7,9,13,10,3,2,2,7,6,2,10,5,6,17,55,39,4,2,5,6,15,6,11,9,22,19,11,7,5,6,15,11,6,11,8,7,4,4,6,7,2,1,10,9,9,9,6,9,0,0,1,0,19,21,24,13,6,3,14,9,5,5,12,14,23,14,6,12,4,1,6,9,1,1,9,11,16,14,17,9,14,7,2,3,7,8,0,0,12,9,13,14,3,2,4,4,3,1,22,20,8,8,2,3,2,1,3,1,5,6,11,21,11,4,11,9,5,8,3,5,10,7,14,15,11,7,8,20,2,1,1,4,10,10,5,7,4,0,0,1,1,3,2,0,5,1,1,0,17,12,706,638,"1,344"
34,17,17,15,16,4,6,22,14,12,7,3,8,21,15,11,6,11,5,2,2,3,1,5,2,6,11,11,15,37,35,3,5,11,6,10,9,12,16,24,20,11,14,4,1,13,9,6,8,5,6,8,5,9,7,3,5,12,13,6,4,10,5,4,2,1,0,12,16,15,19,6,5,3,14,14,8,12,15,29,19,14,16,8,7,4,5,2,0,8,4,20,20,14,26,15,6,10,9,8,3,0,0,9,12,10,10,1,6,3,0,2,3,27,23,15,9,7,4,1,4,4,4,1,3,21,16,7,13,10,22,3,6,7,8,9,2,16,18,15,10,22,29,2,0,7,5,12,9,7,7,5,1,1,1,1,4,2,1,3,2,1,0,13,10,770,729,"1,499"
