22/06/03 00:00,0.000,0.004,0.044,1.95,0.07,0.009,SW ,2.6,0.000,0.004,0.044,0.010,SSW,3.1,0.000,0.003,0.044,0.010, S ,1.6,0.001,0.008,0.038,0.012,SSW,2.3,0.002,0.001,0.012,0.038,0.012,SSW,3.7,0.003,0.013,0.011, W ,0.4,0.001,0.005,0.009, S ,1.1,0.004,0.019,0.012,SW ,0.7,0.000,0.007,0.011, S ,4.0
22/06/03 01:00,0.000,0.004,0.044,1.96,0.08,0.011,WSW,2.8,0.000,0.004,0.043,0.011,WSW,2.4,0.000,0.004,0.043,0.012, W ,0.7,0.000,0.007,0.038,0.009,SW ,2.1,0.001,0.001,0.014,0.036,0.012,WSW,3.1,0.004,0.014,0.012,NNE,0.4,0.001,0.007,0.011,SSE,0.7,0.002,0.014,0.009,WSW,1.5,0.000,0.009,0.014, S ,1.7
22/06/03 02:00,0.000,0.005,0.040,1.96,0.10,0.010, W ,1.8,0.000,0.006,0.038,0.012,WSW,1.0,0.000,0.006,0.040,0.012,WNW,0.9,0.000,0.005,0.039,0.008, W ,0.7,0.001,0.001,0.011,0.036,0.010,WSW,2.6,0.003,0.015,0.012, C ,0.2,0.003,0.011,0.011,ESE,0.4,0.001,0.008,0.010,WSW,0.8,0.001,0.008,0.010,WNW,0.8
22/06/03 03:00,0.001,0.008,0.033,1.96,0.12,0.011,WNW,1.6,0.000,0.009,0.030,0.012,NW ,0.9,0.000,0.010,0.031,0.013,NW ,1.0,0.001,0.009,0.031,0.013, W ,1.0,0.001,0.000,0.015,0.031,0.010,WSW,1.5,0.006,0.023,0.013,NNW,0.4,0.003,0.019,0.012,NNW,0.6,0.001,0.011,0.013,WSW,0.5,0.007,0.016,0.011,NNW,0.8
22/06/03 04:00,0.000,0.011,0.028,1.98,0.16,0.014,NNW,2.5,0.000,0.011,0.028,0.014,NW ,1.5,0.000,0.012,0.025,0.016,NNW,1.5,0.001,0.013,0.025,0.013,NW ,1.3,0.001,0.007,0.025,0.020,0.011,NW ,1.3,0.008,0.025,0.013,NW ,0.9,0.001,0.014,0.014,NW ,1.4,0.003,0.015,0.014,NE ,1.1,0.003,0.017,0.012, N ,1.9
22/06/03 05:00,0.000,0.012,0.028,1.97,0.16,0.015,NNW,2.3,0.000,0.010,0.029,0.017,NNW,1.8,0.000,0.011,0.027,0.017,NNW,2.7,0.001,0.014,0.026,0.014,NW ,1.3,0.002,0.015,0.034,0.011,0.012,NW ,1.1,0.012,0.028,0.016,NW ,0.5,0.003,0.014,0.013,NNW,1.5,0.006,0.017,0.014,NNW,0.6,0.007,0.022,0.016,NNW,1.7
22/06/03 06:00,0.001,0.013,0.023,1.98,0.16,0.016, N ,2.3,0.001,0.011,0.025,0.019,NNW,2.5,0.001,0.009,0.026,0.018, N ,2.0,0.003,0.016,0.021,0.016,NW ,1.6,0.001,0.029,0.033,0.009,0.015, N ,2.1,0.016,0.027,0.018,NW ,0.5,0.005,0.016,0.016,NNW,1.8,0.011,0.019,0.017,NNW,0.7,0.011,0.023,0.017,NNW,1.9
22/06/03 07:00,0.003,0.013,0.023,2.01,0.15,0.020,NNW,1.7,0.002,0.011,0.026,0.018, N ,1.8,0.001,0.011,0.026,0.018,NNW,2.0,0.004,0.015,0.022,0.018,WNW,1.1,0.002,0.024,0.029,0.013,0.016,NNE,2.1,0.009,0.022,0.019,WNW,0.6,0.011,0.017,0.016,NNW,1.2,0.011,0.020,0.019, N ,0.6,0.009,0.019,0.019,NNW,1.5
22/06/03 08:00,0.004,0.013,0.027,2.02,0.17,0.019,NNW,2.4,0.003,0.010,0.030,0.018, N ,2.4,0.002,0.010,0.030,0.017,NNE,1.5,0.004,0.014,0.026,0.017,WNW,1.4,0.002,0.018,0.026,0.017,0.016, N ,0.6,0.006,0.019,0.016,NW ,0.6,0.018,0.016,0.015,NNW,2.1,0.009,0.017,0.018,NNE,1.3,0.010,0.022,0.020,NNW,1.2
22/06/03 09:00,0.004,0.012,0.033,2.01,0.24,0.019, E ,1.2,0.003,0.011,0.034,0.017, C ,0.1,0.002,0.010,0.035,0.017,ENE,0.8,0.004,0.014,0.031,0.018, S ,0.9,0.002,0.013,0.023,0.024,0.016,SE ,2.4,0.011,0.026,0.018,ENE,0.6,0.018,0.024,0.015,WSW,0.9,0.006,0.018,0.015, C ,0.2,0.010,0.023,0.019,SE ,0.6
22/06/03 10:00,0.008,0.023,0.031,2.03,0.15,0.021,SE ,3.7,0.005,0.017,0.035,0.019,SSE,3.4,0.003,0.020,0.038,0.021,SE ,3.0,0.009,0.033,0.028,0.024, E ,1.7,0.002,0.019,0.028,0.026,0.021,ESE,1.6,0.018,0.038,0.024,SSE,0.7,0.013,0.029,0.023, S ,2.1,0.008,0.034,0.023,WSW,0.3,0.012,0.029,0.023, S ,2.0
22/06/03 11:00,0.005,0.024,0.054,2.04,0.24,0.022,SE ,3.2,0.006,0.028,0.049,0.031,SSE,3.1,0.004,0.031,0.044,0.028,SSE,2.0,0.006,0.033,0.041,0.022,SSE,1.0,0.002,0.006,0.023,0.049,0.018,SSE,1.9,0.009,0.038,0.028,WSW,0.6,0.012,0.040,0.031, S ,2.1,0.006,0.033,0.022,NNW,0.3,0.004,0.019,0.021,SSE,2.4
22/06/03 12:00,0.002,0.018,0.070,1.99,0.24,0.021,SSE,3.3,0.002,0.020,0.069,0.032,SSE,2.1,0.002,0.023,0.058,0.031,SSE,2.6,0.005,0.026,0.056,0.024, S ,1.3,0.004,0.004,0.026,0.070,0.015, S ,2.7,0.003,0.033,0.024,SE ,0.5,0.009,0.031,0.030, S ,2.4,0.005,0.028,0.025,WNW,0.3,0.010,0.026,0.017, S ,2.3
22/06/03 13:00,0.002,0.016,0.078,1.97,0.20,0.024,ESE,4.7,0.002,0.017,0.075,0.032, E ,2.4,0.001,0.018,0.068,0.033,SE ,2.9,0.003,0.023,0.065,0.027, S ,1.4,0.004,0.002,0.023,0.081,0.016,SSE,2.3,0.003,0.034,0.024,ESE,1.4,0.006,0.028,0.034, S ,2.9,0.004,0.022,0.026,NNW,0.5,0.002,0.016,0.023,SSE,1.9
22/06/03 14:00,0.000,0.014,0.072,1.97,0.19,0.016,SW ,2.2,0.000,0.012,0.073,0.016,SW ,1.7,0.001,0.014,0.064,0.020,SSW,1.2,0.001,0.014,0.063,0.020,SW ,2.4,0.003,0.003,0.035,0.052,0.019,SW ,2.8,0.002,0.029,0.020,NW ,0.5,0.005,0.025,0.023, S ,1.8,0.002,0.019,0.018,WSW,2.1,0.002,0.018,0.019, S ,1.8
22/06/03 15:00,0.001,0.016,0.057,2.00,0.23,0.014,SSW,1.2,0.001,0.012,0.061,0.011,SSW,1.5,0.001,0.017,0.056,0.012, S ,0.7,0.002,0.020,0.053,0.018,SW ,1.1,0.002,0.005,0.033,0.042,0.016,SSW,1.7,0.006,0.033,0.014, C ,0.2,0.010,0.032,0.013,WNW,0.5,0.005,0.031,0.023,WSW,0.4,0.002,0.021,0.018, S ,2.1
22/06/03 16:00,0.002,0.028,0.049,2.02,0.21,0.025,WSW,2.8,0.002,0.020,0.053,0.021, W ,2.0,0.002,0.026,0.048,0.022,WNW,1.8,0.003,0.031,0.042,0.021,WSW,1.8,0.003,0.010,0.053,0.033,0.025,WSW,2.8,0.005,0.040,0.025,NNE,0.5,0.011,0.039,0.020, N ,0.7,0.008,0.041,0.026,WSW,1.4,0.003,0.030,0.025, S ,1.3
22/06/03 17:00,0.001,0.015,0.055,2.00,0.14,0.013,NE ,4.5,0.001,0.010,0.059,0.015,NNE,4.1,0.001,0.010,0.056,0.017,NNE,2.0,0.002,0.016,0.053,0.013,NE ,4.0,0.002,0.004,0.032,0.045,0.014,NNE,4.4,0.002,0.023,0.015,SSE,1.3,0.003,0.015,0.014,NNW,2.7,0.002,0.018,0.019,ENE,0.9,0.003,0.023,0.016,ENE,3.6
22/06/03 18:00,0.001,0.027,0.042,1.97,0.10,0.015,ENE,3.7,0.000,0.015,0.051,0.015,NE ,2.1,0.001,0.018,0.045,0.015,NNW,0.6,0.001,0.020,0.045,0.016,ENE,2.4,0.002,0.002,0.023,0.044,0.015,NNE,3.2,0.002,0.031,0.015,SW ,1.3,0.002,0.023,0.015,NNW,1.5,0.001,0.021,0.014,SE ,0.3,0.001,0.018,0.014,ESE,1.3
22/06/03 19:00,0.001,0.027,0.041,1.99,0.10,0.015,ENE,3.3,0.000,0.020,0.044,0.016,NE ,3.3,0.001,0.026,0.035,0.017, N ,0.9,0.001,0.023,0.041,0.014,NE ,1.9,0.002,0.001,0.020,0.046,0.018,NNE,4.0,0.001,0.032,0.015,SE ,0.9,0.002,0.030,0.013,NNW,1.2,0.001,0.023,0.014,ENE,0.3,0.000,0.013,0.016,ESE,1.1
22/06/03 20:00,0.000,0.013,0.050,1.99,0.12,0.016,NE ,4.3,0.000,0.012,0.050,0.017,NE ,3.1,0.000,0.013,0.045,0.017, N ,0.8,0.001,0.018,0.042,0.015,NNE,2.9,0.002,0.001,0.015,0.048,0.015,NNE,3.5,0.001,0.018,0.015,SSW,1.0,0.001,0.015,0.014,NNW,2.0,0.000,0.018,0.016,ENE,1.0,0.000,0.012,0.017,ENE,2.8
22/06/03 21:00,0.000,0.011,0.052,1.99,0.09,0.022,ENE,2.7,0.000,0.009,0.053,0.022,ENE,3.3,0.000,0.010,0.049,0.021, W ,0.8,0.001,0.014,0.045,0.021,NE ,1.8,0.002,0.000,0.012,0.050,0.022,NE ,2.2,0.001,0.016,0.022,SE ,0.6,0.001,0.011,0.020,NNW,1.5,0.001,0.014,0.022,NE ,0.6,0.000,0.010,0.021, E ,2.0
22/06/03 22:00,0.000,0.011,0.051,1.99,0.08,0.022,NE ,2.9,0.000,0.007,0.055,0.024,NE ,2.2,0.000,0.008,0.049,0.023,NNW,0.8,0.001,0.012,0.045,0.022,NE ,1.9,0.002,0.000,0.012,0.048,0.021,NE ,2.6,0.001,0.014,0.025, S ,0.7,0.000,0.010,0.023,NNW,1.8,0.001,0.013,0.023, E ,0.4,0.000,0.010,0.023, E ,1.8
22/06/03 23:00,0.000,0.012,0.049,1.99,0.08,0.022,NE ,2.8,0.000,0.007,0.053,0.022,NE ,2.0,0.000,0.009,0.048,0.023, N ,0.7,0.001,0.010,0.048,0.021,NE ,2.3,0.002,0.001,0.012,0.048,0.020,NNE,3.0,0.001,0.015,0.021, S ,0.6,0.000,0.011,0.021,NNW,1.5,0.000,0.011,0.022, E ,0.8,0.000,0.009,0.023, E ,1.6
22/06/04 00:00,0.000,0.012,0.048,1.98,0.07,0.022,ENE,3.4,0.000,0.007,0.051,0.021,NE ,2.5,0.000,0.008,0.047,0.020,NNW,0.8,0.001,0.009,0.047,0.020,ENE,1.5,0.002,0.001,0.010,0.049,0.017,NE ,2.5,0.001,0.016,0.026,SSE,0.9,0.000,0.010,0.024,NNW,1.3,0.000,0.010,0.023,NE ,1.0,0.000,0.008,0.020,ESE,0.9
22/06/04 01:00,0.000,0.010,0.050,1.97,0.06,0.020,ENE,2.0,0.000,0.007,0.051,0.025,NE ,1.1,0.000,0.007,0.047,0.022,NNE,0.7,0.001,0.008,0.047,0.017,NE ,1.7,0.002,0.000,0.009,0.049,0.016,NE ,1.7,0.000,0.013,0.021,SE ,0.5,0.000,0.008,0.018,NNW,0.9,0.000,0.011,0.019,ENE,0.5,0.000,0.006,0.018,ENE,1.9
22/06/04 02:00,0.000,0.011,0.047,1.98,0.06,0.019,NE ,2.1,保守中,保守中,0.049,0.019,NE ,1.5,0.000,0.007,0.046,0.018, C ,0.4,保守中,保守中,0.045,0.014,NE ,1.1,0.002,0.002,0.014,0.043,0.016,NNE,1.5,0.000,0.014,0.017, S ,0.5,保守中,保守中,0.017, N ,1.0,0.000,0.011,0.015,ENE,0.4,保守中,保守中,0.016,ENE,2.0
22/06/04 03:00,0.000,0.008,0.049,1.97,0.06,0.015,ENE,1.8,0.000,0.007,0.049,0.017,NE ,1.6,0.000,0.007,0.044,0.016,NE ,0.5,0.000,0.012,0.041,0.017,NNE,1.2,0.002,0.000,0.015,0.042,0.016,NE ,1.5,0.000,0.011,0.016,SE ,0.5,0.001,0.009,0.016,NNW,0.8,0.000,0.012,0.016,NE ,1.0,0.000,0.011,0.018,ENE,1.2
22/06/04 04:00,0.000,0.016,0.040,1.98,0.06,0.017,ENE,2.8,0.000,0.007,0.047,0.016,ENE,1.7,0.000,0.008,0.042,0.017,SSW,0.6,0.000,0.011,0.040,0.016,ENE,1.8,0.002,0.000,0.013,0.041,0.014,NNE,2.4,0.001,0.019,0.021,ESE,1.1,0.001,0.013,0.016,NNW,0.6,0.001,0.013,0.019,SE ,0.3,0.000,0.007,0.016, E ,1.4
22/06/04 05:00,0.000,0.015,0.039,1.99,0.07,0.015,ENE,1.9,0.000,0.008,0.044,0.011,NE ,1.2,0.000,0.009,0.039,0.015,NNE,0.5,0.001,0.013,0.036,0.014,NE ,1.6,0.002,0.001,0.014,0.038,0.013,NE ,1.3,0.001,0.020,0.016,SSW,0.5,0.002,0.015,0.015,NNW,1.2,0.001,0.015,0.013,ENE,0.5,0.000,0.008,0.016,ESE,0.6
22/06/04 06:00,0.001,0.013,0.040,1.98,0.06,0.016,ENE,1.5,0.000,0.008,0.043,0.016,NNE,1.0,0.000,0.008,0.040,0.016,NNE,0.7,0.002,0.017,0.033,0.015,NNE,0.9,0.003,0.002,0.015,0.035,0.016, N ,1.4,0.002,0.020,0.016,SSW,0.4,0.002,0.011,0.013,NNW,1.0,0.003,0.021,0.016,NE ,0.8,0.001,0.010,0.017, E ,1.1
22/06/04 07:00,0.002,0.013,0.042,1.98,0.07,0.016,ESE,2.8,0.001,0.009,0.044,0.013, E ,1.8,0.001,0.009,0.042,0.014,SSE,0.7,0.003,0.018,0.034,0.011,ENE,1.8,0.005,0.003,0.016,0.037,0.013,NE ,2.4,0.002,0.018,0.013,SE ,0.7,0.006,0.017,0.012, W ,0.9,0.003,0.019,0.014, C ,0.2,0.003,0.015,0.016,SE ,0.5
22/06/04 08:00,0.003,0.012,0.043,1.97,0.06,0.010,ESE,3.1,0.002,0.010,0.043,0.013,ENE,2.2,0.001,0.011,0.041,0.011, E ,1.2,0.002,0.012,0.040,0.011,ENE,0.8,0.004,0.004,0.013,0.040,0.010,ENE,2.5,0.003,0.018,0.011, E ,1.1,0.009,0.020,0.012,NNW,0.9,0.002,0.013,0.011,SSW,0.3,0.002,0.013,0.013,ESE,0.7
22/06/04 09:00,0.004,0.014,0.042,1.97,0.07,0.011,ESE,3.5,0.002,0.008,0.047,0.008,NNE,1.2,0.001,0.010,0.044,0.011, E ,1.3,0.003,0.013,0.040,0.012,ESE,1.7,0.003,0.003,0.012,0.043,0.010,ESE,1.9,0.005,0.023,0.012,ESE,0.8,0.010,0.014,0.010,NW ,1.3,0.004,0.017,0.010,SE ,0.5,0.004,0.015,0.011,SE ,0.6
22/06/04 10:00,0.004,0.014,0.045,2.00,0.08,0.011,SE ,4.2,0.001,0.006,0.053,0.008, N ,1.2,0.001,0.008,0.050,0.011,ESE,1.2,0.004,0.017,0.040,0.013,ESE,2.4,0.003,0.004,0.012,0.046,0.012, E ,2.3,0.004,0.025,0.013,ESE,1.1,0.006,0.017,0.012, S ,1.3,0.004,0.018,0.010,WNW,0.4,0.004,0.017,0.014,ESE,0.8
22/06/04 11:00,0.002,0.011,0.054,1.99,0.08,0.013,SE ,3.8,0.002,0.010,0.051,0.013,ENE,2.4,0.001,0.012,0.049,0.013,ESE,1.7,0.003,0.014,0.047,0.011,ESE,2.1,0.002,0.003,0.013,0.052,0.014,ENE,3.2,0.003,0.022,0.011,ESE,0.9,0.008,0.019,0.012, S ,1.5,0.003,0.016,0.010, W ,0.5,0.004,0.019,0.011,SSE,0.9
22/06/04 12:00,0.002,0.010,0.062,1.99,0.08,0.013,SE ,4.1,0.002,0.011,0.059,0.012,ESE,2.6,0.001,0.012,0.056,0.012,SE ,1.5,0.003,0.013,0.055,0.012,ESE,2.3,0.002,0.003,0.013,0.058,0.012, E ,2.4,0.002,0.021,0.016,ESE,1.1,0.005,0.017,0.011, S ,1.8,0.002,0.012,0.012,SW ,0.4,0.003,0.016,0.013,ESE,0.7
22/06/04 13:00,0.001,0.007,0.070,1.98,0.07,0.012,ESE,3.2,0.001,0.008,0.067,0.013,ESE,1.6,0.001,0.008,0.063,0.012,SE ,2.3,0.003,0.012,0.059,0.013,SE ,1.4,0.002,0.002,0.009,0.065,0.013,ESE,2.0,0.002,0.017,0.011,ESE,1.0,0.003,0.014,0.010, S ,1.7,0.002,0.013,0.010, N ,0.4,0.004,0.013,0.015,SSE,2.0
22/06/04 14:00,0.001,0.007,0.075,1.98,0.08,0.013,ESE,3.9,0.001,0.007,0.075,0.014,SE ,2.5,0.001,0.008,0.072,0.012,SSE,2.2,0.003,0.013,0.067,0.013, E ,1.8,0.002,0.001,0.010,0.069,0.013,ESE,2.3,0.001,0.015,0.014,ESE,1.1,0.003,0.018,0.012, S ,2.2,0.001,0.012,0.012, S ,0.3,0.001,0.010,0.014,SSE,2.1
22/06/04 15:00,0.001,0.009,0.079,1.98,0.12,0.011,SSE,3.7,0.001,0.010,0.080,0.013,SSE,2.5,0.001,0.011,0.079,0.014,SSE,2.4,0.001,0.011,0.073,0.013, S ,1.2,0.002,0.001,0.011,0.068,0.012,SSE,2.1,0.001,0.019,0.011,ESE,1.2,0.003,0.021,0.016, S ,1.8,0.002,0.016,0.012,WNW,0.4,0.001,0.011,0.012, S ,1.5
22/06/04 16:00,0.001,0.012,0.077,1.99,0.15,0.014,SSE,4.8,0.001,0.010,0.083,0.018,SW ,4.2,0.000,0.011,0.079,0.019,SSW,2.8,0.001,0.013,0.072,0.017, S ,1.2,0.003,0.002,0.014,0.063,0.017,SSE,3.9,0.001,0.022,0.014,WSW,0.5,0.003,0.020,0.020,SSW,1.4,0.002,0.019,0.021,NNE,0.4,0.001,0.017,0.018,SSE,2.6
22/06/04 17:00,0.001,0.012,0.062,2.00,0.13,0.018,SSW,5.3,0.000,0.006,0.066,0.017,SW ,5.4,0.000,0.007,0.064,0.016, S ,3.0,0.002,0.013,0.056,0.016,SSW,2.3,0.002,0.001,0.014,0.056,0.016, S ,4.3,0.002,0.020,0.020, W ,0.9,0.003,0.017,0.015, S ,3.4,0.003,0.019,0.021, E ,0.6,0.001,0.010,0.015, S ,5.0
22/06/04 18:00,0.000,0.008,0.054,1.96,0.09,0.014,SSW,4.9,0.000,0.007,0.055,0.011,SSW,5.2,0.000,0.008,0.053,0.012, S ,4.0,0.002,0.009,0.050,0.012,SSW,3.1,0.002,0.002,0.014,0.046,0.010,SSW,4.2,0.003,0.019,0.015,WSW,0.8,0.003,0.015,0.013, S ,2.6,0.002,0.013,0.013,SE ,0.3,0.001,0.012,0.012, S ,4.5
22/06/04 19:00,0.000,0.007,0.054,1.97,0.08,0.011,SSW,5.4,0.000,0.006,0.053,0.012, S ,5.1,0.000,0.006,0.053,0.012, S ,3.4,0.001,0.006,0.051,0.011,SSW,2.0,0.002,0.001,0.014,0.045,0.012, S ,3.8,0.001,0.013,0.013, W ,0.9,0.002,0.012,0.011, S ,1.5,0.002,0.012,0.011,ENE,0.4,0.000,0.011,0.014, S ,4.0
22/06/04 20:00,0.000,0.008,0.049,1.96,0.06,0.009,SSW,5.0,0.000,0.007,0.050,0.010, S ,5.0,0.000,0.007,0.049,0.010, S ,3.5,0.001,0.008,0.047,0.010,SSW,2.7,0.002,0.000,0.010,0.048,0.011, S ,4.4,0.002,0.015,0.009, W ,0.9,0.002,0.013,0.011, S ,2.2,0.001,0.012,0.013,ENE,0.5,0.000,0.008,0.012, S ,3.8
22/06/04 21:00,0.000,0.011,0.044,1.97,0.08,0.011, S ,4.0,0.000,0.008,0.047,0.011, S ,3.4,0.000,0.008,0.046,0.011,SSE,2.3,0.001,0.012,0.042,0.013,SSW,1.1,0.002,0.000,0.007,0.049,0.009, S ,3.3,0.001,0.013,0.015,WSW,0.5,0.002,0.012,0.012, S ,2.4,0.001,0.016,0.014,NE ,0.4,0.000,0.010,0.012,SSE,2.6
22/06/04 22:00,0.000,0.012,0.042,1.99,0.08,0.016,SSW,4.6,0.000,0.011,0.042,0.011, S ,3.7,0.000,0.013,0.040,0.010,SSE,3.0,0.000,0.010,0.042,0.013,SSW,2.5,0.002,0.000,0.008,0.047,0.008, S ,3.5,0.001,0.015,0.013, W ,0.8,0.002,0.015,0.010, S ,1.3,0.001,0.016,0.016,NE ,0.5,0.000,0.012,0.010,SSE,2.8
22/06/04 23:00,0.000,0.010,0.044,1.95,0.06,0.012,SSW,4.2,0.000,0.011,0.041,0.011, S ,2.9,0.000,0.011,0.040,0.010, S ,2.3,0.000,0.011,0.040,0.010,SSW,1.4,0.002,0.000,0.008,0.046,0.010, S ,2.6,0.001,0.014,0.014,WSW,0.5,0.002,0.015,0.011, S ,1.3,0.001,0.014,0.012,NE ,0.4,0.000,0.012,0.011, S ,3.4
22/06/05 00:00,0.000,0.012,0.041,1.97,0.08,0.015, S ,2.6,0.000,0.009,0.042,0.012,SSE,2.1,0.000,0.009,0.042,0.012,SSE,1.1,0.000,0.012,0.037,0.012,SSE,0.6,0.002,0.000,0.009,0.044,0.011, S ,3.0,0.001,0.017,0.020,WSW,0.4,0.001,0.015,0.011, S ,1.6,0.001,0.016,0.013, C ,0.2,0.000,0.012,0.012, S ,2.9
22/06/05 01:00,0.000,0.009,0.042,2.03,0.08,0.014, S ,2.4,0.000,0.011,0.038,0.012,SSE,2.0,0.000,0.012,0.036,0.014,SSE,1.8,0.000,0.017,0.032,0.016, S ,1.4,0.002,0.000,0.007,0.046,0.008,SSE,1.5,0.001,0.013,0.016, W ,0.5,0.002,0.015,0.015, S ,1.5,保守中,保守中,0.017,NNE,0.3,0.000,0.011,0.012,SSE,1.7
22/06/05 02:00,保守中,保守中,0.041,2.02,0.08,0.014,SSW,2.1,0.000,0.009,0.040,0.013, S ,2.5,保守中,保守中,0.039,0.015, S ,2.0,0.000,0.012,0.038,0.016,SSW,2.1,0.002,0.000,0.008,0.042,0.010, S ,1.7,保守中,保守中,0.015, W ,0.4,0.001,0.016,0.016, S ,1.1,0.001,0.015,0.015,ENE,0.3,0.000,0.014,0.014, S ,2.5
22/06/05 03:00,0.000,0.005,0.049,1.97,0.07,0.011,SW ,2.7,0.000,0.004,0.049,0.010,SW ,2.1,0.000,0.003,0.050,0.013,SSW,1.9,0.001,0.005,0.047,0.009,SSW,3.1,0.002,0.000,0.009,0.044,0.008,SSW,4.0,0.001,0.011,0.011,WNW,0.5,0.001,0.006,0.009, S ,1.6,0.002,0.011,0.010,SE ,0.5,0.000,0.009,0.013, S ,3.6
22/06/05 04:00,0.000,0.003,0.050,1.95,0.06,0.011,NW ,2.7,0.000,0.004,0.045,0.013,WNW,1.9,0.000,0.004,0.045,0.011,NNW,1.7,0.000,0.002,0.049,0.010, W ,2.4,0.002,0.000,0.010,0.046,0.008,SW ,3.2,0.001,0.008,0.011,NW ,1.3,0.000,0.005,0.011,NNW,1.4,0.002,0.009,0.012, W ,1.3,0.000,0.008,0.010, S ,2.6
22/06/05 05:00,0.000,0.006,0.038,1.97,0.08,0.015, W ,2.0,0.000,0.006,0.035,0.013, W ,1.4,0.000,0.007,0.034,0.013,NNW,1.7,0.000,0.004,0.038,0.013, W ,1.9,0.002,0.001,0.009,0.038,0.013, W ,1.9,0.003,0.014,0.012,NNE,0.3,0.002,0.009,0.012,NNW,1.2,0.001,0.006,0.011,WSW,1.8,0.002,0.011,0.013,NNW,1.2
22/06/05 06:00,0.000,0.008,0.029,1.99,0.11,0.016,NW ,3.6,0.000,0.008,0.026,0.014,NW ,1.9,0.000,0.007,0.028,0.012,NW ,2.0,0.000,0.007,0.029,0.013,WNW,1.7,0.001,0.001,0.012,0.030,0.013,WNW,1.9,0.005,0.016,0.014,NW ,1.0,0.001,0.009,0.014,NNW,2.1,0.001,0.008,0.014,WSW,2.0,0.004,0.013,0.016,NNW,2.1
22/06/05 07:00,0.001,0.009,0.026,2.05,0.13,0.013,NNW,2.9,0.001,0.009,0.026,0.012,NNW,1.9,0.001,0.008,0.028,0.012, N ,2.2,0.001,0.009,0.025,0.013,NNW,1.2,0.002,0.002,0.012,0.026,0.011,NNW,1.9,0.003,0.014,0.014,NW ,1.0,0.005,0.009,0.013,NNW,1.4,0.002,0.010,0.014,WSW,1.2,0.010,0.017,0.014,NNW,1.4
22/06/05 08:00,0.001,0.008,0.032,2.05,0.12,0.012,NNW,3.5,0.001,0.008,0.032,0.011, N ,1.7,0.001,0.007,0.032,0.014, N ,2.3,0.001,0.008,0.031,0.010,WNW,1.7,0.002,0.003,0.012,0.026,0.009,NW ,1.1,0.002,0.011,0.014,NW ,0.9,0.004,0.010,0.011,NNW,1.9,0.002,0.009,0.013,WSW,1.1,0.005,0.013,0.014,NNW,1.9
22/06/05 09:00,0.001,0.007,0.042,2.03,0.11,0.012, N ,0.8,0.001,0.006,0.041,0.012,NNE,1.1,0.001,0.006,0.042,0.013, N ,0.8,0.001,0.006,0.042,0.010,NW ,0.9,0.002,0.003,0.011,0.034,0.012, C ,0.4,0.002,0.011,0.013, N ,0.4,0.003,0.009,0.013,NNW,1.0,0.002,0.007,0.011, W ,0.6,0.002,0.010,0.014,NE ,0.3
22/06/05 10:00,0.001,0.005,0.053,2.01,0.11,0.015, N ,1.6,0.001,0.005,0.051,0.013, W ,0.5,0.000,0.004,0.053,0.015,SW ,1.1,0.000,0.004,0.052,0.013,SW ,1.3,0.002,0.003,0.011,0.043,0.013,ESE,1.8,0.001,0.009,0.014,NW ,0.8,0.004,0.008,0.011,NNW,0.9,0.001,0.006,0.013,NE ,0.8,0.002,0.010,0.013, S ,0.9
22/06/05 11:00,0.000,0.004,0.060,1.98,0.08,0.014,SW ,1.0,0.000,0.004,0.059,0.016,SW ,2.3,0.000,0.003,0.059,0.015,WNW,1.8,0.001,0.005,0.058,0.015, S ,1.3,0.002,0.002,0.010,0.055,0.014,ESE,2.3,0.001,0.009,0.016,WNW,0.6,0.003,0.007,0.014,SSE,1.0,0.002,0.010,0.013,NNW,0.4,0.003,0.017,0.017,SSE,1.5
22/06/05 12:00,0.001,0.015,0.074,2.03,0.19,0.020,SSE,4.2,0.001,0.008,0.065,0.017, E ,3.5,0.000,0.007,0.064,0.020,ESE,3.9,0.001,0.015,0.063,0.022,ESE,1.9,0.002,0.003,0.017,0.061,0.015,SSE,2.6,0.002,0.022,0.020,SE ,0.8,0.002,0.015,0.023, S ,2.8,0.002,0.023,0.022, N ,0.4,0.002,0.019,0.022,SSE,1.6
22/06/05 13:00,0.001,0.012,0.072,2.02,0.18,0.023,SSW,4.8,0.001,0.013,0.071,0.023, S ,2.8,0.001,0.011,0.066,0.021,SSE,2.5,0.002,0.013,0.060,0.021,SSW,1.6,0.003,0.002,0.014,0.064,0.015, S ,3.1,0.001,0.017,0.022,WSW,0.7,0.002,0.014,0.019, S ,2.2,0.002,0.018,0.024,WNW,0.7,0.002,0.012,0.018,SSE,2.6
22/06/05 14:00,0.001,0.007,0.059,1.98,0.08,0.016,SW ,3.8,0.000,0.005,0.061,0.017,SSW,4.9,0.000,0.005,0.058,0.014,SSW,2.8,0.001,0.006,0.054,0.017,SSW,2.7,0.002,0.001,0.006,0.057,0.011, S ,3.6,0.001,0.012,0.018, W ,0.8,0.003,0.010,0.014, S ,1.8,0.003,0.013,0.016,NE ,0.5,0.001,0.010,0.017,SSE,3.5
